,TKR
2009-07-20,1304147793
2009-07-21,1302224272
2009-07-22,1301262511
2009-07-23,1348388795
2009-07-24,1387820993
2009-07-27,1405132689
2009-07-28,1394553319
2009-07-29,1279142010
2009-07-30,1394553319
2009-07-31,1403209167
2009-08-03,1503232302
2009-08-04,1473417714
2009-08-05,1425329668
2009-08-06,1394553319
2009-08-07,1439756082
2009-08-10,1422444385
2009-08-11,1401285645
2009-08-12,1452258974
2009-08-13,1437832560
2009-08-14,1406094450
2009-08-17,1344541752
2009-08-18,1367624014
2009-08-19,1394553319
2009-08-20,1411865015
2009-08-21,1451297213
2009-08-24,1429176712
2009-08-25,1458991300
2009-08-26,1471494192
2009-08-27,1510926389
2009-08-28,1540740977
2009-08-31,1453220735
2009-09-01,1414750298
2009-09-02,1395515080
2009-09-03,1408979733
2009-09-04,1456106017
2009-09-08,1481111801
2009-09-09,1502270541
2009-09-10,1568632044
2009-09-11,1565746761
2009-09-14,1573440848
2009-09-15,1576326131
2009-09-16,1648458199
2009-09-17,1680196309
2009-09-18,1649419960
2009-09-21,1619605372
2009-09-22,1653267004
2009-09-23,1628261220
2009-09-24,1622490655
2009-09-25,1621528894
2009-09-28,1658075808
2009-09-29,1665769896
2009-09-30,1615959497
2009-10-01,1542725793
2009-10-02,1501290934
2009-10-05,1551398205
2009-10-06,1574524638
2009-10-07,1554289009
2009-10-08,1579342645
2009-10-09,1588978659
2009-10-12,1585124253
2009-10-13,1571633834
2009-10-14,1593796665
2009-10-15,1586087855
2009-10-16,1566815827
2009-10-19,1617886700
2009-10-20,1619813902
2009-10-21,1644867538
2009-10-22,1641976734
2009-10-23,1612105092
2009-10-26,1584160652
2009-10-27,1533089779
2009-10-28,1441547649
2009-10-29,1583197050
2009-10-30,1519599360
2009-11-02,1513817752
2009-11-03,1581269848
2009-11-04,1583197050
2009-11-05,1605359882
2009-11-06,1623668308
2009-11-09,1666066768
2009-11-10,1685338796
2009-11-11,1692084005
2009-11-12,1678593586
2009-11-13,1675702782
2009-11-16,1726773655
2009-11-17,1744118479
2009-11-18,1752790892
2009-11-19,1724846452
2009-11-20,1733518864
2009-11-23,1766281311
2009-11-24,1753754493
2009-11-25,1750863689
2009-11-27,1721955648
2009-11-30,1701720019
2009-12-01,1708465229
2009-12-02,1680520789
2009-12-03,1667030370
2009-12-04,1716174039
2009-12-07,1717137641
2009-12-08,1699792816
2009-12-09,1699792816
2009-12-10,1710392431
2009-12-11,1705574424
2009-12-14,1720028445
2009-12-15,1710392431
2009-12-16,1696902012
2009-12-17,1622704707
2009-12-18,1646794741
2009-12-21,1693047607
2009-12-22,1677629985
2009-12-23,1685338796
2009-12-24,1693047607
2009-12-28,1697865613
2009-12-29,1694974809
2009-12-30,1683411593
2009-12-31,1635231524
2010-01-04,1668957572
2010-01-05,1673775579
2010-01-06,1724846452
2010-01-07,1790371345
2010-01-08,1843369420
2010-01-11,1795189352
2010-01-12,1763390507
2010-01-13,1768208513
2010-01-14,1774953723
2010-01-15,1724846452
2010-01-19,1771099318
2010-01-20,1758572500
2010-01-21,1661248761
2010-01-22,1600541875
2010-01-25,1651612748
2010-01-26,1636195126
2010-01-27,1610177889
2010-01-28,1579342645
2010-01-29,1545616597
2010-02-01,1662212363
2010-02-02,1666066768
2010-02-03,1697865613
2010-02-04,1608250686
2010-02-05,1562961422
2010-02-08,1604396281
2010-02-09,1646794741
2010-02-10,1634267923
2010-02-11,1666066768
2010-02-12,1711356033
2010-02-16,1747009283
2010-02-17,1805788967
2010-02-18,1804825366
2010-02-19,1830842603
2010-02-22,1826024596
2010-02-23,1791334946
2010-02-24,1800007359
2010-02-25,1807716170
2010-02-26,1809643372
2010-03-01,1857823441
2010-03-02,1872277461
2010-03-03,1870350259
2010-03-04,1862641448
2010-03-05,1913712320
2010-03-08,1913712320
2010-03-09,1874204664
2010-03-10,1920457530
2010-03-11,1921421131
2010-03-12,1923348334
2010-03-15,1897331097
2010-03-16,1925275537
2010-03-17,1967673997
2010-03-18,1991764031
2010-03-19,1914675922
2010-03-22,1923348334
2010-03-23,1973455605
2010-03-24,1955147179
2010-03-25,1944547564
2010-03-26,1982128018
2010-03-29,2078488155
2010-03-30,2066924938
2010-03-31,2068633268
2010-04-01,2099450896
2010-04-05,2128342422
2010-04-06,2119674964
2010-04-07,2123527168
2010-04-08,2111970557
2010-04-09,2137009880
2010-04-12,2137972931
2010-04-13,2139899033
2010-04-14,2174568864
2010-04-15,2224647509
2010-04-16,2188051576
2010-04-19,2167827508
2010-04-20,2189977678
2010-04-21,2244871577
2010-04-22,2278578358
2010-04-23,2308432935
2010-04-26,2276652256
2010-04-27,2214053950
2010-04-28,2225610560
2010-04-29,2451927515
2010-04-30,2424962090
2010-05-03,2433629548
2010-05-04,2288208867
2010-05-05,2244871577
2010-05-06,2134120727
2010-05-07,2075374624
2010-05-10,2225610560
2010-05-11,2261243442
2010-05-12,2365252936
2010-05-13,2359474631
2010-05-14,2251612934
2010-05-17,2206349543
2010-05-18,2169753610
2010-05-19,2058039709
2010-05-20,1922249536
2010-05-21,1977143436
2010-05-24,1956919367
2010-05-25,1944399706
2010-05-26,1927064790
2010-05-27,2013739369
2010-05-28,1984847843
2010-06-01,1927064790
2010-06-02,2005071911
2010-06-03,1996404453
2010-06-04,1882764450
2010-06-07,1790311567
2010-06-08,1831722754
2010-06-09,1850020721
2010-06-10,1923212587
2010-06-11,1976180385
2010-06-14,1990626148
2010-06-15,2077300726
2010-06-16,2020480725
2010-06-17,2027222081
2010-06-18,2028185132
2010-06-21,2016628521
2010-06-22,1970402080
2010-06-23,1978106486
2010-06-24,1917434282
2010-06-25,1965586825
2010-06-28,1943436655
2010-06-29,1849057670
2010-06-30,1793051011
2010-07-01,1739066679
2010-07-02,1725570596
2010-07-06,1737138667
2010-07-07,1835467271
2010-07-08,1834503265
2010-07-09,1885595579
2010-07-12,1869207478
2010-07-13,1965608070
2010-07-14,1973320118
2010-07-15,1961752047
2010-07-16,1884631573
2010-07-19,1909695727
2010-07-20,1953075993
2010-07-21,2026340443
2010-07-22,2038872520
2010-07-23,2126597059
2010-07-26,2151661213
2010-07-27,2120813024
2010-07-28,2109244952
2010-07-29,2330002308
2010-07-30,2320362249
2010-08-02,2370490557
2010-08-03,2356994474
2010-08-04,2432186936
2010-08-05,2446647024
2010-08-06,2419654859
2010-08-09,2455323078
2010-08-10,2475567202
2010-08-11,2303974148
2010-08-12,2350246432
2010-08-13,2375310586
2010-08-16,2427366906
2010-08-17,2411942811
2010-08-18,2404230764
2010-08-19,2353138450
2010-08-20,2327110290
2010-08-23,2278909994
2010-08-24,2216249610
2010-08-25,2245169787
2010-08-26,2210465574
2010-08-27,2318434237
2010-08-30,2245169787
2010-08-31,2256737858
2010-09-01,2354102456
2010-09-02,2427366906
2010-09-03,2463035125
2010-09-07,2414834829
2010-09-08,2438934977
2010-09-09,2451467054
2010-09-10,2510271415
2010-09-13,2552687676
2010-09-14,2559435717
2010-09-15,2589319901
2010-09-16,2569075776
2010-09-17,2594139930
2010-09-20,2635592185
2010-09-21,2651980285
2010-09-22,2600887972
2010-09-23,2565219753
2010-09-24,2661620345
2010-09-27,2625952126
2010-09-28,2655836309
2010-09-29,2695360552
2010-09-30,2675822921
2010-10-01,2698235131
2010-10-04,2645615161
2010-10-05,2750855101
2010-10-06,2718698453
2010-10-07,2763522872
2010-10-08,2781062862
2010-10-11,2772292867
2010-10-12,2783986193
2010-10-13,2838555051
2010-10-14,2826861724
2010-10-15,2800551739
2010-10-18,2795679520
2010-10-19,2840503939
2010-10-20,2896047241
2010-10-21,2867788368
2010-10-22,2885328358
2010-10-25,2914561674
2010-10-26,2885328358
2010-10-27,2867788368
2010-10-28,2927229445
2010-10-29,2889226133
2010-11-01,2927229445
2010-11-02,2936973884
2010-11-03,2929178333
2010-11-04,3035392717
2010-11-05,3105552677
2010-11-08,3074370472
2010-11-09,3012980507
2010-11-10,3073396029
2010-11-11,3053907151
2010-11-12,3008108288
2010-11-15,3024673834
2010-11-16,2979849415
2010-11-17,2978874971
2010-11-18,3061702702
2010-11-19,3072421585
2010-11-22,3112373784
2010-11-23,3073396029
2010-11-24,3143555989
2010-11-26,3091910462
2010-11-29,3069498253
2010-11-30,3038316049
2010-12-01,3211767061
2010-12-02,3236128158
2010-12-03,3252693704
2010-12-06,3272182582
2010-12-07,3284850353
2010-12-08,3292645904
2010-12-09,3326751440
2010-12-10,3331623659
2010-12-13,3328700328
2010-12-14,3324802552
2010-12-15,3322853664
2010-12-16,3322853664
2010-12-17,3354035869
2010-12-20,3355984757
2010-12-21,3430042492
2010-12-22,3392039181
2010-12-23,3370601415
2010-12-27,3366703639
2010-12-28,3359882532
2010-12-29,3356959201
2010-12-30,3362805864
2010-12-31,3329674772
2011-01-03,3461224697
2011-01-04,3447582482
2011-01-05,3466096916
2011-01-06,3420298053
2011-01-07,3453429146
2011-01-10,3482662462
2011-01-11,3550873535
2011-01-12,3606416836
2011-01-13,3533333545
2011-01-14,3510921335
2011-01-18,3628829046
2011-01-19,3565490193
2011-01-20,3432965824
2011-01-21,3440761375
2011-01-24,3499228008
2011-01-25,3559643530
2011-01-26,3633701265
2011-01-27,3428093605
2011-01-28,3367678083
2011-01-31,3279978133
2011-02-01,3388141405
2011-02-02,3342342542
2011-02-03,3365729196
2011-02-04,3416400278
2011-02-07,3485585794
2011-02-08,3469994692
2011-02-09,3509946891
2011-02-10,3539180208
2011-02-11,3609340168
2011-02-14,3614212388
2011-02-15,3567439081
2011-02-16,3582055739
2011-02-17,3656113475
2011-02-18,3641496816
2011-02-22,3523589106
2011-02-23,3363780308
2011-02-24,3380345854
2011-02-25,3432965824
2011-02-28,3397885844
2011-03-01,3293620348
2011-03-02,3301415899
2011-03-03,3500202452
2011-03-04,3417374722
2011-03-07,3316032557
2011-03-08,3342342542
2011-03-09,3364754752
2011-03-10,3263412587
2011-03-11,3300441455
2011-03-14,3272182582
2011-03-15,3245872597
2011-03-16,3324802552
2011-03-17,3354035869
2011-03-18,3352086981
2011-03-21,3484611350
2011-03-22,3434914712
2011-03-23,3445633595
2011-03-24,3523589106
2011-03-25,3557694642
2011-03-28,3492406901
2011-03-29,3568413525
2011-03-30,3588876846
2011-03-31,3655820301
2011-04-01,3654843853
2011-04-04,3667537673
2011-04-05,3727100985
2011-04-06,3665584778
2011-04-07,3616762391
2011-04-08,3558175528
2011-04-11,3532787887
2011-04-12,3515211828
2011-04-13,3534740782
2011-04-14,3468342336
2011-04-15,3492753530
2011-04-18,3376556250
2011-04-19,3558175528
2011-04-20,3621644630
2011-04-21,3691948867
2011-04-25,3688043076
2011-04-26,3868685906
2011-04-27,3922390531
2011-04-28,3926296322
2011-04-29,3941919486
2011-05-02,3912626054
2011-05-03,3792522983
2011-05-04,3675349255
2011-05-05,3621644630
2011-05-06,3668514121
2011-05-09,3700736896
2011-05-10,3764205999
2011-05-11,3708548478
2011-05-12,3719289403
2011-05-13,3670467017
2011-05-16,3594304094
2011-05-17,3450766277
2011-05-18,3517164723
2011-05-19,3521070514
2011-05-20,3469318784
2011-05-23,3363862429
2011-05-24,3422449293
2011-05-25,3432213770
2011-05-26,3502518007
2011-05-27,3580633825
2011-05-31,3607974362
2011-06-01,3506423798
2011-06-02,3528882096
2011-06-03,3447836934
2011-06-06,3444907591
2011-06-07,3399990995
2011-06-08,3341404132
2011-06-09,3358980191
2011-06-10,3255476731
2011-06-13,3209583688
2011-06-14,3298440431
2011-06-15,3255476731
2011-06-16,3243759359
2011-06-17,3275005686
2011-06-20,3289652402
2011-06-21,3412684816
2011-06-22,3403896786
2011-06-23,3399990995
2011-06-24,3283793715
2011-06-27,3314063595
2011-06-28,3378509145
2011-06-29,3440025352
2011-06-30,3517432669
2011-07-01,3618822081
2011-07-05,3663667398
2011-07-06,3635395350
2011-07-07,3662692499
2011-07-08,3623696572
2011-07-11,3529131447
2011-07-12,3483311232
2011-07-13,3484286131
2011-07-14,3378022228
2011-07-15,3380946922
2011-07-18,3336101606
2011-07-19,3398495090
2011-07-20,3406294275
2011-07-21,3413118563
2011-07-22,3402394683
2011-07-25,3380946922
2011-07-26,3305879762
2011-07-27,3164519524
2011-07-28,3072879094
2011-07-29,3047531741
2011-08-01,2999761730
2011-08-02,2921769875
2011-08-03,2930543959
2011-08-04,2721915746
2011-08-05,2670246142
2011-08-08,2268588088
2011-08-09,2508413042
2011-08-10,2466492420
2011-08-11,2650748178
2011-08-12,2675120633
2011-08-15,2747263099
2011-08-16,2670246142
2011-08-17,2606877760
2011-08-18,2367052805
2011-08-19,2314408303
2011-08-22,2312458506
2011-08-23,2418722409
2011-08-24,2508413042
2011-08-25,2406048732
2011-08-26,2516212228
2011-08-29,2660497160
2011-08-30,2655622669
2011-08-31,2746288201
2011-09-01,2626375723
2011-09-02,2504513450
2011-09-06,2425546696
2011-09-07,2579580610
2011-09-08,2521086719
2011-09-09,2437245475
2011-09-12,2403124038
2011-09-13,2470392013
2011-09-14,2551308563
2011-09-15,2624425927
2011-09-16,2622476131
2011-09-19,2572756323
2011-09-20,2507438144
2011-09-21,2361203416
2011-09-22,2220818076
2011-09-23,2228617262
2011-09-26,2300759728
2011-09-27,2346579943
2011-09-28,2231541956
2011-09-29,2327081979
2011-09-30,2289145953
2011-10-03,2154662282
2011-10-04,2329101246
2011-10-05,2406088275
2011-10-06,2510361845
2011-10-07,2466508474
2011-10-10,2615609935
2011-10-11,2647769073
2011-10-12,2715985428
2011-10-13,2687724367
2011-10-14,2779329186
2011-10-17,2678953693
2011-10-18,2815386402
2011-10-19,2693571483
2011-10-20,2759838799
2011-10-21,2846571021
2011-10-24,2924532569
2011-10-25,2831953231
2011-10-26,2924532569
2011-10-27,3108716726
2011-10-28,3066812394
2011-10-31,2938175840
2011-11-01,2855341695
2011-11-02,2973258536
2011-11-03,3102869610
2011-11-04,3081430184
2011-11-07,3047322007
2011-11-08,3047322007
2011-11-09,2956691707
2011-11-10,2969360459
2011-11-11,3063888836
2011-11-14,3028806139
2011-11-15,3065837875
2011-11-16,2981054691
2011-11-17,2877755640
2011-11-18,2858265253
2011-11-21,2775431108
2011-11-22,2742297450
2011-11-23,2615609935
2011-11-25,2600992145
2011-11-28,2735475815
2011-11-29,2729628699
2011-11-30,2930379685
2011-12-01,2866061408
2011-12-02,2917710933
2011-12-05,2961564304
2011-12-06,3000545078
2011-12-07,2948895553
2011-12-08,2805641208
2011-12-09,2848520060
2011-12-12,2777380147
2011-12-13,2674081096
2011-12-14,2559087813
2011-12-15,2572731084
2011-12-16,2622431570
2011-12-19,2555189735
2011-12-20,2661412344
2011-12-21,2641921957
2011-12-22,2655565228
2011-12-23,2704291196
2011-12-27,2704291196
2011-12-28,2649718112
2011-12-29,2702342157
2011-12-30,2700393118
2012-01-03,2785176302
2012-01-04,2795896015
2012-01-05,2827080634
2012-01-06,2830978711
2012-01-09,2912838337
2012-01-10,3060965278
2012-01-11,3098971533
2012-01-12,3158417213
2012-01-13,3129181632
2012-01-17,3146722981
2012-01-18,3203245103
2012-01-19,3253920109
2012-01-20,3238327800
2012-01-23,3315314828
2012-01-24,3328958099
2012-01-25,3373785989
2012-01-26,3325060022
2012-01-27,3420562918
2012-01-30,3396199934
2012-01-31,3405945128
2012-02-01,3480008598
2012-02-02,3479034079
2012-02-03,3629110059
2012-02-06,3618390346
2012-02-07,3567715340
2012-02-08,3592078324
2012-02-09,3589154766
2012-02-10,3619364865
2012-02-13,3719740358
2012-02-14,3719740358
2012-02-15,3628135540
2012-02-16,3695377375
2012-02-17,3724612955
2012-02-21,3753848536
2012-02-22,3709995165
2012-02-23,3705122568
2012-02-24,3699275452
2012-02-27,3675886988
2012-02-28,3685632181
2012-02-29,3655422081
2012-03-01,3740205265
2012-03-02,3662243717
2012-03-05,3625211982
2012-03-06,3494626389
2012-03-07,3520938411
2012-03-08,3581358611
2012-03-09,3648600446
2012-03-12,3597925440
2012-03-13,3694402855
2012-03-14,3708046126
2012-03-15,3806472581
2012-03-16,3776262481
2012-03-19,3779186039
2012-03-20,3705122568
2012-03-21,3658345639
2012-03-22,3552123030
2012-03-23,3570638898
2012-03-26,3692453817
2012-03-27,3646651407
2012-03-28,3577460533
2012-03-29,3564791782
2012-03-30,3539454279
2012-04-02,3576457104
2012-04-03,3612445386
2012-04-04,3565757885
2012-04-05,3539496166
2012-04-09,3447093820
2012-04-10,3341074287
2012-04-11,3386789132
2012-04-12,3494753978
2012-04-13,3452929758
2012-04-16,3470437571
2012-04-17,3526851635
2012-04-18,3499617259
2012-04-19,3492808665
2012-04-20,3517125072
2012-04-23,3450984445
2012-04-24,3558949291
2012-04-25,3819621172
2012-04-26,3894515705
2012-04-27,4019015707
2012-04-30,3934394612
2012-05-01,3910078205
2012-05-02,3955793050
2012-05-03,3903269611
2012-05-04,3721382889
2012-05-07,3744726639
2012-05-08,3666914137
2012-05-09,3687339919
2012-05-10,3740836014
2012-05-11,3752507889
2012-05-14,3726246170
2012-05-15,3678586013
2012-05-16,3617308668
2012-05-17,3367336006
2012-05-18,3366363350
2012-05-21,3575484448
2012-05-22,3568675854
2012-05-23,3602718824
2012-05-24,3585211011
2012-05-25,3421804757
2012-05-29,3573539135
2012-05-30,3487945384
2012-05-31,3320648505
2012-06-01,3199066472
2012-06-04,3140707095
2012-06-05,3201011784
2012-06-06,3298277411
2012-06-07,3333293037
2012-06-08,3326484443
2012-06-11,3207820378
2012-06-12,3291468817
2012-06-13,3116390689
2012-06-14,3107636782
2012-06-15,3185449284
2012-06-18,3199066472
2012-06-19,3183503971
2012-06-20,3154324283
2012-06-21,3001617249
2012-06-22,2987027405
2012-06-25,2932558654
2012-06-26,2997726624
2012-06-27,3026906312
2012-06-28,3033714906
2012-06-29,3188367253
2012-07-02,3091125245
2012-07-03,3190372720
2012-07-05,3183627746
2012-07-06,3062218214
2012-07-09,3037165453
2012-07-10,2913828785
2012-07-11,2857941857
2012-07-12,2840597638
2012-07-13,2854087586
2012-07-16,2833852664
2012-07-17,2931173004
2012-07-18,3035238318
2012-07-19,3081489568
2012-07-20,2991877770
2012-07-23,2964897874
2012-07-24,2910938082
2012-07-25,2903229540
2012-07-26,2428190654
2012-07-27,2611268521
2012-07-30,2550563754
2012-07-31,2496603962
2012-08-01,2541891645
2012-08-02,2533219535
2012-08-03,2600669276
2012-08-06,2662337610
2012-08-07,2750022272
2012-08-08,2800127794
2012-08-09,2830961961
2012-08-10,2839634070
2012-08-13,2815544877
2012-08-14,2755803679
2012-08-15,2774111465
2012-08-16,2878176779
2012-08-17,2890703160
2012-08-20,2882031050
2012-08-21,2913828785
2012-08-22,2901302404
2012-08-23,2855051154
2012-08-24,2828071258
2012-08-27,2810727039
2012-08-28,2763512220
2012-08-29,2758694382
2012-08-30,2732678053
2012-08-31,2770257195
2012-09-04,2721115241
2012-09-05,2661374042
2012-09-06,2782783575
2012-09-07,2858905425
2012-09-10,2805909200
2012-09-11,2796273523
2012-09-12,2784710710
2012-09-13,2826144122
2012-09-14,2918646623
2012-09-17,2779892872
2012-09-18,2736532324
2012-09-19,2753876543
2012-09-20,2750985840
2012-09-21,2744240866
2012-09-24,2695098912
2012-09-25,2576580083
2012-09-26,2574652947
2012-09-27,2579470786
2012-09-28,2563090135
2012-10-01,2542840308
2012-10-02,2563879228
2012-10-03,2630821244
2012-10-04,2653772793
2012-10-05,2699675889
2012-10-08,2644209647
2012-10-09,2607869696
2012-10-10,2554316082
2012-10-11,2568660800
2012-10-12,2549534510
2012-10-15,2561010284
2012-10-16,2635602817
2012-10-17,2642297018
2012-10-18,2693938002
2012-10-19,2652816478
2012-10-22,2657598051
2012-10-23,2592568663
2012-10-24,2506500356
2012-10-25,2669073825
2012-10-26,2638471760
2012-10-31,2703501148
2012-11-01,2822084148
2012-11-02,2781918938
2012-11-05,2782875253
2012-11-06,2823996777
2012-11-07,2693938002
2012-11-08,2650903849
2012-11-09,2646122276
2012-11-12,2624127042
2012-11-13,2617432841
2012-11-14,2573442373
2012-11-15,2572486058
2012-11-16,2583005518
2012-11-19,2733146898
2012-11-20,2711151664
2012-11-21,2744622672
2012-11-23,2789569454
2012-11-26,2792438398
2012-11-27,2834516237
2012-11-28,3164444746
2012-11-29,3061162778
2012-11-30,3084114327
2012-12-03,3088895899
2012-12-04,3096546415
2012-12-05,3111847448
2012-12-06,3108978504
2012-12-07,3113760077
2012-12-10,3119497964
2012-12-11,3114716391
2012-12-12,3113760077
2012-12-13,3115672706
2012-12-14,3113760077
2012-12-17,3159663174
2012-12-18,3268683029
2012-12-19,3237124650
2012-12-20,3244775166
2012-12-21,3178789464
2012-12-24,3190265238
2012-12-26,3176876835
2012-12-27,3203653642
2012-12-28,3169226319
2012-12-31,3281850928
2013-01-02,3363322110
2013-01-03,3359488172
2013-01-04,3347986358
2013-01-07,3339359998
2013-01-08,3314439401
2013-01-09,3432332994
2013-01-10,3432332994
2013-01-11,3416997242
2013-01-14,3419872696
2013-01-15,3416997242
2013-01-16,3403578459
2013-01-17,3475464797
2013-01-18,3478340250
2013-01-22,3523389022
2013-01-23,3532973867
2013-01-24,3591441421
2013-01-25,3629780801
2013-01-28,3639365646
2013-01-29,3662369274
2013-01-30,3669078666
2013-01-31,3678663511
2013-02-01,3717002891
2013-02-04,3732338643
2013-02-05,3764927116
2013-02-06,3847356783
2013-02-07,3803266496
2013-02-08,3821477701
2013-02-11,3818602248
2013-02-12,3831062546
2013-02-13,3855983143
2013-02-14,3881862225
2013-02-15,3858858597
2013-02-19,3945122201
2013-02-20,3806141949
2013-02-21,3683455933
2013-02-22,3721795313
2013-02-25,3602943235
2013-02-26,3644158069
2013-02-27,3748632879
2013-02-28,3726587736
2013-03-01,3718919859
2013-03-04,3700708654
2013-03-05,3831062546
2013-03-06,3860775566
2013-03-07,3865567988
2013-03-08,3910616759
2013-03-11,3919243120
2013-03-12,3885696163
2013-03-13,3941288263
2013-03-14,3989212488
2013-03-15,3951831593
2013-03-18,3942246748
2013-03-19,3927869480
2013-03-20,3956624016
2013-03-21,3904865853
2013-03-22,3939371295
2013-03-25,3903907368
2013-03-26,3888571616
2013-03-27,3852149205
2013-03-28,3881862225
2013-04-01,3814403297
2013-04-02,3752201538
2013-04-03,3626841068
2013-04-04,3650764822
2013-04-05,3637367520
2013-04-08,3684258077
2013-04-09,3729234734
2013-04-10,3768469690
2013-04-11,3765598840
2013-04-12,3702440130
2013-04-15,3549328106
2013-04-16,3641195320
2013-04-17,3561768458
2013-04-18,3527318252
2013-04-19,3516791801
2013-04-22,3512964000
2013-04-23,3550285056
2013-04-24,3561768458
2013-04-25,3585692212
2013-04-26,3565596258
2013-04-29,3596218663
2013-04-30,3601003414
2013-05-01,3489040246
2013-05-02,3544543355
2013-05-03,3667032974
2013-05-06,3740718136
2013-05-07,3852681303
2013-05-08,3869906406
2013-05-09,3865121655
2013-05-10,3906270512
2013-05-13,3890002359
2013-05-14,3927323415
2013-05-15,3907227462
2013-05-16,3852681303
2013-05-17,3928280365
2013-05-20,3939763767
2013-05-21,3984740424
2013-05-22,3903399661
2013-05-23,3918710864
2013-05-24,3857466054
2013-05-28,3879475908
2013-05-29,3890002359
2013-05-30,3911055263
2013-05-31,3888088459
2013-06-03,3858423004
2013-06-04,3829714500
2013-06-05,3804833796
2013-06-06,3879475908
2013-06-07,3951247169
2013-06-10,3934979016
2013-06-11,3944548518
2013-06-12,3869906406
2013-06-13,3954118019
2013-06-14,3954118019
2013-06-17,3980912624
2013-06-18,4032587932
2013-06-19,4006750278
2013-06-20,3936892917
2013-06-21,3861293855
2013-06-24,3737847285
2013-06-25,3778039192
2013-06-26,3796221245
2013-06-27,3871820306
2013-06-28,3855552154
2013-07-01,3961841529
2013-07-02,3957108146
2013-07-03,3938174614
2013-07-05,4048935775
2013-07-08,3965628235
2013-07-09,4022428830
2013-07-10,4024322184
2013-07-11,4089642868
2013-07-12,4075442719
2013-07-15,4067869307
2013-07-16,4015802094
2013-07-17,4013908741
2013-07-18,4093429575
2013-07-19,4095322928
2013-07-22,4114256460
2013-07-23,4115203136
2013-07-24,4062189247
2013-07-25,3861493810
2013-07-26,3838773572
2013-07-29,3811319951
2013-07-30,3837826895
2013-07-31,3959001499
2013-08-01,4091536221
2013-08-02,4072602690
2013-08-05,4161590289
2013-08-06,4083962809
2013-08-07,4068815983
2013-08-08,4096269604
2013-08-09,4106683047
2013-08-12,4140763404
2013-08-13,4120883196
2013-08-14,4074496043
2013-08-15,4012015388
2013-08-16,3994028533
2013-08-19,3927761171
2013-08-20,3932494554
2013-08-21,3910720993
2013-08-22,3982668414
2013-08-23,3981721737
2013-08-26,3971308295
2013-08-27,3866227193
2013-08-28,3873800606
2013-08-29,3871907253
2013-08-30,3799013155
2013-09-03,3806586568
2013-09-04,3961841529
2013-09-05,4083962809
2013-09-06,4169163702
2013-09-09,4172950408
2013-09-10,4236377740
2013-09-11,4222177591
2013-09-12,4245844506
2013-09-13,4235431063
2013-09-16,4257204625
2013-09-17,4281818216
2013-09-18,4316845250
2013-09-19,4309271837
2013-09-20,4260991331
2013-09-23,4197564000
2013-09-24,4195670646
2013-09-25,4172003732
2013-09-26,4159696936
2013-09-27,4074496043
2013-09-30,4058891192
2013-10-01,4096438752
2013-10-02,4067339393
2013-10-03,4020404944
2013-10-04,4070155460
2013-10-07,3977225250
2013-10-08,3883356351
2013-10-09,3876785528
2013-10-10,3984734762
2013-10-11,3989428207
2013-10-14,4015711499
2013-10-15,3918087844
2013-10-16,3881478973
2013-10-17,3962206226
2013-10-18,4055136436
2013-10-21,4083297106
2013-10-22,4063584637
2013-10-23,4040117412
2013-10-24,3523838468
2013-10-25,3452498105
2013-10-28,3489106975
2013-10-29,3569834228
2013-10-30,3536980114
2013-10-31,3548244382
2013-11-01,3568895539
2013-11-04,3664641816
2013-11-05,3630849013
2013-11-06,3613013922
2013-11-07,3512574200
2013-11-08,3567956850
2013-11-11,3580159807
2013-11-12,3543550937
2013-11-13,3604565721
2013-11-14,3612075233
2013-11-15,3580159807
2013-11-18,3562324717
2013-11-19,3523838468
2013-11-20,3514451578
2013-11-21,3538857492
2013-11-22,3519145023
2013-11-25,3521022401
2013-11-26,3506942066
2013-11-27,3475965329
2013-11-29,3477842707
2013-12-02,3434663014
2013-12-03,3423398746
2013-12-04,3461884995
2013-12-05,3464701062
2013-12-06,3500371243
2013-12-09,3486290908
2013-12-10,3490984353
2013-12-11,3413073167
2013-12-12,3424337435
2013-12-13,3471271885
2013-12-16,3503187310
2013-12-17,3506942066
2013-12-18,3517267645
2013-12-19,3524777157
2013-12-20,3602688343
2013-12-23,3612075233
2013-12-24,3633665080
2013-12-26,3674967395
2013-12-27,3677783462
2013-12-30,3702189376
2013-12-31,3633443694
2014-01-02,3592887753
2014-01-03,3600261560
2014-01-06,3564314248
2014-01-07,3595652930
2014-01-08,3621461257
2014-01-09,3581827041
2014-01-10,3598418108
2014-01-13,3532975566
2014-01-14,3623304709
2014-01-15,3715477304
2014-01-16,3708103496
2014-01-17,3628835065
2014-01-21,3685982074
2014-01-22,3685060348
2014-01-23,3662938925
2014-01-24,3527445210
2014-01-27,3505323787
2014-01-28,3613165724
2014-01-29,3597496382
2014-01-30,3802119543
2014-01-31,3716399030
2014-02-03,3548644907
2014-02-04,3679529992
2014-02-05,3606713642
2014-02-06,3676764814
2014-02-07,3727459741
2014-02-10,3719164208
2014-02-11,3726538015
2014-02-12,3806728173
2014-02-13,3836223403
2014-02-14,3936691532
2014-02-18,3918257013
2014-02-19,3870327264
2014-02-20,3911804931
2014-02-21,3889683509
2014-02-24,3904431124
2014-02-25,3903509398
2014-02-26,3955126051
2014-02-27,3950517421
2014-02-28,3982777829
2014-03-03,3936691532
2014-03-04,3994760267
2014-03-05,3990151637
2014-03-06,4022412045
