,SWN
2023-07-28,7091928367
2023-07-31,7135977612
2023-08-01,7102940678
2023-08-02,6937756011
2023-08-03,7146989923
2023-08-04,7135977612
2023-08-07,7213063790
2023-08-08,7202051479
2023-08-09,7323186901
2023-08-10,7113952989
2023-08-11,7135977612
2023-08-14,7124965301
2023-08-15,7036866812
2023-08-16,7069903745
2023-08-17,7224076101
2023-08-18,7158002234
2023-08-21,7378248457
2023-08-22,7257113034
2023-08-23,7158002234
2023-08-24,7047879123
2023-08-25,7124965301
2023-08-28,7246100723
2023-08-29,7301162279
2023-08-30,7356223834
2023-08-31,7466346946
2023-09-01,7455334635
2023-09-05,7279137656
2023-09-06,7257113034
2023-09-07,7169014545
2023-09-08,7334199212
2023-09-11,7180026856
2023-09-12,7422297701
2023-09-13,7334199212
2023-09-14,7334199212
2023-09-15,7113952989
2023-09-18,6981805256
2023-09-19,6915731389
2023-09-20,6728522100
2023-09-21,6695485167
2023-09-22,6706497478
2023-09-25,6849657522
2023-09-26,6805608278
2023-09-27,7025854500
2023-09-28,7180026856
2023-09-29,7102940678
2023-10-02,6739534411
2023-10-03,6728522100
2023-10-04,6673460544
2023-10-05,6871682145
2023-10-06,7091928367
2023-10-09,7356223834
2023-10-10,7356223834
2023-10-11,7246100723
2023-10-12,7257113034
2023-10-13,7411285390
2023-10-16,7455334635
2023-10-17,8072024058
2023-10-18,7983925569
2023-10-19,7950888635
2023-10-20,7939876324
2023-10-23,7752667035
2023-10-24,7840765524
2023-10-25,7829753213
2023-10-26,7928864013
2023-10-27,7785703968
2023-10-30,7774691657
2023-10-31,7851777835
2023-11-01,7884814769
2023-11-02,8105060991
2023-11-03,8314294903
2023-11-06,7752667035
2023-11-07,7422297701
2023-11-08,7290149968
2023-11-09,7180026856
2023-11-10,7158002234
2023-11-13,7334199212
2023-11-14,7334199212
2023-11-15,7543433124
2023-11-16,7400273079
2023-11-17,7411285390
2023-11-20,7444322323
2023-11-21,7378248457
2023-11-22,7400273079
2023-11-24,7521408501
2023-11-27,7279137656
2023-11-28,7213063790
2023-11-29,7246100723
2023-11-30,7257113034
2023-12-01,7312174590
2023-12-04,7158002234
2023-12-05,7047879123
2023-12-06,6959780634
2023-12-07,6904719078
2023-12-08,6827632900
2023-12-11,6827632900
2023-12-12,6717509789
2023-12-13,6827632900
2023-12-14,6992817567
2023-12-15,6926743700
2023-12-18,7069903745
2023-12-19,7158002234
2023-12-20,7003829878
2023-12-21,7301162279
2023-12-22,7312174590
2023-12-26,7345211523
2023-12-27,7279137656
2023-12-28,7301162279
2023-12-29,7213063790
2024-01-02,7227971055
2024-01-03,7128806818
2024-01-04,7051679078
2024-01-05,7569536760
2024-01-08,7624628003
2024-01-09,7613609754
2024-01-10,7591573257
2024-01-11,7404263032
2024-01-12,7723792240
2024-01-16,7327135292
2024-01-17,7139825066
2024-01-18,7095752072
2024-01-19,7062697326
2024-01-22,6996587835
2024-01-23,6941496592
2024-01-24,7073715575
2024-01-25,7139825066
2024-01-26,7161861564
2024-01-29,7183898061
2024-01-30,7305098795
2024-01-31,7106770321
2024-02-01,7095752072
2024-02-02,7106770321
2024-02-05,6996587835
2024-02-06,7040660829
2024-02-07,7051679078
2024-02-08,7139825066
2024-02-09,7084733824
2024-02-12,7194916309
2024-02-13,7051679078
2024-02-14,6985569587
2024-02-15,7272044049
2024-02-16,7349171789
2024-02-20,7283062298
2024-02-21,7822956477
2024-02-22,7734810489
2024-02-23,7613609754
2024-02-26,7646664500
2024-02-27,7558518512
2024-02-28,7613609754
2024-02-29,7679719246
2024-03-01,7690737494
2024-03-04,7668700997
2024-03-05,7712773992
2024-03-06,7646664500
2024-03-07,7646664500
2024-03-08,7646664500
2024-03-11,7723792240
2024-03-12,7767865234
2024-03-13,7867029471
2024-03-14,7811938229
2024-03-15,7767865234
2024-03-18,7756846986
2024-03-19,7889065968
2024-03-20,8065357945
2024-03-21,8032303200
2024-03-22,8021284951
2024-03-25,8109430940
2024-03-26,8076376194
2024-03-27,8274704668
2024-03-28,8351832408
2024-04-01,8384887154
2024-04-02,8318777662
2024-04-03,8406923651
2024-04-04,8285722917
2024-04-05,8274704668
2024-04-08,8307759414
2024-04-09,8296741165
2024-04-10,8285722917
2024-04-11,8142485685
2024-04-12,8175540431
2024-04-15,8043321448
2024-04-16,8010266703
2024-04-17,8010266703
2024-04-18,8021284951
2024-04-19,8032303200
2024-04-22,8153503934
2024-04-23,8142485685
2024-04-24,8362850657
2024-04-25,8428960148
2024-04-26,8495069639
2024-04-29,8539142634
2024-04-30,8252668171
2024-05-01,7955175460
2024-05-02,7955175460
2024-05-03,7800919980
2024-05-06,8087394443
2024-05-07,8131467437
2024-05-08,7999248454
2024-05-09,8054339697
2024-05-10,7900084217
2024-05-13,8010266703
2024-05-14,8252668171
2024-05-15,8373868905
2024-05-16,8285722917
2024-05-17,8296741165
2024-05-20,8318777662
2024-05-21,8208595177
2024-05-22,8109430940
2024-05-23,8054339697
2024-05-24,8142485685
2024-05-28,8197576928
2024-05-29,8109430940
2024-05-30,8142485685
2024-05-31,8296741165
2024-06-03,8274704668
2024-06-04,7966193708
2024-06-05,8021284951
2024-06-06,7966193708
2024-06-07,7966193708
2024-06-10,8098412691
2024-06-11,7988230206
2024-06-12,7856011223
2024-06-13,7745828737
2024-06-14,7657682749
2024-06-17,7569536760
2024-06-18,7437317778
2024-06-20,7459354275
2024-06-21,7349171789
2024-06-24,7635646252
2024-06-25,7514445517
2024-06-26,7437317778
2024-06-27,7404263032
2024-06-28,7415281280
2024-07-01,7459354275
2024-07-02,7514445517
2024-07-03,7613609754
2024-07-05,7437317778
2024-07-08,7459354275
2024-07-09,7514445517
2024-07-10,7569536760
2024-07-11,7646664500
2024-07-12,7602591506
2024-07-15,7668700997
2024-07-16,7558518512
2024-07-17,7448336026
2024-07-18,7371208286
2024-07-19,7360190038
2024-07-22,7371208286
2024-07-23,7261025801
2024-07-24,7029642581
2024-07-25,6985569587
2024-07-26,7194916309
2024-07-29,7112655333
2024-07-30,7112655333
2024-07-31,7112655333
2024-08-01,6980326862
2024-08-02,6726697292
2024-08-05,6638478311
2024-08-06,6616423566
2024-08-07,6671560429
2024-08-08,6792861527
2024-08-09,6803888900
