,HD
2009-04-14,42647220000
2009-04-15,43202610000
2009-04-16,43707510000
2009-04-17,43926300000
2009-04-20,42327450000
2009-04-21,43539210000
2009-04-22,44044110000
2009-04-23,43354080000
2009-04-24,44279730000
2009-04-27,43556040000
2009-04-28,43875810000
2009-04-29,44330220000
2009-04-30,44296560000
2009-05-01,43370910000
2009-05-04,44111430000
2009-05-05,44077770000
2009-05-06,43825320000
2009-05-07,43101630000
2009-05-08,42916500000
2009-05-11,41957190000
2009-05-12,41469120000
2009-05-13,41788890000
2009-05-14,41283990000
2009-05-15,41065200000
2009-05-18,43791660000
2009-05-19,41452290000
2009-05-20,40105890000
2009-05-21,38523870000
2009-05-22,38473380000
2009-05-26,40055400000
2009-05-27,39264390000
2009-05-28,38204100000
2009-05-29,38978280000
2009-06-01,40661280000
2009-06-02,41233500000
2009-06-03,41014710000
2009-06-04,41351310000
2009-06-05,40678110000
2009-06-08,41334480000
2009-06-09,40981050000
2009-06-10,41048370000
2009-06-11,40779090000
2009-06-12,40644450000
2009-06-15,40139550000
2009-06-16,39045600000
2009-06-17,39802950000
2009-06-18,39298050000
2009-06-19,39584160000
2009-06-22,39129750000
2009-06-23,38507040000
2009-06-24,38170440000
2009-06-25,39668310000
2009-06-26,39735630000
2009-06-29,40173210000
2009-06-30,39769290000
2009-07-01,39903930000
2009-07-02,38389230000
2009-07-06,38507040000
2009-07-07,37699200000
2009-07-08,38136780000
2009-07-09,38170440000
2009-07-10,37901160000
2009-07-13,38894130000
2009-07-14,39853440000
2009-07-15,40526640000
2009-07-16,41065200000
2009-07-17,41519610000
2009-07-20,41738400000
2009-07-21,41166180000
2009-07-22,41687910000
2009-07-23,42546240000
2009-07-24,42613560000
2009-07-27,42344280000
2009-07-28,42731370000
2009-07-29,42731370000
2009-07-30,43505550000
2009-07-31,43657020000
2009-08-03,44270240000
2009-08-04,44219780000
2009-08-05,44287060000
2009-08-06,44640280000
2009-08-07,45851320000
2009-08-10,45582200000
2009-08-11,45228980000
2009-08-12,45750400000
2009-08-13,46557760000
2009-08-14,45649480000
2009-08-17,43917020000
2009-08-18,45296260000
2009-08-19,44993500000
2009-08-20,44875760000
2009-08-21,46255000000
2009-08-24,45464460000
2009-08-25,45952240000
2009-08-26,46372740000
2009-08-27,46339100000
2009-08-28,46574580000
2009-08-31,45901780000
2009-09-01,44976680000
2009-09-02,44623460000
2009-09-03,45245800000
2009-09-04,45464460000
2009-09-08,46221360000
2009-09-09,46053160000
2009-09-10,46305460000
2009-09-11,45985880000
2009-09-14,46271820000
2009-09-15,46103620000
2009-09-16,47196920000
2009-09-17,46961440000
2009-09-18,47482860000
2009-09-21,47331480000
2009-09-22,46456840000
2009-09-23,46002700000
2009-09-24,45481280000
2009-09-25,45161700000
2009-09-28,45851320000
2009-09-29,45128060000
2009-09-30,44808480000
2009-10-01,44270240000
2009-10-02,43782460000
2009-10-05,43984300000
2009-10-06,44219780000
2009-10-07,43967480000
2009-10-08,45228980000
2009-10-09,45346720000
2009-10-12,45481280000
2009-10-13,46305460000
2009-10-14,46053160000
2009-10-15,45918600000
2009-10-16,45851320000
2009-10-19,46473660000
2009-10-20,45363540000
2009-10-21,44270240000
2009-10-22,44943040000
2009-10-23,44186140000
2009-10-26,43900200000
2009-10-27,43732000000
2009-10-28,42403220000
2009-10-29,43580620000
2009-10-30,42201380000
2009-11-02,42100800000
2009-11-03,42000000000
2009-11-04,41932800000
2009-11-05,43058400000
2009-11-06,43814400000
2009-11-09,45040800000
2009-11-10,45057600000
2009-11-11,45880800000
2009-11-12,45763200000
2009-11-13,45931200000
2009-11-16,46452000000
2009-11-17,45343200000
2009-11-18,45847200000
2009-11-19,45544800000
2009-11-20,45662400000
2009-11-23,46216800000
2009-11-24,46300800000
2009-11-25,46788000000
2009-11-27,46384800000
2009-11-30,45964800000
2009-12-01,47040000000
2009-12-02,47594400000
2009-12-03,46922400000
2009-12-04,47174400000
2009-12-07,47409600000
2009-12-08,46485600000
2009-12-09,46284000000
2009-12-10,47023200000
2009-12-11,47863200000
2009-12-14,48501600000
2009-12-15,48753600000
2009-12-16,48652800000
2009-12-17,48384000000
2009-12-18,48132000000
2009-12-21,48652800000
2009-12-22,49207200000
2009-12-23,48720000000
2009-12-24,49005600000
2009-12-28,49022400000
2009-12-29,49173600000
2009-12-30,48938400000
2009-12-31,48602400000
2010-01-04,48165600000
2010-01-05,48518400000
2010-01-06,48350400000
2010-01-07,48921600000
2010-01-08,48686400000
2010-01-11,47308800000
2010-01-12,47006400000
2010-01-13,47258400000
2010-01-14,47544000000
2010-01-15,47997600000
2010-01-19,48518400000
2010-01-20,48148800000
2010-01-21,47846400000
2010-01-22,46569600000
2010-01-25,46401600000
2010-01-26,46586400000
2010-01-27,46771200000
2010-01-28,45931200000
2010-01-29,47056800000
2010-02-01,47610030000
2010-02-02,48683310000
2010-02-03,47744190000
2010-02-04,46838610000
2010-02-05,46922460000
2010-02-08,47945430000
2010-02-09,48414990000
2010-02-10,48046050000
2010-02-11,48616230000
2010-02-12,48633000000
2010-02-16,49370880000
2010-02-17,50343540000
2010-02-18,50813100000
2010-02-19,50561550000
2010-02-22,50846640000
2010-02-23,51567750000
2010-02-24,52590720000
2010-02-25,52590720000
2010-02-26,52322400000
2010-03-01,52708110000
2010-03-02,52590720000
2010-03-03,52775190000
2010-03-04,52724880000
2010-03-05,53328600000
2010-03-08,53596920000
2010-03-09,53127360000
2010-03-10,53177670000
2010-03-11,53882010000
2010-03-12,54418650000
2010-03-15,54821130000
2010-03-16,54586349999
2010-03-17,54536040000
2010-03-18,54334800000
2010-03-19,54267720000
2010-03-22,54787590000
2010-03-23,54653430000
2010-03-24,54200640000
2010-03-25,54703739999
2010-03-26,54921750000
2010-03-29,54670200000
2010-03-30,54821130000
2010-03-31,54250950000
2010-04-01,54301260000
2010-04-05,54770819999
2010-04-06,54586349999
2010-04-07,54686970000
2010-04-08,55290690000
2010-04-09,55760250000
2010-04-12,56145959999
2010-04-13,57588180000
2010-04-14,58661459999
2010-04-15,58929780000
2010-04-16,58711770000
2010-04-19,58980090000
2010-04-20,58996860000
2010-04-21,59147790000
2010-04-22,59902440000
2010-04-23,61026030000
2010-04-26,61193730000
2010-04-27,59181330000
2010-04-28,59013630000
2010-04-29,59634120000
2010-04-30,59080709999
2010-05-03,59293109999
2010-05-04,58549260000
2010-05-05,58251720000
2010-05-06,56135880000
2010-05-07,55259790000
2010-05-10,58334370000
2010-05-11,58896390000
2010-05-12,59326170000
2010-05-13,58301310000
2010-05-14,58185600000
2010-05-17,58830270000
2010-05-18,57408689999
2010-05-19,56830140000
2010-05-20,54367170000
2010-05-21,54582060000
2010-05-24,54912660000
2010-05-25,56168939999
2010-05-26,56268120000
2010-05-27,57111149999
2010-05-28,55970580000
2010-06-01,55441620000
2010-06-02,55987109999
2010-06-03,55259790000
2010-06-04,53143950000
2010-06-07,52152150000
2010-06-08,52581930000
2010-06-09,52499280000
2010-06-10,54086160000
2010-06-11,53259660000
2010-06-14,52995180000
2010-06-15,53325780000
2010-06-16,53127420000
2010-06-17,52747230000
2010-06-18,52796820000
2010-06-21,51953790000
2010-06-22,50598330000
2010-06-23,50416500000
2010-06-24,49044510000
2010-06-25,49920600000
2010-06-28,48912270000
2010-06-29,47325390000
2010-06-30,46399710000
2010-07-01,46151760000
2010-07-02,45887280000
2010-07-06,45193020000
2010-07-07,46300530000
2010-07-08,46531950000
2010-07-09,46713780000
2010-07-12,46796430000
2010-07-13,47341920000
2010-07-14,46746840000
2010-07-15,46846020000
2010-07-16,44812830000
2010-07-19,44746710000
2010-07-20,46168290000
2010-07-21,45407910000
2010-07-22,46647660000
2010-07-23,46697250000
2010-07-26,47920470000
2010-07-27,47242740000
2010-07-28,46416240000
2010-07-29,46366650000
2010-07-30,47127030000
2010-08-02,47669440000
2010-08-03,46572650000
2010-08-04,47014640000
2010-08-05,46998270000
2010-08-06,46949160000
2010-08-09,46981900000
2010-08-10,46228880000
2010-08-11,45361270000
2010-08-12,45197570000
2010-08-13,44706470000
2010-08-16,44821060000
2010-08-17,46343470000
2010-08-18,47243820000
2010-08-19,46196140000
2010-08-20,46114290000
2010-08-23,45557710000
2010-08-24,45475860000
2010-08-25,46376210000
2010-08-26,46458060000
2010-08-27,47047380000
2010-08-30,45819630000
2010-08-31,45541340000
2010-09-01,46932790000
2010-09-02,48144170000
2010-09-03,48864450000
2010-09-07,48013210000
2010-09-08,48209650000
2010-09-09,48144170000
2010-09-10,48586160000
2010-09-13,49093630000
2010-09-14,49060890000
2010-09-15,49011780000
2010-09-16,49028150000
2010-09-17,48929930000
2010-09-20,50174050000
2010-09-21,50599670000
2010-09-22,50550560000
2010-09-23,50485080000
2010-09-24,51794680000
2010-09-27,51729200000
2010-09-28,52072970000
2010-09-29,52072970000
2010-09-30,51860160000
2010-10-01,52089340000
2010-10-04,51843790000
2010-10-05,51958380000
2010-10-06,51958380000
2010-10-07,51958380000
2010-10-08,52203930000
2010-10-11,52040230000
2010-10-12,51418170000
2010-10-13,50747000000
2010-10-14,50435970000
2010-10-15,50255900000
2010-10-18,49977610000
2010-10-19,49781170000
2010-10-20,50305010000
2010-10-21,52072970000
2010-10-22,51532760000
2010-10-25,51401800000
2010-10-26,51221730000
2010-10-27,50583300000
2010-10-28,51058030000
2010-10-29,50583300000
2010-11-01,49780910000
2010-11-02,51077710000
2010-11-03,50996660000
2010-11-04,51774740000
2010-11-05,51742320000
2010-11-08,51045290000
2010-11-09,51012870000
2010-11-10,51353280000
2010-11-11,51385700000
2010-11-12,50964240000
2010-11-15,50883190000
2010-11-16,51401910000
2010-11-17,49975430000
2010-11-18,50040270000
2010-11-19,50607620000
2010-11-22,50396890000
2010-11-23,50105110000
2010-11-24,50510360000
2010-11-26,50251000000
2010-11-29,49748490000
2010-11-30,48970410000
2010-12-01,51239810000
2010-12-02,54076560000
2010-12-03,54271079999
2010-12-06,54044140000
2010-12-07,54384549999
2010-12-08,55162630000
2010-12-09,55632720000
2010-12-10,55762400000
2010-12-13,56021760000
2010-12-14,56281120000
2010-12-15,56394590000
2010-12-16,56929519999
2010-12-17,56897100000
2010-12-20,57059200000
2010-12-21,56864680000
2010-12-22,57026780000
2010-12-23,56880890000
2010-12-27,57124040000
2010-12-28,56880890000
2010-12-29,56556690000
2010-12-30,56508060000
2010-12-31,56832260000
2011-01-03,57237510000
2011-01-04,56200070000
2011-01-05,56021760000
2011-01-06,55794820000
2011-01-07,55729980000
2011-01-10,55746190000
2011-01-11,56508060000
2011-01-12,56459430000
2011-01-13,57172670000
2011-01-14,58177690000
2011-01-18,58388420000
2011-01-19,57756230000
2011-01-20,59150290000
2011-01-21,59182710000
2011-01-24,59409650000
2011-01-25,60236359999
2011-01-26,60657820000
2011-01-27,61565579999
2011-01-28,59490700000
2011-01-31,58795230000
2011-02-01,59147010000
2011-02-02,58459440000
2011-02-03,58683300000
2011-02-04,58843199999
2011-02-07,58523400000
2011-02-08,59418839999
2011-02-09,59434830000
2011-02-10,59658690000
2011-02-11,59930519999
2011-02-14,60090420000
2011-02-15,60266310000
2011-02-16,60538140000
2011-02-17,61049820000
2011-02-18,61529519999
2011-02-22,60905910000
2011-02-23,59642699999
2011-02-24,59386860000
2011-02-25,59290920000
2011-02-28,59914530000
2011-03-01,58779240000
2011-03-02,58619339999
2011-03-03,60042449999
2011-03-04,59514780000
2011-03-07,58955129999
2011-03-08,59226960000
2011-03-09,60234330000
2011-03-10,59274930000
2011-03-11,59386860000
2011-03-14,58651320000
2011-03-15,58027710000
2011-03-16,57052320000
2011-03-17,57180240000
2011-03-18,57564000000
2011-03-21,58251570000
2011-03-22,58027710000
2011-03-23,58555379999
2011-03-24,59738640000
2011-03-25,59834580000
2011-03-28,58603350000
2011-03-29,60282300000
2011-03-30,60074430000
2011-03-31,59258940000
2011-04-01,60058440000
2011-04-04,59914530000
2011-04-05,60122400000
2011-04-06,59962500000
2011-04-07,60490170000
2011-04-08,59898540000
2011-04-11,60122400000
2011-04-12,60378240000
2011-04-13,60234330000
2011-04-14,60506160000
2011-04-15,61033830000
2011-04-18,60378240000
2011-04-19,60394230000
2011-04-20,60666060000
2011-04-21,60442199999
2011-04-25,60058440000
2011-04-26,59498790000
2011-04-27,59674680000
2011-04-28,59914530000
2011-04-29,59402850000
2011-05-02,58564800000
2011-05-03,58564800000
2011-05-04,58313920000
2011-05-05,58031680000
2011-05-06,58000320000
2011-05-09,57953280000
2011-05-10,58439360000
2011-05-11,58376639999
2011-05-12,58470720000
2011-05-13,58031680000
2011-05-16,57984639999
2011-05-17,58643200000
2011-05-18,58737280000
2011-05-19,58627520000
2011-05-20,58094399999
2011-05-23,57733760000
2011-05-24,57310399999
2011-05-25,57435840000
2011-05-26,56745920000
2011-05-27,56448000000
2011-05-31,56887040000
2011-06-01,55507200000
2011-06-02,55021120000
2011-06-03,54299840000
2011-06-06,53766720000
2011-06-07,53829440000
2011-06-08,53468800000
2011-06-09,53829440000
2011-06-10,52480960000
2011-06-13,52543680000
2011-06-14,54488000000
2011-06-15,53123840000
2011-06-16,54096000000
2011-06-17,54143040000
2011-06-20,54519360000
2011-06-21,55554240000
2011-06-22,54770240000
2011-06-23,55899200000
2011-06-24,55005440000
2011-06-27,55193600000
2011-06-28,56542080000
2011-06-29,56416639999
2011-06-30,56792960000
2011-07-01,57592639999
2011-07-05,57373120000
2011-07-06,57341760000
2011-07-07,58094399999
2011-07-08,57420159999
2011-07-11,57012480000
2011-07-12,56620480000
2011-07-13,56651840000
2011-07-14,56385280000
2011-07-15,56306879999
2011-07-18,55961920000
2011-07-19,56620480000
2011-07-20,57090879999
2011-07-21,57576960000
2011-07-22,57263360000
2011-07-25,57467200000
2011-07-26,57059520000
2011-07-27,55867840000
2011-07-28,55115200000
2011-07-29,54770240000
2011-08-01,52745000000
2011-08-02,50542800000
2011-08-03,50743000000
2011-08-04,48818000000
2011-08-05,47339600000
2011-08-08,44552200000
2011-08-09,46431000000
2011-08-10,43905400000
2011-08-11,46277000000
2011-08-12,47093200000
2011-08-15,48448400000
2011-08-16,51004799999
2011-08-17,51451399999
2011-08-18,49526399999
2011-08-19,49095200000
2011-08-22,49711200000
2011-08-23,50989400000
2011-08-24,52929799999
2011-08-25,52113600000
2011-08-26,52360000000
2011-08-29,52344600000
2011-08-30,51697800000
2011-08-31,51405200000
2011-09-01,50712200000
2011-09-02,49557200000
2011-09-06,49356999999
2011-09-07,50619799999
2011-09-08,49988400000
2011-09-09,49079800000
2011-09-12,49819000000
2011-09-13,50296399999
2011-09-14,51651600000
2011-09-15,52791200000
2011-09-16,53299400000
2011-09-19,52899000000
2011-09-20,53607400000
2011-09-21,52113600000
2011-09-22,50896999999
2011-09-23,51928800000
2011-09-26,52360000000
2011-09-27,52175200000
2011-09-28,51744000000
2011-09-29,52036600000
2011-09-30,50619799999
2011-10-03,48648600000
2011-10-04,50003800000
2011-10-05,50558200000
2011-10-06,51405200000
2011-10-07,52236800000
2011-10-10,53376399999
2011-10-11,53453400000
2011-10-12,53468800000
2011-10-13,52991399999
2011-10-14,53976999999
2011-10-17,53361000000
2011-10-18,55363000000
2011-10-19,54516000000
2011-10-20,55024199999
2011-10-21,56764400000
2011-10-24,56518000000
2011-10-25,55501600000
2011-10-26,56286999999
2011-10-27,57318800000
2011-10-28,55624799999
2011-10-31,54845599999
2011-11-01,54447280000
2011-11-02,55136680000
2011-11-03,55841400000
2011-11-04,55749480000
2011-11-07,57204880000
2011-11-08,58124080000
2011-11-09,56929119999
2011-11-10,56990400000
2011-11-11,58307920000
2011-11-14,58599000000
2011-11-15,58323240000
2011-11-16,57970880000
2011-11-17,57633839999
2011-11-18,58032160000
2011-11-21,56775920000
2011-11-22,56837200000
2011-11-23,55948640000
2011-11-25,55872040000
2011-11-28,57143599999
2011-11-29,59686720000
2011-11-30,60085040000
2011-12-01,60268880000
2011-12-02,61188080000
2011-12-05,61632359999
2011-12-06,61770240000
2011-12-07,62398359999
2011-12-08,61142119999
2011-12-09,61632359999
2011-12-12,61356599999
2011-12-13,60529320000
2011-12-14,59962480000
2011-12-15,60391440000
2011-12-16,61923440000
2011-12-19,61586400000
2011-12-20,64267400000
2011-12-21,64344000000
2011-12-22,64221440000
2011-12-23,64481880000
2011-12-27,64681040000
2011-12-28,63623960000
2011-12-29,64359320000
2011-12-30,64405280000
2012-01-03,64558480000
2012-01-04,65477680000
2012-01-05,66013880000
2012-01-06,66182400000
2012-01-09,66228359999
2012-01-10,66687960000
2012-01-11,66580720000
2012-01-12,66473480000
2012-01-13,66657320000
2012-01-17,67009680000
2012-01-18,68756160000
2012-01-19,69568120000
2012-01-20,68189320000
2012-01-23,68756160000
2012-01-24,68878720000
2012-01-25,69338320000
2012-01-26,68863400000
2012-01-27,68740840000
2012-01-30,68139940000
2012-01-31,67561580000
2012-02-01,67683340000
2012-02-02,67668120000
2012-02-03,68748740000
2012-02-06,68794400000
2012-02-07,69190120000
2012-02-08,68748740000
2012-02-09,68900940000
2012-02-10,68992260000
2012-02-13,69905460000
2012-02-14,70103320000
2012-02-15,69570620000
2012-02-16,69905460000
2012-02-17,71092620000
2012-02-21,71412240000
2012-02-22,70879540000
2012-02-23,71457900000
2012-02-24,71503560000
2012-02-27,71427460000
2012-02-28,71884060000
2012-02-29,72401540000
2012-03-01,72234120000
2012-03-02,72158020000
2012-03-05,72127580000
2012-03-06,70605580000
2012-03-07,72127580000
2012-03-08,72782040000
2012-03-09,73208200000
2012-03-12,73953980000
2012-03-13,74791080000
2012-03-14,75293340000
2012-03-15,74882400000
2012-03-16,74654100000
2012-03-19,74319260000
2012-03-20,75156360000
2012-03-21,75780380000
2012-03-22,75612960000
2012-03-23,75399880000
2012-03-26,76297860000
2012-03-27,76160880000
2012-03-28,75963020000
2012-03-29,75963020000
2012-03-30,76571820000
2012-04-02,76084780000
2012-04-03,76100000000
2012-04-04,75871700000
2012-04-05,77043640000
2012-04-09,76982760000
2012-04-10,75125920000
2012-04-11,75719500000
2012-04-12,77058860000
2012-04-13,77561120000
2012-04-16,78672180000
2012-04-17,79189660000
2012-04-18,78854820000
2012-04-19,78474320000
2012-04-20,78322120000
2012-04-23,77774200000
2012-04-24,77972060000
2012-04-25,79007020000
2012-04-26,78946140000
2012-04-27,79067900000
2012-04-30,77736790000
2012-05-01,78532320000
2012-05-02,79117710000
2012-05-03,78757470000
2012-05-04,77991960000
2012-05-07,77136390000
2012-05-08,75980620000
2012-05-09,75215110000
2012-05-10,75980620000
2012-05-11,75560340000
2012-05-14,74869880000
2012-05-15,73053670000
2012-05-16,73203770000
2012-05-17,70577020000
2012-05-18,70622050000
2012-05-21,71462610000
2012-05-22,72438260000
2012-05-23,73158740000
2012-05-24,74614710000
2012-05-25,74209440000
2012-05-29,74719780000
2012-05-30,74614710000
2012-05-31,74059340000
2012-06-01,71987960000
2012-06-04,73188760000
2012-06-05,73428920000
2012-06-06,75950600000
2012-06-07,76911240000
2012-06-08,78577350000
2012-06-11,77076350000
2012-06-12,78412240000
2012-06-13,76505970000
2012-06-14,78292160000
2012-06-15,77856870000
2012-06-18,78532320000
2012-06-19,79507970000
2012-06-20,79297830000
2012-06-21,76941260000
2012-06-22,78082020000
2012-06-25,77331520000
2012-06-26,77871880000
2012-06-27,77376550000
2012-06-28,77586690000
2012-06-29,79537990000
2012-07-02,79568010000
2012-07-03,77526650000
2012-07-05,78217110000
2012-07-06,78277150000
2012-07-09,78232120000
2012-07-10,78382220000
2012-07-11,77556670000
2012-07-12,77376550000
2012-07-13,78187090000
2012-07-16,77226450000
2012-07-17,76130720000
2012-07-18,76415910000
2012-07-19,76490960000
2012-07-20,76100700000
2012-07-23,76490960000
2012-07-24,76806170000
2012-07-25,76656070000
2012-07-26,79417910000
2012-07-27,80618710000
2012-07-30,79182750000
2012-07-31,77591660000
2012-08-01,76848160000
2012-08-02,76416930000
2012-08-03,77755230000
2012-08-06,77324000000
2012-08-07,77918800000
2012-08-08,78498730000
2012-08-09,79034050000
2012-08-10,78900220000
2012-08-13,78543340000
2012-08-14,81353770000
2012-08-15,81785000000
2012-08-16,83732970000
2012-08-17,84357510000
2012-08-20,84119590000
2012-08-21,83747840000
2012-08-22,84223680000
2012-08-23,84089850000
2012-08-24,84699520000
2012-08-27,84268290000
2012-08-28,84060110000
2012-08-29,84521080000
2012-08-30,84193940000
2012-08-31,84387250000
2012-09-04,84446730000
2012-09-05,84074980000
2012-09-06,85725550000
2012-09-07,85145620000
2012-09-10,85205100000
2012-09-11,84342640000
2012-09-12,84833350000
2012-09-13,86692100000
2012-09-14,88417020000
2012-09-17,87599170000
2012-09-18,87524820000
2012-09-19,88431890000
2012-09-20,88149360000
2012-09-21,88357540000
2012-09-24,88312930000
2012-09-25,88803640000
2012-09-26,87985790000
2012-09-27,89041560000
2012-09-28,89770190000
2012-10-01,90067590000
2012-10-02,89710710000
2012-10-03,91851990000
2012-10-04,91807380000
2012-10-05,93978400000
2012-10-08,92015560000
2012-10-09,90632650000
2012-10-10,88833380000
2012-10-11,87747870000
2012-10-12,88565720000
2012-10-15,90186550000
2012-10-16,90498820000
2012-10-17,91286930000
2012-10-18,91896600000
2012-10-19,92030430000
2012-10-22,92253480000
2012-10-23,91822250000
2012-10-24,91123360000
2012-10-25,89933760000
2012-10-26,89279480000
2012-10-31,90781020000
2012-11-01,92082540000
2012-11-02,91727580000
2012-11-05,92260020000
2012-11-06,92614980000
2012-11-07,91683210000
2012-11-08,90011940000
2012-11-09,90159840000
2012-11-12,90455640000
2012-11-13,93739020000
2012-11-14,90914130000
2012-11-15,90588750000
2012-11-16,91875480000
2012-11-19,93665070000
2012-11-20,94389780000
2012-11-21,94789110000
2012-11-23,95868779999
2012-11-26,95646930000
2012-11-27,94892640000
2012-11-28,95883570000
2012-11-29,95010960000
2012-11-30,96238529999
2012-12-03,96105420000
2012-12-04,95010960000
2012-12-05,94685580000
2012-12-06,95158860000
2012-12-07,95321550000
2012-12-10,93236160000
2012-12-11,93014310000
2012-12-12,93073470000
2012-12-13,92304390000
2012-12-14,91786740000
2012-12-17,93635490000
2012-12-18,93177000000
2012-12-19,91357830000
2012-12-20,91653630000
2012-12-21,90692280000
2012-12-24,91062030000
2012-12-26,90426060000
2012-12-27,90322530000
2012-12-28,89701350000
2012-12-31,91476150000
2013-01-02,93886920000
2013-01-03,93620700000
2013-01-04,93443220000
2013-01-07,92940360000
2013-01-08,93502380000
2013-01-09,93428430000
2013-01-10,94093980000
2013-01-11,94212300000
2013-01-14,93886920000
2013-01-15,94582050000
2013-01-16,94448940000
2013-01-17,96208950000
2013-01-18,96830130000
2013-01-22,97244250000
2013-01-23,98294339999
2013-01-24,99610649999
2013-01-25,100305779999
2013-01-28,99950820000
2013-01-29,99388800000
2013-01-30,99447960000
2013-01-31,98974680000
2013-02-01,99536700000
2013-02-04,97416480000
2013-02-05,97460520000
2013-02-06,97871560000
2013-02-07,97343080000
2013-02-08,98370680000
2013-02-11,97445840000
2013-02-12,98825759999
2013-02-13,99016600000
2013-02-14,98855120000
2013-02-15,99119360000
2013-02-19,99163400000
2013-02-20,97533920000
2013-02-21,94509840000
2013-02-22,96271440000
2013-02-25,93834560000
2013-02-26,99178080000
2013-02-27,99912080000
2013-02-28,100558000000
2013-03-01,101336040000
2013-03-04,103185720000
2013-03-05,103449960000
2013-03-06,103464640000
2013-03-07,103127000000
2013-03-08,104771160000
2013-03-11,104697759999
2013-03-12,103861000000
2013-03-13,103875680000
2013-03-14,103112320000
2013-03-15,101365400000
2013-03-18,101805799999
2013-03-19,100983720000
2013-03-20,101115840000
2013-03-21,101218600000
2013-03-22,102114080000
2013-03-25,101981960000
2013-03-26,102833400000
2013-03-27,102246200000
2013-03-28,102437040000
2013-04-01,102275560000
2013-04-02,104257360000
2013-04-03,103288480000
2013-04-04,103772920000
2013-04-05,102848080000
2013-04-08,104550960000
2013-04-09,104521600000
2013-04-10,105240920000
2013-04-11,105549200000
2013-04-12,108074160000
2013-04-15,106033640000
2013-04-16,106371279999
2013-04-17,106870400000
2013-04-18,106400640000
2013-04-19,108632000000
2013-04-22,108426480000
2013-04-23,107721840000
2013-04-24,107575040000
2013-04-25,107707160000
2013-04-26,107677799999
2013-04-29,108147560000
2013-04-30,107677799999
2013-05-01,106811680000
2013-05-02,107648440000
2013-05-03,108573279999
2013-05-06,107922840000
2013-05-07,107650379999
2013-05-08,108152280000
2013-05-09,108797580000
2013-05-10,108998340000
2013-05-13,109944780000
2013-05-14,110876879999
2013-05-15,111679920000
2013-05-16,110059500000
2013-05-17,110217240000
2013-05-20,110073840000
2013-05-21,112870139999
2013-05-22,114275460000
2013-05-23,113156940000
2013-05-24,113271660000
2013-05-28,114461879999
2013-05-29,113988660000
2013-05-30,113916960000
2013-05-31,112798440000
2013-06-03,113400720000
2013-06-04,109887420000
2013-06-05,107693399999
2013-06-06,110790840000
2013-06-07,112913160000
2013-06-10,111464820000
2013-06-11,111292740000
2013-06-12,109557600000
2013-06-13,109744020000
2013-06-14,109830060000
2013-06-17,109184760000
2013-06-18,110690460000
2013-06-19,108883620000
2013-06-20,105929580000
2013-06-21,105857879999
2013-06-24,105413340000
2013-06-25,106316760000
2013-06-26,108510780000
2013-06-27,109371180000
2013-06-28,111091980000
2013-07-01,110231580000
2013-07-02,110862540000
2013-07-03,111464820000
2013-07-05,112267860000
2013-07-08,113601480000
2013-07-09,114289800000
2013-07-10,113859600000
2013-07-11,114519240000
2013-07-12,115494360000
2013-07-15,115293600000
2013-07-16,115035480000
2013-07-17,115350960000
2013-07-18,114748680000
2013-07-19,114562260000
2013-07-22,114720000000
2013-07-23,114992460000
2013-07-24,115107180000
2013-07-25,113271660000
2013-07-26,112913160000
2013-07-29,112812780000
2013-07-30,112712399999
2013-07-31,113329020000
2013-08-01,112769760000
2013-08-02,115049820000
2013-08-05,112161280000
2013-08-06,112710400000
2013-08-07,110992640000
2013-08-08,112696320000
2013-08-09,111189760000
2013-08-12,111513600000
2013-08-13,111851520000
2013-08-14,109035520000
2013-08-15,105797120000
2013-08-16,106135040000
2013-08-19,105895679999
2013-08-20,104600320000
2013-08-21,103811840000
2013-08-22,104192000000
2013-08-23,104037120000
2013-08-26,106205440000
2013-08-27,104360960000
2013-08-28,105642240000
2013-08-29,105670400000
2013-08-30,104881920000
2013-09-03,104051200000
2013-09-04,104389120000
2013-09-05,102769920000
2013-09-06,102361600000
2013-09-09,103600640000
2013-09-10,105036799999
2013-09-11,105656320000
2013-09-12,106163200000
2013-09-13,105754880000
2013-09-16,106360320000
2013-09-17,106726400000
2013-09-18,108936960000
2013-09-19,110542080000
2013-09-20,108416000000
2013-09-23,106881280000
2013-09-24,107064320000
2013-09-25,106332160000
2013-09-26,107106559999
2013-09-27,106951679999
2013-09-30,106796799999
2013-10-01,107374080000
2013-10-02,107458559999
2013-10-03,106839040000
2013-10-04,106698240000
2013-10-07,105783040000
2013-10-08,104572160000
2013-10-09,104389120000
2013-10-10,106318080000
2013-10-11,107458559999
2013-10-14,107500799999
2013-10-15,105853440000
2013-10-16,105515520000
2013-10-17,106641920000
2013-10-18,105163520000
2013-10-21,105064960000
2013-10-22,105402880000
2013-10-23,105712640000
2013-10-24,108106240000
2013-10-25,107360000000
2013-10-28,107092480000
2013-10-29,109120000000
2013-10-30,109655040000
2013-10-31,109669120000
2013-11-01,108401920000
2013-11-04,106414000000
2013-11-05,105930300000
2013-11-06,105612440000
2013-11-07,104603580000
2013-11-08,104313360000
2013-11-11,104161340000
2013-11-12,105280760000
2013-11-13,107243199999
2013-11-14,109095080000
2013-11-15,110601460000
2013-11-18,110103940000
2013-11-19,111085160000
2013-11-20,110214500000
2013-11-21,110325060000
2013-11-22,109426760000
2013-11-25,110214500000
2013-11-26,111043699999
