,J
2009-05-05,5111156210
2009-05-06,5239027330
2009-05-07,5113615270
2009-05-08,5209518610
2009-05-11,4893529400
2009-05-12,4711558960
2009-05-13,4790248880
2009-05-14,4897217990
2009-05-15,4743526740
2009-05-18,4909513290
2009-05-19,4882463630
2009-05-20,4856643500
2009-05-21,4789019350
2009-05-22,4716477080
2009-05-26,4966071670
2009-05-27,5000498510
2009-05-28,5063204540
2009-05-29,5274683700
2009-06-01,5586984320
2009-06-02,5518130640
2009-06-03,5309110540
2009-06-04,5429604480
2009-06-05,5363209860
2009-06-08,5252552160
2009-06-09,5530425940
2009-06-10,5540262180
2009-06-11,5448047430
2009-06-12,5450506490
2009-06-15,5268536050
2009-06-16,5213207200
2009-06-17,5235338740
2009-06-18,5183698480
2009-06-19,5197223310
2009-06-22,4852954910
2009-06-23,5036154880
2009-06-24,5065663600
2009-06-25,5235338740
2009-06-26,5086565610
2009-06-29,5230420620
2009-06-30,5190075810
2009-07-01,5154316200
2009-07-02,4937292360
2009-07-06,4741231050
2009-07-07,4662313290
2009-07-08,4556267550
2009-07-09,4688208180
2009-07-10,4596959520
2009-07-13,4688208180
2009-07-14,4749862680
2009-07-15,4891668030
2009-07-16,4950856350
2009-07-17,4931126910
2009-07-20,5050736640
2009-07-21,5003879220
2009-07-22,4977984330
2009-07-23,5180211090
2009-07-24,5213504520
2009-07-27,5350377510
2009-07-28,4964420340
2009-07-29,4879337130
2009-07-30,4940991630
2009-07-31,5053202820
2009-08-03,5169113280
2009-08-04,5235700140
2009-08-05,5271459750
2009-08-06,5223369240
2009-08-07,5393535660
2009-08-10,5378738580
2009-08-11,5278858290
2009-08-12,5388603300
2009-08-13,5505746850
2009-08-14,5398468020
2009-08-17,5250497220
2009-08-18,5452723980
2009-08-19,5543972640
2009-08-20,5630288940
2009-08-21,5769628110
2009-08-24,5756064120
2009-08-25,5721537600
2009-08-26,5561235900
2009-08-27,5524243200
2009-08-28,5505746850
2009-08-31,5423129820
2009-09-01,5347911330
2009-09-02,5330648070
2009-09-03,5447791620
2009-09-04,5530408650
2009-09-08,5657416920
2009-09-09,5724003780
2009-09-10,5793056820
2009-09-11,5751131760
2009-09-14,5763462660
2009-09-15,5783192100
2009-09-16,6022411560
2009-09-17,6028577010
2009-09-18,5984185770
2009-09-21,5816485530
2009-09-22,5867042220
2009-09-23,5741267040
2009-09-24,5632755120
2009-09-25,5568634440
2009-09-28,5706740520
2009-09-29,5735101590
2009-09-30,5666048550
2009-10-01,5460122520
2009-10-02,5378793220
2009-10-05,5461619960
2009-10-06,5534556940
2009-10-07,5460383740
2009-10-08,5440604220
2009-10-09,5450493980
2009-10-12,5449257760
2009-10-13,5494997900
2009-10-14,5572879760
2009-10-15,5671777360
2009-10-16,5707627740
2009-10-19,5692793100
2009-10-20,5616147460
2009-10-21,5660651380
2009-10-22,5828777300
2009-10-23,5800344240
2009-10-26,5685375780
2009-10-27,5673013580
2009-10-28,5328108200
2009-10-29,5461619960
2009-10-30,5227974380
2009-11-02,5266297200
2009-11-03,5308328680
2009-11-04,5345415280
2009-11-05,5472745940
2009-11-06,5415879820
2009-11-09,5598840380
2009-11-10,5439368000
2009-11-11,5509832540
2009-11-12,5409698720
2009-11-13,5433186900
2009-11-16,5623564780
2009-11-17,4806423360
2009-11-18,4702580880
2009-11-19,4519620320
2009-11-20,4523328980
2009-11-23,4502313240
2009-11-24,4447919560
2009-11-25,4525801420
2009-11-27,4398470760
2009-11-30,4325533780
2009-12-01,4336659760
2009-12-02,4355203060
2009-12-03,4290919620
2009-12-04,4319352680
2009-12-07,4314407800
2009-12-08,4205620440
2009-12-09,4276084980
2009-12-10,4284738519
2009-12-11,4273612540
2009-12-14,4402179420
2009-12-15,4540636060
2009-12-16,4598738400
2009-12-17,4585139980
2009-12-18,4665494280
2009-12-21,4665494280
2009-12-22,4714943080
2009-12-23,4756974560
2009-12-24,4781698960
2009-12-28,4758210780
2009-12-29,4758210780
2009-12-30,4687746240
2009-12-31,4649423420
2010-01-04,4764377950
2010-01-05,4827572560
2010-01-06,4987417750
2010-01-07,5184436240
2010-01-08,5172045140
2010-01-11,5118763410
2010-01-12,5103894090
2010-01-13,5071677230
2010-01-14,5091502990
2010-01-15,4989895970
2010-01-19,5029547490
2010-01-20,4973787540
2010-01-21,4944048900
2010-01-22,4914310260
2010-01-25,4950244450
2010-01-26,4825094340
2010-01-27,4884571620
2010-01-28,4718530880
2010-01-29,4682596690
2010-02-01,4747030410
2010-02-02,4628075850
2010-02-03,4655336270
2010-02-04,4483099980
2010-02-05,4452122230
2010-02-08,4489295530
2010-02-09,4547533700
2010-02-10,4496730190
2010-02-11,4559924800
2010-02-12,4522751500
2010-02-16,4742073970
2010-02-17,4800312140
2010-02-18,4877136960
2010-02-19,4872180520
2010-02-22,4872180520
2010-02-23,4816420570
2010-02-24,4890767170
2010-02-25,4882093400
2010-02-26,4807746800
2010-03-01,4885810730
2010-03-02,4940331570
2010-03-03,4994852410
2010-03-04,4979983090
2010-03-05,5134871840
2010-03-08,5205501110
2010-03-09,5309586350
2010-03-10,5315781900
2010-03-11,5359150750
2010-03-12,5396324050
2010-03-15,5381454730
2010-03-16,5448366670
2010-03-17,5505365730
2010-03-18,5433497350
2010-03-19,5340564100
2010-03-22,5377737400
2010-03-23,5481822640
2010-03-24,5696188670
2010-03-25,5626798510
2010-03-26,5559886570
2010-03-29,5656537150
2010-03-30,5626798510
2010-03-31,5599538090
2010-04-01,5671406470
2010-04-05,5740223760
2010-04-06,5645734480
2010-04-07,5516433360
2010-04-08,5505243840
2010-04-09,5919256080
2010-04-12,5811090720
2010-04-13,5886930800
2010-04-14,5950338080
2010-04-15,5956554480
2010-04-16,5830983200
2010-04-19,5814820560
2010-04-20,5914282960
2010-04-21,5983906640
2010-04-22,6073422800
2010-04-23,6118180880
2010-04-26,6051043760
2010-04-27,5900606880
2010-04-28,6014988640
2010-04-29,6212670160
2010-04-30,5995096160
2010-05-03,6108234640
2010-05-04,5778765440
2010-05-05,5683032880
2010-05-06,5504000560
2010-05-07,5265290800
2010-05-10,5614652480
2010-05-11,5562434720
2010-05-12,5818550400
2010-05-13,5804874320
2010-05-14,5732764080
2010-05-17,5705411920
2010-05-18,5600976400
2010-05-19,5354806960
2010-05-20,5071339120
2010-05-21,5229235680
2010-05-24,5072582400
2010-05-25,5052689920
2010-05-26,5031554160
2010-05-27,5275237040
2010-05-28,5191937280
2010-06-01,5001715440
2010-06-02,5293886240
2010-06-03,5433133600
2010-06-04,4990525920
2010-06-07,4791601120
2010-06-08,4896036640
2010-06-09,4925875360
2010-06-10,5116097200
2010-06-11,5075068960
2010-06-14,5070095840
2010-06-15,5195667120
2010-06-16,5196910400
2010-06-17,5163341840
2010-06-18,5174531360
2010-06-21,5179504480
2010-06-22,5051446640
2010-06-23,5024094480
2010-06-24,4893550080
2010-06-25,4910956000
2010-06-28,4832629360
2010-06-29,4588946480
2010-06-30,4530512320
2010-07-01,4457158800
2010-07-02,4416562080
2010-07-06,4496341920
2010-07-07,4650915360
2010-07-08,4658394720
2010-07-09,4733188320
2010-07-12,4657148160
2010-07-13,4819200960
2010-07-14,4796762880
2010-07-15,4703270880
2010-07-16,4511300640
2010-07-19,4551190560
2010-07-20,4688312160
2010-07-21,4606039200
2010-07-22,4810475040
2010-07-23,4898980800
2010-07-26,4982500320
2010-07-27,4623491040
2010-07-28,4503821280
2010-07-29,4485122880
2010-07-30,4558669920
2010-08-02,4695791520
2010-08-03,4640942880
2010-08-04,4616011680
2010-08-05,4553683680
2010-08-06,4576121760
2010-08-09,4591080480
2010-08-10,4543711200
2010-08-11,4381658400
2010-08-12,4375425600
2010-08-13,4382904960
2010-08-16,4371685920
2010-08-17,4445232960
2010-08-18,4493848800
2010-08-19,4460191680
2010-08-20,4412822400
2010-08-23,4375425600
2010-08-24,4374179040
2010-08-25,4370439360
2010-08-26,4345508160
2010-08-27,4430274240
2010-08-30,4340521920
2010-08-31,4323070080
2010-09-01,4487616000
2010-09-02,4588587360
2010-09-03,4627230720
2010-09-07,4652161920
2010-09-08,4618504800
2010-09-09,4607285760
2010-09-10,4592327040
2010-09-13,4618504800
2010-09-14,4541218080
2010-09-15,4521273120
2010-09-16,4491355680
2010-09-17,4501328160
2010-09-20,4599806400
2010-09-21,4613518560
2010-09-22,4619751360
2010-09-23,4561163040
2010-09-24,4663380960
2010-09-27,4702024320
2010-09-28,4705764000
2010-09-29,4816707840
2010-09-30,4824187200
2010-10-01,4875781880
2010-10-04,4793289800
2010-10-05,4990770840
2010-10-06,5040766040
2010-10-07,4958273960
2010-10-08,5028267240
2010-10-11,4980771800
2010-10-12,4983271560
2010-10-13,5064513760
2010-10-14,4989520960
2010-10-15,4922027440
2010-10-18,4959523840
2010-10-19,4828286440
2010-10-20,4903279240
2010-10-21,4918277800
2010-10-22,4900779480
2010-10-25,4882031280
2010-10-26,4898279720
2010-10-27,4758293160
2010-10-28,4842035120
2010-10-29,4825786680
2010-11-01,4863283080
2010-11-02,4953274440
2010-11-03,4943275400
2010-11-04,5138256680
2010-11-05,5309490240
2010-11-08,5344486880
2010-11-09,5325738680
2010-11-10,5341987120
2010-11-11,5315739640
2010-11-12,5214499360
2010-11-15,5258245160
2010-11-16,4993270600
2010-11-17,5030767000
2010-11-18,5108259560
2010-11-19,5040766040
2010-11-22,4952024560
2010-11-23,4875781880
2010-11-24,4953274440
2010-11-26,4863283080
2010-11-29,4859533440
2010-11-30,4812038000
2010-12-01,4917027920
2010-12-02,5079512320
2010-12-03,5159504640
2010-12-06,5208249960
2010-12-07,5209499840
2010-12-08,5233247560
2010-12-09,5278243240
2010-12-10,5356985680
2010-12-13,5366984720
2010-12-14,5353236040
2010-12-15,5256995280
2010-12-16,5309490240
2010-12-17,5439477760
2010-12-20,5468225000
2010-12-21,5518220200
2010-12-22,5789444160
2010-12-23,5726950160
2010-12-27,5721950640
2010-12-28,5733199560
2010-12-29,5763196680
2010-12-30,5746948240
2010-12-31,5749681700
2011-01-03,5891385960
2011-01-04,5773508080
2011-01-05,5704536980
2011-01-06,5727109340
2011-01-07,5676948540
2011-01-10,5753443760
2011-01-11,5906434200
2011-01-12,6104569360
2011-01-13,6113347500
2011-01-14,6398010040
2011-01-18,6415566320
2011-01-19,6281386180
2011-01-20,6184826640
2011-01-21,6234987440
2011-01-24,6310228640
2011-01-25,6206144980
2011-01-26,6647560020
2011-01-27,6533444200
2011-01-28,6263829900
2011-01-31,6441900740
2011-02-01,6587367060
2011-02-02,6537206260
2011-02-03,6502093700
2011-02-04,6533444200
2011-02-07,6638781880
2011-02-08,6621225600
2011-02-09,6455694960
2011-02-10,6502093700
2011-02-11,6538460280
2011-02-14,6503347720
2011-02-15,6362897480
2011-02-16,6484537420
2011-02-17,6522158020
2011-02-18,6464473100
2011-02-22,6155984180
2011-02-23,6078234940
2011-02-24,6123379660
2011-02-25,6228717340
2011-02-28,6277624120
2011-03-01,6211161060
2011-03-02,6251289700
2011-03-03,6371675620
2011-03-04,6219939200
2011-03-07,6036852280
2011-03-08,6099553280
2011-03-09,6089521120
2011-03-10,5907688220
2011-03-11,6154730160
2011-03-14,6119617600
2011-03-15,6092029160
2011-03-16,5955340980
2011-03-17,6023058060
2011-03-18,6102061320
2011-03-21,6194858800
2011-03-22,6034344240
2011-03-23,6025566100
2011-03-24,6089521120
2011-03-25,6110839460
2011-03-28,6049392480
2011-03-29,6187334680
2011-03-30,6405534160
2011-03-31,6449424860
2011-04-01,6489040620
2011-04-04,6523034430
2011-04-05,6539401820
2011-04-06,6543178910
2011-04-07,6489040620
2011-04-08,6369432770
2011-04-11,6254861040
2011-04-12,6083632960
2011-04-13,6039566910
2011-04-14,6059711390
2011-04-15,6243529770
2011-04-18,6092446170
2011-04-19,6200722750
2011-04-20,6327884780
2011-04-21,6465119050
2011-04-25,6463860020
2011-04-26,6235975590
2011-04-27,6213313050
2011-04-28,6149102520
2011-04-29,6246047830
2011-05-02,6127699010
2011-05-03,6072301690
2011-05-04,5942621600
2011-05-05,5893519430
2011-05-06,5922477120
2011-05-09,6016904370
2011-05-10,6120144830
2011-05-11,6029494670
2011-05-12,5962766080
2011-05-13,5865820770
2011-05-16,5823013750
2011-05-17,5753767100
2011-05-18,5838122110
2011-05-19,5933808390
2011-05-20,5823013750
2011-05-23,5606460590
2011-05-24,5557358420
2011-05-25,5616532830
2011-05-26,5654303730
2011-05-27,5713478140
2011-05-31,5799092180
2011-06-01,5544768120
2011-06-02,5552322300
2011-06-03,5471744380
2011-06-06,5369762950
2011-06-07,5343323320
2011-06-08,5294221150
2011-06-09,5311847570
2011-06-10,5226233530
2011-06-13,5207348080
2011-06-14,5364726830
2011-06-15,5184685540
2011-06-16,5179649420
2011-06-17,5155727850
2011-06-20,5196016810
2011-06-21,5279112790
2011-06-22,5257709280
2011-06-23,5277853760
2011-06-24,5146914640
2011-06-27,5160763970
2011-06-28,5289185030
2011-06-29,5331992050
2011-06-30,5445304750
2011-07-01,5482171050
2011-07-05,5444232150
2011-07-06,5453084560
2011-07-07,5522639210
2011-07-08,5498611240
2011-07-11,5265919320
2011-07-12,5235568200
2011-07-13,5258331540
2011-07-14,5215334120
2011-07-15,5255802280
2011-07-18,5176130590
2011-07-19,5243155980
2011-07-20,5265919320
2011-07-21,5431585850
2011-07-22,5413881030
2011-07-25,5437909000
2011-07-26,5214069490
2011-07-27,5038285920
2011-07-28,4952291080
2011-07-29,4949761820
2011-08-01,4914352180
2011-08-02,4770184360
2011-08-03,4815711040
2011-08-04,4553932630
2011-08-05,4507141320
2011-08-08,4189719190
2011-08-09,4362973500
2011-08-10,4213747160
2011-08-11,4456556120
2011-08-12,4455291490
2011-08-15,4558991150
2011-08-16,4443909820
2011-08-17,4419881850
2011-08-18,4117635280
2011-08-19,4031640440
2011-08-22,4079696379
2011-08-23,4269390879
2011-08-24,4422411110
2011-08-25,4314917560
2011-08-26,4457820750
2011-08-29,4586813010
2011-08-30,4695571190
2011-08-31,4709482120
2011-09-01,4622222650
2011-09-02,4429998890
2011-09-06,4443909820
2011-09-07,4693041930
2011-09-08,4591871530
2011-09-09,4455291490
2011-09-12,4407235550
2011-09-13,4510935210
2011-09-14,4555197260
2011-09-15,4650044510
2011-09-16,4620958020
2011-09-19,4500818170
2011-09-20,4424940370
2011-09-21,4287095700
2011-09-22,4111312129
2011-09-23,4269390879
2011-09-26,4360444240
2011-09-27,4405970920
2011-09-28,4275714030
2011-09-29,4376884430
2011-09-30,4098279090
2011-10-03,4004357550
2011-10-04,4246776660
2011-10-05,4321660050
2011-10-06,4439696580
2011-10-07,4336890570
2011-10-10,4534887330
2011-10-11,4641500970
2011-10-12,4754460660
2011-10-13,4730345670
2011-10-14,4798883010
2011-10-17,4617385980
2011-10-18,4722730410
2011-10-19,4623732030
2011-10-20,4623732030
2011-10-21,4817921160
2011-10-24,4932150060
2011-10-25,4824267210
2011-10-26,4921996380
2011-10-27,5191068900
2011-10-28,5126339190
2011-10-31,4924534800
2011-11-01,4831882470
2011-11-02,4987995300
2011-11-03,5170761540
2011-11-04,4980380040
2011-11-07,4956265050
2011-11-08,5069224740
2011-11-09,4793806170
2011-11-10,4809036690
2011-11-11,4944842160
2011-11-14,4840766940
2011-11-15,5225337570
2011-11-16,5232952830
2011-11-17,5180915220
2011-11-18,5164415490
2011-11-21,5034956070
2011-11-22,5026071600
2011-11-23,4885189290
2011-11-25,4887727710
2011-11-28,5056532640
2011-11-29,5055263430
2011-11-30,5272298340
2011-12-01,5238029670
2011-12-02,5337028050
2011-12-05,5413180650
2011-12-06,5408103810
2011-12-07,5427141960
2011-12-08,5305297800
2011-12-09,5397950130
2011-12-12,5293874910
2011-12-13,5164415490
2011-12-14,5045109750
2011-12-15,5052725010
2011-12-16,5052725010
2011-12-19,4890266130
2011-12-20,5109839460
2011-12-21,5090801310
2011-12-22,5164415490
2011-12-23,5189799690
2011-12-27,5215183890
2011-12-28,5094608940
2011-12-29,5185992060
2011-12-30,5170378960
2012-01-03,5286323880
2012-01-04,5290146240
2012-01-05,5259567360
2012-01-06,5245552040
2012-01-09,5179297800
2012-01-10,5310532160
2012-01-11,5263389720
2012-01-12,5538599640
2012-01-13,5478716000
2012-01-17,5561533800
2012-01-18,5636706880
2012-01-19,5753925920
2012-01-20,5770489480
2012-01-23,5771763600
2012-01-24,5801068360
2012-01-25,5900449720
2012-01-26,5769215360
2012-01-27,5757748280
2012-01-30,5709331720
2012-01-31,5702961120
2012-02-01,5892805000
2012-02-02,5876241440
2012-02-03,6015120520
2012-02-06,5928480360
2012-02-07,5878789680
2012-02-08,5839291960
2012-02-09,5910642680
2012-02-10,5841840200
2012-02-13,5897901480
2012-02-14,5859677880
2012-02-15,5686397560
2012-02-16,5794697760
2012-02-17,5803616600
2012-02-21,5812535440
2012-02-22,5702961120
2012-02-23,6066085320
2012-02-24,6012572280
2012-02-27,5994734600
2012-02-28,5985815760
2012-02-29,5888982640
2012-03-01,6024039360
2012-03-02,6011298160
2012-03-05,5964155720
2012-03-06,5711879960
2012-03-07,5709331720
2012-03-08,5752651800
2012-03-09,5784504800
2012-03-12,5739910600
2012-03-13,5911916800
2012-03-14,5832921360
2012-03-15,5971800440
2012-03-16,5974348680
2012-03-19,5971800440
2012-03-20,5838017840
2012-03-21,5852033160
2012-03-22,5710605840
2012-03-23,5720798800
2012-03-26,5906820320
2012-03-27,5919561520
2012-03-28,5789601280
2012-03-29,5714428200
2012-03-30,5675899140
2012-04-02,5724509500
2012-04-03,5721951060
2012-04-04,5619613460
2012-04-05,5599145940
2012-04-09,5503204440
2012-04-10,5362490240
2012-04-11,5458431740
2012-04-12,5585074520
2012-04-13,5487853800
2012-04-16,5536464160
2012-04-17,5660548500
2012-04-18,5610658920
2012-04-19,5523671960
2012-04-20,5523671960
2012-04-23,5460990180
2012-04-24,5485295360
2012-04-25,5572282320
2012-04-26,5606821260
2012-04-27,5705321200
2012-04-30,5606821260
2012-05-01,5354814920
2012-05-02,5347139600
2012-05-03,5233289020
2012-05-04,5059315100
2012-05-07,5026055380
2012-05-08,5006867080
2012-05-09,5026055380
2012-05-10,4986399560
2012-05-11,4971048920
2012-05-14,4893016500
2012-05-15,4808587980
2012-05-16,4749743860
2012-05-17,4662756900
2012-05-18,4623101080
2012-05-21,4727997120
2012-05-22,4671711440
2012-05-23,4731834780
2012-05-24,4736951660
2012-05-25,4727997120
2012-05-29,4789399680
2012-05-30,4616704980
2012-05-31,4543789440
2012-06-01,4470873900
2012-06-04,4400516800
2012-06-05,4551464760
2012-06-06,4662756900
2012-06-07,4632055620
2012-06-08,4661477680
2012-06-11,4551464760
2012-06-12,4587282920
2012-06-13,4522042700
2012-06-14,4551464760
2012-06-15,4597516680
2012-06-18,4593679020
2012-06-19,4696016620
2012-06-20,4625659520
2012-06-21,4492620640
2012-06-22,4528438800
2012-06-25,4413309000
2012-06-26,4464477800
2012-06-27,4593679020
2012-06-28,4672990660
2012-06-29,4858876680
2012-07-02,4831925700
2012-07-03,4933312720
2012-07-05,4874277240
2012-07-06,4813958380
2012-07-09,4829358940
2012-07-10,4756206280
2012-07-11,4713854740
2012-07-12,4679203480
2012-07-13,4779307120
2012-07-16,4758773040
2012-07-17,4804974720
2012-07-18,4928179200
2012-07-19,4974380880
2012-07-20,4862726820
2012-07-23,4784440640
2012-07-24,4671503200
2012-07-25,4698454180
2012-07-26,4831925700
2012-07-27,5062934100
2012-07-30,5030849600
2012-07-31,4949996660
2012-08-01,4921762300
2012-08-02,4919195540
2012-08-03,5003898620
2012-08-06,5048816920
2012-08-07,5046250160
2012-08-08,5082184800
2012-08-09,5089885080
2012-08-10,5048816920
2012-08-13,5028282840
2012-08-14,5068067620
2012-08-15,5151487320
2012-08-16,5246457440
2012-08-17,5261858000
2012-08-20,5255441100
2012-08-21,5299076020
2012-08-22,5224639980
2012-08-23,5201539140
2012-08-24,5184855200
2012-08-27,5146353800
2012-08-28,5118119440
2012-08-29,5100152120
2012-08-30,5029566220
2012-08-31,5074484520
2012-09-04,5066784240
2012-09-05,5062934100
2012-09-06,5210522800
2012-09-07,5159187600
2012-09-10,5232340260
2012-09-11,5347844460
2012-09-12,5343994320
2012-09-13,5468482180
2012-09-14,5559602160
2012-09-17,5539068080
2012-09-18,5539068080
2012-09-19,5518534000
2012-09-20,5477465840
2012-09-21,5490299640
2012-09-24,5491583020
2012-09-25,5268274900
2012-09-26,5224639980
2012-09-27,5243890680
2012-09-28,5201076920
2012-10-01,5222946400
2012-10-02,5278263320
2012-10-03,5242243000
2012-10-04,5276976880
2012-10-05,5301419240
2012-10-08,5253820960
2012-10-09,5139327800
2012-10-10,5117458320
2012-10-11,5136754920
2012-10-12,5140614240
2012-10-15,5147046440
2012-10-16,5233237920
2012-10-17,5265398920
2012-10-18,5262826040
2012-10-19,5096875280
2012-10-22,5085297320
2012-10-23,5002965160
2012-10-24,4978522800
2012-10-25,5001678720
2012-10-26,4943788920
2012-10-31,4964371960
2012-11-01,5078865120
2012-11-02,4987527880
2012-11-05,5109739680
2012-11-06,5270544680
2012-11-07,5105880360
2012-11-08,5013256680
2012-11-09,5017116000
2012-11-12,5054422760
2012-11-13,5017116000
2012-11-14,4990100760
2012-11-15,5019688880
2012-11-16,5010683800
2012-11-19,5107166800
2012-11-20,5073719360
2012-11-21,5121317640
2012-11-23,5194644720
2012-11-26,5279549760
2012-11-27,5246102320
2012-11-28,5225519280
2012-11-29,5275690440
2012-11-30,5266685360
2012-12-03,5225519280
2012-12-04,5287268400
2012-12-05,5314283640
2012-12-06,5346444640
2012-12-07,5417198840
2012-12-10,5423631040
2012-12-11,5457078480
2012-12-12,5422344600
2012-12-13,5367027680
2012-12-14,5318142960
2012-12-17,5408193760
2012-12-18,5520114040
2012-12-19,5476375080
2012-12-20,5601159760
2012-12-21,5520114040
2012-12-24,5508536080
2012-12-26,5481520840
2012-12-27,5448073400
2012-12-28,5387176080
2012-12-31,5495616720
2013-01-02,5647950000
2013-01-03,5620839840
2013-01-04,5669896320
2013-01-07,5685387840
2013-01-08,5704752240
2013-01-09,5735735280
2013-01-10,5833848240
2013-01-11,5802865200
2013-01-14,5798992320
2013-01-15,5880322800
2013-01-16,5858376480
2013-01-17,5944870800
2013-01-18,5944870800
2013-01-22,6042983760
2013-01-23,5982308640
2013-01-24,6071384880
2013-01-25,6255992160
2013-01-28,6290848080
2013-01-29,6314085360
2013-01-30,6201771840
2013-01-31,6210808560
2013-02-01,6239209680
2013-02-04,6184989360
2013-02-05,6261156000
2013-02-06,6268901760
2013-02-07,6199189920
2013-02-08,6206935680
2013-02-11,6175952640
2013-02-12,6214681440
2013-02-13,6285684240
2013-02-14,6312794400
2013-02-15,6370887600
2013-02-19,6493528800
2013-02-20,6376051440
2013-02-21,6276647520
2013-02-22,6338613600
2013-02-25,6142387680
2013-02-26,6157879200
2013-02-27,6270192720
2013-02-28,6305048640
2013-03-01,6196608000
2013-03-04,6234045840
2013-03-05,6458672880
2013-03-06,6485783040
2013-03-07,6507729360
2013-03-08,6689754720
2013-03-11,6738811200
2013-03-12,6712992000
2013-03-13,6772376160
2013-03-14,6888562560
2013-03-15,6933746160
2013-03-18,6977638800
2013-03-19,6995712240
2013-03-20,6995712240
2013-03-21,6963438240
2013-03-22,7034441040
2013-03-25,7011203760
2013-03-26,7140299760
2013-03-27,7168700880
2013-03-28,7260359040
2013-04-01,7141319680
2013-04-02,7038986240
2013-04-03,6805821440
2013-04-04,6864112640
2013-04-05,6910745600
2013-04-08,6992353280
2013-04-09,6937948160
2013-04-10,7011783680
2013-04-11,7076551680
2013-04-12,6875770880
2013-04-15,6522137600
2013-04-16,6633538560
2013-04-17,6409441280
2013-04-18,6402964480
2013-04-19,6481981440
2013-04-22,6559703040
2013-04-23,6612812800
2013-04-24,6719032320
2013-04-25,6761779200
2013-04-26,6690534400
2013-04-29,6739758080
2013-04-30,6538977280
2013-05-01,6349854720
2013-05-02,6457369600
2013-05-03,6558407680
2013-05-06,6593382400
2013-05-07,6619289600
2013-05-08,6664627200
2013-05-09,6545454080
2013-05-10,6606336000
2013-05-13,6502707200
2013-05-14,6654264320
2013-05-15,6782504960
2013-05-16,6834319360
2013-05-17,7006602240
2013-05-20,7124480000
2013-05-21,7130956800
2013-05-22,7068779520
2013-05-23,7124480000
2013-05-24,7123184640
2013-05-28,7311011840
2013-05-29,7261788160
2013-05-30,7404277760
2013-05-31,7384847360
2013-06-03,7435366400
2013-06-04,7370598400
2013-06-05,7220336640
2013-06-06,7243653120
2013-06-07,7374484480
2013-06-10,7384847360
2013-06-11,7261788160
2013-06-12,7129661440
2013-06-13,7193134080
2013-06-14,7231994880
2013-06-17,7360235520
2013-06-18,7484590080
2013-06-19,7345986560
2013-06-20,7193134080
2013-06-21,7235880960
2013-06-24,7093391360
2013-06-25,7176294400
2013-06-26,7108935680
2013-06-27,7215155200
2013-06-28,7161166480
2013-07-01,7198836320
2013-07-02,7094919520
2013-07-03,7087125760
2013-07-05,7191042560
2013-07-08,7133888320
2013-07-09,7271578080
2013-07-10,7280670800
2013-07-11,7406669920
2013-07-12,7502792960
2013-07-15,7514483600
2013-07-16,7469020000
2013-07-17,7528772160
2013-07-18,7688544240
2013-07-19,7731409920
2013-07-22,7728812000
2013-07-23,7726214080
2013-07-24,7714523440
2013-07-25,7804151680
2013-07-26,7662565040
2013-07-29,7558648240
2013-07-30,7519679440
2013-07-31,7689843200
2013-08-01,7987305040
2013-08-02,8096417680
2013-08-05,7953532080
2013-08-06,7727513040
2013-08-07,7717121360
2013-08-08,7878192400
2013-08-09,7908068480
2013-08-12,7917161200
2013-08-13,7921058080
2013-08-14,7957428960
2013-08-15,7934047680
2013-08-16,7978212320
2013-08-19,7789863120
2013-08-20,7811945440
2013-08-21,7770378720
2013-08-22,7839223600
2013-08-23,7776873520
2013-08-26,7774275600
2013-08-27,7566442000
2013-08-28,7613204560
2013-08-29,7544359680
2013-08-30,7570338880
2013-09-03,7608008720
2013-09-04,7695039040
2013-09-05,7666461920
2013-09-06,7544359680
2013-09-09,7589823280
2013-09-10,7600214960
2013-09-11,7483308560
2013-09-12,7541761760
2013-09-13,7520978400
2013-09-16,7608008720
2013-09-17,7645678560
2013-09-18,7752193280
2013-09-19,7758688080
2013-09-20,7671657760
2013-09-23,7569039920
2013-09-24,7562545120
2013-09-25,7570338880
2013-09-26,7567740960
2013-09-27,7519692590
2013-09-30,7570439780
2013-10-01,7626391810
2013-10-02,7627693020
2013-10-03,7458535720
2013-10-04,7487162340
2013-10-07,7450728460
2013-10-08,7323209880
2013-10-09,7302390520
2013-10-10,7463740560
2013-10-11,7566536150
2013-10-14,7592560350
2013-10-15,7498873230
2013-10-16,7655018430
2013-10-17,7803356370
2013-10-18,7757814020
2013-10-21,7803356370
2013-10-22,7882730180
2013-10-23,7838489040
2013-10-24,7898344700
2013-10-25,7880127760
2013-10-28,7934778580
2013-10-29,7956899150
2013-10-30,7889236230
2013-10-31,7913959220
2013-11-01,7928272530
2013-11-04,8008947550
2013-11-05,8012851180
2013-11-06,8067502000
2013-11-07,7963405200
2013-11-08,8066200790
2013-11-11,8074008050
2013-11-12,8080514100
2013-11-13,8235358090
2013-11-14,8256177450
2013-11-15,8296514960
2013-11-18,8295213750
2013-11-19,7811163630
2013-11-20,7826778150
2013-11-21,7816368470
2013-11-22,7818970890
2013-11-25,7717476510
2013-11-26,7824175730
2013-11-27,7786440640
2013-11-29,7777332170
2013-12-02,7738295870
2013-12-03,7623789390
2013-12-04,7554825260
2013-12-05,7487162340
2013-12-06,7609476080
2013-12-09,7596463980
2013-12-10,7623789390
2013-12-11,7500174440
2013-12-12,7350535290
2013-12-13,7385667960
2013-12-16,7459836930
2013-12-17,7575644620
2013-12-18,7834585410
