,NKE
2009-04-13,25710080000
2009-04-14,24877600000
2009-04-15,25226080000
2009-04-16,26019840000
2009-04-17,26426400000
2009-04-20,25342240000
2009-04-21,25787520000
2009-04-22,26620000000
2009-04-23,26329600000
2009-04-24,26484480000
2009-04-27,26194080000
2009-04-28,26910400000
2009-04-29,25632640000
2009-04-30,25400320000
2009-05-01,25613280000
2009-05-04,26755520000
2009-05-05,26620000000
2009-05-06,26426400000
2009-05-07,25690720000
2009-05-08,26348960000
2009-05-11,25729440000
2009-05-12,24684000000
2009-05-13,23967680000
2009-05-14,24664640000
2009-05-15,24083840000
2009-05-18,24780800000
2009-05-19,25187360000
2009-05-20,24529120000
2009-05-21,24858240000
2009-05-22,25361600000
2009-05-26,26213440000
2009-05-27,26329600000
2009-05-28,26678080000
2009-05-29,27607360000
2009-06-01,28778792000
2009-06-02,28098672000
2009-06-03,28254128000
2009-06-04,27943216000
2009-06-05,28312424000
2009-06-08,28176400000
2009-06-09,28506744000
2009-06-10,27710032000
2009-06-11,27515712000
2009-06-12,27496280000
2009-06-15,27185368000
2009-06-16,26874456000
2009-06-17,26544112000
2009-06-18,27360256000
2009-06-19,27554576000
2009-06-22,26835592000
2009-06-23,26000016000
2009-06-24,25766832000
2009-06-25,24911824000
2009-06-26,24698072000
2009-06-29,25145008000
2009-06-30,25164440000
2009-07-01,25475352000
2009-07-02,24814664000
2009-07-06,25222736000
2009-07-07,24872960000
2009-07-08,25028416000
2009-07-09,24814664000
2009-07-10,24931256000
2009-07-13,25028416000
2009-07-14,25203304000
2009-07-15,25708536000
2009-07-16,25844560000
2009-07-17,25475352000
2009-07-20,25669672000
2009-07-21,25300464000
2009-07-22,25028416000
2009-07-23,24853528000
2009-07-24,25339328000
2009-07-27,25436488000
2009-07-28,25708536000
2009-07-29,26408088000
2009-07-30,27243664000
2009-07-31,27515712000
2009-08-03,27515712000
2009-08-04,27943216000
2009-08-05,27710032000
2009-08-06,28001512000
2009-08-07,28215264000
2009-08-10,27768328000
2009-08-11,27593440000
2009-08-12,27943216000
2009-08-13,28079240000
2009-08-14,27632304000
2009-08-17,26932752000
2009-08-18,27010480000
2009-08-19,27574008000
2009-08-20,27690600000
2009-08-21,27029912000
2009-08-24,27204800000
2009-08-25,26796728000
2009-08-26,26932752000
2009-08-27,27612872000
2009-08-28,27282528000
2009-08-31,26990880000
2009-09-01,26484192000
2009-09-02,25977504000
2009-09-03,26172384000
2009-09-04,26425728000
2009-09-08,26912928000
2009-09-09,26971392000
2009-09-10,27010368000
2009-09-11,26796000000
2009-09-14,26757024000
2009-09-15,26640096000
2009-09-16,27848352000
2009-09-17,28296576000
2009-09-18,28549920000
2009-09-21,28530432000
2009-09-22,28530432000
2009-09-23,28413504000
2009-09-24,28335552000
2009-09-25,28569408000
2009-09-28,28744800000
2009-09-29,29270976000
2009-09-30,31531584000
2009-10-01,30459744000
2009-10-02,30225888000
2009-10-05,30596160000
2009-10-06,30732576000
2009-10-07,30907968000
2009-10-08,31200288000
2009-10-09,30985920000
2009-10-12,30810528000
2009-10-13,31024896000
2009-10-14,31609535999
2009-10-15,31648511999
2009-10-16,31726464000
2009-10-19,32194176000
2009-10-20,31706976000
2009-10-21,31551072000
2009-10-22,31765440000
2009-10-23,31258752000
2009-10-26,31063872000
2009-10-27,31219776000
2009-10-28,30479232000
2009-10-29,31044384000
2009-10-30,30284352000
2009-11-02,30459744000
2009-11-03,30537696000
2009-11-04,30557184000
2009-11-05,31551072000
2009-11-06,31453632000
2009-11-09,31823903999
2009-11-10,31414656000
2009-11-11,31629024000
2009-11-12,31219776000
2009-11-13,31395168000
2009-11-16,32213664000
2009-11-17,31648511999
2009-11-18,31395168000
2009-11-19,30966432000
2009-11-20,31141824000
2009-11-23,31414656000
2009-11-24,31434143999
2009-11-25,32018784000
2009-11-27,31687488000
2009-11-30,31427871999
2009-12-01,31679760000
2009-12-02,31660384000
2009-12-03,31330992000
2009-12-04,31156607999
2009-12-07,31253487999
2009-12-08,30769088000
2009-12-09,30013424000
2009-12-10,30381568000
2009-12-11,30943472000
2009-12-14,31079104000
2009-12-15,31175984000
2009-12-16,31020976000
2009-12-17,30633456000
2009-12-18,31214736000
2009-12-21,31427871999
2009-12-22,31544128000
2009-12-23,31699136000
2009-12-24,31602255999
2009-12-28,31737887999
2009-12-29,32067280000
2009-12-30,32047904000
2009-12-31,32009152000
2010-01-04,31660384000
2010-01-05,31776639999
2010-01-06,31582880000
2010-01-07,31892896000
2010-01-08,31834768000
2010-01-11,31447248000
2010-01-12,31408496000
2010-01-13,31679760000
2010-01-14,31486000000
2010-01-15,31195360000
2010-01-19,31350368000
2010-01-20,31079104000
2010-01-21,30827216000
2010-01-22,30517200000
2010-01-25,30846592000
2010-01-26,30885344000
2010-01-27,31001600000
2010-01-28,30769088000
2010-01-29,30885344000
2010-02-01,31059728000
2010-02-02,30962848000
2010-02-03,31001600000
2010-02-04,30071552000
2010-02-05,29897168000
2010-02-08,29703408000
2010-02-09,30284688000
2010-02-10,30342816000
2010-02-11,30497824000
2010-02-12,30265312000
2010-02-16,30827216000
2010-02-17,31234112000
2010-02-18,31214736000
2010-02-19,31175984000
2010-02-22,31156607999
2010-02-23,31059728000
2010-02-24,31447248000
2010-02-25,32047904000
2010-02-26,32745439999
2010-03-01,32727903999
2010-03-02,32631984000
2010-03-03,32440144000
2010-03-04,32440144000
2010-03-05,32766271999
2010-03-08,33015664000
2010-03-09,33054032000
2010-03-10,33149952000
2010-03-11,33456896000
2010-03-12,33514447999
2010-03-15,33763840000
2010-03-16,33763840000
2010-03-17,33994047999
2010-03-18,35816528000
2010-03-19,35260192000
2010-03-22,35432848000
2010-03-23,35720608000
2010-03-24,35202640000
2010-03-25,35279376000
2010-03-26,35432848000
2010-03-29,35471216000
2010-03-30,35394480000
2010-03-31,35260192000
2010-04-01,35490400000
2010-04-05,35547952000
2010-04-06,35452032000
2010-04-07,35298560000
2010-04-08,35490400000
2010-04-09,36046736000
2010-04-12,36219392000
2010-04-13,36219392000
2010-04-14,36353680000
2010-04-15,36276944000
2010-04-16,36046736000
2010-04-19,36257760000
2010-04-20,36622256000
2010-04-21,36794912000
2010-04-22,37523904000
2010-04-23,37351248000
2010-04-26,37427984000
2010-04-27,36814096000
2010-04-28,36660624000
2010-04-29,37197776000
2010-04-30,36411232000
2010-05-03,37293696000
2010-05-04,37101856000
2010-05-05,36065920000
2010-05-06,34684672000
2010-05-07,33859759999
2010-05-10,36756544000
2010-05-11,36660624000
2010-05-12,37332064000
2010-05-13,36238576000
2010-05-14,35375296000
2010-05-17,35317744000
2010-05-18,34972432000
2010-05-19,34646304000
2010-05-20,33725471999
2010-05-21,34243440000
2010-05-24,34224256000
2010-05-25,34972432000
2010-05-26,34780592000
2010-05-27,35432848000
2010-05-28,34723040000
2010-06-01,34128336000
2010-06-02,35010800000
2010-06-03,35317744000
2010-06-04,33936496000
2010-06-07,33380159999
2010-06-08,33687103999
2010-06-09,33572000000
2010-06-10,34416096000
2010-06-11,34684672000
2010-06-14,34646304000
2010-06-15,35490400000
2010-06-16,35413664000
2010-06-17,35758976000
2010-06-18,35950816000
2010-06-21,35663056000
2010-06-22,34761408000
2010-06-23,34780592000
2010-06-24,33399344000
2010-06-25,33629552000
2010-06-28,33821391999
2010-06-29,32689536000
2010-06-30,32401776000
2010-07-01,32651168000
2010-07-02,32555247999
2010-07-06,32229120000
2010-07-07,32881376000
2010-07-08,33706288000
2010-07-09,33648736000
2010-07-12,33476080000
2010-07-13,33802208000
2010-07-14,33821391999
2010-07-15,33878944000
2010-07-16,33073215999
2010-07-19,32900559999
2010-07-20,33495264000
2010-07-21,33399344000
2010-07-22,34320176000
2010-07-23,34895696000
2010-07-26,35125904000
2010-07-27,35336928000
2010-07-28,35068352000
2010-07-29,35260192000
2010-07-30,35317744000
2010-08-02,35643872000
2010-08-03,35068352000
2010-08-04,35490400000
2010-08-05,35528768000
2010-08-06,35471216000
2010-08-09,35547952000
2010-08-10,35452032000
2010-08-11,34569568000
2010-08-12,34300991999
2010-08-13,33859759999
2010-08-16,34089968000
2010-08-17,34396912000
2010-08-18,34646304000
2010-08-19,34224256000
2010-08-20,34166703999
2010-08-23,34032415999
2010-08-24,33591184000
2010-08-25,33629552000
2010-08-26,33763840000
2010-08-27,34032415999
2010-08-30,33744656000
2010-08-31,33453000000
2010-09-01,34466148000
2010-09-02,34867584000
2010-09-03,35479296000
2010-09-07,35383716000
2010-09-08,35441064000
2010-09-09,35326368000
2010-09-10,35249904000
2010-09-13,35689572000
2010-09-14,35976312000
2010-09-15,36588024000
2010-09-16,36626256000
2010-09-17,36912996000
2010-09-20,37448244000
2010-09-21,37123272000
2010-09-22,36951228000
2010-09-23,37123272000
2010-09-24,38021724000
2010-09-27,37811448000
2010-09-28,38537856000
2010-09-29,38193768000
2010-09-30,38308464000
2010-10-01,38346696000
2010-10-04,38174652000
2010-10-05,38862828000
2010-10-06,38862828000
2010-10-07,38709900000
2010-10-08,39206916000
2010-10-11,39187800000
2010-10-12,39130452000
2010-10-13,39206916000
2010-10-14,39073104000
2010-10-15,39187800000
2010-10-18,39034872000
2010-10-19,38576088000
2010-10-20,38824596000
2010-10-21,39245148000
2010-10-22,39149568000
2010-10-25,39206916000
2010-10-26,39111336000
2010-10-27,38729016000
2010-10-28,38767248000
2010-10-29,38920176000
2010-11-01,38767248000
2010-11-02,39073104000
2010-11-03,39111336000
2010-11-04,39856860000
2010-11-05,40200948000
2010-11-08,39952440000
2010-11-09,39761280000
2010-11-10,40086252000
2010-11-11,39990672000
2010-11-12,39493656000
2010-11-15,39092220000
2010-11-16,38480508000
2010-11-17,38901060000
2010-11-18,39417192000
2010-11-19,41003820000
2010-11-22,41061168000
2010-11-23,40736196000
2010-11-24,41347908000
2010-11-26,41080284000
2010-11-29,40697964000
2010-11-30,40932836000
2010-12-01,41655292000
2010-12-02,41750352000
2010-12-03,41598256000
2010-12-06,41693316000
2010-12-07,41446160000
2010-12-08,41503196000
2010-12-09,41579244000
2010-12-10,41731340000
2010-12-13,42415772000
2010-12-14,42434784000
2010-12-15,42111580000
2010-12-16,42415772000
2010-12-17,42796012000
2010-12-20,42910084000
2010-12-21,43879696000
2010-12-22,41332088000
2010-12-23,40894812000
2010-12-27,40799752000
2010-12-28,41027896000
2010-12-29,40533584000
2010-12-30,40761728000
2010-12-31,40609632000
2011-01-03,40913824000
2011-01-04,39906188000
2011-01-05,40172356000
2011-01-06,39811128000
2011-01-07,39697056000
2011-01-10,40001248000
2011-01-11,39944212000
2011-01-12,39792116000
2011-01-13,39240768000
2011-01-14,39963224000
2011-01-18,39963224000
2011-01-19,39773104000
2011-01-20,39487924000
2011-01-21,39126696000
2011-01-24,39297804000
2011-01-25,39392864000
2011-01-26,39925200000
2011-01-27,39335828000
2011-01-28,38727444000
2011-01-31,39202744000
2011-02-01,39716068000
2011-02-02,39887176000
2011-02-03,39830140000
2011-02-04,40761728000
2011-02-07,41122956000
2011-02-08,41218016000
2011-02-09,41465172000
2011-02-10,41256040000
2011-02-11,40970860000
2011-02-14,40761728000
2011-02-15,40666668000
2011-02-16,40761728000
2011-02-17,40894812000
2011-02-18,42225652000
2011-02-22,41465172000
2011-02-23,40970860000
2011-02-24,41122956000
2011-02-25,41826400000
2011-02-28,41403600000
2011-03-01,40789800000
2011-03-02,41068800000
2011-03-03,41775600000
2011-03-04,41794200000
2011-03-07,41347800000
2011-03-08,41478000000
2011-03-09,41366400000
2011-03-10,40994400000
2011-03-11,40529400000
2011-03-14,40083000000
2011-03-15,39673800000
2011-03-16,39450600000
2011-03-17,39711000000
2011-03-18,36084000000
2011-03-21,35730600000
2011-03-22,35079600000
2011-03-23,35916600000
2011-03-24,35674800000
2011-03-25,35656200000
2011-03-28,35284200000
2011-03-29,35507400000
2011-03-30,35693400000
2011-03-31,35209800000
2011-04-01,35581800000
2011-04-04,35991000000
2011-04-05,36232800000
2011-04-06,36586200000
2011-04-07,36307200000
2011-04-08,35991000000
2011-04-11,36325800000
2011-04-12,36363000000
2011-04-13,36921000000
2011-04-14,37237200000
2011-04-15,36604800000
2011-04-18,36549000000
2011-04-19,36604800000
2011-04-20,37237200000
2011-04-21,37293000000
2011-04-25,37255800000
2011-04-26,37181400000
2011-04-27,37720800000
2011-04-28,38390400000
2011-04-29,38278800000
2011-05-02,38241600000
2011-05-03,37981200000
2011-05-04,38502000000
2011-05-05,38409000000
2011-05-06,38148600000
2011-05-09,38557800000
2011-05-10,38836800000
2011-05-11,38446200000
2011-05-12,39339000000
2011-05-13,40101600000
2011-05-16,39655200000
2011-05-17,39469200000
2011-05-18,39450600000
2011-05-19,40045800000
2011-05-20,39543600000
2011-05-23,38892600000
2011-05-24,39208800000
2011-05-25,38688000000
2011-05-26,39097200000
2011-05-27,39357600000
2011-05-31,39264600000
2011-06-01,38204400000
2011-06-02,37739400000
2011-06-03,37367400000
2011-06-06,37088400000
2011-06-07,38074200000
2011-06-08,37255800000
2011-06-09,37516200000
2011-06-10,37051200000
2011-06-13,37441800000
2011-06-14,38241600000
2011-06-15,37386000000
2011-06-16,37330200000
2011-06-17,37720800000
2011-06-20,38706600000
2011-06-21,39301800000
2011-06-22,38111400000
2011-06-23,38223000000
2011-06-24,37739400000
2011-06-27,37962600000
2011-06-28,41794200000
2011-06-29,41757000000
2011-06-30,41850000000
2011-07-01,42705600000
2011-07-05,42668400000
2011-07-06,42947400000
2011-07-07,43561200000
2011-07-08,43356600000
2011-07-11,42519600000
2011-07-12,42426600000
2011-07-13,42798600000
2011-07-14,42761400000
2011-07-15,42649800000
2011-07-18,42147600000
2011-07-19,42203400000
2011-07-20,42129000000
2011-07-21,42705600000
2011-07-22,42649800000
2011-07-25,42277800000
2011-07-26,41998800000
2011-07-27,41254800000
2011-07-28,42073200000
2011-07-29,41924400000
2011-08-01,41552400000
2011-08-02,39580800000
2011-08-03,40492200000
2011-08-04,37925400000
2011-08-05,39004200000
2011-08-08,36828000000
2011-08-09,38371800000
2011-08-10,36883800000
2011-08-11,38706600000
2011-08-12,39171600000
2011-08-15,39580800000
2011-08-16,38706600000
2011-08-17,38390400000
2011-08-18,37162800000
2011-08-19,36549000000
2011-08-22,36846600000
2011-08-23,38874000000
2011-08-24,39897000000
2011-08-25,38948400000
2011-08-26,40120200000
2011-08-29,41161800000
2011-08-30,40157400000
2011-08-31,39785088000
2011-09-01,39748352000
2011-09-02,38591168000
2011-09-06,38462592000
2011-09-07,39729984000
2011-09-08,39178944000
2011-09-09,37893184000
2011-09-12,38738112000
2011-09-13,39417728000
2011-09-14,40170816000
2011-09-15,40427968000
2011-09-16,41217792000
2011-09-19,41419840000
2011-09-20,41089216000
2011-09-21,39380992000
2011-09-22,38646272000
2011-09-23,40703488000
2011-09-26,41015744000
2011-09-27,41603520000
2011-09-28,40630016000
2011-09-29,40409600000
2011-09-30,39270784000
2011-10-03,38131968000
2011-10-04,39362624000
2011-10-05,40317760000
2011-10-06,40997376000
2011-10-07,40483072000
2011-10-10,41658624000
2011-10-11,41254528000
2011-10-12,42154560000
2011-10-13,42338240000
2011-10-14,42687232000
2011-10-17,41805568000
2011-10-18,42007616000
2011-10-19,41915776000
2011-10-20,42191296000
2011-10-21,43330112000
2011-10-24,43660736000
2011-10-25,43054592000
2011-10-26,43256640000
2011-10-27,44009728000
2011-10-28,44432192000
2011-10-31,44248512000
2011-11-01,43109696000
2011-11-02,43605632000
2011-11-03,43936256000
2011-11-04,43348480000
2011-11-07,43072960000
2011-11-08,43826048000
2011-11-09,42411712000
2011-11-10,43128064000
2011-11-11,44156672000
2011-11-14,43972992000
2011-11-15,44064832000
2011-11-16,43036224000
2011-11-17,42191296000
2011-11-18,42595392000
2011-11-21,41823936000
2011-11-22,42081088000
2011-11-23,41750464000
2011-11-25,41456576000
2011-11-28,43587264000
2011-11-29,43568896000
2011-11-30,43993200000
2011-12-01,43572300000
2011-12-02,44029800000
2011-12-05,44194500000
2011-12-06,44029800000
2011-12-07,43865100000
2011-12-08,43535700000
2011-12-09,44688600000
2011-12-12,44359200000
2011-12-13,43480800000
2011-12-14,43188000000
2011-12-15,43041600000
2011-12-16,42858600000
2011-12-19,42730500000
2011-12-20,42840300000
2011-12-21,44084700000
2011-12-22,43389300000
2011-12-23,44322600000
2011-12-27,44725200000
2011-12-28,44121300000
2011-12-29,44597100000
2011-12-30,44084700000
2012-01-03,44286000000
2012-01-04,44944800000
2012-01-05,44908200000
2012-01-06,44835000000
2012-01-09,44999700000
2012-01-10,45054600000
2012-01-11,44908200000
2012-01-12,45347400000
2012-01-13,44981400000
2012-01-17,45402300000
2012-01-18,46152600000
2012-01-19,46482000000
2012-01-20,46555200000
2012-01-23,46463700000
2012-01-24,46756500000
2012-01-25,47214000000
2012-01-26,46811400000
2012-01-27,46719900000
2012-01-30,47305500000
2012-01-31,47580000000
2012-02-01,47470200000
2012-02-02,47049300000
2012-02-03,47360400000
2012-02-06,47342100000
2012-02-07,47689800000
2012-02-08,48458400000
2012-02-09,48385200000
2012-02-10,48220500000
2012-02-13,48147300000
2012-02-14,48787800000
2012-02-15,48769500000
2012-02-16,48568200000
2012-02-17,48806100000
2012-02-21,48019200000
2012-02-22,48366900000
2012-02-23,48568200000
2012-02-24,48623100000
2012-02-27,49025700000
2012-02-28,49153800000
2012-02-29,49438152000
2012-03-01,49713012000
2012-03-02,49822956000
2012-03-05,50042844000
2012-03-06,49181616000
2012-03-07,49291560000
2012-03-08,49419828000
2012-03-09,50391000000
2012-03-12,50134464000
2012-03-13,50739156000
2012-03-14,50537592000
2012-03-15,50720832000
2012-03-16,50959044000
2012-03-19,51362172000
2012-03-20,51197256000
2012-03-21,50592564000
2012-03-22,50849100000
2012-03-23,49218264000
2012-03-26,49731336000
2012-03-27,49419828000
2012-03-28,49126644000
2012-03-29,49401504000
2012-03-30,49676364000
2012-04-02,49951224000
2012-04-03,50336028000
2012-04-04,50152788000
2012-04-05,50574240000
2012-04-09,50702508000
2012-04-10,48778488000
2012-04-11,49584744000
2012-04-12,49767984000
2012-04-13,49841280000
2012-04-16,50116140000
2012-04-17,50317704000
2012-04-18,50647536000
2012-04-19,50207760000
2012-04-20,50739156000
2012-04-23,50281056000
2012-04-24,48906756000
2012-04-25,49951224000
2012-04-26,50555916000
2012-04-27,50684184000
2012-04-30,51252228000
2012-05-01,50995692000
2012-05-02,52351668000
2012-05-03,52406640000
2012-05-04,51215580000
2012-05-07,51050664000
2012-05-08,49804632000
2012-05-09,49548096000
2012-05-10,49273236000
2012-05-11,49584744000
2012-05-14,49236588000
2012-05-15,49126644000
2012-05-16,49016700000
2012-05-17,47807316000
2012-05-18,48302064000
2012-05-21,49126644000
2012-05-22,49676364000
2012-05-23,49254912000
2012-05-24,49236588000
2012-05-25,49841280000
2012-05-29,50812452000
2012-05-30,49749660000
2012-05-31,48974848000
2012-06-01,47362880000
2012-06-04,47417216000
2012-06-05,47779456000
2012-06-06,48485824000
2012-06-07,48612608000
2012-06-08,49192192000
2012-06-11,48666944000
2012-06-12,48721280000
2012-06-13,46294272000
2012-06-14,45298112000
2012-06-15,46076928000
2012-06-18,45913920000
2012-06-19,45968256000
2012-06-20,45823360000
2012-06-21,44682304000
2012-06-22,45008320000
2012-06-25,44138944000
2012-06-26,44573632000
2012-06-27,44428736000
2012-06-28,43867264000
2012-06-29,39755840000
2012-07-02,40226752000
2012-07-03,40969344000
2012-07-05,41748160000
2012-07-06,41385920000
2012-07-09,40878784000
2012-07-10,41331584000
2012-07-11,41766272000
2012-07-12,41585152000
2012-07-13,42545088000
2012-07-16,42128512000
2012-07-17,42001728000
2012-07-18,42852992000
2012-07-19,43124672000
2012-07-20,42146624000
2012-07-23,42037952000
2012-07-24,42092288000
2012-07-25,42345856000
2012-07-26,43740480000
2012-07-27,43939712000
2012-07-30,43396352000
2012-07-31,42273408000
2012-08-01,42110400000
2012-08-02,41893056000
2012-08-03,42816768000
2012-08-06,43251456000
2012-08-07,43541248000
2012-08-08,43414464000
2012-08-09,43052224000
2012-08-10,42798656000
2012-08-13,43396352000
2012-08-14,42979776000
2012-08-15,42671872000
2012-08-16,42925440000
2012-08-17,43577472000
2012-08-20,43360128000
2012-08-21,43396352000
2012-08-22,43360128000
2012-08-23,43215232000
2012-08-24,43867264000
2012-08-27,43668032000
2012-08-28,44772864000
2012-08-29,44682304000
2012-08-30,44265728000
2012-08-31,43665960000
2012-09-04,43612140000
2012-09-05,43665960000
2012-09-06,44616780000
2012-09-07,44527080000
2012-09-10,44867940000
2012-09-11,44706480000
2012-09-12,45226740000
2012-09-13,44491200000
2012-09-14,43343040000
2012-09-17,43935060000
2012-09-18,43827420000
2012-09-19,43809480000
2012-09-20,43378920000
2012-09-21,43289220000
2012-09-24,42751020000
2012-09-25,42643380000
2012-09-26,42822780000
2012-09-27,43056000000
2012-09-28,42571620000
2012-10-01,42858660000
2012-10-02,42589560000
2012-10-03,42069300000
2012-10-04,43002180000
2012-10-05,42715140000
2012-10-08,42607500000
2012-10-09,42374280000
2012-10-10,42266640000
2012-10-11,42553680000
2012-10-12,42356340000
2012-10-15,42876600000
2012-10-16,43612140000
2012-10-17,43755660000
2012-10-18,43755660000
2012-10-19,43253340000
2012-10-22,42374280000
2012-10-23,41638740000
2012-10-24,41656680000
2012-10-25,40957020000
2012-10-26,40885260000
2012-10-31,40992900000
2012-11-01,42768960000
2012-11-02,42392220000
2012-11-05,42715140000
2012-11-06,43109820000
2012-11-07,42446040000
2012-11-08,41208180000
2012-11-09,41405520000
2012-11-12,41387580000
2012-11-13,41028780000
2012-11-14,40634100000
2012-11-15,40741740000
2012-11-16,41531100000
2012-11-19,43199520000
2012-11-20,42876600000
2012-11-21,42876600000
2012-11-23,43396860000
2012-11-26,43809480000
2012-11-27,43504500000
2012-11-28,44455320000
2012-11-29,44383560000
2012-11-30,43568686000
2012-12-03,43604442000
2012-12-04,43658076000
2012-12-05,43658076000
2012-12-06,43997758000
2012-12-07,44069270000
2012-12-10,43836856000
2012-12-11,44426830000
2012-12-12,44337440000
2012-12-13,43497174000
2012-12-14,43318394000
2012-12-17,43801100000
2012-12-18,44212294000
2012-12-19,43711710000
2012-12-20,44248050000
2012-12-21,46983384000
2012-12-24,47197920000
2012-12-26,45892826000
2012-12-27,46268264000
2012-12-28,45588900000
2012-12-31,46125240000
2013-01-02,46339776000
2013-01-03,46822482000
2013-01-04,47269432000
2013-01-07,47340944000
2013-01-08,46840360000
2013-01-09,46893994000
2013-01-10,46983384000
2013-01-11,47466090000
2013-01-14,47555480000
2013-01-15,47948796000
2013-01-16,48038186000
2013-01-17,47805772000
2013-01-18,47626992000
2013-01-22,47805772000
2013-01-23,47466090000
2013-01-24,48145454000
2013-01-25,49665084000
2013-01-28,48717550000
2013-01-29,48199088000
2013-01-30,47930918000
2013-01-31,48324234000
2013-02-01,48002430000
2013-02-04,47966674000
2013-02-05,48181210000
2013-02-06,48413624000
2013-02-07,48878452000
2013-02-08,48806940000
2013-02-11,49361158000
2013-02-12,49253890000
2013-02-13,48771184000
2013-02-14,48824818000
2013-02-15,49128744000
2013-02-19,48699672000
2013-02-20,48288478000
2013-02-21,48753306000
2013-02-22,48699672000
2013-02-25,48306356000
2013-02-26,48520892000
2013-02-27,48574526000
2013-02-28,48610996000
2013-03-01,48932332000
2013-03-04,48860924000
2013-03-05,49003740000
2013-03-06,49360780000
2013-03-07,49289372000
2013-03-08,48825220000
2013-03-11,48682404000
2013-03-12,47754100000
2013-03-13,48968036000
2013-03-14,48825220000
2013-03-15,48896628000
2013-03-18,48343216000
2013-03-19,48057584000
2013-03-20,48950184000
2013-03-21,47843360000
2013-03-22,53145404000
2013-03-25,53163256000
2013-03-26,53091848000
2013-03-27,52181396000
2013-03-28,52663400000
2013-04-01,52002876000
2013-04-02,52574140000
2013-04-03,52591992000
2013-04-04,52966884000
2013-04-05,52645548000
2013-04-08,53520296000
2013-04-09,53466740000
2013-04-10,53805928000
2013-04-11,54627120000
2013-04-12,54073708000
2013-04-15,53270368000
2013-04-16,54002300000
2013-04-17,54359340000
2013-04-18,53716668000
2013-04-19,54377192000
2013-04-22,54769936000
2013-04-23,55055568000
2013-04-24,54930604000
2013-04-25,55412608000
2013-04-26,55251940000
2013-04-29,55912464000
2013-04-30,56769360000
2013-05-01,56555136000
2013-05-02,56519432000
2013-05-03,57626256000
2013-05-06,57090696000
2013-05-07,57054992000
2013-05-08,57037140000
2013-05-09,56894324000
2013-05-10,57804776000
2013-05-13,57697664000
2013-05-14,58840192000
2013-05-15,58768784000
2013-05-16,57519144000
2013-05-17,58304631999
2013-05-20,58322484000
2013-05-21,58233223999
2013-05-22,57536995999
2013-05-23,56537284000
2013-05-24,56037428000
2013-05-28,56483728000
2013-05-29,56162392000
2013-05-30,55716092000
2013-05-31,54840404000
2013-06-03,56067776000
2013-06-04,55836532000
2013-06-05,54929344000
2013-06-06,55285104000
2013-06-07,55818744000
2013-06-10,56067776000
2013-06-11,55267316000
2013-06-12,54626948000
2013-06-13,54929344000
2013-06-14,55053860000
2013-06-17,55089436000
2013-06-18,55267316000
2013-06-19,54929344000
2013-06-20,54057732000
2013-06-21,53879852000
2013-06-24,53328424000
2013-06-25,53719760000
2013-06-26,55018284000
2013-06-27,55427408000
2013-06-28,56636992000
2013-07-01,55445196000
2013-07-02,55694228000
2013-07-03,55907684000
2013-07-05,56601416000
2013-07-08,56672568000
2013-07-09,56850448000
2013-07-10,56565840000
2013-07-11,56672568000
2013-07-12,56636992000
2013-07-15,56352384000
2013-07-16,55765380000
2013-07-17,56334596000
2013-07-18,56316808000
2013-07-19,56352384000
2013-07-22,56281232000
2013-07-23,56210080000
2013-07-24,55712016000
2013-07-25,55587500000
2013-07-26,55623076000
2013-07-29,55783168000
2013-07-30,55907684000
2013-07-31,55961048000
2013-08-01,58682612000
2013-08-02,58967220000
2013-08-05,59056160000
2013-08-06,59180676000
2013-08-07,58380216000
2013-08-08,58753764000
2013-08-09,58985007999
2013-08-12,59145100000
2013-08-13,58540307999
2013-08-14,57241784000
2013-08-15,56476900000
2013-08-16,56601416000
2013-08-19,57561968000
2013-08-20,57490816000
2013-08-21,57046116000
2013-08-22,57686484000
2013-08-23,57117268000
2013-08-26,56850448000
2013-08-27,55872108000
2013-08-28,56370172000
2013-08-29,56459112000
2013-08-30,55872108000
2013-09-03,57080640000
2013-09-04,57844320000
2013-09-05,58057439999
2013-09-06,57702240000
2013-09-09,58075200000
2013-09-10,59336159999
2013-09-11,60028799999
2013-09-12,60455040000
2013-09-13,60312960000
2013-09-16,60561600000
2013-09-17,60668159999
2013-09-18,61698240000
2013-09-19,61716000000
2013-09-20,61609439999
2013-09-23,61254240000
2013-09-24,61644960000
2013-09-25,61200960000
2013-09-26,62461920000
2013-09-27,65392320000
2013-09-30,64504320000
2013-10-01,64308960000
2013-10-02,63847200000
2013-10-03,63616320000
2013-10-04,64060320000
2013-10-07,63349920000
2013-10-08,62408640000
2013-10-09,62959200000
2013-10-10,65214720000
2013-10-11,65232479999
2013-10-14,65765280000
2013-10-15,65463360000
2013-10-16,66173760000
2013-10-17,66191520000
2013-10-18,67416960000
2013-10-21,67576799999
2013-10-22,67452479999
2013-10-23,67097280000
2013-10-24,67044000000
2013-10-25,67221600000
2013-10-28,67061760000
2013-10-29,67416960000
2013-10-30,67612320000
2013-10-31,67274880000
2013-11-01,67541280000
2013-11-04,67825439999
2013-11-05,68553600000
2013-11-06,68162880000
2013-11-07,67221600000
2013-11-08,68482560000
2013-11-11,68518080000
2013-11-12,68269439999
2013-11-13,69121920000
2013-11-14,69832320000
2013-11-15,70347360000
2013-11-18,69779040000
2013-11-19,69104160000
2013-11-20,69121920000
2013-11-21,69352800000
2013-11-22,70045440000
2013-11-25,70276320000
