,AMG
2023-03-31,5112878000
2023-04-03,5035693000
2023-04-04,4934814000
2023-04-05,4923325999
2023-04-06,4943430000
2023-04-10,4952046000
2023-04-11,4976099000
2023-04-12,4994049000
2023-04-13,5042155000
2023-04-14,5083799000
2023-04-17,5117545000
2023-04-18,5166369000
2023-04-19,5155958000
2023-04-20,5137649000
2023-04-21,5127956000
2023-04-24,5131546000
2023-04-25,5028872000
2023-04-26,4994049000
2023-04-27,5084517000
2023-04-28,5183242000
2023-05-01,5210167000
2023-05-02,5142675000
2023-05-03,5073388000
2023-05-04,4945584000
2023-05-05,5083081000
2023-05-08,5097800000
2023-05-09,5050771000
2023-05-10,5050053000
2023-05-11,5037847000
2023-05-12,5077337000
2023-05-15,5104262000
2023-05-16,5043591000
2023-05-17,5122571000
2023-05-18,5129392000
2023-05-19,5075900999
2023-05-22,5110006000
2023-05-23,5140162000
2023-05-24,5081645000
2023-05-25,5078414000
2023-05-26,5106775000
2023-05-30,5092056000
2023-05-31,4993331000
2023-06-01,5079491000
2023-06-02,5250734000
2023-06-05,5222373000
2023-06-06,5299199000
2023-06-07,5366332000
2023-06-08,5321457000
2023-06-09,5314277000
2023-06-12,5239246000
2023-06-13,5312841000
2023-06-14,5303866000
2023-06-15,5428798000
2023-06-16,5323970000
2023-06-20,5304943000
2023-06-21,5239605000
2023-06-22,5176062000
2023-06-23,5131187000
2023-06-26,5193294000
2023-06-27,5247862000
2023-06-28,5214834000
2023-06-29,5398642000
2023-06-30,5231161000
2023-07-03,5261524000
2023-07-05,5191375000
2023-07-06,5125763000
2023-07-07,5244772000
2023-07-10,5307592000
2023-07-11,5356452000
2023-07-12,5494307000
2023-07-13,5560268000
2023-07-14,5446494000
2023-07-17,5495354000
2023-07-18,5644377000
2023-07-19,5664968000
2023-07-20,5663223000
2023-07-21,5658337000
2023-07-24,5655196000
2023-07-25,5638793000
2023-07-26,4940793000
2023-07-27,4876926000
2023-07-28,4819690000
2023-07-31,4838536000
2023-08-01,4948471000
2023-08-02,4826670000
2023-08-03,4761407000
2023-08-04,4875879000
2023-08-07,4925437000
2023-08-08,4776763000
2023-08-09,4724064000
2023-08-10,4678694000
2023-08-11,4678345000
2023-08-14,4643096000
2023-08-15,4643096000
2023-08-16,4580974000
2023-08-17,4593538000
2023-08-18,4601914000
2023-08-21,4617270000
2023-08-22,4543980000
2023-08-23,4605055000
2023-08-24,4577135000
2023-08-25,4588303000
2023-08-28,4589350000
2023-08-29,4656009000
2023-08-30,4670667000
2023-08-31,4676949000
2023-09-01,4740118000
2023-09-05,4708708000
2023-09-06,4613780000
2023-09-07,4522342000
2023-09-08,4613780000
2023-09-11,4609941000
2023-09-12,4656009000
2023-09-13,4672063000
2023-09-14,4675553000
2023-09-15,4697191000
2023-09-18,4708359000
2023-09-19,4712547000
2023-09-20,4703473000
2023-09-21,4649378000
2023-09-22,4620760000
2023-09-25,4636814000
2023-09-26,4597377000
2023-09-27,4607847000
2023-09-28,4613780000
2023-09-29,4548866000
2023-10-02,4417733000
2023-10-03,4281922000
2023-10-04,4294728000
2023-10-05,4353366000
2023-10-06,4401894000
2023-10-09,4377293000
2023-10-10,4400546000
2023-10-11,4415374000
2023-10-12,4299783000
2023-10-13,4223284000
2023-10-16,4302816000
2023-10-17,4396502000
2023-10-18,4277204000
2023-10-19,4218903000
2023-10-20,4173745000
2023-10-23,4139371000
2023-10-24,4153862000
2023-10-25,4095898000
2023-10-26,4147796000
2023-10-27,4131283000
2023-10-30,4142404000
2023-10-31,4137012000
2023-11-01,4153862000
2023-11-02,4209130000
2023-11-03,4312926000
2023-11-06,4398187000
2023-11-07,4386055000
2023-11-08,4393469000
2023-11-09,4370890000
2023-11-10,4462891000
2023-11-13,4399872000
2023-11-14,4538716000
2023-11-15,4546804000
2023-11-16,4531302000
2023-11-17,4599376000
2023-11-20,4527595000
2023-11-21,4451770000
2023-11-22,4488840000
2023-11-24,4510745000
2023-11-27,4458847000
2023-11-28,4452444000
2023-11-29,4502994000
2023-11-30,4568035000
2023-12-01,4610497000
2023-12-04,4643860000
2023-12-05,4577134000
2023-12-06,4602746000
2023-12-07,4595669000
2023-12-08,4680930000
2023-12-11,4693736000
2023-12-12,4769561000
2023-12-13,4852126000
2023-12-14,5170928000
2023-12-15,5067132000
2023-12-18,5073535000
2023-12-19,5152730000
2023-12-20,5024333000
2023-12-21,5105213000
2023-12-22,5102854000
2023-12-26,5114649000
2023-12-27,5134869000
2023-12-28,5144305000
2023-12-29,5102854000
2024-01-02,4914751850
2024-01-03,4802575853
2024-01-04,4858335851
2024-01-05,4900647850
2024-01-08,4971167848
2024-01-09,4877359851
2024-01-10,4865223851
2024-01-11,4846527852
2024-01-12,4848823852
2024-01-16,4852431852
2024-01-17,4883591851
2024-01-18,4919343850
2024-01-19,5022991846
2024-01-22,5026599846
2024-01-23,4933447849
2024-01-24,4916719850
2024-01-25,4955751848
2024-01-26,4976415848
2024-01-29,4978711848
2024-01-30,4960671848
2024-01-31,4881951851
2024-02-01,4961655848
2024-02-02,4908847850
2024-02-05,5146647843
2024-02-06,5054807845
2024-02-07,5061367845
2024-02-08,5061039845
2024-02-09,5113191844
2024-02-12,5153863842
2024-02-13,5050871846
2024-02-14,5083343845
2024-02-15,5143367843
2024-02-16,5140415843
2024-02-20,5121391843
2024-02-21,5124015843
2024-02-22,5173543842
2024-02-23,5171247842
2024-02-26,5139103843
2024-02-27,5145991843
2024-02-28,5130903843
2024-02-29,5126967843
2024-03-01,5157471842
2024-03-04,5228647840
2024-03-05,5201423841
2024-03-06,5215199841
2024-03-07,5252263839
2024-03-08,5218479840
2024-03-11,5207327841
2024-03-12,5183383841
2024-03-13,5281455838
2024-03-14,5277847839
2024-03-15,5282111838
2024-03-18,5289327838
2024-03-19,5311631838
2024-03-20,5319175837
2024-03-21,5370015836
2024-03-22,5370343836
2024-03-25,5362143836
2024-03-26,5365423836
2024-03-27,5456607833
2024-03-28,5493015832
2024-04-01,5225535000
2024-04-02,5177970000
2024-04-03,5238135000
2024-04-04,5162535000
2024-04-05,5225220000
2024-04-08,5301765000
2024-04-09,5339880000
2024-04-10,5252310000
2024-04-11,5234355000
2024-04-12,5108355000
2024-04-15,5074020000
2024-04-16,5039370000
2024-04-17,5005665000
2024-04-18,4982985000
2024-04-19,4992750000
2024-04-22,5091345000
2024-04-23,5086305000
2024-04-24,5105205000
2024-04-25,5026770000
2024-04-26,5046300000
2024-04-29,5005980000
2024-04-30,4917150000
2024-05-01,4997160000
2024-05-02,5060475000
2024-05-03,5051025000
2024-05-06,4952745000
2024-05-07,4900140000
2024-05-08,4938255000
2024-05-09,4952745000
2024-05-10,4966605000
2024-05-13,4933845000
2024-05-14,5009130000
2024-05-15,5055120000
2024-05-16,5007555000
2024-05-17,5019210000
2024-05-20,4954320000
2024-05-21,5013540000
2024-05-22,4988025000
2024-05-23,4949910000
2024-05-24,5054805000
2024-05-28,5038110000
2024-05-29,4991175000
2024-05-30,5057955000
2024-05-31,5121900000
2024-06-03,5108040000
2024-06-04,5022045000
2024-06-05,4990545000
2024-06-06,4930065000
2024-06-07,4902345000
2024-06-10,4886910000
2024-06-11,4847535000
2024-06-12,4891320000
2024-06-13,4788315000
2024-06-14,4674600000
2024-06-17,4779495000
2024-06-18,4820445000
2024-06-20,4888485000
2024-06-21,4943295000
2024-06-24,5028975000
2024-06-25,5038425000
2024-06-26,4945185000
2024-06-27,4902660000
2024-06-28,4921245000
2024-07-01,4882185000
2024-07-02,4977315000
2024-07-03,4936365000
2024-07-05,4875570000
2024-07-08,4877775000
2024-07-09,4873680000
2024-07-10,5025510000
2024-07-11,5199705000
2024-07-12,5257035000
2024-07-15,5303025000
2024-07-16,5413590000
2024-07-17,5434380000
2024-07-18,5338620000
2024-07-19,5290110000
2024-07-22,5396265000
2024-07-23,5407920000
2024-07-24,5332005000
2024-07-25,5474700000
2024-07-26,5576130000
2024-07-29,5792850000
2024-07-30,5821830000
2024-07-31,5847030000
2024-08-01,5635980000
2024-08-02,5340825000
2024-08-05,5064885000
2024-08-06,5078115000
2024-08-07,5037165000
2024-08-08,5150250000
2024-08-09,5199075000
