,GT
2023-03-16,2972550000
2023-03-17,2869950000
2023-03-20,2875650000
2023-03-21,2955450000
2023-03-22,2875650000
2023-03-23,2869950000
2023-03-24,2878500000
2023-03-27,2929800000
2023-03-28,2978250000
2023-03-29,3032400000
2023-03-30,3043800000
2023-03-31,3139945196
2023-04-03,3111452045
2023-04-04,3006027388
2023-04-05,2934794511
2023-04-06,2943342456
2023-04-10,3085808209
2023-04-11,3114301360
2023-04-12,3068712319
2023-04-13,3097205470
2023-04-14,3071561634
2023-04-17,3108602730
2023-04-18,3134246566
2023-04-19,3102904100
2023-04-20,2991780813
2023-04-21,3006027388
2023-04-24,3037369853
2023-04-25,2940493141
2023-04-26,2923397251
2023-04-27,3048767114
2023-04-28,3040219169
2023-05-01,3122849305
2023-05-02,3088657525
2023-05-03,3111452045
2023-05-04,3000328758
2023-05-05,3256767113
2023-05-08,3251068483
2023-05-09,3310904099
2023-05-10,3339397250
2023-05-11,4054575330
2023-05-12,4179945193
2023-05-15,4248328754
2023-05-16,4162849302
2023-05-17,4188493138
2023-05-18,4060273960
2023-05-19,3994739714
2023-05-22,4008986289
2023-05-23,3920657522
2023-05-24,3940602727
2023-05-25,4026082179
2023-05-26,4091616426
2023-05-30,4060273960
2023-05-31,3912109577
2023-06-01,3792438344
2023-06-02,3829479440
2023-06-05,3749698618
2023-06-06,3860821906
2023-06-07,3895013687
2023-06-08,3795287659
2023-06-09,3664219167
2023-06-12,3661369852
2023-06-13,3732602728
2023-06-14,3758246564
2023-06-15,4071671220
2023-06-16,3866520536
2023-06-20,3835178070
2023-06-21,3815232865
2023-06-22,3829479440
2023-06-23,3732602728
2023-06-26,3812383550
2023-06-27,3977643823
2023-06-28,4000438344
2023-06-29,3926356152
2023-06-30,3898800000
2023-07-03,3910200000
2023-07-05,3821850000
2023-07-06,3787649999
2023-07-07,3895950000
2023-07-10,3978600000
2023-07-11,4072649999
2023-07-12,4218000000
2023-07-13,4406100000
2023-07-14,4303500000
2023-07-17,4357650000
2023-07-18,4491600000
2023-07-19,4497300000
2023-07-20,4548600000
2023-07-21,4474500000
2023-07-24,4540050000
2023-07-25,4414650000
2023-07-26,4588500000
2023-07-27,4522950000
2023-07-28,4582799999
2023-07-31,4582799999
2023-08-01,4560000000
2023-08-02,4491600000
2023-08-03,3763425000
2023-08-04,3656550000
2023-08-07,3565350000
2023-08-08,3662250000
2023-08-09,3810450000
2023-08-10,3733500000
2023-08-11,3696450000
2023-08-14,3727800000
2023-08-15,3670800000
2023-08-16,3608100000
2023-08-17,3553950000
2023-08-18,3608100000
2023-08-21,3636600000
2023-08-22,3639450000
2023-08-23,3710700000
2023-08-24,3653700000
2023-08-25,3645149999
2023-08-28,3676500000
2023-08-29,3730650000
2023-08-30,3682200000
2023-08-31,3679350000
2023-09-01,3810450000
2023-09-05,3707850000
2023-09-06,3759150000
2023-09-07,3622350000
2023-09-08,3625200000
2023-09-11,3522600000
2023-09-12,3568200000
2023-09-13,3628050000
2023-09-14,3622350000
2023-09-15,3648000000
2023-09-18,3522600000
2023-09-19,3536850000
2023-09-20,3687900000
2023-09-21,3556800000
2023-09-22,3516900000
2023-09-25,3559650000
2023-09-26,3511200000
2023-09-27,3459900000
2023-09-28,3468450000
2023-09-29,3542550000
2023-10-02,3582450000
2023-10-03,3502649999
2023-10-04,3459900000
2023-10-05,3294600000
2023-10-06,3411450000
2023-10-09,3437100000
2023-10-10,3479850000
2023-10-11,3508350000
2023-10-12,3465600000
2023-10-13,3420000000
2023-10-16,3502649999
2023-10-17,3653700000
2023-10-18,3539700000
2023-10-19,3528300000
2023-10-20,3499800000
2023-10-23,3442800000
2023-10-24,3485550000
2023-10-25,3485550000
2023-10-26,3516900000
2023-10-27,3394350000
2023-10-30,3357300000
2023-10-31,3391500000
2023-11-01,3363000000
2023-11-02,3411450000
2023-11-03,3582450000
2023-11-06,3562500000
2023-11-07,3670800000
2023-11-08,3633750000
2023-11-09,3534000000
2023-11-10,3662250000
2023-11-13,3707850000
2023-11-14,3893100000
2023-11-15,4001399999
2023-11-16,4035600000
2023-11-17,4041300000
2023-11-20,4049850000
2023-11-21,3987150000
2023-11-22,4015650000
2023-11-24,4018500000
2023-11-27,3995700000
2023-11-28,3950100000
2023-11-29,4001399999
2023-11-30,3958650000
2023-12-01,4055550000
2023-12-04,4126800000
2023-12-05,4007100000
2023-12-06,4015650000
2023-12-07,3995700000
2023-12-08,3981450000
2023-12-11,4032750000
2023-12-12,3998550000
2023-12-13,4141050000
2023-12-14,4275000000
2023-12-15,4166700000
2023-12-18,4075500000
2023-12-19,4223700000
2023-12-20,4118250000
2023-12-21,4186650000
2023-12-22,4192350000
2023-12-26,4203750000
2023-12-27,4155300000
2023-12-28,4123950000
2023-12-29,4081200000
2024-01-02,4049850000
2024-01-03,3878850000
2024-01-04,3850350000
2024-01-05,3844650000
2024-01-08,3938700000
2024-01-09,3819000000
2024-01-10,3793350000
2024-01-11,3762000000
2024-01-12,3762000000
2024-01-16,3793350000
2024-01-17,3955800000
2024-01-18,3970050000
2024-01-19,3890250000
2024-01-22,4018500000
2024-01-23,3998550000
2024-01-24,3987150000
2024-01-25,4112550000
2024-01-26,4180950000
2024-01-29,4189500000
2024-01-30,4044150000
2024-01-31,3972900000
2024-02-01,4001399999
2024-02-02,3990000000
2024-02-05,3844650000
2024-02-06,3952950000
2024-02-07,3921600000
2024-02-08,3878850000
2024-02-09,3836100000
2024-02-12,3884550000
2024-02-13,3303150000
2024-02-14,3340200000
2024-02-15,3494100000
2024-02-16,3508350000
2024-02-20,3531150000
2024-02-21,3562500000
2024-02-22,3539700000
2024-02-23,3482700000
2024-02-26,3365850000
2024-02-27,3385800000
2024-02-28,3363000000
2024-02-29,3385800000
2024-03-01,3343050000
2024-03-04,3360149999
2024-03-05,3380100000
2024-03-06,3437100000
2024-03-07,3528300000
2024-03-08,3494100000
2024-03-11,3582450000
2024-03-12,3605250000
2024-03-13,3582450000
2024-03-14,3531150000
2024-03-15,3531150000
2024-03-18,3548250000
2024-03-19,3571050000
2024-03-20,3747750000
2024-03-21,3784800000
2024-03-22,3730650000
2024-03-25,3722100000
2024-03-26,3724950000
2024-03-27,3867450000
2024-03-28,3913050000
2024-04-01,3861750000
2024-04-02,3824700000
2024-04-03,3827550000
2024-04-04,3744900000
2024-04-05,3690750000
2024-04-08,3742050000
2024-04-09,3836100000
2024-04-10,3610950000
2024-04-11,3582450000
2024-04-12,3496950000
2024-04-15,3457050000
2024-04-16,3471300000
2024-04-17,3411450000
2024-04-18,3337350000
2024-04-19,3385800000
2024-04-22,3388650000
2024-04-23,3434250000
2024-04-24,3400050000
2024-04-25,3345900000
2024-04-26,3374400000
2024-04-29,3454200000
2024-04-30,3408600000
2024-05-01,3400050000
2024-05-02,3516900000
2024-05-03,3488400000
2024-05-06,3536850000
2024-05-07,3539700000
2024-05-08,3610950000
2024-05-09,3710700000
2024-05-10,3706560000
2024-05-13,3715140000
2024-05-14,3738020000
2024-05-15,3732300000
2024-05-16,3760900000
2024-05-17,3703700000
2024-05-20,3606460000
2024-05-21,3549260000
2024-05-22,3592160000
2024-05-23,3494920000
2024-05-24,3529240000
2024-05-28,3483480000
2024-05-29,3400540000
2024-05-30,3437720000
2024-05-31,3520660000
2024-06-03,3569280000
2024-06-04,3500640000
2024-06-05,3480620000
2024-06-06,3489200000
2024-06-07,3452020000
2024-06-10,3411980000
2024-06-11,3329040000
2024-06-12,3426280000
2024-06-13,3371939999
2024-06-14,3289000000
2024-06-17,3297580000
2024-06-18,3214640000
2024-06-20,3206060000
2024-06-21,3226080000
2024-06-24,3214640000
2024-06-25,3166020000
2024-06-26,3166020000
2024-06-27,3177460000
2024-06-28,3246100000
2024-07-01,3168880000
2024-07-02,3186040000
2024-07-03,3166020000
2024-07-05,3105960000
2024-07-08,3105960000
2024-07-09,3031600000
2024-07-10,3177460000
2024-07-11,3246100000
2024-07-12,3246100000
2024-07-15,3271840000
2024-07-16,3417700000
2024-07-17,3503500000
2024-07-18,3520660000
2024-07-19,3460600000
2024-07-22,3414840000
2024-07-23,3480620000
2024-07-24,3429140000
2024-07-25,3380520000
2024-07-26,3460600000
2024-07-29,3398080000
2024-07-30,3326330000
2024-07-31,3357900000
2024-08-01,2824080000
2024-08-02,2654750000
2024-08-05,2396450000
2024-08-06,2318960000
2024-08-07,2207030000
2024-08-08,2270170000
2024-08-09,2209900000
