,BA
2009-04-14,26202096000
2009-04-15,26577018000
2009-04-16,27157086000
2009-04-17,27107568000
2009-04-20,25805951999
2009-04-21,25926210000
2009-04-22,26386019999
2009-04-23,26831682000
2009-04-24,27390528000
2009-04-27,27921078000
2009-04-28,27482490000
2009-04-29,28685069999
2009-04-30,28331369999
2009-05-01,29151954000
2009-05-04,29838132000
2009-05-05,30524310000
2009-05-06,31267080000
2009-05-07,30793122000
2009-05-08,32420142000
2009-05-11,31634928000
2009-05-12,31196340000
2009-05-13,30382830000
2009-05-14,30729456000
2009-05-15,30418200000
2009-05-18,31387338000
2009-05-19,31564188000
2009-05-20,31535892000
2009-05-21,30623346000
2009-05-22,30375756000
2009-05-26,31238783999
2009-05-27,30821418000
2009-05-28,31351968000
2009-05-29,31726890000
2009-06-01,33742980000
2009-06-02,34804080000
2009-06-03,34216938000
2009-06-04,35773218000
2009-06-05,37244610000
2009-06-08,37371942000
2009-06-09,37032390000
2009-06-10,36997020000
2009-06-11,35836884000
2009-06-12,36388656000
2009-06-15,35030448000
2009-06-16,34542342000
2009-06-17,34344269999
2009-06-18,34634304000
2009-06-19,34266456000
2009-06-22,33177060000
2009-06-23,31033638000
2009-06-24,29229768000
2009-06-25,30085722000
2009-06-26,29625912000
2009-06-29,30170610000
2009-06-30,29807174867
2009-07-01,29617811638
2009-07-02,28635928231
2009-07-06,28446565002
2009-07-07,27380520160
2009-07-08,27738206259
2009-07-09,27562869936
2009-07-10,27808340788
2009-07-13,28362403568
2009-07-14,28341363209
2009-07-15,29007641235
2009-07-16,29491569486
2009-07-17,29007641235
2009-07-20,29596771280
2009-07-21,30171874418
2009-07-22,29456502222
2009-07-23,29421434957
2009-07-24,29715999979
2009-07-27,29624825091
2009-07-28,30333183835
2009-07-29,30417345270
2009-07-30,30326170382
2009-07-31,30094726436
2009-08-03,30711910292
2009-08-04,30971408050
2009-08-05,30880233162
2009-08-06,31925237646
2009-08-07,32745811636
2009-08-10,32100573969
2009-08-11,31834062758
2009-08-12,32500340784
2009-08-13,32696717466
2009-08-14,31469363207
2009-08-17,30971408050
2009-08-18,30704896839
2009-08-19,30522547064
2009-08-20,31378188319
2009-08-21,32170708498
2009-08-24,33054403564
2009-08-25,33839910290
2009-08-26,33538331815
2009-08-27,36343712979
2009-08-28,35796663652
2009-08-31,34835820603
2009-09-01,34204609842
2009-09-02,33945112084
2009-09-03,33987192801
2009-09-04,34471121052
2009-09-08,34716591904
2009-09-09,35438977554
2009-09-10,35410923742
2009-09-11,36014080692
2009-09-14,35747569482
2009-09-15,36519049302
2009-09-16,36722439436
2009-09-17,37087138988
2009-09-18,37185327328
2009-09-21,37073112082
2009-09-22,37269488763
2009-09-23,36729452889
2009-09-24,36322672620
2009-09-25,36133309392
2009-09-28,37220394593
2009-09-29,38307479794
2009-09-30,39789420000
2009-10-01,38290428000
2009-10-02,37768720000
2009-10-05,38415344000
2009-10-06,38422692000
2009-10-07,38055292000
2009-10-08,38430040000
2009-10-09,38716612000
2009-10-12,37959768000
2009-10-13,38136120000
2009-10-14,38584348000
2009-10-15,38033248000
2009-10-16,39084012000
2009-10-19,39275060000
2009-10-20,38128772000
2009-10-21,37202924000
2009-10-22,37526236000
2009-10-23,36659172000
2009-10-26,35483492000
2009-10-27,35086700000
2009-10-28,34697256000
2009-10-29,35865588000
2009-10-30,35123440000
2009-11-02,35468796000
2009-11-03,35343880000
2009-11-04,35321836000
2009-11-05,36570996000
2009-11-06,36504864000
2009-11-09,37731980000
2009-11-10,36975136000
2009-11-11,37239664000
2009-11-12,36945744000
2009-11-13,37239664000
2009-11-16,38562304000
2009-11-17,38599044000
2009-11-18,38224296000
2009-11-19,37790764000
2009-11-20,37989160000
2009-11-23,38672524000
2009-11-24,38187556000
2009-11-25,38892964000
2009-11-27,38540260000
2009-11-30,38510868000
2009-12-01,39473456000
2009-12-02,39517544000
2009-12-03,39510196000
2009-12-04,40178864000
2009-12-07,41016536000
2009-12-08,40898968000
2009-12-09,40759356000
2009-12-10,40421348000
2009-12-11,40854880000
2009-12-14,41185540000
2009-12-15,40906316000
2009-12-16,40509524000
2009-12-17,40024556000
2009-12-18,39267712000
2009-12-21,39899640000
2009-12-22,40487480000
2009-12-23,40384608000
2009-12-24,40766704000
2009-12-28,40516872000
2009-12-29,40568308000
2009-12-30,40384608000
2009-12-31,39774724000
2010-01-04,41281064000
2010-01-05,42633096000
2010-01-06,43926344000
2010-01-07,45704560000
2010-01-08,45263680000
2010-01-11,44727276000
2010-01-12,44403964000
2010-01-13,44940368000
2010-01-14,45234288000
2010-01-15,44690536000
2010-01-19,44565620000
2010-01-20,44234960000
2010-01-21,43500160000
2010-01-22,42449396000
2010-01-25,42456744000
2010-01-26,42405308000
2010-01-27,45506164000
2010-01-28,45969088000
2010-01-29,44528880000
2010-02-01,45337160000
2010-02-02,45513512000
2010-02-03,45160808000
2010-02-04,43588336000
2010-02-05,42912320000
2010-02-08,42537572000
2010-02-09,43896952000
2010-02-10,43749992000
2010-02-11,44521532000
2010-02-12,43830820000
2010-02-16,45013848000
2010-02-17,45425336000
2010-02-18,46211572000
2010-02-19,46725932000
2010-02-22,47005156000
2010-02-23,46123396000
2010-02-24,46645104000
2010-02-25,46196876000
2010-02-26,46409968000
2010-03-01,47027200000
2010-03-02,47350512000
2010-03-03,47357860000
2010-03-04,48166140000
2010-03-05,49914964000
2010-03-08,49407952000
2010-03-09,49812092000
2010-03-10,51443348000
2010-03-11,51487435999
2010-03-12,51311084000
2010-03-15,50995120000
2010-03-16,50495456000
2010-03-17,50980424000
2010-03-18,52075276000
2010-03-19,51965056000
2010-03-22,52839468000
2010-03-23,53037864000
2010-03-24,53140735999
2010-03-25,53265652000
2010-03-26,53339132000
2010-03-29,54456028000
2010-03-30,54029844000
2010-03-31,53405672919
2010-04-01,53685168246
2010-04-05,52986429928
2010-04-06,53221794414
2010-04-07,53030560769
2010-04-08,53162953293
2010-04-09,53265925255
2010-04-12,52898168246
2010-04-13,52361243012
2010-04-14,52736355162
2010-04-15,53023205629
2010-04-16,52067037405
2010-04-19,52192074788
2010-04-20,52523056096
2010-04-21,54545719649
2010-04-22,55597504696
2010-04-23,55259168247
2010-04-26,54678112172
2010-04-27,53310056097
2010-04-28,53229149555
2010-04-29,54273579462
2010-04-30,53273280396
2010-05-03,54714887873
2010-05-04,53538065443
2010-05-05,52221495349
2010-05-06,49992887871
2010-05-07,49073495347
2010-05-10,52221495349
2010-05-11,52530411236
2010-05-12,53596906564
2010-05-13,52780486003
2010-05-14,51353588806
2010-05-17,51250616843
2010-05-18,49812686936
2010-05-19,48698383197
2010-05-20,46337383197
2010-05-21,47484785066
2010-05-24,46447710299
2010-05-25,46175570112
2010-05-26,46528616841
2010-05-27,47904028057
2010-05-28,47205289739
2010-06-01,46300607496
2010-06-02,47322971982
2010-06-03,47300906561
2010-06-04,44978521046
2010-06-07,44211747682
2010-06-08,44877387869
2010-06-09,45388570112
2010-06-10,46991990673
2010-06-11,48087906562
2010-06-14,47676018711
2010-06-15,49632486002
2010-06-16,49301504693
2010-06-17,49470672917
2010-06-18,49985532731
2010-06-21,49992887871
2010-06-22,48749869179
2010-06-23,49610420581
2010-06-24,49595710301
2010-06-25,50581299086
2010-06-28,49500093478
2010-06-29,46366803757
2010-06-30,46479424803
2010-07-01,46116477900
2010-07-02,45879451352
2010-07-06,45449840732
2010-07-07,46886814184
2010-07-08,47946026574
2010-07-09,47894177016
2010-07-12,47657150468
2010-07-13,47723814184
2010-07-14,47960840733
2010-07-15,47679371707
2010-07-16,45849823033
2010-07-19,46797929228
2010-07-20,47316424804
2010-07-21,46797929228
2010-07-22,49331150468
2010-07-23,50316292062
2010-07-26,50997743390
2010-07-27,50827380558
2010-07-28,49864460203
2010-07-29,49790389407
2010-07-30,50471840735
2010-08-02,51619938080
2010-08-03,51508831886
2010-08-04,51294026576
2010-08-05,50894044275
2010-08-06,50886637195
2010-08-09,51101442505
2010-08-10,50827380558
2010-08-11,48590442503
2010-08-12,47923805335
2010-08-13,48027504450
2010-08-16,47701592946
2010-08-17,48879318610
2010-08-18,48886725690
2010-08-19,47864548698
2010-08-20,47849734538
2010-08-23,46886814184
2010-08-24,45131336307
2010-08-25,45005415953
2010-08-26,45420212413
2010-08-27,46783115069
2010-08-30,45997964626
2010-08-31,45279477900
2010-09-01,46138699139
2010-09-02,46953477901
2010-09-03,47879362857
2010-09-07,46975699140
2010-09-08,47775663742
2010-09-09,46990513299
2010-09-10,47286796485
2010-09-13,47546044273
2010-09-14,46486831883
2010-09-15,46464610644
2010-09-16,46353504449
2010-09-17,46627566396
2010-09-20,47197911529
2010-09-21,47575672591
2010-09-22,47331238963
2010-09-23,46405354007
2010-09-24,47849734538
2010-09-27,47323831883
2010-09-28,47790477901
2010-09-29,48864504451
2010-09-30,49432566000
2010-10-01,49648007000
2010-10-04,49276557000
2010-10-05,50962939999
2010-10-06,50948082000
2010-10-07,50858933999
2010-10-08,51430967000
2010-10-11,51995571000
2010-10-12,52166438000
2010-10-13,53095063000
2010-10-14,53013344000
2010-10-15,52084719000
2010-10-18,52173867000
2010-10-19,51297245000
2010-10-20,53013344000
2010-10-21,53117350000
2010-10-22,52939054000
2010-10-25,53236214000
2010-10-26,52968770000
2010-10-27,52641894000
2010-10-28,52946483000
2010-10-29,52478456000
2010-11-01,52359592000
2010-11-02,51839562000
2010-11-03,51215526000
2010-11-04,52634464999
2010-11-05,52946483000
2010-11-08,52159008999
2010-11-09,51445825000
2010-11-10,49826302999
2010-11-11,48563373000
2010-11-12,46869561000
2010-11-15,47255869000
2010-11-16,46639262000
2010-11-17,46431250000
2010-11-18,47998769000
2010-11-19,47241011000
2010-11-22,47567887000
2010-11-23,47248440000
2010-11-24,48593089000
2010-11-26,48221639000
2010-11-29,47813044000
2010-11-30,47374733000
2010-12-01,48823388000
2010-12-02,49469711000
2010-12-03,49432566000
2010-12-06,49469711000
2010-12-07,49202267000
2010-12-08,48422222000
2010-12-09,47998769000
2010-12-10,47664464000
2010-12-13,47389591000
2010-12-14,47909621000
2010-12-15,47723896000
2010-12-16,47842760000
2010-12-17,48310787000
2010-12-20,47003283000
2010-12-21,47686751000
2010-12-22,47998769000
2010-12-23,48333074000
2010-12-27,48102775000
2010-12-28,48184494000
2010-12-29,48325645000
2010-12-30,48295929000
2010-12-31,48481654000
2011-01-03,49328560000
2011-01-04,49729726000
2011-01-05,50130892000
2011-01-06,51111520000
2011-01-07,51542402000
2011-01-10,51326961000
2011-01-11,51230383999
2011-01-12,52114435000
2011-01-13,51876707000
2011-01-14,52055002999
2011-01-18,53837963000
2011-01-19,53288217000
2011-01-20,52835048000
2011-01-21,53251072000
2011-01-24,54031117000
2011-01-25,53667096000
2011-01-26,52017858000
2011-01-27,52419024000
2011-01-28,51430967000
2011-01-31,51616692000
2011-02-01,52218441000
2011-02-02,52745900000
2011-02-03,52731042000
2011-02-04,53028202000
2011-02-07,53436797000
2011-02-08,54016258999
2011-02-09,53956827000
2011-02-10,53979114000
2011-02-11,53592806000
2011-02-14,53681954000
2011-02-15,53043060000
2011-02-16,53845392000
2011-02-17,53667096000
2011-02-18,54261416000
2011-02-22,52693897000
2011-02-23,52173867000
2011-02-24,52567604000
2011-02-25,53711670000
2011-02-28,53496229000
2011-03-01,52092148000
2011-03-02,51683552999
2011-03-03,53273358999
2011-03-04,53340220000
2011-03-07,52656752000
2011-03-08,53518516000
2011-03-09,53555661000
2011-03-10,52961341000
2011-03-11,53221356000
2011-03-14,52552746000
2011-03-15,51772701000
2011-03-16,50286901000
2011-03-17,50740070000
2011-03-18,51334389999
2011-03-21,52894480000
2011-03-22,53377364999
2011-03-23,54023688000
2011-03-24,54053404000
2011-03-25,54484286000
2011-03-28,54454570000
2011-03-29,54692298000
2011-03-30,54826020000
2011-03-31,55114815000
2011-04-01,55174455000
2011-04-04,55129725000
2011-04-05,54592965000
2011-04-06,54958260000
2011-04-07,55383195000
2011-04-08,54771885000
2011-04-11,54988080000
2011-04-12,54481140000
2011-04-13,53772915000
2011-04-14,53899650000
2011-04-15,54123299999
2011-04-18,54264945000
2011-04-19,54533325000
2011-04-20,55964684999
2011-04-21,56240520000
2011-04-25,55837950000
2011-04-26,56322525000
2011-04-27,56747460000
2011-04-28,58559025000
2011-04-29,59475990000
2011-05-02,59289615000
2011-05-03,59274705000
2011-05-04,58775220000
2011-05-05,58484475000
2011-05-06,59125605000
2011-05-09,59371620000
2011-05-10,59602725000
2011-05-11,58954140000
2011-05-12,59200155000
2011-05-13,58916865000
2011-05-16,57977535000
2011-05-17,57164940000
2011-05-18,57507870000
2011-05-19,58163910000
2011-05-20,57791160000
2011-05-23,56866740000
2011-05-24,56337434999
2011-05-25,56896559999
2011-05-26,57150030000
2011-05-27,57396045000
2011-05-31,58171365000
2011-06-01,56173424999
2011-06-02,56426895000
2011-06-03,55793220000
2011-06-06,55599390000
2011-06-07,55301190000
2011-06-08,55055174999
2011-06-09,55301190000
2011-06-10,54190395000
2011-06-13,54376770000
2011-06-14,55644120000
2011-06-15,55055174999
2011-06-16,55174455000
2011-06-17,55286280000
2011-06-20,55554660000
2011-06-21,55152090000
2011-06-22,53765460000
2011-06-23,53116875000
2011-06-24,53124330000
2011-06-27,53392710000
2011-06-28,53743095000
2011-06-29,54212760000
2011-06-30,55299640000
2011-07-01,55553960000
2011-07-05,55464200000
2011-07-06,55905519999
2011-07-07,56840519999
2011-07-08,56152359999
2011-07-11,54865799999
2011-07-12,53803640000
2011-07-13,53983160000
2011-07-14,53250120000
2011-07-15,53317440000
2011-07-18,52023400000
2011-07-19,52756440000
2011-07-20,53908359999
2011-07-21,54521720000
2011-07-22,54357160000
2011-07-25,53339880000
2011-07-26,52479680000
2011-07-27,52831240000
2011-07-28,52853680000
2011-07-29,52711560000
2011-08-01,52606840000
2011-08-02,50639600000
2011-08-03,50370320000
2011-08-04,47191320000
2011-08-05,46937000000
2011-08-08,43915080000
2011-08-09,46630320000
2011-08-10,42942680000
2011-08-11,44019800000
2011-08-12,46189000000
2011-08-15,46899600000
2011-08-16,46548040000
2011-08-17,46510640000
2011-08-18,44079640000
2011-08-19,43039920000
2011-08-22,43668240000
2011-08-23,45455960000
2011-08-24,46144120000
2011-08-25,45702800000
2011-08-26,46974400000
2011-08-29,48320799999
2011-08-30,49390440000
2011-08-31,50011280000
2011-09-01,49405400000
2011-09-02,47894440000
2011-09-06,46951960000
2011-09-07,48545200000
2011-09-08,46981880000
2011-09-09,46218920000
2011-09-12,46667720000
2011-09-13,47011800000
2011-09-14,47146440000
2011-09-15,48111359999
2011-09-16,48904240000
2011-09-19,47984200000
2011-09-20,47542880000
2011-09-21,45642960000
2011-09-22,43922560000
2011-09-23,44513480000
2011-09-26,46383480000
2011-09-27,46959440000
2011-09-28,46316160000
2011-09-29,46652760000
2011-09-30,45533775000
2011-10-03,43833125000
2011-10-04,44502850000
2011-10-05,45119900000
2011-10-06,46263700000
2011-10-07,46512025000
2011-10-10,48182575000
2011-10-11,48137425000
2011-10-12,48400799999
2011-10-13,47806325000
2011-10-14,48077225000
2011-10-17,46489450000
2011-10-18,47761175000
2011-10-19,47490275000
2011-10-20,47023725000
2011-10-21,48603975000
2011-10-24,48724375000
2011-10-25,47949300000
2011-10-26,50086400000
2011-10-27,50786224999
2011-10-28,51297925000
2011-10-31,49506975000
2011-11-01,47535425000
2011-11-02,48461000000
2011-11-03,49807975000
2011-11-04,49514500000
2011-11-07,49883225000
2011-11-08,50154125000
2011-11-09,48573875000
2011-11-10,48784575000
2011-11-11,50357300000
2011-11-14,51124850000
2011-11-15,51124850000
2011-11-16,49920850000
2011-11-17,49732725000
2011-11-18,50763649999
2011-11-21,49333900000
2011-11-22,48423374999
2011-11-23,46925900000
2011-11-25,47241950000
2011-11-28,48904974999
2011-11-29,49108150000
2011-11-30,51689225000
2011-12-01,53412450000
2011-12-02,53653250000
2011-12-05,53495225000
2011-12-06,53329675000
2011-12-07,53126499999
2011-12-08,52802925000
2011-12-09,54127325000
2011-12-12,53352250000
2011-12-13,53352250000
2011-12-14,52629850000
2011-12-15,53134025000
2011-12-16,53435025000
2011-12-19,52795400000
2011-12-20,54511100000
2011-12-21,55376475000
2011-12-22,55903225000
2011-12-23,55662425000
2011-12-27,55888175000
2011-12-28,55128150000
2011-12-29,55767775000
2011-12-30,55195874999
2012-01-03,55679844000
2012-01-04,55762366000
2012-01-05,55162206000
2012-01-06,55499796000
2012-01-09,55912406000
2012-01-10,56265000000
2012-01-11,56069947999
2012-01-12,56647602000
2012-01-13,55964919999
2012-01-17,56445047999
2012-01-18,56310012000
2012-01-19,56685112000
2012-01-20,56655104000
2012-01-23,56647602000
2012-01-24,56535072000
2012-01-25,56880163999
2012-01-26,56497562000
2012-01-27,55927410000
2012-01-30,55634832000
2012-01-31,55649836000
2012-02-01,56542574000
2012-02-02,56430044000
2012-02-03,57270268000
2012-02-06,56610091999
2012-02-07,56415040000
2012-02-08,56610091999
2012-02-09,56940180000
2012-02-10,56227490000
2012-02-13,56152469999
2012-02-14,56685112000
2012-02-15,56422541999
2012-02-16,56467554000
2012-02-17,56527569999
2012-02-21,56805144000
2012-02-22,57060212000
2012-02-23,56902669999
2012-02-24,57060212000
2012-02-27,56422541999
2012-02-28,56385032000
2012-02-29,56227490000
2012-03-01,56325016000
2012-03-02,56189980000
2012-03-05,55612326000
2012-03-06,54434512000
2012-03-07,55154704000
2012-03-08,55642334000
2012-03-09,54982158000
2012-03-12,55214719999
2012-03-13,55747362000
2012-03-14,56437546000
2012-03-15,56587586000
2012-03-16,56415040000
2012-03-19,56565080000
2012-03-20,56370028000
2012-03-21,56272502000
2012-03-22,55454784000
2012-03-23,55492294000
2012-03-26,56400036000
2012-03-27,56122462000
2012-03-28,55762366000
2012-03-29,55574816000
2012-03-30,55792374000
2012-04-02,56640595000
2012-04-03,56248775000
2012-04-04,55510345000
2012-04-05,55450065000
2012-04-09,54576005000
2012-04-10,53197099999
2012-04-11,54078695000
2012-04-12,55382250000
2012-04-13,54945220000
2012-04-16,54764380000
2012-04-17,55826815000
2012-04-18,55540484999
2012-04-19,55080849999
2012-04-20,55419925000
2012-04-23,54900010000
2012-04-24,55163734999
2012-04-25,58079780000
2012-04-26,58011964999
2012-04-27,58222945000
2012-04-30,57868800000
2012-05-01,58207875000
2012-05-02,58215410000
2012-05-03,57891405000
2012-05-04,57145440000
2012-05-07,57235859999
2012-05-08,56813900000
2012-05-09,55796675000
2012-05-10,55608300000
2012-05-11,55427460000
2012-05-14,55095920000
2012-05-15,54689030000
2012-05-16,54515724999
2012-05-17,52541555000
2012-05-18,52104525000
2012-05-21,54086230000
2012-05-22,53860180000
2012-05-23,53927994999
2012-05-24,53792365000
2012-05-25,52745000000
2012-05-29,53046400000
2012-05-30,52285365000
2012-05-31,52451135000
2012-06-01,50665339999
2012-06-04,50861250000
2012-06-05,50921530000
2012-06-06,52006570000
2012-06-07,52707325000
2012-06-08,52699790000
2012-06-11,52827885000
2012-06-12,54689030000
2012-06-13,54297210000
2012-06-14,54138974999
2012-06-15,54244464999
2012-06-18,54176650000
2012-06-19,54945220000
2012-06-20,55013035000
2012-06-21,53777295000
2012-06-22,54221859999
2012-06-25,53536175000
2012-06-26,53445755000
2012-06-27,54154045000
2012-06-28,53935530000
2012-06-29,55985050000
2012-07-02,55404578000
2012-07-03,56229817000
2012-07-05,56358524000
2012-07-06,55790699000
2012-07-09,56048113000
2012-07-10,55434862000
2012-07-11,54147792000
2012-07-12,54291640999
2012-07-13,55654421000
2012-07-16,55245587000
2012-07-17,55351581000
2012-07-18,55942119000
2012-07-19,56676506000
2012-07-20,55942119000
2012-07-23,55200161000
2012-07-24,54533913000
2012-07-25,56048113000
2012-07-26,56714361000
2012-07-27,57168621000
2012-07-30,56676506000
2012-07-31,55957261000
2012-08-01,55094167000
2012-08-02,54503628999
2012-08-03,55124451000
2012-08-06,55185019000
2012-08-07,56373665999
2012-08-08,56479659999
2012-08-09,56237388000
2012-08-10,56184390999
2012-08-13,56169249000
2012-08-14,55881551000
2012-08-15,55321296999
2012-08-16,55752844000
2012-08-17,55957261000
2012-08-20,55896693000
2012-08-21,55472717000
2012-08-22,55116880000
2012-08-23,53269556000
2012-08-24,53822239000
2012-08-27,54041798000
2012-08-28,54147792000
2012-08-29,54087224000
2012-08-30,53617821999
2012-08-31,54056940000
2012-09-04,53655677000
2012-09-05,54450632000
2012-09-06,55132021999
2012-09-07,55185019000
2012-09-10,53814668000
2012-09-11,53958517000
2012-09-12,53723815999
2012-09-13,54193218000
2012-09-14,53966088000
2012-09-17,52936432000
2012-09-18,53337695000
2012-09-19,52921290000
2012-09-20,52883434999
2012-09-21,52974287000
2012-09-24,53019713000
2012-09-25,52527598000
2012-09-26,53186275000
2012-09-27,53072709999
2012-09-28,52690374500
2012-10-01,53077348845
2012-10-02,52713441868
2012-10-03,52963627915
2012-10-04,53024279077
2012-10-05,53744511636
2012-10-08,53501906984
2012-10-09,53554976752
2012-10-10,53327534891
2012-10-11,53699023264
2012-10-12,54472325589
2012-10-15,54775581403
2012-10-16,55708093031
2012-10-17,55821813962
2012-10-18,56299441869
2012-10-19,56109906985
2012-10-22,55874883729
2012-10-23,55207720938
2012-10-24,55124325589
2012-10-25,54237302333
2012-10-26,53911302333
2012-10-31,53403348845
2012-11-01,53668697682
2012-11-02,53107674426
2012-11-05,53380604659
2012-11-06,54601209310
2012-11-07,53153162798
2012-11-08,53812744194
2012-11-09,55533720938
2012-11-12,55867302334
2012-11-13,55617116287
2012-11-14,54047767450
2012-11-15,53858232566
2012-11-16,53653534891
2012-11-19,54555720938
2012-11-20,54995441868
2012-11-21,55457906985
2012-11-23,55905209310
2012-11-26,56307023264
2012-11-27,56473813962
2012-11-28,56170558148
2012-11-29,56193302334
2012-11-30,56314604659
2012-12-03,56117488380
2012-12-04,56140232566
2012-12-05,56003767450
2012-12-06,56087162799
2012-12-07,56587534892
2012-12-10,57262279078
2012-12-11,57482139543
2012-12-12,57216790706
2012-12-13,56344930241
2012-12-14,56117488380
2012-12-17,56595116287
2012-12-18,57254697683
2012-12-19,57247116287
2012-12-20,57770232567
2012-12-21,57747488380
2012-12-24,57595860473
2012-12-26,57633767450
2012-12-27,57489720939
2012-12-28,56625441869
2012-12-31,57364032000
2013-01-02,58665683999
2013-01-03,58970164000
2013-01-04,59137628000
2013-01-07,57950156000
2013-01-08,56427756000
2013-01-09,58429712000
2013-01-10,58680908000
2013-01-11,57211792000
2013-01-14,58269860000
2013-01-15,58566728000
2013-01-16,56587608000
2013-01-17,57287912000
2013-01-18,57120448000
2013-01-22,56450592000
2013-01-23,56549548000
2013-01-24,57333583999
2013-01-25,57112836000
2013-01-28,56328800000
2013-01-29,56062380000
2013-01-30,56777908000
2013-01-31,56229844000
2013-02-01,56991044000
2013-02-04,57249851999
2013-02-05,57767468000
2013-02-06,58071948000
2013-02-07,58939716000
2013-02-08,58277472000
2013-02-11,57752244000
2013-02-12,57843587999
2013-02-13,56922536000
2013-02-14,57036716000
2013-02-15,57112836000
2013-02-19,56823580000
2013-02-20,56922536000
2013-02-21,57858812000
2013-02-22,58353592000
2013-02-25,57112836000
2013-02-26,57584780000
2013-02-27,58886432000
2013-02-28,58536280000
2013-03-01,58825536000
2013-03-04,58680908000
2013-03-05,59875992000
2013-03-06,60195696000
2013-03-07,61695260000
2013-03-08,61832276000
2013-03-11,63133928000
2013-03-12,64062592000
2013-03-13,64511700000
2013-03-14,64412744000
2013-03-15,65790516000
2013-03-18,64839016000
2013-03-19,65090212000
2013-03-20,64983644000
2013-03-21,64191996000
2013-03-22,64564983999
2013-03-25,64587819999
2013-03-26,65935144000
2013-03-27,65615440000
2013-03-28,65349019999
2013-04-01,64909350000
2013-04-02,64026126000
2013-04-03,64231704000
2013-04-04,64680930000
2013-04-05,65609838000
2013-04-08,66051450000
2013-04-09,66401693999
2013-04-10,66866147999
2013-04-11,67406742000
2013-04-12,67680846000
2013-04-15,66066678000
2013-04-16,66158046000
2013-04-17,66005766000
2013-04-18,65571768000
2013-04-19,66972743999
2013-04-22,66196116000
2013-04-23,67140252000
2013-04-24,69157962000
2013-04-25,69797538000
2013-04-26,70695990000
2013-04-29,69972660000
2013-04-30,69599574000
2013-05-01,69424452000
2013-05-02,70208694000
2013-05-03,71373636000
2013-05-06,71716266000
2013-05-07,72173106000
2013-05-08,71602056000
2013-05-09,72036054000
2013-05-10,71754336000
2013-05-13,72150264000
2013-05-14,73178154000
2013-05-15,73871028000
2013-05-16,73536012000
2013-05-17,75317688000
2013-05-20,75165408000
2013-05-21,75188250000
2013-05-22,74563902000
2013-05-23,75949650000
2013-05-24,76140000000
2013-05-28,76223754000
2013-05-29,75447126000
2013-05-30,76551156000
2013-05-31,75393828000
2013-06-03,76703436000
2013-06-04,75843054000
2013-06-05,74990286000
2013-06-06,75957264000
2013-06-07,78035886000
2013-06-10,77845536000
2013-06-11,77472450000
2013-06-12,76810032000
2013-06-13,77784624000
2013-06-14,77533362000
2013-06-17,78447042000
2013-06-18,79246512000
2013-06-19,77853150000
2013-06-20,75865896000
2013-06-21,76124772000
2013-06-24,74502990000
2013-06-25,75127338000
2013-06-26,76711050000
2013-06-27,78538410000
2013-06-28,77997816000
2013-07-01,78214624000
2013-07-02,76873672000
2013-07-03,77949464000
2013-07-05,78941920000
2013-07-08,79070712000
2013-07-09,79305568000
2013-07-10,79926800000
2013-07-11,80972288000
2013-07-12,77176712000
2013-07-15,80048016000
2013-07-16,78964648000
2013-07-17,79388904000
2013-07-18,81540488000
2013-07-19,81032896000
2013-07-22,80957136000
2013-07-23,81661704000
2013-07-24,81025320000
2013-07-25,80835920000
2013-07-26,80002560000
2013-07-29,79404056000
2013-07-30,80101048000
2013-07-31,79623760000
2013-08-01,80835920000
2013-08-02,81745040000
2013-08-05,81442000000
2013-08-06,81093504000
2013-08-07,80623792000
2013-08-08,80184384000
2013-08-09,79798008000
2013-08-12,78972224000
2013-08-13,80479848000
2013-08-14,78911616000
2013-08-15,77828248000
2013-08-16,78388872000
2013-08-19,79335872000
2013-08-20,79267688000
2013-08-21,78722216000
2013-08-22,79654064000
2013-08-23,79911648000
2013-08-26,79949528000
2013-08-27,78191896000
2013-08-28,78237352000
2013-08-29,79494968000
2013-08-30,78729792000
2013-09-03,79555576000
2013-09-04,80585912000
2013-09-05,80798040000
2013-09-06,80358632000
2013-09-09,81207144000
2013-09-10,81949592000
2013-09-11,82752648000
2013-09-12,83184480000
2013-09-13,84343608000
2013-09-16,87631592000
2013-09-17,88722536000
2013-09-18,89699840000
2013-09-19,90184704000
2013-09-20,88358888000
2013-09-23,89025576000
2013-09-24,90154400000
2013-09-25,89783176000
2013-09-26,90442288000
2013-09-27,89957424000
2013-09-30,88881901865
2013-10-01,89071012294
2013-10-02,89139092049
2013-10-03,87172343582
2013-10-04,88654969349
2013-10-07,88269184073
2013-10-08,87323631925
2013-10-09,86589883459
2013-10-10,89940920270
2013-10-11,89244993889
2013-10-14,90364527632
2013-10-15,89396282233
2013-10-16,91030196344
2013-10-17,92505257694
2013-10-18,92679239289
2013-10-21,91884975485
2013-10-22,92648981620
2013-10-23,97596110456
2013-10-24,97565852787
2013-10-25,99237588984
2013-10-28,98246650333
2013-10-29,98080233155
2013-10-30,98095361990
2013-10-31,98715644199
2013-11-01,100629441745
2013-11-04,100447895733
2013-11-05,101037920273
2013-11-06,100674828248
2013-11-07,99479650334
2013-11-08,100977404935
2013-11-11,100251220886
2013-11-12,100099932542
2013-11-13,100735343586
2013-11-14,102187711684
2013-11-15,102936588985
2013-11-18,104661276102
2013-11-19,103617386531
2013-11-20,100190705549
2013-11-21,100553797573
2013-11-22,102853380396
2013-11-25,100606748494
2013-11-26,101953214752
