,TSCO
2009-07-01,1523517520
2009-07-02,1450008160
2009-07-06,1464421760
2009-07-07,1454332240
2009-07-08,1611440480
2009-07-09,1617205920
2009-07-10,1621530000
2009-07-13,1657564000
2009-07-14,1657564000
2009-07-15,1670536240
2009-07-16,1692156640
2009-07-17,1713777040
2009-07-20,1728190640
2009-07-21,1697922080
2009-07-22,1742604240
2009-07-23,1725307920
2009-07-24,1716659760
2009-07-27,1686391200
2009-07-28,1687832560
2009-07-29,1697922080
2009-07-30,1736838800
2009-07-31,1728190640
2009-08-03,1744045600
2009-08-04,1706570240
2009-08-05,1697922080
2009-08-06,1689273920
2009-08-07,1758459200
2009-08-10,1715218400
2009-08-11,1697922080
2009-08-12,1708011600
2009-08-13,1687832560
2009-08-14,1663329439
2009-08-17,1615764560
2009-08-18,1630178160
2009-08-19,1654681280
2009-08-20,1650357200
2009-08-21,1696480720
2009-08-24,1687832560
2009-08-25,1705128880
2009-08-26,1708011600
2009-08-27,1710894320
2009-08-28,1712335680
2009-08-31,1696480720
2009-09-01,1648915840
2009-09-02,1664770800
2009-09-03,1692156640
2009-09-04,1697922080
2009-09-08,1713777040
2009-09-09,1690715280
2009-09-10,1682067120
2009-09-11,1660446720
2009-09-14,1703687520
2009-09-15,1719542480
2009-09-16,1738280160
2009-09-17,1739721520
2009-09-18,1733956080
2009-09-21,1735397439
2009-09-22,1733956080
2009-09-23,1719542480
2009-09-24,1705128880
2009-09-25,1719542480
2009-09-28,1748455800
2009-09-29,1751348200
2009-09-30,1751348200
2009-10-01,1710854600
2009-10-02,1687715400
2009-10-05,1762917800
2009-10-06,1827996800
2009-10-07,1836674000
2009-10-08,1916215000
2009-10-09,1927784600
2009-10-12,1942246600
2009-10-13,1923446000
2009-10-14,1887291000
2009-10-15,1895968200
2009-10-16,1893075800
2009-10-19,1910430200
2009-10-20,1904645400
2009-10-21,1842458800
2009-10-22,1720978000
2009-10-23,1684823000
2009-10-26,1676145800
2009-10-27,1663130000
2009-10-28,1616851600
2009-10-29,1661683800
2009-10-30,1616851600
2009-11-02,1638544600
2009-11-03,1666022400
2009-11-04,1660237600
2009-11-05,1674699600
2009-11-06,1722424200
2009-11-09,1739778600
2009-11-10,1735440000
2009-11-11,1738332400
2009-11-12,1715193200
2009-11-13,1731101400
2009-11-16,1771595000
2009-11-17,1733993800
2009-11-18,1748455800
2009-11-19,1716639400
2009-11-20,1725316600
2009-11-23,1748455800
2009-11-24,1735440000
2009-11-25,1742671000
2009-11-27,1707962200
2009-11-30,1687715400
2009-12-01,1715193200
2009-12-02,1774487400
2009-12-03,1849689799
2009-12-04,1854028400
2009-12-07,1823658200
2009-12-08,1809196200
2009-12-09,1794734200
2009-12-10,1781718400
2009-12-11,1803411400
2009-12-14,1813534799
2009-12-15,1810642400
2009-12-16,1807750000
2009-12-17,1823658200
2009-12-18,1868490400
2009-12-21,1898860600
2009-12-22,1921999799
2009-12-23,1940800400
2009-12-24,1953816200
2009-12-28,1956708600
2009-12-29,1959601000
2009-12-30,1945139000
2009-12-31,1914768800
2010-01-04,1929230800
2010-01-05,1908984000
2010-01-06,1904645400
2010-01-07,1930677000
2010-01-08,1929230800
2010-01-11,1913322600
2010-01-12,1914768800
2010-01-13,1926338400
2010-01-14,1910430200
2010-01-15,1895968200
2010-01-19,1911876400
2010-01-20,1848243600
2010-01-21,1835227800
2010-01-22,1812088600
2010-01-25,1852582200
2010-01-26,1830889200
2010-01-27,1888737200
2010-01-28,1862705600
2010-01-29,1825104400
2010-02-01,1885844799
2010-02-02,1913322600
2010-02-03,1885844799
2010-02-04,1836674000
2010-02-05,1829443000
2010-02-08,1813534799
2010-02-09,1856920800
2010-02-10,1842458800
2010-02-11,1875721400
2010-02-12,1871382800
2010-02-16,1895968200
2010-02-17,1942246600
2010-02-18,1924892200
2010-02-19,1932123200
2010-02-22,1929230800
2010-02-23,1932123200
2010-02-24,1979847800
2010-02-25,1985632600
2010-02-26,1978401600
2010-03-01,2072404600
2010-03-02,2059388800
2010-03-03,2052157800
2010-03-04,2044926800
2010-03-05,2078189400
2010-03-08,2086866600
2010-03-09,2075297000
2010-03-10,2089759000
2010-03-11,2095543800
2010-03-12,2108559600
2010-03-15,2098436200
2010-03-16,2179423400
2010-03-17,2133145000
2010-03-18,2154838000
2010-03-19,2143268400
2010-03-22,2180869600
2010-03-23,2166407600
2010-03-24,2124467800
2010-03-25,2099882400
2010-03-26,2105667200
2010-03-29,2117487240
2010-03-30,2143647000
2010-03-31,2108767320
2010-04-01,2158180200
2010-04-05,2216313000
2010-04-06,2233752840
2010-04-07,2418324480
2010-04-08,2415417840
2010-04-09,2413964520
2010-04-12,2409604559
2010-04-13,2427044400
2010-04-14,2432857680
2010-04-15,2432857680
2010-04-16,2431404360
2010-04-19,2476457280
2010-04-20,2467737360
2010-04-21,2514243600
2010-04-22,2538950040
2010-04-23,2534590080
2010-04-26,2550576600
2010-04-27,2457564120
2010-04-28,2435764320
2010-04-29,2530230120
2010-04-30,2440124280
2010-05-03,2467737360
2010-05-04,2415417840
2010-05-05,2395071360
2010-05-06,2326765320
2010-05-07,2291885640
2010-05-10,2425591080
2010-05-11,2464830720
2010-05-12,2536043400
2010-05-13,2527323480
2010-05-14,2485177200
2010-05-17,2527323480
2010-05-18,2425591080
2010-05-19,2435764320
2010-05-20,2368911600
2010-05-21,2387804760
2010-05-24,2390711400
2010-05-25,2397978000
2010-05-26,2348565120
2010-05-27,2486630520
2010-05-28,2461924080
2010-06-01,2408151240
2010-06-02,2454657480
2010-06-03,2456110800
2010-06-04,2334031920
2010-06-07,2270085840
2010-06-08,2318045400
2010-06-09,2334031920
2010-06-10,2374724880
2010-06-11,2416871160
2010-06-14,2466284040
2010-06-15,2485177200
2010-06-16,2470644000
2010-06-17,2418324480
2010-06-18,2441577600
2010-06-21,2395071360
2010-06-22,2300605560
2010-06-23,2338391880
2010-06-24,2271539160
2010-06-25,2254099320
2010-06-28,2288352000
2010-06-29,2225916000
2010-06-30,2212848000
2010-07-01,2223012000
2010-07-02,2231724000
2010-07-06,2224464000
2010-07-07,2314488000
2010-07-08,2374020000
2010-07-09,2385636000
2010-07-12,2392896000
2010-07-13,2445168000
2010-07-14,2465496000
2010-07-15,2497440000
2010-07-16,2423388000
2010-07-19,2469852000
2010-07-20,2500344000
2010-07-21,2442264000
2010-07-22,2484372000
2010-07-23,2530836000
2010-07-26,2546808000
2010-07-27,2506152000
2010-07-28,2472756000
2010-07-29,2519220000
2010-07-30,2523576000
2010-08-02,2559876000
2010-08-03,2513412000
2010-08-04,2536644000
2010-08-05,2551164000
2010-08-06,2555520000
2010-08-09,2613600000
2010-08-10,2581656000
2010-08-11,2475660000
2010-08-12,2501796000
2010-08-13,2488728000
2010-08-16,2513412000
2010-08-17,2516315999
2010-08-18,2552615999
2010-08-19,2542452000
2010-08-20,2570040000
2010-08-23,2577300000
2010-08-24,2497440000
2010-08-25,2468400000
2010-08-26,2435004000
2010-08-27,2491632000
2010-08-30,2478564000
2010-08-31,2468400000
2010-09-01,2549712000
2010-09-02,2591820000
2010-09-03,2636832000
2010-09-07,2661515999
2010-09-08,2703624000
2010-09-09,2665872000
2010-09-10,2673132000
2010-09-13,2697815999
2010-09-14,2739924000
2010-09-15,2770415999
2010-09-16,2738472000
2010-09-17,2735568000
2010-09-20,2806715999
2010-09-21,2803812000
2010-09-22,2758800000
2010-09-23,2757348000
2010-09-24,2802360000
2010-09-27,2787471360
2010-09-28,2879078400
2010-09-29,2851450880
2010-09-30,2883440639
2010-10-01,2849996800
2010-10-04,2807828480
2010-10-05,2831093760
2010-10-06,2838364160
2010-10-07,2836910080
2010-10-08,2804920320
2010-10-11,2825277440
2010-10-12,2906705920
2010-10-13,2892165120
2010-10-14,2887802880
2010-10-15,2881986560
2010-10-18,2810736639
2010-10-19,2775838720
2010-10-20,2762752000
2010-10-21,2724945920
2010-10-22,2786017280
2010-10-25,2868899840
2010-10-26,2899435520
2010-10-27,2838364160
2010-10-28,2832547840
2010-10-29,2877624320
2010-11-01,2841272320
2010-11-02,2887802880
2010-11-03,2883440639
2010-11-04,2986680320
2010-11-05,3030302720
2010-11-08,3041935360
2010-11-09,3007037440
2010-11-10,3025940480
2010-11-11,3034664960
2010-11-12,2957598720
2010-11-15,2945966080
2010-11-16,2941603840
2010-11-17,2960506880
2010-11-18,2973593600
2010-11-19,3017216000
2010-11-22,3050659840
2010-11-23,3041935360
2010-11-24,3082649600
2010-11-26,3075379200
2010-11-29,3053568000
2010-11-30,3088465920
2010-12-01,3184435200
2010-12-02,3303669760
2010-12-03,3342929920
2010-12-06,3345838080
2010-12-07,3370557440
2010-12-08,3357470720
2010-12-09,3404001280
2010-12-10,3465072639
2010-12-13,3459256320
2010-12-14,3472343040
2010-12-15,3454894080
2010-12-16,3530506240
2010-12-17,3524689920
2010-12-20,3518873600
2010-12-21,3501424639
2010-12-22,3502878720
2010-12-23,3518873600
2010-12-27,3521781760
2010-12-28,3510149120
2010-12-29,3517419520
2010-12-30,3558133760
2010-12-31,3526144000
2011-01-03,3577036800
2011-01-04,3441807360
2011-01-05,3475251200
2011-01-06,3417088000
2011-01-07,3424358400
2011-01-10,3476705280
2011-01-11,3412725760
2011-01-12,3415633920
2011-01-13,3369103360
2011-01-14,3392368639
2011-01-18,3396730880
2011-01-19,3415633920
2011-01-20,3421450240
2011-01-21,3369103360
2011-01-24,3462164480
2011-01-25,3515965440
2011-01-26,3530506240
2011-01-27,3853312000
2011-01-28,3684638720
2011-01-31,3731169280
2011-02-01,3757342720
2011-02-02,3697725440
2011-02-03,3780608000
2011-02-04,3812597760
2011-02-07,3812597760
2011-02-08,3878031360
2011-02-09,3847495680
2011-02-10,3864944639
2011-02-11,3902750720
2011-02-14,3875123200
2011-02-15,3841679360
2011-02-16,3851857920
2011-02-17,3847495680
2011-02-18,3864944639
2011-02-22,3744256000
2011-02-23,3657011200
2011-02-24,3680276480
2011-02-25,3770429440
2011-02-28,3786424320
2011-03-01,3680276480
2011-03-02,3770429440
2011-03-03,3860582400
2011-03-04,3923107840
2011-03-07,3898388480
2011-03-08,3943464960
2011-03-09,3997265920
2011-03-10,3950735360
2011-03-11,3975454720
2011-03-14,3914383360
2011-03-15,3879485440
2011-03-16,3876577280
2011-03-17,3883847680
2011-03-18,3926016000
2011-03-21,3995811840
2011-03-22,3984179200
2011-03-23,3987087360
2011-03-24,4065607680
2011-03-25,4125224960
2011-03-28,4132495360
2011-03-29,4227010560
2011-03-30,4311347200
2011-03-31,4352061440
2011-04-01,4396747420
2011-04-04,4408268540
2011-04-05,4451472740
2011-04-06,4428430500
2011-04-07,4477395260
2011-04-08,4524919880
2011-04-11,4536441000
2011-04-12,4506198060
2011-04-13,4536441000
2011-04-14,4601247300
2011-04-15,4592606460
2011-04-18,4429870640
2011-04-19,4441391760
2011-04-20,4535000860
2011-04-21,4386666440
2011-04-25,4366504480
2011-04-26,4399627700
2011-04-27,4435631200
2011-04-28,4421229800
2011-04-29,4454353020
2011-05-02,4290177060
2011-05-03,4284416500
2011-05-04,4222490480
2011-05-05,4257053840
2011-05-06,4306018600
2011-05-09,4359303780
2011-05-10,4437071340
2011-05-11,4409708680
2011-05-12,4530680440
2011-05-13,4457233300
2011-05-16,4350662940
2011-05-17,4232571460
2011-05-18,4337701680
2011-05-19,4352103080
2011-05-20,4246972860
2011-05-23,4357863640
2011-05-24,4320420000
2011-05-25,4354983360
2011-05-26,4454353020
2011-05-27,4494676940
2011-05-31,4547962120
2011-06-01,4429870640
2011-06-02,4475955120
2011-06-03,4304578460
2011-06-06,4244092580
2011-06-07,4344902380
2011-06-08,4303138320
2011-06-09,4360743920
2011-06-10,4232571460
2011-06-13,4284416500
2011-06-14,4412588960
2011-06-15,4363624200
2011-06-16,4378025600
2011-06-17,4388106580
2011-06-20,4569564220
2011-06-21,4673254300
2011-06-22,4681895140
2011-06-23,4766863400
2011-06-24,4674694440
2011-06-27,4755342280
2011-06-28,4807187320
2011-06-29,4812947880
2011-06-30,4815828160
2011-07-01,4831971840
2011-07-05,5094083520
2011-07-06,5105479680
2011-07-07,5146790760
2011-07-08,5106904200
2011-07-11,4967301240
2011-07-12,4968725760
2011-07-13,5007187800
2011-07-14,4918867560
2011-07-15,4925990160
2011-07-18,4876131960
2011-07-19,4978697400
2011-07-20,5032829160
2011-07-21,4777840080
2011-07-22,4843368000
2011-07-25,4773566520
2011-07-26,4793509800
2011-07-27,4722283800
2011-07-28,4675274640
2011-07-29,4695217920
2011-08-01,4693793400
2011-08-02,4451625000
2011-08-03,4535671680
2011-08-04,4329116280
2011-08-05,4195211400
2011-08-08,3821987159
2011-08-09,4106891159
2011-08-10,4014297360
2011-08-11,4125409920
2011-08-12,4186664280
2011-08-15,4249343159
2011-08-16,4189513320
2011-08-17,4143928680
2011-08-18,3933099720
2011-08-19,3806317440
2011-08-22,3871845360
2011-08-23,4106891159
2011-08-24,4196635920
2011-08-25,4096919520
2011-08-26,4226550840
2011-08-29,4341936960
2011-08-30,4331965320
2011-08-31,4370427360
2011-09-01,4357606680
2011-09-02,4247918640
2011-09-06,4263588360
2011-09-07,4457323080
2011-09-08,4522851000
2011-09-09,4608322200
2011-09-12,4716585720
2011-09-13,4817726640
2011-09-14,4793509800
2011-09-15,4841943480
2011-09-16,4903197840
2011-09-19,4954480560
2011-09-20,4800632400
2011-09-21,4709463120
2011-09-22,4604048640
2011-09-23,4739378040
2011-09-26,4826273760
2011-09-27,4803481440
2011-09-28,4726557360
2011-09-29,4780689120
2011-09-30,4453049520
2011-10-03,4288485600
2011-10-04,4493512800
2011-10-05,4489241400
2011-10-06,4613112000
2011-10-07,4681454400
2011-10-10,4748373000
2011-10-11,4704235200
2011-10-12,4697116200
2011-10-13,4779696600
2011-10-14,4799629800
2011-10-17,4845191400
2011-10-18,4836648600
2011-10-19,4718473200
2011-10-20,5100051600
2011-10-21,5229617400
2011-10-24,5250974400
2011-10-25,5139918000
2011-10-26,5155579800
2011-10-27,5243855400
2011-10-28,5068728000
2011-10-31,5050218600
2011-11-01,5053066200
2011-11-02,5169817800
2011-11-03,5179784400
2011-11-04,5179784400
2011-11-07,5205412800
2011-11-08,5239584000
2011-11-09,5085813600
2011-11-10,5139918000
2011-11-11,5303655000
2011-11-14,5296536000
2011-11-15,5367726000
2011-11-16,5310774000
2011-11-17,5168394000
2011-11-18,5144189400
2011-11-21,5110018200
2011-11-22,5101475400
2011-11-23,5001809400
2011-11-25,4818139200
2011-11-28,4900719600
2011-11-29,4983300000
2011-11-30,5142765600
2011-12-01,5142765600
2011-12-02,5139918000
2011-12-05,5266636200
2011-12-06,5222498400
2011-12-07,5292264600
2011-12-08,5192598600
2011-12-09,5357759400
2011-12-12,5282298000
2011-12-13,5179784400
2011-12-14,5030285400
2011-12-15,5090085000
2011-12-16,5184055799
2011-12-19,5094356400
2011-12-20,5179784400
2011-12-21,5157003600
2011-12-22,5040252000
2011-12-23,5051642400
2011-12-27,5129951400
2011-12-28,5104323000
2011-12-29,5078694600
2011-12-30,4994690400
2012-01-03,4972919240
2012-01-04,4967191720
2012-01-05,4970055480
2012-01-06,4990101800
2012-01-09,5054536400
2012-01-10,5204883800
2012-01-11,5222066360
2012-01-12,5741838800
2012-01-13,5767612640
2012-01-17,5761885120
2012-01-18,5820592200
2012-01-19,5759021360
2012-01-20,5726088120
2012-01-23,5761885120
2012-01-24,5777635800
2012-01-25,5784795200
2012-01-26,5716064960
2012-01-27,5757589480
2012-01-30,5791954600
2012-01-31,5781931440
2012-02-01,5856389200
2012-02-02,5718928720
2012-02-03,5813432800
2012-02-06,5875003640
2012-02-07,6091217520
2012-02-08,5973803360
2012-02-09,5963780200
2012-02-10,5948029520
2012-02-13,6061148040
2012-02-14,6051124880
2012-02-15,5989554040
2012-02-16,5970939600
2012-02-17,5925119440
2012-02-21,5969507720
2012-02-22,5989554040
2012-02-23,6076898720
2012-02-24,6038237960
2012-02-27,6258747480
2012-02-28,6197176640
2012-02-29,6119855120
2012-03-01,6264475000
2012-03-02,6201472280
2012-03-05,6208631680
2012-03-06,6132742040
2012-03-07,6264475000
2012-03-08,6263043120
2012-03-09,6255883720
2012-03-12,6253019960
2012-03-13,6321750200
2012-03-14,6273066280
2012-03-15,6248724320
2012-03-16,6142765200
2012-03-19,6179994079
2012-03-20,6220086720
2012-03-21,6285953200
2012-03-22,6283089440
2012-03-23,6159947760
2012-03-26,6509326480
2012-03-27,6516485880
2012-03-28,6536532200
2012-03-29,6525077160
2012-03-30,6483552640
2012-04-02,6596834040
2012-04-03,6671520600
2012-04-04,6651412680
2012-04-05,6703118760
2012-04-09,6680138280
2012-04-10,6523583760
2012-04-11,6628432200
2012-04-12,7033463160
2012-04-13,7065061320
2012-04-16,7039208280
2012-04-17,7118203680
2012-04-18,7156983240
2012-04-19,7100968320
2012-04-20,7142620440
2012-04-23,7139747880
2012-04-24,6961649160
2012-04-25,7000428720
2012-04-26,7003301280
2012-04-27,7144056720
2012-04-30,7067933880
2012-05-01,7065061320
2012-05-02,7164164640
2012-05-03,7108149720
2012-05-04,6928614720
2012-05-07,6892707720
2012-05-08,6881217479
2012-05-09,6944413800
2012-05-10,7010482680
2012-05-11,7083732960
2012-05-14,7049262240
2012-05-15,6978884520
2012-05-16,7052134800
2012-05-17,6838129080
2012-05-18,6596834040
2012-05-21,6741898320
2012-05-22,6950158920
2012-05-23,7036335720
2012-05-24,7131130200
2012-05-25,7154110680
2012-05-29,6641358720
2012-05-30,6428789280
2012-05-31,6559490760
2012-06-01,6433098120
2012-06-04,6132915600
2012-06-05,6292342680
2012-06-06,6382828320
2012-06-07,6280852440
2012-06-08,6298087800
2012-06-11,6155896080
2012-06-12,6313886880
2012-06-13,6038121120
2012-06-14,6232018920
2012-06-15,6313886880
2012-06-18,6457514880
2012-06-19,6530765160
2012-06-20,6500603280
2012-06-21,6326813400
2012-06-22,6223401240
2012-06-25,6217656120
2012-06-26,6229146360
2012-06-27,5966307120
2012-06-28,5875821479
2012-06-29,5964870840
2012-07-02,5935169900
2012-07-03,5889895660
2012-07-05,5947903280
2012-07-06,5937999540
2012-07-09,5973370040
2012-07-10,5913947600
2012-07-11,5657865180
2012-07-12,5861599260
2012-07-13,5731435820
2012-07-16,5700309780
2012-07-17,5557412960
2012-07-18,5625324320
2012-07-19,5751243300
2012-07-20,5516383180
2012-07-23,5708798700
2012-07-24,5567316700
2012-07-25,5592783460
2012-07-26,6550616600
2012-07-27,6503927540
2012-07-30,6502512720
2012-07-31,6428942080
2012-08-01,6232282100
2012-08-02,6318586119
2012-08-03,6397816040
2012-08-06,6375178920
2012-08-07,6443090280
2012-08-08,6542127680
2012-08-09,6481290420
2012-08-10,6397816040
2012-08-13,6431771720
2012-08-14,6390741940
2012-08-15,6373764100
2012-08-16,6527979480
2012-08-17,6632676160
2012-08-20,6645409540
2012-08-21,6655313280
2012-08-22,6809528660
2012-08-23,6789721180
2012-08-24,6802454560
2012-08-27,6844899160
2012-08-28,6840654700
2012-08-29,6793965640
2012-08-30,6754350680
2012-08-31,6754350680
2012-09-04,7030240580
2012-09-05,6949595840
2012-09-06,7136352080
2012-09-07,7117959420
2012-09-10,7098151940
2012-09-11,7021751660
2012-09-12,6967988500
2012-09-13,6914225340
2012-09-14,6861877000
2012-09-17,6924129080
2012-09-18,6854802900
2012-09-19,6859047360
2012-09-20,6857632540
2012-09-21,6887343760
2012-09-24,6880269660
2012-09-25,6857632540
2012-09-26,6877440020
2012-09-27,7068440720
2012-09-28,6996284900
2012-10-01,6879959640
2012-10-02,6886981440
2012-10-03,6837828840
2012-10-04,6979669200
2012-10-05,7193131920
2012-10-08,7127127000
2012-10-09,6933325320
2012-10-10,6895407600
2012-10-11,6842041920
2012-10-12,6823785240
2012-10-15,6804124200
2012-10-16,6726884400
2012-10-17,6756375960
2012-10-18,6740928000
2012-10-19,6599087640
2012-10-22,6635601000
2012-10-23,6681944880
2012-10-24,6681944880
2012-10-25,6521847840
2012-10-26,6465673440
2012-10-31,6754971600
2012-11-01,6808337280
2012-11-02,6641218440
2012-11-05,6646835880
2012-11-06,6596278920
2012-11-07,6429160080
2012-11-08,6460056000
2012-11-09,6474099600
2012-11-12,6413712120
2012-11-13,6346302840
2012-11-14,6139861920
2012-11-15,6087900600
2012-11-16,6120200880
2012-11-19,6271871759
2012-11-20,6323833080
2012-11-21,6308385120
2012-11-23,6371581320
2012-11-26,6302767680
2012-11-27,6280297920
2012-11-28,6370176960
2012-11-29,6347707200
2012-11-30,6292937160
2012-12-03,6232549680
2012-12-04,5856181200
2012-12-05,5919377400
2012-12-06,5940442800
2012-12-07,6030321840
2012-12-10,5954486400
2012-12-11,6057004680
2012-12-12,5982573600
2012-12-13,5992404120
2012-12-14,5974147440
2012-12-17,6123009600
2012-12-18,6100539840
2012-12-19,6238167120
2012-12-20,6253615080
2012-12-21,6180588360
2012-12-24,6183397080
2012-12-26,6114583440
2012-12-27,6155309880
2012-12-28,6142670640
2012-12-31,6136425280
2013-01-02,6378104320
2013-01-03,6372548480
2013-01-04,6364214720
2013-01-07,6273932320
2013-01-08,6379493280
2013-01-09,6486443200
2013-01-10,6461441920
2013-01-11,6353103040
2013-01-14,6365603680
2013-01-15,6426717920
2013-01-16,6454497120
2013-01-17,6526723040
2013-01-18,6530889920
2013-01-22,6532278880
2013-01-23,6410050400
2013-01-24,6498943840
2013-01-25,6657285280
2013-01-28,6579503520
2013-01-29,6526723040
2013-01-30,6558669120
2013-01-31,7198979680
2013-02-01,7219814080
2013-02-04,7094807680
2013-02-05,7190645920
2013-02-06,7151755040
2013-02-07,7157310880
2013-02-08,7225369920
2013-02-11,7167033600
2013-02-12,7150366080
2013-02-13,7160088800
2013-02-14,7205924480
2013-02-15,7205924480
2013-02-19,7183701120
2013-02-20,7053138880
2013-02-21,7007303200
2013-02-22,7032304480
2013-02-25,7035082400
2013-02-26,7119808960
2013-02-27,7171200480
2013-02-28,7221203040
2013-03-01,7158699840
2013-03-04,7200368640
2013-03-05,7243426400
2013-03-06,7239259520
2013-03-07,7210091360
2013-03-08,7271205600
2013-03-11,7226758880
2013-03-12,7147588160
2013-03-13,7139254400
2013-03-14,7117031040
2013-03-15,7015636960
2013-03-18,7030915520
2013-03-19,6985079840
2013-03-20,7107308320
2013-03-21,7075362240
2013-03-22,7092029760
2013-03-25,7047583040
2013-03-26,7078140160
2013-03-27,7164255680
2013-03-28,7230925760
2013-04-01,7160888160
2013-04-02,7149740640
2013-04-03,7084248960
2013-04-04,7216625760
2013-04-05,7386625440
2013-04-08,7570559520
2013-04-09,7555231680
2013-04-10,7570559520
2013-04-11,7574739840
2013-04-12,7479985920
2013-04-15,7301625600
2013-04-16,7367117280
2013-04-17,7358756640
2013-04-18,7400559840
2013-04-19,7528756320
2013-04-22,7634657760
2013-04-23,7753100160
2013-04-24,7807444320
2013-04-25,7722444480
2013-04-26,7559412000
2013-04-29,7499494080
2013-04-30,7466051520
2013-05-01,7339248480
2013-05-02,7553838240
2013-05-03,7715477280
2013-05-06,7794903360
2013-05-07,7884083520
2013-05-08,7754493600
2013-05-09,7769821440
2013-05-10,7925886720
2013-05-13,7944001440
2013-05-14,7988591520
2013-05-15,8008099680
2013-05-16,7868755680
2013-05-17,7845067200
2013-05-20,7819985280
2013-05-21,7967689920
2013-05-22,7750313280
2013-05-23,7747526400
2013-05-24,7747526400
2013-05-28,7799083680
2013-05-29,7776788640
2013-05-30,7889657280
2013-05-31,7801870560
2013-06-03,7677854400
2013-06-04,7567772640
2013-06-05,7662526560
2013-06-06,7811624640
2013-06-07,7909165440
2013-06-10,7925886720
2013-06-11,7967689920
2013-06-12,7852034400
2013-06-13,7977444000
2013-06-14,7989984960
2013-06-17,8048509440
2013-06-18,8194820640
2013-06-19,8083345440
2013-06-20,7840886880
2013-06-21,7679247840
2013-06-24,7747526400
2013-06-25,7801870560
2013-06-26,7864575360
2013-06-27,8115394560
2013-06-28,8190640320
2013-07-01,8118901560
2013-07-02,8085415800
2013-07-03,8113320600
2013-07-05,8287725600
2013-07-08,8311444680
2013-07-09,8382601920
2013-07-10,8522125920
2013-07-11,8573749800
2013-07-12,8582121240
2013-07-15,8551425960
2013-07-16,8418878160
2013-07-17,8308654200
2013-07-18,8424459120
2013-07-19,8544449760
2013-07-22,8516544960
2013-07-23,8516544960
2013-07-24,8459340120
2013-07-25,8255635080
2013-07-26,8314235160
2013-07-29,8328187560
2013-07-30,8381206680
2013-07-31,8452363920
2013-08-01,8579330760
2013-08-02,8601654600
2013-08-05,8555611680
2013-08-06,8519335440
2013-08-07,8357487600
2013-08-08,8477478240
2013-08-09,8537473560
2013-08-12,8388182880
2013-08-13,8506778280
2013-08-14,8395159080
2013-08-15,8148201600
2013-08-16,8145411120
2013-08-19,8213777880
2013-08-20,8396554320
2013-08-21,8245868400
2013-08-22,8462130600
2013-08-23,8441202000
2013-08-26,8480268720
2013-08-27,8395159080
2013-08-28,8357487600
2013-08-29,8635140360
2013-08-30,8537473560
2013-09-03,8474687760
2013-09-04,8630954640
2013-09-05,8700716640
2013-09-06,8626768920
2013-09-09,8848612080
2013-09-10,9020226600
2013-09-11,9130450560
2013-09-12,9116498160
2013-09-13,9103941000
2013-09-16,9105336240
2013-09-17,9122079120
2013-09-18,9148588680
2013-09-19,9180679200
2013-09-20,9102545760
2013-09-23,9059293320
2013-09-24,9069060000
2013-09-25,9073245720
2013-09-26,9232303080
2013-09-27,9264393600
2013-09-30,9386940330
2013-10-01,9540664230
2013-10-02,9604948770
2013-10-03,9530881800
2013-10-04,9576998970
2013-10-07,9333835710
2013-10-08,9152162010
2013-10-09,9038965320
2013-10-10,9199676670
2013-10-11,9202471650
2013-10-14,9182906790
2013-10-15,9080890020
2013-10-16,9319860810
2013-10-17,9284923560
2013-10-18,9389735310
2013-10-21,9621718650
2013-10-22,9578396460
2013-10-23,9557434110
2013-10-24,10333041060
2013-10-25,10232421780
2013-10-28,10040965650
2013-10-29,10096865250
2013-10-30,9997643460
2013-10-31,9971091150
2013-11-01,9938948880
2013-11-04,9920781510
2013-11-05,9888639240
2013-11-06,9976681110
2013-11-07,9788019960
2013-11-08,9973886130
2013-11-11,10031183220
2013-11-12,10109442660
2013-11-13,10271551500
2013-11-14,10250589150
2013-11-15,10354003410
2013-11-18,10197484530
2013-11-19,9994848480
2013-11-20,9965501190
2013-11-21,10151367360
2013-11-22,10228229310
2013-11-25,10271551500
2013-11-26,10390338150
2013-11-27,10347015960
2013-11-29,10231024290
2013-12-02,10298103810
2013-12-03,10256179110
2013-12-04,10162547280
2013-12-05,10152764850
2013-12-06,10168137240
2013-12-09,10131802500
2013-12-10,10025593260
2013-12-11,9985066050
2013-12-12,9972488640
2013-12-13,10066120470
2013-12-16,10284128910
2013-12-17,10253384130
2013-12-18,10442045280
2013-12-19,10351208430
2013-12-20,10469995080
2013-12-23,10613936550
2013-12-24,10632103920
2013-12-26,10637693880
2013-12-27,10556639460
2013-12-30,10653066270
2013-12-31,10841727420
2014-01-02,10684262400
2014-01-03,10639744640
2014-01-06,10497844280
2014-01-07,10563229740
2014-01-08,10621659300
2014-01-09,10670350600
2014-01-10,10653656440
2014-01-13,10211261200
2014-01-14,10343423300
2014-01-15,10458891240
2014-01-16,10337858580
2014-01-17,10318382060
2014-01-21,10143093380
2014-01-22,10177872880
2014-01-23,9998410660
2014-01-24,9763301240
2014-01-27,9802254280
2014-01-28,9832860240
2014-01-29,9599142000
2014-01-30,9384900280
2014-01-31,9252738180
2014-02-03,8822863560
2014-02-04,8840948900
2014-02-05,8867381320
2014-02-06,9056581800
2014-02-07,9254129360
2014-02-10,9184570360
2014-02-11,9135879060
2014-02-12,9181788000
2014-02-13,9206829240
2014-02-14,9140052600
2014-02-18,9255520540
