,COTY
2022-09-15,6500240000
2022-09-16,6474980000
2022-09-19,6584440000
2022-09-20,6559180000
2022-09-21,6769679999
2022-09-22,6685480000
2022-09-23,6213960000
2022-09-26,5978200000
2022-09-27,5776120000
2022-09-28,5767700000
2022-09-29,5414060000
2022-09-30,5377056000
2022-10-03,5547216000
2022-10-04,5947092000
2022-10-05,5836488000
2022-10-06,5836488000
2022-10-07,5385564000
2022-10-10,5351532000
2022-10-11,5411088000
2022-10-12,5521692000
2022-10-13,5555724000
2022-10-14,5487660000
2022-10-17,5666328000
2022-10-18,5844996000
2022-10-19,5632296000
2022-10-20,5368548000
2022-10-21,5470644000
2022-10-24,5343024000
2022-10-25,5691852000
2022-10-26,5657820000
2022-10-27,5615280000
2022-10-28,5725884000
2022-10-31,5708868000
2022-11-01,5862012000
2022-11-02,5462136000
2022-11-03,5547216000
2022-11-04,5896044000
2022-11-07,5938584000
2022-11-08,6023664000
2022-11-09,5632296000
2022-11-10,6227856000
2022-11-11,6602208000
2022-11-14,6321444000
2022-11-15,6508620000
2022-11-16,6449064000
2022-11-17,6576684000
2022-11-18,6610716000
2022-11-21,6381000000
2022-11-22,6457572000
2022-11-23,6457572000
2022-11-25,6449064000
2022-11-28,6346968000
2022-11-29,6338460000
2022-11-30,6695796000
2022-12-01,6755352000
2022-12-02,6865956000
2022-12-05,6721320000
2022-12-06,6763860000
2022-12-07,6653256000
2022-12-08,6823416000
2022-12-09,6712812000
2022-12-12,6738336000
2022-12-13,7002084000
2022-12-14,6942528000
2022-12-15,6738336000
2022-12-16,6755352000
2022-12-19,6619224000
2022-12-20,6772368000
2022-12-21,7070148000
2022-12-22,7036116000
2022-12-23,7078656000
2022-12-27,7206276000
2022-12-28,7163736000
2022-12-29,7350912000
2022-12-30,7282848000
2023-01-03,7468532000
2023-01-04,7698463999
2023-01-05,7647368000
2023-01-06,7834719999
2023-01-09,7988008000
2023-01-10,8047619999
2023-01-11,7911363999
2023-01-12,8022072000
2023-01-13,8098716000
2023-01-17,8107232000
2023-01-18,8022072000
2023-01-19,7962460000
2023-01-20,8107232000
2023-01-23,8149812000
2023-01-24,8337163999
2023-01-25,8388260000
2023-01-26,8481936000
2023-01-27,8396775999
2023-01-30,8371228000
2023-01-31,8481936000
2023-02-01,8728900000
2023-02-02,8848124000
2023-02-03,8703352000
2023-02-06,8652256000
2023-02-07,8814060000
2023-02-08,8652256000
2023-02-09,8797028000
2023-02-10,8865156000
2023-02-13,9512372000
2023-02-14,9597532000
2023-02-15,9699724000
2023-02-16,9563468000
2023-02-17,9410180000
2023-02-21,9444244000
2023-02-22,9520888000
2023-02-23,9691208000
2023-02-24,9495340000
2023-02-27,9546436000
2023-02-28,9623080000
2023-03-01,9631596000
2023-03-02,9801916000
2023-03-03,9861528000
2023-03-06,9818948000
2023-03-07,9665660000
2023-03-08,9640112000
2023-03-09,9384632000
2023-03-10,9129152000
2023-03-13,9120636000
2023-03-14,9350568000
2023-03-15,9180248000
2023-03-16,9367600000
2023-03-17,9256892000
2023-03-20,9427212000
2023-03-21,9614564000
2023-03-22,9554952000
2023-03-23,9742304000
2023-03-24,9878560000
2023-03-27,9972236000
2023-03-28,10031848000
2023-03-29,10125524000
2023-03-30,10176620000
2023-03-31,10275120000
2023-04-03,10326240000
2023-04-04,10198440000
2023-04-05,9959880000
2023-04-06,9917280000
2023-04-10,10028040000
2023-04-11,10087680000
2023-04-12,10300680000
2023-04-13,10377360000
2023-04-14,10445520000
2023-04-17,10385880000
2023-04-18,10675560000
2023-04-19,10581840000
2023-04-20,10675560000
2023-04-21,10479600000
2023-04-24,10258080000
2023-04-25,10138800000
2023-04-26,9934320000
2023-04-27,10002480000
2023-04-28,10113240000
2023-05-01,10062120000
2023-05-02,10062120000
2023-05-03,10164360000
2023-05-04,9942840000
2023-05-05,10309200000
2023-05-08,10317720000
2023-05-09,9985440000
2023-05-10,9934320000
2023-05-11,9585000000
2023-05-12,9567960000
2023-05-15,9661680000
2023-05-16,9533880000
2023-05-17,9627600000
2023-05-18,9653160000
2023-05-19,9576480000
2023-05-22,9474240000
2023-05-23,9337920000
2023-05-24,9167520000
2023-05-25,9346440000
2023-05-26,9397560000
2023-05-30,9397560000
2023-05-31,9235680000
2023-06-01,9363480000
2023-06-02,9840600000
2023-06-05,9644640000
2023-06-06,10121760000
2023-06-07,9900240000
2023-06-08,10053600000
2023-06-09,10062120000
2023-06-12,10224000000
2023-06-13,10300680000
2023-06-14,10224000000
2023-06-15,10607400000
2023-06-16,10598880000
2023-06-20,10402920000
2023-06-21,10632960000
2023-06-22,10547760000
2023-06-23,10411440000
2023-06-26,10437000000
2023-06-27,10598880000
2023-06-28,10402920000
2023-06-29,10445520000
2023-06-30,10499347000
2023-07-03,10610406000
2023-07-05,10695836000
2023-07-06,10439546000
2023-07-07,10636035000
2023-07-10,11191330000
2023-07-11,11114443000
2023-07-12,10730008000
2023-07-13,10559148000
2023-07-14,10439546000
2023-07-17,10567691000
2023-07-18,10653121000
2023-07-19,10533519000
2023-07-20,10208885000
2023-07-21,10294315000
2023-07-24,10362659000
2023-07-25,10721465000
2023-07-26,10601863000
2023-07-27,9918423000
2023-07-28,10234514000
2023-07-31,10285772000
2023-08-01,10003853000
2023-08-02,10354116000
2023-08-03,10319944000
2023-08-04,10311401000
2023-08-07,10422460000
2023-08-08,10208885000
2023-08-09,9995310000
2023-08-10,10097826000
2023-08-11,10012396000
2023-08-14,10140541000
2023-08-15,9961138000
2023-08-16,9781735000
2023-08-17,9525445000
2023-08-18,9636504000
2023-08-21,9371671000
2023-08-22,9158096000
2023-08-23,9610875000
2023-08-24,9431472000
2023-08-25,9414386000
2023-08-28,9619418000
2023-08-29,9875708000
2023-08-30,9867165000
2023-08-31,9875708000
2023-09-01,9884251000
2023-09-05,9533988000
2023-09-06,9533988000
2023-09-07,9704848000
2023-09-08,9662133000
2023-09-11,9935509000
2023-09-12,9747563000
2023-09-13,9627961000
2023-09-14,9807364000
2023-09-15,10174713000
2023-09-18,9901337000
2023-09-19,9798821000
2023-09-20,10234514000
2023-09-21,10482261000
2023-09-22,10140541000
2023-09-25,10072197000
2023-09-26,9892794000
2023-09-27,9414386000
2023-09-28,9516902000
2023-09-29,9371671000
2023-10-02,9588672000
2023-10-03,9195840000
2023-10-04,9204768000
2023-10-05,9195840000
2023-10-06,9419040000
2023-10-09,9347616000
2023-10-10,9276192000
2023-10-11,8847648000
2023-10-12,8419104000
2023-10-13,8633376000
2023-10-16,8704800000
2023-10-17,8883360000
2023-10-18,8722656000
2023-10-19,8597664000
2023-10-20,8472672000
2023-10-23,8428032000
2023-10-24,8597664000
2023-10-25,8633376000
2023-10-26,8374464000
2023-10-27,8160192000
2023-10-30,8240544000
2023-10-31,8365535999
2023-11-01,8320896000
2023-11-02,8597664000
2023-11-03,8758368000
2023-11-06,8794080000
2023-11-07,8847648000
2023-11-08,8954784000
2023-11-09,8722656000
2023-11-10,8740512000
2023-11-13,8811936000
2023-11-14,9651168000
2023-11-15,9669024000
2023-11-16,9660096000
2023-11-17,9874368000
2023-11-20,9758304000
2023-11-21,9695808000
2023-11-22,9856512000
2023-11-24,10142208000
2023-11-27,10026144000
2023-11-28,10097568000
2023-11-29,10124352000
2023-11-30,10177920000
2023-12-01,10338624000
2023-12-04,10588608000
2023-12-05,10285056000
2023-12-06,10311840000
2023-12-07,10410048000
2023-12-08,10374336000
2023-12-11,10517184000
2023-12-12,10633248000
2023-12-13,10883232000
2023-12-14,11284992000
2023-12-15,11177856000
2023-12-18,11213568000
2023-12-19,11302848000
2023-12-20,10972512000
2023-12-21,11142144000
2023-12-22,11115360000
2023-12-26,11133216000
2023-12-27,11097504000
2023-12-28,11177856000
2023-12-29,11088576000
2024-01-02,10791482000
2024-01-03,10199805000
2024-01-04,10190974000
2024-01-05,10173312000
2024-01-08,10570707000
2024-01-09,10659017000
2024-01-10,10773820000
2024-01-11,10817975000
2024-01-12,10809144000
2024-01-16,10641355000
2024-01-17,10650186000
2024-01-18,10685510000
2024-01-19,10685510000
2024-01-22,10897454000
2024-01-23,10870961000
2024-01-24,10579538000
2024-01-25,10623693000
2024-01-26,10738496000
2024-01-29,10915116000
2024-01-30,10835637000
2024-01-31,10667848000
2024-02-01,10809144000
2024-02-02,10685510000
2024-02-05,10800313000
2024-02-06,10835637000
2024-02-07,10756158000
2024-02-08,10491228000
2024-02-09,10261622000
2024-02-12,10447073000
2024-02-13,10058509000
2024-02-14,10261622000
2024-02-15,10561876000
2024-02-16,10508890000
2024-02-20,10747327000
2024-02-21,11162384000
2024-02-22,11453807000
2024-02-23,11568610000
2024-02-26,11621596000
2024-02-27,11709906000
2024-02-28,11383159000
2024-02-29,11091736000
2024-03-01,11188877000
2024-03-04,11012257000
2024-03-05,11109398000
2024-03-06,11259525000
2024-03-07,11188877000
2024-03-08,11241863000
2024-03-11,11197708000
2024-03-12,11135891000
2024-03-13,11135891000
2024-03-14,10888623000
2024-03-15,10897454000
2024-03-18,10676679000
2024-03-19,10526552000
2024-03-20,10632524000
2024-03-21,10517721000
2024-03-22,10402918000
2024-03-25,10226298000
2024-03-26,10288115000
2024-03-27,10438242000
2024-03-28,10561876000
2024-04-01,10500059000
2024-04-02,10261622000
2024-04-03,9616959000
2024-04-04,9767086000
2024-04-05,9740593000
2024-04-08,9846565000
2024-04-09,10005523000
2024-04-10,9846565000
2024-04-11,9767086000
2024-04-12,9281381000
2024-04-15,9272550000
2024-04-16,9563973000
2024-04-17,9387353000
2024-04-18,9749424000
2024-04-19,9846565000
2024-04-22,9961368000
2024-04-23,10323439000
2024-04-24,10332270000
2024-04-25,10085002000
2024-04-26,10120326000
2024-04-29,10173312000
2024-04-30,10102664000
2024-05-01,9970199000
2024-05-02,10217467000
2024-05-03,10243960000
2024-05-06,10155650000
2024-05-07,9802410000
2024-05-08,9616959000
2024-05-09,9873058000
2024-05-10,9864227000
2024-05-13,9864227000
2024-05-14,9669945000
2024-05-15,9581635000
2024-05-16,9696438000
2024-05-17,9413846000
2024-05-20,9237226000
2024-05-21,9263719000
2024-05-22,9148916000
2024-05-23,9201902000
2024-05-24,9316705000
2024-05-28,9458001000
2024-05-29,9025282000
2024-05-30,8998789000
2024-05-31,9148916000
2024-06-03,9007620000
2024-06-04,8839831000
2024-06-05,8928141000
2024-06-06,9007620000
2024-06-07,8848662000
2024-06-10,8689704000
2024-06-11,8725028000
2024-06-12,8848662000
2024-06-13,8795676000
2024-06-14,8698535000
2024-06-17,8663211000
2024-06-18,8627887000
2024-06-20,8716197000
2024-06-21,8769183000
2024-06-24,8945803000
2024-06-25,8875155000
2024-06-26,8910479000
2024-06-27,8866324000
2024-06-28,8848662000
2024-07-01,8619056000
2024-07-02,8619056000
2024-07-03,8592563000
2024-07-05,8663211000
2024-07-08,8795676000
2024-07-09,8742690000
2024-07-10,8716197000
2024-07-11,8901648000
2024-07-12,9219564000
2024-07-15,9034113000
2024-07-16,8945803000
2024-07-17,8892817000
2024-07-18,8778014000
2024-07-19,8795676000
2024-07-22,8795676000
2024-07-23,8786845000
2024-07-24,8460098000
2024-07-25,8557239000
2024-07-26,8751521000
2024-07-29,8804507000
2024-07-30,8672042000
2024-07-31,8786845000
2024-08-01,8530746000
2024-08-02,8336464000
2024-08-05,8098027000
2024-08-06,8203998999
2024-08-07,8071534000
2024-08-08,8221661000
2024-08-09,8053871999
