,BIO
2023-05-25,10948240800
2023-05-26,11125545000
2023-05-30,11147854800
2023-05-31,10959689250
2023-06-01,10901272800
2023-06-02,10930627800
2023-06-05,10820253000
2023-06-06,10884246900
2023-06-07,10936498800
2023-06-08,10552828950
2023-06-09,10598035650
2023-06-12,11034838050
2023-06-13,11004015300
2023-06-14,10886888850
2023-06-15,11127306300
2023-06-16,11053918800
2023-06-20,10883366250
2023-06-21,10757726850
2023-06-22,10708116900
2023-06-23,10738059000
2023-06-26,10730426700
2023-06-27,10736591250
2023-06-28,10696374900
2023-06-29,11015170200
2023-06-30,11033150240
2023-07-03,10987751120
2023-07-05,10981057660
2023-07-06,10991243360
2023-07-07,11236864240
2023-07-10,11334064920
2023-07-11,11500819380
2023-07-12,11535741780
2023-07-13,11576193560
2023-07-14,11540980140
2023-07-17,11283136420
2023-07-18,11192920220
2023-07-19,11555531140
2023-07-20,11588707420
2023-07-21,12053466360
2023-07-24,12132623800
2023-07-25,12237391000
2023-07-26,12299378260
2023-07-27,12285118280
2023-07-28,12124184220
2023-07-31,11796786720
2023-08-01,11853535620
2023-08-02,11749932500
2023-08-03,11693183600
2023-08-04,11640800000
2023-08-07,11685035040
2023-08-08,11722576620
2023-08-09,11545927480
2023-08-10,11580849880
2023-08-11,11556986240
2023-08-14,11499073260
2023-08-15,11486850420
2023-08-16,11246758920
2023-08-17,11223768340
2023-08-18,11071273860
2023-08-21,11063125300
2023-08-22,11031695140
2023-08-23,11232207920
2023-08-24,11124821540
2023-08-25,11110561560
2023-08-28,11215328760
2023-08-29,11512751200
2023-08-30,11549128700
2023-08-31,11646620400
2023-09-01,11483649200
2023-09-05,11123948480
2023-09-06,10767157960
2023-09-07,10706043760
2023-09-08,10415896820
2023-09-11,10555586420
2023-09-12,10533468900
2023-09-13,10726415160
2023-09-14,10863194560
2023-09-15,10949045460
2023-09-18,10701387440
2023-09-19,10487487740
2023-09-20,10605350840
2023-09-21,10398144600
2023-09-22,10273879060
2023-09-25,10278244360
2023-09-26,10192975500
2023-09-27,10257581940
2023-09-28,10363804240
2023-09-29,10431611900
2023-10-02,10121827600
2023-10-03,10090444320
2023-10-04,10226918400
2023-10-05,10227494240
2023-10-06,10271833920
2023-10-09,10334024640
2023-10-10,10510231680
2023-10-11,10278744000
2023-10-12,9981898480
2023-10-13,9925466160
2023-10-16,10108295360
2023-10-17,9819511600
2023-10-18,9040688000
2023-10-19,9097984080
2023-10-20,8948265680
2023-10-23,8692304800
2023-10-24,8744418320
2023-10-25,8351695440
2023-10-26,8393731759
2023-10-27,7793418560
2023-10-30,7755701040
2023-10-31,7925861759
2023-11-01,7989780000
2023-11-02,8096022480
2023-11-03,8288640960
2023-11-06,8316857120
2023-11-07,8718793440
2023-11-08,8785590880
2023-11-09,8832809760
2023-11-10,8753919680
2023-11-13,8745570000
2023-11-14,8852964160
2023-11-15,8835976880
2023-11-16,8767164000
2023-11-17,8619173120
2023-11-20,8767739840
2023-11-21,8815534560
2023-11-22,8922064960
2023-11-24,8959782480
2023-11-27,8843174880
2023-11-28,8764284800
2023-11-29,8766876080
2023-11-30,8779256640
2023-12-01,8839144000
2023-12-04,8894712560
2023-12-05,8804017760
2023-12-06,8946538160
2023-12-07,8930702560
2023-12-08,8756510960
2023-12-11,8754207600
2023-12-12,8486729920
2023-12-13,9048173920
2023-12-14,8982816080
2023-12-15,8813807040
2023-12-18,8866208480
2023-12-19,9074374640
2023-12-20,8876861520
2023-12-21,9201059440
2023-12-22,9234746080
2023-12-26,9240504480
2023-12-27,9275342800
2023-12-28,9346459040
2023-12-29,9296648880
2024-01-02,9443488080
2024-01-03,9180617120
2024-01-04,9112092160
2024-01-05,9109212960
2024-01-08,9270448160
2024-01-09,9149233840
2024-01-10,9235321920
2024-01-11,9237337360
2024-01-12,9171979520
2024-01-16,9075814240
2024-01-17,8756223040
2024-01-18,8755935120
2024-01-19,8828203040
2024-01-22,9007289280
2024-01-23,9076678000
2024-01-24,9114395520
2024-01-25,9106909600
2024-01-26,9474007600
2024-01-29,9502511680
2024-01-30,9570748720
2024-01-31,9239064880
2024-02-01,9471416320
2024-02-02,9225820560
2024-02-05,9176586240
2024-02-06,9357687920
2024-02-07,9362006720
2024-02-08,9389359120
2024-02-09,9363734240
2024-02-12,9395117520
2024-02-13,9101151200
2024-02-14,9441184720
2024-02-15,9464794160
2024-02-16,9804251840
2024-02-20,9897537920
2024-02-21,9750122880
2024-02-22,9745228240
2024-02-23,9731408080
2024-02-26,9736302720
2024-02-27,9493874080
2024-02-28,9511437200
2024-02-29,9382736960
2024-03-01,9567581600
2024-03-04,9635818640
2024-03-05,9528424480
2024-03-06,9594934000
2024-03-07,9772004800
2024-03-08,9897537920
2024-03-11,9911646000
2024-03-12,9709238240
2024-03-13,9686492560
2024-03-14,9570460800
2024-03-15,9602419920
2024-03-18,9600116560
2024-03-19,9687932160
2024-03-20,9682461680
2024-03-21,10134496080
2024-03-22,10090444320
2024-03-25,9821239120
2024-03-26,9804251840
2024-03-27,10064531520
2024-03-28,9958289040
2024-04-01,9759912160
2024-04-02,9464506240
2024-04-03,9448958560
2024-04-04,9294921360
2024-04-05,9345595280
2024-04-08,9395405440
2024-04-09,9774308160
2024-04-10,9532743280
2024-04-11,8979361040
2024-04-12,8650556400
2024-04-15,8649404720
2024-04-16,8428858000
2024-04-17,8374441120
2024-04-18,8091127839
2024-04-19,8053986160
2024-04-22,8065502960
2024-04-23,8213781759
2024-04-24,8010222319
2024-04-25,7935075200
2024-04-26,7944864480
2024-04-29,7978551120
2024-04-30,7766642000
2024-05-01,7890735520
2024-05-02,8041893520
2024-05-03,8056865360
2024-05-06,8118480240
2024-05-07,8059168720
2024-05-08,7723741920
2024-05-09,7984309520
2024-05-10,8042076000
2024-05-13,8140177920
2024-05-14,8384577180
2024-05-15,8583062460
2024-05-16,8433628140
2024-05-17,8380014300
2024-05-20,8323833840
2024-05-21,8254535100
2024-05-22,8322693119
2024-05-23,8277349500
2024-05-24,8190654779
2024-05-28,8158714619
2024-05-29,8127630000
2024-05-30,8042361180
2024-05-31,8180673480
2024-06-03,8240561279
2024-06-04,8225161560
2024-06-05,8244553800
2024-06-06,8241702000
2024-06-07,8185236359
2024-06-10,8111945100
2024-06-11,8018406060
2024-06-12,8078864220
2024-06-13,8036372400
2024-06-14,8049490680
2024-06-17,8434768859
2024-06-18,8241416820
2024-06-20,8145311160
2024-06-21,8212613640
2024-06-24,8095689840
2024-06-25,7992169500
2024-06-26,7928859539
2024-06-27,7756610820
2024-06-28,7788550980
2024-07-01,7527896460
2024-07-02,7629990900
2024-07-03,7701856260
2024-07-05,7897774920
2024-07-08,7840738920
2024-07-09,7839027840
2024-07-10,7995021300
2024-07-11,8427639359
2024-07-12,8673749700
2024-07-15,8615572980
2024-07-16,8969481360
2024-07-17,9086975520
2024-07-18,8563099859
2024-07-19,8464712760
2024-07-22,8610154560
2024-07-23,8704263960
2024-07-24,8838013380
2024-07-25,8988018060
2024-07-26,9109219560
2024-07-29,9246263850
2024-07-30,9660830850
2024-07-31,9607732200
2024-08-01,9689793750
2024-08-02,9538732350
2024-08-05,9332868600
2024-08-06,9283177350
2024-08-07,9049202550
2024-08-08,9323782200
2024-08-09,9236609550
