,GS
2009-04-14,63425609309
2009-04-15,66775689272
2009-04-16,66775689272
2009-04-17,66450599276
2009-04-20,63370509309
2009-04-21,66318359277
2009-04-22,66389989277
2009-04-23,67668309263
2009-04-24,66836299272
2009-04-27,66615899274
2009-04-28,66489169275
2009-04-29,70076179236
2009-04-30,70803499229
2009-05-01,70021079237
2009-05-04,73922159195
2009-05-05,74495199188
2009-05-06,76710219164
2009-05-07,73685229197
2009-05-08,76914089162
2009-05-11,74814779185
2009-05-12,74610909187
2009-05-13,71222259224
2009-05-14,73613599198
2009-05-15,74054399193
2009-05-18,78875649141
2009-05-19,77773649153
2009-05-20,75178439181
2009-05-21,75575159177
2009-05-22,75128849181
2009-05-26,78269549147
2009-05-27,77145509159
2009-05-28,79702149132
2009-05-29,79658069132
2009-06-01,79525829134
2009-06-02,78864629141
2009-06-03,78324649147
2009-06-04,82357969103
2009-06-05,82104509105
2009-06-08,81740849109
2009-06-09,82269809104
2009-06-10,80820679119
2009-06-11,79977649129
2009-06-12,80247639126
2009-06-15,78798509141
2009-06-16,79432159135
2009-06-17,76991229161
2009-06-18,78842589141
2009-06-19,78864629141
2009-06-22,75492509177
2009-06-23,77795689152
2009-06-24,78600149144
2009-06-25,79580929133
2009-06-26,84654305119
2009-06-29,86165783103
2009-06-30,85058135115
2009-07-01,84988907116
2009-07-02,82779380139
2009-07-06,84492773121
2009-07-07,82231325144
2009-07-08,79929494168
2009-07-09,82617848140
2009-07-10,81844802148
2009-07-13,86211935103
2009-07-14,86338853102
2009-07-15,89569493068
2009-07-16,90480995058
2009-07-17,90480995058
2009-07-20,92321306039
2009-07-21,92188619041
2009-07-22,92569373037
2009-07-23,95448104007
2009-07-24,95026967011
2009-07-27,94536602016
2009-07-28,92615525036
2009-07-29,91980935043
2009-07-30,93700097025
2009-07-31,94207769020
2009-08-03,94669289015
2009-08-04,95286572008
2009-08-05,97288414988
2009-08-06,96198073999
2009-08-07,94409684018
2009-08-10,92511683037
2009-08-11,91854017044
2009-08-12,94473143017
2009-08-13,94888511013
2009-08-14,93878936023
2009-08-17,90717524056
2009-08-18,92580911037
2009-08-19,92263616040
2009-08-20,93648176026
2009-08-21,94328918018
2009-08-24,93792401024
2009-08-25,95153885010
2009-08-26,95736554004
2009-08-27,95200037009
2009-08-28,94853897013
2009-08-31,95453873007
2009-09-01,92402072038
2009-09-02,91461725048
2009-09-03,93261653030
2009-09-04,94017392022
2009-09-08,96469216996
2009-09-09,98228761978
2009-09-10,100882501950
2009-09-11,100784428951
2009-09-14,102520897933
2009-09-15,101915152940
2009-09-16,103767001920
2009-09-17,104684272911
2009-09-18,105676540900
2009-09-21,105220789905
2009-09-22,107026486886
2009-09-23,105941914898
2009-09-24,105607312901
2009-09-25,104827998923
2009-09-28,106579998905
2009-09-29,107210718898
2009-09-30,107660398893
2009-10-01,104530158926
2009-10-02,104892238922
2009-10-05,108898478881
2009-10-06,109196318878
2009-10-07,111240318857
2009-10-08,109891278870
2009-10-09,110551198864
2009-10-12,111047598859
2009-10-13,109342318876
2009-10-14,112291518846
2009-10-15,110159918868
2009-10-16,107672078893
2009-10-19,108331998887
2009-10-20,108016638890
2009-10-21,104687838924
2009-10-22,107274958897
2009-10-23,105330238917
2009-10-26,104752078923
2009-10-27,104308238928
2009-10-28,100541438967
2009-10-29,104290718928
2009-10-30,99379278978
2009-11-02,99677118975
2009-11-03,100220238970
2009-11-04,98987998983
2009-11-05,101265598959
2009-11-06,100319518969
2009-11-09,103116878940
2009-11-10,103081838940
2009-11-11,105032398920
2009-11-12,104232318929
2009-11-13,103227838939
2009-11-16,103513998936
2009-11-17,103134398940
2009-11-18,103309598938
2009-11-19,100932718963
2009-11-20,99285838979
2009-11-23,100447998968
2009-11-24,99939918973
2009-11-25,98649278986
2009-11-27,95869439015
2009-11-30,99081438982
2009-12-01,97895918994
2009-12-02,97329439000
2009-12-03,95951199014
2009-12-04,97668158996
2009-12-07,95688399016
2009-12-08,94514559028
2009-12-09,97200959001
2009-12-10,97370318999
2009-12-11,96943999004
2009-12-14,97002399003
2009-12-15,95040159023
2009-12-16,96354159010
2009-12-17,93983119034
2009-12-18,95302959020
2009-12-21,96622799007
2009-12-22,96126399012
2009-12-23,95559919018
2009-12-24,95758479016
2009-12-28,95635839017
2009-12-29,95846079015
2009-12-30,97352798999
2009-12-31,98602558986
2010-01-04,102117198961
2010-01-05,103922598943
2010-01-06,102813398954
2010-01-07,104825298933
2010-01-08,102842898954
2010-01-11,101220398970
2010-01-12,99013798993
2010-01-13,99751298985
2010-01-14,99432698988
2010-01-15,97473899008
2010-01-19,98447398998
2010-01-20,98996098993
2010-01-21,94913299034
2010-01-22,90930799075
2010-01-25,91438199070
2010-01-26,89019199094
2010-01-27,89384999091
2010-01-28,90441099080
2010-01-29,87744799107
2010-02-01,90346699081
2010-02-02,92594599058
2010-02-03,92765699056
2010-02-04,88901199095
2010-02-05,90954399075
2010-02-08,89148999093
2010-02-09,89969099085
2010-02-10,90641699078
2010-02-11,90889499075
2010-02-12,90818699076
2010-02-16,92865999055
2010-02-17,92783399056
2010-02-18,91880699065
2010-02-19,92146199062
2010-02-22,92458899059
2010-02-23,92452999059
2010-02-24,93414699050
2010-02-25,92299599061
2010-02-26,92246499061
2010-03-01,92358599060
2010-03-02,93662499047
2010-03-03,93054799053
2010-03-04,96529899018
2010-03-05,98636198996
2010-03-08,100205598980
2010-03-09,99621498986
2010-03-10,101444598968
2010-03-11,102370898958
2010-03-12,103226398950
2010-03-15,102382698958
2010-03-16,103952098942
2010-03-17,104217598940
2010-03-18,104695498935
2010-03-19,104960998932
2010-03-22,103934398943
2010-03-23,103149698951
2010-03-24,102901898953
2010-03-25,103190998950
2010-03-26,101993298962
2010-03-29,102689498955
2010-03-30,101114198971
2010-03-31,99033650976
2010-04-01,98795686978
2010-04-05,100502062961
2010-04-06,100351158962
2010-04-07,102359342941
2010-04-08,104181798923
2010-04-09,103961246925
2010-04-12,103218334932
2010-04-13,104036698924
2010-04-14,107327566890
2010-04-15,106950306894
2010-04-16,93270279035
2010-04-19,94790927020
2010-04-20,92852391040
2010-04-21,92242971046
2010-04-22,92312619045
2010-04-23,91354959055
2010-04-26,88238211087
2010-04-27,88824415081
2010-04-28,91128603057
2010-04-29,93003295038
2010-04-30,84274079128
2010-05-03,86769799103
2010-05-04,86740779103
2010-05-05,86009475110
2010-05-06,82602527146
2010-05-07,82991395142
2010-05-10,83478931137
2010-05-11,82399387148
2010-05-12,85434879116
2010-05-13,83954859132
2010-05-14,83130691140
2010-05-17,82788255144
2010-05-18,79723743175
2010-05-19,81314039159
2010-05-20,78992439183
2010-05-21,81615847156
2010-05-24,79334875179
2010-05-25,82741823144
2010-05-26,81430119158
2010-05-27,84128979130
2010-05-28,83728503134
2010-06-01,82335543148
2010-06-02,84059331131
2010-06-03,83600815135
2010-06-04,82561899146
2010-06-07,80489871167
2010-06-08,79967511173
2010-06-09,79398719179
2010-06-10,77640107197
2010-06-11,78725455186
2010-06-14,77448575199
2010-06-15,79456759178
2010-06-16,79549623177
2010-06-17,79700527176
2010-06-18,80199671170
2010-06-21,79944295173
2010-06-22,78232115191
2010-06-23,78394627189
2010-06-24,78342391190
2010-06-25,81058663162
2010-06-28,79317463180
2010-06-29,77634303197
2010-06-30,76491028212
2010-07-01,76415277213
2010-07-02,76380315213
2010-07-06,77067901206
2010-07-07,79148140185
2010-07-08,78932541187
2010-07-09,80447561171
2010-07-12,79975574176
2010-07-13,81723674158
2010-07-14,81030261165
2010-07-15,84619693128
2010-07-16,85173258122
2010-07-19,84887735125
2010-07-20,86769856106
2010-07-21,85651072118
2010-07-22,85394684120
2010-07-23,85878325115
2010-07-26,86356139110
2010-07-27,85790920116
2010-07-28,85773439116
2010-07-29,88908365084
2010-07-30,87882813095
2010-08-02,89001597083
2010-08-03,89263812080
2010-08-04,91140106061
2010-08-05,90854583064
2010-08-06,90423385068
2010-08-09,90551579067
2010-08-10,89677529076
2010-08-11,86967974104
2010-08-12,87067033103
2010-08-13,86286215111
2010-08-16,86099751113
2010-08-17,86583392108
2010-08-18,86938839104
2010-08-19,85686034117
2010-08-20,86379447110
2010-08-23,85505397119
2010-08-24,83879664136
2010-08-25,84305035131
2010-08-26,82632686149
2010-08-27,81432324161
2010-08-30,79631781180
2010-08-31,79789110178
2010-09-01,81426497161
2010-09-02,81449805161
2010-09-03,85825882116
2010-09-07,84613866128
2010-09-08,85971557114
2010-09-09,86903877105
2010-09-10,87632252097
2010-09-13,89951398073
2010-09-14,88879230084
2010-09-15,88896711084
2010-09-16,88704420086
2010-09-17,87976045094
2010-09-20,88512129088
2010-09-21,88220779091
2010-09-22,86280388111
2010-09-23,84439056130
2010-09-24,85820055116
2010-09-27,85074199124
2010-09-28,84497326129
2010-09-29,84153533133
2010-09-30,84940749132
2010-10-01,86773749113
2010-10-04,86109874120
2010-10-05,87872374102
2010-10-06,88618499094
2010-10-07,88777124093
2010-10-08,89687749084
2010-10-11,89417499086
2010-10-12,91185874068
2010-10-13,90903874071
2010-10-14,89059124090
2010-10-15,88530374095
2010-10-18,90298749077
2010-10-19,92072999059
2010-10-20,93764999042
2010-10-21,93588749044
2010-10-22,92683999053
2010-10-25,92466624055
2010-10-26,92995374050
2010-10-27,94088124039
2010-10-28,95903499020
2010-10-29,94663874033
2010-11-01,94922374030
2010-11-02,95656749023
2010-11-03,95545124024
2010-11-04,97754124001
2010-11-05,100503623973
2010-11-08,99404998984
2010-11-09,97848124000
2010-11-10,98241748996
2010-11-11,98529623993
2010-11-12,97425124005
2010-11-15,98241748996
2010-11-16,96996249009
2010-11-17,96872874010
2010-11-18,98318123995
2010-11-19,97918623999
2010-11-22,94616874033
2010-11-23,92695749053
2010-11-24,94152749038
2010-11-26,92954249050
2010-11-29,93576999044
2010-11-30,91732249063
2010-12-01,93089374049
2010-12-02,95468749025
2010-12-03,95357124026
2010-12-06,95556874024
2010-12-07,94934124030
2010-12-08,97607249003
2010-12-09,97789374001
2010-12-10,98976123989
2010-12-13,99569498983
2010-12-14,98306373996
2010-12-15,97060874008
2010-12-16,96620249013
2010-12-17,96373499015
2010-12-20,97554374003
2010-12-21,98835123990
2010-12-22,99639998982
2010-12-23,98464998994
2010-12-27,99775123981
2010-12-28,99399123984
2010-12-29,98482623994
2010-12-30,98488498994
2010-12-31,98793998991
2011-01-03,100888148961
2011-01-04,100905638961
2011-01-05,101441998956
2011-01-06,100398428966
2011-01-07,99512268975
2011-01-10,98970078981
2011-01-11,98736878983
2011-01-12,100083608969
2011-01-13,100025308970
2011-01-14,102024998950
2011-01-18,101838438951
2011-01-19,97063669001
2011-01-20,96597269005
2011-01-21,96894599002
2011-01-24,96952899002
2011-01-25,94434339028
2011-01-26,94043729032
2011-01-27,95629489015
2011-01-28,94311909029
2011-01-31,95390459018
2011-02-01,96387389008
2011-02-02,96224149009
2011-02-03,95985119012
2011-02-04,96095889011
2011-02-07,97436788997
2011-02-08,98264648988
2011-02-09,96783829003
2011-02-10,96393219007
2011-02-11,97162779000
2011-02-14,97664158994
2011-02-15,97891528992
2011-02-16,98416228987
2011-02-17,97454278997
2011-02-18,97967318991
2011-02-22,94994019022
2011-02-23,95081469021
2011-02-24,95285519019
2011-02-25,96264959009
2011-02-28,95483739017
2011-03-01,94043729032
2011-03-02,94265269029
2011-03-03,95897669013
2011-03-04,93862999034
2011-03-07,92784449045
2011-03-08,94037899032
2011-03-09,94650049025
2011-03-10,93437409038
2011-03-11,93676439035
2011-03-14,92364689049
2011-03-15,91676749056
2011-03-16,90003539073
2011-03-17,90802249065
2011-03-18,93256679040
2011-03-21,93402429038
2011-03-22,93740569035
2011-03-23,93005989042
2011-03-24,93227529040
2011-03-25,92096509052
2011-03-28,91222009061
2011-03-29,92388009049
2011-03-30,92737809045
2011-03-31,90322699048
2011-04-01,91250984038
2011-04-04,90493549046
2011-04-05,90499244046
2011-04-06,92196354028
2011-04-07,92486799025
2011-04-08,91666719034
2011-04-11,91957164031
2011-04-12,91359189037
2011-04-13,91216814038
2011-04-14,88722404065
2011-04-15,88346534069
2011-04-18,87577709077
2011-04-19,86484269088
2011-04-20,86962649083
2011-04-21,87423944078
2011-04-25,86672204086
2011-04-26,87287264080
2011-04-27,87053769082
2011-04-28,85766699096
2011-04-29,86000194093
2011-05-02,86165349092
2011-05-03,86489964088
2011-05-04,86290639090
2011-05-05,85658494097
2011-05-06,85481949099
2011-05-09,84923839105
2011-05-10,85652799097
2011-05-11,84217659112
2011-05-12,81296124143
2011-05-13,80561469151
2011-05-16,80071699156
2011-05-17,80191294155
2011-05-18,80208379154
2011-05-19,79354129163
2011-05-20,76876804190
2011-05-23,77360879184
2011-05-24,77645629181
2011-05-25,77588679182
2011-05-26,77600069182
2011-05-27,78966869168
2011-05-31,80145734155
2011-06-01,77548814182
2011-06-02,76529409193
2011-06-03,77070434188
2011-06-06,76256049196
2011-06-07,75737804202
2011-06-08,74940504210
2011-06-09,76045334198
2011-06-10,77406439184
2011-06-13,78323334174
2011-06-14,78078449177
2011-06-15,76797074190
2011-06-16,77503254183
2011-06-17,78152484176
2011-06-20,76962229189
2011-06-21,77429219184
2011-06-22,76609139192
2011-06-23,75379019205
2011-06-24,74553244214
2011-06-27,74439344215
2011-06-28,73613569224
2011-06-29,75475834204
2011-06-30,68967237201
2011-07-01,70812029180
2011-07-05,69697899193
2011-07-06,69381797196
2011-07-07,69962181189
2011-07-08,69480255195
2011-07-11,68412763207
2011-07-12,67526641218
2011-07-13,67324543220
2011-07-14,67308997220
2011-07-15,67448911219
2011-07-18,67018805224
2011-07-19,66583517229
2011-07-20,68791049203
2011-07-21,70257555186
2011-07-22,70210917187
2011-07-25,70915669178
2011-07-26,71304319174
2011-07-27,69811903191
2011-07-28,70392287184
2011-07-29,69941453190
2011-08-01,69516529195
2011-08-02,68003385212
2011-08-03,68443855207
2011-08-04,65412385242
2011-08-05,64868275248
2011-08-08,60971411294
2011-08-09,63598685263
2011-08-10,57178187337
2011-08-11,61199419291
2011-08-12,60354753301
2011-08-15,61733165285
2011-08-16,60562033298
2011-08-17,60758949296
2011-08-18,58629147321
2011-08-19,57914031329
2011-08-22,55193481360
2011-08-23,55374851358
2011-08-24,57162641338
2011-08-25,56919087340
2011-08-26,57908849329
2011-08-29,60147473303
2011-08-30,59686275308
2011-08-31,60225203302
2011-09-01,58121311327
2011-09-02,55478491357
2011-09-06,54182991372
2011-09-07,56141787349
2011-09-08,54302177371
2011-09-09,52985949386
2011-09-12,53333143382
2011-09-13,53939437375
2011-09-14,54172627372
2011-09-15,55950053352
2011-09-16,55701317355
2011-09-19,54312541371
2011-09-20,53172501384
2011-09-21,50711051412
2011-09-22,48700435436
2011-09-23,49322275428
2011-09-26,51374347405
2011-09-27,51586809402
2011-09-28,49913023422
2011-09-29,51752633400
2011-09-30,48031399432
2011-10-03,45760639459
2011-10-04,48046639432
2011-10-05,47899319434
2011-10-06,49748439412
2011-10-07,47086519443
2011-10-10,48839119423
2011-10-11,49123599419
2011-10-12,50347879405
2011-10-13,48844199423
2011-10-14,49138839419
2011-10-17,49225199418
2011-10-18,51942999386
2011-10-19,51201319395
2011-10-20,51236879394
2011-10-21,51861719387
2011-10-24,52821839376
2011-10-25,51023519397
2011-10-26,54015639362
2011-10-27,59131199301
2011-10-28,58856879304
2011-10-31,55651399342
2011-11-01,52598319378
2011-11-02,53914039363
2011-11-03,54701439353
2011-11-04,53360319369
2011-11-07,53629559366
2011-11-08,55158639348
2011-11-09,50632359401
2011-11-10,50545999403
2011-11-11,51643279390
2011-11-14,50439319404
2011-11-15,50672999401
2011-11-16,48564799426
2011-11-17,46913799445
2011-11-18,46690279448
2011-11-21,46380399452
2011-11-22,45415199463
2011-11-23,44648119472
2011-11-25,45084999467
2011-11-28,46116239455
2011-11-29,45115479467
2011-11-30,48696879424
2011-12-01,47970439433
2011-12-02,49402999416
2011-12-05,50708559401
2011-12-06,51389279393
2011-12-07,53406039369
2011-12-08,50759359400
2011-12-09,51536599391
2011-12-12,49799239411
2011-12-13,48280319429
2011-12-14,47370999440
2011-12-15,46685199448
2011-12-16,45770799459
2011-12-19,44551599473
2011-12-20,46217839454
2011-12-21,46735999448
2011-12-22,47965359433
2011-12-23,47645319437
2011-12-27,46685199448
2011-12-28,45780959459
2011-12-29,46233079453
2011-12-30,45938439457
2012-01-03,48709887427
2012-01-04,48393191431
2012-01-05,48311463432
2012-01-06,47718935439
2012-01-09,48367651431
2012-01-10,50226963410
2012-01-11,50957407401
2012-01-12,51698067392
2012-01-13,50548767406
2012-01-17,49894943413
2012-01-18,53281547374
2012-01-19,55002943353
2012-01-20,55544391347
2012-01-23,55263451350
2012-01-24,55610795346
2012-01-25,55304315350
2012-01-26,55452447348
2012-01-27,57092115329
2012-01-30,56050083341
2012-01-31,56938875331
2012-02-01,57950259319
2012-02-02,57919611319
2012-02-03,60034323294
2012-02-06,59962811295
2012-02-07,59242583304
2012-02-08,59329419303
2012-02-09,59191503304
2012-02-10,58292495315
2012-02-13,58501923312
2012-02-14,57653995322
2012-02-15,57807235320
2012-02-16,58609191311
2012-02-17,59206827304
2012-02-21,59574603300
2012-02-22,58415087313
2012-02-23,59150639305
2012-02-24,59186395304
2012-02-27,59370283302
2012-02-28,59819787297
2012-02-29,58813511309
2012-03-01,61873203273
2012-03-02,61275567280
2012-03-05,60596203288
2012-03-06,58062635317
2012-03-07,59457119301
2012-03-08,59850435296
2012-03-09,59911731296
2012-03-12,59758491298
2012-03-13,63615031252
2012-03-14,61484995277
2012-03-15,62859047261
2012-03-16,62792643262
2012-03-19,63492439254
2012-03-20,64371015243
2012-03-21,64355691244
2012-03-22,63717191251
2012-03-23,64452743242
2012-03-26,65418155231
2012-03-27,64529363242
2012-03-28,64544687241
2012-03-29,63216607257
2012-03-30,63528195253
2012-04-02,62637349250
2012-04-03,61539064263
2012-04-04,60159939280
2012-04-05,59176999292
2012-04-09,58685529297
2012-04-10,57451839312
2012-04-11,58138894304
2012-04-12,60375584277
2012-04-13,57717634309
2012-04-16,59041594293
2012-04-17,58605289298
2012-04-18,57837994308
2012-04-19,56970399318
2012-04-20,56388659325
2012-04-23,56042624329
2012-04-24,57226164315
2012-04-25,57160969316
2012-04-26,57451839312
2012-04-27,57376614313
2012-04-30,57747724309
2012-05-01,57837994308
2012-05-02,57055654317
2012-05-03,55932294330
2012-05-04,54658484346
2012-05-07,55185059339
2012-05-08,54849054343
2012-05-09,53805934356
2012-05-10,53319479362
2012-05-11,51218194387
2012-05-14,50034654401
2012-05-15,50084804400
2012-05-16,49247299410
2012-05-17,48685619417
2012-05-18,47888234427
2012-05-21,48399764420
2012-05-22,48911294414
2012-05-23,49167059411
2012-05-24,48575289418
2012-05-25,48495049419
2012-05-29,49076789412
2012-05-30,47446914432
2012-05-31,47993549425
2012-06-01,46458959444
2012-06-04,45636499454
2012-06-05,46243314446
2012-06-06,47622439430
2012-06-07,47140999436
2012-06-08,47411809432
2012-06-11,46539199443
2012-06-12,47161059435
2012-06-13,46499079443
2012-06-14,47050729437
2012-06-15,47973489426
2012-06-18,46955444438
2012-06-19,48329554421
2012-06-20,48419824420
2012-06-21,47090849436
2012-06-22,46955444438
2012-06-25,45746829452
2012-06-26,45651544453
2012-06-27,46774904440
2012-06-28,46885234439
2012-06-29,48073789424
2012-07-02,47710255514
2012-07-03,48432319507
2012-07-05,47115903520
2012-07-06,46894863522
2012-07-09,46403663527
2012-07-10,46295599528
2012-07-11,46727855524
2012-07-12,46182623529
2012-07-13,47857615512
2012-07-16,47980415511
2012-07-17,48127775510
2012-07-18,47405711517
2012-07-19,46663999525
2012-07-20,46251391529
2012-07-23,45760191534
2012-07-24,46403663527
2012-07-25,47135551520
2012-07-26,48167071509
2012-07-27,49925567491
2012-07-30,49552255495
2012-07-31,49562079495
2012-08-01,49164207499
2012-08-02,48044271510
2012-08-03,49601375495
2012-08-06,50112223489
2012-08-07,50711487483
2012-08-08,50347999487
2012-08-09,50888319482
2012-08-10,50603423484
2012-08-13,50893231481
2012-08-14,50721311483
2012-08-15,50657455484
2012-08-16,50834287482
2012-08-17,50888319482
2012-08-20,51713535473
2012-08-21,51733183473
2012-08-22,51413903476
2012-08-23,51124095479
2012-08-24,51556351475
2012-08-27,51634943474
2012-08-28,51590735474
2012-08-29,51836335472
2012-08-30,51438463476
2012-08-31,51929663471
2012-09-04,52268591467
2012-09-05,54002527450
2012-09-06,55770847432
2012-09-07,57141295418
2012-09-10,56330815426
2012-09-11,57318127416
2012-09-12,58079487408
2012-09-13,59273103396
2012-09-14,59612031393
2012-09-17,58894879400
2012-09-18,58885055400
2012-09-19,58462623404
2012-09-20,57779855411
2012-09-21,57332863416
2012-09-24,57273919417
2012-09-25,55751199432
2012-09-26,55544895434
2012-09-27,56600975423
2012-09-28,55839615431
2012-10-01,56268089415
2012-10-02,56455874413
2012-10-03,56773664410
2012-10-04,57731849400
2012-10-05,57447764403
2012-10-08,57519989402
2012-10-09,57601844401
2012-10-10,57818519399
2012-10-11,58738184390
2012-10-12,57876299399
2012-10-15,59946749377
2012-10-16,59330429383
2012-10-17,60148979375
2012-10-18,60259724374
2012-10-19,59523029381
2012-10-22,59113754386
2012-10-23,57298499405
2012-10-24,57669254401
2012-10-25,57645179401
2012-10-26,57510359402
2012-10-31,58930784388
2012-11-01,60115274375
2012-11-02,59344874383
2012-11-05,59744519379
2012-11-06,60789374368
2012-11-07,56807369410
2012-11-08,55502504423
2012-11-09,55926224419
2012-11-12,56451059413
2012-11-13,56080304417
2012-11-14,55006559428
2012-11-15,55584359422
2012-11-16,55776959420
2012-11-19,56961449408
2012-11-20,56860334409
2012-11-21,56672549411
2012-11-23,57929264398
2012-11-26,58232609395
2012-11-27,57014414407
2012-11-28,57457394403
2012-11-29,57168494406
2012-11-30,56715884411
2012-12-03,57009599408
2012-12-04,56133269417
2012-12-05,56398094414
2012-12-06,56431799414
2012-12-07,56128454417
2012-12-10,56340314414
2012-12-11,57231089405
2012-12-12,56860334409
2012-12-13,57057749407
2012-12-14,57471839403
2012-12-17,59460434382
2012-12-18,61521254361
2012-12-19,61270874363
2012-12-20,62460179351
2012-12-21,61843859357
2012-12-24,61410509362
2012-12-26,61227539364
2012-12-27,60991604366
2012-12-28,60437879372
2012-12-31,64749896337
2013-01-02,66831070490
2013-01-03,66465596004
2013-01-04,68277740328
2013-01-07,68150839465
2013-01-08,67536639288
2013-01-09,68181295672
2013-01-10,69729486201
2013-01-11,69607661372
2013-01-14,69100057920
2013-01-15,68825952056
2013-01-16,71617771042
2013-01-17,71577162766
2013-01-18,73323318641
2013-01-22,74084723819
2013-01-23,73886758473
2013-01-24,73582196401
2013-01-25,73328394675
2013-01-28,73171037605
2013-01-29,74668467789
2013-01-30,74693847961
2013-01-31,75054246412
2013-02-01,76089757454
2013-02-04,74881661239
2013-02-05,76368939353
2013-02-06,76709033666
2013-02-07,76272494697
2013-02-08,76952683323
2013-02-11,77277549532
2013-02-12,78226767987
2013-02-13,78434885403
2013-02-14,79150606270
2013-02-15,78673459025
2013-02-19,80531287659
2013-02-20,78769903681
2013-02-21,76587208837
2013-02-22,78216615918
2013-02-25,74947649687
2013-02-26,75125310896
2013-02-27,76978063495
2013-02-28,76018692971
2013-03-01,76409547629
2013-03-04,77247093325
2013-03-05,77643024017
2013-03-06,78236920056
2013-03-07,79500852652
2013-03-08,77653176086
2013-03-11,77815609191
2013-03-12,77079584186
2013-03-13,77110040393
2013-03-14,78181083677
2013-03-15,78597318507
2013-03-18,77130344531
2013-03-19,75551697795
2013-03-20,76206506248
2013-03-21,73795389851
2013-03-22,74414666063
2013-03-25,74165940371
2013-03-26,74384209856
2013-03-27,75044094343
2013-03-28,74693847961
2013-04-01,73333583951
2013-04-02,73654958189
2013-04-03,72012936692
2013-04-04,71802034848
2013-04-05,72153537921
2013-04-08,72218817063
2013-04-09,73574614630
2013-04-10,75050927536
2013-04-11,74855090110
2013-04-12,74880197472
2013-04-15,73544485795
2013-04-16,72359418292
2013-04-17,70601902928
2013-04-18,69597608434
2013-04-19,69657866103
2013-04-22,70059583901
2013-04-23,71776927486
2013-04-24,72274053260
2013-04-25,72690835475
2013-04-26,72364439765
2013-04-29,72866587012
2013-04-30,73348648369
2013-05-01,71611218894
2013-05-02,72143494976
2013-05-03,72997145296
2013-05-06,74543758817
2013-05-07,74980626922
2013-05-08,75452645334
2013-05-09,74588952069
2013-05-10,74870154527
2013-05-13,75136292568
2013-05-14,77591792606
2013-05-15,78139133105
2013-05-16,77566685244
2013-05-17,79429651530
2013-05-20,79791197548
2013-05-21,80710127010
2013-05-22,80012142336
2013-05-23,79042998150
2013-05-24,79700811043
2013-05-28,80695062592
2013-05-29,81784722118
2013-05-30,82527900044
2013-05-31,81388025793
2013-06-03,82131203719
2013-06-04,81187166894
2013-06-05,79489909200
2013-06-06,80182872400
2013-06-07,83361464474
2013-06-10,84104642400
2013-06-11,82005666907
2013-06-12,81277553399
2013-06-13,83266056497
2013-06-14,81809829481
2013-06-17,82407384705
2013-06-18,82427470595
2013-06-19,81126909225
2013-06-20,78038703656
2013-06-21,77456212849
2013-06-24,75713761902
2013-06-25,76858657625
2013-06-26,76155651480
2013-06-27,77084623886
2013-06-28,75949771108
2013-07-01,75065150312
2013-07-02,74654579802
2013-07-03,74412194803
2013-07-05,75802198575
2013-07-08,76084156635
2013-07-09,77632452652
2013-07-10,77083376429
2013-07-11,78013343365
2013-07-12,79200535199
2013-07-15,80630112032
2013-07-16,79264841423
2013-07-17,79888117136
2013-07-18,81154455091
2013-07-19,81302854071
2013-07-22,82237767640
2013-07-23,82242714272
2013-07-24,81639225090
2013-07-25,82069582130
2013-07-26,81748051008
2013-07-29,80714204786
2013-07-30,80348153971
2013-07-31,81139615193
2013-08-01,82851150087
2013-08-02,82915456311
2013-08-05,83261720596
2013-08-06,81510612641
2013-08-07,80852710500
2013-08-08,80550965909
2013-08-09,80199754992
2013-08-12,79982103156
2013-08-13,80981322949
2013-08-14,80798297541
2013-08-15,79517119688
2013-08-16,79472599994
2013-08-19,78468433568
2013-08-20,78928470403
2013-08-21,77716545407
2013-08-22,78854270914
2013-08-23,78478326833
2013-08-26,78107329385
2013-08-27,75797251942
2013-08-28,75668639494
2013-08-29,75995117248
2013-08-30,75253122352
2013-09-03,76554086736
2013-09-04,77038856735
2013-09-05,77251561938
2013-09-06,77493946938
2013-09-09,78893843975
2013-09-10,81688691416
2013-09-11,81649118355
2013-09-12,80803244174
2013-09-13,81124775296
2013-09-16,82623604985
2013-09-17,82816523658
2013-09-18,83133108147
2013-09-19,82994602433
2013-09-20,83969089064
2013-09-23,81743104376
2013-09-24,80615272134
2013-09-25,80288794379
2013-09-26,80278901114
2013-09-27,79071922750
2013-09-30,73899890208
2013-10-01,74268899205
2013-10-02,74114756206
2013-10-03,73264634215
2013-10-04,73124504217
2013-10-07,72050174228
2013-10-08,71489654234
2013-10-09,72138923227
2013-10-10,73806470209
2013-10-11,74735999200
2013-10-14,74483765202
2013-10-15,73628972211
2013-10-16,75786974188
2013-10-17,73951271208
2013-10-18,74124098206
2013-10-21,74628566201
2013-10-22,74385674203
2013-10-23,73680353211
2013-10-24,74717315200
2013-10-25,75712238189
2013-10-28,75413294192
2013-10-29,75721580189
2013-10-30,75693554189
2013-10-31,75137705195
2013-11-01,75693554189
2013-11-04,76212035184
2013-11-05,75646844190
2013-11-06,76380191182
2013-11-07,74567843201
2013-11-08,76216706184
2013-11-11,76529663180
2013-11-12,76085918185
2013-11-13,76109273185
2013-11-14,76230719184
2013-11-15,76791239178
2013-11-18,77389127171
2013-11-19,77818859167
2013-11-20,77071499175
2013-11-21,78038396164
2013-11-22,78519509159
2013-11-25,79164107152
2013-11-26,78491483159
