,SRCL
2009-06-08,4200435021
2009-06-09,4234398514
2009-06-10,4157131567
2009-06-11,4255625697
2009-06-12,4219114942
2009-06-15,4184302362
2009-06-16,4215718593
2009-06-17,4262418396
2009-06-18,4307420025
2009-06-19,4347327129
2009-06-22,4217416768
2009-06-23,4201284108
2009-06-24,4242889388
2009-06-25,4346478042
2009-06-26,4305721850
2009-06-29,4398272369
2009-06-30,4375625891
2009-07-01,4309392858
2009-07-02,4264388361
2009-07-06,4277974625
2009-07-07,4213439874
2009-07-08,4187965631
2009-07-09,4166737095
2009-07-10,4159094822
2009-07-13,4209194167
2009-07-14,4241461542
2009-07-15,4317884273
2009-07-16,4311091141
2009-07-17,4340811092
2009-07-20,4287315181
2009-07-21,4249103815
2009-07-22,4247405532
2009-07-23,4380720740
2009-07-24,4379871599
2009-07-27,4502147967
2009-07-28,4515734231
2009-07-29,4412988115
2009-07-30,4365436194
2009-07-31,4347604224
2009-08-03,4394307003
2009-08-04,4403647559
2009-08-05,4353548214
2009-08-06,4238064976
2009-08-07,4338263668
2009-08-10,4282220332
2009-08-11,4271181493
2009-08-12,4353548214
2009-08-13,4248254674
2009-08-14,4232120986
2009-08-17,4183719924
2009-08-18,4192211338
2009-08-19,4211741592
2009-08-20,4258444371
2009-08-21,4373078467
2009-08-24,4355246497
2009-08-25,4315336848
2009-08-26,4243159825
2009-08-27,4272030634
2009-08-28,4231271845
2009-08-31,4204948460
2009-09-01,4158245680
2009-09-02,4172681085
2009-09-03,4202401036
2009-09-04,4213439874
2009-09-08,4201551894
2009-09-09,4160793105
2009-09-10,4167586236
2009-09-11,4112392042
2009-09-14,4176926792
2009-09-15,4124280022
2009-09-16,4079275525
2009-09-17,4070784111
2009-09-18,4078426384
2009-09-21,4114939466
2009-09-22,4068236686
2009-09-23,4042762443
2009-09-24,4031723604
2009-09-25,4030025321
2009-09-28,4123430881
2009-09-29,4119185173
2009-09-30,4085996348
2009-10-01,4013453886
2009-10-02,4026106640
2009-10-05,4035385328
2009-10-06,4081778763
2009-10-07,4051412151
2009-10-08,4072500076
2009-10-09,4078404695
2009-10-12,4095275034
2009-10-13,4099492620
2009-10-14,4186374871
2009-10-15,4396410604
2009-10-16,4406532808
2009-10-19,4442804039
2009-10-20,4426777216
2009-10-21,4461361413
2009-10-22,4488353957
2009-10-23,4484979889
2009-10-26,4409063359
2009-10-27,4500163195
2009-10-28,4484136372
2009-10-29,4467266032
2009-10-30,4417498529
2009-11-02,4440273488
2009-11-03,4468109549
2009-11-04,4474014168
2009-11-05,4544026079
2009-11-06,4580297310
2009-11-09,4668023078
2009-11-10,4602228752
2009-11-11,4596324133
2009-11-12,4559209385
2009-11-13,4587888963
2009-11-16,4656213840
2009-11-17,4663805493
2009-11-18,4634282398
2009-11-19,4567644555
2009-11-20,4563426970
2009-11-23,4639343500
2009-11-24,4621629643
2009-11-25,4651996255
2009-11-27,4565957521
2009-11-30,4616568541
2009-12-01,4711885962
2009-12-02,4725382234
2009-12-03,4716103547
2009-12-04,4800455247
2009-12-07,4900833770
2009-12-08,4860344954
2009-12-09,4879745845
2009-12-10,4862031988
2009-12-11,4828291308
2009-12-14,4866249573
2009-12-15,4794550628
2009-12-16,4728756302
2009-12-17,4660431425
2009-12-18,4652839772
2009-12-21,4682362867
2009-12-22,4686580452
2009-12-23,4700076724
2009-12-24,4700076724
2009-12-28,4689954520
2009-12-29,4670553629
2009-12-30,4667179561
2009-12-31,4776245485
2010-01-04,4775379752
2010-01-05,4732958866
2010-01-06,4729495937
2010-01-07,4737287528
2010-01-08,4790962935
2010-01-11,4791828667
2010-01-12,4750273514
2010-01-13,4829055159
2010-01-14,4806546118
2010-01-15,4745079119
2010-01-19,4858490060
2010-01-20,4777976950
2010-01-21,4762393767
2010-01-22,4744213387
2010-01-25,4698329571
2010-01-26,4658505882
2010-01-27,4655042953
2010-01-28,4624742320
2010-01-29,4580589969
2010-02-01,4629936714
2010-02-02,4639459770
2010-02-03,4716509951
2010-02-04,4587515828
2010-02-05,4501808324
2010-02-08,4429086804
2010-02-09,4462850367
2010-02-10,4432549734
2010-02-11,4471507691
2010-02-12,4446401452
2010-02-16,4540766280
2010-02-17,4590113025
2010-02-18,4631668179
2010-02-19,4700926769
2010-02-22,4726898740
2010-02-23,4673223333
2010-02-24,4746810584
2010-02-25,4842041145
2010-02-26,4777111217
2010-03-01,4810874780
2010-03-02,4860221525
2010-03-03,4829055159
2010-03-04,4787500006
2010-03-05,4791828667
2010-03-08,4733824599
2010-03-09,4731227402
2010-03-10,4707852628
2010-03-11,4723435810
2010-03-12,4717375684
2010-03-15,4755467908
2010-03-16,4784902808
2010-03-17,4803948921
2010-03-18,4803948921
2010-03-19,4814337709
2010-03-22,4856758595
2010-03-23,4880999102
2010-03-24,4736421796
2010-03-25,4718241416
2010-03-26,4718241416
2010-03-29,4764990964
2010-03-30,4752870711
2010-03-31,4724836025
2010-04-01,4748243470
2010-04-05,4775118684
2010-04-06,4780320338
2010-04-07,4730904622
2010-04-08,4711831889
2010-04-09,4731771564
2010-04-12,4817598861
2010-04-13,4838405478
2010-04-14,4846207960
2010-04-15,4833203824
2010-04-16,4825401342
2010-04-19,4842740190
2010-04-20,4865280692
2010-04-21,4833203824
2010-04-22,4903426157
2010-04-23,4941571623
2010-04-26,4955442701
2010-04-27,4854877384
2010-04-28,4947640219
2010-04-29,5036935285
2010-04-30,5106290677
2010-05-03,5081149347
2010-05-04,4979717088
2010-05-05,4979717088
2010-05-06,4857478211
2010-05-07,4814131091
2010-05-10,4997055935
2010-05-11,4990987339
2010-05-12,5008326187
2010-05-13,4958043528
2010-05-14,4915563351
2010-05-17,4979717088
2010-05-18,5033467516
2010-05-19,5059475788
2010-05-20,4933769141
2010-05-21,4988386512
2010-05-24,4920765005
2010-05-25,4915563351
2010-05-26,4893022849
2010-05-27,5023064207
2010-05-28,5082016290
2010-06-01,5065544384
2010-06-02,5160041105
2010-06-03,5196452685
2010-06-04,5049939421
2010-06-07,4967579894
2010-06-08,5096754310
2010-06-09,5328227928
2010-06-10,5478208962
2010-06-11,5511152773
2010-06-14,5524156909
2010-06-15,5592645357
2010-06-16,5607383378
2010-06-17,5642061074
2010-06-18,5673271000
2010-06-21,5658532979
2010-06-22,5617786687
2010-06-23,5588310645
2010-06-24,5599580897
2010-06-25,5721819774
2010-06-28,5771235490
2010-06-29,5716618119
2010-06-30,5717202558
2010-07-01,5687561678
2010-07-02,5624792757
2010-07-06,5576844276
2010-07-07,5688433469
2010-07-08,5693664212
2010-07-09,5713715395
2010-07-12,5749458809
2010-07-13,5773868945
2010-07-14,5772125363
2010-07-15,5742484484
2010-07-16,5629151710
2010-07-19,5663151542
2010-07-20,5738125531
2010-07-21,5571613532
2010-07-22,5531511166
2010-07-23,5646587521
2010-07-26,5702382118
2010-07-27,5623920967
2010-07-28,5569869951
2010-07-29,5454793596
2010-07-30,5492280591
2010-08-02,5541972653
2010-08-03,5550690559
2010-08-04,5612587689
2010-08-05,5593408297
2010-08-06,5602126202
2010-08-09,5660536171
2010-08-10,5629151710
2010-08-11,5546331606
2010-08-12,5624792757
2010-08-13,5645715731
2010-08-16,5732894788
2010-08-17,5840996819
2010-08-18,5846227562
2010-08-19,5764279248
2010-08-20,5746843437
2010-08-23,5738125531
2010-08-24,5684074516
2010-08-25,5656177218
2010-08-26,5630023501
2010-08-27,5757304924
2010-08-30,5775612526
2010-08-31,5710228233
2010-09-01,5802638033
2010-09-02,5797407290
2010-09-03,5800022662
2010-09-07,5780843269
2010-09-08,5883714556
2010-09-09,5939509153
2010-09-10,6015354933
2010-09-13,6044124021
2010-09-14,6090328922
2010-09-15,6110380105
2010-09-16,6072893110
2010-09-17,6099918618
2010-09-20,6083354597
2010-09-21,6133918450
2010-09-22,6119098010
2010-09-23,5981355100
2010-09-24,6090328922
2010-09-27,5977867938
2010-09-28,6010995980
2010-09-29,6080739225
2010-09-30,5924736009
2010-10-01,6031326683
2010-10-04,5947759595
2010-10-05,6120010124
2010-10-06,6131948279
2010-10-07,6093575636
2010-10-08,6109777419
2010-10-11,6067993875
2010-10-12,6039001211
2010-10-13,6155824590
2010-10-14,6131095554
2010-10-15,6131095554
2010-10-18,6192491782
2010-10-19,6069699326
2010-10-20,6162646393
2010-10-21,6157530041
2010-10-22,6157530041
2010-10-25,6190786331
2010-10-26,6206135388
2010-10-27,6134506455
2010-10-28,6060319346
2010-10-29,6117451947
2010-11-01,6095281087
2010-11-02,6176289999
2010-11-03,6156677315
2010-11-04,6197608134
2010-11-05,6172879098
2010-11-08,6096133813
2010-11-09,6106366517
2010-11-10,6125126476
2010-11-11,6146444611
2010-11-12,6074815678
2010-11-15,6083342932
2010-11-16,6015977626
2010-11-17,5991248590
2010-11-18,6097839263
2010-11-19,6182259077
2010-11-22,6206135388
2010-11-23,6149855512
2010-11-24,6293113378
2010-11-26,6198460859
2010-11-29,6259004362
2010-11-30,6301640632
2010-12-01,6441487596
2010-12-02,6587303637
2010-12-03,6576218207
2010-12-06,6598389067
2010-12-07,6596683617
2010-12-08,6584745461
2010-12-09,6632498083
2010-12-10,6701568840
2010-12-13,6779166850
2010-12-14,6855912135
2010-12-15,6791105005
2010-12-16,6710096093
2010-12-17,6728856052
2010-12-20,6779166850
2010-12-21,6788546829
2010-12-22,6816686767
2010-12-23,6774903223
2010-12-27,6829477648
2010-12-28,6861028487
2010-12-29,6973588239
2010-12-30,6942890125
2010-12-31,6935017573
2011-01-03,6997580139
2011-01-04,6792752012
2011-01-05,6791894991
2011-01-06,6733617532
2011-01-07,6662484752
2011-01-10,6599065165
2011-01-11,6624775808
2011-01-12,6688195395
2011-01-13,6626489851
2011-01-14,6695908588
2011-01-18,6751614983
2011-01-19,6772183497
2011-01-20,6739616682
2011-01-21,6787609884
2011-01-24,6879311179
2011-01-25,6847601385
2011-01-26,6799608184
2011-01-27,6791894991
2011-01-28,6722476253
2011-01-31,6726761361
2011-02-01,6830460956
2011-02-02,6719048168
2011-02-03,6776897115
2011-02-04,7167270386
2011-02-07,7276969131
2011-02-08,7284682325
2011-02-09,7225547844
2011-02-10,7238403166
2011-02-11,7222976780
2011-02-14,7270112960
2011-02-15,7276112110
2011-02-16,7328390418
2011-02-17,7394381070
2011-02-18,7488653430
2011-02-22,7396952134
2011-02-23,7255543595
2011-02-24,7238403166
2011-02-25,7358386169
2011-02-28,7406379370
2011-03-01,7188695922
2011-03-02,7330961483
2011-03-03,7453515550
2011-03-04,7361814255
2011-03-07,7259828702
2011-03-08,7503222794
2011-03-09,7515221095
2011-03-10,7400380220
2011-03-11,7444945336
2011-03-14,7534932588
2011-03-15,7416663628
2011-03-16,7268398917
2011-03-17,7325819354
2011-03-18,7304393818
2011-03-21,7372098512
2011-03-22,7344673826
2011-03-23,7414092563
2011-03-24,7533218545
2011-03-25,7612064518
2011-03-28,7515221095
2011-03-29,7567499403
2011-03-30,7557215146
2011-03-31,7629854790
2011-04-01,7832927501
2011-04-04,7935324334
2011-04-05,7964580573
2011-04-06,7940487200
2011-04-07,7787322189
2011-04-08,7718483982
2011-04-11,7774415025
2011-04-12,7781298846
2011-04-13,7803671263
2011-04-14,7801089830
2011-04-15,7910370484
2011-04-18,7782159323
2011-04-19,7801089830
2011-04-20,7994697288
2011-04-21,8016209228
2011-04-25,8109140808
2011-04-26,8039442123
2011-04-27,8113443196
2011-04-28,7840671800
2011-04-29,7854439441
2011-05-02,7801950308
2011-05-03,7722786370
2011-05-04,7723646847
2011-05-05,7688367266
2011-05-06,7770112637
2011-05-09,7827764636
2011-05-10,7906928574
2011-05-11,7887998067
2011-05-12,8066116928
2011-05-13,8004162542
2011-05-16,7860462784
2011-05-17,7898323798
2011-05-18,7973185348
2011-05-19,7978348214
2011-05-20,7882835201
2011-05-23,7638459566
2011-05-24,7554993240
2011-05-25,7552411807
2011-05-26,7671157714
2011-05-27,7601459030
2011-05-31,7665994849
2011-06-01,7513690315
2011-06-02,7538644165
2011-06-03,7373432468
2011-06-06,7361385782
2011-06-07,7374292946
2011-06-08,7338152887
2011-06-09,7406991094
2011-06-10,7305454739
2011-06-13,7318361902
2011-06-14,7377734856
2011-06-15,7261570382
2011-06-16,7372571991
2011-06-17,7435386855
2011-06-20,7473247869
2011-06-21,7512829838
2011-06-22,7569621359
2011-06-23,7484434077
2011-06-24,7366548647
2011-06-27,7471526913
2011-06-28,7552411807
2011-06-29,7585109955
2011-06-30,7592676610
2011-07-01,7771588424
2011-07-05,7814186475
2011-07-06,7880639435
2011-07-07,7923237486
2011-07-08,7915569836
2011-07-11,7786923722
2011-07-12,7780959995
2011-07-13,7794591371
2011-07-14,7659129569
2011-07-15,7745177632
2011-07-18,7650609959
2011-07-19,7845709033
2011-07-20,7782663917
2011-07-21,7889159045
2011-07-22,7854228643
2011-07-25,7847412955
2011-07-26,7797147255
2011-07-27,7621643284
2011-07-28,7187143164
2011-07-29,6996303896
2011-08-01,6942630351
2011-08-02,6853174444
2011-08-03,7040605869
2011-08-04,6648703800
2011-08-05,6714304798
2011-08-08,6312179197
2011-08-09,6706637149
2011-08-10,6342849793
2011-08-11,6749235200
2011-08-12,6808020510
2011-08-15,6887252885
2011-08-16,6853174444
2011-08-17,6883845041
2011-08-18,6749661180
2011-08-19,6812280315
2011-08-22,6911107794
2011-08-23,7126653932
2011-08-24,7191402969
2011-08-25,7084055881
2011-08-26,7185439242
2011-08-29,7442731470
2011-08-30,7446139314
2011-08-31,7472550106
2011-09-01,7284266721
2011-09-02,7056793128
2011-09-06,7044013713
2011-09-07,7182031398
2011-09-08,7130913737
2011-09-09,6831023458
2011-09-12,6889808768
2011-09-13,6952853884
2011-09-14,7096835296
2011-09-15,7141137269
2011-09-16,7149656879
2011-09-19,7078944115
2011-09-20,7153064723
2011-09-21,6929850936
2011-09-22,6707489110
2011-09-23,6845506795
2011-09-26,7107058828
2011-09-27,7150508840
2011-09-28,6949446040
2011-09-29,6918775443
2011-09-30,6853724762
2011-10-03,6682211829
2011-10-04,6812120140
2011-10-05,6819761805
2011-10-06,6896178459
2011-10-07,6840139580
2011-10-10,7110145089
2011-10-11,7069389541
2011-10-12,7084672871
2011-10-13,7095710833
2011-10-14,7201845074
2011-10-17,7083823797
2011-10-18,7212883035
2011-10-19,7049011766
2011-10-20,7000614552
2011-10-21,7135617307
2011-10-24,7290148762
2011-10-25,7149202490
2011-10-26,7256185805
2011-10-27,7506662615
2011-10-28,7161089525
2011-10-31,7096559906
2011-11-01,6852875689
2011-11-02,6883442350
2011-11-03,6974293261
2011-11-04,6885140498
2011-11-07,6918254381
2011-11-08,6911461790
2011-11-09,6641456280
2011-11-10,6610040545
2011-11-11,6770515517
2011-11-14,6663532202
2011-11-15,6734854412
2011-11-16,6582870179
2011-11-17,6550605369
2011-11-18,6611738692
2011-11-21,6516642412
2011-11-22,6565888700
2011-11-23,6494566490
2011-11-25,6543812778
2011-11-28,6618531284
2011-11-29,6575228513
2011-11-30,6879196980
2011-12-01,6837592358
2011-12-02,6764572000
2011-12-05,6857970132
2011-12-06,6812969214
2011-12-07,6702589603
2011-12-08,6557397961
2011-12-09,6722967377
2011-12-12,6706834973
2011-12-13,6603247953
2011-12-14,6487773899
2011-12-15,6471641494
2011-12-16,6496264638
2011-12-19,6485226677
2011-12-20,6654192389
2011-12-21,6655890537
2011-12-22,6639758132
2011-12-23,6640607206
2011-12-27,6670324794
2011-12-28,6646550724
2011-12-29,6666079424
2011-12-30,6615984062
2012-01-03,6586193661
2012-01-04,6520748195
2012-01-05,6538596959
2012-01-06,6582793896
2012-01-09,6575144426
2012-01-10,6783379998
2012-01-11,6864974345
2012-01-12,7110607326
2012-01-13,7144604970
2012-01-17,7153954322
2012-01-18,7144604970
2012-01-19,7102107915
2012-01-20,7165003557
2012-01-23,7148854676
2012-01-24,7164153616
2012-01-25,7153954322
2012-01-26,7115706972
2012-01-27,7097008268
2012-01-30,7045161860
2012-01-31,7141205206
2012-02-01,7226199317
2012-02-02,7249997668
2012-02-03,7385988245
2012-02-06,7321392721
2012-02-07,7204100848
2012-02-08,7206650671
2012-02-09,7247447844
2012-02-10,7184552202
2012-02-13,7329892132
2012-02-14,7474382121
2012-02-15,7386838187
2012-02-16,7444634182
2012-02-17,7483731473
2012-02-21,7487131237
2012-02-22,7471832298
2012-02-23,7587424288
2012-02-24,7584024524
2012-02-27,7476082003
2012-02-28,7383438422
2012-02-29,7374939011
2012-03-01,7359640071
2012-03-02,7304393899
2012-03-05,7329892132
2012-03-06,7259347020
2012-03-07,7262746784
2012-03-08,7366439600
2012-03-09,7458233240
2012-03-12,7462482945
2012-03-13,7467582592
2012-03-14,7394487657
2012-03-15,7346890954
2012-03-16,7384288363
2012-03-19,7378338775
2012-03-20,7257647138
2012-03-21,7261046902
2012-03-22,7261471873
2012-03-23,7195601437
2012-03-26,7300994134
2012-03-27,7264446667
2012-03-28,7219399788
2012-03-29,7154804263
2012-03-30,7108907444
2012-04-02,7197330789
2012-04-03,7216990956
2012-04-04,7235796334
2012-04-05,7314437003
2012-04-09,7246053812
2012-04-10,7217845746
2012-04-11,7314437003
2012-04-12,7408463889
2012-04-13,7359740866
2012-04-16,7361450446
2012-04-17,7438381535
2012-04-18,7500781197
2012-04-19,7460606072
2012-04-20,7514457835
2012-04-23,7446074644
2012-04-24,7455477333
2012-04-25,7445219854
2012-04-26,7348628598
2012-04-27,7491378508
2012-04-30,7402480360
2012-05-01,7482830609
2012-05-02,7469153971
2012-05-03,7396496831
2012-05-04,7233231964
2012-05-07,7284519357
2012-05-08,7254601711
2012-05-09,7110997011
2012-05-10,7122109280
2012-05-11,7115270961
2012-05-14,6962263572
2012-05-15,6990471638
2012-05-16,7100739533
2012-05-17,7043468611
2012-05-18,6955425253
2012-05-21,7079369786
2012-05-22,7175961042
2012-05-23,7330678010
2012-05-24,7419576158
2012-05-25,7377691454
2012-05-29,7437526745
2012-05-30,7430688426
2012-05-31,7458896492
2012-06-01,7330678010
2012-06-04,7337516329
2012-06-05,7336661540
2012-06-06,7412737839
2012-06-07,7354612127
2012-06-08,7482830609
2012-06-11,7497362037
2012-06-12,7525570103
2012-06-13,7484540189
2012-06-14,7523860523
2012-06-15,7502490776
2012-06-18,7623016149
2012-06-19,7757218161
2012-06-20,7723881355
2012-06-21,7580276655
2012-06-22,7562326068
2012-06-25,7556342539
2012-06-26,7587114974
2012-06-27,7674303542
2012-06-28,7654643375
2012-06-29,7835858829
2012-07-02,7953192175
2012-07-03,7984984322
2012-07-05,7975532603
2012-07-06,7945458950
2012-07-09,7948895939
2012-07-10,8027087435
2012-07-11,7937725725
2012-07-12,7950614434
2012-07-13,7975532603
2012-07-16,7992717547
2012-07-17,8018494963
2012-07-18,8004747008
2012-07-19,8091530976
2012-07-20,8020213458
2012-07-23,7959206906
2012-07-24,7851801004
2012-07-25,7881015410
2012-07-26,7923977770
2012-07-27,8121604628
2012-07-30,8076064526
2012-07-31,7978110344
2012-08-01,7892185623
2012-08-02,7767594778
2012-08-03,7891326376
2012-08-06,7855237993
2012-08-07,7763298542
2012-08-08,7704869732
2012-08-09,7652455652
2012-08-10,7717758440
2012-08-13,7713462204
2012-08-14,7733224890
2012-08-15,7744395103
2012-08-16,7862971218
2012-08-17,7859534229
2012-08-20,7781342733
2012-08-21,7752987575
2012-08-22,7758143059
2012-08-23,7753846823
2012-08-24,7841490038
2012-08-27,7827742083
2012-08-28,7844927027
2012-08-29,7941162714
2012-08-30,7866408207
2012-08-31,7863830465
2012-09-04,7862971218
2012-09-05,7902496590
2012-09-06,8025368941
2012-09-07,8042553885
2012-09-10,7993576794
2012-09-11,8007324749
2012-09-12,8015057974
2012-09-13,8018494963
2012-09-14,8005606255
2012-09-17,8068331301
2012-09-18,8113871404
2012-09-19,8047709368
2012-09-20,7856097241
2012-09-21,7870704443
2012-09-24,7905074332
2012-09-25,7856956488
2012-09-26,7737521126
2012-09-27,7732795266
2012-09-28,7774735122
2012-10-01,7793511775
2012-10-02,7827047050
2012-10-03,7829626686
2012-10-04,7913464872
2012-10-05,7890248144
2012-10-08,7839515293
2012-10-09,7708813710
2012-10-10,7735469954
2012-10-11,7759546561
2012-10-12,7738049591
2012-10-15,7848973960
2012-10-16,7916904387
2012-10-17,8008911422
2012-10-18,8049394517
2012-10-19,7899706811
2012-10-22,7924643297
2012-10-23,7928082812
2012-10-24,7658080859
2012-10-25,8186906340
2012-10-26,8131874095
2012-10-31,8148211793
2012-11-01,8234199676
2012-11-02,8149071671
2012-11-05,8127961646
2012-11-06,8152511187
2012-11-07,8057064637
2012-11-08,7908305599
2012-11-09,7946140268
2012-11-12,7943560631
2012-11-13,7939261237
2012-11-14,7781043532
2012-11-15,7770724986
2012-11-16,7744928621
2012-11-19,7730310681
2012-11-20,7785342926
2012-11-21,7884228992
2012-11-23,7924643297
2012-11-26,7949579783
2012-11-27,8032128151
2012-11-28,7990853967
2012-11-29,8064803546
2012-11-30,8037287424
2012-12-03,8016452559
2012-12-04,8033254592
2012-12-05,8079713845
2012-12-06,8113816639
2012-12-07,8105217851
2012-12-10,8160250096
2012-12-11,8133593852
2012-12-12,8071682577
2012-12-13,8022669483
2012-12-14,8019229968
2012-12-17,8052765242
2012-12-18,8085363249
2012-12-19,7951299541
2012-12-20,7970216875
2012-12-21,7881649355
2012-12-24,7904006205
2012-12-26,7865311658
2012-12-27,7927222933
2012-12-28,7902286447
2012-12-31,8042415506
2013-01-02,8110527730
2013-01-03,8193297015
2013-01-04,8211402796
2013-01-07,8261409239
2013-01-08,8228473961
2013-01-09,8225197677
2013-01-10,8211402796
2013-01-11,8177777774
2013-01-14,8144152752
2013-01-15,8121736071
2013-01-16,8096732849
2013-01-17,8117425170
2013-01-18,8190710475
2013-01-22,8163982893
2013-01-23,8182950854
2013-01-24,8151912372
2013-01-25,8147601472
2013-01-28,8130357871
2013-01-29,8180364314
2013-01-30,8170018153
2013-01-31,8134668771
2013-02-01,8207091895
2013-02-04,8122598251
2013-02-05,8212264976
2013-02-06,8201056635
2013-02-07,8465745910
2013-02-08,8345902884
2013-02-11,8298482981
2013-02-12,8306242601
2013-02-13,8288136820
2013-02-14,8314864402
2013-02-15,8373492645
2013-02-19,8337281083
2013-02-20,8265720139
2013-02-21,8246752178
2013-02-22,8284688100
2013-02-25,8189848294
2013-02-26,8193297015
2013-02-27,8276928480
2013-02-28,8270031039
2013-03-01,8237268197
2013-03-04,8420912548
2013-03-05,8464021550
2013-03-06,8423499088
2013-03-07,8394184966
2013-03-08,8491611312
2013-03-11,8546790835
2013-03-12,8505406193
2013-03-13,8676117843
2013-03-14,8725262106
2013-03-15,8797685230
2013-03-18,8716640305
2013-03-19,8754576227
2013-03-20,8828723712
2013-03-21,8815791011
2013-03-22,8987364841
2013-03-25,8944255838
2013-03-26,9020989863
2013-03-27,9031336023
2013-03-28,9154627770
2013-04-01,9001036084
2013-04-02,9050010794
2013-04-03,9017360987
2013-04-04,9035404301
2013-04-05,8946906142
2013-04-08,9031967480
2013-04-09,9062898875
2013-04-10,9227866318
2013-04-11,9325815737
2013-04-12,9382523295
2013-04-15,9179750814
2013-04-16,9383382501
2013-04-17,9182672112
2013-04-18,9183187635
2013-04-19,9251064864
2013-04-22,9276841027
2013-04-23,9325815737
2013-04-24,9366198392
2013-04-25,9284573876
2013-04-26,9329252558
2013-04-29,9314646066
2013-04-30,9306913217
2013-05-01,9258797713
2013-05-02,9279418644
2013-05-03,9367916803
2013-05-06,9383382501
2013-05-07,9527729013
2013-05-08,9519996164
2013-05-09,9484768741
2013-05-10,9507108082
2013-05-13,9451259730
2013-05-14,9516559342
2013-05-15,9626537637
2013-05-16,9554364381
2013-05-17,9709880564
2013-05-20,9572407695
2013-05-21,9613649556
2013-05-22,9530306629
2013-05-23,9561238025
2013-05-24,9579281339
2013-05-28,9544053916
2013-05-29,9336126202
2013-05-30,9421187539
2013-05-31,9430638799
2013-06-03,9474458276
2013-06-04,9281137054
2013-06-05,9210682209
2013-06-06,9242472810
2013-06-07,9318082888
2013-06-10,9319801299
2013-06-11,9146241802
2013-06-12,9091252654
2013-06-13,9182328430
2013-06-14,9142804980
2013-06-17,9393692966
2013-06-18,9526869807
2013-06-19,9330111764
2013-06-20,9166003527
2013-06-21,9237317577
2013-06-24,9234739961
2013-06-25,9327534148
2013-06-26,9441808470
2013-06-27,9536321067
2013-06-28,9488205563
2013-07-01,9550475711
2013-07-02,9500773818
2013-07-03,9517912402
2013-07-05,9634454770
2013-07-08,9767278793
2013-07-09,9777561943
2013-07-10,9881250374
2013-07-11,9990937309
2013-07-12,10052636210
2013-07-15,9978083371
2013-07-16,9932666125
2013-07-17,9936950771
2013-07-18,10061205502
2013-07-19,10105765819
2013-07-22,10172606295
2013-07-23,10173463224
2013-07-24,10057777785
2013-07-25,10018359043
2013-07-26,10006362034
2013-07-29,9896675099
2013-07-30,9948947779
2013-07-31,9935236912
2013-08-01,10001220459
2013-08-02,10042353060
2013-08-05,10058634714
2013-08-06,10022643689
2013-08-07,9980654159
2013-08-08,10085199519
2013-08-09,10026071406
2013-08-12,10052636210
2013-08-13,10035497626
2013-08-14,10010646680
2013-08-15,9812696040
2013-08-16,9815266827
2013-08-19,9835833128
2013-08-20,9897532029
2013-08-21,9789558952
2013-08-22,9873538011
2013-08-23,9933523054
2013-08-26,9894961241
2013-08-27,9725289263
2013-08-28,9678158158
2013-08-29,9661876504
2013-08-30,9645594850
2013-09-03,9559901932
2013-09-04,9680728946
2013-09-05,9630170124
2013-09-06,9638739416
2013-09-09,9767278793
2013-09-10,9835833128
2013-09-11,9872681082
2013-09-12,9829834623
2013-09-13,9819551473
2013-09-16,9927524550
2013-09-17,9918955258
2013-09-18,10030356051
2013-09-19,10035497626
2013-09-20,9974655655
2013-09-23,9903530533
2013-09-24,9768135722
2013-09-25,9820408402
2013-09-26,9910385966
2013-09-27,9912099825
2013-09-30,9866704269
2013-10-01,10002649328
2013-10-02,9886369278
2013-10-03,9765814226
2013-10-04,9903469285
2013-10-07,9864994269
2013-10-08,9774364229
2013-10-09,9724774208
2013-10-10,9915439290
2013-10-11,9993244324
2013-10-14,10012054332
2013-10-15,9982129319
2013-10-16,10165099398
2013-10-17,10224949424
2013-10-18,10147999391
2013-10-21,10190749410
2013-10-22,10342939475
2013-10-23,10334389472
2013-10-24,9793174237
2013-10-25,9990679323
2013-10-28,9910138288
2013-10-29,9933394298
2013-10-30,9871834272
2013-10-31,9935104299
2013-11-01,9976144317
2013-11-04,9938524300
2013-11-05,9933394298
2013-11-06,9900904284
2013-11-07,9861574267
2013-11-08,9966739313
2013-11-11,9876109273
2013-11-12,9951349306
2013-11-13,10036849343
2013-11-14,10077889361
2013-11-15,10184764407
2013-11-18,10169374400
2013-11-19,10117219378
2013-11-20,10112944376
2013-11-21,10145434390
2013-11-22,10244614433
2013-11-25,10126624382
2013-11-26,10159114396
2013-11-27,10121494380
2013-11-29,10044544346
2013-12-02,10111234375
2013-12-03,9913729290
2013-12-04,9883804277
2013-12-05,9933394298
2013-12-06,10033429341
2013-12-09,9926554295
2013-12-10,9860719267
2013-12-11,9796594239
2013-12-12,9771799228
2013-12-13,9796594239
2013-12-16,9863284268
2013-12-17,9798304240
2013-12-18,9817969248
2013-12-19,9792319237
2013-12-20,9720499206
2013-12-23,9792319237
2013-12-24,9878674274
2013-12-26,9859009266
2013-12-27,9881239276
2013-12-30,9899194283
2013-12-31,9875476129
2014-01-02,9765814735
2014-01-03,9780266236
2014-01-06,9754763586
2014-01-07,9866125157
2014-01-08,9853373833
2014-01-09,9861874716
2014-01-10,9811719504
2014-01-13,9777715971
2014-01-14,9907779486
2014-01-15,10007239820
2014-01-16,10065045827
2014-01-17,10208710754
2014-01-21,10168756603
2014-01-22,10166206338
2014-01-23,10041243353
