,FMCC
2023-04-21,1437027900
2023-04-24,1391590200
2023-04-25,1352135400
2023-04-26,1366688400
2023-04-27,1398485088
2023-04-28,1380918000
2023-05-01,1379462700
2023-05-02,1398058200
2023-05-03,1392398700
2023-05-04,1380918000
2023-05-05,1426598250
2023-05-08,1567843200
2023-05-09,1519980000
2023-05-10,1494431400
2023-05-11,1507367400
2023-05-12,1520303400
2023-05-15,1540192500
2023-05-16,1475997600
2023-05-17,1535988300
2023-05-18,1462091400
2023-05-19,1460151000
2023-05-22,1473087000
2023-05-23,1477938000
2023-05-24,1470823200
2023-05-25,1464516900
2023-05-26,1455623400
2023-05-30,1460830140
2023-05-31,1424577000
2023-06-01,1395551850
2023-06-02,1410024000
2023-06-05,1422960000
2023-06-06,1422960000
2023-06-07,1422960000
2023-06-08,1451095800
2023-06-09,1455642804
2023-06-12,1443172500
2023-06-13,1425870600
2023-06-14,1404542370
2023-06-15,1446891600
2023-06-16,1430721600
2023-06-20,1422636600
2023-06-21,1391266800
2023-06-22,1406790000
2023-06-23,1397734800
2023-06-26,1400322000
2023-06-27,1426840800
2023-06-28,1391266800
2023-06-29,1393207200
2023-06-30,1402585800
2023-07-03,1414875000
2023-07-05,1407598500
2023-07-06,1414875000
2023-07-07,1416168600
2023-07-10,1420372800
2023-07-11,1429589700
2023-07-12,1429589700
2023-07-13,1429428000
2023-07-14,1444870350
2023-07-17,1429428000
2023-07-18,1424577000
2023-07-19,1456917000
2023-07-20,1446147780
2023-07-21,1487640000
2023-07-24,1458857400
2023-07-25,1434279000
2023-07-26,1427164200
2023-07-27,1436542800
2023-07-28,1423283400
2023-07-31,1428457800
2023-08-01,1520303400
2023-08-02,1487533278
2023-08-03,1471470000
2023-08-04,1460797800
2023-08-07,1469853000
2023-08-08,1455623400
2023-08-09,1464355200
2023-08-10,1468236000
2023-08-11,1467104100
2023-08-14,1608915000
2023-08-15,1629936000
2023-08-16,1940400000
2023-08-17,2560681200
2023-08-18,1880247600
2023-08-21,1841763000
2023-08-22,1851465000
2023-08-23,1840145999
2023-08-24,1845967200
2023-08-25,1746360000
2023-08-28,1687177800
2023-08-29,1746360000
2023-08-30,1879924200
2023-08-31,1940400000
2023-09-01,1940400000
2023-09-05,1923906600
2023-09-06,2005080000
2023-09-07,2247630000
2023-09-08,2192457960
2023-09-11,2153844000
2023-09-12,2166780000
2023-09-13,2134440000
2023-09-14,1969506000
2023-09-15,2005241700
2023-09-18,2005080000
2023-09-19,2013165000
2023-09-20,1989233400
2023-09-21,2005080000
2023-09-22,2005080000
2023-09-25,2014943700
2023-09-26,1940076600
2023-09-27,1972416600
2023-09-28,1953336000
2023-09-29,1914528000
2023-10-02,1914528000
2023-10-03,1876366800
2023-10-04,1810716599
2023-10-05,1833677999
2023-10-06,1778991060
2023-10-09,1833677999
2023-10-10,1885421999
2023-10-11,2004756600
2023-10-12,1972740000
2023-10-13,1985676000
2023-10-16,2053590000
2023-10-17,2063292000
2023-10-18,2060058000
2023-10-19,1995054600
2023-10-20,1961097600
2023-10-23,1963038000
2023-10-24,2005403400
2023-10-25,2047122000
2023-10-26,2046313500
2023-10-27,2077844999
2023-10-30,2080432200
2023-10-31,2102100000
2023-11-01,2102100000
2023-11-02,2115036000
2023-11-03,2134440000
2023-11-06,2127972000
2023-11-07,2133146400
2023-11-08,2131206000
2023-11-09,2118108300
2023-11-10,2052684479
2023-11-13,1972740000
2023-11-14,2024484000
2023-11-15,2037420000
2023-11-16,2053590000
2023-11-17,2011548000
2023-11-20,2037743400
2023-11-21,2045828400
2023-11-22,2089164000
2023-11-24,2069760000
2023-11-27,2074449300
2023-11-28,2074610999
2023-11-29,2101779833
2023-11-30,2134440000
2023-12-01,2134440000
2023-12-04,2116329600
2023-12-05,2080108800
2023-12-06,2143559880
2023-12-07,2097669420
2023-12-08,2107177380
2023-12-11,2079462000
2023-12-12,2126355000
2023-12-13,2064617940
2023-12-14,2067819600
2023-12-15,2037743400
2023-12-18,2069760000
2023-12-19,2128295400
2023-12-20,2147376000
2023-12-21,2182950000
2023-12-22,2364862500
2023-12-26,2918685000
2023-12-27,2452180500
2023-12-28,2587200000
2023-12-29,2748900000
2024-01-02,2619540000
2024-01-03,2564562000
2024-01-04,2586876600
2024-01-05,2619540000
2024-01-08,2669667000
2024-01-09,2680015800
2024-01-10,2652850200
2024-01-11,2551626000
2024-01-12,2587200000
2024-01-16,2683896600
2024-01-17,2857562400
2024-01-18,2910600000
2024-01-19,3072300000
2024-01-22,3654419999
2024-01-23,3686759999
2024-01-24,3848460000
2024-01-25,3395700000
2024-01-26,3525060000
2024-01-29,3557400000
2024-01-30,3460380000
2024-01-31,3331020000
2024-02-01,3395700000
2024-02-02,3525060000
2024-02-05,3492720000
2024-02-06,3298680000
2024-02-07,3298680000
2024-02-08,3428040000
2024-02-09,3589740000
2024-02-12,3557400000
2024-02-13,3492720000
2024-02-14,3492720000
2024-02-15,3428040000
2024-02-16,3428040000
2024-02-20,3525060000
2024-02-21,3492720000
2024-02-22,3492720000
2024-02-23,3460380000
2024-02-26,3460380000
2024-02-27,3557400000
2024-02-28,3525060000
2024-02-29,3557400000
2024-03-01,3492720000
2024-03-04,3460380000
2024-03-05,3525060000
2024-03-06,3557400000
2024-03-07,3622080000
2024-03-08,3816120000
2024-03-11,4042500000
2024-03-12,3783780000
2024-03-13,3913140000
2024-03-14,3977820000
2024-03-15,3977820000
2024-03-18,4236540000
2024-03-19,4398240000
2024-03-20,4753980000
2024-03-21,5400780000
2024-03-22,5045040000
2024-03-25,5239080000
2024-03-26,5433120000
2024-03-27,5239080000
2024-03-28,4365900000
2024-04-01,4883340000
2024-04-02,4883340000
2024-04-03,4559940000
2024-04-04,4462920000
2024-04-05,3945480000
2024-04-08,4365900000
2024-04-09,4753980000
2024-04-10,4624620000
2024-04-11,4818660000
2024-04-12,4721640000
2024-04-15,4398240000
2024-04-16,4301220000
2024-04-17,4204200000
2024-04-18,3977820000
2024-04-19,4042500000
2024-04-22,4268880000
2024-04-23,4398240000
2024-04-24,4462920000
2024-04-25,4398240000
2024-04-26,4462920000
2024-04-29,4624620000
2024-04-30,4398240000
2024-05-01,4527600000
2024-05-02,4462920000
2024-05-03,4462920000
2024-05-06,4462920000
2024-05-07,4430580000
2024-05-08,4365900000
2024-05-09,4236540000
2024-05-10,4462920000
2024-05-13,4527600000
2024-05-14,4656960000
2024-05-15,4592280000
2024-05-16,4721640000
2024-05-17,4786320000
2024-05-20,5045040000
2024-05-21,4786320000
2024-05-22,4786320000
2024-05-23,4592280000
2024-05-24,4592280000
2024-05-28,4430580000
2024-05-29,4398240000
2024-05-30,4753980000
2024-05-31,4689300000
2024-06-03,4689300000
2024-06-04,4624620000
2024-06-05,4753980000
2024-06-06,4915680000
2024-06-07,4980360000
2024-06-10,4980360000
2024-06-11,4689300000
2024-06-12,4527600000
2024-06-13,4301220000
2024-06-14,4365900000
2024-06-17,4204200000
2024-06-18,4010160000
2024-06-20,3977820000
2024-06-21,3492720000
2024-06-24,3848460000
2024-06-25,3783780000
2024-06-26,4010160000
2024-06-27,4042500000
2024-06-28,4365900000
2024-07-01,4398240000
2024-07-02,4236540000
2024-07-03,4398240000
2024-07-05,4365900000
2024-07-08,4236540000
2024-07-09,4204200000
2024-07-10,4074840000
2024-07-11,4107180000
2024-07-12,4107180000
2024-07-15,4527600000
2024-07-16,4592280000
2024-07-17,4430580000
2024-07-18,4495260000
2024-07-19,4236540000
2024-07-22,4139520000
2024-07-23,4236540000
2024-07-24,4236540000
2024-07-25,4074840000
2024-07-26,4236540000
2024-07-29,4042500000
2024-07-30,3977820000
2024-07-31,3848460000
2024-08-01,3751439999
2024-08-02,3525060000
2024-08-05,3222681000
2024-08-06,3622080000
2024-08-07,3492720000
2024-08-08,3460380000
2024-08-09,3525060000
