,PBY
2014-05-27,3464115765
2014-05-28,3392655617
2014-05-29,3402864210
2014-05-30,3382447024
2014-06-02,3358626975
2014-06-03,3287166826
2014-06-04,3280361098
2014-06-05,3287166826
2014-06-06,3334806925
2014-06-09,3355224111
2014-06-10,3341612654
2014-06-11,3498144407
2014-06-12,3538978778
2014-06-13,3464115765
2014-06-16,3491338679
2014-06-17,3518561593
2014-06-18,3528770185
2014-06-19,3515158728
2014-06-20,3515158728
2014-06-23,3552590235
2014-06-24,3549187371
2014-06-25,3552590235
2014-06-26,3569604556
2014-06-27,3579813148
2014-06-30,3649906818
2014-07-01,3670508362
2014-07-02,3715145040
2014-07-03,3708277858
2014-07-07,3687676315
2014-07-08,3643039637
2014-07-09,3646473227
2014-07-10,3629305274
2014-07-11,3636172455
2014-07-14,3670508362
2014-07-15,3667074771
2014-07-16,3667074771
2014-07-17,3643039637
2014-07-18,3663641180
2014-07-21,3708277858
2014-07-22,3728879402
2014-07-23,3742613764
2014-07-24,3766648899
2014-07-25,3776949671
2014-07-28,3770082489
2014-07-29,3735746583
2014-07-30,3711711449
2014-07-31,3643039637
2014-08-01,3636172455
2014-08-04,3660207590
2014-08-05,3636172455
2014-08-06,3656773999
2014-08-07,3646473227
2014-08-08,3667074771
2014-08-11,3704844268
2014-08-12,3677375543
2014-08-13,3694543496
2014-08-14,3694543496
2014-08-15,3684242724
2014-08-18,3725445811
2014-08-19,3728879402
2014-08-20,3746047355
2014-08-21,3749480946
2014-08-22,3746047355
2014-08-25,3770082489
2014-08-26,3625871684
2014-08-27,3546899100
2014-08-28,3522863965
2014-08-29,3540031918
2014-09-02,3543465509
2014-09-03,3543465509
2014-09-04,3553766281
2014-09-05,3567500643
2014-09-08,3581235006
2014-09-09,3550332690
2014-09-10,3540031918
2014-09-11,3540031918
2014-09-12,3498828831
2014-09-15,3464492925
2014-09-16,3485094469
2014-09-17,3505696012
2014-09-18,3485094469
2014-09-19,3471360106
2014-09-22,3464492925
2014-09-23,3457625744
2014-09-24,3495395240
2014-09-25,3467926516
2014-09-26,3433590610
2014-09-29,3412989066
2014-09-30,3505591772
2014-10-01,3512673775
2014-10-02,3452476745
2014-10-03,3470181754
2014-10-06,3459558748
2014-10-07,3448935743
2014-10-08,3448935743
2014-10-09,3417066727
2014-10-10,3317918677
2014-10-13,3321459679
2014-10-14,3310836673
2014-10-15,3215229625
2014-10-16,3307295671
2014-10-17,3413525725
2014-10-20,3427689732
2014-10-21,3434771736
2014-10-22,3424148730
2014-10-23,3413525725
2014-10-24,3448935743
2014-10-27,3463099750
2014-10-28,3470181754
2014-10-29,3417066727
2014-10-30,3409984723
2014-10-31,3392279714
2014-11-03,3367492702
2014-11-04,3307295671
2014-11-05,3314377675
2014-11-06,3307295671
2014-11-07,3374574705
2014-11-10,3388738713
2014-11-11,3399361718
2014-11-12,3431230734
2014-11-13,3417066727
2014-11-14,3431230734
2014-11-17,3420607729
2014-11-18,3427689732
2014-11-19,3417066727
2014-11-20,3420607729
2014-11-21,3399361718
2014-11-24,3409984723
2014-11-25,3356869696
2014-11-26,3346246691
2014-11-28,3339164687
2014-12-01,3204606619
2014-12-02,3232934634
2014-12-03,3215229625
2014-12-04,3147950591
2014-12-05,3147950591
2014-12-08,2928408480
2014-12-09,2949654491
2014-12-10,2885916458
2014-12-11,2903621467
2014-12-12,2871752451
2014-12-15,2892998462
2014-12-16,2946113489
2014-12-17,2992146512
2014-12-18,3055884544
2014-12-19,3059425546
2014-12-22,3027556530
2014-12-23,3048802541
2014-12-24,3041720537
2014-12-26,3013392523
2014-12-29,2946113489
2014-12-30,2917785474
2014-12-31,2960791251
2015-01-02,3010974153
2015-01-05,2993051688
2015-01-06,2982298209
2015-01-07,3039650097
2015-01-08,3071910535
2015-01-09,3064741549
2015-01-12,3053988070
2015-01-13,3071910535
2015-01-14,3028896618
2015-01-15,2978713716
2015-01-16,3018143139
2015-01-20,3000220674
2015-01-21,3025312125
2015-01-22,3046819084
2015-01-23,3068326042
2015-01-26,3089833000
2015-01-27,3079079521
2015-01-28,3010974153
2015-01-29,2967960237
2015-01-30,2957206758
2015-02-02,2950037771
2015-02-03,3028896618
2015-02-04,2978713716
2015-02-05,3032481111
2015-02-06,3093417493
2015-02-09,3097001986
2015-02-10,3093417493
2015-02-11,3039650097
2015-02-12,3082664014
2015-02-13,3107755465
2015-02-17,3147184889
2015-02-18,3136431410
2015-02-19,3150769382
2015-02-20,3154353875
2015-02-23,3143600396
2015-02-24,3157938368
2015-02-25,3122093437
2015-02-26,3089833000
2015-02-27,3093417493
2015-03-02,3082664014
2015-03-03,3122093437
2015-03-04,3143600396
2015-03-05,3132846916
2015-03-06,3129262423
2015-03-09,3100586479
2015-03-10,3050403577
2015-03-11,3043234590
2015-03-12,3057572563
2015-03-13,3050403577
2015-03-16,3053988070
2015-03-17,3043234590
2015-03-18,3064741549
2015-03-19,3050403577
2015-03-20,3068326042
2015-03-23,3064741549
2015-03-24,3053988070
2015-03-25,3061157056
2015-03-26,3064741549
2015-03-27,3025312125
2015-03-30,3014558646
2015-03-31,2988330010
2015-04-01,2970647584
2015-04-02,2977720555
2015-04-06,2977720555
2015-04-07,2967111099
2015-04-08,2960038129
2015-04-09,2967111099
2015-04-10,2967111099
2015-04-13,2967111099
2015-04-14,2974184070
2015-04-15,2977720555
2015-04-16,3020158377
2015-04-17,3020158377
2015-04-20,3041377289
2015-04-21,3023694863
2015-04-22,3055523230
2015-04-23,3059059715
2015-04-24,3027231348
2015-04-27,2995402981
2015-04-28,2952965158
2015-04-29,2949428673
2015-04-30,2952965158
2015-05-01,2938819217
2015-05-04,2853943572
2015-05-05,2786750353
2015-05-06,2751385501
2015-05-07,2843334116
2015-05-08,2822115205
2015-05-11,2825651690
2015-05-12,2846870602
2015-05-13,2885771939
2015-05-14,2896381395
2015-05-15,2906990850
2015-05-18,2903454365
2015-05-19,2896381395
2015-05-20,2875162483
2015-05-21,2875162483
2015-05-22,2861016542
2015-05-26,2839797631
2015-05-27,2807969264
2015-05-28,2811505749
2015-05-29,2793823323
2015-06-01,2761994956
2015-06-02,2758458471
2015-06-03,2744312530
2015-06-04,2740776045
2015-06-05,2687728767
2015-06-08,2645290944
2015-06-09,2553342328
2015-06-10,2563951784
2015-06-11,2645290944
2015-06-12,2680655796
2015-06-15,2691265252
2015-06-16,2705411193
2015-06-17,2705411193
2015-06-18,2719557134
2015-06-19,2730166589
2015-06-22,2744312530
2015-06-23,2744312530
2015-06-24,2740776045
2015-06-25,2723093619
2015-06-26,2652363915
2015-06-29,2588707181
2015-06-30,2630811723
2015-07-01,2648659835
2015-07-02,2648659835
2015-07-06,2616533233
2015-07-07,2630811723
2015-07-08,2612963611
2015-07-09,2612963611
2015-07-10,2630811723
2015-07-13,2677216815
2015-07-14,2666507947
2015-07-15,2677216815
2015-07-16,2705773794
2015-07-17,2684356059
2015-07-20,2677216815
2015-07-21,2634381345
2015-07-22,2623672478
2015-07-23,2609393989
2015-07-24,2562988897
2015-07-27,2548710407
2015-07-28,2541571163
2015-07-29,2559419275
2015-07-30,2552280030
2015-07-31,2545140785
2015-08-03,2523723050
2015-08-04,2509444561
2015-08-05,2509444561
2015-08-06,2559419275
2015-08-07,2548710407
2015-08-10,2580837009
2015-08-11,2623672478
2015-08-12,2634381345
2015-08-13,2623672478
2015-08-14,2641520590
2015-08-17,2637950968
2015-08-18,2616533233
2015-08-19,2602254744
2015-08-20,2562988897
2015-08-21,2587976254
2015-08-24,2491596449
2015-08-25,2498735694
2015-08-26,2513014183
2015-08-27,2677216815
2015-08-28,2752178885
2015-08-31,2712913039
2015-09-01,2673647192
2015-09-02,2702204171
2015-09-03,2745039640
2015-09-04,2798583977
2015-09-08,2852128313
2015-09-09,2830710579
2015-09-10,2844989068
2015-09-11,2834280201
2015-09-14,2823571334
2015-09-15,2820001711
2015-09-16,2837849823
2015-09-17,2812862466
2015-09-18,2795014354
2015-09-21,2791444732
2015-09-22,2798583977
2015-09-23,2784305487
2015-09-24,2809292844
2015-09-25,2795014354
2015-09-28,2612963611
2015-09-29,2527292673
2015-09-30,2532869071
2015-10-01,2628784169
2015-10-02,2607469703
2015-10-05,2632336580
2015-10-06,2650098635
2015-10-07,2696279979
2015-10-08,2689175157
2015-10-09,2710489623
2015-10-12,2699832390
2015-10-13,2657203457
2015-10-14,2653651046
2015-10-15,2639441402
2015-10-16,2646546224
2015-10-19,2642993813
2015-10-20,2639441402
2015-10-21,2632336580
2015-10-22,2618126936
2015-10-23,2635888991
2015-10-26,2628784169
2015-10-27,2593260059
2015-10-28,2600364881
2015-10-29,2568393181
2015-10-30,2603917292
2015-11-02,2593260059
2015-11-03,2628784169
2015-11-04,2614574525
2015-11-05,2579050415
2015-11-06,2653651046
2015-11-09,2639441402
2015-11-10,2642993813
2015-11-11,2582602826
2015-11-12,2568393181
2015-11-13,2603917292
2015-11-16,2653651046
2015-11-17,2635888991
2015-11-18,2628784169
2015-11-19,2650098635
2015-11-20,2621679347
2015-11-23,2650098635
2015-11-24,2653651046
2015-11-25,2664308280
2015-11-27,2674965513
2015-11-30,2664308280
2015-12-01,2653651046
2015-12-02,2628784169
2015-12-03,2621679347
2015-12-04,2618126936
2015-12-07,2539973893
2015-12-08,2508002194
2015-12-09,2362353341
2015-12-10,2493792550
2015-12-11,2358800930
2015-12-14,2202494844
2015-12-15,2284200298
2015-12-16,2358800930
2015-12-17,2394325040
2015-12-18,2358800930
2015-12-21,2394325040
2015-12-22,2444058795
2015-12-23,2564840770
2015-12-24,2589707648
2015-12-28,2511554605
2015-12-29,2472478083
2015-12-30,2490240139
2015-12-31,2483338034
2016-01-04,2554493851
2016-01-05,2536704897
2016-01-06,2511800361
2016-01-07,2451317916
2016-01-08,2454875707
2016-01-11,2333910817
2016-01-12,2259197208
2016-01-13,2173810227
2016-01-14,2156021273
2016-01-15,2120443364
2016-01-19,2099096619
2016-01-20,2077749873
2016-01-21,2131116737
2016-01-22,2234292672
2016-01-25,2138232318
2016-01-26,2216503718
2016-01-27,2156021273
2016-01-28,2152463482
2016-01-29,2159579064
2016-02-01,2180925809
2016-02-02,2145347900
2016-02-03,2156021273
2016-02-04,2170252436
2016-02-05,2131116737
2016-02-08,2020825219
2016-02-09,1871398002
2016-02-10,2070634292
2016-02-11,2099096619
2016-02-12,2195156972
2016-02-16,2269870581
2016-02-17,2344584189
2016-02-18,2422855589
2016-02-19,2429971171
2016-02-22,2472664661
2016-02-23,2490453616
2016-02-24,2511800361
2016-02-25,2447760125
2016-02-26,2497569197
2016-02-29,2561609433
2016-03-01,2590071760
2016-03-02,2646996414
2016-03-03,2661227578
2016-03-04,2611418505
2016-03-07,2632765251
2016-03-08,2533147106
2016-03-09,2515358152
2016-03-10,2454875707
2016-03-11,2469106870
2016-03-14,2451317916
2016-03-15,2426413380
2016-03-16,2440644543
2016-03-17,2550936060
2016-03-18,2529589315
2016-03-21,2547378270
2016-03-22,2540262688
2016-03-23,2486895825
2016-03-24,2533147106
2016-03-28,2554493851
2016-03-29,2518915943
2016-03-30,2526031524
2016-03-31,2589096339
2016-04-01,2589096339
2016-04-04,2546360223
2016-04-05,2553482909
2016-04-06,2560605595
2016-04-07,2567728281
2016-04-08,2592657682
2016-04-11,2596219025
2016-04-12,2621148425
2016-04-13,2628271111
2016-04-14,2606903054
2016-04-15,2610464397
2016-04-18,2642516483
2016-04-19,2660323198
2016-04-20,2671007227
2016-04-21,2663884541
2016-04-22,2706620657
2016-04-25,2717304686
2016-04-26,2752918115
2016-04-27,2688813942
2016-04-28,2646077826
2016-04-29,2663884541
2016-05-02,2646077826
2016-05-03,2642516483
2016-05-04,2642516483
2016-05-05,2624709768
2016-05-06,2628271111
2016-05-09,2592657682
2016-05-10,2638955140
2016-05-11,2638955140
2016-05-12,2681691256
2016-05-13,2695936628
2016-05-16,2678129913
2016-05-17,2678129913
2016-05-18,2656761855
2016-05-19,2646077826
2016-05-20,2656761855
2016-05-23,2671007227
2016-05-24,2678129913
2016-05-25,2703059314
2016-05-26,2688813942
2016-05-27,2692375285
2016-05-31,2674568570
2016-06-01,2724427372
2016-06-02,2742234086
2016-06-03,2727988715
2016-06-06,2742234086
2016-06-07,2749356772
2016-06-08,2745795429
2016-06-09,2777847516
2016-06-10,2792092888
2016-06-13,2717304686
2016-06-14,2660323198
2016-06-15,2703059314
2016-06-16,2738672743
2016-06-17,2760040801
2016-06-20,2756479458
2016-06-21,2774286173
2016-06-22,2774286173
2016-06-23,2799215574
2016-06-24,2774286173
2016-06-27,2717304686
2016-06-28,2763602144
2016-06-29,2795654231
2016-06-30,2795873605
2016-07-01,2795873605
2016-07-05,2792298319
2016-07-06,2799448891
2016-07-07,2817325320
2016-07-08,2835201750
2016-07-11,2856653466
2016-07-12,2895981611
2016-07-13,2892406325
2016-07-14,2906707469
2016-07-15,2946035614
2016-07-18,2974637902
2016-07-19,2960336758
2016-07-20,2949610900
2016-07-21,2963912044
2016-07-22,2978213188
2016-07-25,2996089617
2016-07-26,3013966047
2016-07-27,2978213188
2016-07-28,2949610900
2016-07-29,2996089617
2016-08-01,2953186186
2016-08-02,2967487330
2016-08-03,2978213188
2016-08-04,2978213188
2016-08-05,2963912044
2016-08-08,2953186186
2016-08-09,2956761472
2016-08-10,2967487330
2016-08-11,2971062616
2016-08-12,2981788473
2016-08-15,3010390761
2016-08-16,3021116619
2016-08-17,3013966047
2016-08-18,3024691905
2016-08-19,3010390761
2016-08-22,2999664903
2016-08-23,3024691905
2016-08-24,3021116619
2016-08-25,3010390761
2016-08-26,3031842477
2016-08-29,3028267191
2016-08-30,3092622338
2016-08-31,3078321194
2016-09-01,3038993049
2016-09-02,3042568334
2016-09-06,3053294192
2016-09-07,3024691905
2016-09-08,3024691905
2016-09-09,2928159184
2016-09-12,2867379323
2016-09-13,2788723033
2016-09-14,2799448891
2016-09-15,2828051178
2016-09-16,2849502894
2016-09-19,2881680467
2016-09-20,2903132183
2016-09-21,2931734470
2016-09-22,2953186186
2016-09-23,2949610900
2016-09-26,2949610900
2016-09-27,2953186186
2016-09-28,2935309756
2016-09-29,2903132183
2016-09-30,2903807742
2016-10-03,2903807742
2016-10-04,2882298055
2016-10-05,2893052898
2016-10-06,2878713107
2016-10-07,2860788368
2016-10-10,2878713107
2016-10-11,2864373316
2016-10-12,2893052898
2016-10-13,2921732481
2016-10-14,2853618472
2016-10-17,2867958264
2016-10-18,2875128159
2016-10-19,2900222794
2016-10-20,2871543211
2016-10-21,2871543211
2016-10-24,2918147533
2016-10-25,2921732481
2016-10-26,2918147533
2016-10-27,2893052898
2016-10-28,2878713107
2016-10-31,2828523837
2016-11-01,2742485089
2016-11-02,2674371081
2016-11-03,2685125924
2016-11-04,2699465715
2016-11-07,2695880768
2016-11-08,2677956029
2016-11-09,2717390455
2016-11-10,2756824881
2016-11-11,2785504463
2016-11-14,2778334568
2016-11-15,2807014150
2016-11-16,2807014150
2016-11-17,2832108785
2016-11-18,2857203420
2016-11-21,2889467950
2016-11-22,2885883003
2016-11-23,2900222794
2016-11-25,2939657220
2016-11-28,2889467950
2016-11-29,2871543211
2016-11-30,2885883003
2016-12-01,2839278681
2016-12-02,2839278681
2016-12-05,2882298055
2016-12-06,2900222794
2016-12-07,2903807742
2016-12-08,2925317429
2016-12-09,2925317429
2016-12-12,2943242168
2016-12-13,2950412064
2016-12-14,2921732481
2016-12-15,2939657220
2016-12-16,2961166907
2016-12-19,2986261542
2016-12-20,2993431438
2016-12-21,3029280916
2016-12-22,3032865864
2016-12-23,3011356177
2016-12-27,3047205655
2016-12-28,2964751855
2016-12-29,2979091646
2016-12-30,2993431438
2017-01-03,3029763302
2017-01-04,3080079656
2017-01-05,3090861732
2017-01-06,3083673681
2017-01-09,3062109530
2017-01-10,3044139403
2017-01-11,3083673681
2017-01-12,3087267706
2017-01-13,3101643808
2017-01-17,3105237833
2017-01-18,3105237833
2017-01-19,3083673681
2017-01-20,3105237833
2017-01-23,3119613934
2017-01-24,3119613934
2017-01-25,3123207959
2017-01-26,3144772111
2017-01-27,3123207959
2017-01-30,3083673681
2017-01-31,3026169277
2017-02-01,3062109530
2017-02-02,3076485631
2017-02-03,3116019909
2017-02-06,3141178085
2017-02-07,3098049782
2017-02-08,3148366136
2017-02-09,3205870540
2017-02-10,3270562995
2017-02-13,3302909223
2017-02-14,3342443501
2017-02-15,3371195703
2017-02-16,3392759854
2017-02-17,3392759854
2017-02-21,3407135955
2017-02-22,3407135955
2017-02-23,3425106082
2017-02-24,3371195703
2017-02-27,3371195703
2017-02-28,3367601677
2017-03-01,3374789728
2017-03-02,3356819602
2017-03-03,3392759854
2017-03-06,3367601677
2017-03-07,3371195703
2017-03-08,3299315197
2017-03-09,3177118338
2017-03-10,3241810793
2017-03-13,3277751046
2017-03-14,3266968970
2017-03-15,3310097273
2017-03-16,3277751046
2017-03-17,3346037526
2017-03-20,3335255450
2017-03-21,3270562995
2017-03-22,3241810793
2017-03-23,3248998844
2017-03-24,3259780919
2017-03-27,3256186894
2017-03-28,3270562995
2017-03-29,3245404818
2017-03-30,3248998844
2017-03-31,3254061723
2017-04-03,3272059852
2017-04-04,3293657607
2017-04-05,3264860600
2017-04-06,3264860600
2017-04-07,3257661349
2017-04-10,3275659478
2017-04-11,3290057981
2017-04-12,3300856858
2017-04-13,3290057981
2017-04-17,3322454613
2017-04-18,3315255361
2017-04-19,3333253490
2017-04-20,3362050497
2017-04-21,3372849374
2017-04-24,3383648252
2017-04-25,3380048626
2017-04-26,3365650123
2017-04-27,3354851245
2017-04-28,3347651994
2017-05-01,3344052368
2017-05-02,3365650123
2017-05-03,3311655735
2017-05-04,3275659478
2017-05-05,3293657607
2017-05-08,3293657607
2017-05-09,3268460226
2017-05-10,3070480807
2017-05-11,2933695027
2017-05-12,2883300265
2017-05-15,2922896149
2017-05-16,2962492033
2017-05-17,2940894278
2017-05-18,2933695027
2017-05-19,2951693155
2017-05-22,2998488291
2017-05-23,3030884923
2017-05-24,3041683800
2017-05-25,3027285297
2017-05-26,2976890536
2017-05-30,2904898020
2017-05-31,2872501388
2017-06-01,2912097272
2017-06-02,2894099143
2017-06-05,2879700640
2017-06-06,2861702511
2017-06-07,2876101014
2017-06-08,2865302136
2017-06-09,2879700640
2017-06-12,2908497646
2017-06-13,2876101014
2017-06-14,2886899891
2017-06-15,2879700640
2017-06-16,2901298394
2017-06-19,2897698769
2017-06-20,2886899891
2017-06-21,2908497646
2017-06-22,2926495775
2017-06-23,2951693155
2017-06-26,2958892407
2017-06-27,2937294652
2017-06-28,2897698769
2017-06-29,2915696898
2017-06-30,2924595292
2017-07-03,2917391855
2017-07-05,2917391855
2017-07-06,2924595292
2017-07-07,2920993573
2017-07-10,2924595292
2017-07-11,2920993573
2017-07-12,2928197010
2017-07-13,2931798728
2017-07-14,2931798728
2017-07-17,2939002165
2017-07-18,2920993573
2017-07-19,2939002165
2017-07-20,2957010757
2017-07-21,2982222785
2017-07-24,2982222785
2017-07-25,2985824503
2017-07-26,3003833095
2017-07-27,2964214193
2017-07-28,2964214193
2017-07-31,2942603883
2017-08-01,2942603883
2017-08-02,2917391855
2017-08-03,2917391855
2017-08-04,2928197010
2017-08-07,2946205602
2017-08-08,2928197010
2017-08-09,2924595292
2017-08-10,2881374672
2017-08-11,2820145460
2017-08-14,2841755770
2017-08-15,2834552333
2017-08-16,2809340305
2017-08-17,2683280163
2017-08-18,2575228613
2017-08-21,2560821739
2017-08-22,2622050951
2017-08-23,2632856106
2017-08-24,2589635486
2017-08-25,2568025176
2017-08-28,2535609711
2017-08-29,2470778781
2017-08-30,2431159879
2017-08-31,2359125512
2017-09-01,2413151287
2017-09-05,2416753006
2017-09-06,2452770189
2017-09-07,2463575344
2017-09-08,2449168471
2017-09-11,2449168471
2017-09-12,2452770189
2017-09-13,2434761597
2017-09-14,2420354724
2017-09-15,2413151287
2017-09-18,2395142696
2017-09-19,2420354724
2017-09-20,2423956442
2017-09-21,2420354724
2017-09-22,2409549569
2017-09-25,2405947851
2017-09-26,2416753006
2017-09-27,2402346132
2017-09-28,2402346132
2017-09-29,2420354724
2017-10-02,2425988034
2017-10-03,2429592771
2017-10-04,2447616456
2017-10-05,2444011719
2017-10-06,2411569086
2017-10-09,2400754875
2017-10-10,2389940664
2017-10-11,2343079082
2017-10-12,2242146445
2017-10-13,2260170130
2017-10-16,2278193815
2017-10-17,2292612763
2017-10-18,2274589078
2017-10-19,2285403289
2017-10-20,2292612763
2017-10-23,2238541708
2017-10-24,2224122759
2017-10-25,2198889600
2017-10-26,2184470652
2017-10-27,2180865915
2017-10-30,2170051704
2017-10-31,2159237492
2017-11-01,2115980648
2017-11-02,2004233799
2017-11-03,2036676433
2017-11-06,2079933277
2017-11-07,2130399596
2017-11-08,2119585385
2017-11-09,2025862222
2017-11-10,2148423281
2017-11-13,2170051704
2017-11-14,2220518022
2017-11-15,2299822237
2017-11-16,2397150138
2017-11-17,2483663827
2017-11-20,2508896986
2017-11-21,2490873301
2017-11-22,2469244879
2017-11-24,2451221194
2017-11-27,2462035405
2017-11-28,2465640142
2017-11-29,2476454353
2017-11-30,2469244879
2017-12-01,2447616456
2017-12-04,2425988034
2017-12-05,2411569086
2017-12-06,2411569086
2017-12-07,2407964349
2017-12-08,2436802245
2017-12-11,2462035405
2017-12-12,2444011719
2017-12-13,2447616456
2017-12-14,2451221194
2017-12-15,2458430668
2017-12-18,2480059090
2017-12-19,2490873301
2017-12-20,2508896986
2017-12-21,2559363305
2017-12-22,2617039098
2017-12-26,2548549094
2017-12-27,2541339620
2017-12-28,2505292249
2017-12-29,2429592771
2018-01-02,2510614080
2018-01-03,2535937277
2018-01-04,2499761282
2018-01-05,2496143682
2018-01-08,2485290883
2018-01-09,2449114888
2018-01-10,2431026890
2018-01-11,2478055684
2018-01-12,2478055684
2018-01-16,2445497289
2018-01-17,2463585286
2018-01-18,2459967687
2018-01-19,2478055684
2018-01-22,2506996481
2018-01-23,2485290883
2018-01-24,2492526083
2018-01-25,2474438085
2018-01-26,2478055684
2018-01-29,2463585286
2018-01-30,2402086094
2018-01-31,2333351703
2018-02-01,2344204501
2018-02-02,2311646106
2018-02-05,2246529314
2018-02-06,2275470110
2018-02-07,2250146913
2018-02-08,2351439701
2018-02-09,2449114888
2018-02-12,2467202886
2018-02-13,2478055684
2018-02-14,2503378881
2018-02-15,2438262089
2018-02-16,2467202886
2018-02-20,2441879689
2018-02-21,2431026890
2018-02-22,2423791691
2018-02-23,2423791691
2018-02-26,2431026890
2018-02-27,2402086094
2018-02-28,2402086094
2018-03-01,2373145298
2018-03-02,2373145298
2018-03-05,2405703694
2018-03-06,2420174092
2018-03-07,2412938893
2018-03-08,2387615696
2018-03-09,2380380497
2018-03-12,2380380497
2018-03-13,2362292499
2018-03-14,2355057300
2018-03-15,2355057300
2018-03-16,2369527698
2018-03-19,2351439701
2018-03-20,2351439701
2018-03-21,2355057300
2018-03-22,2445497289
2018-03-23,2391233295
2018-03-26,2398468495
2018-03-27,2373145298
2018-03-28,2355057300
2018-03-29,2369527698
2018-04-02,2384165015
2018-04-03,2398702607
2018-04-04,2416874596
2018-04-05,2420508994
2018-04-06,2420508994
2018-04-09,2413240198
2018-04-10,2380530617
2018-04-11,2355089832
2018-04-12,2355089832
2018-04-13,2344186639
2018-04-16,2322380251
2018-04-17,2358724230
2018-04-18,2358724230
2018-04-19,2340552241
2018-04-20,2326014649
2018-04-23,2336917843
2018-04-24,2333283445
2018-04-25,2318745853
2018-04-26,2315111455
2018-04-27,2311477058
2018-04-30,2304208262
2018-05-01,2307842660
2018-05-02,2311477058
2018-05-03,2289670670
2018-05-04,2300573864
2018-05-07,2318745853
2018-05-08,2344186639
2018-05-09,2315111455
2018-05-10,2380530617
2018-05-11,2405971403
2018-05-14,2413240198
2018-05-15,2405971403
2018-05-16,2405971403
2018-05-17,2405971403
2018-05-18,2431412188
2018-05-21,2438680984
2018-05-22,2471390565
2018-05-23,2493196952
2018-05-24,2493196952
2018-05-25,2482293758
2018-05-29,2493196952
2018-05-30,2460487371
2018-05-31,2456852973
2018-06-01,2471390565
2018-06-04,2485928156
2018-06-05,2478659360
2018-06-06,2489562554
2018-06-07,2496831350
2018-06-08,2504100146
2018-06-11,2493196952
2018-06-12,2496831350
2018-06-13,2504100146
2018-06-14,2504100146
2018-06-15,2507734544
2018-06-18,2511368941
2018-06-19,2518637737
2018-06-20,2518637737
2018-06-21,2489562554
2018-06-22,2493196952
2018-06-25,2467756167
2018-06-26,2467756167
2018-06-27,2464121769
2018-06-28,2442315382
2018-06-29,2438680984
2018-07-02,2436751355
2018-07-03,2473229668
2018-07-05,2462286174
2018-07-06,2451342680
2018-07-09,2444047017
2018-07-10,2447694849
2018-07-11,2444047017
2018-07-12,2444047017
2018-07-13,2433103523
2018-07-16,2444047017
2018-07-17,2495116657
2018-07-18,2517003645
2018-07-19,2506060151
2018-07-20,2524299308
2018-07-23,2520651476
2018-07-24,2517003645
2018-07-25,2520651476
2018-07-26,2520651476
2018-07-27,2546186296
2018-07-30,2542538464
2018-07-31,2553481959
2018-08-01,2546186296
2018-08-02,2531594970
2018-08-03,2520651476
2018-08-06,2513355813
2018-08-07,2491468825
2018-08-08,2502412319
2018-08-09,2513355813
2018-08-10,2517003645
2018-08-13,2517003645
2018-08-14,2517003645
2018-08-15,2531594970
2018-08-16,2524299308
2018-08-17,2527947139
2018-08-20,2538890633
2018-08-21,2560777621
2018-08-22,2568073284
2018-08-23,2586312441
2018-08-24,2611847260
2018-08-27,2619142923
2018-08-28,2604551598
2018-08-29,2692099551
2018-08-30,2765056178
2018-08-31,2735873527
2018-09-04,2713986539
2018-09-05,2699395213
2018-09-06,2710338707
2018-09-07,2713986539
2018-09-10,2662916900
2018-09-11,2699395213
2018-09-12,2699395213
2018-09-13,2692099551
2018-09-14,2710338707
2018-09-17,2717634370
2018-09-18,2706690876
2018-09-19,2703043045
2018-09-20,2695747382
2018-09-21,2692099551
2018-09-24,2695747382
2018-09-25,2699395213
2018-09-26,2699395213
2018-09-27,2688451719
2018-09-28,2673860394
2018-10-01,2657851818
2018-10-02,2657851818
2018-10-03,2657851818
2018-10-04,2628604481
2018-10-05,2588389391
2018-10-08,2584733474
2018-10-09,2621292646
2018-10-10,2592045308
2018-10-11,2573765722
2018-10-12,2566453888
2018-10-15,2570109805
2018-10-16,2595701226
2018-10-17,2577421640
2018-10-18,2570109805
2018-10-19,2562797971
2018-10-22,2529894716
2018-10-23,2489679626
2018-10-24,2431184951
2018-10-25,2453120454
2018-10-26,2434840868
2018-10-29,2434840868
2018-10-30,2449464537
2018-10-31,2482367792
2018-11-01,2500647378
2018-11-02,2449464537
2018-11-05,2475055957
2018-11-06,2493335544
2018-11-07,2540862467
2018-11-08,2559142054
2018-11-09,2566453888
2018-11-12,2522582881
2018-11-13,2540862467
2018-11-14,2537206550
2018-11-15,2529894716
2018-11-16,2489679626
2018-11-19,2518926964
2018-11-20,2475055957
2018-11-21,2493335544
2018-11-23,2511615130
2018-11-26,2493335544
2018-11-27,2504303295
2018-11-28,2551830219
2018-11-29,2522582881
2018-11-30,2507959212
2018-12-03,2507959212
2018-12-04,2493335544
2018-12-06,2456776371
2018-12-07,2438496785
2018-12-10,2434840868
2018-12-11,2409249447
2018-12-12,2427529034
2018-12-13,2390969861
2018-12-14,2328819269
2018-12-17,2226453586
2018-12-18,2197206249
2018-12-19,2193550332
2018-12-20,2109464235
2018-12-21,2124087904
2018-12-24,2127743822
2018-12-26,2230109504
2018-12-27,2306883765
2018-12-28,2372690275
2018-12-31,2313186004
2019-01-02,2331515529
2019-01-03,2298522384
2019-01-04,2346179148
2019-01-07,2401167722
2019-01-08,2448824486
2019-01-09,2459822201
2019-01-10,2452490391
