,AMD
2023-03-06,125347111075
2023-03-07,126814333296
2023-03-08,131849222184
2023-03-09,129779666629
2023-03-10,127679222185
2023-03-13,126659888852
2023-03-14,135061666627
2023-03-15,138505777737
2023-03-16,149193333290
2023-03-17,151108444400
2023-03-20,149517666623
2023-03-21,148158555512
2023-03-22,150706888845
2023-03-23,154876888844
2023-03-24,151278333289
2023-03-27,149208777734
2023-03-28,146042666624
2023-03-29,148405666623
2023-03-30,151170222178
2023-03-31,151370999956
2023-04-03,155654720000
2023-04-04,154542440000
2023-04-05,149206720000
2023-04-06,149061640000
2023-04-10,153913760000
2023-04-11,151576360000
2023-04-12,148835960000
2023-04-13,148449080000
2023-04-14,147901000000
2023-04-17,144870440000
2023-04-18,144725360000
2023-04-19,144983280000
2023-04-20,145257320000
2023-04-21,142549160000
2023-04-24,141162840000
2023-04-25,135085600000
2023-04-26,138535280000
2023-04-27,140953280000
2023-04-28,144064440000
2023-05-01,144580280000
2023-05-02,144934920000
2023-05-03,131571440000
2023-05-04,139615320000
2023-05-05,144822080000
2023-05-08,153204480000
2023-05-09,153236720000
2023-05-10,156396240000
2023-05-11,156525200000
2023-05-12,153559120000
2023-05-15,157008800000
2023-05-16,163585760000
2023-05-17,167245000000
2023-05-18,173983160000
2023-05-19,170581840000
2023-05-22,174096000000
2023-05-23,174289440000
2023-05-24,174531240000
2023-05-25,194004200000
2023-05-26,204772360000
2023-05-30,201935240000
2023-05-31,190554520000
2023-06-01,192585640000
2023-06-02,189990320000
2023-06-05,190103160000
2023-06-06,200258760000
2023-06-07,189941960000
2023-06-08,195132600000
2023-06-09,201371040000
2023-06-12,208254280000
2023-06-13,200742360000
2023-06-14,205255960000
2023-06-15,200274880000
2023-06-16,193568960000
2023-06-20,191715160000
2023-06-21,180721320000
2023-06-22,178448400000
2023-06-23,177336120000
2023-06-26,173306120000
2023-06-27,177948680000
2023-06-28,177594040000
2023-06-29,179318880000
2023-06-30,183622920000
2023-07-03,187165120000
2023-07-05,184143200000
2023-07-06,183383680000
2023-07-07,182882720000
2023-07-10,183545280000
2023-07-11,179893120000
2023-07-12,185161280000
2023-07-13,187326720000
2023-07-14,187359040000
2023-07-17,191205120000
2023-07-18,190574880000
2023-07-19,188150880000
2023-07-20,178164000000
2023-07-21,179295200000
2023-07-24,178745760000
2023-07-25,182608000000
2023-07-26,177905440000
2023-07-27,179537600000
2023-07-28,182543360000
2023-07-31,184870400000
2023-08-01,190041600000
2023-08-02,176709600000
2023-08-03,182850400000
2023-08-04,187165120000
2023-08-07,188764960000
2023-08-08,182979680000
2023-08-09,178519520000
2023-08-10,178131680000
2023-08-11,173833120000
2023-08-14,180959680000
2023-08-15,179941600000
2023-08-16,173219040000
2023-08-17,168775040000
2023-08-18,170407200000
2023-08-21,174883520000
2023-08-22,170746560000
2023-08-23,176838880000
2023-08-24,164508800000
2023-08-25,165236000000
2023-08-28,165817760000
2023-08-29,171166720000
2023-08-30,172249440000
2023-08-31,170843520000
2023-09-01,176871200000
2023-09-05,179020480000
2023-09-06,176596480000
2023-09-07,172249440000
2023-09-08,171441440000
2023-09-11,170197120000
2023-09-12,170180960000
2023-09-13,174059360000
2023-09-14,172314080000
2023-09-15,164007840000
2023-09-18,165429920000
2023-09-19,164201760000
2023-09-20,162149440000
2023-09-21,155313760000
2023-09-22,155459200000
2023-09-25,157366080000
2023-09-26,155071360000
2023-09-27,158481120000
2023-09-28,166060160000
2023-09-29,166157120000
2023-10-02,166884320000
2023-10-03,161729280000
2023-10-04,168177120000
2023-10-05,166302560000
2023-10-06,173299840000
2023-10-09,172863520000
2023-10-10,176160160000
2023-10-11,175028960000
2023-10-12,175804640000
2023-10-13,169825440000
2023-10-16,172039360000
2023-10-17,169906240000
2023-10-18,165106720000
2023-10-19,165478400000
2023-10-20,164524960000
2023-10-23,161616160000
2023-10-24,164298720000
2023-10-25,155224880000
2023-10-26,151370720000
2023-10-27,155830880000
2023-10-30,155426880000
2023-10-31,159176000000
2023-11-01,174592640000
2023-11-02,174253280000
2023-11-03,181396000000
2023-11-06,180588000000
2023-11-07,183335200000
2023-11-08,183561440000
2023-11-09,183399840000
2023-11-10,191641440000
2023-11-13,188732640000
2023-11-14,193726080000
2023-11-15,190688000000
2023-11-16,193645280000
2023-11-17,194921920000
2023-11-20,196392480000
2023-11-21,192562560000
2023-11-22,197976160000
2023-11-24,197652960000
2023-11-27,198202400000
2023-11-28,197168160000
2023-11-29,200141600000
2023-11-30,195794560000
2023-12-01,196166240000
2023-12-04,191609120000
2023-12-05,191302080000
2023-12-06,188781120000
2023-12-07,207445920000
2023-12-08,208334719999
2023-12-11,217206560000
2023-12-12,222377760000
2023-12-13,223315040000
2023-12-14,223008000000
2023-12-15,224866400000
2023-12-18,224462400000
2023-12-19,226482400000
2023-12-20,218919520000
2023-12-21,226094560000
2023-12-22,225593600000
2023-12-26,231750560000
2023-12-27,236049120000
2023-12-28,240396160000
2023-12-29,238214560000
2024-01-02,224083860000
2024-01-03,218812440000
2024-01-04,219928170000
2024-01-05,224083860000
2024-01-08,236373060000
2024-01-09,241353420000
2024-01-10,240189180000
2024-01-11,239348340000
2024-01-12,236987520000
2024-01-16,256682580000
2024-01-17,258994889999
2024-01-18,263037389999
2024-01-19,281729910000
2024-01-22,271947060000
2024-01-23,272335139999
2024-01-24,288294930000
2024-01-25,291593610000
2024-01-26,286613250000
2024-01-29,287551110000
2024-01-30,278221020000
2024-01-31,271154730000
2024-02-01,275666160000
2024-02-02,287276220000
2024-02-05,281729910000
2024-02-06,271461960000
2024-02-07,276409980000
2024-02-08,273838950000
2024-02-09,278900160000
2024-02-12,277978470000
2024-02-13,277380180000
2024-02-14,288957900000
2024-02-15,285820920000
2024-02-16,281147790000
2024-02-20,267920730000
2024-02-21,265656930000
2024-02-22,294067620000
2024-02-23,285432840000
2024-02-26,284608170000
2024-02-27,287826000000
2024-02-28,285465180000
2024-02-29,311321010000
2024-03-01,327668880000
2024-03-04,332067120000
2024-03-05,331695210000
2024-03-06,340588710000
2024-03-07,341801460000
2024-03-08,335349630000
2024-03-11,320796630000
2024-03-12,327862920000
2024-03-13,314975430000
2024-03-14,302476020000
2024-03-15,308944020000
2024-03-18,308281050000
2024-03-19,293356140000
2024-03-20,290623410000
2024-03-21,288925560000
2024-03-22,290494050000
2024-03-25,288844710000
2024-03-26,287615790000
2024-03-27,290397030000
2024-03-28,291852330000
2024-04-01,296460780000
2024-04-02,288957900000
2024-04-03,292305090000
2024-04-04,268147110000
2024-04-05,275569140000
2024-04-08,274728300000
2024-04-09,276151260000
2024-04-10,270265379999
2024-04-11,275698500000
2024-04-12,264023760000
2024-04-15,259237440000
2024-04-16,264314820000
2024-04-17,249050340000
2024-04-18,250764360000
2024-04-19,237116879999
2024-04-22,240350879999
2024-04-23,246220590000
2024-04-24,245363580000
2024-04-25,248629920000
2024-04-26,254515800000
2024-04-29,259043399999
2024-04-30,256100460000
2024-05-01,233284590000
2024-05-02,236340720000
2024-05-03,243520200000
2024-05-06,251896260000
2024-05-07,249713310000
2024-05-08,248403540000
2024-05-09,246414629999
2024-05-10,245654639999
2024-05-13,243455520000
2024-05-14,247659720000
2024-05-15,258186389999
2024-05-16,262956540000
2024-05-17,265947990000
2024-05-20,268955610000
2024-05-21,266255220000
2024-05-22,267645840000
2024-05-23,259415310000
2024-05-24,269004120000
2024-05-28,277493370000
2024-05-29,267031379999
2024-05-30,269634750000
2024-05-31,269877300000
2024-06-03,264460350000
2024-06-04,258703830000
2024-06-05,268696889999
2024-06-06,269683260000
2024-06-07,271445790000
2024-06-10,259269780000
2024-06-11,257038320000
2024-06-12,259108080000
2024-06-13,258558300000
2024-06-14,258121710000
2024-06-17,256132800000
2024-06-18,250036710000
2024-06-20,261598260000
2024-06-21,260708909999
2024-06-24,259124250000
2024-06-25,259124250000
2024-06-26,254742180000
2024-06-27,257862990000
2024-06-28,262293570000
2024-07-01,254984730000
2024-07-02,265689270000
2024-07-03,265026300000
2024-07-05,277962300000
2024-07-08,288941730000
2024-07-09,286370700000
2024-07-10,297463320000
2024-07-11,294196980000
2024-07-12,293663370000
2024-07-15,290785110000
2024-07-16,287098350000
2024-07-17,257798310000
2024-07-18,251880090000
2024-07-19,245104860000
2024-07-22,252041790000
2024-07-23,249018000000
2024-07-24,233866710000
2024-07-25,223663440000
2024-07-26,226363830000
2024-07-29,226115500000
2024-07-30,223995920000
2024-07-31,233768639999
2024-08-01,214449720000
2024-08-02,214385000000
2024-08-05,218138760000
2024-08-06,210631240000
2024-08-07,208188059999
2024-08-08,220565760000
2024-08-09,217248860000
