,SUN
2022-02-15,3506313593
2022-02-16,3543134070
2022-02-17,3525560661
2022-02-18,3536439438
2022-02-22,3409241427
2022-02-23,3453593365
2022-02-24,3421793862
2022-02-25,3532255293
2022-02-28,3610917221
2022-03-01,3605059418
2022-03-02,3608406734
2022-03-03,3601712102
2022-03-04,3566565283
2022-03-07,3523050174
2022-03-08,3599201615
2022-03-09,3498782132
2022-03-10,3521376516
2022-03-11,3471166774
2022-03-14,3358194857
2022-03-15,3362379002
2022-03-16,3348989738
2022-03-17,3400036308
2022-03-18,3448572391
2022-03-21,3444388246
2022-03-22,3453593365
2022-03-23,3420120204
2022-03-24,3449409220
2022-03-25,3479535065
2022-03-28,3454430194
2022-03-29,3475350920
2022-03-30,3490413842
2022-03-31,3419844114
2022-04-01,3452501783
2022-04-04,3470924058
2022-04-05,3422356243
2022-04-06,3455013912
2022-04-07,3476785691
2022-04-08,3516979746
2022-04-11,3499394847
2022-04-12,3568897066
2022-04-13,3589831469
2022-04-14,3595693102
2022-04-18,3541263653
2022-04-19,3594855726
2022-04-20,3592343597
2022-04-21,3526190883
2022-04-22,3529540387
2022-04-25,3489346333
2022-04-26,3466737178
2022-04-27,3480135196
2022-04-28,3584807212
2022-04-29,3502744351
2022-05-02,3524516131
2022-05-03,3593180973
2022-05-04,3713763136
2022-05-05,3659333688
2022-05-06,3578945579
2022-05-09,3370438923
2022-05-10,3308473089
2022-05-11,3283351805
2022-05-12,3259067897
2022-05-13,3305960961
2022-05-16,3341968134
2022-05-17,3471761434
2022-05-18,3369601547
2022-05-19,3330244869
2022-05-20,3339456006
2022-05-23,3380487436
2022-05-24,3384674317
2022-05-25,3446640151
2022-05-26,3434079509
2022-05-27,3491858462
2022-05-31,3453339160
2022-06-01,3463387673
2022-06-02,3496882718
2022-06-03,3546287910
2022-06-06,3509443360
2022-06-07,3567222313
2022-06-08,3578108203
2022-06-09,3511955489
2022-06-10,3463387673
2022-06-13,3291725567
2022-06-14,3232271861
2022-06-15,3182866670
2022-06-16,3000318673
2022-06-17,2981896398
2022-06-21,3102478561
2022-06-22,3119226084
2022-06-23,3033813718
2022-06-24,3123412964
2022-06-27,3188728303
2022-06-28,3210500082
2022-06-29,3159420138
2022-06-30,3120174134
2022-07-01,3153679359
2022-07-05,3075779710
2022-07-06,3025521871
2022-07-07,3066565773
2022-07-08,3070753926
2022-07-11,3037248700
2022-07-12,3060702358
2022-07-13,3093369953
2022-07-14,3087506539
2022-07-15,3138602008
2022-07-18,3208125351
2022-07-19,3232416639
2022-07-20,3271785279
2022-07-21,3241630576
2022-07-22,3213988765
2022-07-25,3272622910
2022-07-26,3294401307
2022-07-27,3317854965
2022-07-28,3384865416
2022-07-29,3464440327
2022-08-01,3517211057
2022-08-02,3541502345
2022-08-03,3536476562
2022-08-04,3441824299
2022-08-05,3367275172
2022-08-08,3254195036
2022-08-09,3229066117
2022-08-10,3239955315
2022-08-11,3321205487
2022-08-12,3340470992
2022-08-15,3309478658
2022-08-16,3292726045
2022-08-17,3319530226
2022-08-18,3392404092
2022-08-19,3417533011
2022-08-22,3407481443
2022-08-23,3461089804
2022-08-24,3482868201
2022-08-25,3505484228
2022-08-26,3458576912
2022-08-29,3477004786
2022-08-30,3365599911
2022-08-31,3323718379
2022-09-01,3287700262
2022-09-02,3317017334
2022-09-06,3290213153
2022-09-07,3322880748
2022-09-08,3319530226
2022-09-09,3363924650
2022-09-12,3387378308
2022-09-13,3314504442
2022-09-14,3363087019
2022-09-15,3359736497
2022-09-16,3348009668
2022-09-19,3362249388
2022-09-20,3329581794
2022-09-21,3270110018
2022-09-22,3350522560
2022-09-23,3251682144
2022-09-26,3122687025
2022-09-27,3107609674
2022-09-28,3218176918
2022-09-29,3224877964
2022-09-30,3267095389
2022-10-03,3303983302
2022-10-04,3353446640
2022-10-05,3381112574
2022-10-06,3284700983
2022-10-07,3282185898
2022-10-10,3267095389
2022-10-11,3273802282
2022-10-12,3277994090
2022-10-13,3303983302
2022-10-14,3322427258
2022-10-17,3326619066
2022-10-18,3412131956
2022-10-19,3459080209
2022-10-20,3436444444
2022-10-21,3480877612
2022-10-24,3469140549
2022-10-25,3529502588
2022-10-26,3532856035
2022-10-27,3554653438
2022-10-28,3640166327
2022-10-31,3681246049
2022-11-01,3760052045
2022-11-02,3666993900
2022-11-03,3568067224
2022-11-04,3601601691
2022-11-07,3553815076
2022-11-08,3599086606
2022-11-09,3554653438
2022-11-10,3583996096
2022-11-11,3559683608
2022-11-14,3597409883
2022-11-15,3583157734
2022-11-16,3630944349
2022-11-17,3587349543
2022-11-18,3631782711
2022-11-21,3592379713
2022-11-22,3645196497
2022-11-23,3619207286
2022-11-25,3617530562
2022-11-28,3523634056
2022-11-29,3584834458
2022-11-30,3599924968
2022-12-01,3563875416
2022-12-02,3591541351
2022-12-05,3518603887
2022-12-06,3583996096
2022-12-07,3640166327
2022-12-08,3601601691
2022-12-09,3637651242
2022-12-12,3672024070
2022-12-13,3704720175
2022-12-14,3671185709
2022-12-15,3673700794
2022-12-16,3592379713
2022-12-19,3522795695
2022-12-20,3545431460
2022-12-21,3557168523
2022-12-22,3529502588
2022-12-23,3623399094
2022-12-27,3603278414
2022-12-28,3606631861
2022-12-29,3611662031
2022-12-30,3613338754
2023-01-03,3610321852
2023-01-04,3603597154
2023-01-05,3650670035
2023-01-06,3688496458
2023-01-09,3681771760
2023-01-10,3719598183
2023-01-11,3746496972
2023-01-12,3764149302
2023-01-13,3819628055
2023-01-17,3782642220
2023-01-18,3800294550
2023-01-19,3791048091
2023-01-20,3839802146
2023-01-23,3841483321
2023-01-24,3832236862
2023-01-25,3880150330
2023-01-26,3945716129
2023-01-27,3983542551
2023-01-30,3981020789
2023-01-31,4012122514
2023-02-01,3995310771
2023-02-02,4006238404
2023-02-03,4042383652
2023-02-06,3981020789
2023-02-07,3963368459
2023-02-08,3913773816
2023-02-09,3881831504
2023-02-10,3934788495
2023-02-13,3944875541
2023-02-14,3955803174
2023-02-15,3967571395
2023-02-16,3954122000
2023-02-17,3906208532
2023-02-21,3916295578
2023-02-22,3956643762
2023-02-23,3976817853
2023-02-24,3952440826
2023-02-27,3838120972
2023-02-28,3822990403
2023-03-01,3812062770
2023-03-02,3828033926
2023-03-03,3817946880
2023-03-06,3869222697
2023-03-07,3796091614
2023-03-08,3724641705
2023-03-09,3765830476
2023-03-10,3759105779
2023-03-13,3629655356
2023-03-14,3635539467
2023-03-15,3522900787
2023-03-16,3523741374
2023-03-17,3496842585
2023-03-20,3483393191
2023-03-21,3578379540
2023-03-22,3528784897
2023-03-23,3494320824
2023-03-24,3518697851
2023-03-27,3584263650
2023-03-28,3619568310
2023-03-29,3645626512
2023-03-30,3672525302
2023-03-31,3689431408
2023-04-03,3761723753
2023-04-04,3707924799
2023-04-05,3734824276
2023-04-06,3702881147
2023-04-10,3693634452
2023-04-11,3744911580
2023-04-12,3797869925
2023-04-13,3813000881
2023-04-14,3837378532
2023-04-17,3860074966
2023-04-18,3827291228
2023-04-19,3775173492
2023-04-20,3776014100
2023-04-21,3805435403
2023-04-24,3825610011
2023-04-25,3783579578
2023-04-26,3735664885
2023-04-27,3780217144
2023-04-28,3819725751
2023-05-01,3869321661
2023-05-02,3867640444
2023-05-03,3764245579
2023-05-04,3714649668
2023-05-05,3677662887
2023-05-08,3668416192
2023-05-09,3669256800
2023-05-10,3641516715
2023-05-11,3659169496
2023-05-12,3675981670
2023-05-15,3721374537
2023-05-16,3631429411
2023-05-17,3656647671
2023-05-18,3717171494
2023-05-19,3705402973
2023-05-22,3733143059
2023-05-23,3724736972
2023-05-24,3685228365
2023-05-25,3619660889
2023-05-26,3589398978
2023-05-30,3601167499
2023-05-31,3613776629
2023-06-01,3609573586
2023-06-02,3702040538
2023-06-05,3686068974
2023-06-06,3702040538
2023-06-07,3726418189
2023-06-08,3708765407
2023-06-09,3718852711
2023-06-12,3751636449
2023-06-13,3752477058
2023-06-14,3799551143
2023-06-15,3795348099
2023-06-16,3781057752
2023-06-20,3727258798
2023-06-21,3681865930
2023-06-22,3648241584
2023-06-23,3633110628
2023-06-26,3654966453
2023-06-27,3638154280
2023-06-28,3658328888
2023-06-29,3670097409
2023-06-30,3661847224
2023-07-03,3679500757
2023-07-05,3654281424
2023-07-06,3656803357
2023-07-07,3640831112
2023-07-10,3659325290
2023-07-11,3689588491
2023-07-12,3728258135
2023-07-13,3755158758
2023-07-14,3742549091
2023-07-17,3725736202
2023-07-18,3725736202
2023-07-19,3754318113
2023-07-20,3780378091
2023-07-21,3764405847
2023-07-24,3777015513
2023-07-25,3792987758
2023-07-26,3806438069
2023-07-27,3802234847
2023-07-28,3817366447
2023-07-31,3853514158
2023-08-01,3850992225
2023-08-02,3840904492
2023-08-03,3777856158
2023-08-04,3782059380
2023-08-07,3826613536
2023-08-08,3872848981
2023-08-09,3843426425
2023-08-10,3854354803
2023-08-11,3792987758
2023-08-14,3754318113
2023-08-15,3722373624
2023-08-16,3699676224
2023-08-17,3740027158
2023-08-18,3777856158
2023-08-21,3778696802
2023-08-22,3743389735
2023-08-23,3745071024
2023-08-24,3740027158
2023-08-25,3761883913
2023-08-28,3768609069
2023-08-29,3818207091
2023-08-30,3853514158
2023-08-31,3863601892
2023-09-01,3920765714
2023-09-05,3889661870
2023-09-06,3854354803
2023-09-07,3808119358
2023-09-08,3777856158
2023-09-11,3741708446
2023-09-12,3798031625
2023-09-13,3814844514
2023-09-14,3892183803
2023-09-15,3874530270
2023-09-18,3906474759
2023-09-19,3985495337
2023-09-20,4019961759
2023-09-21,3989698559
2023-09-22,3967841804
2023-09-25,3986335981
2023-09-26,3906474759
2023-09-27,3977088892
2023-09-28,4305780872
2023-09-29,4114954582
2023-10-02,4024397020
2023-10-03,4033652376
2023-10-04,3957085340
2023-10-05,4001679328
2023-10-06,4070673799
2023-10-09,4183420862
2023-10-10,4279340005
2023-10-11,4233063225
2023-10-12,4251573937
2023-10-13,4252415333
2023-10-16,4242318581
2023-10-17,4281022797
2023-10-18,4312154448
2023-10-19,4284388381
2023-10-20,4259146501
2023-10-23,4249049749
2023-10-24,4289436757
2023-10-25,4314678636
2023-10-26,4315520032
2023-10-27,4140509666
2023-10-30,4185945050
2023-10-31,4222966473
2023-11-01,4304581884
2023-11-02,4444253619
2023-11-03,4514089486
2023-11-06,4479592250
2023-11-07,4511565298
2023-11-08,4447619203
2023-11-09,4473702478
2023-11-10,4479592250
2023-11-13,4509041110
2023-11-14,4537648574
2023-11-15,4550269513
2023-11-16,4523344842
2023-11-17,4623470965
2023-11-20,4509041110
2023-11-21,4461081538
2023-11-22,4472019686
2023-11-24,4489689002
2023-11-27,4523344842
2023-11-28,4563731849
2023-11-29,4604960253
2023-11-30,4599070481
2023-12-01,4530917406
2023-12-04,4477909458
2023-12-05,4457715955
2023-12-06,4413963363
2023-12-07,4423218719
2023-12-08,4519137862
2023-12-11,4493895982
2023-12-12,4474543874
2023-12-13,4530917406
2023-12-14,4598229085
2023-12-15,4748838967
2023-12-18,4772398055
2023-12-19,4915435373
2023-12-20,4981064260
2023-12-21,4995367992
2023-12-22,5011354516
2023-12-26,5086238759
2023-12-27,5213289554
2023-12-28,5254517957
2023-12-29,5042486168
2024-01-02,4804612408
2024-01-03,4914364581
2024-01-04,4860332742
2024-01-05,4951511470
2024-01-08,4868775217
2024-01-09,4939692005
2024-01-10,4898323878
2024-01-11,5018207021
2024-01-12,5140622905
2024-01-16,5250375078
2024-01-17,5156663607
2024-01-18,5106853006
2024-01-19,5019895516
2024-01-22,4790260201
2024-01-23,4717654918
2024-01-24,4630697427
2024-01-25,4764932777
2024-01-26,4917741571
2024-01-29,5053665415
2024-01-30,4951511470
2024-01-31,5020739763
2024-02-01,5029182238
2024-02-02,5086591067
2024-02-05,5162573340
2024-02-06,5046911435
2024-02-07,5084058324
2024-02-08,5120360966
2024-02-09,5129647688
2024-02-12,5163417587
2024-02-13,5108541501
2024-02-14,5162573340
2024-02-15,5247842335
2024-02-16,5279079492
2024-02-20,5335644073
2024-02-21,5300185679
2024-02-22,5243621098
2024-02-23,5155819360
2024-02-26,5115295481
2024-02-27,5195498991
2024-02-28,5076460097
2024-02-29,5181991032
2024-03-01,5217449426
2024-03-04,5195498991
2024-03-05,5273169760
2024-03-06,5419224574
2024-03-07,5360971498
2024-03-08,5330578588
2024-03-11,5329734341
2024-03-12,5309472401
2024-03-13,5274858255
2024-03-14,5119516718
2024-03-15,5150753875
2024-03-18,5182835279
2024-03-19,5192966249
2024-03-20,5211539694
2024-03-21,5263883037
2024-03-22,5212383941
2024-03-25,5154975112
2024-03-26,5109385748
2024-03-27,5078148592
2024-03-28,5089968056
2024-04-01,7035111765
2024-04-02,7051529763
2024-04-03,7005793913
2024-04-04,6917840357
2024-04-05,6814641518
2024-04-08,6757178528
2024-04-09,6644597977
2024-04-10,6394809878
2024-04-11,6345555886
2024-04-12,6256429616
2024-04-15,6072313506
2024-04-16,5996087091
2024-04-17,6332656032
2024-04-18,6376046452
2024-04-19,6508563144
2024-04-22,6555471707
2024-04-23,6642252549
2024-04-24,6611761983
2024-04-25,6604725698
2024-04-26,6642252549
2024-04-29,6709097251
2024-04-30,6602380270
2024-05-01,6569544276
2024-05-02,6485108862
2024-05-03,6556644421
2024-05-06,6478072577
2024-05-07,6519117570
2024-05-08,6687988398
2024-05-09,6548435422
2024-05-10,6454618296
2024-05-13,6191930342
2024-05-14,6299820037
2024-05-15,6291611039
2024-05-16,6244702476
2024-05-17,6311547178
2024-05-20,6331483317
2024-05-21,6135640066
2024-05-22,5987878092
2024-05-23,5848325116
2024-05-24,5861224971
2024-05-28,5905788106
2024-05-29,5903442678
2024-05-30,5831907119
2024-05-31,5980841808
2024-06-03,5965596524
2024-06-04,5945660385
2024-06-05,6141503636
2024-06-06,6391291736
2024-06-07,6278711184
2024-06-10,6290438325
2024-06-11,6141503636
2024-06-12,6163785204
2024-06-13,6066449935
2024-06-14,6095767787
2024-06-17,6407709733
2024-06-18,6388946307
2024-06-20,6496836003
2024-06-21,6582444131
2024-06-24,6596516700
2024-06-25,6634043550
2024-06-26,6655152404
2024-06-27,6680952113
2024-06-28,6630525408
2024-07-01,6608243840
2024-07-02,6583616845
2024-07-03,6590653129
2024-07-05,6512081286
2024-07-08,6590653129
2024-07-09,6653979689
2024-07-10,6592998557
2024-07-11,6650461547
2024-07-12,6702060967
2024-07-15,6782978238
2024-07-16,6863895510
2024-07-17,6850995655
2024-07-18,6790014523
2024-07-19,6770078383
2024-07-22,6720824392
2024-07-23,6669224972
2024-07-24,6462827294
2024-07-25,6392464450
2024-07-26,6429991300
2024-07-29,6407709733
2024-07-30,6465172723
2024-07-31,6440545727
2024-08-01,6475727149
2024-08-02,6317410748
2024-08-05,6209521053
2024-08-06,6285747468
2024-08-07,6300992751
2024-08-08,6203657483
2024-08-09,5956214812
