,MO
2009-04-14,33968979595
2009-04-15,34814081636
2009-04-16,34999591840
2009-04-17,35020204085
2009-04-20,34896530615
2009-04-21,34484285717
2009-04-22,34731632656
2009-04-23,34834693881
2009-04-24,34875918370
2009-04-27,34793469391
2009-04-28,35040816330
2009-04-29,34669795921
2009-04-30,33659795921
2009-05-01,33742244901
2009-05-04,33330000003
2009-05-05,34216326534
2009-05-06,35164489799
2009-05-07,35102653064
2009-05-08,35246938779
2009-05-11,35123265309
2009-05-12,35844693881
2009-05-13,35473673472
2009-05-14,35040816330
2009-05-15,34999591840
2009-05-18,34793469391
2009-05-19,34649183676
2009-05-20,34566734697
2009-05-21,34298775513
2009-05-22,34298775513
2009-05-26,34875918370
2009-05-27,34340000003
2009-05-28,35040816330
2009-05-29,35226326534
2009-06-01,35432448983
2009-06-02,35288163268
2009-06-03,35040816330
2009-06-04,34978979595
2009-06-05,35102653064
2009-06-08,35473673472
2009-06-09,35762244901
2009-06-10,35185102044
2009-06-11,34731632656
2009-06-12,34298775513
2009-06-15,34113265309
2009-06-16,33515510207
2009-06-17,33433061227
2009-06-18,33762857146
2009-06-19,33824693880
2009-06-22,33701020411
2009-06-23,33515510207
2009-06-24,33412448982
2009-06-25,34092653064
2009-06-26,33968979595
2009-06-29,34010204085
2009-06-30,33618558144
2009-07-01,34213395353
2009-07-02,33433953493
2009-07-06,34090325586
2009-07-07,33536511632
2009-07-08,33639069772
2009-07-09,33536511632
2009-07-10,33782651167
2009-07-13,34172372098
2009-07-14,34131348842
2009-07-15,34562093028
2009-07-16,34849255819
2009-07-17,35567162795
2009-07-20,35423581400
2009-07-21,35546651168
2009-07-22,35485116284
2009-07-23,35710744191
2009-07-24,35567162795
2009-07-27,35751767447
2009-07-28,36059441865
2009-07-29,36285069772
2009-07-30,36264558144
2009-07-31,35956883726
2009-08-03,36162000005
2009-08-04,36120976749
2009-08-05,35915860470
2009-08-06,36182511633
2009-08-07,36326093028
2009-08-10,36018418609
2009-08-11,35936372098
2009-08-12,36059441865
2009-08-13,36182511633
2009-08-14,36018418609
2009-08-17,35936372098
2009-08-18,36182511633
2009-08-19,36223534889
2009-08-20,36592744191
2009-08-21,37002976749
2009-08-24,37597813959
2009-08-25,37228604656
2009-08-26,37269627912
2009-08-27,37474744191
2009-08-28,37372186052
2009-08-31,37495255819
2009-09-01,37146558145
2009-09-02,37495255819
2009-09-03,37351674424
2009-09-04,37946511633
2009-09-08,37987534889
2009-09-09,38131116284
2009-09-10,38008046517
2009-09-11,37208093028
2009-09-14,36900418610
2009-09-15,36736325586
2009-09-16,37392697679
2009-09-17,36961953493
2009-09-18,36838883726
2009-09-21,37002976749
2009-09-22,36695302330
2009-09-23,36408139540
2009-09-24,35895348842
2009-09-25,35895348842
2009-09-28,36244046516
2009-09-29,36715813958
2009-09-30,36902320000
2009-10-01,36342880000
2009-10-02,36197840000
2009-10-05,36550080000
2009-10-06,36902320000
2009-10-07,36736560000
2009-10-08,36985200000
2009-10-09,37420320000
2009-10-12,37544640000
2009-10-13,37420320000
2009-10-14,37772560000
2009-10-15,37814000000
2009-10-16,37855440000
2009-10-19,38021200000
2009-10-20,38663520000
2009-10-21,37731120000
2009-10-22,37668960000
2009-10-23,37150960000
2009-10-26,37254560000
2009-10-27,37586080000
2009-10-28,37710400000
2009-10-29,38041920000
2009-10-30,37523920000
2009-11-02,37917600000
2009-11-03,38249120000
2009-11-04,38269840000
2009-11-05,38684240000
2009-11-06,38414880000
2009-11-09,39098640000
2009-11-10,39513040000
2009-11-11,39305840000
2009-11-12,39409440000
2009-11-13,39906720000
2009-11-16,40072480000
2009-11-17,39865280000
2009-11-18,39989600000
2009-11-19,39803120000
2009-11-20,39326560000
2009-11-23,39637360000
2009-11-24,39989600000
2009-11-25,39761680000
2009-11-27,39368000000
2009-11-30,38974320000
2009-12-01,39513040000
2009-12-02,39699520000
2009-12-03,39658080000
2009-12-04,40031040000
2009-12-07,40134640000
2009-12-08,39906720000
2009-12-09,40134640000
2009-12-10,40300400000
2009-12-11,40445440000
2009-12-14,40756240000
2009-12-15,40818400000
2009-12-16,40673360000
2009-12-17,40590480000
2009-12-18,40714800000
2009-12-21,40839120000
2009-12-22,41170640000
2009-12-23,41771520000
2009-12-24,42206640000
2009-12-28,41398560000
2009-12-29,41129200000
2009-12-30,41046320000
2009-12-31,40771510000
2010-01-04,41103830000
2010-01-05,41124600000
2010-01-06,41726930000
2010-01-07,41664620000
2010-01-08,41768470000
2010-01-11,42080020000
2010-01-12,41851550000
2010-01-13,42038480000
2010-01-14,42329260000
2010-01-15,42412340000
2010-01-19,42329260000
2010-01-20,42225410000
2010-01-21,41311530000
2010-01-22,40937670000
2010-01-25,41353070000
2010-01-26,41456920000
2010-01-27,41519230000
2010-01-28,41560770000
2010-01-29,41249220000
2010-02-01,41290760000
2010-02-02,41394610000
2010-02-03,41083060000
2010-02-04,40335340000
2010-02-05,40252260000
2010-02-08,40231490000
2010-02-09,40418420000
2010-02-10,40252260000
2010-02-11,40729970000
2010-02-12,40771510000
2010-02-16,40979210000
2010-02-17,41083060000
2010-02-18,41540000000
2010-02-19,41872320000
2010-02-22,42100790000
2010-02-23,41477690000
2010-02-24,42080020000
2010-02-25,42391570000
2010-02-26,41789240000
2010-03-01,42100790000
2010-03-02,42225410000
2010-03-03,42266950000
2010-03-04,42412340000
2010-03-05,43014670000
2010-03-08,43076980000
2010-03-09,43139290000
2010-03-10,43243140000
2010-03-11,42308490000
2010-03-12,41955400000
2010-03-15,42308490000
2010-03-16,42287720000
2010-03-17,42225410000
2010-03-18,42495420000
2010-03-19,42246180000
2010-03-22,42453880000
2010-03-23,42620040000
2010-03-24,42516190000
2010-03-25,42620040000
2010-03-26,42412340000
2010-03-29,42890050000
2010-03-30,42890050000
2010-03-31,42661080000
2010-04-01,43305570000
2010-04-05,43492680000
2010-04-06,43617420000
2010-04-07,43222410000
2010-04-08,42993720000
2010-04-09,43513470000
2010-04-12,43866900000
2010-04-13,43866900000
2010-04-14,43991640000
2010-04-15,43866900000
2010-04-16,43388730000
2010-04-19,43513470000
2010-04-20,44012430000
2010-04-21,44615340000
2010-04-22,44241120000
2010-04-23,44407440000
2010-04-26,44178750000
2010-04-27,43492680000
2010-04-28,43700580000
2010-04-29,44033220000
2010-04-30,44054010000
2010-05-03,44490600000
2010-05-04,44199540000
2010-05-05,44116380000
2010-05-06,43139250000
2010-05-07,43160040000
2010-05-10,44864820000
2010-05-11,44885610000
2010-05-12,45051930000
2010-05-13,44968770000
2010-05-14,44927190000
2010-05-17,45114300000
2010-05-18,44428230000
2010-05-19,44303490000
2010-05-20,42972930000
2010-05-21,43679790000
2010-05-24,43347150000
2010-05-25,42411600000
2010-05-26,41912640000
2010-05-27,42702660000
2010-05-28,42182910000
2010-06-01,41829480000
2010-06-02,42370020000
2010-06-03,42806610000
2010-06-04,41621580000
2010-06-07,41205780000
2010-06-08,41995800000
2010-06-09,41683950000
2010-06-10,42245280000
2010-06-11,41746320000
2010-06-14,40686030000
2010-06-15,41392890000
2010-06-16,41226570000
2010-06-17,41559210000
2010-06-18,41621580000
2010-06-21,41704740000
2010-06-22,41268150000
2010-06-23,41101830000
2010-06-24,40789980000
2010-06-25,40956300000
2010-06-28,42286860000
2010-06-29,41496840000
2010-06-30,41683200000
2010-07-01,42099200000
2010-07-02,42244800000
2010-07-06,42723200000
2010-07-07,43451200000
2010-07-08,44345600000
2010-07-09,44304000000
2010-07-12,44304000000
2010-07-13,44387200000
2010-07-14,44408000000
2010-07-15,44636800000
2010-07-16,44220800000
2010-07-19,44470400000
2010-07-20,44761600000
2010-07-21,44532800000
2010-07-22,45448000000
2010-07-23,46009600000
2010-07-26,45739200000
2010-07-27,45864000000
2010-07-28,45905600000
2010-07-29,45801600000
2010-07-30,46092800000
2010-08-02,46280000000
2010-08-03,46009600000
2010-08-04,46488000000
2010-08-05,46467200000
2010-08-06,46883200000
2010-08-09,46987200000
2010-08-10,47070400000
2010-08-11,46675200000
2010-08-12,46696000000
2010-08-13,46488000000
2010-08-16,47008000000
2010-08-17,47673600000
2010-08-18,47694400000
2010-08-19,47340800000
2010-08-20,47236800000
2010-08-23,47278400000
2010-08-24,47403200000
2010-08-25,47528000000
2010-08-26,47028800000
2010-08-27,46883200000
2010-08-30,46841600000
2010-08-31,46425600000
2010-09-01,47132800000
2010-09-02,47403200000
2010-09-03,47652800000
2010-09-07,48068800000
2010-09-08,48776000000
2010-09-09,49150400000
2010-09-10,49587200000
2010-09-13,48817600000
2010-09-14,48900800000
2010-09-15,49254400000
2010-09-16,48817600000
2010-09-17,48880000000
2010-09-20,49316800000
2010-09-21,49628800000
2010-09-22,49649600000
2010-09-23,49088000000
2010-09-24,49920000000
2010-09-27,49940800000
2010-09-28,50336000000
2010-09-29,50440000000
2010-09-30,49961600000
2010-10-01,49462400000
2010-10-04,49566400000
2010-10-05,50440000000
2010-10-06,50814400000
2010-10-07,51105600000
2010-10-08,50980800000
2010-10-11,50648000000
2010-10-12,51043200000
2010-10-13,51209600000
2010-10-14,51584000000
2010-10-15,51750400000
2010-10-18,51792000000
2010-10-19,51480000000
2010-10-20,51833600000
2010-10-21,51896000000
2010-10-22,51833600000
2010-10-25,52124800000
2010-10-26,52416000000
2010-10-27,52228800000
2010-10-28,52707200000
2010-10-29,52873600000
2010-11-01,52769600000
2010-11-02,53185600000
2010-11-03,53580800000
2010-11-04,54392000000
2010-11-05,54308800000
2010-11-08,53809600000
2010-11-09,53206400000
2010-11-10,52436800000
2010-11-11,52478400000
2010-11-12,51688000000
2010-11-15,51355200000
2010-11-16,50710400000
2010-11-17,50876800000
2010-11-18,51480000000
2010-11-19,51459200000
2010-11-22,50918400000
2010-11-23,51043200000
2010-11-24,51105600000
2010-11-26,50731200000
2010-11-29,50814400000
2010-11-30,49920000000
2010-12-01,50273600000
2010-12-02,49504000000
2010-12-03,49524800000
2010-12-06,50024000000
2010-12-07,50024000000
2010-12-08,50752000000
2010-12-09,51147200000
2010-12-10,51688000000
2010-12-13,51459200000
2010-12-14,51563200000
2010-12-15,51480000000
2010-12-16,51916800000
2010-12-17,51979200000
2010-12-20,52353600000
2010-12-21,52520000000
2010-12-22,52540800000
2010-12-23,51688000000
2010-12-27,51376000000
2010-12-28,51480000000
2010-12-29,51396800000
2010-12-30,51168000000
2010-12-31,51308080000
2011-01-03,51058000000
2011-01-04,50828760000
2011-01-05,51016320000
2011-01-06,51224720000
2011-01-07,50828760000
2011-01-10,50516160000
2011-01-11,50161880000
2011-01-12,50141040000
2011-01-13,50266080000
2011-01-14,50349440000
2011-01-18,50182720000
2011-01-19,49995160000
2011-01-20,50099360000
2011-01-21,50203560000
2011-01-24,50891280000
2011-01-25,50620360000
2011-01-26,50578680000
2011-01-27,49849280000
2011-01-28,49578360000
2011-01-31,48994840000
2011-02-01,49140720000
2011-02-02,49349120000
2011-02-03,50120200000
2011-02-04,50016000000
2011-02-07,50141040000
2011-02-08,50286920000
2011-02-09,50328600000
2011-02-10,50203560000
2011-02-11,50932960000
2011-02-14,51037160000
2011-02-15,51016320000
2011-02-16,51016320000
2011-02-17,51537320000
2011-02-18,51662360000
2011-02-22,51558160000
2011-02-23,51495640000
2011-02-24,51495640000
2011-02-25,51974960000
2011-02-28,52871080000
2011-03-01,52350080000
2011-03-02,52204200000
2011-03-03,53016960000
2011-03-04,52766880000
2011-03-07,52891920000
2011-03-08,53475440000
2011-03-09,53788040000
2011-03-10,53433760000
2011-03-11,52204200000
2011-03-14,52079160000
2011-03-15,51495640000
2011-03-16,50620360000
2011-03-17,50932960000
2011-03-18,51683200000
2011-03-21,52412600000
2011-03-22,52996120000
2011-03-23,53371240000
2011-03-24,54038120000
2011-03-25,53808880000
2011-03-28,54288200000
2011-03-29,54121480000
2011-03-30,54413240000
2011-03-31,54038280000
2011-04-01,53934480000
2011-04-04,53851440000
2011-04-05,54204360000
2011-04-06,54557280000
2011-04-07,54183600000
2011-04-08,54474240000
2011-04-11,55055520000
2011-04-12,55429200000
2011-04-13,55387680000
2011-04-14,55823640000
2011-04-15,56072760000
2011-04-18,55117800000
2011-04-19,54764880000
2011-04-20,54287400000
2011-04-21,54100560000
2011-04-25,54142080000
2011-04-26,54578040000
2011-04-27,55263120000
2011-04-28,55325400000
2011-04-29,55719840000
2011-05-02,55595280000
2011-05-03,56052000000
2011-05-04,55740600000
2011-05-05,55387680000
2011-05-06,55968960000
2011-05-09,56342640000
2011-05-10,56404920000
2011-05-11,56176560000
2011-05-12,56778600000
2011-05-13,56695560000
2011-05-16,57069240000
2011-05-17,57422160000
2011-05-18,57858120000
2011-05-19,58086480000
2011-05-20,57588240000
2011-05-23,57816600000
2011-05-24,57961920000
2011-05-25,57941160000
2011-05-26,57650520000
2011-05-27,58003440000
2011-05-31,58252560000
2011-06-01,57961920000
2011-06-02,57235320000
2011-06-03,57297600000
2011-06-06,56571000000
2011-06-07,56259600000
2011-06-08,56654040000
2011-06-09,57006960000
2011-06-10,56072760000
2011-06-13,55906680000
2011-06-14,56820120000
2011-06-15,55242360000
2011-06-16,55906680000
2011-06-17,56218080000
2011-06-20,56716320000
2011-06-21,56695560000
2011-06-22,56425680000
2011-06-23,55740600000
2011-06-24,55616040000
2011-06-27,55574520000
2011-06-28,54723360000
2011-06-29,54183600000
2011-06-30,54246140000
2011-07-01,54492620000
2011-07-05,54636400000
2011-07-06,55088280000
2011-07-07,55458000000
2011-07-08,55232060000
2011-07-11,55314220000
2011-07-12,55252600000
2011-07-13,55170440000
2011-07-14,55149900000
2011-07-15,54821260000
2011-07-18,54636400000
2011-07-19,55499080000
2011-07-20,54163980000
2011-07-21,54615860000
2011-07-22,54143440000
2011-07-25,53896960000
2011-07-26,53732640000
2011-07-27,53629940000
2011-07-28,53876420000
2011-07-29,54020200000
2011-08-01,53712100000
2011-08-02,53773720000
2011-08-03,54143440000
2011-08-04,52356460000
2011-08-05,53178060000
2011-08-08,50405160000
2011-08-09,51719720000
2011-08-10,50035440000
2011-08-11,51267840000
2011-08-12,51760800000
2011-08-15,52787800000
2011-08-16,52746720000
2011-08-17,53404000000
2011-08-18,52787800000
2011-08-19,52808340000
2011-08-22,53116440000
2011-08-23,54287220000
2011-08-24,54369380000
2011-08-25,53424540000
2011-08-26,54020200000
2011-08-29,55006120000
2011-08-30,55499080000
2011-08-31,55848260000
2011-09-01,55642860000
2011-09-02,54882880000
2011-09-06,55108820000
2011-09-07,55437460000
2011-09-08,55478540000
2011-09-09,54163980000
2011-09-12,54513160000
2011-09-13,53773720000
2011-09-14,54533700000
2011-09-15,55190980000
2011-09-16,55252600000
2011-09-19,55190980000
2011-09-20,55355300000
2011-09-21,53650480000
2011-09-22,52787800000
2011-09-23,52931580000
2011-09-26,53404000000
2011-09-27,54266680000
2011-09-28,53609400000
2011-09-29,54307760000
2011-09-30,54531540000
2011-10-03,54023040000
2011-10-04,53982360000
2011-10-05,53901000000
2011-10-06,54816300000
2011-10-07,55792620000
2011-10-10,56199420000
2011-10-11,56545200000
2011-10-12,56484180000
2011-10-13,56158740000
2011-10-14,56280780000
2011-10-17,55772280000
2011-10-18,55996020000
2011-10-19,55568880000
2011-10-20,55426500000
2011-10-21,55833300000
2011-10-24,55548540000
2011-10-25,54918000000
2011-10-26,55467180000
2011-10-27,56260440000
2011-10-28,56057040000
2011-10-31,56036700000
2011-11-01,55121400000
2011-11-02,55304460000
2011-11-03,55873980000
2011-11-04,55670580000
2011-11-07,55975680000
2011-11-08,56240100000
2011-11-09,55263780000
2011-11-10,56199420000
2011-11-11,56504520000
2011-11-14,56179080000
2011-11-15,56484180000
2011-11-16,55935000000
2011-11-17,56016360000
2011-11-18,56219760000
2011-11-21,55528200000
2011-11-22,55670580000
2011-11-23,55162080000
2011-11-25,55426500000
2011-11-28,56138400000
2011-11-29,56850300000
2011-11-30,58355460000
2011-12-01,58335120000
2011-12-02,57785940000
2011-12-05,57399480000
2011-12-06,58497840000
2011-12-07,58640220000
2011-12-08,58030020000
2011-12-09,58538520000
2011-12-12,58721580000
2011-12-13,58965660000
2011-12-14,58436820000
2011-12-15,59209740000
2011-12-16,59270760000
2011-12-19,59677560000
2011-12-20,60735240000
2011-12-21,61650540000
2011-12-22,60653880000
2011-12-23,60694560000
2011-12-27,60450480000
2011-12-28,60450480000
2011-12-29,60592860000
2011-12-30,60308100000
2012-01-03,58091040000
2012-01-04,57765600000
2012-01-05,58640220000
2012-01-06,58416480000
2012-01-09,57969000000
2012-01-10,58802940000
2012-01-11,58660560000
2012-01-12,58660560000
2012-01-13,58904640000
2012-01-17,58782600000
2012-01-18,58904640000
2012-01-19,58192740000
2012-01-20,58375800000
2012-01-23,58192740000
2012-01-24,57521520000
2012-01-25,58314780000
2012-01-26,58294440000
2012-01-27,57236760000
2012-01-30,57745260000
2012-01-31,57765600000
2012-02-01,57826620000
2012-02-02,58050360000
2012-02-03,58660560000
2012-02-06,58253760000
2012-02-07,58619880000
2012-02-08,58660560000
2012-02-09,59596200000
2012-02-10,59413140000
2012-02-13,59453820000
2012-02-14,59535180000
2012-02-15,59494500000
2012-02-16,60084360000
2012-02-17,60308100000
2012-02-21,60247080000
2012-02-22,60308100000
2012-02-23,60409800000
2012-02-24,60999660000
2012-02-27,61081020000
2012-02-28,61060680000
2012-02-29,61223400000
2012-03-01,61060680000
2012-03-02,60938640000
2012-03-05,61548840000
2012-03-06,61182720000
2012-03-07,61223400000
2012-03-08,61955640000
2012-03-09,61955640000
2012-03-12,61914960000
2012-03-13,61223400000
2012-03-14,60918300000
2012-03-15,61081020000
2012-03-16,61081020000
2012-03-19,61243740000
2012-03-20,61284420000
2012-03-21,61325100000
2012-03-22,61304760000
2012-03-23,61833600000
2012-03-26,62362440000
2012-03-27,62260740000
2012-03-28,62077680000
2012-03-29,62220060000
2012-03-30,62789580000
2012-04-02,63161320000
2012-04-03,63019430000
2012-04-04,63059970000
2012-04-05,63566720000
2012-04-09,63161320000
2012-04-10,62735650000
2012-04-11,63262670000
2012-04-12,63465370000
2012-04-13,63830230000
2012-04-16,63607260000
2012-04-17,64073470000
2012-04-18,64174820000
2012-04-19,64418060000
2012-04-20,64641030000
2012-04-23,64377520000
2012-04-24,64255900000
2012-04-25,64235630000
2012-04-26,64722110000
2012-04-27,65127510000
2012-04-30,65289670000
2012-05-01,65715340000
2012-05-02,65613989999
2012-05-03,65978849999
2012-05-04,65735610000
2012-05-07,65269400000
2012-05-08,65391019999
2012-05-09,64357250000
2012-05-10,64316710000
2012-05-11,64438330000
2012-05-14,64235630000
2012-05-15,64357250000
2012-05-16,64580220000
2012-05-17,64134280000
2012-05-18,64215360000
2012-05-21,64559950000
2012-05-22,64377520000
2012-05-23,64296440000
2012-05-24,65391019999
2012-05-25,65086970000
2012-05-29,65127510000
2012-05-30,64904540000
2012-05-31,65249129999
2012-06-01,64235630000
2012-06-04,64722110000
2012-06-05,64458600000
2012-06-06,66039660000
2012-06-07,66384250000
2012-06-08,66708569999
2012-06-11,66809920000
2012-06-12,67762610000
2012-06-13,67438290000
2012-06-14,68269360000
2012-06-15,68451790000
2012-06-18,68613950000
2012-06-19,68755840000
2012-06-20,68735570000
2012-06-21,68695030000
2012-06-22,68654489999
2012-06-25,68350440000
2012-06-26,68249090000
2012-06-27,68918000000
2012-06-28,68978810000
2012-06-29,70032850000
2012-07-02,70759040000
2012-07-03,70819760000
2012-07-05,70617360000
2012-07-06,70779280000
2012-07-09,71163840000
2012-07-10,71710320000
2012-07-11,71487680000
2012-07-12,71082880000
2012-07-13,72094880000
2012-07-16,72034160000
2012-07-17,72479440000
2012-07-18,72702080000
2012-07-19,72742560000
2012-07-20,72681840000
2012-07-23,71831760000
2012-07-24,71993680000
2012-07-25,71649600000
2012-07-26,72115120000
2012-07-27,72661600000
2012-07-30,73187840000
2012-07-31,72803280000
2012-08-01,72924720000
2012-08-02,71973440000
2012-08-03,72702080000
2012-08-06,72438960000
2012-08-07,70738800000
2012-08-08,70860240000
2012-08-09,70273280000
2012-08-10,70759040000
2012-08-13,71265040000
2012-08-14,71730560000
2012-08-15,71103120000
2012-08-16,71649600000
2012-08-17,71669840000
2012-08-20,71204320000
2012-08-21,69666080000
2012-08-22,68654080000
2012-08-23,67702800000
2012-08-24,68977920000
2012-08-27,69342240000
2012-08-28,69848240000
2012-08-29,70010160000
2012-08-30,69706560000
2012-08-31,68735040000
2012-09-04,69625600000
2012-09-05,69322000000
2012-09-06,70010160000
2012-09-07,69362480000
2012-09-10,69726800000
2012-09-11,69605360000
2012-09-12,67399199999
2012-09-13,68431440000
2012-09-14,66670559999
2012-09-17,67217040000
2012-09-18,67378960000
2012-09-19,67095600000
2012-09-20,68026640000
2012-09-21,68937440000
2012-09-24,69241040000
2012-09-25,68836240000
2012-09-26,69160080000
2012-09-27,68613600000
2012-09-28,67581360000
2012-10-01,67463490893
2012-10-02,67643981802
2012-10-03,68285727257
2012-10-04,68185454530
2012-10-05,68185454530
2012-10-08,68145345439
2012-10-09,67222836348
2012-10-10,66861854530
2012-10-11,65598418166
2012-10-12,66420654530
2012-10-15,66520927257
2012-10-16,66701418166
2012-10-17,67182727257
2012-10-18,66360490894
2012-10-19,65437981803
2012-10-22,66019563621
2012-10-23,64876454530
2012-10-24,64435254530
2012-10-25,64375090894
2012-10-26,63693236349
2012-10-31,63773454531
2012-11-01,64114381803
2012-11-02,63572909076
2012-11-05,63933890894
2012-11-06,64054218167
2012-11-07,62971272713
2012-11-08,62730618167
2012-11-09,63131709076
2012-11-12,62369636349
2012-11-13,62530072713
2012-11-14,61747945440
2012-11-15,61146309077
2012-11-16,62650399985
2012-11-19,65297599985
2012-11-20,65879181803
2012-11-21,65899236348
2012-11-23,67142618166
2012-11-26,66601145439
2012-11-27,66480818166
2012-11-28,67002236348
2012-11-29,67323109075
2012-11-30,67804418166
2012-12-03,67503599984
2012-12-04,67162672712
2012-12-05,66781636348
2012-12-06,66540981803
2012-12-07,67122563621
2012-12-10,67022290893
2012-12-11,66099781803
2012-12-12,66681363621
2012-12-13,66701418166
2012-12-14,66500872712
2012-12-17,66159945439
2012-12-18,65357763621
2012-12-19,64956672712
2012-12-20,65498145439
2012-12-21,63873727258
2012-12-24,63492690894
2012-12-26,62810836349
2012-12-27,62971272713
2012-12-28,62349581804
2012-12-31,62974320000
2013-01-02,65177620000
2013-01-03,65217680000
2013-01-04,65177620000
2013-01-07,65017380000
2013-01-08,64376420000
2013-01-09,63895700000
2013-01-10,65498100000
2013-01-11,65958790000
2013-01-14,66078970000
2013-01-15,65658340000
2013-01-16,65658340000
2013-01-17,66078970000
2013-01-18,66639810000
2013-01-22,66399450000
2013-01-23,66119029999
2013-01-24,66920229999
2013-01-25,67000350000
2013-01-28,67501100000
2013-01-29,67501100000
2013-01-30,67501100000
2013-01-31,67461040000
2013-02-01,68502600000
2013-02-04,67881670000
2013-02-05,68462540000
2013-02-06,68342359999
2013-02-07,69323830000
2013-02-08,69484070000
2013-02-11,69604250000
2013-02-12,69423980000
2013-02-13,69664340000
2013-02-14,68322330000
2013-02-15,68863140000
2013-02-19,69644310000
2013-02-20,69884670000
2013-02-21,70505600000
2013-02-22,70745960000
2013-02-25,69403950000
2013-02-26,68702899999
2013-02-27,68242210000
2013-02-28,67200649999
2013-03-01,67080470000
2013-03-04,67961790000
2013-03-05,68582720000
2013-03-06,68362390000
2013-03-07,68021880000
2013-03-08,68102000000
2013-03-11,68622779999
2013-03-12,68422479999
2013-03-13,67961790000
2013-03-14,67701399999
2013-03-15,67461040000
2013-03-18,67040410000
2013-03-19,67481069999
2013-03-20,68182120000
2013-03-21,67821580000
2013-03-22,67921729999
2013-03-25,67861640000
2013-03-26,68823080000
2013-03-27,68923230000
2013-03-28,68883170000
2013-04-01,68668614234
2013-04-02,70470414608
2013-04-03,69709654450
2013-04-04,70390334591
2013-04-05,69749694458
2013-04-08,70590534632
2013-04-09,71030974724
2013-04-10,71391334798
2013-04-11,71311254782
2013-04-12,71891834902
2013-04-15,69689634446
2013-04-16,70830774682
2013-04-17,70350294583
2013-04-18,69429374392
2013-04-19,70110054533
2013-04-22,70630574641
2013-04-23,71131074744
2013-04-24,71131074744
2013-04-25,71951894915
2013-04-26,72212154969
2013-04-29,73293235193
2013-04-30,73093035151
2013-05-01,72712655072
2013-05-02,73373315209
2013-05-03,73093035151
2013-05-06,72232174973
2013-05-07,73012955135
2013-05-08,73113055155
2013-05-09,72772715085
2013-05-10,73433375222
2013-05-13,73913855321
2013-05-14,74194135379
2013-05-15,74994935545
2013-05-16,74434375429
2013-05-17,74954895537
2013-05-20,74754695496
2013-05-21,73913855321
2013-05-22,73873815313
2013-05-23,73793735296
2013-05-24,74254195392
2013-05-28,74214155384
2013-05-29,72952895122
2013-05-30,72932875118
2013-05-31,72272214981
2013-06-03,72992935130
2013-06-04,72492435027
2013-06-05,71491434819
2013-06-06,71691634861
2013-06-07,72372315002
2013-06-10,72532475035
2013-06-11,72392335006
2013-06-12,71271214774
2013-06-13,71591534840
2013-06-14,71231174765
2013-06-17,71651594852
2013-06-18,72372315002
2013-06-19,70450394603
2013-06-20,68748694251
2013-06-21,69929874495
2013-06-24,69329274371
2013-06-25,69929874495
2013-06-26,70610554637
2013-06-27,70970914711
2013-06-28,70049994520
2013-07-01,70689240000
2013-07-02,70849080000
2013-07-03,70909020000
2013-07-05,70909020000
2013-07-08,72007920000
2013-07-09,72467460000
2013-07-10,72927000000
2013-07-11,73646280000
2013-07-12,73766160000
2013-07-15,74025900000
2013-07-16,74385540000
2013-07-17,73965960000
2013-07-18,73926000000
2013-07-19,74225700000
2013-07-22,73686240000
2013-07-23,71908020000
2013-07-24,71068860000
2013-07-25,71748180000
2013-07-26,71728200000
2013-07-29,71268660000
2013-07-30,71048880000
2013-07-31,70049880000
2013-08-01,71008920000
2013-08-02,71288640000
2013-08-05,71148780000
2013-08-06,70729200000
2013-08-07,70329600000
2013-08-08,71068860000
2013-08-09,70669260000
2013-08-12,70249680000
2013-08-13,70369560000
2013-08-14,70049880000
2013-08-15,69070860000
2013-08-16,68511420000
2013-08-19,67792140000
2013-08-20,67472460000
2013-08-21,66853080000
2013-08-22,67052880000
2013-08-23,68491440000
2013-08-26,68031899999
2013-08-27,67912020000
2013-08-28,67132800000
2013-08-29,67812119999
2013-08-30,67692240000
2013-09-03,67592340000
2013-09-04,68271660000
2013-09-05,68431500000
2013-09-06,68731200000
2013-09-09,69110820000
2013-09-10,69890040000
2013-09-11,70749180000
2013-09-12,69010920000
2013-09-13,69610320000
2013-09-16,70189740000
2013-09-17,70649280000
2013-09-18,71508420000
2013-09-19,71528400000
2013-09-20,71028900000
2013-09-23,70429500000
2013-09-24,70089840000
2013-09-25,69510420000
2013-09-26,69930000000
2013-09-27,69350580000
2013-09-30,69844999988
2013-10-01,70576999988
2013-10-02,70658333321
2013-10-03,70556666655
2013-10-04,70454999988
2013-10-07,70658333321
2013-10-08,70515999988
2013-10-09,70048333321
2013-10-10,72142666654
2013-10-11,72264666654
2013-10-14,72671333321
2013-10-15,71837666654
2013-10-16,72569666654
2013-10-17,72427333321
2013-10-18,72915333321
2013-10-21,73240666654
2013-10-22,74033666654
2013-10-23,73972666654
2013-10-24,73118666654
2013-10-25,73708333321
2013-10-28,74846999987
2013-10-29,76107666654
2013-10-30,75355333320
2013-10-31,75700999987
2013-11-01,75904333320
2013-11-04,76107666654
2013-11-05,76331333320
2013-11-06,76900666654
2013-11-07,76249999987
2013-11-08,76351666654
2013-11-11,76148333320
2013-11-12,75863666654
2013-11-13,76412666654
2013-11-14,76656666654
2013-11-15,77266666654
2013-11-18,77327666653
2013-11-19,76920999987
2013-11-20,76473666654
2013-11-21,75517999987
2013-11-22,75782333320
2013-11-25,75477333320
2013-11-26,75233333321
