,T
2009-04-14,112571999999
2009-04-15,113339000000
2009-04-16,115758000000
2009-04-17,115581000000
2009-04-20,112631000000
2009-04-21,112571999999
2009-04-22,114637000000
2009-04-23,113575000000
2009-04-24,112040999999
2009-04-27,112690000000
2009-04-28,114224000000
2009-04-29,113634000000
2009-04-30,114106000000
2009-05-01,115817000000
2009-05-04,118826000000
2009-05-05,118000000000
2009-05-06,118826000000
2009-05-07,113339000000
2009-05-08,112454000000
2009-05-11,112926000000
2009-05-12,114578000000
2009-05-13,112395000000
2009-05-14,111215000000
2009-05-15,110802000000
2009-05-18,109504000000
2009-05-19,109858000000
2009-05-20,107439000000
2009-05-21,105433000000
2009-05-22,105433000000
2009-05-26,109150000000
2009-05-27,107203000000
2009-05-28,109681000000
2009-05-29,110389000000
2009-06-01,109740000000
2009-06-02,110625000000
2009-06-03,108914000000
2009-06-04,108501000000
2009-06-05,109386000000
2009-06-08,108678000000
2009-06-09,107793000000
2009-06-10,108146999999
2009-06-11,110389000000
2009-06-12,111392000000
2009-06-15,109681000000
2009-06-16,107852000000
2009-06-17,107498000000
2009-06-18,107439000000
2009-06-19,107026000000
2009-06-22,107557000000
2009-06-23,109799000000
2009-06-24,109799000000
2009-06-25,110684000000
2009-06-26,110507000000
2009-06-29,112336000000
2009-06-30,110625000000
2009-07-01,111646920000
2009-07-02,109522560000
2009-07-06,110466720000
2009-07-07,108342360000
2009-07-08,104860770000
2009-07-09,104152649999
2009-07-10,104388690000
2009-07-13,105863940000
2009-07-14,104447700000
2009-07-15,106749090000
2009-07-16,105627899999
2009-07-17,106808100000
2009-07-20,108755430000
2009-07-21,109404540000
2009-07-22,110643750000
2009-07-23,113476230000
2009-07-24,113358210000
2009-07-27,114597420000
2009-07-28,113653260000
2009-07-29,115600590000
2009-07-30,117311880000
2009-07-31,116839800000
2009-08-03,116839800000
2009-08-04,117016829999
2009-08-05,114597420000
2009-08-06,113771280000
2009-08-07,114125340000
2009-08-10,113948310000
2009-08-11,112945140000
2009-08-12,114243360000
2009-08-13,113476230000
2009-08-14,113358210000
2009-08-17,111410880000
2009-08-18,111764940000
2009-08-19,113063160000
2009-08-20,113771280000
2009-08-21,115777620000
2009-08-24,116426730000
2009-08-25,117134850000
2009-08-26,118079010000
2009-08-27,117665940000
2009-08-28,116721780000
2009-08-31,116013660000
2009-09-01,112945140000
2009-09-02,113004149999
2009-09-03,112000980000
2009-09-04,113594250000
2009-09-08,114715440000
2009-09-09,115541579999
2009-09-10,118315050000
2009-09-11,118728120000
2009-09-14,118138020000
2009-09-15,118905149999
2009-09-16,118197030000
2009-09-17,117429899999
2009-09-18,120498420000
2009-09-21,119672280000
2009-09-22,118020000000
2009-09-23,120852480000
2009-09-24,120380399999
2009-09-25,120085350000
2009-09-28,122150700000
2009-09-29,121147530000
2009-09-30,120321390000
2009-10-01,118492079999
2009-10-02,118138020000
2009-10-05,119200200000
2009-10-06,120911489999
2009-10-07,116603760000
2009-10-08,115541579999
2009-10-09,114302370000
2009-10-12,114007320000
2009-10-13,115364550000
2009-10-14,115069500000
2009-10-15,115423560000
2009-10-16,114479399999
2009-10-19,115777620000
2009-10-20,115777620000
2009-10-21,115541579999
2009-10-22,116249700000
2009-10-23,114597420000
2009-10-26,112709100000
2009-10-27,114007320000
2009-10-28,116131680000
2009-10-29,116839800000
2009-10-30,114361380000
2009-11-02,113948310000
2009-11-03,112945140000
2009-11-04,113712270000
2009-11-05,115541579999
2009-11-06,115482570000
2009-11-09,117311880000
2009-11-10,117429899999
2009-11-11,117783960000
2009-11-12,117075840000
2009-11-13,116898810000
2009-11-16,117075840000
2009-11-17,117075840000
2009-11-18,117193860000
2009-11-19,116308710000
2009-11-20,115895640000
2009-11-23,119259210000
2009-11-24,120675450000
2009-11-25,120616440000
2009-11-27,120203370000
2009-11-30,119967329999
2009-12-01,121029510000
2009-12-02,121796640000
2009-12-03,122563770000
2009-12-04,122917829999
2009-12-07,124570110000
2009-12-08,122976840000
2009-12-09,122740800000
2009-12-10,123625950000
2009-12-11,124747140000
2009-12-14,124924170000
2009-12-15,122917829999
2009-12-16,122563770000
2009-12-17,121265550000
2009-12-18,121678620000
2009-12-21,122681790000
2009-12-22,124275060000
2009-12-23,124865160000
2009-12-24,125160210000
2009-12-28,126163380000
2009-12-29,126222390000
2009-12-30,126163380000
2009-12-31,124865160000
2010-01-04,127370850000
2010-01-05,126780350000
2010-01-06,123060200000
2010-01-07,121702050000
2010-01-08,120757250000
2010-01-11,120225800000
2010-01-12,120166750000
2010-01-13,118749550000
2010-01-14,116741850000
2010-01-15,114970350000
2010-01-19,116800900000
2010-01-20,115147500000
2010-01-21,114438900000
2010-01-22,113139800000
2010-01-25,114025550000
2010-01-26,112903600000
2010-01-27,114202700000
2010-01-28,113848400000
2010-01-29,113021700000
2010-02-01,113139800000
2010-02-02,114497950000
2010-02-03,114025550000
2010-02-04,111545450000
2010-02-05,112490250000
2010-02-08,111309250000
2010-02-09,112608350000
2010-02-10,111958800000
2010-02-11,112254050000
2010-02-12,111722600000
2010-02-16,112844550000
2010-02-17,113198850000
2010-02-18,112490250000
2010-02-19,111840700000
2010-02-22,111486400000
2010-02-23,110659699999
2010-02-24,111014000000
2010-02-25,110423500000
2010-02-26,110600650000
2010-03-01,111427350000
2010-03-02,110895900000
2010-03-03,110954950000
2010-03-04,111250200000
2010-03-05,111368300000
2010-03-08,112667399999
2010-03-09,113907450000
2010-03-10,113730300000
2010-03-11,114084600000
2010-03-12,114202700000
2010-03-15,114911300000
2010-03-16,115206550000
2010-03-17,115442750000
2010-03-18,116151350000
2010-03-19,116978050000
2010-03-22,117686650000
2010-03-23,118336200000
2010-03-24,117037100000
2010-03-25,116564699999
2010-03-26,116978050000
2010-03-29,118159050000
2010-03-30,115678950000
2010-03-31,115225500000
2010-04-01,116466390000
2010-04-05,117352740000
2010-04-06,117352740000
2010-04-07,114398240000
2010-04-08,116052760000
2010-04-09,117943640000
2010-04-12,117648190000
2010-04-13,116880020000
2010-04-14,117057290000
2010-04-15,117057290000
2010-04-16,115639130000
2010-04-19,117648190000
2010-04-20,118889080000
2010-04-21,117470920000
2010-04-22,117175469999
2010-04-23,117057290000
2010-04-26,117175469999
2010-04-27,115757310000
2010-04-28,115580040000
2010-04-29,116584570000
2010-04-30,116230030000
2010-05-03,117234560000
2010-05-04,115520950000
2010-05-05,114930050000
2010-05-06,112152820000
2010-05-07,111916460000
2010-05-10,114516420000
2010-05-11,114339150000
2010-05-12,115166409999
2010-05-13,114811870000
2010-05-14,113275530000
2010-05-17,114930050000
2010-05-18,114102790000
2010-05-19,114043700000
2010-05-20,111325560000
2010-05-21,110852840000
2010-05-24,108961960000
2010-05-25,108489240000
2010-05-26,107602890000
2010-05-27,109848310000
2010-05-28,108371060000
2010-06-01,108489240000
2010-06-02,110498300000
2010-06-03,110616480000
2010-06-04,107780159999
2010-06-07,108489240000
2010-06-08,111384650000
2010-06-09,111030110000
2010-06-10,113452800000
2010-06-11,112802810000
2010-06-14,112271000000
2010-06-15,113925520000
2010-06-16,113807340000
2010-06-17,114043700000
2010-06-18,113393710000
2010-06-21,113452800000
2010-06-22,113098260000
2010-06-23,113452800000
2010-06-24,111739190000
2010-06-25,110557390000
2010-06-28,111266469999
2010-06-29,109080140000
2010-06-30,107898340000
2010-07-01,108548330000
2010-07-02,108311969999
2010-07-06,108843780000
2010-07-07,108489240000
2010-07-08,109552860000
2010-07-09,110734659999
2010-07-12,110793750000
2010-07-13,111266469999
2010-07-14,111325560000
2010-07-15,111502830000
2010-07-16,110143760000
2010-07-19,110971020000
2010-07-20,110557390000
2010-07-21,111148290000
2010-07-22,113748250000
2010-07-23,113925520000
2010-07-26,115757310000
2010-07-27,116643659999
2010-07-28,116880020000
2010-07-29,116052760000
2010-07-30,115698219999
2010-08-02,118593630000
2010-08-03,119007260000
2010-08-04,118829990000
2010-08-05,119243620000
2010-08-06,118357270000
2010-08-09,119775430000
2010-08-10,120484510000
2010-08-11,118416360000
2010-08-12,118889080000
2010-08-13,119184530000
2010-08-16,118829990000
2010-08-17,120307240000
2010-08-18,121666310000
2010-08-19,120307240000
2010-08-20,117943640000
2010-08-23,118120909999
2010-08-24,119184530000
2010-08-25,119952700000
2010-08-26,119066349999
2010-08-27,120129969999
2010-08-30,118770900000
2010-08-31,120543599999
2010-09-01,121961760000
2010-09-02,122198120000
2010-09-03,122375390000
2010-09-07,121607219999
2010-09-08,122139030000
2010-09-09,124029909999
2010-09-10,124148090000
2010-09-13,124561719999
2010-09-14,124561719999
2010-09-15,124916260000
2010-09-16,125388980000
2010-09-17,125625340000
2010-09-20,127279860000
2010-09-21,127575310000
2010-09-22,127516219999
2010-09-23,127161680000
2010-09-24,127457130000
2010-09-27,128757110000
2010-09-28,128993469999
2010-09-29,128048030000
2010-09-30,127704850000
2010-10-01,128651250000
2010-10-04,128828700000
2010-10-05,131076400000
2010-10-06,127764000000
2010-10-07,126107800000
2010-10-08,125989500000
2010-10-11,126462700000
2010-10-12,126758450000
2010-10-13,127113349999
2010-10-14,127231650000
2010-10-15,126462700000
2010-10-18,127764000000
2010-10-19,125930350000
2010-10-20,127704850000
2010-10-21,126521850000
2010-10-22,126285250000
2010-10-25,126640150000
2010-10-26,126403550000
2010-10-27,126580999999
2010-10-28,127231650000
2010-10-29,127349950000
2010-11-01,128237200000
2010-11-02,129183600000
2010-11-03,129715950000
2010-11-04,131431300000
2010-11-05,130662350000
2010-11-08,130248300000
2010-11-09,130248300000
2010-11-10,129715950000
2010-11-11,128710400000
2010-11-12,127054200000
2010-11-15,127823150000
2010-11-16,126048650000
2010-11-17,124806500000
2010-11-18,126995050000
2010-11-19,126462700000
2010-11-22,126285250000
2010-11-23,125161400000
2010-11-24,125634599999
2010-11-26,124924800000
2010-11-29,123682650000
2010-11-30,124096700000
2010-12-01,126285250000
2010-12-02,127468250000
2010-12-03,127172500000
2010-12-06,126344400000
2010-12-07,127409100000
2010-12-08,127823150000
2010-12-09,128651250000
2010-12-10,129006150000
2010-12-13,128473800000
2010-12-14,131017249999
2010-12-15,130070849999
2010-12-16,130484900000
2010-12-17,130425750000
2010-12-20,130070849999
2010-12-21,129775100000
2010-12-22,130070849999
2010-12-23,130366600000
2010-12-27,130603199999
2010-12-28,130484900000
2010-12-29,130839800000
2010-12-30,130958100000
2010-12-31,131416500000
2011-01-03,132660750000
2011-01-04,133608750000
2011-01-05,134082750000
2011-01-06,130350000000
2011-01-07,129046500000
2011-01-10,126735750000
2011-01-11,124839750000
2011-01-12,125373000000
2011-01-13,125550750000
2011-01-14,127150500000
2011-01-18,126676500000
2011-01-19,126676500000
2011-01-20,126261750000
2011-01-21,126676500000
2011-01-24,127387500000
2011-01-25,128631750000
2011-01-26,128454000000
2011-01-27,125787750000
2011-01-28,122943750000
2011-01-31,123062250000
2011-02-01,124662000000
2011-02-02,123714000000
2011-02-03,125195250000
2011-02-04,125076750000
2011-02-07,125017500000
2011-02-08,124839750000
2011-02-09,125076750000
2011-02-10,126261750000
2011-02-11,127328249999
2011-02-14,127269000000
2011-02-15,126261750000
2011-02-16,126558000000
2011-02-17,127446750000
2011-02-18,127743000000
2011-02-22,126084000000
2011-02-23,125373000000
2011-02-24,124839750000
2011-02-25,125787750000
2011-02-28,126913500000
2011-03-01,125550750000
2011-03-02,125965500000
2011-03-03,125787750000
2011-03-04,124839750000
2011-03-07,124780500000
2011-03-08,127209750000
2011-03-09,128750250000
2011-03-10,127920750000
2011-03-11,127269000000
2011-03-14,126084000000
2011-03-15,124365749999
2011-03-16,122232750000
2011-03-17,124069500000
2011-03-18,124958250000
2011-03-21,126380249999
2011-03-22,125669250000
2011-03-23,125846999999
2011-03-24,127624500000
2011-03-25,129046500000
2011-03-28,131298000000
2011-03-29,134379000000
2011-03-30,137341500000
2011-03-31,137029200000
2011-04-01,137088520000
2011-04-04,137741040000
2011-04-05,137444440000
2011-04-06,136436000000
2011-04-07,136732600000
2011-04-08,137503760000
2011-04-11,137266480000
2011-04-12,136436000000
2011-04-13,135130960000
2011-04-14,135605520000
2011-04-15,137207160000
2011-04-18,135724160000
2011-04-19,135724160000
2011-04-20,134893679999
2011-04-21,137385120000
2011-04-25,136791920000
2011-04-26,138512200000
2011-04-27,140707040000
2011-04-28,140469760000
2011-04-29,139342680000
2011-05-02,139757920000
2011-05-03,142664600000
2011-05-04,142308680000
2011-05-05,139757920000
2011-05-06,139935880000
2011-05-09,140351120000
2011-05-10,141893440000
2011-05-11,140469760000
2011-05-12,141656160000
2011-05-13,140647720000
2011-05-16,139046080000
2011-05-17,139342680000
2011-05-18,139698600000
2011-05-19,140588400000
2011-05-20,140232480000
2011-05-23,139164720000
2011-05-24,139520640000
2011-05-25,138808800000
2011-05-26,139283360000
2011-05-27,140113840000
2011-05-31,141300240000
2011-06-01,139579960000
2011-06-02,138690160000
2011-06-03,137207160000
2011-06-06,135902120000
2011-06-07,135724160000
2011-06-08,135842799999
2011-06-09,135783480000
2011-06-10,135842799999
2011-06-13,136791920000
2011-06-14,137859680000
2011-06-15,135902120000
2011-06-16,136258040000
2011-06-17,137741040000
2011-06-20,138630840000
2011-06-21,139283360000
2011-06-22,138274920000
2011-06-23,137563080000
2011-06-24,136317360000
2011-06-27,137741040000
2011-06-28,138868120000
2011-06-29,139935880000
2011-06-30,140742560000
2011-07-01,141929760000
2011-07-05,141692320000
2011-07-06,139911520000
2011-07-07,139911520000
2011-07-08,139496000000
2011-07-11,138012000000
2011-07-12,137833920000
2011-07-13,138071360000
2011-07-14,137002879999
2011-07-15,135815680000
2011-07-18,134925280000
2011-07-19,135875040000
2011-07-20,135459520000
2011-07-21,135637600000
2011-07-22,135815680000
2011-07-25,134034879999
2011-07-26,134153600000
2011-07-27,134212960000
2011-07-28,131066879999
2011-07-29,131066879999
2011-08-01,132254080000
2011-08-02,130710720000
2011-08-03,132194720000
2011-08-04,128929920000
2011-08-05,129642240000
2011-08-08,124121760000
2011-08-09,129286080000
2011-08-10,124893440000
2011-08-11,127445920000
2011-08-12,126436800000
2011-08-15,129108000000
2011-08-16,128989280000
2011-08-17,130710720000
2011-08-18,127505280000
2011-08-19,125427680000
2011-08-22,127445920000
2011-08-23,129820320000
2011-08-24,131838560000
2011-08-25,130176480000
2011-08-26,130117120000
2011-08-29,131066879999
2011-08-30,132728960000
2011-08-31,127624000000
2011-09-01,126674240000
2011-09-02,125665120000
2011-09-06,124715360000
2011-09-07,126021280000
2011-09-08,125249600000
2011-09-09,123409440000
2011-09-12,124893440000
2011-09-13,125961920000
2011-09-14,126614879999
2011-09-15,127861440000
2011-09-16,129642240000
2011-09-19,128039520000
2011-09-20,129286080000
2011-09-21,126792960000
2011-09-22,124359200000
2011-09-23,124774720000
2011-09-26,126971040000
2011-09-27,128455040000
2011-09-28,127920800000
2011-09-29,129226720000
2011-09-30,127737490000
2011-10-03,126076250000
2011-10-04,126788210000
2011-10-05,126788210000
2011-10-06,127203520000
2011-10-07,127381510000
2011-10-10,130644660000
2011-10-11,128805430000
2011-10-12,129814040000
2011-10-13,130288680000
2011-10-14,130644660000
2011-10-17,129932699999
2011-10-18,130822650000
2011-10-19,130288680000
2011-10-20,129814040000
2011-10-21,130466669999
2011-10-24,129339400000
2011-10-25,127203520000
2011-10-26,128746100000
2011-10-27,131949919999
2011-10-28,133195850000
2011-10-31,131237960000
2011-11-01,128508780000
2011-11-02,130229350000
2011-11-03,131831260000
2011-11-04,130585330000
2011-11-07,131831260000
2011-11-08,131949919999
2011-11-09,129458060000
2011-11-10,130585330000
2011-11-11,131771930000
2011-11-14,130703990000
2011-11-15,131000639999
2011-11-16,128864760000
2011-11-17,128093470000
2011-11-18,128271460000
2011-11-21,127025530000
2011-11-22,125720270000
2011-11-23,123347070000
2011-11-25,122753770000
2011-11-28,125186300000
2011-11-29,125660940000
2011-11-30,129754710000
2011-12-01,129161410000
2011-12-02,129695380000
2011-12-05,130526000000
2011-12-06,130644660000
2011-12-07,131653270000
2011-12-08,129220740000
2011-12-09,129992030000
2011-12-12,129932699999
2011-12-13,130051360000
2011-12-14,129042750000
2011-12-15,128924090000
2011-12-16,129220740000
2011-12-19,128686770000
2011-12-20,130407340000
2011-12-21,131178630000
2011-12-22,132839870000
2011-12-23,133789150000
2011-12-27,134501110000
2011-12-28,134145130000
2011-12-29,135094410000
2011-12-30,135391060000
2012-01-03,135699740000
2012-01-04,135936460000
2012-01-05,135818100000
2012-01-06,132563199999
2012-01-09,132504020000
2012-01-10,132918280000
2012-01-11,133983520000
2012-01-12,134516140000
2012-01-13,134338600000
2012-01-17,135107939999
2012-01-18,135463020000
2012-01-19,135877280000
2012-01-20,136291540000
2012-01-23,135818100000
2012-01-24,134397780000
2012-01-25,134930400000
2012-01-26,131557140000
2012-01-27,130255180000
2012-01-30,131083699999
2012-01-31,131379600000
2012-02-01,132208120000
2012-02-02,133036640000
2012-02-03,133805980000
2012-02-06,133865160000
2012-02-07,134161060000
2012-02-08,134101880000
2012-02-09,133983520000
2012-02-10,133273360000
2012-02-13,134161060000
2012-02-14,134338600000
2012-02-15,133450900000
2012-02-16,134101880000
2012-02-17,134042699999
2012-02-21,135522199999
2012-02-22,135226300000
2012-02-23,136054819999
2012-02-24,135522199999
2012-02-27,135581380000
2012-02-28,136350720000
2012-02-29,136646620000
2012-03-01,136824160000
2012-03-02,137889400000
2012-03-05,138422020000
2012-03-06,137238420000
2012-03-07,137948580000
2012-03-08,138481200000
2012-03-09,139250540000
2012-03-12,140434140000
2012-03-13,141262660000
2012-03-14,140493320000
2012-03-15,141321840000
2012-03-16,141085120000
2012-03-19,141381020000
2012-03-20,141972820000
2012-03-21,142209540000
2012-03-22,141617740000
2012-03-23,140789220000
2012-03-26,141972820000
2012-03-27,141321840000
2012-03-28,140079060000
2012-03-29,139428080000
2012-03-30,139487260000
2012-04-02,138997700000
2012-04-03,138880600000
2012-04-04,139524650000
2012-04-05,136714250000
2012-04-09,135426150000
2012-04-10,133142699999
2012-04-11,134547900000
2012-04-12,136304400000
2012-04-13,134957750000
2012-04-16,135250500000
2012-04-17,136538600000
2012-04-18,135894550000
2012-04-19,135836000000
2012-04-20,136362950000
2012-04-23,135250500000
2012-04-24,140168700000
2012-04-25,140285800000
2012-04-26,143330400000
2012-04-27,144384300000
2012-04-30,145438200000
2012-05-01,146082250000
2012-05-02,146023700000
2012-05-03,146316450000
2012-05-04,145204000000
2012-05-07,145848050000
2012-05-08,146023700000
2012-05-09,144969800000
2012-05-10,146433550000
2012-05-11,148424250000
2012-05-14,148190050000
2012-05-15,147370350000
2012-05-16,146667750000
2012-05-17,147136150000
2012-05-18,148775550000
2012-05-21,148599900000
2012-05-22,148248600000
2012-05-23,147428900000
2012-05-24,148658450000
2012-05-25,148892650000
2012-05-29,150005100000
2012-05-30,149536700000
2012-05-31,151000450000
2012-06-01,149829450000
2012-06-04,150941900000
2012-06-05,150532050000
2012-06-06,152756950000
2012-06-07,150941900000
2012-06-08,152698400000
2012-06-11,152874050000
2012-06-12,154572000000
2012-06-13,154572000000
2012-06-14,157733700000
2012-06-15,157792250000
2012-06-18,157440950000
2012-06-19,156738350000
2012-06-20,156504150000
2012-06-21,154806200000
2012-06-22,155450250000
2012-06-25,154454900000
2012-06-26,154572000000
2012-06-27,155508800000
2012-06-28,156387050000
2012-06-29,157616600000
2012-07-02,157663720000
2012-07-03,156798070000
2012-07-05,155817000000
2012-07-06,154374250000
2012-07-09,154778220000
2012-07-10,154374250000
2012-07-11,153566310000
2012-07-12,151892720000
2012-07-13,153970280000
2012-07-16,154258830000
2012-07-17,156047840000
2012-07-18,157663720000
2012-07-19,154547380000
2012-07-20,153739440000
2012-07-23,154085700000
2012-07-24,150853940000
2012-07-25,153912570000
2012-07-26,158125400000
2012-07-27,161761130000
2012-07-30,163030750000
2012-07-31,165166020000
2012-08-01,163954110000
2012-08-02,163492430000
2012-08-03,163665560000
2012-08-06,163838690000
2012-08-07,163088460000
2012-08-08,163030750000
2012-08-09,162165100000
2012-08-10,163319300000
2012-08-13,162857620000
2012-08-14,162280520000
2012-08-15,161588000000
2012-08-16,162222810000
2012-08-17,161934260000
2012-08-20,160664640000
2012-08-21,159395020000
2012-08-22,159221890000
2012-08-23,159221890000
2012-08-24,160953190000
2012-08-27,160606930000
2012-08-28,159568150000
2012-08-29,160376090000
2012-08-30,159798990000
2012-08-31,159568150000
2012-09-04,160318380000
2012-09-05,160837770000
2012-09-06,163088460000
2012-09-07,162453650000
2012-09-10,162973040000
2012-09-11,163838690000
2012-09-12,164300370000
2012-09-13,166147090000
2012-09-14,162280520000
2012-09-17,163780980000
2012-09-18,164011820000
2012-09-19,164473500000
2012-09-20,165281440000
2012-09-21,165858540000
2012-09-24,166608770000
2012-09-25,165800830000
2012-09-26,165858540000
2012-09-27,165454570000
2012-09-28,164242660000
2012-10-01,161281890000
2012-10-02,161564940000
2012-10-03,163093410000
2012-10-04,163829340000
2012-10-05,161791380000
2012-10-08,160885620000
2012-10-09,158677830000
2012-10-10,157772070000
2012-10-11,154941570000
2012-10-12,152224290000
2012-10-15,150469380000
2012-10-16,151261920000
2012-10-17,152620560000
2012-10-18,153922590000
2012-10-19,150922260000
2012-10-22,150639210000
2012-10-23,149563620000
2012-10-24,148318200000
2012-10-25,147412440000
2012-10-26,147978540000
2012-10-31,147808710000
2012-11-01,149959890000
2012-11-02,149223960000
2012-11-05,148827690000
2012-11-06,148714470000
2012-11-07,143732790000
2012-11-08,141864660000
2012-11-09,143336520000
2012-11-12,144695160000
2012-11-13,145034820000
2012-11-14,144355500000
2012-11-15,142770420000
2012-11-16,141581610000
2012-11-19,144525330000
2012-11-20,143902620000
2012-11-21,144638550000
2012-11-23,146789730000
2012-11-26,145148040000
2012-11-27,143676180000
2012-11-28,143676180000
2012-11-29,144978210000
2012-11-30,145827360000
2012-12-03,145883970000
2012-12-04,144921600000
2012-12-05,144864990000
2012-12-06,143789400000
2012-12-07,144129060000
2012-12-10,144129060000
2012-12-11,145940580000
2012-12-12,147355830000
2012-12-13,146619900000
2012-12-14,145317870000
2012-12-17,146280240000
2012-12-18,146733120000
2012-12-19,144864990000
2012-12-20,145997190000
2012-12-21,143846010000
2012-12-24,144185670000
2012-12-26,144355500000
2012-12-27,143846010000
2012-12-28,142374150000
2012-12-31,140250720000
2013-01-02,145653460000
2013-01-03,145708590000
2013-01-04,146590670000
2013-01-07,147252230000
2013-01-08,142952090000
2013-01-09,142455920000
2013-01-10,143007220000
2013-01-11,142621310000
2013-01-14,141573840000
2013-01-15,140471240000
2013-01-16,138376300000
2013-01-17,138155780000
2013-01-18,139148120000
2013-01-22,139864810000
2013-01-23,140581500000
2013-01-24,140416110000
2013-01-25,141573840000
2013-01-28,142014880000
2013-01-29,144330340000
2013-01-30,143448260000
2013-01-31,144771380000
2013-02-01,147748400000
2013-02-04,146590670000
2013-02-05,147086840000
2013-02-06,147417620000
2013-02-07,146756060000
2013-02-08,146756060000
2013-02-11,146590670000
2013-02-12,148134310000
2013-02-13,147362490000
2013-02-14,146866320000
2013-02-15,147141970000
2013-02-19,148409960000
2013-02-20,147583010000
2013-02-21,147417620000
2013-02-22,148465090000
2013-02-25,146425280000
2013-02-26,147693270000
2013-02-27,149181780000
2013-02-28,149402300000
2013-03-01,149843340000
2013-03-04,150780550000
2013-03-05,152269060000
2013-03-06,151001070000
2013-03-07,151442110000
2013-03-08,152654970000
2013-03-11,152269060000
2013-03-12,152820360000
2013-03-13,152269060000
2013-03-14,153371660000
2013-03-15,151607500000
2013-03-18,150449770000
2013-03-19,150394640000
2013-03-20,150615160000
2013-03-21,150449770000
2013-03-22,151607500000
2013-03-25,151442110000
2013-03-26,152875490000
2013-03-27,152379320000
2013-03-28,152654970000
2013-04-01,151313720000
2013-04-02,152605160000
2013-04-03,151421340000
2013-04-04,153950410000
2013-04-05,154434700000
2013-04-08,152766590000
2013-04-09,153358500000
2013-04-10,155080420000
2013-04-11,156533290000
2013-04-12,156748530000
2013-04-15,154111840000
2013-04-16,154111840000
2013-04-17,153466120000
2013-04-18,153304690000
2013-04-19,155457090000
2013-04-22,157286630000
2013-04-23,158416640000
2013-04-24,150452760000
2013-04-25,151421340000
2013-04-26,150452760000
2013-04-29,151475150000
2013-04-30,152120870000
2013-05-01,152551350000
2013-05-02,152551350000
2013-05-03,151636580000
2013-05-06,150614190000
2013-05-07,152389920000
2013-05-08,153627550000
2013-05-09,151636580000
2013-05-10,151744200000
2013-05-13,150291330000
2013-05-14,151206100000
2013-05-15,152443730000
2013-05-16,151798010000
2013-05-17,152067060000
2013-05-20,151152290000
2013-05-21,150022280000
2013-05-22,148730840000
2013-05-23,149215130000
2013-05-24,149268940000
2013-05-28,146955110000
2013-05-29,145825100000
2013-05-30,144156990000
2013-05-31,142112210000
2013-06-03,142435070000
2013-06-04,144856520000
2013-06-05,143188410000
2013-06-06,145448430000
2013-06-07,143995560000
2013-06-10,146147960000
2013-06-11,145233190000
2013-06-12,144695090000
2013-06-13,147439400000
2013-06-14,145825100000
2013-06-17,145233190000
2013-06-18,146901300000
2013-06-19,143188410000
2013-06-20,139529330000
2013-06-21,140013620000
2013-06-24,139959810000
2013-06-25,142273640000
2013-06-26,143511270000
2013-06-27,144695090000
2013-06-28,143780320000
2013-07-01,141591600000
2013-07-02,142548300000
2013-07-03,142920350000
2013-07-05,143717600000
2013-07-08,142707750000
2013-07-09,142814050000
2013-07-10,141963650000
2013-07-11,143877050000
2013-07-12,143664450000
2013-07-15,142601450000
2013-07-16,143930200000
2013-07-17,144249100000
2013-07-18,143398700000
2013-07-19,143664450000
2013-07-22,142707750000
2013-07-23,143664450000
2013-07-24,142016800000
2013-07-25,142229400000
2013-07-26,142814050000
2013-07-29,143930200000
2013-07-30,142069950000
2013-07-31,141485300000
2013-08-01,143292400000
2013-08-02,143505000000
2013-08-05,143079800000
2013-08-06,142335700000
2013-08-07,142760900000
2013-08-08,141591600000
2013-08-09,139625050000
2013-08-12,140103400000
2013-08-13,139306150000
2013-08-14,139465600000
2013-08-15,137817950000
2013-08-16,137127000000
2013-08-19,135532500000
2013-08-20,135851400000
2013-08-21,134310050000
2013-08-22,135691950000
2013-08-23,137552200000
2013-08-26,135691950000
2013-08-27,135160450000
2013-08-28,134735250000
2013-08-29,135001000000
2013-08-30,135691950000
2013-09-03,133672250000
2013-09-04,135373050000
2013-09-05,133725400000
2013-09-06,134044300000
2013-09-09,134894700000
2013-09-10,136276600000
2013-09-11,136276600000
2013-09-12,137924250000
2013-09-13,137658500000
2013-09-16,138668350000
2013-09-17,139412450000
2013-09-18,140209700000
2013-09-19,139625050000
2013-09-20,137658500000
2013-09-23,137286449999
2013-09-24,136754950000
2013-09-25,136595500000
2013-09-26,137339600000
2013-09-27,136329750000
2013-09-30,134466510000
2013-10-01,135414570000
2013-10-02,134940540000
2013-10-03,133729130000
2013-10-04,134150490000
2013-10-07,135151220000
2013-10-08,131622329999
2013-10-09,134150490000
2013-10-10,135783260000
2013-10-11,135941270000
2013-10-14,134835200000
2013-10-15,133992480000
2013-10-16,135941270000
2013-10-17,136889329999
2013-10-18,137574040000
2013-10-21,139996860000
2013-10-22,140049530000
2013-10-23,140260210000
2013-10-24,137679380000
2013-10-25,139891520000
2013-10-28,141418950000
2013-10-29,144210460000
2013-10-30,144157790000
2013-10-31,143894440000
2013-11-01,144052450000
2013-11-04,144895170000
2013-11-05,141260940000
2013-11-06,142419680000
2013-11-07,139575500000
2013-11-08,139838850000
2013-11-11,139259480000
2013-11-12,139838850000
2013-11-13,139417490000
2013-11-14,139786180000
2013-11-15,140839580000
2013-11-18,141524290000
2013-11-19,141998320000
2013-11-20,140734240000
2013-11-21,140312880000
2013-11-22,140786910000
2013-11-25,140628900000
2013-11-26,140260210000
