,TEX
2009-07-22,1467998000
2009-07-23,1554478000
2009-07-24,1529615000
2009-07-27,1591232000
2009-07-28,1575017000
2009-07-29,1518805000
2009-07-30,1607447000
2009-07-31,1640958000
2009-08-03,1717709000
2009-08-04,1723114000
2009-08-05,1675550000
2009-08-06,1709061000
2009-08-07,1830133000
2009-08-10,1732843000
2009-08-11,1672307000
2009-08-12,1740410000
2009-08-13,1724195000
2009-08-14,1642039000
2009-08-17,1570693000
2009-08-18,1623662000
2009-08-19,1611771000
2009-08-20,1684198000
2009-08-21,1805270000
2009-08-24,1781488000
2009-08-25,1797703000
2009-08-26,1816080000
2009-08-27,1827971000
2009-08-28,1845267000
2009-08-31,1781488000
2009-09-01,1729600000
2009-09-02,1686360000
2009-09-03,1736085999
2009-09-04,1795541000
2009-09-08,1851753000
2009-09-09,1891750000
2009-09-10,1930666000
2009-09-11,1933909000
2009-09-14,2023631999
2009-09-15,2052818999
2009-09-16,2128489000
2009-09-17,2134975000
2009-09-18,2113355000
2009-09-21,2027956000
2009-09-22,2167405000
2009-09-23,2150109000
2009-09-24,2092816000
2009-09-25,2133893999
2009-09-28,2201997000
2009-09-29,2256047000
2009-09-30,2245059000
2009-10-01,2106435000
2009-10-02,1961313000
2009-10-05,2095605000
2009-10-06,2120513999
2009-10-07,2159502000
2009-10-08,2255889000
2009-10-09,2373936000
2009-10-12,2306790000
2009-10-13,2345778000
2009-10-14,2493066000
2009-10-15,2519058000
2009-10-16,2502813000
2009-10-19,2611113000
2009-10-20,2584038000
2009-10-21,2554797000
2009-10-22,2545050000
2009-10-23,2564544000
2009-10-26,2532054000
2009-10-27,2424837000
2009-10-28,2248308000
2009-10-29,2343612000
2009-10-30,2189826000
2009-11-02,2193075000
2009-11-03,2280798000
2009-11-04,2259138000
2009-11-05,2284047000
2009-11-06,2223399000
2009-11-09,2347944000
2009-11-10,2342529000
2009-11-11,2391264000
2009-11-12,2331699000
2009-11-13,2282964000
2009-11-16,2394513000
2009-11-17,2380434000
2009-11-18,2386932000
2009-11-19,2285130000
2009-11-20,2198490000
2009-11-23,2136759000
2009-11-24,2114016000
2009-11-25,2156253000
2009-11-27,2055534000
2009-11-30,2039288999
2009-12-01,2103186000
2009-12-02,2095605000
2009-12-03,2062032000
2009-12-04,2071779000
2009-12-07,2091272999
2009-12-08,2032791000
2009-12-09,2013297000
2009-12-10,1994886000
2009-12-11,2018712000
2009-12-14,2021961000
2009-12-15,1997052000
2009-12-16,2093438999
2009-12-17,2092356000
2009-12-18,2080443000
2009-12-21,2267802000
2009-12-22,2323035000
2009-12-23,2290545000
2009-12-24,2300292000
2009-12-28,2225565000
2009-12-29,2197407000
2009-12-30,2188743000
2009-12-31,2147403999
2010-01-04,2273148000
2010-01-05,2314340000
2010-01-06,2340356000
2010-01-07,2448756000
2010-01-08,2467184000
2010-01-11,2562576000
2010-01-12,2537644000
2010-01-13,2561492000
2010-01-14,2514880000
2010-01-15,2481276000
2010-01-19,2527888000
2010-01-20,2472604000
2010-01-21,2392388000
2010-01-22,2326264000
2010-01-25,2320844000
2010-01-26,2286156000
2010-01-27,2250384000
2010-01-28,2225452000
2010-01-29,2119220000
2010-02-01,2181008000
2010-02-02,2173420000
2010-02-03,2151740000
2010-02-04,2016240000
2010-02-05,1966376000
2010-02-08,1947947999
2010-02-09,1998896000
2010-02-10,1992392000
2010-02-11,2067188000
2010-02-12,2035752000
2010-02-16,2152824000
2010-02-17,2186428000
2010-02-18,2137647999
2010-02-19,2226536000
2010-02-22,2226536000
2010-02-23,2140900000
2010-02-24,2100792000
2010-02-25,2089952000
2010-02-26,2110547999
2010-03-01,2131144000
2010-03-02,2165832000
2010-03-03,2312172000
2010-03-04,2380464000
2010-03-05,2462848000
2010-03-08,2458512000
2010-03-09,2433580000
2010-03-10,2418404000
2010-03-11,2452008000
2010-03-12,2488864000
2010-03-15,2444420000
2010-03-16,2495368000
2010-03-17,2543064000
2010-03-18,2484528000
2010-03-19,2392388000
2010-03-22,2404312000
2010-03-23,2481276000
2010-03-24,2424908000
2010-03-25,2375044000
2010-03-26,2338188000
2010-03-29,2414068000
2010-03-30,2401060000
2010-03-31,2468577000
2010-04-01,2568581000
2010-04-05,2657715000
2010-04-06,2690325000
2010-04-07,2690325000
2010-04-08,2739240000
2010-04-09,2843592000
2010-04-12,2802286000
2010-04-13,2801199000
2010-04-14,2820765000
2010-04-15,2905551000
2010-04-16,2838157000
2010-04-19,2718587000
2010-04-20,2827287000
2010-04-21,2838157000
2010-04-22,2920769000
2010-04-23,3015338000
2010-04-26,3021860000
2010-04-27,2870767000
2010-04-28,2863158000
2010-04-29,3026208000
2010-04-30,2882724000
2010-05-03,3064253000
2010-05-04,2871854000
2010-05-05,2846853000
2010-05-06,2682716000
2010-05-07,2451185000
2010-05-10,2718587000
2010-05-11,2700108000
2010-05-12,2826200000
2010-05-13,2831635000
2010-05-14,2664237000
2010-05-17,2529449000
2010-05-18,2451185000
2010-05-19,2407705000
2010-05-20,2242481000
2010-05-21,2302266000
2010-05-24,2245742000
2010-05-25,2252264000
2010-05-26,2330528000
2010-05-27,2445750000
2010-05-28,2365312000
2010-06-01,2309875000
2010-06-02,2392487000
2010-06-03,2456620000
2010-06-04,2277265000
2010-06-07,2105519000
2010-06-08,2066387000
2010-06-09,2072909000
2010-06-10,2215306000
2010-06-11,2217480000
2010-06-14,2234872000
2010-06-15,2326180000
2010-06-16,2413140000
2010-06-17,2375095000
2010-06-18,2377269000
2010-06-21,2397922000
2010-06-22,2302266000
2010-06-23,2304440000
2010-06-24,2216393000
2010-06-25,2271830000
2010-06-28,2233785000
2010-06-29,2068561000
2010-06-30,2037037999
2010-07-01,1926848000
2010-07-02,1942080000
2010-07-06,1882240000
2010-07-07,1925760000
2010-07-08,1971456000
2010-07-09,2033472000
2010-07-12,1980160000
2010-07-13,2078080000
2010-07-14,2065024000
2010-07-15,2012800000
2010-07-16,1901824000
2010-07-19,1933376000
2010-07-20,2023680000
2010-07-21,2070464000
2010-07-22,2169472000
2010-07-23,2300032000
2010-07-26,2320704000
2010-07-27,2243456000
2010-07-28,2243456000
2010-07-29,2115072000
2010-07-30,2147712000
2010-08-02,2272832000
2010-08-03,2266304000
2010-08-04,2326144000
2010-08-05,2309824000
2010-08-06,2279360000
2010-08-09,2312000000
2010-08-10,2271744000
2010-08-11,2135744000
2010-08-12,2081344000
2010-08-13,2078080000
2010-08-16,2120511999
2010-08-17,2160768000
2010-08-18,2154240000
2010-08-19,2091135999
2010-08-20,2186880000
2010-08-23,2125952000
2010-08-24,2048703999
2010-08-25,2038911999
2010-08-26,1971456000
2010-08-27,2057408000
2010-08-30,1974719999
2010-08-31,1981248000
2010-09-01,2111808000
2010-09-02,2184704000
2010-09-03,2221696000
2010-09-07,2193408000
2010-09-08,2230400000
2010-09-09,2248896000
2010-09-10,2243456000
2010-09-13,2329408000
2010-09-14,2315264000
2010-09-15,2314176000
2010-09-16,2357696000
2010-09-17,2399040000
2010-09-20,2457792000
2010-09-21,2448000000
2010-09-22,2417536000
2010-09-23,2330496000
2010-09-24,2484992000
2010-09-27,2451264000
2010-09-28,2454528000
2010-09-29,2466496000
2010-09-30,2502864000
2010-10-01,2547636000
2010-10-04,2509416000
2010-10-05,2595684000
2010-10-06,2602236000
2010-10-07,2593500000
2010-10-08,2627352000
2010-10-11,2610972000
2010-10-12,2655744000
2010-10-13,2627352000
2010-10-14,2614248000
2010-10-15,2613156000
2010-10-18,2686320000
2010-10-19,2621892000
2010-10-20,2703792000
2010-10-21,2482116000
2010-10-22,2507232000
2010-10-25,2466828000
2010-10-26,2428608000
2010-10-27,2427516000
2010-10-28,2406768000
2010-10-29,2451540000
2010-11-01,2493036000
2010-11-02,2544360000
2010-11-03,2574936000
2010-11-04,2697240000
2010-11-05,2697240000
2010-11-08,2639364000
2010-11-09,2613156000
2010-11-10,2712528000
2010-11-11,2755116000
2010-11-12,2666664000
2010-11-15,2744196000
2010-11-16,2687412000
2010-11-17,2691780000
2010-11-18,2755116000
2010-11-19,2778048000
2010-11-22,2780232000
2010-11-23,2686320000
2010-11-24,2785692000
2010-11-26,2737644000
2010-11-29,2696148000
2010-11-30,2651376000
2010-12-01,2770404000
2010-12-02,2895984000
2010-12-03,2971332000
2010-12-06,2993172000
2010-12-07,2942940000
2010-12-08,2882880000
2010-12-09,2906904000
2010-12-10,2938572000
2010-12-13,2968056000
2010-12-14,3040128000
2010-12-15,3000816000
2010-12-16,3016104000
2010-12-17,3101280000
2010-12-20,3162432000
2010-12-21,3332784000
2010-12-22,3342612000
2010-12-23,3368820000
2010-12-27,3369912000
2010-12-28,3384108000
2010-12-29,3362268000
2010-12-30,3381924000
2010-12-31,3389568000
2011-01-03,3434340000
2011-01-04,3293472000
2011-01-05,3276000000
2011-01-06,3194100000
2011-01-07,3149328000
2011-01-10,3144960000
2011-01-11,3165708000
2011-01-12,3224676000
2011-01-13,3412500000
2011-01-14,3460548000
2011-01-18,3566471999
2011-01-19,3424512000
2011-01-20,3380832000
2011-01-21,3405948000
2011-01-24,3461640000
2011-01-25,3453996000
2011-01-26,3551184000
2011-01-27,3553368000
2011-01-28,3467100000
2011-01-31,3541356000
2011-02-01,3817632000
2011-02-02,3921371999
2011-02-03,3987984000
2011-02-04,4007640000
2011-02-07,3993444000
2011-02-08,3984708000
2011-02-09,3937752000
2011-02-10,3937752000
2011-02-11,3992352000
2011-02-14,4095000000
2011-02-15,4027296000
2011-02-16,4151784000
2011-02-17,4182359999
2011-02-18,4168164000
2011-02-22,3867864000
2011-02-23,3730271999
2011-02-24,3680040000
2011-02-25,3733547999
2011-02-28,3685500000
2011-03-01,3603600000
2011-03-02,3645096000
2011-03-03,3879876000
2011-03-04,3819815999
2011-03-07,3777228000
2011-03-08,3831828000
2011-03-09,3792515999
2011-03-10,3619980000
2011-03-11,3716076000
2011-03-14,3808896000
2011-03-15,3756480000
2011-03-16,3794700000
2011-03-17,3996720000
2011-03-18,4050228000
2011-03-21,4143047999
2011-03-22,4078620000
2011-03-23,4053503999
2011-03-24,4022928000
2011-03-25,4084080000
2011-03-28,4033847999
2011-03-29,4010915999
2011-03-30,3983615999
2011-03-31,4055880000
2011-04-01,4058070000
2011-04-04,4117200000
2011-04-05,4163190000
2011-04-06,3943095000
2011-04-07,3904769999
2011-04-08,3761325000
2011-04-11,3728474999
2011-04-12,3613500000
2011-04-13,3620070000
2011-04-14,3648540000
2011-04-15,3614595000
2011-04-18,3471150000
2011-04-19,3556559999
2011-04-20,3578460000
2011-04-21,3820455000
2011-04-25,3784320000
2011-04-26,3859875000
2011-04-27,3833595000
2011-04-28,3754755000
2011-04-29,3808410000
2011-05-02,3713144999
2011-05-03,3608025000
2011-05-04,3497430000
2011-05-05,3465675000
2011-05-06,3499620000
2011-05-09,3520425000
2011-05-10,3517139999
2011-05-11,3386835000
2011-05-12,3473340000
2011-05-13,3427350000
2011-05-16,3289380000
2011-05-17,3172215000
2011-05-18,3244485000
2011-05-19,3245580000
2011-05-20,3214920000
2011-05-23,3091185000
2011-05-24,3034245000
2011-05-25,3048480000
2011-05-26,3095565000
2011-05-27,3180975000
2011-05-31,3246675000
2011-06-01,3055050000
2011-06-02,3034245000
2011-06-03,2935695000
2011-06-06,2867805000
2011-06-07,2833860000
2011-06-08,2793345000
2011-06-09,2832765000
2011-06-10,2740785000
2011-06-13,2735310000
2011-06-14,2876565000
2011-06-15,2790060000
2011-06-16,2853570000
2011-06-17,2886420000
2011-06-20,2864520000
2011-06-21,2990445000
2011-06-22,2961975000
2011-06-23,2931315000
2011-06-24,2856855000
2011-06-27,2847000000
2011-06-28,2942265000
2011-06-29,2977305000
2011-06-30,3118120000
2011-07-01,3258408000
2011-07-05,3226624000
2011-07-06,3140040000
2011-07-07,3176208000
2011-07-08,3040304000
2011-07-11,2894536000
2011-07-12,2847408000
2011-07-13,2920840000
2011-07-14,2892344000
2011-07-15,2944952000
2011-07-18,2821104000
2011-07-19,2851792000
2011-07-20,2982216000
2011-07-21,2665472000
2011-07-22,2656704000
2011-07-25,2655608000
2011-07-26,2564640000
2011-07-27,2448464000
2011-07-28,2409008000
2011-07-29,2434216000
2011-08-01,2368456000
2011-08-02,2175560000
2011-08-03,2171176000
2011-08-04,1964032000
2011-08-05,2015544000
2011-08-08,1768944000
2011-08-09,1804016000
2011-08-10,1734968000
2011-08-11,1824839999
2011-08-12,1851144000
2011-08-15,1910328000
2011-08-16,1786480000
2011-08-17,1751408000
2011-08-18,1566184000
2011-08-19,1500424000
2011-08-22,1470832000
2011-08-23,1557416000
2011-08-24,1604544000
2011-08-25,1548648000
2011-08-26,1566184000
2011-08-29,1724008000
2011-08-30,1767848000
2011-08-31,1767848000
2011-09-01,1685648000
2011-09-02,1613312000
2011-09-06,1544264000
2011-09-07,1610024000
2011-09-08,1583720000
2011-09-09,1496040000
2011-09-12,1426992000
2011-09-13,1457680000
2011-09-14,1503712000
2011-09-15,1547552000
2011-09-16,1487272000
2011-09-19,1480696000
2011-09-20,1389728000
2011-09-21,1292184000
2011-09-22,1171624000
2011-09-23,1196832000
2011-09-26,1242864000
2011-09-27,1303144000
2011-09-28,1216560000
2011-09-29,1211080000
2011-09-30,1125522000
2011-10-03,1054216999
2011-10-04,1139783000
2011-10-05,1224252000
2011-10-06,1322982000
2011-10-07,1282393000
2011-10-10,1356989000
2011-10-11,1392093000
2011-10-12,1432682000
2011-10-13,1439264000
2011-10-14,1490823000
2011-10-17,1389899000
2011-10-18,1482047000
2011-10-19,1497405000
2011-10-20,1480950000
2011-10-21,1529218000
2011-10-24,1638918000
2011-10-25,1521539000
2011-10-26,1638918000
2011-10-27,1944981000
2011-10-28,1959242000
2011-10-31,1825408000
2011-11-01,1710223000
2011-11-02,1811147000
2011-11-03,1853929999
2011-11-04,1859415000
2011-11-07,1849542000
2011-11-08,1883549000
2011-11-09,1706932000
2011-11-10,1705835000
2011-11-11,1813341000
2011-11-14,1788110000
2011-11-15,1804565000
2011-11-16,1784819000
2011-11-17,1666343000
2011-11-18,1634530000
2011-11-21,1576389000
2011-11-22,1547867000
2011-11-23,1437070000
2011-11-25,1389899000
2011-11-28,1510569000
2011-11-29,1514957000
2011-11-30,1692671000
2011-12-01,1787013000
2011-12-02,1782625000
2011-12-05,1849542000
2011-12-06,1816631999
2011-12-07,1823214000
2011-12-08,1695962000
2011-12-09,1759588000
2011-12-12,1646597000
2011-12-13,1536897000
2011-12-14,1415130000
2011-12-15,1386608000
2011-12-16,1405257000
2011-12-19,1351504000
2011-12-20,1483144000
2011-12-21,1486435000
2011-12-22,1532509000
2011-12-23,1478756000
2011-12-27,1454622000
2011-12-28,1385511000
2011-12-29,1435973000
2011-12-30,1482047000
2012-01-03,1585857000
2012-01-04,1632015000
2012-01-05,1663886000
2012-01-06,1645203000
2012-01-09,1637510000
2012-01-10,1696856000
2012-01-11,1792468999
2012-01-12,1875993000
2012-01-13,1846320000
2012-01-17,1856211000
2012-01-18,1976002000
2012-01-19,2060625000
2012-01-20,2039743999
2012-01-23,2056229000
2012-01-24,2121070000
2012-01-25,2304603000
2012-01-26,2234267000
2012-01-27,2295811000
2012-01-30,2243059000
2012-01-31,2176020000
2012-02-01,2366147000
2012-02-02,2413404000
2012-02-03,2506819000
2012-02-06,2551878000
2012-02-07,2410107000
2012-02-08,2447473000
2012-02-09,2538690000
2012-02-10,2469453000
2012-02-13,2607927000
2012-02-14,2587046000
2012-02-15,2585947000
2012-02-16,2759589000
2012-02-17,2820034000
2012-02-21,2902459000
2012-02-22,2828826000
2012-02-23,2827727000
2012-02-24,2809044000
2012-02-27,2840915000
2012-02-28,2850806000
2012-02-29,2790361000
2012-03-01,2784866000
2012-03-02,2691451000
2012-03-05,2561769000
2012-03-06,2406810000
2012-03-07,2479344000
2012-03-08,2570561000
2012-03-09,2607927000
2012-03-12,2525502000
2012-03-13,2682659000
2012-03-14,2751896000
2012-03-15,2854103000
2012-03-16,2837618000
2012-03-19,2805747000
2012-03-20,2698045000
2012-03-21,2690352000
2012-03-22,2584848000
2012-03-23,2636501000
2012-03-26,2644194000
2012-03-27,2588145000
2012-03-28,2496928000
2012-03-29,2493631000
2012-03-30,2472750000
2012-04-02,2548032000
2012-04-03,2567904000
2012-04-04,2493936000
2012-04-05,2544720000
2012-04-09,2456400000
2012-04-10,2326128000
2012-04-11,2437632000
2012-04-12,2582256000
2012-04-13,2460816000
2012-04-16,2449776000
2012-04-17,2595504000
2012-04-18,2743440000
2012-04-19,2673888000
2012-04-20,2712528000
2012-04-23,2598816000
2012-04-24,2699280000
2012-04-25,2638560000
2012-04-26,2577840000
2012-04-27,2593296000
2012-04-30,2499456000
2012-05-01,2559072000
2012-05-02,2652912000
2012-05-03,2544720000
2012-05-04,2412240000
2012-05-07,2423280000
2012-05-08,2391264000
2012-05-09,2353728000
2012-05-10,2338272000
2012-05-11,2326128000
2012-05-14,2275344000
2012-05-15,2167152000
2012-05-16,2050128000
2012-05-17,1842576000
2012-05-18,1797312000
2012-05-21,1913231999
2012-05-22,1902192000
2012-05-23,1903295999
2012-05-24,1896672000
2012-05-25,1869072000
2012-05-29,2075520000
2012-05-30,1956287999
2012-05-31,1835952000
2012-06-01,1743216000
2012-06-04,1727760000
2012-06-05,1805040000
2012-06-06,2003759999
2012-06-07,1966223999
2012-06-08,1959600000
2012-06-11,1796208000
2012-06-12,1909920000
2012-06-13,1859136000
2012-06-14,1959600000
2012-06-15,2024736000
2012-06-18,2058959999
2012-06-19,2113056000
2012-06-20,2079936000
2012-06-21,1937520000
2012-06-22,1929792000
2012-06-25,1779648000
2012-06-26,1785168000
2012-06-27,1814976000
2012-06-28,1848095999
2012-06-29,1968431999
2012-07-02,1903915000
2012-07-03,2057510000
2012-07-05,2045355000
2012-07-06,1966900000
2012-07-09,1950324999
2012-07-10,1819934999
2012-07-11,1751425000
2012-07-12,1771315000
2012-07-13,1833195000
2012-07-16,1774629999
2012-07-17,1809990000
2012-07-18,1770210000
2012-07-19,1684020000
2012-07-20,1684020000
2012-07-23,1622140000
2012-07-24,1590095000
2012-07-25,1559155000
2012-07-26,2014415000
2012-07-27,2116074999
2012-07-30,2101710000
2012-07-31,2154750000
2012-08-01,2129335000
2012-08-02,2055300000
2012-08-03,2120495000
2012-08-06,2200055000
2012-08-07,2342600000
2012-08-08,2348125000
2012-08-09,2413320000
2012-08-10,2426580000
2012-08-13,2384590000
2012-08-14,2341495000
2012-08-15,2330445000
2012-08-16,2392325000
2012-08-17,2435420000
2012-08-20,2404480000
2012-08-21,2405585000
2012-08-22,2366910000
2012-08-23,2286245000
2012-08-24,2268565000
2012-08-27,2240940000
2012-08-28,2249780000
2012-08-29,2394535000
2012-08-30,2410005000
2012-08-31,2438735000
2012-09-04,2417740000
2012-09-05,2303925000
2012-09-06,2434315000
2012-09-07,2581280000
2012-09-10,2497300000
2012-09-11,2538185000
2012-09-12,2682940000
2012-09-13,2777970000
2012-09-14,2823275000
2012-09-17,2692885000
2012-09-18,2658630000
2012-09-19,2723825000
2012-09-20,2614430000
2012-09-21,2617745000
2012-09-24,2587910000
2012-09-25,2447575000
2012-09-26,2418845000
2012-09-27,2512770000
2012-09-28,2495090000
2012-10-01,2449785000
2012-10-02,2486250000
2012-10-03,2479620000
2012-10-04,2605590000
2012-10-05,2636530000
2012-10-08,2621060000
2012-10-09,2524925000
2012-10-10,2468570000
2012-10-11,2497300000
2012-10-12,2478515000
2012-10-15,2505035000
2012-10-16,2572440000
2012-10-17,2700620000
2012-10-18,2682940000
2012-10-19,2607800000
2012-10-22,2616640000
2012-10-23,2560285000
2012-10-24,2524925000
2012-10-25,2418845000
2012-10-26,2435420000
2012-10-31,2491775000
2012-11-01,2592330000
2012-11-02,2570230000
2012-11-05,2623270000
2012-11-06,2657525000
2012-11-07,2478515000
2012-11-08,2429895000
2012-11-09,2480725000
2012-11-12,2502825000
2012-11-13,2445365000
2012-11-14,2334865000
2012-11-15,2320500000
2012-11-16,2360280000
2012-11-19,2509455000
2012-11-20,2537080000
2012-11-21,2625480000
2012-11-23,2654210000
2012-11-26,2689570000
2012-11-27,2637635000
2012-11-28,2633215000
2012-11-29,2669680000
2012-11-30,2672995000
2012-12-03,2633215000
2012-12-04,2680730000
2012-12-05,2705040000
2012-12-06,2674100000
2012-12-07,2747030000
2012-12-10,2868580000
2012-12-11,2838745000
2012-12-12,2908360000
2012-12-13,2848690000
2012-12-14,2815540000
2012-12-17,2886260000
2012-12-18,3005600000
2012-12-19,2974660000
2012-12-20,2974660000
2012-12-21,2959190000
2012-12-24,2953665000
2012-12-26,2948140000
2012-12-27,2963610000
2012-12-28,2908360000
2012-12-31,3114588000
2013-01-02,3285220000
2013-01-03,3219848000
2013-01-04,3277464000
2013-01-07,3286328000
2013-01-08,3253088000
2013-01-09,3253088000
2013-01-10,3250872000
2013-01-11,3261952000
2013-01-14,3179960000
2013-01-15,3196580000
2013-01-16,3214308000
2013-01-17,3244224000
2013-01-18,3271924000
2013-01-22,3232036000
2013-01-23,3187716000
2013-01-24,3150044000
2013-01-25,3551139999
2013-01-28,3656400000
2013-01-29,3625376000
2013-01-30,3543384000
2013-01-31,3587704000
2013-02-01,3646427999
2013-02-04,3545600000
2013-02-05,3620944000
2013-02-06,3651968000
2013-02-07,3649751999
2013-02-08,3712908000
2013-02-11,3687424000
2013-02-12,3860272000
2013-02-13,3903483999
2013-02-14,3878000000
2013-02-15,3869136000
2013-02-19,3868027999
2013-02-20,3599892000
2013-02-21,3515684000
2013-02-22,3597676000
2013-02-25,3432584000
2013-02-26,3566651999
2013-02-27,3651968000
2013-02-28,3635348000
2013-03-01,3612080000
2013-03-04,3537844000
2013-03-05,3717339999
2013-03-06,3682992000
2013-03-07,3711800000
2013-03-08,3824816000
2013-03-11,3809304000
2013-03-12,3741716000
2013-03-13,3793792000
2013-03-14,3817060000
2013-03-15,3800439999
2013-03-18,3927860000
2013-03-19,3901268000
2013-03-20,4061927999
2013-03-21,3959992000
2013-03-22,3901268000
2013-03-25,3770524000
2013-03-26,3875783999
2013-03-27,3873568000
2013-03-28,3813736000
2013-04-01,3656256000
2013-04-02,3579527999
2013-04-03,3478336000
2013-04-04,3540608000
2013-04-05,3459432000
2013-04-08,3454984000
2013-04-09,3548392000
2013-04-10,3510584000
2013-04-11,3476112000
2013-04-12,3387152000
2013-04-15,3132504000
2013-04-16,3180320000
2013-04-17,3081352000
2013-04-18,3026864000
2013-04-19,3070232000
2013-04-22,3164752000
2013-04-23,3194776000
2013-04-24,3283736000
2013-04-25,3242592000
2013-04-26,3215904000
2013-04-29,3232584000
2013-04-30,3180320000
2013-05-01,3064672000
2013-05-02,3113600000
2013-05-03,3318208000
2013-05-06,3475000000
2013-05-07,3537272000
2013-05-08,3571743999
2013-05-09,3530600000
2013-05-10,3503912000
2013-05-13,3473888000
2013-05-14,3562848000
2013-05-15,3541720000
2013-05-16,3559512000
2013-05-17,3658480000
2013-05-20,3741880000
2013-05-21,3861975999
2013-05-22,3764120000
2013-05-23,3781912000
2013-05-24,3715191999
2013-05-28,3846408000
2013-05-29,3888664000
2013-05-30,3920912000
2013-05-31,3988743999
2013-06-03,3959832000
2013-06-04,3865312000
2013-06-05,3610664000
2013-06-06,3614000000
2013-06-07,3686280000
2013-06-10,3737432000
2013-06-11,3591759999
2013-06-12,3496128000
2013-06-13,3601768000
2013-06-14,3529488000
2013-06-17,3257048000
2013-06-18,3282624000
2013-06-19,3255936000
2013-06-20,3102480000
2013-06-21,2965704000
2013-06-24,2892312000
2013-06-25,2941240000
2013-06-26,2932344000
2013-06-27,2994616000
2013-06-28,2924560000
2013-07-01,2996196000
2013-07-02,3027360000
2013-07-03,3016230000
2013-07-05,3077445000
2013-07-08,3047394000
2013-07-09,3125304000
2013-07-10,3049620000
2013-07-11,3154242000
2013-07-12,3168711000
2013-07-15,3121965000
2013-07-16,3048507000
2013-07-17,3156468000
2013-07-18,3246621000
2013-07-19,3232152000
2013-07-22,3227700000
2013-07-23,3276672000
2013-07-24,3187632000
2013-07-25,3153129000
2013-07-26,3170937000
2013-07-29,3130869000
2013-07-30,3203214000
2013-07-31,3281124000
2013-08-01,3373503000
2013-08-02,3414684000
2013-08-05,3418023000
2013-08-06,3375729000
2013-08-07,3313401000
2013-08-08,3441396000
2013-08-09,3449187000
2013-08-12,3420249000
2013-08-13,3462543000
2013-08-14,3443622000
2013-08-15,3502611000
2013-08-16,3563826000
2013-08-19,3429153000
2013-08-20,3490368000
2013-08-21,3386859000
2013-08-22,3446961000
2013-08-23,3430266000
2013-08-26,3449187000
2013-08-27,3304497000
2013-08-28,3325644000
2013-08-29,3262203000
2013-08-30,3227700000
2013-09-03,3147564000
2013-09-04,3193197000
2013-09-05,3280011000
2013-09-06,3369051000
2013-09-09,3469221000
2013-09-10,3491481000
2013-09-11,3477012000
2013-09-12,3478125000
2013-09-13,3556035000
2013-09-16,3680691000
2013-09-17,3666221999
2013-09-18,3766392000
2013-09-19,3825380999
2013-09-20,3825380999
2013-09-23,3759714000
2013-09-24,3785313000
2013-09-25,3788652000
2013-09-26,3794217000
2013-09-27,3781973999
2013-09-30,3739680000
2013-10-01,3778635000
2013-10-02,3829832999
2013-10-03,3754148999
2013-10-04,3872127000
2013-10-07,3826494000
2013-10-08,3744132000
2013-10-09,3734114999
2013-10-10,3871014000
2013-10-11,3838737000
2013-10-14,3818703000
2013-10-15,3735228000
2013-10-16,3738567000
2013-10-17,3668448000
2013-10-18,3794217000
2013-10-21,3810912000
2013-10-22,3924438000
2013-10-23,3791991000
2013-10-24,3961167000
2013-10-25,3958941000
2013-10-28,3966732000
2013-10-29,3906630000
2013-10-30,3879918000
2013-10-31,3889935000
2013-11-01,3856545000
2013-11-04,4069128000
2013-11-05,4006800000
2013-11-06,3984539999
2013-11-07,3786426000
2013-11-08,3872127000
2013-11-11,3879918000
2013-11-12,3865448999
2013-11-13,3975636000
2013-11-14,3967845000
2013-11-15,3921098999
2013-11-18,3882144000
2013-11-19,3812025000
2013-11-20,3789764999
2013-11-21,3907743000
2013-11-22,3973410000
2013-11-25,4006800000
2013-11-26,3993444000
2013-11-27,4029060000
2013-11-29,4042416000
2013-12-02,4099179000
2013-12-03,4033512000
2013-12-04,4049094000
2013-12-05,4059111000
2013-12-06,4206027000
2013-12-09,4309536000
2013-12-10,4278371999
2013-12-11,4179314999
2013-12-12,4214930999
2013-12-13,4276146000
2013-12-16,4347378000
2013-12-17,4398576000
2013-12-18,4467582000
2013-12-19,4447548000
2013-12-20,4418610000
2013-12-23,4569978000
2013-12-24,4573317000
2013-12-26,4594464000
2013-12-27,4633419000
2013-12-30,4630080000
2013-12-31,4652492000
2014-01-02,4554988000
2014-01-03,4573824000
2014-01-06,4406516000
2014-01-07,4422028000
2014-01-08,4536152000
2014-01-09,4559420000
2014-01-10,4582688000
2014-01-13,4486292000
2014-01-14,4589336000
2014-01-15,4677976000
2014-01-16,4660248000
2014-01-17,4669112000
2014-01-21,4693488000
2014-01-22,4589336000
2014-01-23,4469672000
2014-01-24,4201536000
2014-01-27,4208183999
2014-01-28,4344468000
2014-01-29,4291283999
2014-01-30,4410948000
2014-01-31,4542800000
2014-02-03,4379924000
2014-02-04,4597092000
2014-02-05,4384356000
2014-02-06,4477428000
2014-02-07,4538368000
2014-02-10,4574932000
2014-02-11,4700136000
2014-02-12,4861904000
2014-02-13,4853040000
2014-02-14,4859688000
2014-02-18,4868552000
2014-02-19,4670220000
2014-02-20,4792100000
2014-02-21,4666896000
2014-02-24,4768832000
2014-02-25,4768832000
2014-02-26,4830880000
2014-02-27,4890712000
2014-02-28,4933924000
2014-03-03,4880740000
2014-03-04,4957192000
2014-03-05,4860796000
2014-03-06,4945004000
2014-03-07,4902900000
2014-03-10,4851932000
