,IT
2023-06-07,26912500400
2023-06-08,27273247150
2023-06-09,27317646750
2023-06-12,27935276899
2023-06-13,28134282250
2023-06-14,27937655450
2023-06-15,28240524150
2023-06-16,28268273900
2023-06-20,28016147600
2023-06-21,27785428250
2023-06-22,27428645750
2023-06-23,26813394150
2023-06-26,26713495050
2023-06-27,26884750649
2023-06-28,26842729600
2023-06-29,27158283900
2023-06-30,27647516130
2023-07-03,27392594840
2023-07-05,27385491770
2023-07-06,27602530020
2023-07-07,27444684020
2023-07-10,27763532939
2023-07-11,27982938880
2023-07-12,28276532439
2023-07-13,28517247590
2023-07-14,28623004410
2023-07-17,29285957610
2023-07-18,29520358920
2023-07-19,29018408640
2023-07-20,28211026350
2023-07-21,28084749550
2023-07-24,28192084830
2023-07-25,28713765860
2023-07-26,28188138680
2023-07-27,27919011250
2023-07-28,27690923780
2023-07-31,27906383569
2023-08-01,27143198160
2023-08-02,26897747630
2023-08-03,26887487640
2023-08-04,26583634090
2023-08-07,26967989100
2023-08-08,26608100220
2023-08-09,26707543200
2023-08-10,26666503240
2023-08-11,26830663080
2023-08-14,26743847780
2023-08-15,26372120450
2023-08-16,26126669920
2023-08-17,25795982550
2023-08-18,25898582450
2023-08-21,26211117530
2023-08-22,26251368260
2023-08-23,26805407720
2023-08-24,26775416980
2023-08-25,27030338270
2023-08-28,27188184270
2023-08-29,27542548540
2023-08-30,27752483720
2023-08-31,27597794640
2023-09-01,27626206920
2023-09-05,27650673050
2023-09-06,27668825340
2023-09-07,27939531230
2023-09-08,27950580450
2023-09-11,27656197660
2023-09-12,27644359210
2023-09-13,27874814370
2023-09-14,28137627960
2023-09-15,27634099220
2023-09-18,27767479090
2023-09-19,27993988100
2023-09-20,28192874060
2023-09-21,27559911600
2023-09-22,28117107980
2023-09-25,28247330930
2023-09-26,27622260770
2023-09-27,27559122370
2023-09-28,27340505660
2023-09-29,27118732030
2023-10-02,27126400000
2023-10-03,26789280000
2023-10-04,27228320000
2023-10-05,27607776000
2023-10-06,27722240000
2023-10-09,27758304000
2023-10-10,27896288000
2023-10-11,28288288000
2023-10-12,28059360000
2023-10-13,28084448000
2023-10-16,27827296000
2023-10-17,27575632000
2023-10-18,27425888000
2023-10-19,27677551999
2023-10-20,27342784000
2023-10-23,26854351999
2023-10-24,26444320000
2023-10-25,26002144000
2023-10-26,25827312000
2023-10-27,25539584000
2023-10-30,25846128000
2023-10-31,26031936000
2023-11-01,26022528000
2023-11-02,26467055999
2023-11-03,30318064000
2023-11-06,30777488000
2023-11-07,31194576000
2023-11-08,31449376000
2023-11-09,31465840000
2023-11-10,32271792000
2023-11-13,32496800000
2023-11-14,33094992000
2023-11-15,32753951999
2023-11-16,32935840000
2023-11-17,32740624000
2023-11-20,33287072000
2023-11-21,33538736000
2023-11-22,33581855999
2023-11-24,33465040000
2023-11-27,33818624000
2023-11-28,33609296000
2023-11-29,33721408000
2023-11-30,34091455999
2023-12-01,34585376000
2023-12-04,34463072000
2023-12-05,34090672000
2023-12-06,34652800000
2023-12-07,34966400000
2023-12-08,35436800000
2023-12-11,35875840000
2023-12-12,36112608000
2023-12-13,36538320000
2023-12-14,35594384000
2023-12-15,34842528000
2023-12-18,35254912000
2023-12-19,35317632000
2023-12-20,34699056000
2023-12-21,34757856000
2023-12-22,35004816000
2023-12-26,35003248000
2023-12-27,35015792000
2023-12-28,35457968000
2023-12-29,35367024000
2024-01-02,34253727750
2024-01-03,33493056060
2024-01-04,33414717060
2024-01-05,33323060430
2024-01-08,34141702980
2024-01-09,34232576220
2024-01-10,34591368840
2024-01-11,34834219740
2024-01-12,35582357190
2024-01-16,35495400900
2024-01-17,35595674820
2024-01-18,36278007510
2024-01-19,36418234320
2024-01-22,36662652000
2024-01-23,36523208580
2024-01-24,36277224120
2024-01-25,36129163410
2024-01-26,36100961370
2024-01-29,36325010910
2024-01-30,36469938060
2024-01-31,35835392160
2024-02-01,36585096390
2024-02-02,36810712710
2024-02-05,36802878810
2024-02-06,36169116300
2024-02-07,35248633050
2024-02-08,35736685020
2024-02-09,36311693280
2024-02-12,35328538830
2024-02-13,34957995360
2024-02-14,35241582540
2024-02-15,35551021590
2024-02-16,35143658790
2024-02-20,34860855000
2024-02-21,34528697640
2024-02-22,35523602940
2024-02-23,36086076960
2024-02-26,36111928830
2024-02-27,36118195950
2024-02-28,36481688910
2024-02-29,36471504840
2024-03-01,36935271720
2024-03-04,36799745250
2024-03-05,36053957970
2024-03-06,36738640830
2024-03-07,36819330000
2024-03-08,36314826840
2024-03-11,36427635000
2024-03-12,37301898240
2024-03-13,37344201300
2024-03-14,36736290660
2024-03-15,36895318830
2024-03-18,37191440250
2024-03-19,37369269780
2024-03-20,37624654920
2024-03-21,37846354290
2024-03-22,37551016260
2024-03-25,37102133790
2024-03-26,37246277550
2024-03-27,37668524760
2024-03-28,37341851130
2024-04-01,37402172160
2024-04-02,36778593720
2024-04-03,36983058510
2024-04-04,36375931260
2024-04-05,36847532040
2024-04-08,36965823930
2024-04-09,36810712710
2024-04-10,36332061420
2024-04-11,37189090080
2024-04-12,36462887550
2024-04-15,36317177010
2024-04-16,35889446070
2024-04-17,35198496090
2024-04-18,35221997790
2024-04-19,34498928820
2024-04-22,34708877340
2024-04-23,35272918140
2024-04-24,35335589340
2024-04-25,34963479090
2024-04-26,35156976420
2024-04-29,35146792350
2024-04-30,32321888009
2024-05-01,33089610210
2024-05-02,32827174560
2024-05-03,33579228960
2024-05-06,34185572820
2024-05-07,34244327070
2024-05-08,34020277530
2024-05-09,34214558250
2024-05-10,34411972530
2024-05-13,34476210510
2024-05-14,34200457230
2024-05-15,34637588850
2024-05-16,35078637420
2024-05-17,35272918140
2024-05-20,35746085700
2024-05-21,35201629650
2024-05-22,35403744270
2024-05-23,34914908910
2024-05-24,34393954560
2024-05-28,34053963300
2024-05-29,33508723860
2024-05-30,32469948720
2024-05-31,32876528130
2024-06-03,33216519390
2024-06-04,33538492680
2024-06-05,34151887050
2024-06-06,33858115800
2024-06-07,34033595160
2024-06-10,34179305700
2024-06-11,33987375150
2024-06-12,34137002640
2024-06-13,33894935130
2024-06-14,33858899190
2024-06-17,34679891910
2024-06-18,34962695700
2024-06-20,35290152720
2024-06-21,35419412070
2024-06-24,35337939510
2024-06-25,35245499490
2024-06-26,34978363500
2024-06-27,34842837030
2024-06-28,35178911340
2024-07-01,34572567480
2024-07-02,34948594680
2024-07-03,35076287250
2024-07-05,35410011390
2024-07-08,35185178460
2024-07-09,35102922510
2024-07-10,35135824890
2024-07-11,35066103180
2024-07-12,35674013820
2024-07-15,35645811780
2024-07-16,36513807900
2024-07-17,36020272200
2024-07-18,35978752530
2024-07-19,35922348450
2024-07-22,36951722910
2024-07-23,36623482500
2024-07-24,35833825380
2024-07-25,36191834610
2024-07-26,36891401880
2024-07-29,36638885440
2024-07-30,38812286320
2024-07-31,39000601040
2024-08-01,38384298320
2024-08-02,37296430640
2024-08-05,35598485520
2024-08-06,36812415120
2024-08-07,36360304160
2024-08-08,37273864000
2024-08-09,37403816720
