,C
2009-04-14,21651995000
2009-04-15,21436015000
2009-04-16,21651995000
2009-04-17,19708175000
2009-04-20,15874530000
2009-04-21,17494380000
2009-04-22,17548375000
2009-04-23,17278400000
2009-04-24,17224405000
2009-04-27,16576465000
2009-04-28,15604555000
2009-04-29,16846440000
2009-04-30,16468475000
2009-05-01,16036515000
2009-05-04,17278400000
2009-05-05,17872345000
2009-05-06,20842070000
2009-05-07,20572095000
2009-05-08,21705990000
2009-05-11,20842070000
2009-05-12,19762170000
2009-05-13,18412295000
2009-05-14,19168225000
2009-05-15,18790260000
2009-05-18,19654180000
2009-05-19,20356115000
2009-05-20,19924155000
2009-05-21,20086140000
2009-05-22,19816165000
2009-05-26,20356115000
2009-05-27,19978150000
2009-05-28,19816165000
2009-05-29,20086140000
2009-06-01,19924155000
2009-06-02,18952245000
2009-06-03,18304305000
2009-06-04,19276215000
2009-06-05,18682270000
2009-06-08,18466290000
2009-06-09,18412295000
2009-06-10,18790260000
2009-06-11,18790260000
2009-06-12,18736265000
2009-06-15,18196315000
2009-06-16,17548375000
2009-06-17,16630460000
2009-06-18,16900435000
2009-06-19,17116415000
2009-06-22,16198500000
2009-06-23,16252495000
2009-06-24,16414480000
2009-06-25,16360485000
2009-06-26,16360485000
2009-06-29,16306490000
2009-06-30,35949771000
2009-07-01,35949771000
2009-07-02,34860384000
2009-07-06,33770997000
2009-07-07,32560567000
2009-07-08,31713266000
2009-07-09,32560567000
2009-07-10,31350137000
2009-07-13,33649954000
2009-07-14,35344556000
2009-07-15,38370631000
2009-07-16,36676029000
2009-07-17,36554986000
2009-07-20,33770997000
2009-07-21,32076395000
2009-07-22,33892040000
2009-07-23,33528911000
2009-07-24,33044739000
2009-07-27,32560567000
2009-07-28,35949771000
2009-07-29,38975846000
2009-07-30,38007502000
2009-07-31,38370631000
2009-08-03,38491674000
2009-08-04,39338975000
2009-08-05,43333394000
2009-08-06,45996340000
2009-08-07,46601555000
2009-08-10,47690942000
2009-08-11,44664867000
2009-08-12,48175114000
2009-08-13,49143458000
2009-08-14,48901372000
2009-08-17,48417200000
2009-08-18,50111802000
2009-08-19,49990759000
2009-08-20,54227264000
2009-08-21,56890210000
2009-08-24,58342726000
2009-08-25,57495425000
2009-08-26,56042909000
2009-08-27,61126715000
2009-08-28,63305489000
2009-08-31,60521500000
2009-09-01,54953522000
2009-09-02,55195608000
2009-09-03,57737511000
2009-09-04,58705855000
2009-09-08,56648124000
2009-09-09,56406038000
2009-09-10,57495425000
2009-09-11,55800823000
2009-09-14,54711436000
2009-09-15,49869716000
2009-09-16,50838060000
2009-09-17,53501006000
2009-09-18,51564318000
2009-09-21,53622049000
2009-09-22,56284995000
2009-09-23,54711436000
2009-09-24,53622049000
2009-09-25,53016834000
2009-09-28,55316651000
2009-09-29,56890210000
2009-09-30,113180496000
2009-10-01,105931332000
2009-10-02,105697488000
2009-10-05,109205148000
2009-10-06,109205148000
2009-10-07,108503616000
2009-10-08,108737460000
2009-10-09,108269772000
2009-10-12,111543588000
2009-10-13,112946652000
2009-10-14,116922000000
2009-10-15,111075900000
2009-10-16,107334396000
2009-10-19,106165176000
2009-10-20,103592892000
2009-10-21,103359048000
2009-10-22,104294424000
2009-10-23,104294424000
2009-10-26,99851388000
2009-10-27,99851388000
2009-10-28,95408352000
2009-10-29,100786764000
2009-10-30,95642196000
2009-11-02,93303756000
2009-11-03,94472976000
2009-11-04,92836068000
2009-11-05,94940664000
2009-11-06,94940664000
2009-11-09,97980636000
2009-11-10,97746792000
2009-11-11,97279104000
2009-11-12,94940664000
2009-11-13,94706820000
2009-11-16,97746792000
2009-11-17,99149856000
2009-11-18,100319076000
2009-11-19,99617544000
2009-11-20,98214480000
2009-11-23,100085232000
2009-11-24,98448324000
2009-11-25,97512948000
2009-11-27,94940664000
2009-11-30,96109884000
2009-12-01,95876040000
2009-12-02,95876040000
2009-12-03,94706820000
2009-12-04,96343728000
2009-12-07,94239132000
2009-12-08,91433004000
2009-12-09,90263784000
2009-12-10,90497628000
2009-12-11,92368380000
2009-12-14,86522280000
2009-12-15,83248464000
2009-12-16,80676180000
2009-12-17,74830080000
2009-12-18,79506960000
2009-12-21,79974648000
2009-12-22,78103896000
2009-12-23,76934676000
2009-12-24,78337740000
2009-12-28,79273116000
2009-12-29,78805428000
2009-12-30,77636208000
2009-12-31,94150633000
2010-01-04,96710620000
2010-01-05,100408378999
2010-01-06,103537252000
2010-01-07,103821695000
2010-01-08,102115037000
2010-01-11,103252808999
2010-01-12,100123936000
2010-01-13,99555050000
2010-01-14,99839493000
2010-01-15,97279506000
2010-01-19,100692822000
2010-01-20,98417278000
2010-01-21,93012861000
2010-01-22,92443975000
2010-01-25,91875088999
2010-01-26,89599545000
2010-01-27,91021760000
2010-01-28,92159532000
2010-01-29,94435076000
2010-02-01,95003962000
2010-02-02,96995063000
2010-02-03,95857291000
2010-02-04,90452874000
2010-02-05,91590646000
2010-02-08,89599545000
2010-02-09,90452874000
2010-02-10,91021760000
2010-02-11,91306203000
2010-02-12,90452874000
2010-02-16,94150633000
2010-02-17,96995063000
2010-02-18,97563948999
2010-02-19,97279506000
2010-02-22,98417278000
2010-02-23,95288405000
2010-02-24,98132835000
2010-02-25,96426177000
2010-02-26,96710620000
2010-03-01,96426177000
2010-03-02,96710620000
2010-03-03,96710620000
2010-03-04,97563948999
2010-03-05,99555050000
2010-03-08,101261708000
2010-03-09,108657226000
2010-03-10,112639428000
2010-03-11,118897173999
2010-03-12,112923871000
2010-03-15,110648327000
2010-03-16,115199415000
2010-03-17,115199415000
2010-03-18,114346086000
2010-03-19,110932770000
2010-03-22,114914972000
2010-03-23,117474958999
2010-03-24,118043845000
2010-03-25,121457161000
2010-03-26,122594933000
2010-03-29,118897173999
2010-03-30,116337187000
2010-03-31,116838450000
2010-04-01,120588819999
2010-04-05,122896740000
2010-04-06,123762210000
2010-04-07,125781640000
2010-04-08,128955030000
2010-04-09,131262950000
2010-04-12,133859360000
2010-04-13,133282380000
2010-04-14,142225570000
2010-04-15,138763690000
2010-04-16,131551440000
2010-04-19,140783120000
2010-04-20,143379530000
2010-04-21,142225570000
2010-04-22,140494630000
2010-04-23,140206140000
2010-04-26,132993890000
2010-04-27,125204660000
2010-04-28,128378050000
2010-04-29,131551440000
2010-04-30,126070130000
2010-05-03,127224090000
2010-05-04,122896740000
2010-05-05,120588819999
2010-05-06,116549960000
2010-05-07,115396000000
2010-05-10,121742780000
2010-05-11,120300330000
2010-05-12,120588819999
2010-05-13,117992410000
2010-05-14,114819019999
2010-05-17,111357140000
2010-05-18,107606769999
2010-05-19,109914690000
2010-05-20,104721869999
2010-05-21,108183750000
2010-05-24,109049219999
2010-05-25,109049219999
2010-05-26,111357140000
2010-05-27,115972980000
2010-05-28,114242040000
2010-06-01,111068650000
2010-06-02,113088080000
2010-06-03,114242040000
2010-06-04,109337710000
2010-06-07,105010360000
2010-06-08,107318280000
2010-06-09,111645630000
2010-06-10,112511100000
2010-06-11,111934119999
2010-06-14,111934119999
2010-06-15,115107510000
2010-06-16,115107510000
2010-06-17,114242040000
2010-06-18,115684490000
2010-06-21,115972980000
2010-06-22,113665060000
2010-06-23,112222610000
2010-06-24,109049219999
2010-06-25,113665060000
2010-06-28,115396000000
2010-06-29,107606769999
2010-06-30,108581280000
2010-07-01,109158839999
2010-07-02,109447620000
2010-07-06,109447620000
2010-07-07,112624200000
2010-07-08,114645660000
2010-07-09,116667120000
2010-07-12,118688580000
2010-07-13,124175400000
2010-07-14,121576380000
2010-07-15,120132480000
2010-07-16,112624200000
2010-07-19,114934439999
2010-07-20,115223220000
2010-07-21,113779320000
2010-07-22,118111020000
2010-07-23,116089560000
2010-07-26,119843700000
2010-07-27,120132480000
2010-07-28,118111020000
2010-07-29,118977360000
2010-07-30,118399800000
2010-08-02,120998820000
2010-08-03,119266139999
2010-08-04,119554920000
2010-08-05,118399800000
2010-08-06,117244680000
2010-08-09,117822239999
2010-08-10,115512000000
2010-08-11,111180300000
2010-08-12,111757860000
2010-08-13,112046639999
2010-08-16,111757860000
2010-08-17,111180300000
2010-08-18,111469080000
2010-08-19,109447620000
2010-08-20,108292500000
2010-08-23,108292500000
2010-08-24,107137380000
2010-08-25,106271039999
2010-08-26,105693480000
2010-08-27,108581280000
2010-08-30,105982260000
2010-08-31,107108502000
2010-09-01,111122543999
2010-09-02,112046639999
2010-09-03,112912980000
2010-09-07,110602739999
2010-09-08,110891520000
2010-09-09,112912980000
2010-09-10,112912980000
2010-09-13,115223220000
2010-09-14,113779320000
2010-09-15,113201760000
2010-09-16,114645660000
2010-09-17,114068100000
2010-09-20,115223220000
2010-09-21,113779320000
2010-09-22,112046639999
2010-09-23,109736400000
2010-09-24,112739712000
2010-09-27,111757860000
2010-09-28,112133274000
2010-09-29,113201760000
2010-09-30,113127639000
2010-10-01,118335561000
2010-10-04,116599586999
2010-10-05,119492876999
2010-10-06,118624890000
2010-10-07,120939521999
2010-10-08,121228851000
2010-10-11,120939521999
2010-10-12,122675496000
2010-10-13,122964825000
2010-10-14,117467574000
2010-10-15,114284955000
2010-10-18,120650193000
2010-10-19,117467574000
2010-10-20,118914219000
2010-10-21,117756903000
2010-10-22,118914219000
2010-10-25,121807509000
2010-10-26,120939521999
2010-10-27,120650193000
2010-10-28,120650193000
2010-10-29,120650193000
2010-11-01,120071535000
2010-11-02,120650193000
2010-11-03,121228851000
2010-11-04,125279456999
2010-11-05,129908721000
2010-11-08,128404210200
2010-11-09,124411470000
2010-11-10,127883418000
2010-11-11,126147444000
2010-11-12,124122141000
2010-11-15,124990128000
2010-11-16,122096838000
2010-11-17,121228851000
2010-11-18,124411470000
2010-11-19,123485617200
2010-11-22,120939521999
2010-11-23,118624890000
2010-11-24,120592327200
2010-11-26,119492876999
2010-11-29,120071535000
2010-11-30,121518180000
2010-12-01,124411470000
2010-12-02,127883418000
2010-12-03,128751405000
2010-12-06,128751405000
2010-12-07,133669998000
2010-12-08,134248656000
2010-12-09,135637435200
2010-12-10,138009933000
2010-12-13,139167249000
2010-12-14,135695301000
2010-12-15,132802011000
2010-12-16,132715212300
2010-12-17,135984630000
2010-12-20,136273959000
2010-12-21,137141946000
2010-12-22,136852616999
2010-12-23,135405971999
2010-12-27,138009933000
2010-12-28,138299262000
2010-12-29,138009933000
2010-12-30,137720604000
2010-12-31,137378119999
2011-01-03,142315600000
2011-01-04,142315600000
2011-01-05,144348680000
2011-01-06,143767800000
2011-01-07,143477360000
2011-01-10,142606040000
2011-01-11,143477360000
2011-01-12,147543520000
2011-01-13,146381760000
2011-01-14,148995720000
2011-01-18,139411200000
2011-01-19,138249440000
2011-01-20,139411200000
2011-01-21,142025160000
2011-01-24,141153840000
2011-01-25,139992080000
2011-01-26,139701640000
2011-01-27,140282520000
2011-01-28,137087680000
2011-01-31,139992080000
2011-02-01,142315600000
2011-02-02,140863400000
2011-02-03,139701640000
2011-02-04,139992080000
2011-02-07,142315600000
2011-02-08,142025160000
2011-02-09,140572960000
2011-02-10,138830320000
2011-02-11,141734720000
2011-02-14,142606040000
2011-02-15,142606040000
2011-02-16,142315600000
2011-02-17,143477360000
2011-02-18,142606040000
2011-02-22,136216360000
2011-02-23,136506800000
2011-02-24,136216360000
2011-02-25,136506800000
2011-02-28,135925919999
2011-03-01,132731080000
2011-03-02,133602400000
2011-03-03,135925919999
2011-03-04,131859760000
2011-03-07,131278880000
2011-03-08,134764160000
2011-03-09,135054600000
2011-03-10,131859760000
2011-03-11,132731080000
2011-03-14,131859760000
2011-03-15,128955360000
2011-03-16,127503160000
2011-03-17,129245800000
2011-03-18,130698000000
2011-03-21,128752052000
2011-03-22,128374480000
2011-03-23,127793600000
2011-03-24,128664919999
2011-03-25,129536240000
2011-03-28,128664919999
2011-03-29,129245800000
2011-03-30,129245800000
2011-03-31,128560120000
2011-04-01,129432700000
2011-04-04,128850979999
2011-04-05,130014420000
2011-04-06,133504740000
2011-04-07,133213879999
2011-04-08,132632160000
2011-04-11,131759579999
2011-04-12,132341300000
2011-04-13,130887000000
2011-04-14,128850979999
2011-04-15,128560120000
2011-04-18,128560120000
2011-04-19,131759579999
2011-04-20,132923020000
2011-04-21,132341300000
2011-04-25,131468720000
2011-04-26,131177860000
2011-04-27,131177860000
2011-04-28,133504740000
2011-04-29,133504740000
2011-05-02,130596140000
2011-05-03,131468720000
2011-05-04,131323290000
2011-05-05,130305279999
2011-05-06,131468720000
2011-05-09,128443775999
2011-05-10,128560120000
2011-05-11,124837112000
2011-05-12,123382812000
2011-05-13,120794158000
2011-05-16,119805234000
2011-05-17,120823244000
2011-05-18,119950664000
2011-05-19,120357868000
2011-05-20,119310772000
2011-05-23,116809375999
2011-05-24,117827386000
2011-05-25,117303838000
2011-05-26,116983892000
2011-05-27,119165342000
2011-05-31,119688890000
2011-06-01,115325990000
2011-06-02,116373086000
2011-06-03,115907710000
2011-06-06,110730402000
2011-06-07,109305188000
2011-06-08,107065566000
2011-06-09,109857822000
2011-06-10,110294112000
2011-06-13,113929862000
2011-06-14,112795508000
2011-06-15,110526800000
2011-06-16,109450618000
2011-06-17,111399379999
2011-06-20,110992175999
2011-06-21,114337066000
2011-06-22,114918786000
2011-06-23,114627925999
2011-06-24,115151474000
2011-06-27,116314914000
2011-06-28,116780290000
2011-06-29,120706900000
2011-06-30,121205712000
2011-07-01,124815104000
2011-07-05,123912756000
2011-07-06,122282708000
2011-07-07,124087404000
2011-07-08,122340924000
2011-07-11,115820732000
2011-07-12,113724956000
2011-07-13,114889276000
2011-07-14,113579416000
2011-07-15,111716504000
2011-07-18,109853592000
2011-07-19,110668616000
2011-07-20,112415096000
2011-07-21,117363456000
2011-07-22,117188808000
2011-07-25,116170027999
2011-07-26,115616976000
2011-07-27,111396316000
2011-07-28,111134344000
2011-07-29,111600072000
2011-08-01,112007583999
2011-08-02,107816032000
2011-08-03,108456408000
2011-08-04,101324948000
2011-08-05,97337152000
2011-08-08,81356860000
2011-08-09,92621656000
2011-08-10,82928692000
2011-08-11,88168132000
2011-08-12,86887380000
2011-08-15,91020716000
2011-08-16,87149352000
2011-08-17,86887380000
2011-08-18,81444184000
2011-08-19,77922116000
2011-08-22,75855448000
2011-08-23,79523056000
2011-08-24,82812260000
2011-08-25,86829164000
2011-08-26,86858272000
2011-08-29,91078932000
2011-08-30,90060152000
2011-08-31,90380340000
2011-09-01,87324000000
2011-09-02,82666720000
2011-09-06,80629160000
2011-09-07,84354984000
2011-09-08,81444184000
2011-09-09,77834792000
2011-09-12,78475168000
2011-09-13,78737140000
2011-09-14,79726812000
2011-09-15,83219772000
2011-09-16,84384092000
2011-09-19,80658268000
2011-09-20,78387844000
2011-09-21,74283616000
2011-09-22,69742768000
2011-09-23,72711784000
2011-09-26,77776576000
2011-09-27,78562492000
2011-09-28,75447936000
2011-09-29,78300520000
2011-09-30,74687424000
2011-10-03,67370272000
2011-10-04,71101728000
2011-10-05,72034592000
2011-10-06,75853504000
2011-10-07,71801376000
2011-10-10,77223648000
2011-10-11,81159168000
2011-10-12,85123840000
2011-10-13,80576128000
2011-10-14,82791680000
2011-10-17,81421536000
2011-10-18,87106176000
2011-10-19,85677728000
2011-10-20,87689216000
2011-10-21,88330560000
2011-10-24,92120320000
2011-10-25,90079680000
2011-10-26,90808480000
2011-10-27,99612384000
2011-10-28,99583231999
2011-10-31,92091168000
2011-11-01,85036384000
2011-11-02,86960416000
2011-11-03,89729856000
2011-11-04,88447168000
2011-11-07,89059360000
2011-11-08,91595584000
2011-11-09,84103520000
2011-11-10,83462176000
2011-11-11,85502816000
2011-11-14,82733376000
2011-11-15,81683904000
2011-11-16,78302272000
2011-11-17,75795200000
2011-11-18,76611456000
2011-11-21,72880000000
2011-11-22,71305792000
2011-11-23,68536352000
2011-11-25,68886176000
2011-11-28,73025760000
2011-11-29,73579648000
2011-11-30,80109696000
2011-12-01,78681248000
2011-12-02,82121184000
2011-12-05,86960416000
2011-12-06,86727200000
2011-12-07,86960416000
2011-12-08,80896800000
2011-12-09,83870304000
2011-12-12,79351744000
2011-12-13,78418880000
2011-12-14,75940960000
2011-12-15,75532832000
2011-12-16,75882656000
2011-12-19,72355264000
2011-12-20,75649440000
2011-12-21,76086720000
2011-12-22,80605280000
2011-12-23,80051392000
2011-12-27,78418880000
2011-12-28,76174176000
2011-12-29,78010752000
2011-12-30,76698912000
2012-01-03,82899246000
2012-01-04,82431054000
2012-01-05,83425962000
2012-01-06,83543010000
2012-01-09,85093896000
2012-01-10,87786000000
2012-01-11,91502274000
2012-01-12,92467920000
2012-01-13,89951388000
2012-01-17,82577364000
2012-01-18,84947586000
2012-01-19,85825446000
2012-01-20,86732568000
2012-01-23,87347070000
2012-01-24,87493380000
2012-01-25,87668952000
2012-01-26,88897956000
2012-01-27,90331794000
2012-01-30,88459026000
2012-01-31,89892864000
2012-02-01,92467920000
2012-02-02,93609138000
2012-02-03,98144748000
2012-02-06,97442459999
2012-02-07,96769434000
2012-02-08,100163825999
2012-02-09,98495891999
2012-02-10,96330504000
2012-02-13,96213456000
2012-02-14,93872496000
2012-02-15,92819064000
2012-02-16,95716002000
2012-02-17,96330504000
2012-02-21,97618032000
2012-02-22,94691832000
2012-02-23,95716002000
2012-02-24,94662570000
2012-02-27,96359766000
2012-02-28,97969175999
2012-02-29,97500984000
2012-03-01,99871206000
2012-03-02,99783420000
2012-03-05,98554416000
2012-03-06,93989544000
2012-03-07,97266888000
2012-03-08,99490800000
2012-03-09,100076040000
2012-03-12,100339398000
2012-03-13,106659990000
2012-03-14,103031502000
2012-03-15,106133274000
2012-03-16,107362278000
2012-03-19,108766854000
2012-03-20,111429696000
2012-03-21,110610359999
2012-03-22,107976780000
2012-03-23,108649806000
2012-03-26,109527666000
2012-03-27,107625636000
2012-03-28,108444972000
2012-03-29,106835562000
2012-03-30,106952609999
2012-04-02,107903742000
2012-04-03,106440442000
2012-04-04,102548064000
2012-04-05,101816414000
2012-04-09,99416602000
2012-04-10,96168076000
2012-04-11,98304494000
2012-04-12,101348158000
2012-04-13,97777705999
2012-04-16,99504400000
2012-04-17,102665128000
2012-04-18,102665128000
2012-04-19,101992010000
2012-04-20,99182474000
2012-04-23,97309450000
2012-04-24,97806972000
2012-04-25,98567888000
2012-04-26,99153208000
2012-04-27,98041100000
2012-04-30,96724129999
2012-05-01,98333760000
2012-05-02,95699820000
2012-05-03,95055967999
2012-05-04,92480560000
2012-05-07,92685422000
2012-05-08,91661112000
2012-05-09,89114970000
2012-05-10,89700290000
2012-05-11,85895710000
2012-05-14,82354524000
2012-05-15,81330214000
2012-05-16,78784072000
2012-05-17,77291506000
2012-05-18,76120866000
2012-05-21,76823250000
2012-05-22,78784072000
2012-05-23,79457190000
2012-05-24,78023156000
2012-05-25,77467102000
2012-05-29,79076732000
2012-05-30,76091600000
2012-05-31,77584166000
2012-06-01,74306374000
2012-06-04,72638212000
2012-06-05,75359950000
2012-06-06,79427924000
2012-06-07,78754806000
2012-06-08,81271682000
2012-06-11,77496368000
2012-06-12,80832692000
2012-06-13,80979022000
2012-06-14,81681406000
2012-06-15,82852046000
2012-06-18,80627830000
2012-06-19,83408100000
2012-06-20,84461676000
2012-06-21,81447278000
2012-06-22,81915534000
2012-06-25,78286550000
2012-06-26,78228018000
2012-06-27,79310860000
2012-06-28,77232974000
2012-06-29,80218106000
2012-07-02,80369928000
2012-07-03,80926020000
2012-07-05,78555312000
2012-07-06,77150448000
2012-07-09,76418748000
2012-07-10,75745584000
2012-07-11,75716316000
2012-07-12,73989504000
2012-07-13,77999220000
2012-07-16,78467508000
2012-07-17,80135784000
2012-07-18,79316280000
2012-07-19,77823612000
2012-07-20,75716316000
2012-07-23,74165112000
2012-07-24,73872432000
2012-07-25,75482172000
2012-07-26,76916304000
2012-07-27,79901640000
2012-07-30,79433352000
2012-07-31,79404084000
2012-08-01,78379704000
2012-08-02,76623624000
2012-08-03,80194320000
2012-08-06,83589408000
2012-08-07,84555252000
2012-08-08,84467448000
2012-08-09,84467448000
2012-08-10,84584520000
2012-08-13,84233304000
2012-08-14,84204036000
2012-08-15,84116232000
2012-08-16,84350376000
2012-08-17,84965004000
2012-08-20,87745464000
2012-08-21,89940564000
2012-08-22,89238132000
2012-08-23,86604012000
2012-08-24,87306444000
2012-08-27,86896692000
2012-08-28,85872312000
2012-08-29,87540588000
2012-08-30,86779620000
2012-08-31,86955228000
2012-09-04,86925960000
2012-09-05,87130836000
2012-09-06,91082016000
2012-09-07,93862476000
2012-09-10,93160044000
2012-09-11,95589287999
2012-09-12,96730739999
2012-09-13,100828260000
2012-09-14,101823372000
2012-09-17,99686808000
2012-09-18,99335592000
2012-09-19,100038024000
2012-09-20,98955108000
2012-09-21,98545356000
2012-09-24,98018532000
2012-09-25,96174648000
2012-09-26,95150268000
2012-09-27,96496596000
2012-09-28,95764896000
2012-10-01,96373425000
2012-10-02,97874202000
2012-10-03,100228362000
2012-10-04,102876792000
2012-10-05,102317679000
2012-10-08,102347106000
2012-10-09,101817420000
2012-10-10,103406478000
2012-10-11,104524704000
2012-10-12,102258825000
2012-10-15,107879381999
2012-10-16,109615575000
2012-10-17,113087961000
2012-10-18,113058534000
2012-10-19,109350731999
2012-10-22,110998644000
2012-10-23,108556203000
2012-10-24,109762709999
2012-10-25,110086406999
2012-10-26,107702820000
2012-10-31,110027553000
2012-11-01,111675465000
2012-11-02,110645520000
2012-11-05,109821564000
2012-11-06,113205669000
2012-11-07,106084334999
2012-11-08,105937200000
2012-11-09,105731211000
2012-11-12,107173134000
2012-11-13,106408031999
2012-11-14,103053354000
2012-11-15,103612467000
2012-11-16,102935645999
2012-11-19,106231470000
2012-11-20,105937200000
2012-11-21,105260379000
2012-11-23,106025481000
2012-11-26,104671839000
2012-11-27,103112208000
2012-11-28,103200489000
2012-11-29,103612467000
2012-11-30,101729139000
2012-12-03,100699194000
2012-12-04,100905183000
2012-12-05,107290842000
2012-12-06,108938754000
2012-12-07,110763228000
2012-12-10,109439013000
2012-12-11,108879900000
2012-12-12,110439531000
2012-12-13,109733283000
2012-12-14,110645520000
2012-12-17,115206705000
2012-12-18,116118942000
2012-12-19,116089515000
2012-12-20,118208259000
2012-12-21,116207223000
2012-12-24,115883526000
2012-12-26,116383784999
2012-12-27,115500975000
2012-12-28,114794727000
2012-12-31,120266356000
2013-01-02,125404125000
2013-01-03,125829739000
2013-01-04,128991443000
2013-01-07,129113047000
2013-01-08,129082646000
2013-01-09,127805804000
2013-01-10,130207483000
2013-01-11,128717834000
2013-01-14,128353022000
2013-01-15,129417057000
2013-01-16,129143447999
2013-01-17,125373724000
2013-01-18,126650565999
2013-01-22,127015378000
2013-01-23,127745002000
2013-01-24,130116279999
2013-01-25,130450690999
2013-01-28,128717834000
2013-01-29,128170615999
2013-01-30,127532195000
2013-01-31,128170615999
2013-02-01,130785102000
2013-02-04,128322621000
2013-02-05,130481092000
2013-02-06,130876304999
2013-02-07,130329086999
2013-02-08,129751468000
2013-02-11,131180315000
2013-02-12,134828435000
2013-02-13,133764400000
2013-02-14,134737232000
2013-02-15,133277984000
2013-02-19,135284450000
2013-02-20,131393122000
2013-02-21,128748235000
2013-02-22,130085879000
2013-02-25,125100115000
2013-02-26,125525729000
2013-02-27,128170615999
2013-02-28,127592997000
2013-03-01,128018611000
2013-03-04,130541894000
2013-03-05,132548360000
2013-03-06,135527658000
2013-03-07,136804500000
2013-03-08,141911868000
2013-03-11,144708760000
2013-03-12,142732695000
2013-03-13,142793497000
2013-03-14,144283146000
2013-03-15,143675126000
2013-03-18,140574224000
2013-03-19,139206179000
2013-03-20,140118209000
2013-03-21,137503723000
2013-03-22,137503723000
2013-03-25,135254049000
2013-03-26,136287683000
2013-03-27,135162846000
2013-03-28,134494024000
2013-04-01,133152253000
2013-04-02,134125277000
2013-04-03,129229750000
2013-04-04,130050739000
2013-04-05,130780507000
2013-04-08,132452892000
2013-04-09,133456323000
2013-04-10,137013942000
2013-04-11,136436208999
2013-04-12,136162546000
2013-04-15,136436208999
2013-04-16,141879062000
2013-04-17,139081618000
2013-04-18,137105163000
2013-04-19,136922721000
2013-04-22,137287605000
2013-04-23,141270922000
2013-04-24,143277784000
2013-04-25,143247377000
2013-04-26,142669644000
2013-04-29,142365574000
2013-04-30,141879062000
2013-05-01,139476909000
2013-05-02,141514178000
2013-05-03,142821679000
2013-05-06,144372436000
2013-05-07,146288077000
2013-05-08,149876103000
2013-05-09,147778020000
2013-05-10,148234125000
2013-05-13,148751044000
2013-05-14,152308663000
2013-05-15,156109538000
2013-05-16,153889827000
2013-05-17,156444015000
2013-05-20,156900120000
2013-05-21,157082562000
2013-05-22,155075700000
2013-05-23,153646571000
2013-05-24,153616164000
2013-05-28,157477853000
2013-05-29,158967796000
2013-05-30,161978089000
2013-05-31,158085993000
2013-06-03,157994772000
2013-06-04,155775061000
2013-06-05,152126221000
2013-06-06,154558781000
2013-06-07,156900120000
2013-06-10,157903551000
2013-06-11,151882965000
2013-06-12,150332208000
2013-06-13,152916803000
2013-06-14,149663254000
2013-06-17,150088952000
2013-06-18,152065407000
2013-06-19,150605871000
2013-06-20,145649530000
2013-06-21,142517609000
2013-06-24,138169408000
2013-06-25,142912900000
2013-06-26,144767727000
2013-06-27,146804996000
2013-06-28,145862379000
2013-07-01,146404975000
2013-07-02,146101545000
2013-07-03,144645081000
2013-07-05,147254579000
2013-07-08,150258536000
2013-07-09,152352203000
2013-07-10,150592309000
2013-07-11,151836372000
2013-07-12,154172783000
2013-07-15,157207083000
2013-07-16,157267769000
2013-07-17,157146397000
2013-07-18,159877267000
2013-07-19,158845605000
2013-07-22,160817900000
2013-07-23,160453784000
2013-07-24,158360117000
2013-07-25,159786238000
2013-07-26,158420803000
2013-07-29,156691252000
2013-07-30,157116054000
2013-07-31,158208402000
2013-08-01,160393098000
2013-08-02,160817900000
2013-08-05,160423441000
2013-08-06,156205764000
2013-08-07,156266450000
2013-08-08,157116054000
2013-08-09,155720276000
2013-08-12,154445870000
2013-08-13,157085711000
2013-08-14,156539537000
2013-08-15,154324498000
2013-08-16,152777005000
2013-08-19,149682019000
2013-08-20,151472256000
2013-08-21,149166188000
2013-08-22,151441913000
2013-08-23,151199169000
2013-08-26,150501280000
2013-08-27,146374632000
2013-08-28,146587033000
2013-08-29,147072521000
2013-08-30,146647719000
2013-09-03,149803391000
2013-09-04,150501280000
2013-09-05,151290198000
2013-09-06,149348246000
2013-09-09,151988087000
2013-09-10,155022387000
2013-09-11,153930039000
2013-09-12,152503918000
2013-09-13,153201807000
2013-09-16,154749300000
2013-09-17,155356160000
2013-09-18,158420803000
2013-09-19,157631885000
2013-09-20,155386503000
2013-09-23,150410251000
2013-09-24,148559328000
2013-09-25,149469618000
2013-09-26,148468299000
2013-09-27,148346927000
2013-09-30,146888280000
2013-10-01,147160800000
2013-10-02,147493880000
2013-10-03,146555200000
2013-10-04,148795920000
2013-10-07,145889040000
2013-10-08,144344760000
2013-10-09,145192600000
2013-10-10,149189560000
2013-10-11,149038160000
2013-10-14,150188800000
2013-10-15,147948080000
2013-10-16,153943520000
2013-10-17,154791360000
2013-10-18,154882200000
2013-10-21,154518840000
2013-10-22,153701280000
2013-10-23,151975320000
2013-10-24,151854200000
2013-10-25,151581680000
2013-10-28,151854200000
2013-10-29,152066160000
2013-10-30,151066920000
2013-10-31,147705840000
2013-11-01,147584720000
2013-11-04,147251640000
2013-11-05,146494640000
2013-11-06,147221360000
2013-11-07,146403800000
2013-11-08,151218320000
2013-11-11,151914760000
2013-11-12,149946560000
2013-11-13,151369720000
2013-11-14,152035880000
2013-11-15,152611200000
2013-11-18,153792120000
2013-11-19,154942760000
2013-11-20,153731560000
2013-11-21,156638440000
2013-11-22,158697480000
2013-11-25,161362120000
2013-11-26,160514280000
