,NTAP
2023-03-06,13921680000
2023-03-07,13614960000
2023-03-08,13815180000
2023-03-09,13504200000
2023-03-10,13252860000
2023-03-13,13067550000
2023-03-14,13018560000
2023-03-15,13003650000
2023-03-16,13201740000
2023-03-17,13093110000
2023-03-20,13412610000
2023-03-21,13672470000
2023-03-22,13110150000
2023-03-23,13105890000
2023-03-24,13005780000
2023-03-27,13133580000
2023-03-28,12946140000
2023-03-29,13216650000
2023-03-30,13327410000
2023-03-31,13600050000
2023-04-03,13672470000
2023-04-04,13459470000
2023-04-05,13378530000
2023-04-06,13419000000
2023-04-10,13855650000
2023-04-11,14185799999
2023-04-12,14143200000
2023-04-13,14230530000
2023-04-14,14132549999
2023-04-17,14415840000
2023-04-18,14475479999
2023-04-19,14089950000
2023-04-20,13495680000
2023-04-21,13463730000
2023-04-24,13482900000
2023-04-25,13086720000
2023-04-26,13284810000
2023-04-27,13512720000
2023-04-28,13332680000
2023-05-01,13502280000
2023-05-02,13192760000
2023-05-03,13237280000
2023-05-04,13252120000
2023-05-05,13536200000
2023-05-08,13568000000
2023-05-09,13515000000
2023-05-10,13413240000
2023-05-11,13366600000
2023-05-12,13385680000
2023-05-15,13727000000
2023-05-16,13578600000
2023-05-17,13866920000
2023-05-18,14106480000
2023-05-19,13953839999
2023-05-22,14231559999
2023-05-23,14089519999
2023-05-24,14045000000
2023-05-25,14572879999
2023-05-26,14803960000
2023-05-30,14649199999
2023-05-31,14066199999
2023-06-01,15255519999
2023-06-02,15047760000
2023-06-05,14899360000
2023-06-06,14852720000
2023-06-07,15045640000
2023-06-08,14909960000
2023-06-09,14778519999
2023-06-12,15141040000
2023-06-13,15531120000
2023-06-14,15539600000
2023-06-15,15637120000
2023-06-16,15766440000
2023-06-20,15439960000
2023-06-21,15401800000
2023-06-22,15554440000
2023-06-23,15520519999
2023-06-26,15635000000
2023-06-27,15895760000
2023-06-28,15948760000
2023-06-29,16143800000
2023-06-30,16196800000
2023-07-03,16207400000
2023-07-05,16173480000
2023-07-06,16054760000
2023-07-07,16165000000
2023-07-10,16493600000
2023-07-11,16697120000
2023-07-12,16398199999
2023-07-13,16690760000
2023-07-14,16508440000
2023-07-17,16540240000
2023-07-18,16731040000
2023-07-19,16813720000
2023-07-20,16974839999
2023-07-21,16856120000
2023-07-24,16631400000
2023-07-25,16760720000
2023-07-26,16620800000
2023-07-27,16584760000
2023-07-28,16065919999
2023-07-31,16226080000
2023-08-01,16404960000
2023-08-02,16319679999
2023-08-03,16498559999
2023-08-04,16178240000
2023-08-07,16284320000
2023-08-08,16201120000
2023-08-09,15997280000
2023-08-10,15982720000
2023-08-11,15966080000
2023-08-14,15901600000
2023-08-15,15868320000
2023-08-16,15685280000
2023-08-17,15606240000
2023-08-18,15664480000
2023-08-21,15903679999
2023-08-22,15914080000
2023-08-23,15918240000
2023-08-24,15710240000
2023-08-25,15541760000
2023-08-28,15810080000
2023-08-29,15895360000
2023-08-30,15897440000
2023-08-31,15953600000
2023-09-01,16140799999
2023-09-05,16533919999
2023-09-06,16623360000
2023-09-07,16402880000
2023-09-08,16450720000
2023-09-11,16334240000
2023-09-12,16290559999
2023-09-13,16217760000
2023-09-14,16338400000
2023-09-15,16165760000
2023-09-18,15843360000
2023-09-19,15816320000
2023-09-20,15824640000
2023-09-21,15787200000
2023-09-22,15812160000
2023-09-25,15706080000
2023-09-26,15568799999
2023-09-27,15589600000
2023-09-28,15860000000
2023-09-29,15783040000
2023-10-02,15766400000
2023-10-03,15570880000
2023-10-04,15668640000
2023-10-05,15708160000
2023-10-06,15697760000
2023-10-09,15814240000
2023-10-10,15808000000
2023-10-11,16026400000
2023-10-12,15793440000
2023-10-13,15591679999
2023-10-16,15797600000
2023-10-17,15999360000
2023-10-18,15760160000
2023-10-19,15608320000
2023-10-20,15452320000
2023-10-23,15240160000
2023-10-24,15358720000
2023-10-25,15075840000
2023-10-26,14857440000
2023-10-27,14792860000
2023-10-30,14663080000
2023-10-31,14992680000
2023-11-01,15110099999
2023-11-02,15394380000
2023-11-03,15635400000
2023-11-06,15618919999
2023-11-07,15573599999
2023-11-08,15608620000
2023-11-09,15618919999
2023-11-10,15890840000
2023-11-13,15808439999
2023-11-14,16212200000
2023-11-15,16257520000
2023-11-16,15818740000
2023-11-17,15969120000
2023-11-20,16055640000
2023-11-21,15950580000
2023-11-22,16065939999
2023-11-24,16138040000
2023-11-27,16086540000
2023-11-28,16090660000
2023-11-29,18445240000
2023-11-30,18826340000
2023-12-01,18803680000
2023-12-04,18603860000
2023-12-05,18659480000
2023-12-06,18416400000
2023-12-07,18350480000
2023-12-08,18414340000
2023-12-11,18488500000
2023-12-12,18169200000
2023-12-13,18445240000
2023-12-14,18377260000
2023-12-15,18317520000
2023-12-18,18478200000
2023-12-19,18669780000
2023-12-20,18319580000
2023-12-21,18447300000
2023-12-22,18416400000
2023-12-26,18412280000
2023-12-27,18251600000
2023-12-28,18171260000
2023-12-29,18160960000
2024-01-02,17759260000
2024-01-03,17779860000
2024-01-04,17728360000
2024-01-05,17524420000
2024-01-08,17711880000
2024-01-09,17730420000
2024-01-10,17851960000
2024-01-11,17911700000
2024-01-12,17854020000
2024-01-16,17707760000
2024-01-17,17598580000
2024-01-18,17810760000
2024-01-19,18088860000
2024-01-22,18255720000
2024-01-23,18160960000
2024-01-24,18270140000
2024-01-25,18383440000
2024-01-26,18140360000
2024-01-29,18228940000
2024-01-30,18323700000
2024-01-31,17963200000
2024-02-01,18014700000
2024-02-02,18095040000
2024-02-05,17963200000
2024-02-06,18045600000
2024-02-07,17969380000
2024-02-08,18317520000
2024-02-09,18509100000
2024-02-12,18675960000
2024-02-13,17971440000
2024-02-14,18078560000
2024-02-15,17977620000
2024-02-16,17656260000
2024-02-20,17604760000
2024-02-21,17427600000
2024-02-22,17722180000
2024-02-23,18004400000
2024-02-26,18010580000
2024-02-27,17957020000
2024-02-28,18134180000
2024-02-29,18358720000
2024-03-01,21693860000
2024-03-04,21285980000
2024-03-05,21152080000
2024-03-06,21588800000
2024-03-07,21475500000
2024-03-08,21271560000
2024-03-11,21170620000
2024-03-12,21121180000
2024-03-13,21257140000
2024-03-14,21038780000
2024-03-15,21084100000
2024-03-18,20970800000
2024-03-19,21281860000
2024-03-20,21514640000
2024-03-21,21644420000
2024-03-22,21574380000
2024-03-25,21613520000
2024-03-26,21572320000
2024-03-27,21675320000
2024-03-28,21623820000
2024-04-01,21638240000
2024-04-02,21572320000
2024-04-03,21934880000
2024-04-04,21588800000
2024-04-05,21640300000
2024-04-08,21798920000
2024-04-09,21454900000
2024-04-10,21135600000
2024-04-11,21601160000
2024-04-12,20972860000
2024-04-15,21088220000
2024-04-16,21123240000
2024-04-17,20787460000
2024-04-18,20628840000
2024-04-19,20177700000
2024-04-22,20169460000
2024-04-23,20480520000
2024-04-24,20612360000
2024-04-25,20793640000
2024-04-26,20873980000
2024-04-29,21110880000
2024-04-30,21055260000
2024-05-01,20803940000
2024-05-02,21036720000
2024-05-03,21555840000
2024-05-06,22237700000
2024-05-07,22116160000
2024-05-08,22552880000
2024-05-09,22285080000
2024-05-10,22351000000
2024-05-13,22278900000
2024-05-14,22462240000
2024-05-15,22787720000
2024-05-16,22608500000
2024-05-17,22756820000
2024-05-20,23129680000
2024-05-21,23267700000
2024-05-22,23506660000
2024-05-23,23492240000
2024-05-24,23828020000
2024-05-28,24310060000
2024-05-29,24205000000
2024-05-30,23999000000
2024-05-31,24808580000
2024-06-03,24505760000
2024-06-04,24514000000
2024-06-05,25185560000
2024-06-06,25022820000
2024-06-07,24921880000
2024-06-10,25319460000
2024-06-11,25846820000
2024-06-12,25900380000
2024-06-13,26223800000
2024-06-14,25991020000
2024-06-17,25964240000
2024-06-18,26514260000
2024-06-20,26258820000
2024-06-21,26293840000
2024-06-24,26034280000
2024-06-25,26312380000
2024-06-26,26456580000
2024-06-27,26580180000
2024-06-28,26532800000
2024-07-01,26829440000
2024-07-02,26755280000
2024-07-03,26833560000
2024-07-05,26592540000
2024-07-08,26804720000
2024-07-09,27210540000
2024-07-10,27731720000
2024-07-11,27080760000
2024-07-12,26815019999
2024-07-15,26858280000
2024-07-16,27107540000
2024-07-17,26248520000
2024-07-18,25974540000
2024-07-19,26001320000
2024-07-22,26438040000
2024-07-23,26615199999
2024-07-24,25894200000
2024-07-25,25865360000
2024-07-26,25986900000
2024-07-29,25747940000
2024-07-30,25249420000
2024-07-31,26157880000
2024-08-01,25237060000
2024-08-02,24524300000
2024-08-05,23815660000
2024-08-06,24118480000
2024-08-07,23943380000
2024-08-08,24559320000
2024-08-09,25232940000
