,SYF
2023-11-02,11978052000
2023-11-03,12418785000
2023-11-06,12155169000
2023-11-07,12089265000
2023-11-08,12076908000
2023-11-09,12006885000
2023-11-10,12179883000
2023-11-13,12134574000
2023-11-14,12480570000
2023-11-15,12258144000
2023-11-16,11908029000
2023-11-17,12307572000
2023-11-20,12282858000
2023-11-21,12138693000
2023-11-22,12225192000
2023-11-24,12286977000
2023-11-27,12105741000
2023-11-28,12723591000
2023-11-29,12859518000
2023-11-30,13329084000
2023-12-01,13934577000
2023-12-04,13992243000
2023-12-05,13996361999
2023-12-06,14128169999
2023-12-07,14375310000
2023-12-08,14535951000
2023-12-11,14601855000
2023-12-12,14663640000
2023-12-13,15170277000
2023-12-14,15545106000
2023-12-15,15289727999
2023-12-18,15466844999
2023-12-19,15746936999
2023-12-20,15376227000
2023-12-21,15672794999
2023-12-22,15627486000
2023-12-26,15763413000
2023-12-27,15796365000
2023-12-28,15804602999
2023-12-29,15730461000
2024-01-02,15362412000
2024-01-03,15156015000
2024-01-04,15151968000
2024-01-05,15710454000
2024-01-08,15864240000
2024-01-09,15580950000
2024-01-10,15354318000
2024-01-11,15366459000
2024-01-12,14864630999
2024-01-16,14957712000
2024-01-17,14759409000
2024-01-18,14476119000
2024-01-19,14937476999
2024-01-22,15285519000
2024-01-23,15151968000
2024-01-24,15366459000
2024-01-25,15564762000
2024-01-26,16001838000
2024-01-29,15872334000
2024-01-30,16066590000
2024-01-31,15730688999
2024-02-01,15625467000
2024-02-02,15763065000
2024-02-05,15686172000
2024-02-06,15698313000
2024-02-07,15593091000
2024-02-08,15734736000
2024-02-09,15674030999
2024-02-12,15997791000
2024-02-13,15641655000
2024-02-14,15916851000
2024-02-15,16127295000
2024-02-16,16009932000
2024-02-20,16382255999
2024-02-21,16050401999
2024-02-22,16066590000
2024-02-23,16236563999
2024-02-26,16155624000
2024-02-27,16596747000
2024-02-28,16540088999
2024-02-29,16714109999
2024-03-01,16612934999
2024-03-04,16442961000
2024-03-05,16531995000
2024-03-06,16697922000
2024-03-07,16823379000
2024-03-08,17054058000
2024-03-11,17215938000
2024-03-12,17454711000
2024-03-13,17596356000
2024-03-14,17503275000
2024-03-15,16908366000
2024-03-18,16896225000
2024-03-19,17045963999
2024-03-20,17559933000
2024-03-21,17260455000
2024-03-22,16815284999
2024-03-25,16722204000
2024-03-26,16827426000
2024-03-27,17110716000
2024-03-28,17450664000
2024-04-01,16896225000
2024-04-02,16592700000
2024-04-03,16677687000
2024-04-04,16669593000
2024-04-05,16706016000
2024-04-08,17203797000
2024-04-09,17130951000
2024-04-10,16770768000
2024-04-11,16710063000
2024-04-12,16353926999
2024-04-15,16378209000
2024-04-16,16155624000
2024-04-17,16058496000
2024-04-18,16511759999
2024-04-19,16823379000
2024-04-22,17058105000
2024-04-23,17345442000
2024-04-24,18219594000
2024-04-25,18073902000
2024-04-26,18077949000
2024-04-29,18090090000
2024-04-30,17798706000
2024-05-01,17790612000
2024-05-02,18312675000
2024-05-03,18454320000
2024-05-06,18713328000
2024-05-07,18320769000
2024-05-08,18458367000
2024-05-09,18656670000
2024-05-10,18506931000
2024-05-13,18175077000
2024-05-14,18284346000
2024-05-15,17863458000
2024-05-16,17596356000
2024-05-17,17782518000
2024-05-20,17875599000
2024-05-21,18130560000
2024-05-22,17620638000
2024-05-23,17345442000
2024-05-24,17535651000
2024-05-28,17491134000
2024-05-29,17151186000
2024-05-30,17398053000
2024-05-31,17725860000
2024-06-03,17628732000
2024-06-04,17207844000
2024-06-05,17321160000
2024-06-06,17426382000
2024-06-07,17685390000
2024-06-10,17944398000
2024-06-11,17187609000
2024-06-12,17665155000
2024-06-13,17341395000
2024-06-14,16871943000
2024-06-17,17438523000
2024-06-18,17657061000
2024-06-20,18183171000
2024-06-21,17997009000
2024-06-24,18421944000
2024-06-25,18276252000
2024-06-26,18162936000
2024-06-27,17899881000
2024-06-28,19097793000
2024-07-01,19470117000
2024-07-02,19437741000
2024-07-03,19166592000
2024-07-05,18988524000
2024-07-08,19292049000
2024-07-09,19607715000
2024-07-10,19462023000
2024-07-11,19854582000
2024-07-12,19874817000
2024-07-15,20252496000
2024-07-16,20647803000
2024-07-17,20851446000
2024-07-18,20296419000
2024-07-19,19953021000
2024-07-22,20172636000
2024-07-23,20288433000
2024-07-24,19917084000
2024-07-25,20116734000
2024-07-26,20276454000
2024-07-29,20168643000
2024-07-30,20360307000
2024-07-31,20280447000
2024-08-01,19390008000
2024-08-02,17964507000
2024-08-05,17477361000
2024-08-06,17692983000
2024-08-07,17688990000
2024-08-08,18271968000
2024-08-09,18595401000
