,CHD
2009-05-28,3519913680
2009-05-29,3536795760
2009-06-01,3559305200
2009-06-02,3607137760
2009-06-03,3609951440
2009-06-04,3573373600
2009-06-05,3522727360
2009-06-08,3539609440
2009-06-09,3539609440
2009-06-10,3559305200
2009-06-11,3584628320
2009-06-12,3640901920
2009-06-15,3629647200
2009-06-16,3590255680
2009-06-17,3643715600
2009-06-18,3719684960
2009-06-19,3733753360
2009-06-22,3798468000
2009-06-23,3773144880
2009-06-24,3784399600
2009-06-25,3846300560
2009-06-26,3884312039
2009-06-29,3875861760
2009-06-30,3825160080
2009-07-01,3842060640
2009-07-02,3704039400
2009-07-06,3794175720
2009-07-07,3743474039
2009-07-08,3754741080
2009-07-09,3746290800
2009-07-10,3751924320
2009-07-13,3799809240
2009-07-14,3856144440
2009-07-15,3898395840
2009-07-16,3904029360
2009-07-17,3957547800
2009-07-20,3971631600
2009-07-21,3971631600
2009-07-22,4042050600
2009-07-23,4123736640
2009-07-24,4143453960
2009-07-27,4154721000
2009-07-28,4143453960
2009-07-29,4171621560
2009-07-30,4205422680
2009-07-31,4154721000
2009-08-03,4157537760
2009-08-04,4154721000
2009-08-05,4098385800
2009-08-06,4050500880
2009-08-07,4073034960
2009-08-10,4047684120
2009-08-11,4033600320
2009-08-12,4047684120
2009-08-13,4061767920
2009-08-14,4019516520
2009-08-17,4064584680
2009-08-18,4019516520
2009-08-19,4073034960
2009-08-20,4115286360
2009-08-21,4151904240
2009-08-24,4104019320
2009-08-25,4075851720
2009-08-26,4058951160
2009-08-27,4047684120
2009-08-28,4036417080
2009-08-31,4022333280
2009-09-01,4005432720
2009-09-02,3985715400
2009-09-03,3999799200
2009-09-04,3980081880
2009-09-08,3904029360
2009-09-09,3875861760
2009-09-10,3912479640
2009-09-11,3898395840
2009-09-14,3909662880
2009-09-15,3892762320
2009-09-16,3926563440
2009-09-17,3951914280
2009-09-18,3977265120
2009-09-21,3949097520
2009-09-22,3960364560
2009-09-23,3932196960
2009-09-24,3957547800
2009-09-25,3929374400
2009-09-28,3960403199
2009-09-29,3977328000
2009-09-30,4002715200
2009-10-01,3974507200
2009-10-02,3997073600
2009-10-05,3991432000
2009-10-06,3980148800
2009-10-07,3982969600
2009-10-08,4036564800
2009-10-09,4025281600
2009-10-12,4022460800
2009-10-13,3971686400
2009-10-14,3926553600
2009-10-15,3974507200
2009-10-16,3915270400
2009-10-19,3929374400
2009-10-20,3920912000
2009-10-21,3887062400
2009-10-22,3926553600
2009-10-23,3906808000
2009-10-26,3870137600
2009-10-27,3884241600
2009-10-28,3867316800
2009-10-29,3918091200
2009-10-30,4011177600
2009-11-02,4112726400
2009-11-03,4047848000
2009-11-04,4042206400
2009-11-05,4047848000
2009-11-06,4067593600
2009-11-09,4138113600
2009-11-10,4169142400
2009-11-11,4211454400
2009-11-12,4124009600
2009-11-13,4124009600
2009-11-16,4177604800
2009-11-17,4160680000
2009-11-18,4197350400
2009-11-19,4126830400
2009-11-20,4109905600
2009-11-23,4171963199
2009-11-24,4149396800
2009-11-25,4169142400
2009-11-27,4152217600
2009-11-30,4163500800
2009-12-01,4200171200
2009-12-02,4253766400
2009-12-03,4267870400
2009-12-04,4284795200
2009-12-07,4256587200
2009-12-08,4217096000
2009-12-09,4267870400
2009-12-10,4259408000
2009-12-11,4245304000
2009-12-14,4253766400
2009-12-15,4219916800
2009-12-16,4171963199
2009-12-17,4104264000
2009-12-18,4084518400
2009-12-21,4279153600
2009-12-22,4313003200
2009-12-23,4360956800
2009-12-24,4360956800
2009-12-28,4366598400
2009-12-29,4360956800
2009-12-30,4318644800
2009-12-31,4279152000
2010-01-04,4344288000
2010-01-05,4284816000
2010-01-06,4304640000
2010-01-07,4256496000
2010-01-08,4248000000
2010-01-11,4228176000
2010-01-12,4335792000
2010-01-13,4392432000
2010-01-14,4426416000
2010-01-15,4449072000
2010-01-19,4491552000
2010-01-20,4488720000
2010-01-21,4403760000
2010-01-22,4369776000
2010-01-25,4330128000
2010-01-26,4315968000
2010-01-27,4315968000
2010-01-28,4310304000
2010-01-29,4267824000
2010-02-01,4264992000
2010-02-02,4398096000
2010-02-03,4383936000
2010-02-04,4313136000
2010-02-05,4327296000
2010-02-08,4287648000
2010-02-09,4514208000
2010-02-10,4468896000
2010-02-11,4553855999
2010-02-12,4556688000
2010-02-16,4562352000
2010-02-17,4593504000
2010-02-18,4664304000
2010-02-19,4667136000
2010-02-22,4686960000
2010-02-23,4667136000
2010-02-24,4769088000
2010-02-25,4774752000
2010-02-26,4757760000
2010-03-01,4760592000
2010-03-02,4786080000
2010-03-03,4735104000
2010-03-04,4735104000
2010-03-05,4757760000
2010-03-08,4780416000
2010-03-09,4771920000
2010-03-10,4780416000
2010-03-11,4817232000
2010-03-12,4851216000
2010-03-15,4763424000
2010-03-16,4808736000
2010-03-17,4797408000
2010-03-18,4800240000
2010-03-19,4805904000
2010-03-22,4871040000
2010-03-23,4899360000
2010-03-24,4862544000
2010-03-25,4766255999
2010-03-26,4706784000
2010-03-29,4763424000
2010-03-30,4760592000
2010-03-31,4740768000
2010-04-01,4794576000
2010-04-05,4808120000
2010-04-06,4796760000
2010-04-07,4805280000
2010-04-08,4813800000
2010-04-09,4833680000
2010-04-12,4813800000
2010-04-13,4822320000
2010-04-14,4856400000
2010-04-15,4853560000
2010-04-16,4850719999
2010-04-19,4833680000
2010-04-20,4825160000
2010-04-21,4845040000
2010-04-22,4842200000
2010-04-23,4839360000
2010-04-26,4896160000
2010-04-27,4899000000
2010-04-28,4873440000
2010-04-29,4884800000
2010-04-30,4916040000
2010-05-03,4918880000
2010-05-04,4921719999
2010-05-05,4924560000
2010-05-06,4813800000
2010-05-07,4739960000
2010-05-10,4927400000
2010-05-11,4757000000
2010-05-12,4765520000
2010-05-13,4728600000
2010-05-14,4657600000
2010-05-17,4765520000
2010-05-18,4725760000
2010-05-19,4731440000
2010-05-20,4609320000
2010-05-21,4609320000
2010-05-24,4651920000
2010-05-25,4586600000
2010-05-26,4657600000
2010-05-27,4660440000
2010-05-28,4671800000
2010-06-01,4683160000
2010-06-02,4771200000
2010-06-03,4779719999
2010-06-04,4620680000
2010-06-07,4651920000
2010-06-08,4708719999
2010-06-09,4757000000
2010-06-10,4791080000
2010-06-11,4859240000
2010-06-14,4833680000
2010-06-15,4870600000
2010-06-16,4771200000
2010-06-17,4799600000
2010-06-18,4722920000
2010-06-21,4734280000
2010-06-22,4646240000
2010-06-23,4629200000
2010-06-24,4603640000
2010-06-25,4586600000
2010-06-28,4617840000
2010-06-29,4498560000
2010-06-30,4453120000
2010-07-01,4450280000
2010-07-02,4453704000
2010-07-06,4462236000
2010-07-07,4513428000
2010-07-08,4573151999
2010-07-09,4598748000
2010-07-12,4601592000
2010-07-13,4652784000
2010-07-14,4678380000
2010-07-15,4692600000
2010-07-16,4615812000
2010-07-19,4678380000
2010-07-20,4763700000
2010-07-21,4664160000
2010-07-22,4664160000
2010-07-23,4706820000
2010-07-26,4792140000
2010-07-27,4803516000
2010-07-28,4772232000
2010-07-29,4726728000
2010-07-30,4712508000
2010-08-02,4723884000
2010-08-03,4612968000
2010-08-04,4658472000
2010-08-05,4433796000
2010-08-06,4430952000
2010-08-09,4470768000
2010-08-10,4448016000
2010-08-11,4345632000
2010-08-12,4413888000
2010-08-13,4405356000
2010-08-16,4422420000
2010-08-17,4448016000
2010-08-18,4430952000
2010-08-19,4385448000
2010-08-20,4331412000
2010-08-23,4288752000
2010-08-24,4291596000
2010-08-25,4291596000
2010-08-26,4300128000
2010-08-27,4379760000
2010-08-30,4317192000
2010-08-31,4354164000
2010-09-01,4399668000
2010-09-02,4456548000
2010-09-03,4467924000
2010-09-07,4413888000
2010-09-08,4499208000
2010-09-09,4502052000
2010-09-10,4527648000
2010-09-13,4541868000
2010-09-14,4539024000
2010-09-15,4581684000
2010-09-16,4570308000
2010-09-17,4581684000
2010-09-20,4598748000
2010-09-21,4575996000
2010-09-22,4550400000
2010-09-23,4516272000
2010-09-24,4581684000
2010-09-27,4624344000
2010-09-28,4621500000
2010-09-29,4627188000
2010-09-30,4618656000
2010-10-01,4641826000
2010-10-04,4815432000
2010-10-05,4866660000
2010-10-06,4863814000
2010-10-07,4875198000
2010-10-08,4966270000
2010-10-11,4946348000
2010-10-12,4932117999
2010-10-13,4957732000
2010-10-14,4966270000
2010-10-15,4966270000
2010-10-18,4920734000
2010-10-19,4849584000
2010-10-20,4860967999
2010-10-21,4838200000
2010-10-22,4832508000
2010-10-25,4829662000
2010-10-26,4769896000
2010-10-27,4764204000
2010-10-28,4715822000
2010-10-29,4684516000
2010-11-01,4704438000
2010-11-02,4698746000
2010-11-03,4698746000
2010-11-04,4701592000
2010-11-05,4695900000
2010-11-08,4707284000
2010-11-09,4638980000
2010-11-10,4687362000
2010-11-11,4636134000
2010-11-12,4670286000
2010-11-15,4641826000
2010-11-16,4576367999
2010-11-17,4576367999
2010-11-18,4656056000
2010-11-19,4650364000
2010-11-22,4690208000
2010-11-23,4633288000
2010-11-24,4664594000
2010-11-26,4647517999
2010-11-29,4647517999
2010-11-30,4641826000
2010-12-01,4675978000
2010-12-02,4698746000
2010-12-03,4715822000
2010-12-06,4795510000
2010-12-07,4781280000
2010-12-08,4784126000
2010-12-09,4769896000
2010-12-10,4775588000
2010-12-13,4767050000
2010-12-14,4815432000
2010-12-15,4832508000
2010-12-16,4832508000
2010-12-17,4895120000
2010-12-20,4934964000
2010-12-21,4946348000
2010-12-22,5028882000
2010-12-23,5011806000
2010-12-27,4994730000
2010-12-28,4994730000
2010-12-29,4986192000
2010-12-30,4977654000
2010-12-31,4926600000
2011-01-03,4949447999
2011-01-04,4935168000
2011-01-05,4949447999
2011-01-06,4943736000
2011-01-07,4909464000
2011-01-10,4938024000
2011-01-11,4932312000
2011-01-12,5040840000
2011-01-13,4978008000
2011-01-14,4989432000
2011-01-18,5023704000
2011-01-19,5009424000
2011-01-20,5003712000
2011-01-21,4975152000
2011-01-24,5040840000
2011-01-25,5077968000
2011-01-26,5057976000
2011-01-27,4955160000
2011-01-28,4923744000
2011-01-31,4912320000
2011-02-01,4955160000
2011-02-02,4895184000
2011-02-03,4903752000
2011-02-04,4909464000
2011-02-07,4986576000
2011-02-08,5086536000
2011-02-09,5140800000
2011-02-10,5086536000
2011-02-11,5206488000
2011-02-14,5163647999
2011-02-15,5163647999
2011-02-16,5215056000
2011-02-17,5272176000
2011-02-18,5275032000
2011-02-22,5260752000
2011-02-23,5269320000
2011-02-24,5209344000
2011-02-25,5329296000
2011-02-28,5386416000
2011-03-01,5335008000
2011-03-02,5320728000
2011-03-03,5437824000
2011-03-04,5452104000
2011-03-07,5474952000
2011-03-08,5566344000
2011-03-09,5557776000
2011-03-10,5494944000
2011-03-11,5509224000
2011-03-14,5483520000
2011-03-15,5469240000
2011-03-16,5497800000
2011-03-17,5546352000
2011-03-18,5623464000
2011-03-21,5743416000
2011-03-22,5649168000
2011-03-23,5620608000
2011-03-24,5637744000
2011-03-25,5646312000
2011-03-28,5709144000
2011-03-29,5746272000
2011-03-30,5712000000
2011-03-31,5663447999
2011-04-01,5723402000
2011-04-04,5729134000
2011-04-05,5686144000
2011-04-06,5743464000
2011-04-07,5709072000
2011-04-08,5663216000
2011-04-11,5700474000
2011-04-12,5723402000
2011-04-13,5732000000
2011-04-14,5729134000
2011-04-15,5795052000
2011-04-18,5703340000
2011-04-19,5668948000
2011-04-20,5709072000
2011-04-21,5714804000
2011-04-25,5594432000
2011-04-26,5651752000
2011-04-27,5697608000
2011-04-28,5860970000
2011-04-29,5909692000
2011-05-02,5875300000
2011-05-03,5840908000
2011-05-04,5860970000
2011-05-05,5875300000
2011-05-06,5654618000
2011-05-09,5668948000
2011-05-10,5898227999
2011-05-11,5823712000
2011-05-12,5949816000
2011-05-13,5924022000
2011-05-16,5924022000
2011-05-17,5915424000
2011-05-18,5878166000
2011-05-19,5975610000
2011-05-20,5886764000
2011-05-23,5866702000
2011-05-24,5812248000
2011-05-25,5743464000
2011-05-26,5875300000
2011-05-27,5901094000
2011-05-31,6027198000
2011-06-01,5875300000
2011-06-02,5840908000
2011-06-03,5732000000
2011-06-06,5789320000
2011-06-07,5729134000
2011-06-08,5703340000
2011-06-09,5780722000
2011-06-10,5694742000
2011-06-13,5711938000
2011-06-14,5732000000
2011-06-15,5625958000
2011-06-16,5697608000
2011-06-17,5714804000
2011-06-20,5795052000
2011-06-21,5949816000
2011-06-22,5826577999
2011-06-23,5717670000
2011-06-24,5780722000
2011-06-27,5757794000
2011-06-28,5769258000
2011-06-29,5777856000
2011-06-30,5809382000
2011-07-01,5923314000
2011-07-05,5877330000
2011-07-06,5891700000
2011-07-07,5906070000
2011-07-08,5894574000
2011-07-11,5911818000
2011-07-12,6035400000
2011-07-13,6035400000
2011-07-14,5998038000
2011-07-15,6121620000
2011-07-18,6061266000
2011-07-19,6115872000
2011-07-20,6124494000
2011-07-21,6107250000
2011-07-22,6069888000
2011-07-25,6015282000
2011-07-26,6021030000
2011-07-27,5943432000
2011-07-28,5837094000
2011-07-29,5796858000
2011-08-01,5768118000
2011-08-02,5719260000
2011-08-03,5756622000
2011-08-04,5391624000
2011-08-05,5538198000
2011-08-08,5316900000
2011-08-09,5733630000
2011-08-10,5745126000
2011-08-11,5952054000
2011-08-12,5954928000
2011-08-15,6021030000
2011-08-16,6015282000
2011-08-17,5943432000
2011-08-18,5808354000
2011-08-19,5811228000
2011-08-22,5865834000
2011-08-23,6038274000
2011-08-24,6049770000
2011-08-25,5975046000
2011-08-26,6098628000
2011-08-29,6184848000
2011-08-30,6271068000
2011-08-31,6256698000
2011-09-01,6242328000
2011-09-02,6078510000
2011-09-06,6158982000
2011-09-07,6196344000
2011-09-08,6127368000
2011-09-09,6058391999
2011-09-12,6055518000
2011-09-13,6130241999
2011-09-14,6239454000
2011-09-15,6179100000
2011-09-16,6337170000
2011-09-19,6342918000
2011-09-20,6388902000
2011-09-21,6225084000
2011-09-22,6179100000
2011-09-23,6144612000
2011-09-26,6383154000
2011-09-27,6449256000
2011-09-28,6363036000
2011-09-29,6394650000
2011-09-30,6316180000
2011-10-03,6104688000
2011-10-04,6116120000
2011-10-05,6184712000
2011-10-06,6347618000
2011-10-07,6307606000
2011-10-10,6359050000
2011-10-11,6319038000
2011-10-12,6384772000
2011-10-13,6396204000
2011-10-14,6421926000
2011-10-17,6379056000
2011-10-18,6273310000
2011-10-19,6239013999
2011-10-20,6319038000
2011-10-21,6404778000
2011-10-24,6353334000
2011-10-25,6281884000
2011-10-26,6350476000
2011-10-27,6367624000
2011-10-28,6333328000
2011-10-31,6313322000
2011-11-01,6110404000
2011-11-02,6113262000
2011-11-03,6178996000
2011-11-04,6201860000
2011-11-07,6181854000
2011-11-08,6239013999
2011-11-09,6138984000
2011-11-10,6224724000
2011-11-11,6247588000
2011-11-14,6273310000
2011-11-15,6353334000
2011-11-16,6264736000
2011-11-17,6239013999
2011-11-18,6216150000
2011-11-21,6110404000
2011-11-22,6196144000
2011-11-23,6093256000
2011-11-25,6121836000
2011-11-28,6239013999
2011-11-29,6256162000
2011-11-30,6324754000
2011-12-01,6276168000
2011-12-02,6279026000
2011-12-05,6336186000
2011-12-06,6359050000
2011-12-07,6396204000
2011-12-08,6359050000
2011-12-09,6421926000
2011-12-12,6424784000
2011-12-13,6336186000
2011-12-14,6293316000
2011-12-15,6381913999
2011-12-16,6404778000
2011-12-19,6427642000
2011-12-20,6464796000
2011-12-21,6547678000
2011-12-22,6541962000
2011-12-23,6573400000
2011-12-27,6604838000
2011-12-28,6561968000
2011-12-29,6621986000
2011-12-30,6539104000
2012-01-03,6460420000
2012-01-04,6377886000
2012-01-05,6426267999
2012-01-06,6525878000
2012-01-09,6537262000
2012-01-10,6375040000
2012-01-11,6406346000
2012-01-12,6446190000
2012-01-13,6449036000
2012-01-17,6500264000
2012-01-18,6585644000
2012-01-19,6651102000
2012-01-20,6594182000
2012-01-23,6571414000
2012-01-24,6517340000
2012-01-25,6531570000
2012-01-26,6531570000
2012-01-27,6477496000
2012-01-30,6446190000
2012-01-31,6454728000
2012-02-01,6531570000
2012-02-02,6511648000
2012-02-03,6503110000
2012-02-06,6437652000
2012-02-07,6779172000
2012-02-08,6773480000
2012-02-09,6773480000
2012-02-10,6750712000
2012-02-13,6790556000
2012-02-14,6753558000
2012-02-15,6790556000
2012-02-16,6759250000
2012-02-17,6727944000
2012-02-21,6753558000
2012-02-22,6733636000
2012-02-23,6804786000
2012-02-24,6810478000
2012-02-27,6782017999
2012-02-28,6801940000
2012-02-29,6793402000
2012-03-01,6819016000
2012-03-02,6836092000
2012-03-05,6850322000
2012-03-06,6759250000
2012-03-07,6799094000
2012-03-08,6861706000
2012-03-09,6924317999
2012-03-12,6952778000
2012-03-13,6995467999
2012-03-14,6938548000
2012-03-15,6904396000
2012-03-16,6895858000
2012-03-19,6924317999
2012-03-20,6932856000
2012-03-21,6958470000
2012-03-22,7009698000
2012-03-23,6975546000
2012-03-26,7058080000
2012-03-27,7018236000
2012-03-28,7029620000
2012-03-29,7029620000
2012-03-30,6998314000
2012-04-02,6910830000
2012-04-03,6969420000
2012-04-04,6919200000
2012-04-05,6935940000
2012-04-09,6947100000
2012-04-10,6866190000
2012-04-11,6949890000
2012-04-12,6997320000
2012-04-13,6991740000
2012-04-16,6991740000
2012-04-17,7025220000
2012-04-18,7036380000
2012-04-19,7061490000
2012-04-20,7106130000
2012-04-23,6980580000
2012-04-24,6949890000
2012-04-25,7114500000
2012-04-26,7125660000
2012-04-27,7000110000
2012-04-30,7086600000
2012-05-01,7114500000
2012-05-02,7128450000
2012-05-03,7173090000
2012-05-04,7189830000
2012-05-07,7304220000
2012-05-08,7329330000
2012-05-09,7396290000
2012-05-10,7418610000
2012-05-11,7404660000
2012-05-14,7418610000
2012-05-15,7563690000
2012-05-16,7521840000
2012-05-17,7410240000
2012-05-18,7373970000
2012-05-21,7354440000
2012-05-22,7452090000
2012-05-23,7446510000
2012-05-24,7499520000
2012-05-25,7471620000
2012-05-29,7549740000
2012-05-30,7488360000
2012-05-31,7426980000
2012-06-01,7373970000
2012-06-04,7396290000
2012-06-05,7413030000
2012-06-06,7463250000
2012-06-07,7496730000
2012-06-08,7507890000
2012-06-11,7463250000
2012-06-12,7463250000
2012-06-13,7466040000
2012-06-14,7491150000
2012-06-15,7401870000
2012-06-18,7507890000
2012-06-19,7521840000
2012-06-20,7443720000
2012-06-21,7351650000
2012-06-22,7457670000
2012-06-25,7401870000
2012-06-26,7510680000
2012-06-27,7572060000
2012-06-28,7566480000
2012-06-29,7739460000
2012-07-02,7809210000
2012-07-03,7912440000
2012-07-05,7915230000
2012-07-06,7968240000
2012-07-09,7943130000
2012-07-10,7993350000
2012-07-11,8021250000
2012-07-12,8043570000
2012-07-13,8104950000
2012-07-16,8099370000
2012-07-17,8197020000
2012-07-18,8121690000
2012-07-19,8024040000
2012-07-20,7931970000
2012-07-23,7901280000
2012-07-24,7881750000
2012-07-25,7839900000
2012-07-26,7998930000
2012-07-27,8046360000
2012-07-30,8043570000
2012-07-31,8037990000
2012-08-01,7937550000
2012-08-02,7962660000
2012-08-03,7915230000
2012-08-06,7770150000
2012-08-07,7329330000
2012-08-08,7426980000
2012-08-09,7259580000
2012-08-10,7217730000
2012-08-13,7200990000
2012-08-14,7287480000
2012-08-15,7337700000
2012-08-16,7393500000
2012-08-17,7393500000
2012-08-20,7399080000
2012-08-21,7778520000
2012-08-22,7697610000
2012-08-23,7639020000
2012-08-24,7694820000
2012-08-27,7625070000
2012-08-28,7633440000
2012-08-29,7591590000
2012-08-30,7574850000
2012-08-31,7636230000
2012-09-04,7683660000
2012-09-05,7599960000
2012-09-06,7714350000
2012-09-07,7708770000
2012-09-10,7647390000
2012-09-11,7588800000
2012-09-12,7544160000
2012-09-13,7541370000
2012-09-14,7443720000
2012-09-17,7404660000
2012-09-18,7340490000
2012-09-19,7418610000
2012-09-20,7496730000
2012-09-21,7477200000
2012-09-24,7555320000
2012-09-25,7533000000
2012-09-26,7530210000
2012-09-27,7516260000
2012-09-28,7533000000
2012-10-01,7580832000
2012-10-02,7561344000
2012-10-03,7564128000
2012-10-04,7600320000
2012-10-05,7672704000
2012-10-08,7603104000
2012-10-09,7447200000
2012-10-10,7447200000
2012-10-11,7477824000
2012-10-12,7427712000
2012-10-15,7427712000
2012-10-16,7480608000
2012-10-17,7444416000
2012-10-18,7463904000
2012-10-19,7330272000
2012-10-22,7294080000
2012-10-23,7166016000
2012-10-24,7168800000
2012-10-25,7096416000
2012-10-26,6973920000
2012-10-31,7065792000
2012-11-01,7132608000
2012-11-02,7107552000
2012-11-05,7218912000
2012-11-06,7210560000
2012-11-07,7037952000
2012-11-08,7060224000
2012-11-09,7065792000
2012-11-12,7079712000
2012-11-13,7118688000
2012-11-14,7040736000
2012-11-15,7096416000
2012-11-16,7246752000
2012-11-19,7321920000
2012-11-20,7416576000
2012-11-21,7441632000
2012-11-23,7502880000
2012-11-26,7516800000
2012-11-27,7505664000
2012-11-28,7516800000
2012-11-29,7516800000
2012-11-30,7539072000
2012-12-03,7514016000
2012-12-04,7469472000
2012-12-05,7469472000
2012-12-06,7552992000
2012-12-07,7625376000
2012-12-10,7656000000
2012-12-11,7619808000
2012-12-12,7511232000
2012-12-13,7444416000
2012-12-14,7399872000
2012-12-17,7424928000
2012-12-18,7514016000
2012-12-19,7411008000
2012-12-20,7486176000
2012-12-21,7430496000
2012-12-24,7411008000
2012-12-26,7444416000
2012-12-27,7466688000
2012-12-28,7436064000
2012-12-31,7410114000
2013-01-02,7545648000
2013-01-03,7600968000
2013-01-04,7653522000
2013-01-07,7650756000
2013-01-08,7733736000
2013-01-09,7711608000
2013-01-10,7711608000
2013-01-11,7730970000
2013-01-14,7766928000
2013-01-15,7777992000
2013-01-16,7758630000
2013-01-17,7847142000
2013-01-18,7883100000
2013-01-22,7855440000
2013-01-23,7869270000
2013-01-24,7894164000
2013-01-25,7905228000
2013-01-28,7907994000
2013-01-29,7966080000
2013-01-30,7982676000
2013-01-31,7993740000
2013-02-01,8090550000
2013-02-04,8076720000
2013-02-05,8173530000
2013-02-06,8262042000
2013-02-07,8159700000
2013-02-08,8317362000
2013-02-11,8248212000
2013-02-12,8295234000
2013-02-13,8245446000
2013-02-14,8198424000
2013-02-15,8281404000
2013-02-19,8358852000
2013-02-20,8311830000
2013-02-21,8333958000
2013-02-22,8499918000
2013-02-25,8452896000
2013-02-26,8508216000
2013-02-27,8566302000
2013-02-28,8569068000
2013-03-01,8488854000
2013-03-04,8505450000
2013-03-05,8513748000
2013-03-06,8447364000
2013-03-07,8430768000
2013-03-08,8430768000
2013-03-11,8439066000
2013-03-12,8450130000
2013-03-13,8469492000
2013-03-14,8466726000
2013-03-15,8458428000
2013-03-18,8458428000
2013-03-19,8524812000
2013-03-20,8665878000
2013-03-21,8621622000
2013-03-22,8798646000
2013-03-25,8710134000
2013-03-26,8820774000
2013-03-27,8784816000
2013-03-28,8936946000
2013-04-01,8930480000
2013-04-02,8938790000
2013-04-03,8858460000
2013-04-04,8827990000
2013-04-05,8761510000
2013-04-08,8761510000
2013-04-09,8744890000
2013-04-10,8775360000
2013-04-11,8855690000
2013-04-12,8850150000
2013-04-15,8714420000
2013-04-16,8830760000
2013-04-17,8681180000
2013-04-18,8587000000
2013-04-19,8664560000
2013-04-22,8780900000
2013-04-23,8855690000
2013-04-24,8678410000
2013-04-25,8772590000
2013-04-26,8769820000
2013-04-29,8852920000
2013-04-30,8850150000
2013-05-01,8711650000
2013-05-02,8877850000
2013-05-03,8841840000
2013-05-06,8717190000
2013-05-07,8755970000
2013-05-08,8808600000
2013-05-09,8728270000
2013-05-10,8819680000
2013-05-13,8794750000
2013-05-14,8891700000
2013-05-15,8952640000
2013-05-16,8852920000
2013-05-17,8880620000
2013-05-20,8725500000
2013-05-21,8697800000
2013-05-22,8587000000
2013-05-23,8656250000
2013-05-24,8678410000
2013-05-28,8725500000
2013-05-29,8526060000
2013-05-30,8556530000
2013-05-31,8423570000
2013-06-03,8395870000
2013-06-04,8351550000
2013-06-05,8240750000
2013-06-06,8357090000
2013-06-07,8462350000
2013-06-10,8465120000
2013-06-11,8431880000
2013-06-12,8445730000
2013-06-13,8484510000
2013-06-14,8503900000
2013-06-17,8575920000
2013-06-18,8562070000
2013-06-19,8393100000
2013-06-20,8243520000
2013-06-21,8310000000
2013-06-24,8271220000
2013-06-25,8257370000
2013-06-26,8321080000
2013-06-27,8456810000
2013-06-28,8548220000
2013-07-01,8538976000
2013-07-02,8538976000
2013-07-03,8536200000
2013-07-05,8569512000
2013-07-08,8597272000
2013-07-09,8666672000
2013-07-10,8680552000
2013-07-11,8791592000
2013-07-12,8910960000
2013-07-15,8885976000
2013-07-16,8827680000
2013-07-17,8827680000
2013-07-18,8833232000
2013-07-19,8860992000
2013-07-22,8872096000
2013-07-23,8899856000
2013-07-24,8799920000
2013-07-25,8891528000
2013-07-26,8919288000
2013-07-29,8885976000
2013-07-30,8880424000
2013-07-31,8841560000
2013-08-01,9027552000
2013-08-02,8716640000
2013-08-05,8724968000
2013-08-06,8711088000
2013-08-07,8580616000
2013-08-08,8530648000
2013-08-09,8513992000
2013-08-12,8505664000
2013-08-13,8505664000
2013-08-14,8452920000
2013-08-15,8375192000
2013-08-16,8383520000
2013-08-19,8439040000
2013-08-20,8466800000
2013-08-21,8444592000
2013-08-22,8475128000
2013-08-23,8500112000
2013-08-26,8447368000
2013-08-27,8386296000
2013-08-28,8305792000
2013-08-29,8283584000
2013-08-30,8236392000
2013-09-03,8211408000
2013-09-04,8000432000
2013-09-05,7864408000
2013-09-06,7886616000
2013-09-09,8050400000
2013-09-10,8183648000
2013-09-11,8225288000
2013-09-12,8228064000
2013-09-13,8303016000
2013-09-16,8377968000
2013-09-17,8561184000
2013-09-18,8641688000
2013-09-19,8672224000
2013-09-20,8569512000
2013-09-23,8575064000
2013-09-24,8625032000
2013-09-25,8466800000
2013-09-26,8466800000
2013-09-27,8419608000
2013-09-30,8348340000
2013-10-01,8428960000
2013-10-02,8412280000
2013-10-03,8345560000
2013-10-04,8334440000
2013-10-07,8292740000
2013-10-08,8237140000
2013-10-09,8295520000
2013-10-10,8440080000
2013-10-11,8526260000
2013-10-14,8534600000
2013-10-15,8431740000
2013-10-16,8598540000
2013-10-17,8665260000
2013-10-18,8731980000
2013-10-21,8681940000
2013-10-22,8873760000
2013-10-23,8904340000
2013-10-24,8943260000
2013-10-25,8957160000
2013-10-28,8962720000
2013-10-29,9026660000
2013-10-30,9046120000
2013-10-31,9057240000
2013-11-01,9037780000
2013-11-04,9062800000
2013-11-05,9076700000
2013-11-06,9096160000
2013-11-07,8937700000
2013-11-08,8923800000
2013-11-11,8898780000
2013-11-12,9029440000
2013-11-13,9140640000
2013-11-14,9146200000
2013-11-15,9165660000
2013-11-18,9121180000
2013-11-19,9012760000
2013-11-20,9037780000
2013-11-21,9121180000
2013-11-22,9087820000
2013-11-25,9126740000
2013-11-26,9151760000
2013-11-27,9132300000
2013-11-29,9071140000
2013-12-02,9071140000
2013-12-03,9187900000
2013-12-04,9176780000
2013-12-05,9132300000
2013-12-06,9301880000
2013-12-09,9299100000
2013-12-10,9182340000
2013-12-11,9190680000
2013-12-12,9101720000
2013-12-13,9140640000
2013-12-16,9135080000
2013-12-17,9096160000
2013-12-18,9235160000
2013-12-19,9140640000
2013-12-20,9240720000
2013-12-23,9207360000
2013-12-24,9226820000
2013-12-26,9215700000
2013-12-27,9254620000
2013-12-30,9262960000
2013-12-31,9146640000
2014-01-02,9039000000
2014-01-03,9041760000
2014-01-06,9066600000
2014-01-07,9099720000
2014-01-08,9019680000
2014-01-09,9041760000
2014-01-10,9077640000
2014-01-13,9005880000
