,WM
2009-04-14,13137232000
2009-04-15,13270180000
2009-04-16,13216016000
2009-04-17,13531152000
2009-04-20,13491760000
2009-04-21,13575468000
2009-04-22,13319420000
2009-04-23,13132308000
2009-04-24,13240636000
2009-04-27,13097840000
2009-04-28,13284952000
2009-04-29,13265256000
2009-04-30,13132308000
2009-05-01,12886108000
2009-05-04,13211092000
2009-05-05,13235712000
2009-05-06,13270180000
2009-05-07,13122460000
2009-05-08,13294800000
2009-05-11,13225864000
2009-05-12,13235712000
2009-05-13,13097840000
2009-05-14,13319420000
2009-05-15,13211092000
2009-05-18,13718264000
2009-05-19,14062944000
2009-05-20,13934920000
2009-05-21,13861060000
2009-05-22,13900452000
2009-05-26,14008780000
2009-05-27,13806896000
2009-05-28,13614860000
2009-05-29,13585316000
2009-06-01,14220512000
2009-06-02,14146652000
2009-06-03,14126956000
2009-06-04,14028476000
2009-06-05,13925072000
2009-06-08,13767504000
2009-06-09,13703492000
2009-06-10,13841364000
2009-06-11,14062944000
2009-06-12,14082640000
2009-06-15,13851212000
2009-06-16,13654252000
2009-06-17,13797048000
2009-06-18,13929996000
2009-06-19,13895528000
2009-06-22,13600088000
2009-06-23,13373584000
2009-06-24,13605012000
2009-06-25,13944768000
2009-06-26,13915224000
2009-06-29,14043248000
2009-06-30,13860352000
2009-07-01,13796366000
2009-07-02,13486280000
2009-07-06,13451826000
2009-07-07,13235258000
2009-07-08,13082676000
2009-07-09,13181116000
2009-07-10,13225414000
2009-07-13,13373074000
2009-07-14,13441982000
2009-07-15,13638862000
2009-07-16,13894806000
2009-07-17,13825898000
2009-07-20,13899728000
2009-07-21,13825898000
2009-07-22,14195048000
2009-07-23,14529744000
2009-07-24,14465758000
2009-07-27,14613418000
2009-07-28,14480524000
2009-07-29,14510056000
2009-07-30,13806210000
2009-07-31,13835742000
2009-08-03,13973558000
2009-08-04,14027700000
2009-08-05,14067076000
2009-08-06,13786522000
2009-08-07,14062154000
2009-08-10,14135984000
2009-08-11,14199970000
2009-08-12,14775844000
2009-08-13,15085930000
2009-08-14,14879206000
2009-08-17,14638028000
2009-08-18,14273800000
2009-08-19,14460836000
2009-08-20,14692170000
2009-08-21,14795532000
2009-08-24,14884128000
2009-08-25,14785688000
2009-08-26,14864440000
2009-08-27,14790610000
2009-08-28,14588808000
2009-08-31,14731546000
2009-09-01,14697092000
2009-09-02,14514978000
2009-09-03,14647872000
2009-09-04,14805376000
2009-09-08,14918582000
2009-09-09,14706936000
2009-09-10,14805376000
2009-09-11,14962880000
2009-09-14,15090852000
2009-09-15,14815220000
2009-09-16,14834908000
2009-09-17,14775844000
2009-09-18,15135150000
2009-09-21,14746312000
2009-09-22,14706936000
2009-09-23,14687248000
2009-09-24,14544510000
2009-09-25,14263956000
2009-09-28,14731546000
2009-09-29,14766000000
2009-09-30,14480592000
2009-10-01,14072688000
2009-10-02,14155240000
2009-10-05,14043552000
2009-10-06,13975568000
2009-10-07,13786184000
2009-10-08,13927008000
2009-10-09,13907584000
2009-10-12,13951288000
2009-10-13,14067832000
2009-10-14,14538864000
2009-10-15,15359528000
2009-10-16,15160432000
2009-10-19,15175000000
2009-10-20,15034176000
2009-10-21,15097304000
2009-10-22,15286688000
2009-10-23,15019608000
2009-10-26,14873928000
2009-10-27,15087592000
2009-10-28,14869072000
2009-10-29,14941912000
2009-10-30,14509728000
2009-11-02,14903064000
2009-11-03,14801088000
2009-11-04,14888496000
2009-11-05,15325536000
2009-11-06,15364384000
2009-11-09,15777144000
2009-11-10,15840271999
2009-11-11,15748008000
2009-11-12,15524632000
2009-11-13,15626608000
2009-11-16,15922824000
2009-11-17,16083071999
2009-11-18,15922824000
2009-11-19,15621752000
2009-11-20,15684879999
2009-11-23,16160768000
2009-11-24,16282168000
2009-11-25,16248176000
2009-11-27,16053936000
2009-11-30,15947104000
2009-12-01,16121920000
2009-12-02,16121920000
2009-12-03,16049079999
2009-12-04,16296736000
2009-12-07,16408424000
2009-12-08,16107352000
2009-12-09,16126776000
2009-12-10,16199616000
2009-12-11,16126776000
2009-12-14,16257887999
2009-12-15,16044224000
2009-12-16,16000520000
2009-12-17,15883976000
2009-12-18,16019944000
2009-12-21,16019944000
2009-12-22,16019944000
2009-12-23,16345295999
2009-12-24,16393855999
2009-12-28,16481263999
2009-12-29,16558960000
2009-12-30,16505544000
2009-12-31,16418136000
2010-01-04,16588095999
2010-01-05,16515255999
2010-01-06,16510400000
2010-01-07,16549248000
2010-01-08,16626944000
2010-01-11,16835752000
2010-01-12,16937728000
2010-01-13,16898879999
2010-01-14,16724063999
2010-01-15,16146200000
2010-01-19,16471552000
2010-01-20,16374432000
2010-01-21,16073360000
2010-01-22,15956816000
2010-01-25,15849984000
2010-01-26,15811136000
2010-01-27,15820848000
2010-01-28,15592616000
2010-01-29,15563479999
2010-02-01,15626608000
2010-02-02,15786855999
2010-02-03,15767432000
2010-02-04,15446936000
2010-02-05,15451792000
2010-02-08,15247840000
2010-02-09,15568336000
2010-02-10,15500352000
2010-02-11,15505208000
2010-02-12,15456648000
2010-02-16,15976240000
2010-02-17,16024800000
2010-02-18,15976240000
2010-02-19,16209328000
2010-02-22,16199616000
2010-02-23,15840271999
2010-02-24,15985952000
2010-02-25,16039368000
2010-02-26,16034512000
2010-03-01,16204471999
2010-03-02,16272455999
2010-03-03,16267600000
2010-03-04,16253032000
2010-03-05,16442416000
2010-03-08,16316160000
2010-03-09,16325871999
2010-03-10,16262744000
2010-03-11,16243320000
2010-03-12,16228752000
2010-03-15,16364720000
2010-03-16,16452128000
2010-03-17,16495832000
2010-03-18,16558960000
2010-03-19,16588095999
2010-03-22,16641512000
2010-03-23,16845463999
2010-03-24,16685216000
2010-03-25,16641512000
2010-03-26,16719208000
2010-03-29,16777479999
2010-03-30,16724063999
2010-03-31,16598703000
2010-04-01,16671018000
2010-04-05,16719228000
2010-04-06,16796364000
2010-04-07,16719228000
2010-04-08,16685481000
2010-04-09,16762617000
2010-04-12,16834932000
2010-04-13,16810826999
2010-04-14,16921710000
2010-04-15,16940994000
2010-04-16,16887963000
2010-04-19,16926531000
2010-04-20,16916889000
2010-04-21,16936173000
2010-04-22,16989204000
2010-04-23,17129013000
2010-04-26,17191686000
2010-04-27,16762617000
2010-04-28,17013309000
2010-04-29,16916889000
2010-04-30,16719228000
2010-05-03,16912068000
2010-05-04,16487820000
2010-05-05,16410684000
2010-05-06,15952689000
2010-05-07,15841806000
2010-05-10,16381757999
2010-05-11,16372116000
2010-05-12,16560135000
2010-05-13,16420326000
2010-05-14,16135887000
2010-05-17,16266054000
2010-05-18,16270875000
2010-05-19,16053929999
2010-05-20,15509157000
2010-05-21,15620040000
2010-05-24,15436842000
2010-05-25,15446484000
2010-05-26,15533262000
2010-05-27,15755028000
2010-05-28,15673070999
2010-06-01,15412737000
2010-06-02,15755028000
2010-06-03,15812879999
2010-06-04,15215076000
2010-06-07,15123477000
2010-06-08,15354885000
2010-06-09,15407916000
2010-06-10,15827343000
2010-06-11,15798417000
2010-06-14,15827343000
2010-06-15,16203381000
2010-06-16,16217844000
2010-06-17,16251591000
2010-06-18,16164813000
2010-06-21,16174454999
2010-06-22,15928584000
2010-06-23,15750207000
2010-06-24,15494694000
2010-06-25,15499515000
2010-06-28,15571829999
2010-06-29,15166866000
2010-06-30,14934717000
2010-07-01,15106545000
2010-07-02,15182913000
2010-07-06,15144729000
2010-07-07,15502703999
2010-07-08,15693624000
2010-07-09,15645894000
2010-07-12,15626802000
2010-07-13,15822495000
2010-07-14,15779538000
2010-07-15,15836814000
2010-07-16,15483611999
2010-07-19,15497931000
2010-07-20,15598164000
2010-07-21,15564753000
2010-07-22,15917955000
2010-07-23,16032507000
2010-07-26,16285475999
2010-07-27,16290249000
2010-07-28,16285475999
2010-07-29,16347525000
2010-07-30,16204335000
2010-08-02,16447758000
2010-08-03,16414347000
2010-08-04,16509807000
2010-08-05,16447758000
2010-08-06,16500261000
2010-08-09,16538445000
2010-08-10,16380936000
2010-08-11,15908409000
2010-08-12,15798630000
2010-08-13,15755673000
2010-08-16,15870225000
2010-08-17,16209108000
2010-08-18,16209108000
2010-08-19,15980003999
2010-08-20,16037280000
2010-08-23,15999096000
2010-08-24,15832041000
2010-08-25,15808175999
2010-08-26,15793857000
2010-08-27,16046825999
2010-08-30,15956139000
2010-08-31,15793857000
2010-09-01,16228200000
2010-09-02,16151832000
2010-09-03,16280703000
2010-09-07,16147059000
2010-09-08,16190016000
2010-09-09,16132739999
2010-09-10,16228200000
2010-09-13,16304567999
2010-09-14,16357071000
2010-09-15,16481169000
2010-09-16,16485942000
2010-09-17,16705500000
2010-09-20,16853463000
2010-09-21,16991880000
2010-09-22,17001425999
2010-09-23,16762775999
2010-09-24,17068248000
2010-09-27,16929831000
2010-09-28,16982334000
2010-09-29,17111205000
2010-09-30,17001518000
2010-10-01,17091901000
2010-10-04,17006275000
2010-10-05,17315480000
2010-10-06,17386835000
2010-10-07,17206069000
2010-10-08,17291695000
2010-10-11,17334508000
2010-10-12,17377321000
2010-10-13,17596143000
2010-10-14,17558087000
2010-10-15,17415377000
2010-10-18,17348779000
2010-10-19,17187041000
2010-10-20,17382078000
2010-10-21,17467704000
2010-10-22,17501003000
2010-10-25,17543816000
2010-10-26,17363050000
2010-10-27,17168013000
2010-10-28,17187041000
2010-10-29,16992004000
2010-11-01,16911134999
2010-11-02,17068116000
2010-11-03,17101415000
2010-11-04,17063358999
2010-11-05,16892107000
2010-11-08,16735126000
2010-11-09,16720855000
2010-11-10,16687556000
2010-11-11,16616201000
2010-11-12,16692313000
2010-11-15,16644743000
2010-11-16,16568631000
2010-11-17,16568631000
2010-11-18,16744640000
2010-11-19,16754154000
2010-11-22,16725611999
2010-11-23,16587658999
2010-11-24,16792209999
2010-11-26,16611444000
2010-11-29,16373594000
2010-11-30,16292725000
2010-12-01,16435434999
2010-12-02,16639985999
2010-12-03,16554359999
2010-12-06,16497276000
2010-12-07,16521060999
2010-12-08,16597173000
2010-12-09,16815995000
2010-12-10,17063358999
2010-12-13,17215583000
2010-12-14,17296452000
2010-12-15,17206069000
2010-12-16,17248882000
2010-12-17,17258396000
2010-12-20,17267910000
2010-12-21,17315480000
2010-12-22,17358293000
2010-12-23,17358293000
2010-12-27,17420134000
2010-12-28,17439162000
2010-12-29,17505760000
2010-12-30,17515274000
2010-12-31,17539059000
2011-01-03,17515274000
2011-01-04,17410620000
2011-01-05,17401106000
2011-01-06,17320237000
2011-01-07,17225097000
2011-01-10,17196555000
2011-01-11,17144228000
2011-01-12,17296452000
2011-01-13,17448676000
2011-01-14,17615171000
2011-01-18,17700797000
2011-01-19,17691283000
2011-01-20,17686526000
2011-01-21,17805451000
2011-01-24,17933890000
2011-01-25,18014759000
2011-01-26,18186011000
2011-01-27,18238338000
2011-01-28,18014759000
2011-01-31,18014759000
2011-02-01,18124170000
2011-02-02,18000488000
2011-02-03,17933890000
2011-02-04,17943404000
2011-02-07,18095628000
2011-02-08,18109899000
2011-02-09,18162226000
2011-02-10,18143198000
2011-02-11,18095628000
2011-02-14,18162226000
2011-02-15,18067086000
2011-02-16,18071843000
2011-02-17,18067086000
2011-02-18,18095628000
2011-02-22,17933890000
2011-02-23,17724582000
2011-02-24,17501003000
2011-02-25,17543816000
2011-02-28,17629442000
2011-03-01,17491489000
2011-03-02,17524788000
2011-03-03,17724582000
2011-03-04,17700797000
2011-03-07,17715068000
2011-03-08,17838750000
2011-03-09,17767395000
2011-03-10,17515274000
2011-03-11,17539059000
2011-03-14,17591386000
2011-03-15,17472461000
2011-03-16,17172770000
2011-03-17,17234611000
2011-03-18,17372564000
2011-03-21,17486732000
2011-03-22,17510517000
2011-03-23,17581872000
2011-03-24,17681769000
2011-03-25,17638956000
2011-03-28,17657984000
2011-03-29,17681769000
2011-03-30,17686526000
2011-03-31,17706628000
2011-04-01,17853630000
2011-04-04,17901050000
2011-04-05,17896308000
2011-04-06,18133408000
2011-04-07,18062278000
2011-04-08,17981664000
2011-04-11,17905792000
2011-04-12,17863114000
2011-04-13,17825178000
2011-04-14,17934244000
2011-04-15,17948470000
2011-04-18,17701886000
2011-04-19,17725596000
2011-04-20,18100214000
2011-04-21,18199796000
2011-04-25,18256700000
2011-04-26,18555446000
2011-04-27,18711932000
2011-04-28,18783062000
2011-04-29,18711932000
2011-05-02,18716674000
2011-05-03,18659770000
2011-05-04,18522252000
2011-05-05,18289894000
2011-05-06,18356282000
2011-05-09,18398960000
2011-05-10,18489058000
2011-05-11,18422670000
2011-05-12,18517510000
2011-05-13,18375250000
2011-05-16,18356282000
2011-05-17,18285152000
2011-05-18,18522252000
2011-05-19,18598124000
2011-05-20,18432154000
2011-05-23,18223506000
2011-05-24,18195054000
2011-05-25,18138150000
2011-05-26,18209280000
2011-05-27,18432154000
2011-05-31,18436896000
2011-06-01,18204538000
2011-06-02,18133408000
2011-06-03,17981664000
2011-06-06,17806210000
2011-06-07,17630756000
2011-06-08,17426850000
2011-06-09,17502722000
2011-06-10,17327268000
2011-06-13,17303558000
2011-06-14,17469528000
2011-06-15,17246654000
2011-06-16,17279848000
2011-06-17,17422108000
2011-06-20,17697144000
2011-06-21,17768274000
2011-06-22,17682918000
2011-06-23,17592820000
2011-06-24,17450560000
2011-06-27,17460044000
2011-06-28,17497980000
2011-06-29,17569110000
2011-06-30,17453541000
2011-07-01,17579982000
2011-07-05,17617446000
2011-07-06,17668959000
2011-07-07,17795400000
2011-07-08,17673642000
2011-07-11,17397345000
2011-07-12,17153829000
2011-07-13,17111682000
2011-07-14,16882214999
2011-07-15,16933727999
2011-07-18,16732358999
2011-07-19,16886898000
2011-07-20,16924362000
2011-07-21,17125731000
2011-07-22,16844751000
2011-07-25,16835385000
2011-07-26,16765139999
2011-07-27,16629333000
2011-07-28,15304044000
2011-07-29,14746767000
2011-08-01,14742084000
2011-08-02,14358078000
2011-08-03,14451738000
2011-08-04,14081781000
2011-08-05,14222271000
2011-08-08,13192011000
2011-08-09,13768020000
2011-08-10,13440210000
2011-08-11,14390859000
2011-08-12,14418957000
2011-08-15,14503251000
2011-08-16,14329980000
2011-08-17,14610960000
2011-08-18,13917876000
2011-08-19,13768020000
2011-08-22,14105196000
2011-08-23,15046479000
2011-08-24,15505413000
2011-08-25,15210383999
2011-08-26,15144822000
2011-08-29,15875370000
2011-08-30,15674001000
2011-08-31,15472632000
2011-09-01,15023064000
2011-09-02,14381493000
2011-09-06,14386176000
2011-09-07,14728035000
2011-09-08,14610960000
2011-09-09,14273784000
2011-09-12,14437689000
2011-09-13,14587545000
2011-09-14,14877891000
2011-09-15,15116724000
2011-09-16,14990283000
2011-09-19,14634375000
2011-09-20,14582862000
2011-09-21,13871046000
2011-09-22,13744605000
2011-09-23,14428323000
2011-09-26,15027747000
2011-09-27,15210383999
2011-09-28,14774865000
2011-09-29,15158870999
2011-09-30,15045976000
2011-10-03,14491456000
2011-10-04,14782579000
2011-10-05,15082944000
2011-10-06,15290889000
2011-10-07,15216953000
2011-10-10,15595875000
2011-10-11,15304751999
2011-10-12,15290889000
2011-10-13,15045976000
2011-10-14,15212332000
2011-10-17,15041354999
2011-10-18,15290889000
2011-10-19,15253921000
2011-10-20,15369446000
2011-10-21,15669810999
2011-10-24,15863893000
2011-10-25,15655948000
2011-10-26,16025628000
2011-10-27,15743747000
2011-10-28,15582012000
2011-10-31,15216953000
2011-11-01,14496077000
2011-11-02,14491456000
2011-11-03,14704022000
2011-11-04,14556150000
2011-11-07,14625465000
2011-11-08,14634707000
2011-11-09,14320479000
2011-11-10,14399036000
2011-11-11,14713264000
2011-11-14,14399036000
2011-11-15,14408278000
2011-11-16,14389794000
2011-11-17,14265027000
2011-11-18,14311237000
2011-11-21,13784443000
2011-11-22,14112534000
2011-11-23,13978525000
2011-11-25,14006251000
2011-11-28,14052461000
2011-11-29,14057082000
2011-11-30,14463730000
2011-12-01,14436004000
2011-12-02,14431383000
2011-12-05,14570013000
2011-12-06,14606981000
2011-12-07,14551529000
2011-12-08,14126397000
2011-12-09,14630086000
2011-12-12,14653191000
2011-12-13,14440625000
2011-12-14,14611602000
2011-12-15,14274269000
2011-12-16,14325100000
2011-12-19,14348205000
2011-12-20,14713264000
2011-12-21,14814926000
2011-12-22,14967419000
2011-12-23,15124532999
2011-12-27,15179985000
2011-12-28,14976660999
2011-12-29,15147638000
2011-12-30,15115291000
2012-01-03,15175364000
2012-01-04,14948935000
2012-01-05,15069081000
2012-01-06,15244679000
2012-01-09,15221573999
2012-01-10,15443382000
2012-01-11,15401793000
2012-01-12,15632843000
2012-01-13,15434140000
2012-01-17,15480350000
2012-01-18,15563528000
2012-01-19,15642085000
2012-01-20,15688295000
2012-01-23,15854651000
2012-01-24,15863893000
2012-01-25,15993281000
2012-01-26,16048732999
2012-01-27,16085701000
2012-01-30,16062596000
2012-01-31,16062596000
2012-02-01,16168879000
2012-02-02,16168879000
2012-02-03,16344476999
2012-02-06,16344476999
2012-02-07,16325993000
2012-02-08,16316751000
2012-02-09,16256678000
2012-02-10,16270541000
2012-02-13,16446139000
2012-02-14,16376823999
2012-02-15,16182742000
2012-02-16,15905482000
2012-02-17,15993281000
2012-02-21,16219710000
2012-02-22,16187363000
2012-02-23,16390687000
2012-02-24,16469244000
2012-02-27,16349098000
2012-02-28,16265920000
2012-02-29,16164257999
2012-03-01,16242815000
2012-03-02,16122669000
2012-03-05,16219710000
2012-03-06,16044112000
2012-03-07,15919345000
2012-03-08,16090322000
2012-03-09,16127290000
2012-03-12,16127290000
2012-03-13,16182742000
2012-03-14,16090322000
2012-03-15,16011765000
2012-03-16,16099564000
2012-03-19,16076459000
2012-03-20,16085701000
2012-03-21,16201226000
2012-03-22,16145773999
2012-03-23,16150395000
2012-03-26,16362960999
2012-03-27,16321372000
2012-03-28,16168879000
2012-03-29,16131910999
2012-03-30,16155016000
2012-04-02,16307045999
2012-04-03,16191195999
2012-04-04,16246804000
2012-04-05,16269974000
2012-04-09,16195830000
2012-04-10,15982666000
2012-04-11,16168026000
2012-04-12,16399726000
2012-04-13,16283876000
2012-04-16,16381190000
2012-04-17,16534112000
2012-04-18,16631426000
2012-04-19,16561916000
2012-04-20,16663864000
2012-04-23,16622157999
2012-04-24,16673131999
2012-04-25,16719472000
2012-04-26,16353386000
2012-04-27,15871450000
2012-04-30,15848280000
2012-05-01,16005836000
2012-05-02,15968764000
2012-05-03,15880718000
2012-05-04,15741698000
2012-05-07,15760234000
2012-05-08,15746331999
2012-05-09,15658286000
2012-05-10,15676822000
2012-05-11,15514631999
2012-05-14,15116107999
2012-05-15,15134643999
2012-05-16,15148545999
2012-05-17,15004892000
2012-05-18,14967819999
2012-05-21,15130010000
2012-05-22,15222690000
2012-05-23,15361710000
2012-05-24,15333906000
2012-05-25,15273664000
2012-05-29,15269030000
2012-05-30,15120742000
2012-05-31,15032695999
2012-06-01,14902943999
2012-06-04,14898310000
2012-06-05,14921480000
2012-06-06,14967819999
2012-06-07,15014160000
2012-06-08,15051231999
2012-06-11,14930748000
2012-06-12,15009526000
2012-06-13,15014160000
2012-06-14,14995624000
2012-06-15,15060500000
2012-06-18,15060500000
2012-06-19,15148545999
2012-06-20,15153180000
2012-06-21,15023428000
2012-06-22,15000257999
2012-06-25,14902943999
2012-06-26,14907578000
2012-06-27,15018793999
2012-06-28,15083669999
2012-06-29,15477560000
2012-07-02,15440607000
2012-07-03,15524145000
2012-07-05,15440607000
2012-07-06,15315300000
2012-07-09,15333864000
2012-07-10,15347787000
2012-07-11,14660919000
2012-07-12,14800149000
2012-07-13,15022916999
2012-07-16,15069327000
2012-07-17,15217839000
2012-07-18,15417402000
2012-07-19,15468453000
2012-07-20,15292095000
2012-07-23,15278172000
2012-07-24,15097173000
2012-07-25,15055403999
2012-07-26,15361710000
2012-07-27,15849015000
2012-07-30,16048578000
2012-07-31,15965040000
2012-08-01,15881502000
2012-08-02,15900066000
2012-08-03,16136757000
2012-08-06,16197090000
2012-08-07,16224936000
2012-08-08,16192449000
2012-08-09,16197090000
2012-08-10,16266704999
2012-08-13,16248141000
2012-08-14,16340961000
2012-08-15,16396653000
2012-08-16,16559088000
2012-08-17,16549805999
2012-08-20,16057860000
2012-08-21,16002167999
2012-08-22,15965040000
2012-08-23,15937194000
2012-08-24,15909348000
2012-08-27,15821169000
2012-08-28,15886142999
2012-08-29,16081065000
2012-08-30,16025373000
2012-08-31,16048578000
2012-09-04,16132116000
2012-09-05,15779400000
2012-09-06,15983603999
2012-09-07,16011450000
2012-09-10,15904707000
2012-09-11,15849015000
2012-09-12,15774759000
2012-09-13,15811887000
2012-09-14,15760836000
2012-09-17,15751553999
2012-09-18,15751553999
2012-09-19,15171428999
2012-09-20,15106454999
2012-09-21,15073967999
2012-09-24,15013635000
2012-09-25,14888328000
2012-09-26,14786226000
2012-09-27,14860482000
2012-09-28,14888328000
2012-10-01,14730091000
2012-10-02,14748719000
2012-10-03,14753376000
2012-10-04,14907057000
2012-10-05,14925684999
2012-10-08,14944313000
2012-10-09,14851173000
2012-10-10,14902400000
2012-10-11,14953627000
2012-10-12,14944313000
2012-10-15,15051424000
2012-10-16,15121279000
2012-10-17,15251675000
2012-10-18,15358785999
2012-10-19,15149221000
2012-10-22,15172506000
2012-10-23,15042109999
2012-10-24,14976911999
2012-10-25,15223732999
2012-10-26,15153878000
2012-10-31,15247018000
2012-11-01,15368100000
2012-11-02,14981569000
2012-11-05,15032796000
2012-11-06,15009510999
2012-11-07,14865144000
2012-11-08,14739405000
2012-11-09,14818574000
2012-11-12,14813917000
2012-11-13,14692835000
2012-11-14,14473956000
2012-11-15,14418072000
2012-11-16,14636951000
2012-11-19,14725434000
2012-11-20,14818574000
2012-11-21,14953627000
2012-11-23,15070052000
2012-11-26,14921028000
2012-11-27,14860487000
2012-11-28,15074708999
2012-11-29,15163192000
2012-11-30,15167849000
2012-12-03,15144564000
2012-12-04,15195791000
2012-12-05,15610264000
2012-12-06,15684776000
2012-12-07,15889683999
2012-12-10,15987481000
2012-12-11,15833800000
2012-12-12,15600950000
2012-12-13,15666148000
2012-12-14,15633549000
2012-12-17,15712718000
2012-12-18,15791886999
2012-12-19,15740659999
2012-12-20,15838457000
2012-12-21,15763945000
2012-12-24,15759288000
2012-12-26,15708060999
2012-12-27,15698747000
2012-12-28,15582322000
2012-12-31,15712718000
2013-01-02,15819829000
2013-01-03,15875713000
2013-01-04,15871056000
2013-01-07,15819829000
2013-01-08,15852428000
2013-01-09,16099249000
2013-01-10,16234302000
2013-01-11,16211017000
2013-01-14,16234302000
2013-01-15,16257586999
2013-01-16,16285529000
2013-01-17,16425239000
2013-01-18,16415925000
2013-01-22,16648775000
2013-01-23,16532350000
2013-01-24,16541664000
2013-01-25,16620832999
2013-01-28,16979422000
2013-01-29,16909567000
2013-01-30,16788484999
2013-01-31,16942166000
2013-02-01,16904909999
2013-02-04,16727944000
2013-02-05,16751229000
2013-02-06,16811770000
2013-02-07,17021334999
2013-02-08,16904909999
2013-02-11,16909567000
2013-02-12,16979422000
2013-02-13,17063248000
2013-02-14,17296098000
2013-02-15,17086532999
2013-02-19,17053933999
2013-02-20,17012021000
2013-02-21,16960794000
2013-02-22,17049277000
2013-02-25,16923538000
2013-02-26,17044620000
2013-02-27,17254185000
2013-02-28,17379924000
2013-03-01,17184330000
2013-03-04,17324040000
2013-03-05,17463750000
2013-03-06,17338011000
2013-03-07,17114475000
2013-03-08,17193644000
2013-03-11,17230900000
2013-03-12,17212272000
2013-03-13,17351982000
2013-03-14,17338011000
2013-03-15,17473064000
2013-03-18,17454436000
2013-03-19,17426494000
2013-03-20,17664001000
2013-03-21,17640716000
2013-03-22,17868909000
2013-03-25,17873566000
2013-03-26,17994648000
2013-03-27,17985334000
2013-03-28,18260097000
2013-04-01,18079656000
2013-04-02,18145162000
2013-04-03,18079656000
2013-04-04,18177915000
2013-04-05,18018829000
2013-04-08,18131125000
2013-04-09,18196631000
2013-04-10,18416544000
2013-04-11,18388470000
2013-04-12,18346359000
2013-04-15,17981397000
2013-04-16,18271495000
2013-04-17,17967360000
2013-04-18,17845706000
2013-04-19,18107730000
2013-04-22,18028187000
2013-04-23,18107730000
2013-04-24,18505445000
2013-04-25,18725358000
2013-04-26,18804901000
2013-04-29,18935913000
2013-04-30,19174542000
2013-05-01,18973345000
2013-05-02,19090320000
2013-05-03,19240048000
2013-05-06,19226011000
2013-05-07,19380418000
2013-05-08,19431887000
2013-05-09,19324270000
2013-05-10,19282159000
2013-05-13,19197937000
2013-05-14,19417850000
2013-05-15,19642442000
2013-05-16,19647121000
2013-05-17,19834281000
2013-05-20,19927861000
2013-05-21,20002725000
2013-05-22,19801528000
2013-05-23,19792170000
2013-05-24,19829602000
2013-05-28,19862355000
2013-05-29,19605010000
2013-05-30,19721985000
2013-05-31,19619047000
2013-06-03,19473998000
2013-06-04,19544183000
2013-06-05,19174542000
2013-06-06,18992061000
2013-06-07,18935913000
2013-06-10,18926555000
2013-06-11,18837654000
2013-06-12,18781506000
2013-06-13,18641136000
2013-06-14,18566272000
2013-06-17,18926555000
2013-06-18,19113715000
2013-06-19,18795543000
2013-06-20,18500766000
2013-06-21,18650494000
2013-06-24,18266816000
2013-06-25,18299569000
2013-06-26,18744074000
2013-06-27,18814259000
2013-06-28,18870407000
2013-07-01,19091124000
2013-07-02,18959720000
2013-07-03,18856474000
2013-07-05,19123975000
2013-07-08,19091124000
2013-07-09,19353932000
2013-07-10,19429020000
2013-07-11,19701214000
2013-07-12,19743451000
2013-07-15,19743451000
2013-07-16,19644898000
2013-07-17,19654284000
2013-07-18,19860776000
2013-07-19,19893627000
2013-07-22,19879548000
2013-07-23,19912399000
2013-07-24,19856083000
2013-07-25,19874855000
2013-07-26,19734065000
2013-07-29,19640205000
2013-07-30,19579196000
2013-07-31,19724679000
2013-08-01,19964022000
2013-08-02,19992180000
2013-08-05,20057882000
2013-08-06,20010952000
2013-08-07,20086040000
2013-08-08,20222137000
2013-08-09,20273760000
2013-08-12,20259681000
2013-08-13,20414550000
2013-08-14,20236216000
2013-08-15,19640205000
2013-08-16,19677749000
2013-08-19,19583889000
2013-08-20,19766916000
2013-08-21,19513494000
2013-08-22,19658977000
2013-08-23,19766916000
2013-08-26,19701214000
2013-08-27,19321081000
2013-08-28,19288230000
2013-08-29,19203756000
2013-08-30,18978492000
2013-09-03,18842395000
2013-09-04,18790772000
2013-09-05,18701605000
2013-09-06,18734456000
2013-09-09,18931562000
2013-09-10,19100510000
2013-09-11,19199063000
2013-09-12,19180291000
2013-09-13,19189677000
2013-09-16,19429020000
2013-09-17,19330467000
2013-09-18,19813846000
2013-09-19,19837311000
2013-09-20,19752837000
2013-09-23,19640205000
2013-09-24,19565117000
2013-09-25,19414941000
2013-09-26,19565117000
2013-09-27,19424327000
2013-09-30,19184848000
2013-10-01,19343016000
2013-10-02,19175544000
2013-10-03,18896424000
2013-10-04,18980160000
2013-10-07,19008072000
2013-10-08,18835948000
2013-10-09,18794080000
2013-10-10,19180196000
2013-10-11,19417448000
2013-10-14,19408144000
2013-10-15,19273236000
2013-10-16,19529096000
2013-10-17,19757044000
2013-10-18,19747740000
2013-10-21,19780304000
2013-10-22,20008252000
2013-10-23,20143160000
2013-10-24,20129204000
2013-10-25,20305980000
2013-10-28,20287372000
2013-10-29,20119900000
2013-10-30,19789608000
2013-10-31,20254808000
2013-11-01,20324588000
2013-11-04,20292024000
2013-11-05,20329240000
2013-11-06,20366456000
2013-11-07,20180376000
2013-11-08,20543232000
2013-11-11,20524624000
2013-11-12,20371108000
2013-11-13,20552536000
2013-11-14,20836308000
2013-11-15,21031692000
2013-11-18,21157296000
2013-11-19,21092168000
2013-11-20,21124732000
2013-11-21,21296856000
2013-11-22,21445720000
2013-11-25,21245684000
2013-11-26,21268944000
