,HI
2017-06-28,2310930000
2017-06-29,2291910000
2017-06-30,2288740000
2017-07-03,2307760000
2017-07-05,2291910000
2017-07-06,2263380000
2017-07-07,2257040000
2017-07-10,2247530000
2017-07-11,2269720000
2017-07-12,2288740000
2017-07-13,2276060000
2017-07-14,2279230000
2017-07-17,2298250000
2017-07-18,2282400000
2017-07-19,2310930000
2017-07-20,2310930000
2017-07-21,2285570000
2017-07-24,2282400000
2017-07-25,2333120000
2017-07-26,2298250000
2017-07-27,2285570000
2017-07-28,2279230000
2017-07-31,2282400000
2017-08-01,2279230000
2017-08-02,2269720000
2017-08-03,2288740000
2017-08-04,2333120000
2017-08-07,2317270000
2017-08-08,2345800000
2017-08-09,2326780000
2017-08-10,2304590000
2017-08-11,2298250000
2017-08-14,2342630000
2017-08-15,2320440000
2017-08-16,2323610000
2017-08-17,2257040000
2017-08-18,2238020000
2017-08-21,2231680000
2017-08-22,2257040000
2017-08-23,2244360000
2017-08-24,2244360000
2017-08-25,2263380000
2017-08-28,2228510000
2017-08-29,2231680000
2017-08-30,2234850000
2017-08-31,2266550000
2017-09-01,2266550000
2017-09-05,2228510000
2017-09-06,2231680000
2017-09-07,2225340000
2017-09-08,2247530000
2017-09-11,2276060000
2017-09-12,2301420000
2017-09-13,2304590000
2017-09-14,2304590000
2017-09-15,2326780000
2017-09-18,2361650000
2017-09-19,2364820000
2017-09-20,2387010000
2017-09-21,2380670000
2017-09-22,2387010000
2017-09-25,2396520000
2017-09-26,2421880000
2017-09-27,2475770000
2017-09-28,2494790000
2017-09-29,2463090000
2017-10-02,2480400000
2017-10-03,2496300000
2017-10-04,2505840000
2017-10-05,2499480000
2017-10-06,2496300000
2017-10-09,2486760000
2017-10-10,2483580000
2017-10-11,2480400000
2017-10-12,2486760000
2017-10-13,2493120000
2017-10-16,2496300000
2017-10-17,2464500000
2017-10-18,2499480000
2017-10-19,2474040000
2017-10-20,2505840000
2017-10-23,2486760000
2017-10-24,2515380000
2017-10-25,2505840000
2017-10-26,2550360000
2017-10-27,2559900000
2017-10-30,2502660000
2017-10-31,2515380000
2017-11-01,2528100000
2017-11-02,2540820000
2017-11-03,2540820000
2017-11-06,2540820000
2017-11-07,2537640000
2017-11-08,2521740000
2017-11-09,2464500000
2017-11-10,2470860000
2017-11-13,2464500000
2017-11-14,2470860000
2017-11-15,2435880000
2017-11-16,2693460000
2017-11-17,2747520000
2017-11-20,2722080000
2017-11-21,2766600000
2017-11-22,2776140000
2017-11-24,2785680000
2017-11-27,2846100000
2017-11-28,2830200000
2017-11-29,2865180000
2017-11-30,2896980000
2017-12-01,2852460000
2017-12-04,2852460000
2017-12-05,2928780000
2017-12-06,2896980000
2017-12-07,2903340000
2017-12-08,2896980000
2017-12-11,2868360000
2017-12-12,2817480000
2017-12-13,2846100000
2017-12-14,2830200000
2017-12-15,2836560000
2017-12-18,2858820000
2017-12-19,2852460000
2017-12-20,2884260000
2017-12-21,2874720000
2017-12-22,2858820000
2017-12-26,2855640000
2017-12-27,2865180000
2017-12-28,2874720000
2017-12-29,2842920000
2018-01-02,2842170000
2018-01-03,2851665000
2018-01-04,2851665000
2018-01-05,2810520000
2018-01-08,2804190000
2018-01-09,2807355000
2018-01-10,2788365000
2018-01-11,2864325000
2018-01-12,2835840000
2018-01-16,2816850000
2018-01-17,2854830000
2018-01-18,2832675000
2018-01-19,2883315000
2018-01-22,2857995000
2018-01-23,2848500000
2018-01-24,2835840000
2018-01-25,2880150000
2018-01-26,2883315000
2018-01-29,2857995000
2018-01-30,2823180000
2018-01-31,2804190000
2018-02-01,2895975000
2018-02-02,2807355000
2018-02-05,2715570000
2018-02-06,2775705000
2018-02-07,2864325000
2018-02-08,2756715000
2018-02-09,2788365000
2018-02-12,2791530000
2018-02-13,2791530000
2018-02-14,2826345000
2018-02-15,2867490000
2018-02-16,2895975000
2018-02-20,2826345000
2018-02-21,2848500000
2018-02-22,2839005000
2018-02-23,2857995000
2018-02-26,2880150000
2018-02-27,2842170000
2018-02-28,2778870000
2018-03-01,2769375000
2018-03-02,2797860000
2018-03-05,2826345000
2018-03-06,2880150000
2018-03-07,2902305000
2018-03-08,2892810000
2018-03-09,3003585000
2018-03-12,2968770000
2018-03-13,2968770000
2018-03-14,2937120000
2018-03-15,2918130000
2018-03-16,2933955000
2018-03-19,2908635000
2018-03-20,2911800000
2018-03-21,2921295000
2018-03-22,2883315000
2018-03-23,2826345000
2018-03-26,2902305000
2018-03-27,2845335000
2018-03-28,2867490000
2018-03-29,2905470000
2018-04-02,2797740000
2018-04-03,2851120000
2018-04-04,2847980000
2018-04-05,2901360000
2018-04-06,2841700000
2018-04-09,2847980000
2018-04-10,2948460000
2018-04-11,2907640000
2018-04-12,2923340000
2018-04-13,2939040000
2018-04-16,2986140000
2018-04-17,3052080000
2018-04-18,3061500000
2018-04-19,3058360000
2018-04-20,3011260000
2018-04-23,3017540000
2018-04-24,2976720000
2018-04-25,2992420000
2018-04-26,2964160000
2018-04-27,2945320000
2018-04-30,2910780000
2018-05-01,2923340000
2018-05-02,2904500000
2018-05-03,2769480000
2018-05-04,2772620000
2018-05-07,2832280000
2018-05-08,2882520000
2018-05-09,2929620000
2018-05-10,2929620000
2018-05-11,2932760000
2018-05-14,2920200000
2018-05-15,2917060000
2018-05-16,2979860000
2018-05-17,3001840000
2018-05-18,3001840000
2018-05-21,3042660000
2018-05-22,3014400000
2018-05-23,2961020000
2018-05-24,2986140000
2018-05-25,2954740000
2018-05-29,2923340000
2018-05-30,2964160000
2018-05-31,2929620000
2018-06-01,2942180000
2018-06-04,2976720000
2018-06-05,2976720000
2018-06-06,2973580000
2018-06-07,2983000000
2018-06-08,2992420000
2018-06-11,2989280000
2018-06-12,2967300000
2018-06-13,2929620000
2018-06-14,2920200000
2018-06-15,2898220000
2018-06-18,2948460000
2018-06-19,2964160000
2018-06-20,3004980000
2018-06-21,2976720000
2018-06-22,2976720000
2018-06-25,2973580000
2018-06-26,2983000000
2018-06-27,2967300000
2018-06-28,2939040000
2018-06-29,2961020000
2018-07-02,2990790000
2018-07-03,2971980000
2018-07-05,3006465000
2018-07-06,3012735000
2018-07-09,3034680000
2018-07-10,3025275000
2018-07-11,3034680000
2018-07-12,3066030000
2018-07-13,3087975000
2018-07-16,3056625000
2018-07-17,3094245000
2018-07-18,3091110000
2018-07-19,3103650000
2018-07-20,3106785000
2018-07-23,3091110000
2018-07-24,3087975000
2018-07-25,3106785000
2018-07-26,3135000000
2018-07-27,3091110000
2018-07-30,3062895000
2018-07-31,3147540000
2018-08-01,3116190000
2018-08-02,3272940000
2018-08-03,3272940000
2018-08-06,3260400000
2018-08-07,3272940000
2018-08-08,3269805000
2018-08-09,3263535000
2018-08-10,3250995000
2018-08-13,3244725000
2018-08-14,3279210000
2018-08-15,3241590000
2018-08-16,3254130000
2018-08-17,3260400000
2018-08-20,3260400000
2018-08-21,3304290000
2018-08-22,3225915000
2018-08-23,3200835000
2018-08-24,3222780000
2018-08-27,3222780000
2018-08-28,3188295000
2018-08-29,3194565000
2018-08-30,3194565000
2018-08-31,3207105000
2018-09-04,3207105000
2018-09-05,3225915000
2018-09-06,3232185000
2018-09-07,3229050000
2018-09-10,3188295000
2018-09-11,3185160000
2018-09-12,3194565000
2018-09-13,3263535000
2018-09-14,3291750000
2018-09-17,3282345000
2018-09-18,3304290000
2018-09-19,3260400000
2018-09-20,3304290000
2018-09-21,3269805000
2018-09-24,3257265000
2018-09-25,3269805000
2018-09-26,3244725000
2018-09-27,3250995000
2018-09-28,3279210000
2018-10-01,3285267000
2018-10-02,3290299000
2018-10-03,3338103000
2018-10-04,3311056000
2018-10-05,3273316000
2018-10-08,3290928000
2018-10-09,3271429000
2018-10-10,3221109000
2018-10-11,3152548000
2018-10-12,3124872000
2018-10-15,3139968000
2018-10-16,3221109000
2018-10-17,3214190000
2018-10-18,3175821000
2018-10-19,3119840000
2018-10-22,3145000000
2018-10-23,3031151000
2018-10-24,2924850000
2018-10-25,2966364000
2018-10-26,2972025000
2018-10-29,2970138000
2018-10-30,3032409000
2018-10-31,3012910000
2018-11-01,3039328000
2018-11-02,3048134000
2018-11-05,3071407000
2018-11-06,3101599000
2018-11-07,3165757000
2018-11-08,3161354000
2018-11-09,3093422000
2018-11-12,3026119000
2018-11-13,2944978000
2018-11-14,2940575000
2018-11-15,2971396000
2018-11-16,2919189000
2018-11-19,2843709000
2018-11-20,2739295000
2018-11-21,2752504000
2018-11-23,2731118000
2018-11-26,2755020000
2018-11-27,2712877000
2018-11-28,2790873000
2018-11-29,2729231000
2018-11-30,2787099000
2018-12-03,2762568000
2018-12-04,2625446000
2018-12-06,2636139000
2018-12-07,2565062000
2018-12-10,2596512000
2018-12-11,2583932000
2018-12-12,2605318000
2018-12-13,2541160000
2018-12-14,2499646000
2018-12-17,2450584000
2018-12-18,2453729000
2018-12-19,2396490000
2018-12-20,2371330000
2018-12-21,2311575000
2018-12-24,2290818000
2018-12-26,2388942000
2018-12-27,2386426000
2018-12-28,2360637000
2018-12-31,2385797000
2019-01-02,2385168000
2019-01-03,2354976000
2019-01-04,2434230000
2019-01-07,2402780000
2019-01-08,2454358000
2019-01-09,2478889000
2019-01-10,2495872000
2019-01-11,2510339000
2019-01-14,2490840000
2019-01-15,2504049000
2019-01-16,2543676000
2019-01-17,2573239000
2019-01-18,2595883000
2019-01-22,2509710000
2019-01-23,2524177000
2019-01-24,2529838000
2019-01-25,2519145000
2019-01-28,2529209000
2019-01-29,2577013000
2019-01-30,2694007000
2019-01-31,2666960000
2019-02-01,2680169000
2019-02-04,2709103000
2019-02-05,2727973000
2019-02-06,2719167000
2019-02-07,2687088000
2019-02-08,2683943000
2019-02-11,2695265000
2019-02-12,2728602000
2019-02-13,2761939000
2019-02-14,2786470000
2019-02-15,2851886000
2019-02-19,2834274000
2019-02-20,2863837000
2019-02-21,2859434000
2019-02-22,2879562000
2019-02-25,2844967000
2019-02-26,2838048000
2019-02-27,2816033000
2019-02-28,2785841000
2019-03-01,2774519000
2019-03-04,2760681000
2019-03-05,2746843000
2019-03-06,2716651000
2019-03-07,2704700000
2019-03-08,2710990000
2019-03-11,2760052000
2019-03-12,2724199000
2019-03-13,2739295000
2019-03-14,2723570000
2019-03-15,2710990000
2019-03-18,2739924000
2019-03-19,2698410000
2019-03-20,2707216000
2019-03-21,2729860000
2019-03-22,2554369000
2019-03-25,2554369000
2019-03-26,2591480000
2019-03-27,2587077000
2019-03-28,2616011000
2019-03-29,2612237000
2019-04-01,2636550000
2019-04-02,2635920000
2019-04-03,2651670000
2019-04-04,2676870000
2019-04-05,2703960000
2019-04-08,2701440000
2019-04-09,2649150000
2019-04-10,2680020000
2019-04-11,2689470000
2019-04-12,2700810000
2019-04-15,2685060000
2019-04-16,2701440000
2019-04-17,2702070000
2019-04-18,2699550000
2019-04-22,2681280000
2019-04-23,2710260000
2019-04-24,2710890000
2019-04-25,2666790000
2019-04-26,2694510000
2019-04-29,2723490000
2019-04-30,2710260000
2019-05-01,2679390000
2019-05-02,2554020000
2019-05-03,2625840000
2019-05-06,2630250000
2019-05-07,2521260000
2019-05-08,2508660000
2019-05-09,2506770000
2019-05-10,2492910000
2019-05-13,2409750000
2019-05-14,2435580000
2019-05-15,2445660000
2019-05-16,2491020000
2019-05-17,2451330000
2019-05-20,2454480000
2019-05-21,2466450000
2019-05-22,2446290000
2019-05-23,2368800000
2019-05-24,2361240000
2019-05-28,2331630000
2019-05-29,2331000000
2019-05-30,2355570000
2019-05-31,2345490000
2019-06-03,2374470000
2019-06-04,2451960000
2019-06-05,2417940000
2019-06-06,2441250000
2019-06-07,2439990000
2019-06-10,2473380000
2019-06-11,2452590000
2019-06-12,2451960000
2019-06-13,2458890000
2019-06-14,2418570000
2019-06-17,2398410000
2019-06-18,2431800000
2019-06-19,2434950000
2019-06-20,2463930000
2019-06-21,2453850000
2019-06-24,2414790000
2019-06-25,2439360000
2019-06-26,2424870000
2019-06-27,2471490000
2019-06-28,2492910000
2019-07-01,2500470000
2019-07-02,2489130000
2019-07-03,2513700000
2019-07-05,2518740000
2019-07-08,2486610000
2019-07-09,2468970000
2019-07-10,2472120000
2019-07-11,2448810000
2019-07-12,2133809999
2019-07-15,2292570000
2019-07-16,2341080000
2019-07-17,2223270000
2019-07-18,2184840000
2019-07-19,2159640000
2019-07-22,2159010000
2019-07-23,2180430000
2019-07-24,2228310000
2019-07-25,2211300000
2019-07-26,2181690000
2019-07-29,2148930000
2019-07-30,2182950000
2019-07-31,2122469999
2019-08-01,2023559999
2019-08-02,1955520000
2019-08-05,1914570000
2019-08-06,1873620000
2019-08-07,1861020000
2019-08-08,1838970000
2019-08-09,1800540000
2019-08-12,1754550000
2019-08-13,1772190000
2019-08-14,1706670000
2019-08-15,1701000000
2019-08-16,1746360000
2019-08-19,1788570000
2019-08-20,1767780000
2019-08-21,1761480000
2019-08-22,1758960000
2019-08-23,1678320000
2019-08-26,1687770000
2019-08-27,1648080000
2019-08-28,1687140000
2019-08-29,1728720000
2019-08-30,1728720000
2019-09-03,1687770000
2019-09-04,1728090000
2019-09-05,1781010000
2019-09-06,1761480000
2019-09-09,1796130000
2019-09-10,1866060000
2019-09-11,1949220000
2019-09-12,1949850000
2019-09-13,1980090000
2019-09-16,2010960000
2019-09-17,1982610000
2019-09-18,1956150000
2019-09-19,1942920000
2019-09-20,1936620000
2019-09-23,1910160000
2019-09-24,1885590000
2019-09-25,1943550000
2019-09-26,1935360000
2019-09-27,1970010000
2019-09-30,2112192000
2019-10-01,2048580000
2019-10-02,1994544000
2019-10-03,1965816000
2019-10-04,1993176000
2019-10-07,1961712000
2019-10-08,1926828000
2019-10-09,1942560000
2019-10-10,1941192000
2019-10-11,2039688000
2019-10-14,2035584000
2019-10-15,2052684000
2019-10-16,2036952000
2019-10-17,2050632000
2019-10-18,2044476000
2019-10-21,2069784000
2019-10-22,2119716000
2019-10-23,2147760000
2019-10-24,2138184000
2019-10-25,2155968000
2019-10-28,2176488000
2019-10-29,2169648000
2019-10-30,2145024000
2019-10-31,2106036000
2019-11-01,2165544000
2019-11-04,2240784000
2019-11-05,2261988000
2019-11-06,2282508000
2019-11-07,2285244000
2019-11-08,2257884000
2019-11-11,2231208000
2019-11-12,2227788000
2019-11-13,2156652000
2019-11-14,2187432000
2019-11-15,2240100000
2019-11-18,2178540000
2019-11-19,2193588000
2019-11-20,2138184000
2019-11-21,2088936000
2019-11-22,2129976000
2019-11-25,2169648000
2019-11-26,2172384000
2019-11-27,2158704000
2019-11-29,2162808000
2019-12-02,2134764000
2019-12-03,2177172000
2019-12-04,2176488000
2019-12-05,2182644000
2019-12-06,2245572000
2019-12-09,2208636000
2019-12-10,2168280000
2019-12-11,2222316000
2019-12-12,2292084000
2019-12-13,2272248000
2019-12-16,2274984000
2019-12-17,2279088000
2019-12-18,2277720000
2019-12-19,2266092000
2019-12-20,2276352000
2019-12-23,2261304000
2019-12-24,2263356000
2019-12-26,2273616000
2019-12-27,2277036000
2019-12-30,2283192000
2019-12-31,2489838358
2020-01-02,2511515126
2020-01-03,2510020176
2020-01-06,2501797954
2020-01-07,2463676743
2020-01-08,2476383813
2020-01-09,2476383813
2020-01-10,2430787854
2020-01-13,2400141390
2020-01-14,2417333309
2020-01-15,2411353511
2020-01-16,2437515127
2020-01-17,2441252500
2020-01-21,2406868662
2020-01-22,2394161592
2020-01-23,2362020178
2020-01-24,2288020179
2020-01-27,2232707048
2020-01-28,2259616139
2020-01-29,2242424220
2020-01-30,2224484826
2020-01-31,2169919170
2020-02-03,2163939372
2020-02-04,2193838361
2020-02-05,2231212098
2020-02-06,2146747453
2020-02-07,2134787857
2020-02-10,2166929271
2020-02-11,2169919170
2020-02-12,2186363614
2020-02-13,2120585837
2020-02-14,2019676747
2020-02-18,1987535333
2020-02-19,1962868667
2020-02-20,2016686848
2020-02-21,2088444423
2020-02-24,1994262606
2020-02-25,1879898971
2020-02-26,1824585840
2020-02-27,1784222204
2020-02-28,1749090891
2020-03-02,1767030285
2020-03-03,1707232306
2020-03-04,1786464628
2020-03-05,1749838366
2020-03-06,1738626245
2020-03-09,1604080792
2020-03-10,1609313115
2020-03-11,1476262611
2020-03-12,1310323219
2020-03-13,1346949481
2020-03-16,1263232310
2020-03-17,1331999986
2020-03-18,1068141403
2020-03-19,1201191907
2020-03-20,1234080795
2020-03-23,1153353523
2020-03-24,1289393926
2020-03-25,1338727259
2020-03-26,1457575743
2020-03-27,1349191905
2020-03-30,1376100996
2020-03-31,1435161000
2020-04-01,1246660000
2020-04-02,1315752000
2020-04-03,1257925000
2020-04-06,1404370000
2020-04-07,1378836000
2020-04-08,1407374000
2020-04-09,1544056000
2020-04-13,1453936000
2020-04-14,1486229000
2020-04-15,1354804000
2020-04-16,1334527000
2020-04-17,1418639000
2020-04-20,1408125000
2020-04-21,1359310000
2020-04-22,1375081000
2020-04-23,1415635000
2020-04-24,1373579000
2020-04-27,1444924000
2020-04-28,1523028000
2020-04-29,1681489000
2020-04-30,1573345000
2020-05-01,1500498000
2020-05-04,1454687000
2020-05-05,1478719000
2020-05-06,1416386000
2020-05-07,1502751000
2020-05-08,1610895000
2020-05-11,1533542000
2020-05-12,1502751000
2020-05-13,1399113000
2020-05-14,1441920000
2020-05-15,1607140000
2020-05-18,1731806000
2020-05-19,1710027000
2020-05-20,1821926000
2020-05-21,1862480000
2020-05-22,1853468000
2020-05-26,2008174000
2020-05-27,2047226000
2020-05-28,1968371000
2020-05-29,1933074000
2020-06-01,1971375000
2020-06-02,1982640000
2020-06-03,2053234000
2020-06-04,2093788000
2020-06-05,2147109000
2020-06-08,2222960000
2020-06-09,2168888000
2020-06-10,2105804000
2020-06-11,1903785000
2020-06-12,1968371000
2020-06-15,2006672000
2020-06-16,2071257999
2020-06-17,1976632000
2020-06-18,1979636000
2020-06-19,1947343000
2020-06-22,1982640000
2020-06-23,1969873000
2020-06-24,1901532000
2020-06-25,1933074000
2020-06-26,1851966000
2020-06-29,1998411000
2020-06-30,2020278467
2020-07-01,1968036320
2020-07-02,1973260535
2020-07-06,1997142659
2020-07-07,1948632094
2020-07-08,1944900512
2020-07-09,1869522556
2020-07-10,1938183664
2020-07-13,1947139461
2020-07-14,1989679495
2020-07-15,2060579552
2020-07-16,2068042716
2020-07-17,2065057451
2020-07-20,2022517416
2020-07-21,2056847970
2020-07-22,2054609021
2020-07-23,2149391203
2020-07-24,2104612219
2020-07-27,2147898570
2020-07-28,2124762762
2020-07-29,2182975440
2020-07-30,2186707022
2020-07-31,2181482807
2020-08-03,2237456537
2020-08-04,2241188119
2020-08-05,2312088176
2020-08-06,2386719815
2020-08-07,2482994629
2020-08-10,2503145172
2020-08-11,2512100968
2020-08-12,2532997827
2020-08-13,2450156708
2020-08-14,2442693544
2020-08-17,2453888290
2020-08-18,2429259849
2020-08-19,2438961962
2020-08-20,2415079838
2020-08-21,2368808221
2020-08-24,2426274583
2020-08-25,2415826154
2020-08-26,2414333521
2020-08-27,2432991431
2020-08-28,2439708278
2020-08-31,2366569272
2020-09-01,2414333521
2020-09-02,2415826154
2020-09-03,2329253453
2020-09-04,2332985035
2020-09-08,2260592345
2020-09-09,2281489204
2020-09-10,2235963904
2020-09-11,2211335463
2020-09-14,2223276525
2020-09-15,2148644886
2020-09-16,2137450140
2020-09-17,2095656423
2020-09-18,2129986977
2020-09-21,2010576354
2020-09-22,2013561620
2020-09-23,1986694230
2020-09-24,2015800569
2020-09-25,2040429010
2020-09-28,2104612219
2020-09-29,2104612219
2020-09-30,2135508000
2020-10-01,2155086000
2020-10-02,2194995000
2020-10-05,2283849000
2020-10-06,2308698000
2020-10-07,2360655000
2020-10-08,2362914000
2020-10-09,2325264000
2020-10-12,2332794000
2020-10-13,2337312000
2020-10-14,2313969000
2020-10-15,2366679000
2020-10-16,2371197000
2020-10-19,2356890000
2020-10-20,2370444000
2020-10-21,2335053000
2020-10-22,2356890000
2020-10-23,2367432000
2020-10-26,2326017000
2020-10-27,2262012000
2020-10-28,2196501000
2020-10-29,2219844000
2020-10-30,2202525000
2020-11-02,2240175000
2020-11-03,2300415000
2020-11-04,2179935000
2020-11-05,2271048000
2020-11-06,2250717000
2020-11-09,2414871000
2020-11-10,2496195000
2020-11-11,2443485000
2020-11-12,2504478000
2020-11-13,2588814000
2020-11-16,2704022999
2020-11-17,2719083000
2020-11-18,2719083000
2020-11-19,2713812000
2020-11-20,2737155000
2020-11-23,2826009000
2020-11-24,2961549000
2020-11-25,2954772000
2020-11-27,2910345000
2020-11-30,2821491000
2020-12-01,2857635000
2020-12-02,2879472000
2020-12-03,2866671000
2020-12-04,2929170000
2020-12-07,2952513000
2020-12-08,2978868000
2020-12-09,2990163000
2020-12-10,2912604000
2020-12-11,2891520000
2020-12-14,2859894000
2020-12-15,2868177000
2020-12-16,2812455000
2020-12-17,2812455000
2020-12-18,2830527000
2020-12-21,2842575000
2020-12-22,2887755000
2020-12-23,2925405000
2020-12-24,2914863000
2020-12-28,2981127000
2020-12-29,2934441000
2020-12-30,2975103000
2020-12-31,3004900000
2021-01-04,2908260000
2021-01-05,2976965000
2021-01-06,3208750000
2021-01-07,3280475000
2021-01-08,3217055000
2021-01-11,3267640000
2021-01-12,3325020000
2021-01-13,3291045000
2021-01-14,3353710000
2021-01-15,3282740000
2021-01-19,3257825000
2021-01-20,3301615000
2021-01-21,3285760000
2021-01-22,3340875000
2021-01-25,3307655000
2021-01-26,3311430000
2021-01-27,3144575000
2021-01-28,3172510000
2021-01-29,3103050000
2021-02-01,3207240000
2021-02-02,3307655000
2021-02-03,3300860000
2021-02-04,3310675000
2021-02-05,3411845000
2021-02-08,3490365000
2021-02-09,3424680000
2021-02-10,3392215000
2021-02-11,3436005000
2021-02-12,3408070000
2021-02-16,3385420000
2021-02-17,3337100000
2021-02-18,3322000000
2021-02-19,3371075000
2021-02-22,3448840000
2021-02-23,3448085000
2021-02-24,3590025000
2021-02-25,3510750000
2021-02-26,3507730000
2021-03-01,3599840000
2021-03-02,3555295000
2021-03-03,3654200000
2021-03-04,3578700000
2021-03-05,3760655000
2021-03-08,3790100000
2021-03-09,3751595000
2021-03-10,3875415000
2021-03-11,3848235000
2021-03-12,3863335000
2021-03-15,3879945000
2021-03-16,3804445000
2021-03-17,3892025000
2021-03-18,3873905000
2021-03-19,3812750000
2021-03-22,3747065000
2021-03-23,3542460000
2021-03-24,3507730000
2021-03-25,3610410000
2021-03-26,3694970000
2021-03-29,3565110000
2021-03-30,3636835000
2021-03-31,3602105000
2021-04-01,3642120000
2021-04-05,3755370000
2021-04-06,3773490000
2021-04-07,3711579999
2021-04-08,3720640000
2021-04-09,3809730000
2021-04-12,3837665000
2021-04-13,3780285000
2021-04-14,3782550000
2021-04-15,3811995000
2021-04-16,3781795000
2021-04-19,3693460000
2021-04-20,3601350000
2021-04-21,3694970000
2021-04-22,3682135000
2021-04-23,3742535000
2021-04-26,3765185000
2021-04-27,3749329999
2021-04-28,3782550000
2021-04-29,3808220000
2021-04-30,3706295000
2021-05-03,3744800000
2021-05-04,3730454999
2021-05-05,3475265000
2021-05-06,3529625000
2021-05-07,3482060000
2021-05-10,3521320000
2021-05-11,3488855000
2021-05-12,3327285000
2021-05-13,3454880000
2021-05-14,3524340000
2021-05-17,3494140000
2021-05-18,3438270000
2021-05-19,3399765000
2021-05-20,3405805000
2021-05-21,3463185000
2021-05-24,3488855000
2021-05-25,3403540000
2021-05-26,3473755000
2021-05-27,3469980000
2021-05-28,3442800000
2021-06-01,3529625000
2021-06-02,3419395000
2021-06-03,3428454999
2021-06-04,3452615000
2021-06-07,3435250000
2021-06-08,3460920000
2021-06-09,3444310000
2021-06-10,3402785000
2021-06-11,3432985000
2021-06-14,3358240000
2021-06-15,3389195000
2021-06-16,3289535000
2021-06-17,3177795000
2021-06-18,3099275000
2021-06-21,3236685000
2021-06-22,3262355000
2021-06-23,3241970000
2021-06-24,3289535000
2021-06-25,3267640000
2021-06-28,3250275000
2021-06-29,3275945000
2021-06-30,3239880000
2021-07-01,3265605000
2021-07-02,3226650000
2021-07-06,3185490000
2021-07-07,3200925000
2021-07-08,3194310000
2021-07-09,3276630000
2021-07-12,3321465000
2021-07-13,3217095000
2021-07-14,3203865000
2021-07-15,3204600000
2021-07-16,3200190000
2021-07-19,3152415000
2021-07-20,3275160000
2021-07-21,3311910000
2021-07-22,3243555000
2021-07-23,3268545000
2021-07-26,3292800000
2021-07-27,3286920000
2021-07-28,3333960000
2021-07-29,3349395000
2021-07-30,3329550000
2021-08-02,3270750000
2021-08-03,3292800000
2021-08-04,3219300000
2021-08-05,3316320000
2021-08-06,3346455000
2021-08-09,3209745000
2021-08-10,3314115000
2021-08-11,3366300000
2021-08-12,3247230000
2021-08-13,3217830000
2021-08-16,3256050000
2021-08-17,3221505000
2021-08-18,3206805000
2021-08-19,3216360000
2021-08-20,3239880000
2021-08-23,3260460000
2021-08-24,3307500000
2021-08-25,3318525000
2021-08-26,3307500000
2021-08-27,3395700000
2021-08-30,3427305000
2021-08-31,3411870000
2021-09-01,3345720000
2021-09-02,3388350000
2021-09-03,3325875000
2021-09-07,3167115000
2021-09-08,3180345000
2021-09-09,3166380000
2021-09-10,3125220000
2021-09-13,3128160000
2021-09-14,3062009999
2021-09-15,3075975000
2021-09-16,3048045000
2021-09-17,3063480000
2021-09-20,3035550000
2021-09-21,3012030000
2021-09-22,3042900000
2021-09-23,3075975000
2021-09-24,3037020000
2021-09-27,3123750000
2021-09-28,3106845000
2021-09-29,3178140000
2021-09-30,3100655000
2021-10-01,3190803000
2021-10-04,3233696000
2021-10-05,3232969000
2021-10-06,3192256999
2021-10-07,3236604000
2021-10-08,3280224000
2021-10-11,3264230000
2021-10-12,3322390000
2021-10-13,3310031000
2021-10-14,3344927000
2021-10-15,3309304000
2021-10-18,3244601000
2021-10-19,3261322000
2021-10-20,3301306999
2021-10-21,3310031000
2021-10-22,3267138000
2021-10-25,3275862000
2021-10-26,3281678000
2021-10-27,3184987000
2021-10-28,3272954000
2021-10-29,3304942000
2021-11-01,3426351000
2021-11-02,3349289000
2021-11-03,3440164000
2021-11-04,3472152000
2021-11-05,3566662000
2021-11-08,3582656000
2021-11-09,3603012000
2021-11-10,3647359000
2021-11-11,3635000000
2021-11-12,3599377000
2021-11-15,3530312000
2021-11-16,3508502000
2021-11-17,3496870000
2021-11-18,3525950000
2021-11-19,3560846000
2021-11-22,3614644000
2021-11-23,3585564000
2021-11-24,3509229000
2021-11-26,3363829000
2021-11-29,3320936000
2021-11-30,3242420000
2021-12-01,3267138000
2021-12-02,3396544000
2021-12-03,3457612000
2021-12-06,3577567000
2021-12-07,3650267000
2021-12-08,3664806999
2021-12-09,3655356000
2021-12-10,3655356000
2021-12-13,3589926000
2021-12-14,3555030000
2021-12-15,3581202000
2021-12-16,3540490000
2021-12-17,3602285000
2021-12-20,3522315000
2021-12-21,3645178000
2021-12-22,3738961000
2021-12-23,3809480000
2021-12-27,3874910000
2021-12-28,3848011000
2021-12-29,3860370000
2021-12-30,3765860000
2021-12-31,3800469000
2022-01-03,3741989000
2022-01-04,3836288000
2022-01-05,3844329000
2022-01-06,3888189000
2022-01-07,3797545000
2022-01-10,3773422000
2022-01-11,3761726000
2022-01-12,3715673000
2022-01-13,3741258000
2022-01-14,3700322000
2022-01-18,3601637000
2022-01-19,3486870000
2022-01-20,3394764000
2022-01-21,3410115000
2022-01-24,3483215000
2022-01-25,3347980000
2022-01-26,3330436000
2022-01-27,3317278000
2022-01-28,3346518000
2022-01-31,3397688000
2022-02-01,3401343000
2022-02-02,3424735000
2022-02-03,3426928000
2022-02-04,3360407000
2022-02-07,3414501000
2022-02-08,3525613000
2022-02-09,3549005000
2022-02-10,3457630000
2022-02-11,3456899000
