,FLS
2023-05-16,4535893145
2023-05-17,4555568795
2023-05-18,4622466004
2023-05-19,4600166934
2023-05-22,4600166934
2023-05-23,4512282365
2023-05-24,4408657276
2023-05-25,4417839246
2023-05-26,4455878836
2023-05-30,4455878836
2023-05-31,4269616017
2023-06-01,4339136646
2023-06-02,4674934404
2023-06-05,4525399465
2023-06-06,4615907454
2023-06-07,4792988303
2023-06-08,4790364883
2023-06-09,4754948713
2023-06-12,4762818973
2023-06-13,4838898153
2023-06-14,4765442393
2023-06-15,4806105403
2023-06-16,4796923433
2023-06-20,4743143323
2023-06-21,4806105403
2023-06-22,4728714513
2023-06-23,4684116374
2023-06-26,4732649643
2023-06-27,4800858563
2023-06-28,4777247783
2023-06-29,4837586443
2023-06-30,4873448450
2023-07-03,4868201130
2023-07-05,4805233290
2023-07-06,4758007410
2023-07-07,4848523680
2023-07-10,4966588380
2023-07-11,5020373410
2023-07-12,5019061580
2023-07-13,5053169160
2023-07-14,4942975440
2023-07-17,4933792630
2023-07-18,4954781910
2023-07-19,4963964720
2023-07-20,4984954000
2023-07-21,4912803350
2023-07-24,4915427010
2023-07-25,4971835700
2023-07-26,4939039950
2023-07-27,4847211850
2023-07-28,4881319430
2023-07-31,4953470080
2023-08-01,4971835700
2023-08-02,5122696150
2023-08-03,5131878960
2023-08-04,5137126280
2023-08-07,5159427390
2023-08-08,5134502620
2023-08-09,5137126280
2023-08-10,5147620920
2023-08-11,5183040330
2023-08-14,5218459740
2023-08-15,5133190790
2023-08-16,5025620730
2023-08-17,4935104460
2023-08-18,4956093740
2023-08-21,4953470080
2023-08-22,4923297990
2023-08-23,5028244390
2023-08-24,4999384130
2023-08-25,5012502430
2023-08-28,5095147720
2023-08-29,5116137000
2023-08-30,5169922030
2023-08-31,5190911310
2023-09-01,5277492090
2023-09-05,5097771380
2023-09-06,5297169540
2023-09-07,5268309280
2023-09-08,5278803920
2023-09-11,5333900780
2023-09-12,5291922220
2023-09-13,5045298180
2023-09-14,5120072490
2023-09-15,5137126280
2023-09-18,5200094120
2023-09-19,5172545690
2023-09-20,5117448830
2023-09-21,5087276740
2023-09-22,5106954190
2023-09-25,5147620920
2023-09-26,5103018700
2023-09-27,5201405950
2023-09-28,5177793010
2023-09-29,5217147910
2023-10-02,5104369440
2023-10-03,5012540640
2023-10-04,5047960320
2023-10-05,4973185440
2023-10-06,4940389440
2023-10-09,5044024800
2023-10-10,5068949760
2023-10-11,5116176000
2023-10-12,5084691840
2023-10-13,4999422240
2023-10-16,5092562880
2023-10-17,5204069280
2023-10-18,4960067040
2023-10-19,4877421120
2023-10-20,4862990880
2023-10-23,4785592320
2023-10-24,4792151520
2023-10-25,4642601760
2023-10-26,4832818560
2023-10-27,4701634560
2023-10-30,4798710720
2023-10-31,4817076480
2023-11-01,4782968640
2023-11-02,4877421120
2023-11-03,4953507840
2023-11-06,4973185440
2023-11-07,4890539520
2023-11-08,4873485600
2023-11-09,4880044800
2023-11-10,4941701280
2023-11-13,4920711840
2023-11-14,5076820800
2023-11-15,5030906400
2023-11-16,4937765760
2023-11-17,5066326080
2023-11-20,5041401120
2023-11-21,4975809120
2023-11-22,4977120960
2023-11-24,5011228800
2023-11-27,5015164320
2023-11-28,4924647360
2023-11-29,4950884160
2023-11-30,5019099840
2023-12-01,5083380000
2023-12-04,5129294400
2023-12-05,5013852480
2023-12-06,5002045920
2023-12-07,5050584000
2023-12-08,5053207680
2023-12-11,5100433920
2023-12-12,5068949760
2023-12-13,5117487840
2023-12-14,5294586240
2023-12-15,5221123200
2023-12-18,5255231040
2023-12-19,5358866400
2023-12-20,5299833600
2023-12-21,5352307200
2023-12-22,5420522880
2023-12-26,5476932000
2023-12-27,5457254400
2023-12-28,5450695200
2023-12-29,5407404480
2024-01-02,5327470059
2024-01-03,5259084860
2024-01-04,5224892260
2024-01-05,5252509360
2024-01-08,5280126459
2024-01-09,5232782860
2024-01-10,5222262060
2024-01-11,5301168059
2024-01-12,5298537859
2024-01-16,5276181159
2024-01-17,5202535560
2024-01-18,5281441559
2024-01-19,5340621059
2024-01-22,5401115658
2024-01-23,5330100259
2024-01-24,5273550959
2024-01-25,5373498559
2024-01-26,5324839859
2024-01-29,5409006258
2024-01-30,5387964659
2024-01-31,5251194260
2024-02-01,5356402259
2024-02-02,5389279759
2024-02-05,5303798259
2024-02-06,5328785159
2024-02-07,5403745858
2024-02-08,5436623358
2024-02-09,5457664958
2024-02-12,5524735057
2024-02-13,5430047858
2024-02-14,5519474658
2024-02-15,5652299757
2024-02-16,5641778957
2024-02-20,5551037057
2024-02-21,5594435357
2024-02-22,5502378358
2024-02-23,5539201157
2024-02-26,5636518557
2024-02-27,5598380657
2024-02-28,5579969257
2024-02-29,5565503157
2024-03-01,5607586357
2024-03-04,5560242757
2024-03-05,5560242757
2024-03-06,5589174957
2024-03-07,5732520856
2024-03-08,5704903756
2024-03-11,5789070155
2024-03-12,5791700355
2024-03-13,5885072455
2024-03-14,5806166455
2024-03-15,5818002355
2024-03-18,5858770455
2024-03-19,5900853655
2024-03-20,5920580154
2024-03-21,6042884454
2024-03-22,5999486154
2024-03-25,5988965354
2024-03-26,5998171054
2024-03-27,6013952254
2024-03-28,6007376754
2024-04-01,6046829754
2024-04-02,6087597853
2024-04-03,6182285052
2024-04-04,6199381352
2024-04-05,6296698752
2024-04-08,6298013852
2024-04-09,6274342052
2024-04-10,6244094752
2024-04-11,6192805852
2024-04-12,6136256553
2024-04-15,6103379053
2024-04-16,6099433753
2024-04-17,6006061654
2024-04-18,6000801254
2024-04-19,6023157954
2024-04-22,6054720353
2024-04-23,6191490752
2024-04-24,6145462253
2024-04-25,6095488453
2024-04-26,6149407553
2024-04-29,6209902152
2024-04-30,6202011552
2024-05-01,6211217252
2024-05-02,6216477652
2024-05-03,6249355152
2024-05-06,6332206451
2024-05-07,6371659451
2024-05-08,6430838951
2024-05-09,6490018450
2024-05-10,6521580850
2024-05-13,6476867450
2024-05-14,6516320450
2024-05-15,6613637849
2024-05-16,6554458350
2024-05-17,6526841250
2024-05-20,6562348950
2024-05-21,6629419049
2024-05-22,6572869750
2024-05-23,6425578551
2024-05-24,6511060050
2024-05-28,6468976850
2024-05-29,6392701051
2024-05-30,6455825850
2024-05-31,6536046950
2024-06-03,6346672551
2024-06-04,6312479952
2024-06-05,6321685651
2024-06-06,6240149452
2024-06-07,6217792752
2024-06-10,6294068552
2024-06-11,6249355152
2024-06-12,6362453751
2024-06-13,6237519252
2024-06-14,6127050853
2024-06-17,6195436052
2024-06-18,6294068552
2024-06-20,6326946051
2024-06-21,6291438352
2024-06-24,6392701051
2024-06-25,6332206451
2024-06-26,6254615552
2024-06-27,6292753452
2024-06-28,6325630951
2024-07-01,6163873653
2024-07-02,6248040052
2024-07-03,6250670252
2024-07-05,6137571653
2024-07-08,6154667953
2024-07-09,6082337453
2024-07-10,6204641752
2024-07-11,6336151751
2024-07-12,6361138651
2024-07-15,6543937550
2024-07-16,6775395148
2024-07-17,6731996848
2024-07-18,6613637849
2024-07-19,6532101650
2024-07-22,6687283449
2024-07-23,6671502249
2024-07-24,6508429850
2024-07-25,6574184850
2024-07-26,6673642640
2024-07-29,6699973840
2024-07-30,6481424880
2024-07-31,6655210800
2024-08-01,6444561200
2024-08-02,6164133920
2024-08-05,5853425760
2024-08-06,5919253760
2024-08-07,5860008560
2024-08-08,5985081760
2024-08-09,5996930800
