,AN
2023-03-06,6560328000
2023-03-07,6640096000
2023-03-08,6727416000
2023-03-09,6656616000
2023-03-10,6523984000
2023-03-13,6210576000
2023-03-14,6011864000
2023-03-15,5924072000
2023-03-16,6139304000
2023-03-17,5973160000
2023-03-20,6014696000
2023-03-21,6128920000
2023-03-22,5965608000
2023-03-23,5887728000
2023-03-24,5882064000
2023-03-27,6014224000
2023-03-28,6056232000
2023-03-29,6155823999
2023-03-30,6203496000
2023-03-31,6046200000
2023-04-03,6091200000
2023-04-04,5909850000
2023-04-05,5798250000
2023-04-06,5681700000
2023-04-10,5805000000
2023-04-11,6002549999
2023-04-12,5931000000
2023-04-13,5964300000
2023-04-14,6070500000
2023-04-17,6058799999
2023-04-18,6154650000
2023-04-19,6134400000
2023-04-20,5883750000
2023-04-21,6001650000
2023-04-24,5971950000
2023-04-25,5806350000
2023-04-26,5780700000
2023-04-27,5932350000
2023-04-28,5926499999
2023-05-01,6164550000
2023-05-02,6067800000
2023-05-03,5951250000
2023-05-04,5823899999
2023-05-05,5994900000
2023-05-08,6063300000
2023-05-09,6080850000
2023-05-10,5989500000
2023-05-11,5967450000
2023-05-12,5933700000
2023-05-15,5993999999
2023-05-16,5899950000
2023-05-17,6075450000
2023-05-18,6120450000
2023-05-19,5992649999
2023-05-22,6034050000
2023-05-23,6164100000
2023-05-24,6181650000
2023-05-25,6113700000
2023-05-26,6178950000
2023-05-30,6327000000
2023-05-31,5891399999
2023-06-01,5921100000
2023-06-02,6280650000
2023-06-05,6149700000
2023-06-06,6302700000
2023-06-07,6507450000
2023-06-08,6535350000
2023-06-09,6388650000
2023-06-12,6461100000
2023-06-13,6813899999
2023-06-14,6682050000
2023-06-15,6817050000
2023-06-16,6712200000
2023-06-20,6750900000
2023-06-21,6825600000
2023-06-22,6894900000
2023-06-23,6957450000
2023-06-26,6982649999
2023-06-27,7176150000
2023-06-28,7383600000
2023-06-29,7370100000
2023-06-30,7176996000
2023-07-03,7259836000
2023-07-05,7315208000
2023-07-06,7367964000
2023-07-07,7470424000
2023-07-10,7557188000
2023-07-11,7724611999
2023-07-12,7756440000
2023-07-13,7767776000
2023-07-14,7676652000
2023-07-17,7720252000
2023-07-18,7833611999
2023-07-19,7912092000
2023-07-20,7713711999
2023-07-21,6762796000
2023-07-24,6546976000
2023-07-25,6645948000
2023-07-26,6802036000
2023-07-27,6819911999
2023-07-28,6880080000
2023-07-31,7018728000
2023-08-01,6975128000
2023-08-02,6912344000
2023-08-03,6935888000
2023-08-04,6801600000
2023-08-07,6824272000
2023-08-08,6796368000
2023-08-09,6722248000
2023-08-10,6725300000
2023-08-11,6977308000
2023-08-14,7006084000
2023-08-15,6829503999
2023-08-16,6738816000
2023-08-17,6729224000
2023-08-18,6887928000
2023-08-21,7009572000
2023-08-22,6897084000
2023-08-23,7013060000
2023-08-24,6791136000
2023-08-25,6711348000
2023-08-28,6765848000
2023-08-29,6859588000
2023-08-30,6936760000
2023-08-31,6849124000
2023-09-01,7004776000
2023-09-05,6941119999
2023-09-06,6821219999
2023-09-07,6646384000
2023-09-08,6628944000
2023-09-11,6574880000
2023-09-12,6599296000
2023-09-13,6613248000
2023-09-14,6941992000
2023-09-15,6653796000
2023-09-18,6774568000
2023-09-19,6776748000
2023-09-20,6720940000
2023-09-21,6650308000
2023-09-22,6534768000
2023-09-25,6583600000
2023-09-26,6567903999
2023-09-27,6655976000
2023-09-28,6652924000
2023-09-29,6601040000
2023-10-02,6262542000
2023-10-03,6154434000
2023-10-04,6080217000
2023-10-05,5804370000
2023-10-06,5867004000
2023-10-09,5897892000
2023-10-10,6117969000
2023-10-11,5993988000
2023-10-12,5839977000
2023-10-13,5796219000
2023-10-16,5948942999
2023-10-17,5934357000
2023-10-18,5896604999
2023-10-19,5742165000
2023-10-20,5735729999
2023-10-23,5635773000
2023-10-24,5549973000
2023-10-25,5485623000
2023-10-26,5595017999
2023-10-27,5600166000
2023-10-30,5543538000
2023-10-31,5580432000
2023-11-01,5703554999
2023-11-02,5796648000
2023-11-03,6004284000
2023-11-06,5867433000
2023-11-07,5787639000
2023-11-08,5764473000
2023-11-09,5636202000
2023-11-10,5693688000
2023-11-13,5677386000
2023-11-14,5961813000
2023-11-15,6022730999
2023-11-16,5661513000
2023-11-17,5815953000
2023-11-20,5832254999
2023-11-21,5695404000
2023-11-22,5722860000
2023-11-24,5793645000
2023-11-27,5605742999
2023-11-28,5687682000
2023-11-29,5754177000
2023-11-30,5803083000
2023-12-01,6011577000
2023-12-04,5968248000
2023-12-05,5799651000
2023-12-06,5806515000
2023-12-07,5851130999
2023-12-08,5838690000
2023-12-11,5845554000
2023-12-12,5744310000
2023-12-13,6012005999
2023-12-14,6396819000
2023-12-15,6332469000
2023-12-18,6303726000
2023-12-19,6470178000
2023-12-20,6344480999
2023-12-21,6520800000
2023-12-22,6472752000
2023-12-26,6530238000
2023-12-27,6482619000
2023-12-28,6499350000
2023-12-29,6442722000
2024-01-02,6328980000
2024-01-03,6020700000
2024-01-04,5914440000
2024-01-05,5888820000
2024-01-08,6011879999
2024-01-09,6014399999
2024-01-10,5980800000
2024-01-11,5936700000
2024-01-12,5700660000
2024-01-16,5787600000
2024-01-17,5845980000
2024-01-18,5909820000
2024-01-19,5904780000
2024-01-22,5991300000
2024-01-23,5870340000
2024-01-24,5752740000
2024-01-25,5806080000
2024-01-26,5888399999
2024-01-29,6016080000
2024-01-30,6016500000
2024-01-31,5865720000
2024-02-01,6116460000
2024-02-02,6161399999
2024-02-05,6046320000
2024-02-06,6055139999
2024-02-07,6065639999
2024-02-08,6174420000
2024-02-09,6391139999
2024-02-12,6462960000
2024-02-13,6208440000
2024-02-14,6058080000
2024-02-15,6047160000
2024-02-16,5995500000
2024-02-20,5811960000
2024-02-21,5776680000
2024-02-22,5796000000
2024-02-23,5919060000
2024-02-26,5964840000
2024-02-27,6068160000
2024-02-28,6065639999
2024-02-29,6291600000
2024-03-01,6383160000
2024-03-04,6209700000
2024-03-05,6185760000
2024-03-06,6097560000
2024-03-07,6205080000
2024-03-08,6258420000
2024-03-11,6231960000
2024-03-12,6283620000
2024-03-13,6468000000
2024-03-14,6520080000
2024-03-15,6682200000
2024-03-18,6671700000
2024-03-19,6704040000
2024-03-20,6790560000
2024-03-21,6942180000
2024-03-22,6813240000
2024-03-25,6793920000
2024-03-26,6801480000
2024-03-27,7033320000
2024-03-28,6954360000
2024-04-01,6919920000
2024-04-02,6716639999
2024-04-03,6717899999
2024-04-04,6585180000
2024-04-05,6655320000
2024-04-08,6679260000
2024-04-09,6731340000
2024-04-10,6486060000
2024-04-11,6441540000
2024-04-12,6472620000
2024-04-15,6399120000
2024-04-16,6493200000
2024-04-17,6397860000
2024-04-18,6494040000
2024-04-19,6473879999
2024-04-22,6491940000
2024-04-23,6647340000
2024-04-24,6699840000
2024-04-25,6735960000
2024-04-26,7134960000
2024-04-29,6948060000
2024-04-30,6768300000
2024-05-01,6839700000
2024-05-02,6857340000
2024-05-03,6937560000
2024-05-06,6990480000
2024-05-07,6899340000
2024-05-08,6866580000
2024-05-09,6965280000
2024-05-10,6900600000
2024-05-13,7090020000
2024-05-14,7163940000
2024-05-15,7157639999
2024-05-16,7119420000
2024-05-17,7180320000
2024-05-20,7168139999
2024-05-21,7110180000
2024-05-22,7081620000
2024-05-23,7028280000
2024-05-24,7129080000
2024-05-28,7129500000
2024-05-29,6874139999
2024-05-30,7105560000
2024-05-31,7150500000
2024-06-03,7151760000
2024-06-04,7010639999
2024-06-05,7095899999
2024-06-06,7015260000
2024-06-07,6964440000
2024-06-10,6985020000
2024-06-11,6973680000
2024-06-12,7115639999
2024-06-13,7062300000
2024-06-14,6886740000
2024-06-17,7077000000
2024-06-18,7050120000
2024-06-20,6794760000
2024-06-21,6739740000
2024-06-24,6654480000
2024-06-25,6520500000
2024-06-26,6552420000
2024-06-27,6586020000
2024-06-28,6693960000
2024-07-01,6798960000
2024-07-02,6748139999
2024-07-03,6694379999
2024-07-05,6592320000
2024-07-08,6677160000
2024-07-09,6557879999
2024-07-10,6748980000
2024-07-11,7151760000
2024-07-12,7160160000
2024-07-15,7304639999
2024-07-16,7623000000
2024-07-17,7518000000
2024-07-18,7398720000
2024-07-19,7299600000
2024-07-22,7271460000
2024-07-23,7236180000
2024-07-24,7225260000
2024-07-25,7348320000
2024-07-26,7481040000
2024-07-29,7247449000
2024-07-30,7248164000
2024-07-31,7705088000
2024-08-01,7431580000
2024-08-02,6897896000
2024-08-05,6708824000
2024-08-06,6733064000
2024-08-07,6638528000
2024-08-08,6880928000
2024-08-09,6901936000
