,PVH
2009-09-30,2210959300
2009-10-01,2139138000
2009-10-02,2099868800
2009-10-05,2186674400
2009-10-06,2200625300
2009-10-07,2192874800
2009-10-08,2213542800
2009-10-09,2227493700
2009-10-12,2222843400
2009-10-13,2218709800
2009-10-14,2256945600
2009-10-15,2244544800
2009-10-16,2250745200
2009-10-19,2243511400
2009-10-20,2237827700
2009-10-21,2190808000
2009-10-22,2262112600
2009-10-23,2281230500
2009-10-26,2219743200
2009-10-27,2139654699
2009-10-28,2023913900
2009-10-29,2114336400
2009-10-30,2074550500
2009-11-02,2158320000
2009-11-03,2201698000
2009-11-04,2133986000
2009-11-05,2198524000
2009-11-06,2208046000
2009-11-09,2271526000
2009-11-10,2271526000
2009-11-11,2275229000
2009-11-12,2190060000
2009-11-13,2199053000
2009-11-16,2250366000
2009-11-17,2231322000
2009-11-18,2242431000
2009-11-19,2274700000
2009-11-20,2278932000
2009-11-23,2251424000
2009-11-24,2210691000
2009-11-25,2213865000
2009-11-27,2176835000
2009-11-30,2116000000
2009-12-01,2155675000
2009-12-02,2175248000
2009-12-03,2145624000
2009-12-04,2180009000
2009-12-07,2142979000
2009-12-08,2117587000
2009-12-09,2079499000
2009-12-10,2094311000
2009-12-11,2141391999
2009-12-14,2160965000
2009-12-15,2135044000
2009-12-16,2131869999
2009-12-17,2104362000
2009-12-18,2071563999
2009-12-21,2130812000
2009-12-22,2142450000
2009-12-23,2137688999
2009-12-24,2157791000
2009-12-28,2150385000
2009-12-29,2167313000
2009-12-30,2185299000
2009-12-31,2151972000
2010-01-04,2174190000
2010-01-05,2255656000
2010-01-06,2309614000
2010-01-07,2309614000
2010-01-08,2305911000
2010-01-11,2301150000
2010-01-12,2293215000
2010-01-13,2312788000
2010-01-14,2308556000
2010-01-15,2285809000
2010-01-19,2301679000
2010-01-20,2287925000
2010-01-21,2255656000
2010-01-22,2195879000
2010-01-25,2169958000
2010-01-26,2116529000
2010-01-27,2127638000
2010-01-28,2116000000
2010-01-29,2078441000
2010-02-01,2081226990
2010-02-02,2125664139
2010-02-03,2093251160
2010-02-04,2067111660
2010-02-05,2022674510
2010-02-08,2017969400
2010-02-09,2052473540
2010-02-10,2045677270
2010-02-11,2084363729
2010-02-12,2102661380
2010-02-16,2135597150
2010-02-17,2215584020
2010-02-18,2231267720
2010-02-19,2215584020
2010-02-22,2214538440
2010-02-23,2221857500
2010-02-24,2259498380
2010-02-25,2247474210
2010-02-26,2275182080
2010-03-01,2315959700
2010-03-02,2307595060
2010-03-03,2218720760
2010-03-04,2242769100
2010-03-05,2316482490
2010-03-08,2417380960
2010-03-09,2389673090
2010-03-10,2419472120
2010-03-11,2492139930
2010-03-12,2495799460
2010-03-15,2739419600
2010-03-16,2811564620
2010-03-17,2832476220
2010-03-18,2827248320
2010-03-19,2808950670
2010-03-22,2897824970
2010-03-23,2932329110
2010-03-24,2964219300
2010-03-25,2902530080
2010-03-26,2981471370
2010-03-29,2980948580
2010-03-30,2984085320
2010-03-31,2998723440
2010-04-01,3046297330
2010-04-05,3138308370
2010-04-06,3140922320
2010-04-07,3133080470
2010-04-08,3205225490
2010-04-09,3276324930
2010-04-12,3280507250
2010-04-13,3286257940
2010-04-14,3354220640
2010-04-15,3358925750
2010-04-16,3330695090
2010-04-19,3285212360
2010-04-20,3263777970
2010-04-21,3431593560
2010-04-22,3506875320
2010-04-23,3505306950
2010-04-26,3462960959
2010-04-27,3362062490
2010-04-28,3323376030
2010-04-29,3419569390
2010-04-30,3294099790
2010-05-03,4239715000
2010-05-04,4119163750
2010-05-05,3979508750
2010-05-06,3832607500
2010-05-07,3609950000
2010-05-10,3924832500
2010-05-11,4030232500
2010-05-12,4070416250
2010-05-13,3905728750
2010-05-14,3813503750
2010-05-17,3789130000
2010-05-18,3708103750
2010-05-19,3577012500
2010-05-20,3386633750
2010-05-21,3490057500
2010-05-24,3575695000
2010-05-25,3552638750
2010-05-26,3509161250
2010-05-27,3691635000
2010-05-28,3605338750
2010-06-01,3434722500
2010-06-02,3509161250
2010-06-03,3593481250
2010-06-04,3363577500
2010-06-07,3225898750
2010-06-08,3297043750
2010-06-09,3388610000
2010-06-10,3507843750
2010-06-11,3500597500
2010-06-14,3563178750
2010-06-15,3754875000
2010-06-16,3663308750
2010-06-17,3636300000
2010-06-18,3618513750
2010-06-21,3528923750
2010-06-22,3362918750
2010-06-23,3372800000
2010-06-24,3274646250
2010-06-25,3310218750
2010-06-28,3231168750
2010-06-29,3013781250
2010-06-30,3048036250
2010-07-01,3053306250
2010-07-02,2995336250
2010-07-06,2833283750
2010-07-07,3006535000
2010-07-08,3139602500
2010-07-09,3158706250
2010-07-12,3103371250
2010-07-13,3224581250
2010-07-14,3177151250
2010-07-15,3134332500
2010-07-16,2974256250
2010-07-19,3034202500
2010-07-20,3111276250
2010-07-21,3107982500
2010-07-22,3297043750
2010-07-23,3370823750
2010-07-26,3460413750
2010-07-27,3349743750
2010-07-28,3336568750
2010-07-29,3388610000
2010-07-30,3418253750
2010-08-02,3532537400
2010-08-03,3385045200
2010-08-04,3527246200
2010-08-05,3505420000
2010-08-06,3512034000
2010-08-09,3557009200
2010-08-10,3523277800
2010-08-11,3322873600
2010-08-12,3357927800
2010-08-13,3256733600
2010-08-16,3195884800
2010-08-17,3295756200
2010-08-18,3326180600
2010-08-19,3252103800
2010-08-20,3266654600
2010-08-23,3230939000
2010-08-24,3064266200
2010-08-25,3082124000
2010-08-26,2997464800
2010-08-27,3113871200
2010-08-30,3019952400
2010-08-31,3021275200
2010-09-01,3169428800
2010-09-02,3328826200
2010-09-03,3379754000
2010-09-07,3340070000
2010-09-08,3576189800
2010-09-09,3595370400
2010-09-10,3564284600
2010-09-13,3712438200
2010-09-14,3736910000
2010-09-15,3734264400
2010-09-16,3722359200
2010-09-17,3841411200
2010-09-20,3969722800
2010-09-21,3908874000
2010-09-22,3848686600
2010-09-23,3773948400
2010-09-24,3888370600
2010-09-27,3884402200
2010-09-28,3905567000
2010-09-29,3922102000
2010-09-30,3978982400
2010-10-01,3967738600
2010-10-04,4004115600
2010-10-05,4127797400
2010-10-06,4096050200
2010-10-07,4152269200
2010-10-08,4174095400
2010-10-11,4137718400
2010-10-12,4169465600
2010-10-13,4164835800
2010-10-14,4196583000
2010-10-15,4161528800
2010-10-18,4131765800
2010-10-19,3969722800
2010-10-20,4012713800
2010-10-21,4033217200
2010-10-22,4082822200
2010-10-25,4142348200
2010-10-26,4164835800
2010-10-27,4065625800
2010-10-28,4031894400
2010-10-29,4057027600
2010-11-01,4459840000
2010-11-02,4474320000
2010-11-03,4442464000
2010-11-04,4568440000
2010-11-05,4656767999
2010-11-08,4706724000
2010-11-09,4744372000
2010-11-10,4572060000
2010-11-11,4524276000
2010-11-12,4309248000
2010-11-15,4349792000
2010-11-16,4307800000
2010-11-17,4455496000
2010-11-18,4550340000
2010-11-19,4634324000
2010-11-22,4727720000
2010-11-23,4687900000
2010-11-24,4889172000
2010-11-26,4889896000
2010-11-29,4913064000
2010-11-30,4911616000
2010-12-01,5069448000
2010-12-02,5157052000
2010-12-03,5068000000
2010-12-06,5023112000
2010-12-07,4981120000
2010-12-08,4963020000
2010-12-09,5008632000
2010-12-10,5008632000
2010-12-13,4932612000
2010-12-14,4813876000
2010-12-15,4752336000
2010-12-16,4825460000
2010-12-17,4893516000
2010-12-20,4846456000
2010-12-21,4879036000
2010-12-22,4774780000
2010-12-23,4748716000
2010-12-27,4700208000
2010-12-28,4605364000
2010-12-29,4599572000
2010-12-30,4622016000
2010-12-31,4561924000
2011-01-03,4580024000
2011-01-04,4457668000
2011-01-05,4536584000
2011-01-06,4425812000
2011-01-07,4265808000
2011-01-10,4473596000
2011-01-11,4339656000
2011-01-12,4364272000
2011-01-13,4368616000
2011-01-14,4383096000
2011-01-18,4314316000
2011-01-19,4247708000
2011-01-20,4206440000
2011-01-21,4114492000
2011-01-24,4242640000
2011-01-25,4239744000
2011-01-26,4313592000
2011-01-27,4315040000
2011-01-28,4202820000
2011-01-31,3898999260
2011-02-01,3931730280
2011-02-02,3860256420
2011-02-03,3936406140
2011-02-04,4112084880
2011-02-07,4192910460
2011-02-08,4222969560
2011-02-09,4170199140
2011-02-10,4150159740
2011-02-11,4142811960
2011-02-14,4129452360
2011-02-15,4084029720
2011-02-16,4016563740
2011-02-17,3936406140
2011-02-18,3917702700
2011-02-22,3958449480
2011-02-23,3931730280
2011-02-24,3973145040
2011-02-25,4025247480
2011-02-28,4008547980
2011-03-01,3946425840
2011-03-02,3953105640
2011-03-03,4096721340
2011-03-04,4095385380
2011-03-07,4039275060
2011-03-08,4084029720
2011-03-09,4196250360
2011-03-10,4103401140
2011-03-11,4186898640
2011-03-14,4078017900
2011-03-15,4033263240
2011-03-16,4004540100
2011-03-17,3969805140
2011-03-18,3788782560
2011-03-21,3817505700
2011-03-22,3776090940
2011-03-23,3831533280
2011-03-24,3946425840
2011-03-25,4034599200
2011-03-28,4019235660
2011-03-29,4355229600
2011-03-30,4309806960
2011-03-31,4343873940
2011-04-01,4420691640
2011-04-04,4370593140
2011-04-05,4414679820
2011-04-06,4357901520
2011-04-07,4339866060
2011-04-08,4280415840
2011-04-11,4341870000
2011-04-12,4398648300
2011-04-13,4417351740
2011-04-14,4449414780
2011-04-15,4435387200
2011-04-18,4405996080
2011-04-19,4426035480
2011-04-20,4596370380
2011-04-21,4601046240
2011-04-25,4637785140
2011-04-26,4619749680
2011-04-27,4778728920
2011-04-28,4778728920
2011-04-29,4703247180
2011-05-02,4658752600
2011-05-03,4541948140
2011-05-04,4551346200
2011-05-05,4673520980
2011-05-06,4533221370
2011-05-09,4634586160
2011-05-10,4695673550
2011-05-11,4648011960
2011-05-12,4725210310
2011-05-13,4688960650
2011-05-16,4579540380
2011-05-17,4517110410
2011-05-18,4566114580
2011-05-19,4638613900
2011-05-20,4415074330
2011-05-23,4363385000
2011-05-24,4358685970
2011-05-25,4249936990
2011-05-26,4443268510
2011-05-27,4469448820
2011-05-31,4428500130
2011-06-01,4454009150
2011-06-02,4374125640
2011-06-03,4338547270
2011-06-06,4256649890
2011-06-07,4306325350
2011-06-08,4196233790
2011-06-09,4247251830
2011-06-10,4172067350
2011-06-13,4234497320
2011-06-14,4280145040
2011-06-15,4170053480
2011-06-16,4143201880
2011-06-17,4202275400
2011-06-20,4254636020
2011-06-21,4331834370
2011-06-22,4239867640
2011-06-23,4390236600
2011-06-24,4319079860
2011-06-27,4334519530
2011-06-28,4396278210
2011-06-29,4374796930
2011-06-30,4394935630
2011-07-01,4499656870
2011-07-05,4596993920
2011-07-06,4643984220
2011-07-07,4737293530
2011-07-08,4705071610
2011-07-11,4581554250
2011-07-12,4556716520
2011-07-13,4725881600
2011-07-14,4886991200
2011-07-15,4952777620
2011-07-18,4926597310
2011-07-19,5054142410
2011-07-20,4962846970
2011-07-21,5038702740
2011-07-22,5012522430
2011-07-25,4981643090
2011-07-26,4946064720
2011-07-27,4816505750
2011-07-28,4818519620
2011-07-29,4803079950
2011-08-01,4752135250
2011-08-02,4540376500
2011-08-03,4667431750
2011-08-04,4198201250
2011-08-05,4479201750
2011-08-08,3894344250
2011-08-09,4098036000
2011-08-10,4030811000
2011-08-11,4241897500
2011-08-12,4340718250
2011-08-15,4352818750
2011-08-16,4212318500
2011-08-17,4076524000
2011-08-18,3681913250
2011-08-19,3460070750
2011-08-22,3544774250
2011-08-23,3802918250
2011-08-24,3989131500
2011-08-25,3878882500
2011-08-26,4106103000
2011-08-29,4335340250
2011-08-30,4362902500
2011-08-31,4481218500
2011-09-01,4463740000
2011-09-02,4196184500
2011-09-06,4081229750
2011-09-07,4280888000
2011-09-08,4249964500
2011-09-09,4131648500
2011-09-12,4168622250
2011-09-13,4256687000
2011-09-14,4336012500
2011-09-15,4413993500
2011-09-16,4443572500
2011-09-19,4452984000
2011-09-20,4430799750
2011-09-21,4222402250
2011-09-22,4094002500
2011-09-23,4245258750
2011-09-26,4323912000
2011-09-27,4392481500
2011-09-28,4284921500
2011-09-29,4182067250
2011-09-30,3915184000
2011-10-03,3780061750
2011-10-04,3857370500
2011-10-05,3993165000
2011-10-06,4115514500
2011-10-07,4124926000
2011-10-10,4304416750
2011-10-11,4305089000
2011-10-12,4485924250
2011-10-13,4448950500
2011-10-14,4559871750
2011-10-17,4413993500
2011-10-18,4469118000
2011-10-19,4425421750
2011-10-20,4541048750
2011-10-21,4713144750
2011-10-24,4917508750
2011-10-25,4756841000
2011-10-26,4719195000
2011-10-27,4921542250
2011-10-28,5026413250
2011-10-31,5021037980
2011-11-01,4999445020
2011-11-02,5115507180
2011-11-03,5034533580
2011-11-04,4996071120
2011-11-07,4942088720
2011-11-08,4955584320
2011-11-09,4674201060
2011-11-10,4626966460
2011-11-11,4777442400
2011-11-14,4743028620
2011-11-15,4711313960
2011-11-16,4629665580
2011-11-17,4500107820
2011-11-18,4440052400
2011-11-21,4290926020
2011-11-22,4409012520
2011-11-23,4382021320
2011-11-25,4358404020
2011-11-28,4572309280
2011-11-29,4530472920
2011-11-30,4581081420
2011-12-01,4562862360
2011-12-02,4911048840
2011-12-05,5049378740
2011-12-06,5050053520
2011-12-07,4905650600
2011-12-08,4761922460
2011-12-09,4855716880
2011-12-12,4804433600
2011-12-13,4613470860
2011-12-14,4575683180
2011-12-15,4644510740
2011-12-16,4627641240
2011-12-19,4581756200
2011-12-20,4630340360
2011-12-21,4617519540
2011-12-22,4628316020
2011-12-23,4740329500
2011-12-27,4803758820
2011-12-28,4710639180
2011-12-29,4762597240
2011-12-30,4756524220
2012-01-03,4805783160
2012-01-04,4983925080
2012-01-05,4904301040
2012-01-06,4970429480
2012-01-09,4979876400
2012-01-10,4993372000
2012-01-11,4986624200
2012-01-12,5139799260
2012-01-13,5087841200
2012-01-17,5060175220
2012-01-18,5129002780
2012-01-19,5192432100
2012-01-20,5171513920
2012-01-23,5147221840
2012-01-24,5259235320
2012-01-25,5236292800
2012-01-26,5191757320
2012-01-27,5175562600
2012-01-30,5251458180
2012-01-31,5290525410
2012-02-01,5241177330
2012-02-02,5226784140
2012-02-03,5353581290
2012-02-06,5367289090
2012-02-07,5422805680
2012-02-08,5555085950
2012-02-09,5570164530
2012-02-10,5572220700
2012-02-13,5622939560
2012-02-14,5645557430
2012-02-15,5599636300
2012-02-16,5628422680
2012-02-17,5635961970
2012-02-21,5638018140
2012-02-22,5635276580
2012-02-23,5631164240
2012-02-24,5648984380
2012-02-27,5685310050
2012-02-28,5712040260
2012-02-29,5826500390
2012-03-01,5863511450
2012-03-02,5806624080
2012-03-05,5838152020
2012-03-06,5689422390
2012-03-07,5723006500
2012-03-08,5804567910
2012-03-09,5958095270
2012-03-12,5982083920
2012-03-13,6099971000
2012-03-14,6095858660
2012-03-15,6081465470
2012-03-16,6118476530
2012-03-19,6099971000
2012-03-20,6122588870
2012-03-21,6136296670
2012-03-22,6166453830
2012-03-23,6137667450
2012-03-26,6225397370
2012-03-27,6155487590
2012-03-28,6075296960
2012-03-29,6133555110
2012-03-30,6122588870
2012-04-02,6264464600
2012-04-03,6287082470
2012-04-04,6254183750
2012-04-05,6297363320
2012-04-09,6212374960
2012-04-10,5975915410
2012-04-11,6035544340
2012-04-12,6065701500
2012-04-13,6100656390
2012-04-16,6072555400
2012-04-17,6159599930
2012-04-18,6169880780
2012-04-19,6078038520
2012-04-20,6067072280
2012-04-23,5968376120
2012-04-24,5945072860
2012-04-25,6095173270
2012-04-26,6205521060
2012-04-27,6172622340
2012-04-30,6251786400
2012-05-01,6309516860
2012-05-02,6501717050
2012-05-03,6405264940
2012-05-04,6030720980
2012-05-07,5919484240
2012-05-08,5725171959
2012-05-09,5730100170
2012-05-10,5647024630
2012-05-11,5718835690
2012-05-14,5597742530
2012-05-15,5590702230
2012-05-16,5374565020
2012-05-17,5118298100
2012-05-18,5119002130
2012-05-21,5349219940
2012-05-22,5459752650
2012-05-23,5447080110
2012-05-24,5799799140
2012-05-25,5805431380
2012-05-29,5958909920
2012-05-30,5846265120
2012-05-31,5702643000
2012-06-01,5383717410
2012-06-04,5433703540
2012-06-05,5608302980
2012-06-06,5649840750
2012-06-07,5547052370
2012-06-08,5629423880
2012-06-11,5453416380
2012-06-12,5497770270
2012-06-13,5347107850
2012-06-14,5442855930
2012-06-15,5589294170
2012-06-18,5644912540
2012-06-19,5689266430
2012-06-20,5595630440
2012-06-21,5594222380
2012-06-22,5618159400
2012-06-25,5483689670
2012-06-26,5504810570
2012-06-27,5483689670
2012-06-28,5302753959
2012-06-29,5476649370
2012-07-02,5548460430
2012-07-03,5639280300
2012-07-05,5780086300
2012-07-06,5609711040
2012-07-09,5462568770
2012-07-10,5535083860
2012-07-11,5316834560
2012-07-12,5242911410
2012-07-13,5378085170
2012-07-16,5381605320
2012-07-17,5364004570
2012-07-18,5449192200
2012-07-19,5657585080
2012-07-20,5570989390
2012-07-23,5478057430
2012-07-24,5363300540
2012-07-25,5312610380
2012-07-26,5504810570
2012-07-27,5697010760
2012-07-30,5732994920
2012-07-31,5606645980
2012-08-01,5504296280
2012-08-02,5307361340
2012-08-03,5473238440
2012-08-06,5566411960
2012-08-07,5946870500
2012-08-08,5967340440
2012-08-09,5934870880
2012-08-10,5917930240
2012-08-13,5992751400
2012-08-14,6018868220
2012-08-15,6125453080
2012-08-16,6180510160
2012-08-17,6282859860
2012-08-20,6154393340
2012-08-21,6193921500
2012-08-22,6174863280
2012-08-23,6145923019
2012-08-24,6207332840
2012-08-27,6246155140
2012-08-28,6548263220
2012-08-29,6622378519
2012-08-30,6599085140
2012-08-31,6628025400
2012-09-04,6661200820
2012-09-05,6564498000
2012-09-06,6674612160
2012-09-07,6640025019
2012-09-10,6606849600
2012-09-11,6545439780
2012-09-12,6547557360
2012-09-13,6588497240
2012-09-14,6690846940
2012-09-17,6654142220
2012-09-18,6463560019
2012-09-19,6515793660
2012-09-20,6529910860
2012-09-21,6538381180
2012-09-24,6654142220
2012-09-25,6546851500
2012-09-26,6535557740
2012-09-27,6594849980
2012-09-28,6615319920
2012-10-01,6560968700
2012-10-02,6558851120
2012-10-03,6685200060
2012-10-04,6764256380
2012-10-05,6740963000
2012-10-08,6667553560
2012-10-09,6582144500
2012-10-10,6577909340
2012-10-11,6639319160
2012-10-12,6546851500
2012-10-15,6702846560
2012-10-16,6855312320
2012-10-17,6917428000
2012-10-18,6938603800
2012-10-19,6827783780
2012-10-22,6734610260
2012-10-23,6669671140
2012-10-24,6625907820
2012-10-25,6565203860
2012-10-26,6458619000
2012-10-31,7923679600
2012-11-01,8266590000
2012-11-02,8005084800
2012-11-05,8023094800
2012-11-06,8220484400
2012-11-07,8086490000
2012-11-08,7939528400
2012-11-09,7843715200
2012-11-12,7923679600
2012-11-13,7823544000
2012-11-14,7712602400
2012-11-15,7730612400
2012-11-16,7801211600
2012-11-19,8013729600
2012-11-20,7956818000
2012-11-21,7895584000
2012-11-23,7994278800
2012-11-26,7977709600
2012-11-27,7873251600
2012-11-28,8389778400
2012-11-29,8273073600
2012-11-30,8255063600
2012-12-03,8291083600
2012-12-04,8193109200
2012-12-05,8006525600
2012-12-06,8081447200
2012-12-07,8105220400
2012-12-10,7964742400
2012-12-11,7992838000
2012-12-12,7879014800
2012-12-13,7835070400
2012-12-14,7806254400
2012-12-17,7940969200
2012-12-18,8063437200
2012-12-19,8102338800
2012-12-20,8082167600
2012-12-21,7920798000
2012-12-24,7964742400
2012-12-26,7765912000
2012-12-27,7867488400
2012-12-28,7796168800
2012-12-31,7997160400
2013-01-02,8054072000
2013-01-03,8190948000
2013-01-04,8332146400
2013-01-07,8431561600
2013-01-08,8488473200
2013-01-09,8533858400
2013-01-10,8487032400
2013-01-11,8462538800
2013-01-14,8481989600
2013-01-15,8605178000
2013-01-16,8526654400
2013-01-17,8570598800
2013-01-18,8502160800
2013-01-22,8471904000
2013-01-23,8469742799
2013-01-24,8550427600
2013-01-25,8706754400
2013-01-28,8652004000
2013-01-29,8633994000
2013-01-30,8520891200
2013-01-31,8563394800
2013-02-01,8375370400
2013-02-04,9201069203
2013-02-05,9223253819
2013-02-06,9617030741
2013-02-07,9731123048
2013-02-08,9703392279
2013-02-11,9468076895
2013-02-12,9564738433
2013-02-13,9546515356
2013-02-14,9531461510
2013-02-15,9515615356
2013-02-19,9598015356
2013-02-20,9380130741
2013-02-21,9333384588
2013-02-22,9419746126
2013-02-25,9298523049
2013-02-26,9491053818
2013-02-27,9563946125
2013-02-28,9654269202
2013-03-01,9670907664
2013-03-04,9815107663
2013-03-05,9909392278
2013-03-06,9723199971
2013-03-07,9830953817
2013-03-08,9767569202
2013-03-11,9580584587
2013-03-12,9350023049
2013-03-13,9468076895
2013-03-14,9406276895
2013-03-15,9346853818
2013-03-18,9195523050
2013-03-19,9052907665
2013-03-20,8932476897
2013-03-21,8860376897
2013-03-22,8862753820
2013-03-25,8968923050
2013-03-26,9027553819
2013-03-27,8936438435
2013-03-28,8462638436
2013-04-01,8414307667
2013-04-02,8393707667
2013-04-03,8325569206
2013-04-04,8304969206
2013-04-05,8539492282
2013-04-08,8577523051
2013-04-09,8539492282
2013-04-10,8668638436
2013-04-11,8828684589
2013-04-12,8693992282
2013-04-15,8312099975
2013-04-16,8442038436
2013-04-17,8299423052
2013-04-18,8228115360
2013-04-19,8404799975
2013-04-22,8432530744
2013-04-23,8664676897
2013-04-24,8672599974
2013-04-25,8822346128
2013-04-26,8842153820
2013-04-29,9060038435
2013-04-30,9144023050
2013-05-01,9115499973
2013-05-02,9072715358
2013-05-03,9170961511
2013-05-06,9385476430
2013-05-07,9592072410
2013-05-08,9695370400
2013-05-09,9629487430
2013-05-10,9713264540
2013-05-13,9625420580
2013-05-14,9712451170
2013-05-15,9599392740
2013-05-16,9601019480
2013-05-17,9783214360
2013-05-20,9704317470
2013-05-21,9718958130
2013-05-22,9514802260
2013-05-23,9509108670
2013-05-24,9413944380
2013-05-28,9448105920
2013-05-29,9372462510
2013-05-30,9433465260
2013-05-31,9369209030
2013-06-03,9278111590
2013-06-04,9153665980
2013-06-05,9043047660
2013-06-06,9104050410
2013-06-07,9248016900
2013-06-10,9221989060
2013-06-11,9044674400
2013-06-12,9051181360
2013-06-13,9971916200
2013-06-14,10027225360
2013-06-17,10182579030
2013-06-18,10269609620
2013-06-19,10185832510
2013-06-20,9786467840
2013-06-21,9841777000
2013-06-24,9852350810
2013-06-25,10038612540
2013-06-26,10097988550
2013-06-27,10167938370
2013-06-28,10171191850
2013-07-01,10322478670
2013-07-02,10214300460
2013-07-03,10251715480
2013-07-05,10318411820
2013-07-08,10433910360
2013-07-09,10643759820
2013-07-10,10731603780
2013-07-11,10694188760
2013-07-12,10669787660
2013-07-15,10623425570
2013-07-16,10414389480
2013-07-17,10355826840
2013-07-18,10525821170
2013-07-19,10545342050
2013-07-22,10573810000
2013-07-23,10650266780
2013-07-24,10671414400
2013-07-25,10769018800
2013-07-26,10749497920
2013-07-29,10733230520
2013-07-30,10748684550
2013-07-31,10719403230
2013-08-01,10930879429
2013-08-02,10866623200
2013-08-05,10901937060
2013-08-06,10802480220
2013-08-07,10598675220
2013-08-08,10583186040
2013-08-09,10600305660
2013-08-12,10812262860
2013-08-13,10755197460
2013-08-14,10482098760
2013-08-15,10338620040
2013-08-16,10357370100
2013-08-19,10257098040
2013-08-20,10548131579
2013-08-21,10619055720
2013-08-22,10668784140
2013-08-23,10636175340
2013-08-26,10542425040
2013-08-27,10435631220
2013-08-28,10386718020
2013-08-29,10510631460
2013-08-30,10495957500
2013-09-03,10544055480
2013-09-04,10639436220
2013-09-05,10540794600
2013-09-06,10595414340
2013-09-09,10769871420
2013-09-10,10162532520
2013-09-11,10010901600
2013-09-12,10089162720
2013-09-13,10145412900
2013-09-16,10087532280
2013-09-17,10003564620
2013-09-18,10307641680
2013-09-19,10353294000
2013-09-20,10197586980
2013-09-23,9992151540
2013-09-24,10035358200
2013-09-25,9762259500
2013-09-26,9767150820
2013-09-27,9661172220
2013-09-30,9675846180
2013-10-01,9392149620
2013-10-02,9582911100
2013-10-03,10001934180
2013-10-04,10104651900
2013-10-07,9923673060
2013-10-08,9594324180
2013-10-09,9617150340
2013-10-10,9772857360
2013-10-11,9694596240
2013-10-14,9704378880
2013-10-15,9711715860
2013-10-16,9851118480
2013-10-17,9798944400
2013-10-18,9979923240
2013-10-21,10039434300
2013-10-22,10023129900
2013-10-23,9893509920
2013-10-24,9705194100
2013-10-25,9664433100
2013-10-28,9855194580
2013-10-29,10045956060
2013-10-30,10169869500
2013-10-31,10155195540
2013-11-01,10151934660
2013-11-04,10285399840
2013-11-05,10216655920
2013-11-06,10317316660
2013-11-07,10200288320
2013-11-08,10276397660
2013-11-11,10377876780
2013-11-12,10408975220
2013-11-13,10876270200
2013-11-14,10919644340
2013-11-15,10888545900
2013-11-18,10805071140
2013-11-19,10778882980
2013-11-20,10697044980
2013-11-21,10742874260
2013-11-22,10803434380
2013-11-25,10868086400
2013-11-26,11006392620
2013-11-27,11035035920
2013-11-29,10959744959
2013-12-02,10802616000
2013-12-03,10796068959
2013-12-04,10811618180
2013-12-05,10701136880
2013-12-06,10647942180
2013-12-09,10428616340
2013-12-10,10791977060
2013-12-11,10695408220
2013-12-12,10475264000
2013-12-13,10562012280
2013-12-16,10678222240
2013-12-17,10754331580
2013-12-18,10854173940
2013-12-19,10719141240
2013-12-20,10710957440
2013-12-23,10998208819
2013-12-24,11002300720
2013-12-26,11045674860
2013-12-27,11007211000
2013-12-30,11022760220
2013-12-31,11131604760
2014-01-02,11177434040
2014-01-03,11262545560
2014-01-06,11076773300
2014-01-07,11053858660
2014-01-08,10827167400
2014-01-09,10886090760
2014-01-10,10813254940
2014-01-13,10602112900
2014-01-14,10352507000
2014-01-15,10383605440
2014-01-16,10241207320
2014-01-17,10131544400
2014-01-21,10000603600
2014-01-22,10058708580
2014-01-23,9934314820
2014-01-24,9886848780
2014-01-27,9915492080
2014-01-28,10003058740
2014-01-29,9861479000
2014-01-30,9939225100
2014-01-31,9891759060
2014-02-03,9583698000
2014-02-04,9594384000
2014-02-05,9629730000
2014-02-06,9921540000
2014-02-07,10016892000
2014-02-10,9928116000
2014-02-11,9890304000
2014-02-12,9661788000
2014-02-13,9819612000
2014-02-14,9720150000
2014-02-18,9665076000
2014-02-19,9716040000
2014-02-20,9706998000
2014-02-21,9965928000
2014-02-24,10125396000
2014-02-25,10317744000
2014-02-26,10336650000
2014-02-27,10374462000
2014-02-28,10392546000
2014-03-03,10275000000
2014-03-04,10385148000
2014-03-05,10330074000
2014-03-06,10344870000
2014-03-07,10381860000
2014-03-10,10251162000
2014-03-11,10089228000
2014-03-12,10031688000
2014-03-13,9456288000
2014-03-14,9456288000
2014-03-17,9562326000
2014-03-18,9786732000
2014-03-19,9736590000
2014-03-20,9791664000
2014-03-21,9854136000
2014-03-24,9805638000
2014-03-25,9637950000
2014-03-26,9981546000
2014-03-27,10117176000
2014-03-28,10177182000
2014-03-31,10256094000
2014-04-01,10350624000
2014-04-02,10335006000
2014-04-03,10236366000
2014-04-04,10272534000
2014-04-07,10075254000
2014-04-08,10150878000
2014-04-09,10289796000
2014-04-10,10167318000
2014-04-11,10004562000
2014-04-14,10056348000
2014-04-15,10024290000
2014-04-16,10196910000
2014-04-17,10076898000
2014-04-21,9978258000
2014-04-22,9985656000
2014-04-23,9950310000
2014-04-24,9942090000
2014-04-25,10048128000
2014-04-28,10214172000
2014-04-29,10310346000
2014-04-30,10321854000
2014-05-01,10406520000
2014-05-02,10539684000
2014-05-05,10547568000
2014-05-06,10424118000
2014-05-07,10483374000
2014-05-08,10658673000
2014-05-09,10719575000
2014-05-12,10936024000
2014-05-13,10916271999
2014-05-14,10854546999
2014-05-15,10748380000
2014-05-16,10950015000
2014-05-19,11000218000
