,FRT
2023-05-08,7664977320
2023-05-09,7527725660
2023-05-10,7504173600
2023-05-11,7378291900
2023-05-12,7423771740
2023-05-15,7467627300
2023-05-16,7178505460
2023-05-17,7346618439
2023-05-18,7249973780
2023-05-19,7206930360
2023-05-22,7325502800
2023-05-23,7258907320
2023-05-24,7100540020
2023-05-25,6977906880
2023-05-26,7070490840
2023-05-30,7089170060
2023-05-31,7163074800
2023-06-01,7126528500
2023-06-02,7401843960
2023-06-05,7349867000
2023-06-06,7567520520
2023-06-07,7894000800
2023-06-08,7805477540
2023-06-09,7807913960
2023-06-12,7742942760
2023-06-13,7695838640
2023-06-14,7659292340
2023-06-15,7708020740
2023-06-16,7790859020
2023-06-20,7654419500
2023-06-21,7501737180
2023-06-22,7415650340
2023-06-23,7317381400
2023-06-26,7499300760
2023-06-27,7664165180
2023-06-28,7664977320
2023-06-29,7824968900
2023-06-30,7864884980
2023-07-03,7908772940
2023-07-05,7881952520
2023-07-06,7890079920
2023-07-07,7800678520
2023-07-10,7884390740
2023-07-11,8101392320
2023-07-12,8103830539
2023-07-13,8180228100
2023-07-14,8149343980
2023-07-17,8189980980
2023-07-18,8212737700
2023-07-19,8328146780
2023-07-20,8369596520
2023-07-21,8391540500
2023-07-24,8384225840
2023-07-25,8313517460
2023-07-26,8365532820
2023-07-27,8173726179
2023-07-28,8202984820
2023-07-31,8250936480
2023-08-01,8227367020
2023-08-02,8187542760
2023-08-03,8341150620
2023-08-04,8405357080
2023-08-07,8446806820
2023-08-08,8296449920
2023-08-09,8370409260
2023-08-10,8350903500
2023-08-11,8307015539
2023-08-14,8194857420
2023-08-15,8066444500
2023-08-16,7925840480
2023-08-17,7806367700
2023-08-18,7836439080
2023-08-21,7788487420
2023-08-22,7816120580
2023-08-23,7971353920
2023-08-24,7933155140
2023-08-25,7929091440
2023-08-28,7958350080
2023-08-29,7985983240
2023-08-30,8024994760
2023-08-31,7959975560
2023-09-01,7969728440
2023-09-05,7846191960
2023-09-06,7903083760
2023-09-07,7927465960
2023-09-08,7933155140
2023-09-11,7909585679
2023-09-12,7984357760
2023-09-13,7927465960
2023-09-14,8104643280
2023-09-15,8031496679
2023-09-18,7854319360
2023-09-19,7832375380
2023-09-20,7930716920
2023-09-21,7643819700
2023-09-22,7550354600
2023-09-25,7505653900
2023-09-26,7347982340
2023-09-27,7347169600
2023-09-28,7410563320
2023-09-29,7365862620
2023-10-02,7225553010
2023-10-03,7073745390
2023-10-04,7163524090
2023-10-05,7169237280
2023-10-06,7094149640
2023-10-09,7186376850
2023-10-10,7281052569
2023-10-11,7427963170
2023-10-12,7285949590
2023-10-13,7211678120
2023-10-16,7312883200
2023-10-17,7401029560
2023-10-18,7253302790
2023-10-19,7152097710
2023-10-20,7124347930
2023-10-23,7006003280
2023-10-24,7152913880
2023-10-25,6995393069
2023-10-26,7184744510
2023-10-27,7072113050
2023-10-30,7161075580
2023-10-31,7442654230
2023-11-01,7484278900
2023-11-02,7627108650
2023-11-03,7794423500
2023-11-06,7685872890
2023-11-07,7594461850
2023-11-08,7621395460
2023-11-09,7470404010
2023-11-10,7554469520
2023-11-13,7439389550
2023-11-14,7730762240
2023-11-15,7695666930
2023-11-16,7552837180
2023-11-17,7552837180
2023-11-20,7539778460
2023-11-21,7494072939
2023-11-22,7516109530
2023-11-24,7517741870
2023-11-27,7647512900
2023-11-28,7675262680
2023-11-29,7698115439
2023-11-30,7801769030
2023-12-01,7991120470
2023-12-04,8153538300
2023-12-05,8142928090
2023-12-06,8084163850
2023-12-07,8080899170
2023-12-08,8089877040
2023-12-11,8106200439
2023-12-12,8107016610
2023-12-13,8466947580
2023-12-14,8737099850
2023-12-15,8579579040
2023-12-18,8517550120
2023-12-19,8520814800
2023-12-20,8426139080
2023-12-21,8524895650
2023-12-22,8488984170
2023-12-26,8537954370
2023-12-27,8554277770
2023-12-28,8596718610
2023-12-29,8410631850
2024-01-02,8629744350
2024-01-03,8393494050
2024-01-04,8410015050
2024-01-05,8423231850
2024-01-08,8452969650
2024-01-09,8458752000
2024-01-10,8528966250
2024-01-11,8424057900
2024-01-12,8500054500
2024-01-16,8417449500
2024-01-17,8280325200
2024-01-18,8184503400
2024-01-19,8311715100
2024-01-22,8326584000
2024-01-23,8415797400
2024-01-24,8362104150
2024-01-25,8563660350
2024-01-26,8557878000
2024-01-29,8565312450
2024-01-30,8557878000
2024-01-31,8403406650
2024-02-01,8528140200
2024-02-02,8423231850
2024-02-05,8243979000
2024-02-06,8397624300
2024-02-07,8329888200
2024-02-08,8430666300
2024-02-09,8354669700
2024-02-12,8319149549
2024-02-13,8347235250
2024-02-14,8334018450
2024-02-15,8443057049
2024-02-16,8295194100
2024-02-20,8211763050
2024-02-21,8210937000
2024-02-22,8186155500
2024-02-23,8118419400
2024-02-26,8045727000
2024-02-27,8087855550
2024-02-28,8150635350
2024-02-29,8330714250
2024-03-01,8253891600
2024-03-04,8400928500
2024-03-05,8399276400
2024-03-06,8410015050
2024-03-07,8424883950
2024-03-08,8439752850
2024-03-11,8488489800
2024-03-12,8353843650
2024-03-13,8358799950
2024-03-14,8205980700
2024-03-15,8187807600
2024-03-18,8243152950
2024-03-19,8233240350
2024-03-20,8351365500
2024-03-21,8443883100
2024-03-22,8221675650
2024-03-25,8180373150
2024-03-26,8160547950
2024-03-27,8387711700
2024-03-28,8435622600
2024-04-01,8321627700
2024-04-02,8243979000
2024-04-03,8273716800
2024-04-04,8206806750
2024-04-05,8234892450
2024-04-08,8346409200
2024-04-09,8500054500
2024-04-10,8231588250
2024-04-11,8239848750
2024-04-12,8239022700
2024-04-15,8099420250
2024-04-16,7965600150
2024-04-17,8015989200
2024-04-18,8139070650
2024-04-19,8241500850
2024-04-22,8354669700
2024-04-23,8497576350
2024-04-24,8557878000
2024-04-25,8472794849
2024-04-26,8441404950
2024-04-29,8532270450
2024-04-30,8604962850
2024-05-01,8614049400
2024-05-02,8666090550
2024-05-03,8426536050
2024-05-06,8435622600
2024-05-07,8515749450
2024-05-08,8434796550
2024-05-09,8471142750
2024-05-10,8402580600
2024-05-13,8463708299
2024-05-14,8464534350
2024-05-15,8507488950
2024-05-16,8395146150
2024-05-17,8452969650
2024-05-20,8343931050
2024-05-21,8367060450
2024-05-22,8350539450
2024-05-23,8148983250
2024-05-24,8100246300
2024-05-28,8095290000
2024-05-29,8070508500
2024-05-30,8164678200
2024-05-31,8338974750
2024-06-03,8367060450
2024-06-04,8391015900
2024-06-05,8403406650
2024-06-06,8429014200
2024-06-07,8343931050
2024-06-10,8306758800
2024-06-11,8248935300
2024-06-12,8330714250
2024-06-13,8407536900
2024-06-14,8358799950
2024-06-17,8300150400
2024-06-18,8342278950
2024-06-20,8343105000
2024-06-21,8281151250
2024-06-24,8349713400
2024-06-25,8202676500
2024-06-26,8191111800
2024-06-27,8287759650
2024-06-28,8340626850
2024-07-01,8295194100
2024-07-02,8353017600
2024-07-03,8314193250
2024-07-05,8326584000
2024-07-08,8309236950
2024-07-09,8309236950
2024-07-10,8476099050
2024-07-11,8667742650
2024-07-12,8781737550
2024-07-15,8789172000
2024-07-16,8979163500
2024-07-17,9074159250
2024-07-18,9049377750
2024-07-19,9045247500
2024-07-22,9152634000
2024-07-23,9060942450
2024-07-24,8859386250
2024-07-25,8843691300
2024-07-26,9049377750
2024-07-29,9193012200
2024-07-30,9446784120
2024-07-31,9259357800
2024-08-01,9354729600
2024-08-02,9328191360
2024-08-05,9102616320
2024-08-06,9325703400
2024-08-07,9288384000
2024-08-08,9316580880
2024-08-09,9354729600
