,ALB
2009-05-14,2395704060
2009-05-15,2438696840
2009-05-18,2499069680
2009-05-19,2475286440
2009-05-20,2612497440
2009-05-21,2520108700
2009-05-22,2497240200
2009-05-26,2564930960
2009-05-27,2507302340
2009-05-28,2549380380
2009-05-29,2581396280
2009-06-01,2717692540
2009-06-02,2696653520
2009-06-03,2622559580
2009-06-04,2658234440
2009-06-05,2652746000
2009-06-08,2553039340
2009-06-09,2564930960
2009-06-10,2542977200
2009-06-11,2622559580
2009-06-12,2570419400
2009-06-15,2462480080
2009-06-16,2391130360
2009-06-17,2390215620
2009-06-18,2411254640
2009-06-19,2403936720
2009-06-22,2254834100
2009-06-23,2254834100
2009-06-24,2250260400
2009-06-25,2300571100
2009-06-26,2316121680
2009-06-29,2363688160
2009-06-30,2341905160
2009-07-01,2355643360
2009-07-02,2273214160
2009-07-06,2278709440
2009-07-07,2179794400
2009-07-08,2157813280
2009-07-09,2168803840
2009-07-10,2175215000
2009-07-13,2235663080
2009-07-14,2250317160
2009-07-15,2373045080
2009-07-16,2434409040
2009-07-17,2400521480
2009-07-20,2416091440
2009-07-21,2413343800
2009-07-22,2490277720
2009-07-23,2761378200
2009-07-24,2784275200
2009-07-27,2740312960
2009-07-28,2744892360
2009-07-29,2713752440
2009-07-30,2746724120
2009-07-31,2721079480
2009-08-03,2807172200
2009-08-04,2833732720
2009-08-05,2824573920
2009-08-06,2921657200
2009-08-07,2935395399
2009-08-10,2903339600
2009-08-11,2898760200
2009-08-12,2971114720
2009-08-13,2953713000
2009-08-14,2893264920
2009-08-17,2789770480
2009-08-18,2829153320
2009-08-19,2835564480
2009-08-20,2852966200
2009-08-21,2944554200
2009-08-24,2969282960
2009-08-25,2963787680
2009-08-26,2961040040
2009-08-27,2950049480
2009-08-28,2969282960
2009-08-31,2951881239
2009-09-01,2831900960
2009-09-02,2874947320
2009-09-03,2915246040
2009-09-04,2960124160
2009-09-08,3054459800
2009-09-09,3135057239
2009-09-10,3131393720
2009-09-11,3093842640
2009-09-14,3126814320
2009-09-15,3179935360
2009-09-16,3217486440
2009-09-17,3170776560
2009-09-18,3161617760
2009-09-21,3184514760
2009-09-22,3205580000
2009-09-23,3140552520
2009-09-24,3088347360
2009-09-25,3028815160
2009-09-28,3116739640
2009-09-29,3114907880
2009-09-30,3161955600
2009-10-01,2975528160
2009-10-02,2902419360
2009-10-05,3016651860
2009-10-06,3066000299
2009-10-07,3048636960
2009-10-08,3061431000
2009-10-09,3052292400
2009-10-12,3089760660
2009-10-13,3092502240
2009-10-14,3198510000
2009-10-15,3215873340
2009-10-16,3145506120
2009-10-19,3181146660
2009-10-20,3140936820
2009-10-21,3098899259
2009-10-22,3153730860
2009-10-23,3158300160
2009-10-26,3099813120
2009-10-27,3017565720
2009-10-28,2911557960
2009-10-29,3032187480
2009-10-30,2885969880
2009-11-02,2896936200
2009-11-03,2937146040
2009-11-04,2892366900
2009-11-05,3013910279
2009-11-06,3045895380
2009-11-09,3154644720
2009-11-10,3185715960
2009-11-11,3203993160
2009-11-12,3131798220
2009-11-13,3150075420
2009-11-16,3208562460
2009-11-17,3169266480
2009-11-18,3150989279
2009-11-19,3114434880
2009-11-20,3116262600
2009-11-23,3143678400
2009-11-24,3119004180
2009-11-25,3162869460
2009-11-27,3092502240
2009-11-30,3084277500
2009-12-01,3126315060
2009-12-02,3203079299
2009-12-03,3085191360
2009-12-04,3115348740
2009-12-07,3217701060
2009-12-08,3208562460
2009-12-09,3226839660
2009-12-10,3287154420
2009-12-11,3299034600
2009-12-14,3348383040
2009-12-15,3330105840
2009-12-16,3320053380
2009-12-17,3244203000
2009-12-18,3256997040
2009-12-21,3267963360
2009-12-22,3281671259
2009-12-23,3358435500
2009-12-24,3403214640
2009-12-28,3405956220
2009-12-29,3397731480
2009-12-30,3384023580
2009-12-31,3323708820
2010-01-04,3480892740
2010-01-05,3474495720
2010-01-06,3480892740
2010-01-07,3456218520
2010-01-08,3508308540
2010-01-11,3492772920
2010-01-12,3444338340
2010-01-13,3479065020
2010-01-14,3465357120
2010-01-15,3462615540
2010-01-19,3506480820
2010-01-20,3469012560
2010-01-21,3392248320
2010-01-22,3298120740
2010-01-25,3335589000
2010-01-26,3415094820
2010-01-27,3368487960
2010-01-28,3330105840
2010-01-29,3264307920
2010-02-01,3312742500
2010-02-02,3372143400
2010-02-03,3347469180
2010-02-04,3234150540
2010-02-05,3213131759
2010-02-08,3185715960
2010-02-09,3227753520
2010-02-10,3233236680
2010-02-11,3278015820
2010-02-12,3344727600
2010-02-16,3446166060
2010-02-17,3451649220
2010-02-18,3460787820
2010-02-19,3484548180
2010-02-22,3485462040
2010-02-23,3378540420
2010-02-24,3370315680
2010-02-25,3373057259
2010-02-26,3426061140
2010-03-01,3604263840
2010-03-02,3685597380
2010-03-03,3687425100
2010-03-04,3681941940
2010-03-05,3762361620
2010-03-08,3769672500
2010-03-09,3746826000
2010-03-10,3776983380
2010-03-11,3783380400
2010-03-12,3832728840
2010-03-15,3856489200
2010-03-16,3893043600
2010-03-17,3914062380
2010-03-18,3915890100
2010-03-19,3860144640
2010-03-22,3934167299
2010-03-23,3947875200
2010-03-24,3884818860
2010-03-25,3822676380
2010-03-26,3789777420
2010-03-29,3851919900
2010-03-30,3886646580
2010-03-31,3892460040
2010-04-01,3914373960
2010-04-05,3940853279
2010-04-06,3982854960
2010-04-07,3981941880
2010-04-08,3988333440
2010-04-09,4045857480
2010-04-12,3972811080
2010-04-13,3939027120
2010-04-14,4065032160
2010-04-15,4064119080
2010-04-16,4008421200
2010-04-19,3992898839
2010-04-20,4035813600
2010-04-21,4001116560
2010-04-22,4010247360
2010-04-23,4077815279
2010-04-26,4089685320
2010-04-27,4040379000
2010-04-28,4130773920
2010-04-29,4244908920
2010-04-30,4169123279
2010-05-03,4200168000
2010-05-04,4056814440
2010-05-05,3938114040
2010-05-06,3724453320
2010-05-07,3582012839
2010-05-10,3894286200
2010-05-11,3858676080
2010-05-12,3969158760
2010-05-13,3937200960
2010-05-14,3834022920
2010-05-17,3808456680
2010-05-18,3832196760
2010-05-19,3795673560
2010-05-20,3645015360
2010-05-21,3727192560
2010-05-24,3700713240
2010-05-25,3691582440
2010-05-26,3784716600
2010-05-27,3950897160
2010-05-28,3931722480
2010-06-01,3792934320
2010-06-02,3912547800
2010-06-03,3926244000
2010-06-04,3748193399
2010-06-07,3640449960
2010-06-08,3591143640
2010-06-09,3641363040
2010-06-10,3819413640
2010-06-11,3850458360
2010-06-14,3838588320
2010-06-15,3946331760
2010-06-16,3913460880
2010-06-17,3884242320
2010-06-18,3901590839
2010-06-21,3923504760
2010-06-22,3803891279
2010-06-23,3781064279
2010-06-24,3699800160
2010-06-25,3704365560
2010-06-28,3758237279
2010-06-29,3652320000
2010-06-30,3625999520
2010-07-01,3614128960
2010-07-02,3579430400
2010-07-06,3570299200
2010-07-07,3731921440
2010-07-08,3785795520
2010-07-09,3792187360
2010-07-12,3720050880
2010-07-13,3857932000
2010-07-14,3815928480
2010-07-15,3829625280
2010-07-16,3680786720
2010-07-19,3722790240
2010-07-20,3803144800
2010-07-21,3771185599
2010-07-22,3950157120
2010-07-23,4037816640
2010-07-26,4131868000
2010-07-27,4063384000
2010-07-28,3953809599
2010-07-29,3962940800
2010-07-30,3983029440
2010-08-02,4077080800
2010-08-03,4044208480
2010-08-04,4144651680
2010-08-05,4133694240
2010-08-06,4146477919
2010-08-09,4188481440
2010-08-10,4108126880
2010-08-11,3951983360
2010-08-12,3849713919
2010-08-13,3810449759
2010-08-16,3817754720
2010-08-17,3913632320
2010-08-18,3920024160
2010-08-19,3823233440
2010-08-20,3764793759
2010-08-23,3726442720
2010-08-24,3655219360
2010-08-25,3645175040
2010-08-26,3624173280
2010-08-27,3710919680
2010-08-30,3642435680
2010-08-31,3660698080
2010-09-01,3829625280
2010-09-02,3870715680
2010-09-03,3955635840
2010-09-07,3867063200
2010-09-08,3877107520
2010-09-09,3804057919
2010-09-10,3747444480
2010-09-13,3846974560
2010-09-14,3864323840
2010-09-15,3949244000
2010-09-16,3940112800
2010-09-17,3961114560
2010-09-20,4034164160
2010-09-21,4014075520
2010-09-22,3983942560
2010-09-23,3952896480
2010-09-24,4067949599
2010-09-27,4094430080
2010-09-28,4139172960
2010-09-29,4212222560
2010-09-30,4289340730
2010-10-01,4330575580
2010-10-04,4279261100
2010-10-05,4411212620
2010-10-06,4391053360
2010-10-07,4375475750
2010-10-08,4380973730
2010-10-11,4402049320
2010-10-12,4400216660
2010-10-13,4473523060
2010-10-14,4446033160
2010-10-15,4443284170
2010-10-18,4433204540
2010-10-19,4338822550
2010-10-20,4431371880
2010-10-21,4460694440
2010-10-22,4491849660
2010-10-25,4588064310
2010-10-26,4597227610
2010-10-27,4566988720
2010-10-28,4533084510
2010-10-29,4593562290
2010-11-01,4599060270
2010-11-02,4650374750
2010-11-03,4672366670
2010-11-04,4836389740
2010-11-05,4865712300
2010-11-08,4845553040
2010-11-09,4810732500
2010-11-10,4856549000
2010-11-11,4852883680
2010-11-12,4761250680
2010-11-15,4777744620
2010-11-16,4689776940
2010-11-17,4695274920
2010-11-18,4838222400
2010-11-19,4900532840
2010-11-22,4941767690
2010-11-23,4847385700
2010-11-24,4998580150
2010-11-26,4958261630
2010-11-29,4975671900
2010-11-30,4956428970
2010-12-01,5073719210
2010-12-02,5039815000
2010-12-03,5060890590
2010-12-06,5072802880
2010-12-07,5092045810
2010-12-08,4986667860
2010-12-09,5046229310
2010-12-10,5075551870
2010-12-13,5044396650
2010-12-14,5098460120
2010-12-15,5022404730
2010-12-16,5081966180
2010-12-17,5158937900
2010-12-20,5111288740
2010-12-21,5198340090
2010-12-22,5146109280
2010-12-23,5145192950
2010-12-27,5136029650
2010-12-28,5125033690
2010-12-29,5164435880
2010-12-30,5143360290
2010-12-31,5111288740
2011-01-03,5118619380
2011-01-04,5070970220
2011-01-05,5054476280
2011-01-06,5022404730
2011-01-07,5010492440
2011-01-10,5044396650
2011-01-11,5113121400
2011-01-12,5388936730
2011-01-13,5355032520
2011-01-14,5485151380
2011-01-18,5558457780
2011-01-19,5245989250
2011-01-20,5211168710
2011-01-21,5286307770
2011-01-24,5287224100
2011-01-25,5223081000
2011-01-26,5233160630
2011-01-27,5212085040
2011-01-28,5092962140
2011-01-31,5146109280
2011-02-01,5290889420
2011-02-02,5281726120
2011-02-03,5269813830
2011-02-04,5300052720
2011-02-07,5262483190
2011-02-08,5275311810
2011-02-09,5243240260
2011-02-10,5239574940
2011-02-11,5256068880
2011-02-14,5279893460
2011-02-15,5293638410
2011-02-16,5366028480
2011-02-17,5410928650
2011-02-18,5438418550
2011-02-22,5234993290
2011-02-23,5198340090
2011-02-24,5133280660
2011-02-25,5245072920
2011-02-28,5274395480
2011-03-01,5162603220
2011-03-02,5133280660
2011-03-03,5343120230
2011-03-04,5340371240
2011-03-07,5199256420
2011-03-08,5202921740
2011-03-09,5169933860
2011-03-10,5028819040
2011-03-11,5030651700
2011-03-14,5142443960
2011-03-15,5006827120
2011-03-16,4864795970
2011-03-17,4933520720
2011-03-18,4954596310
2011-03-21,5087464160
2011-03-22,5064555910
2011-03-23,5103958100
2011-03-24,5183678810
2011-03-25,5244156590
2011-03-28,5291805750
2011-03-29,5355948850
2011-03-30,5440251210
2011-03-31,5481686010
2011-04-01,5511951300
2011-04-04,5485354530
2011-04-05,5489940180
2011-04-06,5532128160
2011-04-07,5519288340
2011-04-08,5507365650
2011-04-11,5422989690
2011-04-12,5308348440
2011-04-13,5303762790
2011-04-14,5303762790
2011-04-15,5333110950
2011-04-18,5219386830
2011-04-19,5302845660
2011-04-20,5949422310
2011-04-21,5960427870
2011-04-25,6379556280
2011-04-26,6283257630
2011-04-27,6245655299
2011-04-28,6303434490
2011-04-29,6470352150
2011-05-02,6416241479
2011-05-03,6262163640
2011-05-04,6062229299
2011-05-05,6231898350
2011-05-06,6328197000
2011-05-09,6353876640
2011-05-10,6521711430
2011-05-11,6408904440
2011-05-12,6324528479
2011-05-13,6260329380
2011-05-16,6214472880
2011-05-17,6170450640
2011-05-18,6363047940
2011-05-19,6333699780
2011-05-20,6286926150
2011-05-23,6164030729
2011-05-24,6228229830
2011-05-25,6319942830
2011-05-26,6349290990
2011-05-27,6470352150
2011-05-31,6496948920
2011-06-01,6279589110
2011-06-02,6213555750
2011-06-03,6162196470
2011-06-06,6040218180
2011-06-07,6056726520
2011-06-08,6002615850
2011-06-09,6109002930
2011-06-10,6009035760
2011-06-13,5965013520
2011-06-14,6068649210
2011-06-15,6012704280
2011-06-16,5947588049
2011-06-17,5933831100
2011-06-20,6023709840
2011-06-21,6207135840
2011-06-22,6170450640
2011-06-23,6142936740
2011-06-24,6065897820
2011-06-27,6066814950
2011-06-28,6174119159
2011-06-29,6284174760
2011-06-30,6223502000
2011-07-01,6338618800
2011-07-05,6300846100
2011-07-06,6313437000
2011-07-07,6344914250
2011-07-08,6345813600
2011-07-11,6214508499
2011-07-12,6174937100
2011-07-13,6155151400
2011-07-14,6108385200
2011-07-15,6129070250
2011-07-18,6060719650
2011-07-19,6194722800
2011-07-20,6125472850
2011-07-21,6287355850
2011-07-22,6015752150
2011-07-25,6178534500
2011-07-26,6146157900
2011-07-27,6111982599
2011-07-28,6063417700
2011-07-29,5987872300
2011-08-01,5983375550
2011-08-02,5682093300
2011-08-03,5695583550
2011-08-04,5163168350
2011-08-05,5061541800
2011-08-08,4628055100
2011-08-09,5039058050
2011-08-10,4744970600
2011-08-11,5126295000
2011-08-12,5227022200
2011-08-15,5346635750
2011-08-16,4969808100
2011-08-17,4855590650
2011-08-18,4351055300
2011-08-19,4164889850
2011-08-22,4101935350
2011-08-23,4235039150
2011-08-24,4360048800
2011-08-25,4281805350
2011-08-26,4448185100
2011-08-29,4666727150
2011-08-30,4572295400
2011-08-31,4560603850
2011-09-01,4491353900
2011-09-02,4284503400
2011-09-06,4219750200
2011-09-07,4392425400
2011-09-08,4292597549
2011-09-09,4123519750
2011-09-12,4019195150
2011-09-13,4101935350
2011-09-14,4151399599
2011-09-15,4211656050
2011-09-16,4163990499
2011-09-19,4124419100
2011-09-20,4046175650
2011-09-21,3905877050
2011-09-22,3617185700
2011-09-23,3680140200
2011-09-26,3816841400
2011-09-27,3958039350
2011-09-28,3688234350
2011-09-29,3807847900
2011-09-30,3595478800
2011-10-03,3470883000
2011-10-04,3583909190
2011-10-05,3781482530
2011-10-06,3826871000
2011-10-07,3862469800
2011-10-10,4090302120
2011-10-11,4106321580
2011-10-12,4222017680
2011-10-13,4227357500
2011-10-14,4327924110
2011-10-17,4221127710
2011-10-18,4357293120
2011-10-19,3989735510
2011-10-20,4044023680
2011-10-21,4141030410
2011-10-24,4326144170
2011-10-25,4535287120
2011-10-26,4691921840
2011-10-27,4917974220
2011-10-28,4906404610
2011-10-31,4742650130
2011-11-01,4536177090
2011-11-02,4709721240
2011-11-03,4841436800
2011-11-04,4838766890
2011-11-07,4859236200
2011-11-08,4853006410
2011-11-09,4617164360
2011-11-10,4672342500
2011-11-11,4791598480
2011-11-14,4742650130
2011-11-15,4655433070
2011-11-16,4642083520
2011-11-17,4480998950
2011-11-18,4476549100
2011-11-21,4427600750
2011-11-22,4365302850
2011-11-23,4182859000
2011-11-25,4203328309
2011-11-28,4416921110
2011-11-29,4451629940
2011-11-30,4853006410
2011-12-01,4761339500
2011-12-02,4742650130
2011-12-05,4783588750
2011-12-06,4782698780
2011-12-07,4857456260
2011-12-08,4723960760
2011-12-09,4724850730
2011-12-12,4530837270
2011-12-13,4493458530
2011-12-14,4278085790
2011-12-15,4344833540
2011-12-16,4464089520
2011-12-19,4272745970
2011-12-20,4454299850
2011-12-21,4433830540
2011-12-22,4517487720
2011-12-23,4551306580
2011-12-27,4582455530
2011-12-28,4464979490
2011-12-29,4582455530
2011-12-30,4584235470
2012-01-03,4692811810
2012-01-04,4761339500
2012-01-05,4768459260
2012-01-06,4758669590
2012-01-09,4755109710
2012-01-10,4902844730
2012-01-11,4927763890
2012-01-12,5116437530
2012-01-13,5055029600
2012-01-17,5103087980
2012-01-18,5207214470
2012-01-19,5347829730
2012-01-20,5307781080
2012-01-23,5347829730
2012-01-24,5576552020
2012-01-25,5525823730
2012-01-26,5608590940
2012-01-27,5629060250
2012-01-30,5644189740
2012-01-31,5723397070
2012-02-01,5909400800
2012-02-02,5844432990
2012-02-03,5961909030
2012-02-06,6007297500
2012-02-07,5953899300
2012-02-08,5938769810
2012-02-09,5919190470
2012-02-10,5805274310
2012-02-13,5886261580
2012-02-14,5807054250
2012-02-15,5758995869
2012-02-16,5907620860
2012-02-17,5898721160
2012-02-21,5853332690
2012-02-22,5890711430
2012-02-23,5925420260
2012-02-24,5886261580
2012-02-27,5953009330
2012-02-28,5938769810
2012-02-29,5920080440
2012-03-01,6025096900
2012-03-02,5866682240
2012-03-05,5553412800
2012-03-06,5344269850
2012-03-07,5473315500
2012-03-08,5600581210
2012-03-09,5611260850
2012-03-12,5584561750
2012-03-13,5665549020
2012-03-14,5687798270
2012-03-15,5749206199
2012-03-16,5728736890
2012-03-19,5729626860
2012-03-20,5697587940
2012-03-21,5720727160
2012-03-22,5645079710
2012-03-23,5577441990
2012-03-26,5730516830
2012-03-27,5751876110
2012-03-28,5621050520
2012-03-29,5668218930
2012-03-30,5688688240
2012-04-02,5828004520
2012-04-03,5760049880
2012-04-04,5690306960
2012-04-05,5634870280
2012-04-09,5635764420
2012-04-10,5481972340
2012-04-11,5541879720
2012-04-12,5697460080
2012-04-13,5619669900
2012-04-16,5666165180
2012-04-17,5733225680
2012-04-18,5834263500
2012-04-19,5698354220
2012-04-20,5851252160
2012-04-23,5759155740
2012-04-24,5653647220
2012-04-25,5772567840
2012-04-26,5823533820
2012-04-27,5921889220
2012-04-30,5838734200
2012-05-01,5907582979
2012-05-02,5906688840
2012-05-03,5856617000
2012-05-04,5692095240
2012-05-07,5744849500
2012-05-08,5655435500
2012-05-09,5598210540
2012-05-10,5624140600
2012-05-11,5658117920
2012-05-14,5451571580
2012-05-15,5530255900
2012-05-16,5616093340
2012-05-17,5363051720
2012-05-18,5302250200
2012-05-21,5515949660
2012-05-22,5326391980
2012-05-23,5373781400
2012-05-24,5408652860
2012-05-25,5492702020
2012-05-29,5693883520
2012-05-30,5434582920
2012-05-31,5427429800
2012-06-01,5087656600
2012-06-04,5119845640
2012-06-05,5309403320
2012-06-06,5410441140
2012-06-07,5395240760
2012-06-08,5439053620
2012-06-11,5245919380
2012-06-12,5338015800
2012-06-13,5162764360
2012-06-14,5179753020
2012-06-15,5300461920
2012-06-18,5393452480
2012-06-19,5521314500
2012-06-20,5527573480
2012-06-21,5279896700
2012-06-22,5252178360
2012-06-25,5159187800
2012-06-26,5228036580
2012-06-27,5163658500
2012-06-28,5176176460
2012-06-29,5332650960
2012-07-02,5376592130
2012-07-03,5529341300
2012-07-05,5499863390
2012-07-06,5358726730
2012-07-09,5310490150
2012-07-10,5259573760
2012-07-11,5118437100
2012-07-12,5049655310
2012-07-13,5175606380
2012-07-16,5120223640
2012-07-17,5112184210
2012-07-18,4967474470
2012-07-19,5138982310
2012-07-20,5097891890
2012-07-23,5064840900
2012-07-24,4898692680
2012-07-25,4925490780
2012-07-26,5035362990
2012-07-27,5191685240
2012-07-30,5200617940
2012-07-31,5200617940
2012-08-01,5158634250
2012-08-02,5049655310
2012-08-03,5228309310
2012-08-06,5280118970
2012-08-07,5380165210
2012-08-08,5375698860
2012-08-09,5437334490
2012-08-10,5448053730
2012-08-13,5455199890
2012-08-14,5398923880
2012-08-15,5437334490
2012-08-16,5466812400
2012-08-17,5476638370
2012-08-20,5463239320
2012-08-21,5257787220
2012-08-22,5176499650
2012-08-23,5064840900
2012-08-24,5038042800
2012-08-27,4940676370
2012-08-28,4870108040
2012-08-29,4888866710
2012-08-30,4859388800
2012-08-31,4888866710
2012-09-04,4830804160
2012-09-05,4829017620
2012-09-06,4979980250
2012-09-07,5084492840
2012-09-10,5069307250
2012-09-11,5071987060
2012-09-12,4884400360
2012-09-13,4777207960
2012-09-14,4813832030
2012-09-17,4775421420
2012-09-18,4705746360
2012-09-19,4847776290
2012-09-20,4786140660
2012-09-21,4753089670
2012-09-24,4722718490
2012-09-25,4613739550
2012-09-26,4605700120
2012-09-27,4681628070
2012-09-28,4705746360
2012-10-01,4691248600
2012-10-02,4717954000
2012-10-03,4718844180
2012-10-04,4784717500
2012-10-05,4838128300
2012-10-08,4770474620
2012-10-09,4689468240
2012-10-10,4614693120
2012-10-11,4658311940
2012-10-12,4629826180
2012-10-15,4660092300
2012-10-16,4789168400
2012-10-17,4831897040
2012-10-18,4960082960
2012-10-19,4925365940
2012-10-22,5001031240
2012-10-23,4934267740
2012-10-24,4896880180
2012-10-25,4904001620
2012-10-26,4921805220
2012-10-31,4905781980
2012-11-01,5055332220
2012-11-02,5005482140
2012-11-05,5057112580
2012-11-06,5075806360
2012-11-07,4941389180
2012-11-08,4850590820
2012-11-09,4825665780
2012-11-12,4905781980
2012-11-13,4953851700
2012-11-14,4837238120
2012-11-15,4814093440
2012-11-16,4834567580
2012-11-19,5018834840
2012-11-20,5021505380
2012-11-21,5021505380
2012-11-23,5122095720
2012-11-26,5117644820
2012-11-27,5155032380
2012-11-28,5268975420
2012-11-29,5356213060
2012-11-30,5322386220
2012-12-03,5236928940
2012-12-04,5248501280
2012-12-05,5264524520
2012-12-06,5268085240
2012-12-07,5269865600
2012-12-10,5319715680
2012-12-11,5332178200
2012-12-12,5286779020
2012-12-13,5276096860
2012-12-14,5284998660
2012-12-17,5357993420
2012-12-18,5500422220
2012-12-19,5520896360
2012-12-20,5523566900
2012-12-21,5488849880
2012-12-24,5512884740
2012-12-26,5489740060
2012-12-27,5492410600
2012-12-28,5420306020
2012-12-31,5511224280
2013-01-02,5704631700
2013-01-03,5667369720
2013-01-04,5733908970
2013-01-07,5762299050
2013-01-08,5657610630
2013-01-09,5688662280
2013-01-10,5693098230
2013-01-11,5675354430
2013-01-14,5733908970
2013-01-15,5775606899
2013-01-16,5732134590
2013-01-17,5789801940
2013-01-18,5717052360
2013-01-22,5707293270
2013-01-23,5737457730
2013-01-24,5510337090
2013-01-25,5538727170
2013-01-28,5603492040
2013-01-29,5606153610
2013-01-30,5544050310
2013-01-31,5439361890
2013-02-01,5478398250
2013-02-04,5465090400
2013-02-05,5524532130
2013-02-06,5503239570
2013-02-07,5463316020
2013-02-08,5559132540
2013-02-11,5568004440
2013-02-12,5562681300
2013-02-13,5868761850
2013-02-14,5803109790
2013-02-15,5803996980
2013-02-19,5841258960
2013-02-20,5683339140
2013-02-21,5689549470
2013-02-22,5766735000
2013-02-25,5624784600
2013-02-26,5665595340
2013-02-27,5786253180
2013-02-28,5773832520
2013-03-01,5703744510
2013-03-04,5641641210
2013-03-05,5638979640
2013-03-06,5733908970
2013-03-07,5696646989
2013-03-08,5820853590
2013-03-11,5803996980
2013-03-12,5757863100
2013-03-13,5764960620
2013-03-14,5816417640
2013-03-15,5607927990
2013-03-18,5539614360
2013-03-19,5554696590
2013-03-20,5518321800
2013-03-21,5517434610
2013-03-22,5426941230
2013-03-25,5484608580
2013-03-26,5501465190
2013-03-27,5478398250
2013-03-28,5546711880
2013-04-01,5150916400
2013-04-02,5139152480
2013-04-03,5063527280
2013-04-04,5129909400
2013-04-05,5190409560
2013-04-08,5225701320
2013-04-09,5203013760
2013-04-10,5229902720
2013-04-11,5203854040
2013-04-12,5114784360
2013-04-15,4977818720
2013-04-16,5176965080
2013-04-17,5061846720
2013-04-18,4852617000
2013-04-19,4942526960
2013-04-22,4956811720
2013-04-23,4967735360
2013-04-24,4957652000
2013-04-25,4981179840
2013-04-26,4945888080
2013-04-29,4997145160
2013-04-30,5146715000
2013-05-01,4968575640
2013-05-02,5031596640
2013-05-03,5148395560
2013-05-06,5171923400
2013-05-07,5224861040
2013-05-08,5338298840
2013-05-09,5324854360
2013-05-10,5390396200
2013-05-13,5375271160
2013-05-14,5450056080
2013-05-15,5531563240
2013-05-16,5568535560
2013-05-17,5658445520
2013-05-20,5572736959
2013-05-21,5624834320
2013-05-22,5581980040
2013-05-23,5597105080
2013-05-24,5582820320
2013-05-28,5692897000
2013-05-29,5671049720
2013-05-30,5797932000
2013-05-31,5623153760
2013-06-03,5524000720
2013-06-04,5533243799
2013-06-05,5444174120
2013-06-06,5408882360
2013-06-07,5389555920
2013-06-10,5335778000
2013-06-11,5280319520
2013-06-12,5199652640
2013-06-13,5324014080
2013-06-14,5292083440
2013-06-17,5318972400
2013-06-18,5376951720
2013-06-19,5327375200
2013-06-20,5230743000
2013-06-21,5207215160
2013-06-24,5145034440
2013-06-25,5227381880
2013-06-26,5265194480
2013-06-27,5272757000
2013-06-28,5234104120
2013-07-01,5129696550
2013-07-02,5130510400
2013-07-03,5115047250
2013-07-05,5181782950
2013-07-08,5157367450
2013-07-09,5264795650
2013-07-10,5307115849
2013-07-11,5294908100
2013-07-12,5273748000
2013-07-15,5260726400
2013-07-16,5265609500
2013-07-17,5272934150
2013-07-18,5108536450
2013-07-19,5112605700
2013-07-22,5091445600
2013-07-23,5111791850
2013-07-24,5097956400
2013-07-25,5084934800
2013-07-26,5024709900
2013-07-29,5025523750
2013-07-30,5036103800
2013-07-31,5046683850
2013-08-01,5076796300
2013-08-02,5071913200
2013-08-05,5148415100
2013-08-06,5138648900
2013-08-07,5137021200
2013-08-08,5141090450
2013-08-09,5119930350
2013-08-12,5159809000
2013-08-13,5149228950
2013-08-14,5120744200
2013-08-15,5083307100
2013-08-16,5070285500
2013-08-19,5078424000
2013-08-20,5080051700
2013-08-21,5048311550
2013-08-22,5097956400
2013-08-23,5114233400
2013-08-26,5120744200
2013-08-27,5093887150
2013-08-28,5090631750
2013-08-29,5107722600
2013-08-30,5075982450
2013-09-03,5056450050
2013-09-04,5067030100
2013-09-05,5073540900
2013-09-06,5042614600
2013-09-09,5062147000
2013-09-10,5215964650
2013-09-11,5170389050
2013-09-12,5141904300
2013-09-13,5135393500
2013-09-16,5169575200
2013-09-17,5155739750
2013-09-18,5147601250
2013-09-19,5174458300
2013-09-20,5141090450
2013-09-23,5128882700
2013-09-24,5084120950
2013-09-25,5067843950
2013-09-26,5123185750
2013-09-27,5108536450
2013-09-30,5112364440
2013-10-01,5173283940
2013-10-02,5179782020
2013-10-03,5194402700
2013-10-04,5251260900
2013-10-07,5209835640
2013-10-08,5144042580
2013-10-09,5120487040
2013-10-10,5178969760
2013-10-11,5160287780
2013-10-14,5197651740
2013-10-15,5217958240
2013-10-16,5232578920
2013-10-17,5478693700
2013-10-18,5466509800
2013-10-21,5425084540
2013-10-22,5457574940
2013-10-23,5473820140
2013-10-24,5490877600
2013-10-25,5490877600
2013-10-28,5451889120
2013-10-29,5429145840
2013-10-30,5382034760
2013-10-31,5376348940
2013-11-01,5423460020
2013-11-04,5455138160
2013-11-05,5416961940
2013-11-06,5448640080
2013-11-07,5408027080
2013-11-08,5469758840
2013-11-11,5470571100
2013-11-12,5461636240
2013-11-13,5475444660
2013-11-14,5486816300
2013-11-15,5489253080
2013-11-18,5485191780
2013-11-19,5461636240
2013-11-20,5464885280
2013-11-21,5533927380
2013-11-22,5546923540
2013-11-25,5563981000
2013-11-26,5522555740
2013-11-27,5604594000
2013-11-29,5581038459
2013-12-02,5595659140
2013-12-03,5544486760
2013-12-04,5516869920
2013-12-05,5547735800
2013-12-06,5646831520
2013-12-09,5649268300
2013-12-10,5644394740
2013-12-11,5536364160
2013-12-12,5486004040
2013-12-13,5517682180
2013-12-16,5528241560
2013-12-17,5585912020
2013-12-18,5183031060
2013-12-19,5127797380
2013-12-20,5165161340
2013-12-23,5073375960
2013-12-24,5089621160
2013-12-26,5147291620
2013-12-27,5162724560
2013-12-30,5138356760
