,ODFL
2009-11-11,1082187699
2009-11-12,1057020543
2009-11-13,1054503828
2009-11-16,1077154268
2009-11-17,1062053974
2009-11-18,1064570690
2009-11-19,1036886818
2009-11-20,1031853387
2009-11-23,1026819956
2009-11-24,1021786525
2009-11-25,1011719663
2009-11-27,994102654
2009-11-30,986552507
2009-12-01,991585938
2009-12-02,1021786525
2009-12-03,1031853387
2009-12-04,1069604121
2009-12-07,1054503828
2009-12-08,1097287992
2009-12-09,1152655735
2009-12-10,1142588873
2009-12-11,1130005295
2009-12-14,1122455148
2009-12-15,1117421717
2009-12-16,1109871570
2009-12-17,1220607056
2009-12-18,1213056909
2009-12-21,1233190634
2009-12-22,1208023478
2009-12-23,1230673918
2009-12-24,1208023478
2009-12-28,1195439900
2009-12-29,1255841074
2009-12-30,1245774212
2009-12-31,1145115562
2010-01-04,1092264075
2010-01-05,1114914712
2010-01-06,1135048612
2010-01-07,1082197125
2010-01-08,1097297550
2010-01-11,1089747337
2010-01-12,1084713862
2010-01-13,1089747337
2010-01-14,1087230600
2010-01-15,1059546487
2010-01-19,1039412587
2010-01-20,1026828900
2010-01-21,1001661525
2010-01-22,989077837
2010-01-25,994111312
2010-01-26,1006695000
2010-01-27,1016761950
2010-01-28,1029345637
2010-01-29,1024312162
2010-02-01,1046962800
2010-02-02,1044446062
2010-02-03,1057029750
2010-02-04,1036895850
2010-02-05,1029345637
2010-02-08,1029345637
2010-02-09,1054513012
2010-02-10,1049479537
2010-02-11,1059546487
2010-02-12,1064579962
2010-02-16,1057029750
2010-02-17,1079680387
2010-02-18,1074646912
2010-02-19,1087230600
2010-02-22,1112397975
2010-02-23,1102331025
2010-02-24,1122464925
2010-02-25,1137565350
2010-02-26,1145115562
2010-03-01,1135048612
2010-03-02,1130015137
2010-03-03,1142598825
2010-03-04,1142598825
2010-03-05,1160215987
2010-03-08,1195450312
2010-03-09,1243268325
2010-03-10,1243268325
2010-03-11,1250818537
2010-03-12,1250818537
2010-03-15,1248301800
2010-03-16,1286052862
2010-03-17,1268435700
2010-03-18,1255852012
2010-03-19,1243268325
2010-03-22,1250818537
2010-03-23,1253335275
2010-03-24,1238234850
2010-03-25,1235718112
2010-03-26,1233201375
2010-03-29,1230684637
2010-03-30,1245785062
2010-03-31,1245785062
2010-04-01,1233201375
2010-04-05,1258368750
2010-04-06,1281019387
2010-04-07,1291086337
2010-04-08,1301153287
2010-04-09,1296119812
2010-04-12,1293603075
2010-04-13,1288569600
2010-04-14,1338904350
2010-04-15,1389239100
2010-04-16,1384205625
2010-04-19,1366588462
2010-04-20,1354004775
2010-04-21,1364071725
2010-04-22,1371621937
2010-04-23,1391755837
2010-04-26,1416923212
2010-04-27,1399306050
2010-04-28,1328837400
2010-04-29,1379172150
2010-04-30,1338904350
2010-05-03,1371621937
2010-05-04,1348971300
2010-05-05,1351488037
2010-05-06,1316253712
2010-05-07,1270952437
2010-05-10,1361554987
2010-05-11,1406856262
2010-05-12,1416923212
2010-05-13,1384205625
2010-05-14,1384205625
2010-05-17,1401822787
2010-05-18,1386722362
2010-05-19,1389239100
2010-05-20,1288569600
2010-05-21,1313736975
2010-05-24,1288569600
2010-05-25,1288569600
2010-05-26,1293603075
2010-05-27,1348971300
2010-05-28,1328837400
2010-06-01,1301153287
2010-06-02,1336387612
2010-06-03,1371621937
2010-06-04,1288569600
2010-06-07,1225651162
2010-06-08,1215584212
2010-06-09,1263402225
2010-06-10,1316253712
2010-06-11,1343937825
2010-06-14,1366588462
2010-06-15,1384205625
2010-06-16,1369105200
2010-06-17,1359038250
2010-06-18,1384205625
2010-06-21,1374138675
2010-06-22,1286052862
2010-06-23,1303670025
2010-06-24,1291086337
2010-06-25,1296119812
2010-06-28,1321287187
2010-06-29,1311220237
2010-06-30,1311208515
2010-07-01,1298624940
2010-07-02,1301141655
2010-07-06,1260874215
2010-07-07,1311208515
2010-07-08,1326308805
2010-07-09,1338892380
2010-07-12,1333858950
2010-07-13,1369092960
2010-07-14,1379159820
2010-07-15,1346442525
2010-07-16,1336375665
2010-07-19,1353992670
2010-07-20,1364059530
2010-07-21,1316241945
2010-07-22,1361542815
2010-07-23,1411877115
2010-07-26,1439560980
2010-07-27,1416910545
2010-07-28,1499962140
2010-07-29,1472278275
2010-07-30,1469761560
2010-08-02,1452144555
2010-08-03,1411877115
2010-08-04,1444594410
2010-08-05,1396776825
2010-08-06,1399293540
2010-08-09,1416910545
2010-08-10,1374126390
2010-08-11,1333858950
2010-08-12,1351475955
2010-08-13,1326308805
2010-08-16,1343925810
2010-08-17,1386709965
2010-08-18,1424460690
2010-08-19,1379159820
2010-08-20,1389226680
2010-08-23,1371609675
2010-08-24,1328825520
2010-08-25,1351475955
2010-08-26,1346442525
2010-08-27,1401810255
2010-08-30,1348959240
2010-08-31,1298624940
2010-09-01,1396776825
2010-09-02,1401810255
2010-09-03,1399293540
2010-09-07,1389226680
2010-09-08,1424460690
2010-09-09,1399293540
2010-09-10,1389226680
2010-09-13,1416910545
2010-09-14,1411877115
2010-09-15,1414393830
2010-09-16,1444594410
2010-09-17,1454661270
2010-09-20,1449627840
2010-09-21,1449627840
2010-09-22,1434527550
2010-09-23,1394260110
2010-09-24,1442077695
2010-09-27,1444594410
2010-09-28,1447111125
2010-09-29,1444594410
2010-09-30,1421942596
2010-10-01,1399292183
2010-10-04,1379158482
2010-10-05,1421942596
2010-10-06,1404325608
2010-10-07,1409359033
2010-10-08,1414392458
2010-10-11,1404325608
2010-10-12,1424459308
2010-10-13,1454659859
2010-10-14,1444593009
2010-10-15,1449626434
2010-10-18,1452143147
2010-10-19,1429492734
2010-10-20,1464726709
2010-10-21,1457176572
2010-10-22,1472276847
2010-10-25,1479826985
2010-10-26,1454659859
2010-10-27,1562878499
2010-10-28,1565395212
2010-10-29,1567911924
2010-11-01,1535194661
2010-11-02,1555328362
2010-11-03,1583012200
2010-11-04,1605662613
2010-11-05,1595595763
2010-11-08,1588045625
2010-11-09,1550294936
2010-11-10,1555328362
2010-11-11,1560361787
2010-11-12,1557845074
2010-11-15,1542744799
2010-11-16,1535194661
2010-11-17,1557845074
2010-11-18,1567911924
2010-11-19,1595595763
2010-11-22,1605662613
2010-11-23,1618246176
2010-11-24,1658513577
2010-11-26,1643413301
2010-11-29,1633346451
2010-11-30,1615729463
2010-12-01,1650963439
2010-12-02,1683680702
2010-12-03,1713881253
2010-12-06,1726464816
2010-12-07,1749115229
2010-12-08,1718914678
2010-12-09,1711364540
2010-12-10,1731498241
2010-12-13,1696264265
2010-12-14,1703814403
2010-12-15,1701297690
2010-12-16,1723948103
2010-12-17,1711364540
2010-12-20,1718914678
2010-12-21,1769248929
2010-12-22,1766732217
2010-12-23,1771765642
2010-12-27,1781832492
2010-12-28,1764215504
2010-12-29,1769248929
2010-12-30,1791899342
2010-12-31,1799910720
2011-01-03,1827757440
2011-01-04,1827757440
2011-01-05,1825225920
2011-01-06,1837883520
2011-01-07,1840415040
2011-01-10,1837883520
2011-01-11,1822694400
2011-01-12,1840415040
2011-01-13,1858135680
2011-01-14,1868261760
2011-01-18,1860667200
2011-01-19,1817631360
2011-01-20,1794847680
2011-01-21,1789784640
2011-01-24,1807505280
2011-01-25,1820162880
2011-01-26,1837883520
2011-01-27,1878387840
2011-01-28,1810036800
2011-01-31,1810036800
2011-02-01,1837883520
2011-02-02,1731559680
2011-02-03,1693586880
2011-02-04,1716370560
2011-02-07,1698649920
2011-02-08,1703712960
2011-02-09,1691055360
2011-02-10,1726496640
2011-02-11,1749280320
2011-02-14,1772064000
2011-02-15,1777127040
2011-02-16,1782190080
2011-02-17,1794847680
2011-02-18,1817631360
2011-02-22,1756874880
2011-02-23,1711307520
2011-02-24,1703712960
2011-02-25,1736622720
2011-02-28,1731559680
2011-03-01,1703712960
2011-03-02,1706244480
2011-03-03,1802442240
2011-03-04,1812568320
2011-03-07,1802442240
2011-03-08,1850541120
2011-03-09,1842946560
2011-03-10,1820162880
2011-03-11,1850541120
2011-03-14,1840415040
2011-03-15,1848009600
2011-03-16,1860667200
2011-03-17,1893576960
2011-03-18,1911297600
2011-03-21,1934081280
2011-03-22,1911297600
2011-03-23,1916360640
2011-03-24,1929018240
2011-03-25,1929018240
2011-03-28,1923955200
2011-03-29,1929018240
2011-03-30,1969522560
2011-03-31,2016249300
2011-04-01,2026589040
2011-04-04,2052438390
2011-04-05,2062778130
2011-04-06,2078287739
2011-04-07,2055023325
2011-04-08,2021419170
2011-04-11,2005909560
2011-04-12,1992984885
2011-04-13,1974890340
2011-04-14,1998154755
2011-04-15,1987815015
2011-04-18,1959380730
2011-04-19,1956795795
2011-04-20,1974890340
2011-04-21,1992984885
2011-04-25,1946456055
2011-04-26,1982645145
2011-04-27,2161005660
2011-04-28,2181685140
2011-04-29,2150665920
2011-05-02,2145496050
2011-05-03,2127401505
2011-05-04,2114476830
2011-05-05,2135156310
2011-05-06,2129986440
2011-05-09,2148080985
2011-05-10,2171345400
2011-05-11,2129986440
2011-05-12,2119646699
2011-05-13,2091212415
2011-05-16,2067948000
2011-05-17,2039513715
2011-05-18,2073117870
2011-05-19,2083457610
2011-05-20,2093797350
2011-05-23,2086042545
2011-05-24,2052438390
2011-05-25,2075702804
2011-05-26,2129986440
2011-05-27,2119646699
2011-05-31,2145496050
2011-06-01,2011079430
2011-06-02,2036928780
2011-06-03,1982645145
2011-06-06,1959380730
2011-06-07,1969720470
2011-06-08,1956795795
2011-06-09,1995569820
2011-06-10,1977475275
2011-06-13,1974890340
2011-06-14,2044683585
2011-06-15,2000739690
2011-06-16,2018834235
2011-06-17,2018834235
2011-06-20,2031758910
2011-06-21,2091212415
2011-06-22,2080872675
2011-06-23,2088627480
2011-06-24,2075702804
2011-06-27,2067948000
2011-06-28,2098967219
2011-06-29,2098967219
2011-06-30,2142911114
2011-07-01,2179100205
2011-07-05,2181685140
2011-07-06,2264403060
2011-07-07,2282497605
2011-07-08,2266987995
2011-07-11,2217874230
2011-07-12,2217874230
2011-07-13,2230798905
2011-07-14,2197194750
2011-07-15,2194609815
2011-07-18,2153250855
2011-07-19,2163590595
2011-07-20,2166175530
2011-07-21,2153250855
2011-07-22,2166175530
2011-07-25,2148080985
2011-07-26,2083457610
2011-07-27,2026589040
2011-07-28,2101552155
2011-07-29,2127401505
2011-08-01,2106722025
2011-08-02,1987815015
2011-08-03,1990399950
2011-08-04,1861153200
2011-08-05,1840473720
2011-08-08,1662113205
2011-08-09,1757755800
2011-08-10,1698302295
2011-08-11,1781020215
2011-08-12,1858568265
2011-08-15,1845643590
2011-08-16,1799114760
2011-08-17,1778435280
2011-08-18,1644018660
2011-08-19,1610414505
2011-08-22,1644018660
2011-08-23,1721566710
2011-08-24,1731906450
2011-08-25,1680207750
2011-08-26,1752585930
2011-08-29,1835303850
2011-08-30,1863738135
2011-08-31,1845643590
2011-09-01,1796529825
2011-09-02,1762925670
2011-09-06,1742246190
2011-09-07,1819794240
2011-09-08,1799114760
2011-09-09,1752585930
2011-09-12,1752585930
2011-09-13,1812039435
2011-09-14,1876662810
2011-09-15,1897342290
2011-09-16,1907682030
2011-09-19,1871492940
2011-09-20,1814624370
2011-09-21,1687962555
2011-09-22,1638848790
2011-09-23,1675037880
2011-09-26,1690547490
2011-09-27,1760340735
2011-09-28,1682792685
2011-09-29,1695717360
2011-09-30,1664698140
2011-10-03,1597489830
2011-10-04,1739661255
2011-10-05,1750000995
2011-10-06,1809454500
2011-10-07,1752585930
2011-10-10,1840473720
2011-10-11,1848228525
2011-10-12,1902512160
2011-10-13,1902512160
2011-10-14,1959380730
2011-10-17,1894757355
2011-10-18,1951625925
2011-10-19,1910266965
2011-10-20,1964550600
2011-10-21,1980060210
2011-10-24,2047268520
2011-10-25,2005909560
2011-10-26,2034343845
2011-10-27,2176515270
2011-10-28,2137741245
2011-10-31,2098967219
2011-11-01,2036928780
2011-11-02,2101552155
2011-11-03,2153250855
2011-11-04,2140326179
2011-11-07,2142911114
2011-11-08,2166175530
2011-11-09,2129986440
2011-11-10,2129986440
2011-11-11,2217874230
2011-11-14,2207534490
2011-11-15,2243723580
2011-11-16,2204949555
2011-11-17,2163590595
2011-11-18,2166175530
2011-11-21,2129986440
2011-11-22,2080872675
2011-11-23,2039513715
2011-11-25,2013664365
2011-11-28,2119646699
2011-11-29,2127401505
2011-11-30,2228213970
2011-12-01,2189439945
2011-12-02,2215289295
2011-12-05,2261818125
2011-12-06,2290252410
2011-12-07,2266987995
2011-12-08,2199779685
2011-12-09,2295422280
2011-12-12,2266987995
2011-12-13,2238553710
2011-12-14,2181685140
2011-12-15,2223044100
2011-12-16,2246308515
2011-12-19,2210119425
2011-12-20,2321271630
2011-12-21,2341951110
2011-12-22,2339366175
2011-12-23,2360045655
2011-12-27,2375555265
2011-12-28,2329026435
2011-12-29,2367800460
2011-12-30,2329026435
2012-01-03,2344536045
2012-01-04,2310931890
2012-01-05,2266987995
2012-01-06,2235968775
2012-01-09,2225629035
2012-01-10,2274742800
2012-01-11,2326441500
2012-01-12,2334196305
2012-01-13,2310931890
2012-01-17,2313516825
2012-01-18,2331611370
2012-01-19,2370385395
2012-01-20,2352290850
2012-01-23,2347120980
2012-01-24,2354875785
2012-01-25,2370385395
2012-01-26,2414329290
2012-01-27,2416914225
2012-01-30,2383310070
2012-01-31,2447933445
2012-02-01,2458273185
2012-02-02,2502217080
2012-02-03,2564255520
2012-02-06,2548745910
2012-02-07,2533236300
2012-02-08,2522896560
2012-02-09,2522896560
2012-02-10,2517726690
2012-02-13,2561670585
2012-02-14,2520311625
2012-02-15,2491877340
2012-02-16,2572010325
2012-02-17,2553915780
2012-02-21,2517726690
2012-02-22,2499632145
2012-02-23,2540991105
2012-02-24,2543576040
2012-02-27,2540991105
2012-02-28,2509971885
2012-02-29,2499632145
2012-03-01,2597859675
2012-03-02,2584935000
2012-03-05,2613369285
2012-03-06,2556500715
2012-03-07,2584935000
2012-03-08,2649558375
2012-03-09,2709011880
2012-03-12,2714181750
2012-03-13,2758125645
2012-03-14,2734861230
2012-03-15,2825333955
2012-03-16,2740031100
2012-03-19,2781390060
2012-03-20,2740031100
2012-03-21,2768465385
2012-03-22,2724521490
2012-03-23,2747785905
2012-03-26,2776220190
2012-03-27,2755540710
2012-03-28,2745200970
2012-03-29,2742616035
2012-03-30,2737446165
2012-04-02,2773635255
2012-04-03,2765880450
2012-04-04,2732276295
2012-04-05,2747785905
2012-04-09,2693502270
2012-04-10,2652143310
2012-04-11,2693502270
2012-04-12,2745200970
2012-04-13,2716766685
2012-04-16,2763295515
2012-04-17,2789144865
2012-04-18,2796899670
2012-04-19,2724521490
2012-04-20,2745200970
2012-04-23,2742616035
2012-04-24,2760710580
2012-04-25,2796899670
2012-04-26,2613369285
2012-04-27,2590104870
2012-04-30,2553915780
2012-05-01,2615954220
2012-05-02,2677992660
2012-05-03,2618539155
2012-05-04,2574595260
2012-05-07,2572010325
2012-05-08,2564255520
2012-05-09,2517726690
2012-05-10,2491877340
2012-05-11,2507386950
2012-05-14,2494462275
2012-05-15,2561670585
2012-05-16,2590104870
2012-05-17,2460858120
2012-05-18,2429838900
2012-05-21,2507386950
2012-05-22,2481537600
2012-05-23,2528066430
2012-05-24,2559085650
2012-05-25,2530651365
2012-05-29,2566840455
2012-05-30,2491877340
2012-05-31,2502217080
2012-06-01,2401404615
2012-06-04,2360045655
2012-06-05,2352290850
2012-06-06,2429838900
2012-06-07,2414329290
2012-06-08,2445348510
2012-06-11,2393649810
2012-06-12,2422084095
2012-06-13,2406574485
2012-06-14,2450518380
2012-06-15,2484122535
2012-06-18,2525481495
2012-06-19,2559085650
2012-06-20,2509971885
2012-06-21,2429838900
2012-06-22,2450518380
2012-06-25,2411744355
2012-06-26,2411744355
2012-06-27,2409159420
2012-06-28,2422084095
2012-06-29,2486707470
2012-07-02,2551345650
2012-07-03,2559100500
2012-07-05,2559100500
2012-07-06,2525496150
2012-07-09,2528081100
2012-07-10,2447947650
2012-07-11,2383323900
2012-07-12,2375569050
2012-07-13,2432437950
2012-07-16,2401418550
2012-07-17,2367814200
2012-07-18,2393663700
2012-07-19,2404003500
2012-07-20,2360059350
2012-07-23,2336794800
2012-07-24,2295435600
2012-07-25,2316115200
2012-07-26,2329039950
2012-07-27,2442777750
2012-07-30,2440192800
2012-07-31,2435022900
2012-08-01,2251491450
2012-08-02,2541005850
2012-08-03,2543590800
2012-08-06,2551345650
2012-08-07,2587534950
2012-08-08,2551345650
2012-08-09,2551345650
2012-08-10,2535835950
2012-08-13,2548760700
2012-08-14,2543590800
2012-08-15,2574610200
2012-08-16,2639233950
2012-08-17,2659913550
2012-08-20,2613384450
2012-08-21,2644403850
2012-08-22,2657328600
2012-08-23,2631479100
2012-08-24,2623724250
2012-08-27,2608214550
2012-08-28,2595289800
2012-08-29,2595289800
2012-08-30,2564270400
2012-08-31,2572025250
2012-09-04,2621139300
2012-09-05,2600459700
2012-09-06,2618554350
2012-09-07,2631479100
2012-09-10,2657328600
2012-09-11,2716782450
2012-09-12,2740047000
2012-09-13,2729707200
2012-09-14,2662498500
2012-09-17,2600459700
2012-09-18,2572025250
2012-09-19,2623724250
2012-09-20,2546175750
2012-09-21,2538420900
2012-09-24,2584950000
2012-09-25,2533251000
2012-09-26,2600459700
2012-09-27,2636649000
2012-09-28,2597874750
2012-10-01,2595289800
2012-10-02,2509986450
2012-10-03,2507401500
2012-10-04,2551345650
2012-10-05,2553930600
2012-10-08,2538420900
2012-10-09,2522911200
2012-10-10,2546175750
2012-10-11,2541005850
2012-10-12,2564270400
2012-10-15,2579780100
2012-10-16,2631479100
2012-10-17,2659913550
2012-10-18,2654743650
2012-10-19,2615969400
2012-10-22,2595289800
2012-10-23,2667668400
2012-10-24,2657328600
2012-10-25,2737462050
2012-10-26,2771066400
2012-10-31,2892559050
2012-11-01,2931333300
2012-11-02,2910653700
2012-11-05,2933918250
2012-11-06,3003711900
2012-11-07,2946843000
2012-11-08,2920993500
2012-11-09,2900313900
2012-11-12,2944258050
2012-11-13,2918408550
2012-11-14,2838275100
2012-11-15,2820180450
2012-11-16,2861539650
2012-11-19,2877049350
2012-11-20,2848614900
2012-11-21,2877049350
2012-11-23,2884804200
2012-11-26,2884804200
2012-11-27,2889974100
2012-11-28,2897728950
2012-11-29,2887389150
2012-11-30,2882219250
2012-12-03,2822765400
2012-12-04,2817595500
2012-12-05,2835690150
2012-12-06,2858954700
2012-12-07,2871879450
2012-12-10,2877049350
2012-12-11,2871879450
2012-12-12,2830520250
2012-12-13,2812425600
2012-12-14,2840860050
2012-12-17,2858954700
2012-12-18,2900313900
2012-12-19,2918408550
2012-12-20,2946843000
2012-12-21,2954597850
2012-12-24,2959767750
2012-12-26,2941673100
2012-12-27,2952012900
2012-12-28,2933918250
2012-12-31,2958032850
2013-01-02,3064139016
2013-01-03,3033083553
2013-01-04,3066726971
2013-01-07,3084842658
2013-01-08,3033083553
2013-01-09,3064139016
2013-01-10,3079666747
2013-01-11,3079666747
2013-01-14,3048611284
2013-01-15,3027907642
2013-01-16,3058963105
2013-01-17,3141777673
2013-01-18,3134013807
2013-01-22,3170245181
2013-01-23,3167657226
2013-01-24,3258235659
2013-01-25,3240119973
2013-01-28,3263411570
2013-01-29,3242707928
2013-01-30,3198712689
2013-01-31,3216828375
2013-02-01,3240119973
2013-02-04,3201300644
2013-02-05,3219416331
2013-02-06,3196124733
2013-02-07,3027907642
2013-02-08,3058963105
2013-02-11,3071902881
2013-02-12,3071902881
2013-02-13,3121074031
2013-02-14,3131425852
2013-02-15,3110722210
2013-02-19,3110722210
2013-02-20,3074490837
2013-02-21,2996852179
2013-02-22,3043435374
2013-02-25,2989088313
2013-02-26,3020143776
2013-02-27,3074490837
2013-02-28,3102958344
2013-03-01,3053787195
2013-03-04,3071902881
2013-03-05,3141777673
2013-03-06,3108134255
2013-03-07,3090018568
2013-03-08,3139189718
2013-03-11,3113310165
2013-03-12,3108134255
2013-03-13,3219416331
2013-03-14,3260823615
2013-03-15,3237532017
2013-03-18,3224592241
2013-03-19,3198712689
2013-03-20,3216828375
2013-03-21,3131425852
2013-03-22,3299642943
2013-03-25,3284115212
2013-03-26,3271175436
2013-03-27,3291879078
2013-03-28,3294467033
2013-04-01,3228605310
2013-04-02,3192415979
2013-04-03,3145886839
2013-04-04,3145886839
2013-04-05,3215680549
2013-04-08,3218265501
2013-04-09,3202755788
2013-04-10,3308738828
2013-04-11,3290644163
2013-04-12,3293229115
2013-04-15,3109697508
2013-04-16,3246699975
2013-04-17,3218265501
2013-04-18,3171736361
2013-04-19,3195000931
2013-04-22,3207925692
2013-04-23,3210510644
2013-04-24,3202755788
2013-04-25,3282889306
2013-04-26,3288059211
2013-04-29,3319078637
2013-04-30,3316493685
2013-05-01,3192415979
2013-05-02,3238945119
2013-05-03,3355267968
2013-05-06,3427646630
2013-05-07,3458666056
2013-05-08,3448326248
2013-05-09,3394042251
2013-05-10,3422476726
2013-05-13,3412136917
2013-05-14,3500025292
2013-05-15,3531044718
2013-05-16,3489685483
2013-05-17,3551724336
2013-05-20,3613763189
2013-05-21,3693896708
2013-05-22,3696481660
2013-05-23,3693896708
2013-05-24,3686141851
2013-05-28,3753350608
2013-05-29,3722331182
2013-05-30,3732670991
2013-05-31,3709406421
2013-06-03,3680971947
2013-06-04,3634442807
2013-06-05,3580158810
2013-06-06,3616348141
2013-06-07,3711991373
2013-06-10,3758520513
2013-06-11,3706821469
2013-06-12,3683556899
2013-06-13,3717161277
2013-06-14,3701651564
2013-06-17,3665462233
2013-06-18,3717161277
2013-06-19,3699066612
2013-06-20,3626687950
2013-06-21,3637027759
2013-06-24,3551724336
2013-06-25,3585328715
2013-06-26,3572403954
2013-06-27,3639612711
2013-06-28,3585328715
2013-07-01,3686142179
2013-07-02,3680972274
2013-07-03,3693897036
2013-07-05,3771445609
2013-07-08,3792125229
2013-07-09,3825729611
2013-07-10,3779200467
2013-07-11,3817974753
2013-07-12,3807634944
2013-07-15,3817974753
2013-07-16,3740426180
2013-07-17,3717161608
2013-07-18,3792125229
2013-07-19,3781785419
2013-07-22,3776615514
2013-07-23,3706821798
2013-07-24,3668047512
2013-07-25,3727501418
2013-07-26,3825729611
2013-07-29,3766275705
2013-07-30,3750765990
2013-07-31,3763690752
2013-08-01,3895523327
2013-08-02,3851579135
2013-08-05,3864503897
2013-08-06,3854164088
2013-08-07,3817974753
2013-08-08,3856749040
2013-08-09,3887768469
2013-08-12,3882598564
2013-08-13,3934297613
2013-08-14,3913617994
2013-08-15,3859333992
2013-08-16,3846409230
2013-08-19,3828314563
2013-08-20,3848994183
2013-08-21,3882598564
2013-08-22,3921372851
2013-08-23,3895523327
2013-08-26,3885183517
2013-08-27,3786955324
2013-08-28,3771445609
2013-08-29,3781785419
2013-08-30,3740426180
2013-09-03,3766275705
2013-09-04,3856749040
2013-09-05,3846409230
2013-09-06,3843824278
2013-09-09,3872258755
2013-09-10,3962732090
2013-09-11,4001506377
2013-09-12,3980826757
2013-09-13,3975656852
2013-09-16,3942052471
2013-09-17,3905863136
2013-09-18,3887768469
2013-09-19,3965317042
2013-09-20,3973071900
2013-09-23,3962732090
2013-09-24,3962732090
2013-09-25,3890353422
2013-09-26,3934297613
2013-09-27,3903278184
2013-09-30,3962732519
2013-10-01,4032526243
2013-10-02,4053205864
2013-10-03,4027356337
2013-10-04,4063545675
2013-10-07,4029941290
2013-10-08,3978242236
2013-10-09,3952392708
2013-10-10,4019601479
2013-10-11,4068715581
2013-10-14,4076470439
2013-10-15,4035111195
2013-10-16,4099735013
2013-10-17,4133339399
2013-10-18,4120414635
2013-10-21,4156603973
2013-10-22,4128169493
2013-10-23,4112659777
2013-10-24,4094565108
2013-10-25,4068715581
2013-10-28,4058375770
2013-10-29,4071300534
2013-10-30,4048035959
2013-10-31,4040281101
2013-11-01,4042866054
2013-11-04,4117829682
2013-11-05,4107489872
2013-11-06,4053205864
2013-11-07,4004091763
2013-11-08,4099735013
2013-11-11,4148849115
2013-11-12,4143679210
2013-11-13,4154019021
2013-11-14,4195378264
2013-11-15,4265171988
2013-11-18,4272926846
2013-11-19,4239322460
2013-11-20,4260002082
2013-11-21,4332380758
2013-11-22,4363400191
2013-11-25,4417684198
2013-11-26,4417684198
2013-11-27,4440948772
2013-11-29,4440948772
2013-12-02,4430608962
2013-12-03,4373740002
2013-12-04,4428024009
2013-12-05,4425439056
2013-12-06,4422854103
2013-12-09,4389249718
2013-12-10,4291021515
2013-12-11,4244492366
2013-12-12,4306531231
2013-12-13,4384079813
2013-12-16,4461628394
2013-12-17,4495232780
2013-12-18,4487477921
2013-12-19,4459043442
2013-12-20,4539176976
2013-12-23,4567611456
2013-12-24,4521082307
2013-12-26,4544346881
2013-12-27,4557271645
2013-12-30,4559856598
2013-12-31,4588699982
2014-01-02,4521180911
2014-01-03,4547149784
2014-01-06,4508196474
2014-01-07,4565327996
2014-01-08,4575715545
2014-01-09,4648428392
2014-01-10,4783466535
2014-01-13,4760094549
2014-01-14,4793854085
2014-01-15,4830210508
2014-01-16,4812032296
2014-01-17,4793854085
2014-01-21,4858776269
2014-01-22,4934086003
2014-01-23,4879551368
2014-01-24,4775675873
2014-01-27,4573118658
2014-01-28,4614668856
2014-01-29,4627653293
2014-01-30,4700366139
2014-01-31,4695172364
2014-02-03,4503002699
2014-02-04,4562731109
2014-02-05,4557537334
2014-02-06,4544552897
2014-02-07,4552343559
2014-02-10,4534165348
2014-02-11,4575715545
2014-02-12,4606878194
2014-02-13,4622459518
2014-02-14,4671800378
2014-02-18,4619862631
2014-02-19,4526374685
2014-02-20,4583506208
2014-02-21,4583506208
2014-02-24,4570521771
2014-02-25,4583506208
2014-02-26,4651025279
2014-02-27,4570521771
2014-02-28,4609475081
2014-03-03,4575715545
2014-03-04,4656219054
2014-03-05,4752303887
2014-03-06,4850985607
2014-03-07,4884745142
2014-03-10,4915907791
2014-03-11,4869163818
2014-03-12,4887342030
2014-03-13,4840598057
2014-03-14,4900326467
2014-03-17,4936682890
2014-03-18,4934086003
2014-03-19,4934086003
2014-03-20,4895132692
2014-03-21,4908117129
2014-03-24,4861373156
2014-03-25,4830210508
2014-03-26,4731528788
2014-03-27,4713350576
2014-03-28,4796450972
2014-03-31,4888145763
2014-04-01,4890730716
2014-04-02,4890730716
2014-04-03,4893315669
2014-04-04,4828691849
2014-04-07,4761483076
2014-04-08,4720123831
2014-04-09,4800257368
2014-04-10,4699444208
2014-04-11,4694274302
2014-04-14,4696859255
2014-04-15,4673594680
2014-04-16,4743388406
2014-04-17,4764068028
2014-04-21,4810597179
2014-04-22,4911410339
2014-04-23,4864881188
2014-04-24,5053582743
2014-04-25,5107866752
2014-04-28,5125961422
2014-04-29,5084602177
2014-04-30,5224189629
2014-05-01,5195755148
2014-05-02,5231944487
2014-05-05,5167320667
2014-05-06,5156980855
2014-05-07,5169905620
2014-05-08,5177660478
2014-05-09,5151810950
2014-05-12,5257794015
2014-05-13,5309493071
2014-05-14,5273303732
2014-05-15,5262963921
2014-05-16,5299153260
2014-05-19,5376701844
2014-05-20,5330172694
2014-05-21,5368946986
2014-05-22,5366362033
2014-05-23,5389626608
2014-05-27,5443910617
2014-05-28,5436155759
2014-05-29,5480099957
2014-05-30,5511119390
2014-06-02,5498194626
2014-06-03,5430985853
2014-06-04,5438740712
2014-06-05,5513704343
2014-06-06,5565403399
2014-06-09,5557648541
2014-06-10,5555063588
2014-06-11,5570573305
2014-06-12,5500779579
2014-06-13,5462005287
2014-06-16,5430985853
2014-06-17,5428400901
2014-06-18,5449080523
2014-06-19,5454250429
2014-06-20,5498194626
2014-06-23,5415476136
2014-06-24,5371531939
2014-06-25,5407721278
2014-06-26,5433570806
2014-06-27,5407721278
2014-06-30,5513378604
2014-07-01,5573109036
