,DVA
2023-03-31,7379712240
2023-04-03,7432482960
2023-04-04,7422474720
2023-04-05,7546212960
2023-04-06,7503450480
2023-04-10,7524376800
2023-04-11,7708164480
2023-04-12,7578057360
2023-04-13,7679049600
2023-04-14,7639016639
2023-04-17,7629918240
2023-04-18,7596254160
2023-04-19,7606262399
2023-04-20,7562590080
2023-04-21,7826443680
2023-04-24,8019329760
2023-04-25,7942903200
2023-04-26,7849189680
2023-04-27,8007501840
2023-04-28,8221314240
2023-05-01,8224043760
2023-05-02,8037526560
2023-05-03,8021149440
2023-05-04,7934714639
2023-05-05,8049354480
2023-05-08,8116682639
2023-05-09,9163908480
2023-05-10,9031981680
2023-05-11,8697160560
2023-05-12,8527020480
2023-05-15,8812710240
2023-05-16,8963743680
2023-05-17,8971932240
2023-05-18,9183015120
2023-05-19,9128424720
2023-05-22,9080203200
2023-05-23,8819988960
2023-05-24,8759029680
2023-05-25,8648939040
2023-05-26,8577971520
2023-05-30,8550676320
2023-05-31,8522471280
2023-06-01,8617094640
2023-06-02,8983760160
2023-06-05,9021973440
2023-06-06,9032891520
2023-06-07,9149351040
2023-06-08,9105678720
2023-06-09,8869120320
2023-06-12,8833636560
2023-06-13,8938268160
2023-06-14,8869120320
2023-06-15,8850923520
2023-06-16,8881858080
2023-06-20,8908243440
2023-06-21,8887317120
2023-06-22,9003776640
2023-06-23,8891866320
2023-06-26,8832726720
2023-06-27,8728095120
2023-06-28,8883677760
2023-06-29,8991948720
2023-06-30,9175121340
2023-07-03,9202517940
2023-07-05,9256397920
2023-07-06,9309364680
2023-07-07,9487442580
2023-07-10,9469178180
2023-07-11,9412558540
2023-07-12,9520318500
2023-07-13,9429909720
2023-07-14,9473744280
2023-07-17,9545888660
2023-07-18,9694743520
2023-07-19,9566892720
2023-07-20,9633557780
2023-07-21,9386075160
2023-07-24,9323976200
2023-07-25,9401599900
2023-07-26,9241786400
2023-07-27,9134939660
2023-07-28,9227174880
2023-07-31,9313930780
2023-08-01,9350459580
2023-08-02,9312104340
2023-08-03,9274662320
2023-08-04,9936746820
2023-08-07,10290162960
2023-08-08,10117564380
2023-08-09,10041767120
2023-08-10,9902044460
2023-08-11,9894738700
2023-08-14,9767801120
2023-08-15,9607074400
2023-08-16,9523971380
2023-08-17,9190646080
2023-08-18,9274662320
2023-08-21,9304798580
2023-08-22,9283794520
2023-08-23,9320323320
2023-08-24,9228088100
2023-08-25,9187906420
2023-08-28,9182427100
2023-08-29,9332195180
2023-08-30,9434475820
2023-08-31,9353199240
2023-09-01,9405252780
2023-09-05,8826271300
2023-09-06,9030832580
2023-09-07,8706639480
2023-09-08,8725817100
2023-09-11,8790655720
2023-09-12,8872845520
2023-09-13,9235393860
2023-09-14,8985171580
2023-09-15,8979692260
2023-09-18,9111195940
2023-09-19,9311191120
2023-09-20,9436302260
2023-09-21,9347719920
2023-09-22,9014394620
2023-09-25,9003435980
2023-09-26,8737688960
2023-09-27,8743168280
2023-09-28,8794308600
2023-09-29,8632668660
2023-10-02,8592570300
2023-10-03,8467883160
2023-10-04,8415478420
2023-10-05,8244711250
2023-10-06,8094725270
2023-10-09,7996240500
2023-10-10,8247421840
2023-10-11,6856889170
2023-10-12,6667147870
2023-10-13,6613839600
2023-10-16,6737623209
2023-10-17,6901162140
2023-10-18,7114395220
2023-10-19,7374611860
2023-10-20,7004164560
2023-10-23,7126141110
2023-10-24,7328531830
2023-10-25,7101745799
2023-10-26,7001453970
2023-10-27,6936399810
2023-10-30,6924653920
2023-10-31,6977962190
2023-11-01,6996936320
2023-11-02,7030366930
2023-11-03,7178545850
2023-11-06,7135176410
2023-11-07,7236371770
2023-11-08,7662837930
2023-11-09,7617661430
2023-11-10,7498395470
2023-11-13,7985398140
2023-11-14,8323318360
2023-11-15,8535647910
2023-11-16,8559139690
2023-11-17,8688344480
2023-11-20,8812128090
2023-11-21,8813935150
2023-11-22,8988316440
2023-11-24,8968438780
2023-11-27,8980184670
2023-11-28,9005483510
2023-11-29,9000062330
2023-11-30,9167215380
2023-12-01,9424721430
2023-12-04,9630726270
2023-12-05,9451827330
2023-12-06,9411168480
2023-12-07,9553926220
2023-12-08,9720175740
2023-12-11,9665060410
2023-12-12,9801493440
2023-12-13,9830406400
2023-12-14,9684034540
2023-12-15,9549408570
2023-12-18,9661446290
2023-12-19,9616269790
2023-12-20,9384966110
2023-12-21,9465380280
2023-12-22,9426528490
2023-12-26,9442792030
2023-12-27,9393097880
2023-12-28,9436467320
2023-12-29,9465380280
2024-01-02,9382269750
2024-01-03,9241829750
2024-01-04,9319949500
2024-01-05,9412991000
2024-01-08,9550797750
2024-01-09,9519198750
2024-01-10,9623651000
2024-01-11,9649983500
2024-01-12,9576252500
2024-01-16,9200575500
2024-01-17,9185653750
2024-01-18,9252362750
2024-01-19,9195309000
2024-01-22,9183898250
2024-01-23,9118944750
2024-01-24,9168976500
2024-01-25,9429668250
2024-01-26,9406846750
2024-01-29,9506910250
2024-01-30,9437568000
2024-01-31,9493744000
2024-02-01,9850988250
2024-02-02,9761457750
2024-02-05,9720203500
2024-02-06,9837822000
2024-02-07,9796567750
2024-02-08,9727225500
2024-02-09,9642961500
2024-02-12,10032682500
2024-02-13,9971240000
2024-02-14,10832312750
2024-02-15,10521589250
2024-02-16,10727860500
2024-02-20,10796325000
2024-02-21,10611119750
2024-02-22,10784914250
2024-02-23,10994696500
2024-02-26,10968364000
2024-02-27,11200090000
2024-02-28,11144791750
2024-02-29,11144791750
2024-03-01,11140403000
2024-03-04,11035950750
2024-03-05,11818903750
2024-03-06,11584544500
2024-03-07,11768872000
2024-03-08,11864546749
2024-03-11,11921600500
2024-03-12,12219157750
2024-03-13,12136649250
2024-03-14,11937400000
2024-03-15,11994453750
2024-03-18,12026930500
2024-03-19,12141915750
2024-03-20,12181414500
2024-03-21,11958466000
2024-03-22,11771505250
2024-03-25,11829436750
2024-03-26,11871568750
2024-03-27,12012008750
2024-03-28,12117338750
2024-04-01,12098906000
2024-04-02,11853136000
2024-04-03,11875079750
2024-04-04,11669686249
2024-04-05,11727617750
2024-04-08,11738150750
2024-04-09,11768872000
2024-04-10,11591566500
2024-04-11,11533635000
2024-04-12,11447615499
2024-04-15,11407239000
2024-04-16,11391439500
2024-04-17,11203601000
2024-04-18,11069305250
2024-04-19,11219400500
2024-04-22,11631943000
2024-04-23,11753950250
2024-04-24,11651253500
2024-04-25,11653886750
2024-04-26,11718840250
2024-04-29,12125238499
2024-04-30,12201602750
2024-05-01,12266556250
2024-05-02,12485116000
2024-05-03,11801348749
2024-05-06,12013764250
2024-05-07,12085739750
2024-05-08,11924233750
2024-05-09,12107683500
2024-05-10,12070818000
2024-05-13,11989187250
2024-05-14,12026052750
2024-05-15,12102417000
2024-05-16,11979532000
2024-05-17,12272700500
2024-05-20,12370130750
2024-05-21,12173514750
2024-05-22,11827681250
2024-05-23,11608243750
2024-05-24,12160348500
2024-05-28,12610634249
2024-05-29,12875714750
2024-05-30,12915213499
2024-05-31,12913458000
2024-06-03,12780917750
2024-06-04,12579035250
2024-06-05,12730008250
2024-06-06,12625556000
2024-06-07,12567624500
2024-06-10,12427184500
2024-06-11,12276211500
2024-06-12,12524614750
2024-06-13,12478094000
2024-06-14,12390319000
2024-06-17,12397341000
2024-06-18,12482482750
2024-06-20,12309566000
2024-06-21,12409629500
2024-06-24,12629067000
2024-06-25,12544802999
2024-06-26,12478094000
2024-06-27,12415773749
2024-06-28,12162981750
2024-07-01,12166492750
2024-07-02,12152448749
2024-07-03,12108561249
2024-07-05,11976898749
2024-07-08,12058529500
2024-07-09,12105927999
2024-07-10,12233201750
2024-07-11,12310443750
2024-07-12,12424551250
2024-07-15,11933011249
2024-07-16,12088373000
2024-07-17,12260412000
2024-07-18,11942666500
2024-07-19,12108561249
2024-07-22,12284989000
2024-07-23,12451761500
2024-07-24,12622922750
2024-07-25,12507937500
2024-07-26,12061162750
2024-07-29,12214769000
2024-07-30,11978654250
2024-07-31,11991820500
2024-08-01,12070818000
2024-08-02,12246368000
2024-08-05,11766993590
2024-08-06,11904294010
2024-08-07,11642728020
2024-08-08,12068533120
2024-08-09,12191929700
