,WDC
2009-06-17,5499000000
2009-06-18,5544000000
2009-06-19,5719500000
2009-06-22,5474250000
2009-06-23,5625000000
2009-06-24,5796000000
2009-06-25,5755500000
2009-06-26,6018750000
2009-06-29,5960250000
2009-06-30,5962500000
2009-07-01,6030000000
2009-07-02,5899500000
2009-07-06,5931000000
2009-07-07,5622750000
2009-07-08,5658750000
2009-07-09,5778000000
2009-07-10,5708250000
2009-07-13,5955750000
2009-07-14,5913000000
2009-07-15,6230250000
2009-07-16,6495750000
2009-07-17,6579000000
2009-07-20,6507000000
2009-07-21,6558750000
2009-07-22,6804000000
2009-07-23,6790500000
2009-07-24,6840000000
2009-07-27,7080750000
2009-07-28,6932250000
2009-07-29,6777000000
2009-07-30,6855750000
2009-07-31,6806250000
2009-08-03,7062750000
2009-08-04,7074000000
2009-08-05,7035750000
2009-08-06,7137000000
2009-08-07,7195500000
2009-08-10,7157250000
2009-08-11,7182000000
2009-08-12,7267499999
2009-08-13,7202250000
2009-08-14,7020000000
2009-08-17,6903000000
2009-08-18,7044750000
2009-08-19,7222500000
2009-08-20,7409250000
2009-08-21,7391250000
2009-08-24,7290000000
2009-08-25,7443000000
2009-08-26,7670250000
2009-08-27,7832250000
2009-08-28,7728750000
2009-08-31,7713000000
2009-09-01,7465500000
2009-09-02,7353000000
2009-09-03,7445250000
2009-09-04,7634250000
2009-09-08,7872750000
2009-09-09,7922250000
2009-09-10,8043750000
2009-09-11,7893000000
2009-09-14,7924500000
2009-09-15,8198999999
2009-09-16,8291250000
2009-09-17,8235000000
2009-09-18,8149500000
2009-09-21,8109000000
2009-09-22,8156250000
2009-09-23,8273250000
2009-09-24,8133750000
2009-09-25,7917749999
2009-09-28,8313750000
2009-09-29,8138250000
2009-09-30,8219250000
2009-10-01,7944750000
2009-10-02,8019910000
2009-10-05,8285500000
2009-10-06,8308200000
2009-10-07,8221940000
2009-10-08,8265069999
2009-10-09,8451209999
2009-10-12,8553360000
2009-10-13,8582870000
2009-10-14,8562440000
2009-10-15,8221940000
2009-10-16,8137950000
2009-10-19,8337709999
2009-10-20,8303660000
2009-10-21,8140220000
2009-10-22,8423970000
2009-10-23,8044879999
2009-10-26,8033530000
2009-10-27,7842849999
2009-10-28,7622660000
2009-10-29,7947270000
2009-10-30,7645360000
2009-11-02,7745239999
2009-11-03,7795180000
2009-11-04,7917760000
2009-11-05,8240099999
2009-11-06,8271879999
2009-11-09,8492069999
2009-11-10,8546550000
2009-11-11,8746310000
2009-11-12,8723610000
2009-11-13,8739500000
2009-11-16,8889320000
2009-11-17,8873430000
2009-11-18,8728150000
2009-11-19,8460290000
2009-11-20,8410349999
2009-11-23,8660050000
2009-11-24,8569250000
2009-11-25,8730420000
2009-11-27,8512500000
2009-11-30,8362680000
2009-12-01,8712260000
2009-12-02,8830300000
2009-12-03,8771280000
2009-12-04,8961960000
2009-12-07,8866620000
2009-12-08,8775820000
2009-12-09,8977850000
2009-12-10,8950610000
2009-12-11,8853000000
2009-12-14,9030060000
2009-12-15,8989200000
2009-12-16,9343320000
2009-12-17,9529460000
2009-12-18,9713330000
2009-12-21,9810940000
2009-12-22,9867690000
2009-12-23,10006160000
2009-12-24,10133280000
2009-12-28,9981190000
2009-12-29,9985730000
2009-12-30,10146900000
2009-12-31,10022050000
2010-01-04,10364540000
2010-01-05,10639340000
2010-01-06,10648500000
2010-01-07,10440110000
2010-01-08,10492780000
2010-01-11,10504230000
2010-01-12,10234010000
2010-01-13,10410340000
2010-01-14,10481330000
2010-01-15,10071420000
2010-01-19,10295840000
2010-01-20,10135540000
2010-01-21,10371410000
2010-01-22,9329460000
2010-01-25,9501210000
2010-01-26,9356940000
2010-01-27,9306560000
2010-01-28,9040920000
2010-01-29,8699710000
2010-02-01,9091300000
2010-02-02,9267630000
2010-02-03,9272210000
2010-02-04,8866880000
2010-02-05,9029470000
2010-02-08,9079850000
2010-02-09,9247020000
2010-02-10,9176030000
2010-02-11,9226410000
2010-02-12,9125650000
2010-02-16,9750820000
2010-02-17,9764560000
2010-02-18,9938600000
2010-02-19,9881350000
2010-02-22,9702730000
2010-02-23,9352360000
2010-02-24,8928710000
2010-02-25,8953900000
2010-02-26,8846270000
2010-03-01,9269920000
2010-03-02,9070690000
2010-03-03,8848560000
2010-03-04,9029470000
2010-03-05,8988250000
2010-03-08,9068400000
2010-03-09,8882910000
2010-03-10,8718030000
2010-03-11,8898940000
2010-03-12,8789020000
2010-03-15,8759250000
2010-03-16,8834820000
2010-03-17,8967640000
2010-03-18,8933290000
2010-03-19,8734060000
2010-03-22,9306560000
2010-03-23,9622580000
2010-03-24,9547010000
2010-03-25,9315720000
2010-03-26,9056950000
2010-03-29,9153130000
2010-03-30,9011150000
2010-03-31,8928710000
2010-04-01,8933290000
2010-04-05,9344900000
2010-04-06,9441500000
2010-04-07,9264400000
2010-04-08,9278200000
2010-04-09,9519700000
2010-04-12,9448400000
2010-04-13,9234500000
2010-04-14,9533500000
2010-04-15,9607100000
2010-04-16,9301200000
2010-04-19,9103400000
2010-04-20,9250600000
2010-04-21,9266700000
2010-04-22,9356400000
2010-04-23,10283300000
2010-04-26,10145300000
2010-04-27,9844000000
2010-04-28,9834800000
2010-04-29,9873900000
2010-04-30,9450700000
2010-05-03,9600200000
2010-05-04,9321900000
2010-05-05,9351800000
2010-05-06,8912500000
2010-05-07,8818200000
2010-05-10,9188500000
2010-05-11,9119500000
2010-05-12,9335700000
2010-05-13,9126400000
2010-05-14,8868800000
2010-05-17,8988400000
2010-05-18,8447899999
2010-05-19,8293800000
2010-05-20,8102899999
2010-05-21,8282300000
2010-05-24,8176499999
2010-05-25,8086799999
2010-05-26,7902800000
2010-05-27,8351300000
2010-05-28,8006300000
2010-06-01,7718800000
2010-06-02,8105200000
2010-06-03,8406499999
2010-06-04,7916600000
2010-06-07,7700399999
2010-06-08,7702700000
2010-06-09,7638300000
2010-06-10,7843000000
2010-06-11,7900500000
2010-06-14,7900500000
2010-06-15,8171900000
2010-06-16,8098300000
2010-06-17,8098300000
2010-06-18,8052300000
2010-06-21,7859100000
2010-06-22,7654400000
2010-06-23,7686600000
2010-06-24,7235800000
2010-06-25,7309400000
2010-06-28,7291000000
2010-06-29,7054100000
2010-06-30,6936800000
2010-07-01,7125400000
2010-07-02,6946000000
2010-07-06,6870100000
2010-07-07,7194400000
2010-07-08,7258800000
2010-07-09,7265700000
2010-07-12,7212800000
2010-07-13,7369200000
2010-07-14,7518699999
2010-07-15,7527899999
2010-07-16,7233500000
2010-07-19,7295600000
2010-07-20,7325500000
2010-07-21,6941400000
2010-07-22,6476800000
2010-07-23,6444600000
2010-07-26,6628600000
2010-07-27,6610200000
2010-07-28,6394000000
2010-07-29,6203100000
2010-07-30,6069700000
2010-08-02,6244500000
2010-08-03,6154800000
2010-08-04,6230700000
2010-08-05,6177800000
2010-08-06,6023700000
2010-08-09,5980000000
2010-08-10,5614300000
2010-08-11,5773000000
2010-08-12,5575200000
2010-08-13,5625800000
2010-08-16,5699400000
2010-08-17,5559100000
2010-08-18,5593600000
2010-08-19,5526900000
2010-08-20,5671800000
2010-08-23,5589000000
2010-08-24,5460200000
2010-08-25,5538400000
2010-08-26,5432600000
2010-08-27,5802900000
2010-08-30,5690200000
2010-08-31,5556225000
2010-09-01,5901800000
2010-09-02,5996100000
2010-09-03,6115700000
2010-09-07,5984600000
2010-09-08,6019100000
2010-09-09,5968500000
2010-09-10,5899500000
2010-09-13,6219200000
2010-09-14,6138700000
2010-09-15,6274400000
2010-09-16,6191600000
2010-09-17,6101900000
2010-09-20,6297400000
2010-09-21,6318100000
2010-09-22,6136400000
2010-09-23,6249100000
2010-09-24,6486000000
2010-09-27,6371000000
2010-09-28,6382500000
2010-09-29,6607900000
2010-09-30,6529700000
2010-10-01,6497500000
2010-10-04,6433100000
2010-10-05,6619400000
2010-10-06,6417000000
2010-10-07,6520500000
2010-10-08,6647000000
2010-10-11,6711400000
2010-10-12,6766600000
2010-10-13,6824100000
2010-10-14,6782700000
2010-10-15,7334700000
2010-10-18,7238100000
2010-10-19,6946000000
2010-10-20,7015000000
2010-10-21,7026500000
2010-10-22,6998900000
2010-10-25,7001200000
2010-10-26,7118500000
2010-10-27,7265700000
2010-10-28,7245000000
2010-10-29,7362300000
2010-11-01,7502599999
2010-11-02,7592300000
2010-11-03,7654400000
2010-11-04,7723400000
2010-11-05,7994800000
2010-11-08,8001700000
2010-11-09,7951100000
2010-11-10,7709600000
2010-11-11,7587700000
2010-11-12,7493400000
2010-11-15,7360000000
2010-11-16,7270300000
2010-11-17,7217400000
2010-11-18,7431300000
2010-11-19,7815399999
2010-11-22,7753300000
2010-11-23,7580800000
2010-11-24,7790099999
2010-11-26,7764800000
2010-11-29,7755600000
2010-11-30,7705000000
2010-12-01,7854500000
2010-12-02,7969500000
2010-12-03,7974100000
2010-12-06,7923500000
2010-12-07,8068400000
2010-12-08,8054600000
2010-12-09,8068400000
2010-12-10,8206400000
2010-12-13,8167300000
2010-12-14,7962599999
2010-12-15,7638300000
2010-12-16,7599200000
2010-12-17,7583100000
2010-12-20,7610700000
2010-12-21,7705000000
2010-12-22,7773999999
2010-12-23,7780900000
2010-12-27,7776300000
2010-12-28,7783200000
2010-12-29,7739500000
2010-12-30,7739500000
2010-12-31,7864800000
2011-01-03,7920480000
2011-01-04,7653680000
2011-01-05,7607280000
2011-01-06,7658320000
2011-01-07,7662960000
2011-01-10,7618880000
2011-01-11,7553920000
2011-01-12,7644400000
2011-01-13,7598000000
2011-01-14,7758079999
2011-01-18,7874079999
2011-01-19,7649040000
2011-01-20,7370640000
2011-01-21,7310320000
2011-01-24,7528400000
2011-01-25,7493599999
2011-01-26,7825359999
2011-01-27,8062000000
2011-01-28,7874079999
2011-01-31,7892640000
2011-02-01,7999359999
2011-02-02,8442480000
2011-02-03,8347359999
2011-02-04,8400720000
2011-02-07,8430880000
2011-02-08,8435520000
2011-02-09,8291680000
2011-02-10,8157119999
2011-02-11,7985440000
2011-02-14,8041119999
2011-02-15,7925119999
2011-02-16,7827680000
2011-02-17,7806800000
2011-02-18,7711680000
2011-02-22,7447200000
2011-02-23,7134000000
2011-02-24,7120080000
2011-02-25,7236080000
2011-02-28,7094560000
2011-03-01,6830080000
2011-03-02,6902000000
2011-03-03,7043520000
2011-03-04,6962320000
2011-03-07,8045760000
2011-03-08,8419280000
2011-03-09,8236000000
2011-03-10,7962240000
2011-03-11,7980800000
2011-03-14,7836960000
2011-03-15,7816079999
2011-03-16,7623520000
2011-03-17,7804480000
2011-03-18,7862480000
2011-03-21,7976160000
2011-03-22,7936720000
2011-03-23,7980800000
2011-03-24,8372880000
2011-03-25,8674480000
2011-03-28,8597920000
2011-03-29,8595600000
2011-03-30,8748720000
2011-03-31,8651280000
2011-04-01,8895940000
2011-04-04,8690900000
2011-04-05,8627990000
2011-04-06,8777110000
2011-04-07,8807400000
2011-04-08,9040400000
2011-04-11,9026420000
2011-04-12,8884290000
2011-04-13,8772450000
2011-04-14,8942540000
2011-04-15,9026420000
2011-04-18,9010110000
2011-04-19,9205830000
2011-04-20,9471450000
2011-04-21,9608920000
2011-04-25,9427180000
2011-04-26,9511060000
2011-04-27,9287380000
2011-04-28,9375920000
2011-04-29,9273400000
2011-05-02,9194180000
2011-05-03,8984480000
2011-05-04,8854000000
2011-05-05,8777110000
2011-05-06,8872640000
2011-05-09,8867980000
2011-05-10,9063700000
2011-05-11,8956520000
2011-05-12,8958850000
2011-05-13,8735170000
2011-05-16,8476540000
2011-05-17,8460230000
2011-05-18,8579060000
2011-05-19,8469550000
2011-05-20,8420620000
2011-05-23,8353050000
2011-05-24,8378680000
2011-05-25,8341399999
2011-05-26,8308779999
2011-05-27,8322760000
2011-05-31,8539450000
2011-06-01,8215580000
2011-06-02,8161990000
2011-06-03,8145680000
2011-06-06,7996560000
2011-06-07,7966269999
2011-06-08,7852100000
2011-06-09,7849769999
2011-06-10,7912680000
2011-06-13,7826470000
2011-06-14,8238880000
2011-06-15,7959279999
2011-06-16,7980250000
2011-06-17,7798510000
2011-06-20,7805500000
2011-06-21,8110730000
2011-06-22,8054810000
2011-06-23,8623330000
2011-06-24,8196940000
2011-06-27,8131700000
2011-06-28,8292470000
2011-06-29,8371690000
2011-06-30,8476540000
2011-07-01,8537120000
2011-07-05,8569740000
2011-07-06,8711870000
2011-07-07,8972830000
2011-07-08,8975160000
2011-07-11,8669930000
2011-07-12,8625660000
2011-07-13,8686240000
2011-07-14,8634980000
2011-07-15,8683910000
2011-07-18,8560420000
2011-07-19,8791090000
2011-07-20,8872640000
2011-07-21,8185290000
2011-07-22,8863320000
2011-07-25,8597700000
2011-07-26,8492850000
2011-07-27,8273830000
2011-07-28,8234220000
2011-07-29,8029180000
2011-08-01,8050149999
2011-08-02,7637740000
2011-08-03,7723950000
2011-08-04,7223000000
2011-08-05,7115820000
2011-08-08,6782630000
2011-08-09,7064560000
2011-08-10,6782630000
2011-08-11,7097180000
2011-08-12,7153100000
2011-08-15,7332510000
2011-08-16,7236980000
2011-08-17,6990000000
2011-08-18,6484390000
2011-08-19,6153530000
2011-08-22,6176830000
2011-08-23,6423810000
2011-08-24,6503030000
2011-08-25,6433130000
2011-08-26,6591570000
2011-08-29,6782630000
2011-08-30,6903790000
2011-08-31,6871170000
2011-09-01,6687100000
2011-09-02,6393520000
2011-09-06,6393520000
2011-09-07,6638170000
2011-09-08,6596230000
2011-09-09,6631180000
2011-09-12,6724380000
2011-09-13,6787290000
2011-09-14,6896800000
2011-09-15,7003980000
2011-09-16,7006310000
2011-09-19,6819910000
2011-09-20,6598560000
2011-09-21,6442450000
2011-09-22,6048680000
2011-09-23,6160520000
2011-09-26,6475070000
2011-09-27,6544970000
2011-09-28,6293330000
2011-09-29,6230420000
2011-09-30,6018480000
2011-10-03,5756400000
2011-10-04,5938920000
2011-10-05,6306300000
2011-10-06,6430320000
2011-10-07,6303960000
2011-10-10,6535620000
2011-10-11,6757920000
2011-10-12,6446700000
2011-10-13,6706440000
2011-10-14,6631560000
2011-10-17,6142500000
2011-10-18,6303960000
2011-10-19,5718960000
2011-10-20,6074640000
2011-10-21,6076980000
2011-10-24,6376500000
2011-10-25,6168240000
2011-10-26,6530940000
2011-10-27,6420960000
2011-10-28,6388200000
2011-10-31,6233760000
2011-11-01,6201000000
2011-11-02,6390540000
2011-11-03,6654960000
2011-11-04,6540300000
2011-11-07,6477120000
2011-11-08,6502860000
2011-11-09,6086340000
2011-11-10,6034860000
2011-11-11,6229080000
2011-11-14,6163560000
2011-11-15,5861700000
2011-11-16,6275880000
2011-11-17,5910840000
2011-11-18,6093360000
2011-11-21,6109740000
2011-11-22,6032520000
2011-11-23,5988060000
2011-11-25,5850000000
2011-11-28,6215040000
2011-11-29,6437340000
2011-11-30,6802380000
2011-12-01,6844500000
2011-12-02,7356960000
2011-12-05,7490340000
2011-12-06,7413120000
2011-12-07,7445880000
2011-12-08,7378020000
2011-12-09,7576920000
2011-12-12,7473960000
2011-12-13,7268040000
2011-12-14,7139340000
2011-12-15,7176780000
2011-12-16,7242300000
2011-12-19,7169760000
2011-12-20,7462260000
2011-12-21,7347600000
2011-12-22,7420140000
2011-12-23,7520760000
2011-12-27,7307820000
2011-12-28,7197840000
2011-12-29,7277400000
2011-12-30,7458950000
2012-01-03,7466180000
2012-01-04,7543300000
2012-01-05,7895159999
2012-01-06,8071090000
2012-01-09,8133750000
2012-01-10,8080730000
2012-01-11,8039760000
2012-01-12,8160260000
2012-01-13,8037350000
2012-01-17,7974690000
2012-01-18,8112059999
2012-01-19,8181950000
2012-01-20,8350650000
2012-01-23,8365110000
2012-01-24,8888080000
2012-01-25,9013400000
2012-01-26,8919410000
2012-01-27,8929050000
2012-01-30,8885670000
2012-01-31,8760350000
2012-02-01,9165230000
2012-02-02,9054370000
2012-02-03,9297780000
2012-02-06,9331520000
2012-02-07,9370080000
2012-02-08,9584570000
2012-02-09,9444790000
2012-02-10,9295370000
2012-02-13,9198970000
2012-02-14,9432740000
2012-02-15,9230300000
2012-02-16,9782190000
2012-02-17,9748450000
2012-02-21,9697840000
2012-02-22,9533960000
2012-02-23,9567700000
2012-02-24,9586980000
2012-02-27,9348390000
2012-02-28,9490580000
2012-02-29,9459250000
2012-03-01,9606260000
2012-03-02,9382130000
2012-03-05,9271270000
2012-03-06,8970020000
2012-03-07,9126670000
2012-03-08,9394180000
2012-03-09,9717120000
2012-03-12,9550830000
2012-03-13,9676150000
2012-03-14,9550830000
2012-03-15,9367670000
2012-03-16,9220660000
2012-03-19,9203790000
2012-03-20,9418280000
2012-03-21,9507450000
2012-03-22,10136460000
2012-03-23,10228040000
2012-03-26,10266600000
2012-03-27,10232860000
2012-03-28,10162970000
2012-03-29,10124410000
2012-03-30,10181940000
2012-04-02,10309860000
2012-04-03,10240980000
2012-04-04,10154880000
2012-04-05,9776040000
2012-04-09,9763740000
2012-04-10,9414420000
2012-04-11,9402120000
2012-04-12,9640740000
2012-04-13,9598920000
2012-04-16,9734220000
2012-04-17,9719460000
2012-04-18,10223760000
2012-04-19,10344300000
2012-04-20,10194240000
2012-04-23,10189320000
2012-04-24,10194240000
2012-04-25,10612440000
2012-04-26,10848600000
2012-04-27,9330780000
2012-04-30,9547260000
2012-05-01,9849840000
2012-05-02,9970380000
2012-05-03,9653040000
2012-05-04,9564480000
2012-05-07,9630900000
2012-05-08,9628440000
2012-05-09,9827700000
2012-05-10,10022040000
2012-05-11,9913800000
2012-05-14,9822780000
2012-05-15,9830160000
2012-05-16,9502980000
2012-05-17,9119220000
2012-05-18,8526359999
2012-05-21,8846160000
2012-05-22,8489459999
2012-05-23,8388600000
2012-05-24,8322180000
2012-05-25,8415660000
2012-05-29,8159820000
2012-05-30,7928579999
2012-05-31,7721940000
2012-06-01,7407060000
2012-06-04,7355400000
2012-06-05,7361550000
2012-06-06,7611240000
2012-06-07,7581720000
2012-06-08,7682580000
2012-06-11,7542360000
2012-06-12,7512840000
2012-06-13,7463640000
2012-06-14,7429200000
2012-06-15,7549740000
2012-06-18,7515300000
2012-06-19,7591560000
2012-06-20,7598940000
2012-06-21,7225020000
2012-06-22,7306200000
2012-06-25,7116780000
2012-06-26,7165980000
2012-06-27,7330800000
2012-06-28,7084800000
2012-06-29,7498080000
2012-07-02,7340640000
2012-07-03,7621080000
2012-07-05,7547280000
2012-07-06,7630920000
2012-07-09,7756380000
2012-07-10,7874459999
2012-07-11,7749000000
2012-07-12,7712100000
2012-07-13,7768680000
2012-07-16,7778520000
2012-07-17,7864620000
2012-07-18,8216400000
2012-07-19,8046660000
2012-07-20,7889220000
2012-07-23,7940880000
2012-07-24,7815420000
2012-07-25,7987620000
2012-07-26,9660420000
2012-07-27,9820320000
2012-07-30,9881820000
2012-07-31,9783420000
2012-08-01,9697320000
2012-08-02,9815400000
2012-08-03,10086000000
2012-08-06,10147500000
2012-08-07,10270500000
2012-08-08,10297560000
2012-08-09,10585380000
2012-08-10,10821540000
2012-08-13,10902720000
2012-08-14,10824000000
2012-08-15,10865820000
2012-08-16,11170860000
2012-08-17,11188080000
2012-08-20,11148720000
2012-08-21,10986360000
2012-08-22,10947000000
2012-08-23,10696080000
2012-08-24,10732980000
2012-08-27,10772340000
2012-08-28,10701000000
2012-08-29,10701000000
2012-08-30,10356600000
2012-08-31,10287720000
2012-09-04,10410720000
2012-09-05,10292640000
2012-09-06,10605060000
2012-09-07,10297560000
2012-09-10,10130280000
2012-09-11,10393500000
2012-09-12,10204080000
2012-09-13,10474261800
2012-09-14,10100760000
2012-09-17,9712080000
2012-09-18,9682560000
2012-09-19,9611220000
2012-09-20,9611293800
2012-09-21,9879360000
2012-09-24,9844920000
2012-09-25,9755130000
2012-09-26,9496830000
2012-09-27,9736680000
2012-09-28,9372660000
2012-10-01,9225040000
2012-10-02,9237140000
2012-10-03,9099200000
2012-10-04,9194790000
2012-10-05,9193580000
2012-10-08,9278280000
2012-10-09,8999980000
2012-10-10,8801540000
2012-10-11,8854780000
2012-10-12,8716840000
2012-10-15,8651500000
2012-10-16,8796700000
2012-10-17,8770080000
2012-10-18,8603100000
2012-10-19,8440960000
2012-10-22,8537760000
2012-10-23,8332060000
2012-10-24,8169919999
2012-10-25,8324800000
2012-10-26,8257039999
2012-10-31,8283659999
2012-11-01,8569219999
2012-11-02,8518400000
2012-11-05,8605520000
2012-11-06,8963607400
2012-11-07,8542599999
2012-11-08,8431280000
2012-11-09,8496620000
2012-11-12,8405870000
2012-11-13,8392342200
2012-11-14,8191700000
2012-11-15,8191700000
2012-11-16,8368360000
2012-11-19,8470000000
2012-11-20,8249780000
2012-11-21,8319960000
2012-11-23,8491780000
2012-11-26,8666020000
2012-11-27,8394979999
2012-11-28,8203800000
2012-11-29,8208640000
2012-11-30,8090060000
2012-12-03,8085219999
2012-12-04,8128780000
2012-12-05,8719260000
2012-12-06,8978200000
2012-12-07,9099200000
2012-12-10,9304900000
2012-12-11,9234720000
2012-12-12,9162120000
2012-12-13,9154860000
2012-12-14,9142760000
2012-12-17,9205680000
2012-12-18,9583200000
2012-12-19,9970400000
2012-12-20,10203107200
2012-12-21,10185780000
2012-12-24,10118020000
2012-12-26,10185780000
2012-12-27,10180940000
2012-12-28,9908940000
2012-12-31,10155110000
2013-01-02,10382160000
2013-01-03,10281780000
2013-01-04,10248320000
2013-01-07,10253100000
2013-01-08,10033220000
2013-01-09,10468200000
2013-01-10,10554240000
2013-01-11,10511220000
2013-01-14,10683300000
2013-01-15,10716760000
2013-01-16,10829090000
2013-01-17,10807580000
2013-01-18,10709590000
2013-01-22,11319040000
2013-01-23,11249730000
2013-01-24,11421810000
2013-01-25,11491120000
2013-01-28,11624960000
2013-01-29,11020290000
2013-01-30,11197150000
2013-01-31,11233000000
2013-02-01,11178030000
2013-02-04,11084820000
2013-02-05,11144570000
2013-02-06,11469610000
2013-02-07,11376400000
2013-02-08,11589110000
2013-02-11,11615400000
2013-02-12,11515020000
2013-02-13,11622570000
2013-02-14,11665590000
2013-02-15,11613010000
2013-02-19,11608230000
2013-02-20,11123060000
2013-02-21,10931860000
2013-02-22,10970100000
2013-02-25,10709590000
2013-02-26,10962930000
2013-02-27,11235390000
2013-02-28,11271240000
2013-03-01,11515020000
2013-03-04,11426590000
2013-03-05,11560430000
2013-03-06,11670370000
2013-03-07,11297530000
2013-03-08,11390740000
2013-03-11,11474390000
2013-03-12,11947610000
2013-03-13,12043210000
2013-03-14,12120885000
2013-03-15,11988240000
2013-03-18,11854400000
2013-03-19,11677540000
2013-03-20,11789631000
2013-03-21,11495900000
2013-03-22,11455270000
2013-03-25,11359670000
2013-03-26,11634281000
2013-03-27,11983460000
2013-03-28,12019310000
2013-04-01,11855034122
2013-04-02,11777411875
2013-04-03,11902077908
2013-04-04,11944417316
2013-04-05,11713902763
2013-04-08,11815046904
2013-04-09,12130240271
2013-04-10,12515999318
2013-04-11,12323119795
2013-04-12,12306654469
2013-04-15,12033800509
2013-04-16,12238440979
2013-04-17,11895021340
2013-04-18,11584532351
2013-04-19,11744481224
2013-04-22,11880908204
2013-04-23,12523055886
2013-04-24,12443081449
2013-04-25,12372515770
2013-04-26,12534816832
2013-04-29,12730048545
2013-04-30,13002902505
2013-05-01,12889997418
2013-05-02,13327504630
2013-05-03,13442761906
2013-05-06,13673276459
2013-05-07,13837929710
2013-05-08,13880269118
2013-05-09,13567427940
2013-05-10,13753250895
2013-05-13,13621528294
2013-05-14,13927312904
2013-05-15,14011991719
2013-05-16,13889677875
2013-05-17,14221336568
2013-05-20,13983765447
2013-05-21,14282493490
2013-05-22,14207223432
2013-05-23,14644730644
2013-05-24,14654139401
2013-05-28,14785862002
2013-05-29,14990502472
2013-05-30,15004615608
2013-05-31,14894062710
2013-06-03,15006967797
2013-06-04,14917584604
2013-06-05,14774101056
2013-06-06,15021080933
2013-06-07,15089294423
2013-06-10,15197495131
2013-06-11,15181029806
2013-06-12,15032841880
2013-06-13,15115168506
2013-06-14,15025785312
2013-06-17,15206903889
2013-06-18,15211608267
2013-06-19,14952867443
2013-06-20,14463612067
2013-06-21,14157827456
2013-06-24,13769716220
2013-06-25,14127248995
2013-06-26,14280141301
2013-06-27,14729409459
2013-06-28,14653240000
2013-07-01,14882160000
2013-07-02,14910480000
2013-07-03,14917560000
2013-07-05,15224360000
2013-07-08,15391920000
2013-07-09,15623200000
2013-07-10,15866280000
2013-07-11,15816720000
2013-07-12,16014960000
2013-07-15,16104639999
2013-07-16,16022040000
2013-07-17,16177800000
2013-07-18,16437400000
2013-07-19,16470440000
2013-07-22,16541240000
2013-07-23,16007880000
2013-07-24,15937080000
2013-07-25,14993080000
2013-07-26,14780680000
2013-07-29,14773600000
2013-07-30,15361240000
2013-07-31,15193679999
2013-08-01,15679840000
2013-08-02,15377760000
2013-08-05,15292800000
2013-08-06,15212559999
2013-08-07,15014320000
2013-08-08,15746156000
2013-08-09,15930000000
2013-08-12,16088120000
2013-08-13,16144760000
2013-08-14,16163639999
2013-08-15,15580720000
2013-08-16,15245599999
2013-08-19,15151200000
2013-08-20,15340000000
2013-08-21,15663320000
2013-08-22,15882800000
2013-08-23,15441480000
2013-08-26,15292800000
2013-08-27,14499840000
2013-08-28,14740560000
2013-08-29,14329920000
2013-08-30,14632000000
2013-09-03,14929360000
2013-09-04,15304599999
2013-09-05,15363599999
2013-09-06,15337639999
2013-09-09,15434400000
2013-09-10,15597240000
2013-09-11,15538240000
2013-09-12,15217280000
2013-09-13,15188960000
2013-09-16,15344720000
2013-09-17,15361240000
2013-09-18,15170080000
2013-09-19,15196040000
2013-09-20,15028480000
2013-09-23,14931720000
2013-09-24,15264480000
2013-09-25,15441480000
2013-09-26,14943520000
2013-09-27,14943520000
2013-09-30,14962400000
2013-10-01,15113440000
2013-10-02,15231440000
2013-10-03,15139400000
2013-10-04,15347080000
2013-10-07,15198400000
2013-10-08,14957680000
2013-10-09,14896320000
2013-10-10,15465080000
2013-10-11,15748280000
2013-10-14,16260164000
2013-10-15,16123519999
2013-10-16,16358340000
2013-10-17,16628559999
2013-10-18,16935360000
2013-10-21,17065160000
2013-10-22,17046280000
2013-10-23,16545960000
2013-10-24,16647440000
2013-10-25,17140679999
2013-10-28,17093480000
2013-10-29,17166639999
2013-10-30,17277560000
2013-10-31,16432679999
2013-11-01,16484599999
2013-11-04,17008519999
2013-11-05,16800840000
2013-11-06,16843320000
2013-11-07,16574752000
2013-11-08,16914120000
2013-11-11,16888160000
2013-11-12,17022679999
2013-11-13,17095840000
2013-11-14,17900600000
2013-11-15,17829800000
2013-11-18,17525360000
2013-11-19,17371960000
2013-11-20,17449840000
2013-11-21,17659880000
2013-11-22,17730680000
2013-11-25,17653980000
2013-11-26,17666960000
2013-11-27,17980840000
2013-11-29,17709440000
2013-12-02,17803840000
2013-12-03,17825080000
2013-12-04,18306520000
2013-12-05,18120080000
2013-12-06,18622760000
2013-12-09,18596800000
2013-12-10,18721880000
2013-12-11,18372600000
2013-12-12,18610960000
2013-12-13,18655800000
2013-12-16,19271760000
2013-12-17,19682400000
2013-12-18,19375600000
2013-12-19,19375600000
2013-12-20,19512480000
2013-12-23,19500680000
2013-12-24,19484160000
2013-12-26,19606880000
2013-12-27,19462700000
2013-12-30,19643650000
2013-12-31,19716500000
2014-01-02,19429800000
2014-01-03,19570800000
2014-01-06,19479150000
2014-01-07,20127750000
2014-01-08,20306350000
2014-01-09,19956200000
2014-01-10,20083100000
2014-01-13,19883350000
2014-01-14,20654150000
2014-01-15,20910300000
2014-01-16,20903250000
2014-01-17,20872700000
2014-01-21,20882100000
2014-01-22,20698800000
2014-01-23,20456750000
2014-01-24,19975000000
2014-01-27,19878650000
2014-01-28,19591950000
2014-01-29,19787000000
2014-01-30,20430900000
2014-01-31,20249950000
2014-02-03,19622500000
