,VZ
2009-04-13,84264060000
2009-04-14,83099250000
2009-04-15,84122010000
2009-04-16,84235650000
2009-04-17,84349290000
2009-04-20,82104900000
2009-04-21,82389000000
2009-04-22,82048080000
2009-04-23,82303770000
2009-04-24,82303770000
2009-04-27,81082140000
2009-04-28,82190130000
2009-04-29,80712810000
2009-04-30,80542350000
2009-05-01,81110550000
2009-05-04,82389000000
2009-05-05,81309420000
2009-05-06,81650340000
2009-05-07,79263900000
2009-05-08,79235490000
2009-05-11,79150260000
2009-05-12,80712810000
2009-05-13,78979800000
2009-05-14,79576410000
2009-05-15,78610470000
2009-05-18,78837750000
2009-05-19,78695700000
2009-05-20,79178670000
2009-05-21,77417250000
2009-05-22,76479720000
2009-05-26,78667290000
2009-05-27,76849050000
2009-05-28,77701350000
2009-05-29,77672940000
2009-06-01,77644530000
2009-06-02,78496830000
2009-06-03,78553650000
2009-06-04,78496830000
2009-06-05,77644530000
2009-06-08,77729760000
2009-06-09,78099090000
2009-06-10,78383190000
2009-06-11,78979800000
2009-06-12,79434360000
2009-06-15,78922980000
2009-06-16,78411600000
2009-06-17,79065030000
2009-06-18,79888920000
2009-06-19,78724110000
2009-06-22,79690050000
2009-06-23,81025320000
2009-06-24,81763980000
2009-06-25,82531050000
2009-06-26,82275360000
2009-06-29,83241300000
2009-06-30,81565110000
2009-07-01,81820800000
2009-07-02,80116200000
2009-07-06,80599170000
2009-07-07,78667290000
2009-07-08,76053570000
2009-07-09,76025160000
2009-07-10,75968340000
2009-07-13,77104740000
2009-07-14,76849050000
2009-07-15,77871810000
2009-07-16,78297960000
2009-07-17,78553650000
2009-07-20,79036620000
2009-07-21,80485530000
2009-07-22,79974150000
2009-07-23,83014020000
2009-07-24,83610630000
2009-07-27,82303770000
2009-07-28,83354940000
2009-07-29,84889080000
2009-07-30,85769790000
2009-07-31,85144770000
2009-08-03,85031130000
2009-08-04,84576570000
2009-08-05,83014020000
2009-08-06,82190130000
2009-08-07,82502640000
2009-08-10,82076490000
2009-08-11,81224190000
2009-08-12,82843560000
2009-08-13,82389000000
2009-08-14,82502640000
2009-08-17,80229840000
2009-08-18,80371890000
2009-08-19,80769630000
2009-08-20,81508290000
2009-08-21,83269710000
2009-08-24,83383350000
2009-08-25,83127660000
2009-08-26,83553810000
2009-08-27,82417410000
2009-08-28,82332180000
2009-08-31,82389000000
2009-09-01,80627580000
2009-09-02,80002560000
2009-09-03,80286660000
2009-09-04,81224190000
2009-09-08,82161720000
2009-09-09,81991260000
2009-09-10,83212890000
2009-09-11,82985610000
2009-09-14,82474230000
2009-09-15,82303770000
2009-09-16,80712810000
2009-09-17,78326370000
2009-09-18,78553650000
2009-09-21,78269550000
2009-09-22,78326370000
2009-09-23,79320720000
2009-09-24,80030970000
2009-09-25,79491180000
2009-09-28,80570760000
2009-09-29,80059380000
2009-09-30,80343480000
2009-10-01,79661640000
2009-10-02,79349130000
2009-10-05,79519590000
2009-10-06,80087790000
2009-10-07,77985450000
2009-10-08,77417250000
2009-10-09,77417250000
2009-10-12,76991100000
2009-10-13,77047920000
2009-10-14,76820640000
2009-10-15,77275200000
2009-10-16,76707000000
2009-10-19,76877460000
2009-10-20,76451310000
2009-10-21,77076330000
2009-10-22,77047920000
2009-10-23,76593360000
2009-10-26,76025160000
2009-10-27,77502480000
2009-10-28,79491180000
2009-10-29,79746870000
2009-10-30,78553650000
2009-11-02,78070680000
2009-11-03,77161560000
2009-11-04,77246790000
2009-11-05,77814990000
2009-11-06,78468420000
2009-11-09,80087790000
2009-11-10,80457120000
2009-11-11,80599170000
2009-11-12,80059380000
2009-11-13,79974150000
2009-11-16,80513940000
2009-11-17,81366240000
2009-11-18,81394650000
2009-11-19,81025320000
2009-11-20,80769630000
2009-11-23,83156070000
2009-11-24,84604980000
2009-11-25,85031130000
2009-11-27,83951550000
2009-11-30,83525400000
2009-12-01,85855020000
2009-12-02,86678910000
2009-12-03,86764140000
2009-12-04,86792550000
2009-12-07,88269870000
2009-12-08,88639200000
2009-12-09,88383510000
2009-12-10,89349450000
2009-12-11,89548320000
2009-12-14,89065350000
2009-12-15,87616440000
2009-12-16,86820960000
2009-12-17,87105060000
2009-12-18,87076650000
2009-12-21,87644850000
2009-12-22,88127820000
2009-12-23,88213050000
2009-12-24,88553970000
2009-12-28,88894890000
2009-12-29,88752840000
2009-12-30,88724430000
2009-12-31,87802560000
2010-01-04,88199600000
2010-01-05,88341400000
2010-01-06,84597880000
2010-01-07,84087400000
2010-01-08,84144120000
2010-01-11,84484440000
2010-01-12,84569520000
2010-01-13,84456080000
2010-01-14,82726120000
2010-01-15,81024520000
2010-01-19,82754480000
2010-01-20,81364840000
2010-01-21,81166320000
2010-01-22,80400600000
2010-01-25,81308120000
2010-01-26,79946840000
2010-01-27,79152760000
2010-01-28,77734760000
2010-01-29,77961640000
2010-02-01,78472120000
2010-02-02,78784080000
2010-02-03,77337720000
2010-02-04,75863000000
2010-02-05,76146600000
2010-02-08,75182360000
2010-02-09,76174960000
2010-02-10,76515280000
2010-02-11,76940680000
2010-02-12,76657080000
2010-02-16,77337720000
2010-02-17,77224280000
2010-02-18,77252640000
2010-02-19,76912320000
2010-02-22,76855600000
2010-02-23,76146600000
2010-02-24,76742160000
2010-02-25,76515280000
2010-02-26,76657080000
2010-03-01,76827240000
2010-03-02,77536240000
2010-03-03,77195920000
2010-03-04,77564600000
2010-03-05,77451160000
2010-03-08,78528840000
2010-03-09,79266200000
2010-03-10,78840800000
2010-03-11,79067680000
2010-03-12,78784080000
2010-03-15,79124400000
2010-03-16,79322920000
2010-03-17,79890120000
2010-03-18,80287160000
2010-03-19,80570760000
2010-03-22,81223040000
2010-03-23,82102200000
2010-03-24,80712560000
2010-03-25,80315520000
2010-03-26,80485680000
2010-03-29,80684200000
2010-03-30,82754480000
2010-03-31,81926460000
2010-04-01,82633210000
2010-04-05,83113800000
2010-04-06,82407050000
2010-04-07,79891020000
2010-04-08,79664860000
2010-04-09,79466970000
2010-04-12,79099460000
2010-04-13,79438700000
2010-04-14,78845030000
2010-04-15,78025200000
2010-04-16,78138280000
2010-04-19,78534060000
2010-04-20,78618870000
2010-04-21,78081740000
2010-04-22,77346720000
2010-04-23,76724780000
2010-04-26,76442080000
2010-04-27,75933220000
2010-04-28,76922670000
2010-04-29,77177100000
2010-04-30,76329000000
2010-05-03,77374990000
2010-05-04,75933220000
2010-05-05,75763600000
2010-05-06,73982590000
2010-05-07,74463180000
2010-05-10,75565710000
2010-05-11,75028580000
2010-05-12,75820140000
2010-05-13,75791870000
2010-05-14,75311280000
2010-05-17,75707060000
2010-05-18,75085120000
2010-05-19,75311280000
2010-05-20,73332380000
2010-05-21,73869510000
2010-05-24,72625630000
2010-05-25,72371200000
2010-05-26,71127320000
2010-05-27,72851790000
2010-05-28,72682170000
2010-06-01,71862340000
2010-06-02,72880060000
2010-06-03,73021410000
2010-06-04,71862340000
2010-06-07,71523100000
2010-06-08,73106220000
2010-06-09,73388920000
2010-06-10,74858960000
2010-06-11,75452630000
2010-06-14,75622250000
2010-06-15,76894400000
2010-06-16,77092290000
2010-06-17,76837860000
2010-06-18,76950940000
2010-06-21,76753050000
2010-06-22,76753050000
2010-06-23,77488070000
2010-06-24,76498620000
2010-06-25,75424360000
2010-06-28,75848410000
2010-06-29,75593980000
2010-06-30,74063220000
2010-07-01,74346120000
2010-07-02,75845490000
2010-07-06,75279690000
2010-07-07,75025080000
2010-07-08,75760620000
2010-07-09,75392850000
2010-07-12,74940210000
2010-07-13,76071810000
2010-07-14,75930360000
2010-07-15,75817200000
2010-07-16,75506010000
2010-07-19,75590880000
2010-07-20,75449430000
2010-07-21,75025080000
2010-07-22,76383000000
2010-07-23,79268580000
2010-07-26,80004120000
2010-07-27,80881110000
2010-07-28,81786390000
2010-07-29,81701520000
2010-07-30,82210740000
2010-08-02,83625240000
2010-08-03,83568660000
2010-08-04,83172600000
2010-08-05,83596950000
2010-08-06,83596950000
2010-08-09,84473940000
2010-08-10,84926580000
2010-08-11,83625240000
2010-08-12,85775280000
2010-08-13,84954870000
2010-08-16,84756840000
2010-08-17,85350930000
2010-08-18,85294350000
2010-08-19,83794980000
2010-08-20,83087730000
2010-08-23,83200890000
2010-08-24,83370630000
2010-08-25,83908140000
2010-08-26,83455500000
2010-08-27,84417360000
2010-08-30,83285760000
2010-08-31,83540370000
2010-09-01,85605540000
2010-09-02,85181190000
2010-09-03,85435800000
2010-09-07,85492380000
2010-09-08,86171340000
2010-09-09,87246360000
2010-09-10,87189780000
2010-09-13,87416100000
2010-09-14,87444390000
2010-09-15,88236510000
2010-09-16,88887180000
2010-09-17,89622720000
2010-09-20,90782610000
2010-09-21,91433280000
2010-09-22,91631310000
2010-09-23,91008930000
2010-09-24,92338560000
2010-09-27,92960940000
2010-09-28,92564880000
2010-09-29,92395139999
2010-09-30,92197110000
2010-10-01,93045810000
2010-10-04,93441870000
2010-10-05,94969530000
2010-10-06,94375440000
2010-10-07,93158970000
2010-10-08,92876070000
2010-10-11,93441870000
2010-10-12,92055660000
2010-10-13,91122090000
2010-10-14,91772760000
2010-10-15,91744470000
2010-10-18,92197110000
2010-10-19,90980639999
2010-10-20,92338560000
2010-10-21,91999080000
2010-10-22,90782610000
2010-10-25,91518150000
2010-10-26,91942500000
2010-10-27,91970790000
2010-10-28,91687889999
2010-10-29,91885919999
2010-11-01,91659600000
2010-11-02,92791199999
2010-11-03,93328710000
2010-11-04,94828080000
2010-11-05,94573470000
2010-11-08,93837930000
2010-11-09,93385290000
2010-11-10,92932650000
2010-11-11,92310270000
2010-11-12,92112240000
2010-11-15,92706330000
2010-11-16,91065510000
2010-11-17,91489860000
2010-11-18,92366850000
2010-11-19,92197110000
2010-11-22,91942500000
2010-11-23,91631310000
2010-11-24,91518150000
2010-11-26,91291830000
2010-11-29,90245100000
2010-11-30,90556290000
2010-12-01,91518150000
2010-12-02,92621460000
2010-12-03,93074100000
2010-12-06,93045810000
2010-12-07,93215550000
2010-12-08,93300419999
2010-12-09,94941240000
2010-12-10,96299160000
2010-12-13,96497190000
2010-12-14,98081430000
2010-12-15,97968270000
2010-12-16,98336040000
2010-12-17,97996560000
2010-12-20,98279460000
2010-12-21,98845260000
2010-12-22,99524220000
2010-12-23,100259760000
2010-12-27,100429500000
2010-12-28,100768980000
2010-12-29,100655820000
2010-12-30,100599240000
2010-12-31,101257400000
2011-01-03,103096900000
2011-01-04,105162799999
2011-01-05,106606100000
2011-01-06,102530899999
2011-01-07,101681900000
2011-01-10,101653600000
2011-01-11,100068800000
2011-01-12,100380100000
2011-01-13,101313999999
2011-01-14,100351800000
2011-01-18,97238800000
2011-01-19,97918000000
2011-01-20,97946300000
2011-01-21,98908500000
2011-01-24,99729200000
2011-01-25,101285700000
2011-01-26,103012000000
2011-01-27,103266700000
2011-01-28,100832900000
2011-01-31,100804600000
2011-02-01,102644100000
2011-02-02,102332799999
2011-02-03,102955400000
2011-02-04,102757300000
2011-02-07,101936600000
2011-02-08,102842200000
2011-02-09,103804400000
2011-02-10,103068600000
2011-02-11,102983700000
2011-02-14,101597000000
2011-02-15,103181800000
2011-02-16,102361100000
2011-02-17,102927100000
2011-02-18,103634600000
2011-02-22,101880000000
2011-02-23,101342300000
2011-02-24,100691400000
2011-02-25,101795100000
2011-02-28,104483600000
2011-03-01,101936600000
2011-03-02,102842200000
2011-03-03,102898800000
2011-03-04,102106400000
2011-03-07,101908300000
2011-03-08,103238399999
2011-03-09,103719500000
2011-03-10,103012000000
2011-03-11,101455500000
2011-03-14,99559400000
2011-03-15,98682100000
2011-03-16,97068999999
2011-03-17,99983900000
2011-03-18,101427200000
2011-03-21,103181800000
2011-03-22,104568500000
2011-03-23,104653399999
2011-03-24,105219400000
2011-03-25,105530700000
2011-03-28,106832500000
2011-03-29,108360700000
2011-03-30,108841800000
2011-03-31,109145280000
2011-04-01,108947040000
2011-04-04,109343520000
2011-04-05,108692160000
2011-04-06,107191200000
2011-04-07,106936320000
2011-04-08,106823040000
2011-04-11,107191200000
2011-04-12,106596480000
2011-04-13,106738080000
2011-04-14,106794720000
2011-04-15,107191200000
2011-04-18,105661920000
2011-04-19,105463680000
2011-04-20,107021280000
2011-04-21,104529119999
2011-04-25,104755680000
2011-04-26,106568160000
2011-04-27,108324000000
2011-04-28,108380640000
2011-04-29,106992960000
2011-05-02,106369920000
2011-05-03,107049599999
2011-05-04,106681440000
2011-05-05,105123840000
2011-05-06,105576960000
2011-05-09,105463680000
2011-05-10,106398240000
2011-05-11,105520320000
2011-05-12,106001760000
2011-05-13,105520320000
2011-05-16,104699040000
2011-05-17,105095520000
2011-05-18,105038880000
2011-05-19,105690240000
2011-05-20,105208800000
2011-05-23,104359200000
2011-05-24,104500800000
2011-05-25,103084800000
2011-05-26,103679520000
2011-05-27,103849440000
2011-05-31,104585760000
2011-06-01,102716640000
2011-06-02,102433440000
2011-06-03,100904160000
2011-06-06,99714720000
2011-06-07,100196160000
2011-06-08,101668800000
2011-06-09,101017440000
2011-06-10,99658080000
2011-06-13,100904160000
2011-06-14,100762560000
2011-06-15,99459840000
2011-06-16,99799680000
2011-06-17,100564320000
2011-06-20,100960800000
2011-06-21,101923680000
2011-06-22,101782080000
2011-06-23,102093599999
2011-06-24,101952000000
2011-06-27,103084800000
2011-06-28,103566240000
2011-06-29,103991040000
2011-06-30,105509819999
2011-07-01,107125199999
2011-07-05,107181880000
2011-07-06,106388360000
2011-07-07,106048280000
2011-07-08,106218319999
2011-07-11,105198080000
2011-07-12,105113060000
2011-07-13,104687960000
2011-07-14,104517920000
2011-07-15,104347880000
2011-07-18,104036140000
2011-07-19,104772980000
2011-07-20,105793220000
2011-07-21,106473380000
2011-07-22,104121160000
2011-07-25,102647480000
2011-07-26,102817520000
2011-07-27,102619140000
2011-07-28,101060439999
2011-07-29,100011860000
2011-08-01,101655580000
2011-08-02,100578660000
2011-08-03,101938980000
2011-08-04,98963280000
2011-08-05,99331699999
2011-08-08,93862080000
2011-08-09,97177860000
2011-08-10,95392439999
2011-08-11,98113080000
2011-08-12,97206199999
2011-08-15,99331699999
2011-08-16,98849920000
2011-08-17,100918740000
2011-08-18,99388380000
2011-08-19,98368140000
2011-08-22,98679880000
2011-08-23,101910640000
2011-08-24,103355980000
2011-08-25,101372180000
2011-08-26,101343840000
2011-08-29,102420760000
2011-08-30,102902540000
2011-08-31,102477439999
2011-09-01,101683920000
2011-09-02,100777040000
2011-09-06,99813480000
2011-09-07,100947080000
2011-09-08,100266920000
2011-09-09,99870160000
2011-09-12,99898500000
2011-09-13,100607000000
2011-09-14,100890400000
2011-09-15,102562460000
2011-09-16,104064480000
2011-09-19,102817520000
2011-09-20,103185939999
2011-09-21,101570560000
2011-09-22,100862060000
2011-09-23,101683920000
2011-09-26,103044240000
2011-09-27,104546260000
2011-09-28,104404560000
2011-09-29,105283100000
2011-09-30,104327999999
2011-10-03,103023900000
2011-10-04,103194000000
2011-10-05,101407950000
2011-10-06,101804849999
2011-10-07,102513599999
2011-10-10,104611500000
2011-10-11,103477500000
2011-10-12,103959450000
2011-10-13,104951700000
2011-10-14,105830550000
2011-10-17,104724900000
2011-10-18,105575400000
2011-10-19,105036749999
2011-10-20,105178500000
2011-10-21,106085700000
2011-10-24,104696550000
2011-10-25,102598650000
2011-10-26,104356350000
2011-10-27,106766099999
2011-10-28,106681050000
2011-10-31,104838299999
2011-11-01,103392450000
2011-11-02,104327999999
2011-11-03,106170750000
2011-11-04,105376950000
2011-11-07,105858900000
2011-11-08,106369200000
2011-11-09,104583150000
2011-11-10,105830550000
2011-11-11,106369200000
2011-11-14,104895000000
2011-11-15,105575400000
2011-11-16,103902750000
2011-11-17,104044500000
2011-11-18,103364100000
2011-11-21,102258450000
2011-11-22,102598650000
2011-11-23,100217250000
2011-11-25,100217250000
2011-11-28,102768750000
2011-11-29,103846050000
2011-11-30,106964549999
2011-12-01,107077950000
2011-12-02,107304750000
2011-12-05,107871749999
2011-12-06,108637200000
2011-12-07,108608850000
2011-12-08,107191350000
2011-12-09,108949050000
2011-12-12,108722250000
2011-12-13,108467100000
2011-12-14,108467100000
2011-12-15,108920700000
2011-12-16,109941300000
2011-12-19,109516050000
2011-12-20,111160350000
2011-12-21,111217049999
2011-12-22,111387150000
2011-12-23,113343299999
2011-12-27,113371650000
2011-12-28,112719600000
2011-12-29,113541749999
2011-12-30,113740200000
2012-01-03,112912659999
2012-01-04,111434820000
2012-01-05,110667480000
2012-01-06,108933860000
2012-01-09,109047540000
2012-01-10,109615940000
2012-01-11,110553800000
2012-01-12,110610640000
2012-01-13,110610640000
2012-01-17,110894840000
2012-01-18,110866420000
2012-01-19,110838000000
2012-01-20,110752740000
2012-01-23,109132800000
2012-01-24,107399180000
2012-01-25,107114980000
2012-01-26,106120280000
2012-01-27,105750820000
2012-01-30,106887620000
2012-01-31,107029719999
2012-02-01,107427599999
2012-02-02,106745520000
2012-02-03,107541280000
2012-02-06,108393880000
2012-02-07,107768640000
2012-02-08,107768640000
2012-02-09,107768640000
2012-02-10,107114980000
2012-02-13,108365460000
2012-02-14,108109680000
2012-02-15,107512860000
2012-02-16,108138099999
2012-02-17,109303320000
2012-02-21,109388580000
2012-02-22,108592820000
2012-02-23,108365460000
2012-02-24,108393880000
2012-02-27,108365460000
2012-02-28,108422300000
2012-02-29,108308620000
2012-03-01,109218060000
2012-03-02,109900140000
2012-03-05,110838000000
2012-03-06,109956980000
2012-03-07,110468540000
2012-03-08,111463240000
2012-03-09,111122200000
2012-03-12,111747440000
2012-03-13,112202159999
2012-03-14,112173740000
2012-03-15,112372680000
2012-03-16,112457940000
2012-03-19,112685300000
2012-03-20,112628460000
2012-03-21,113054760000
2012-03-22,112713719999
2012-03-23,112031640000
2012-03-26,111775860000
2012-03-27,109871719999
2012-03-28,108734920000
2012-03-29,108194940000
2012-03-30,108649659999
2012-04-02,109743480000
2012-04-03,109572540000
2012-04-04,109373110000
2012-04-05,107293339999
2012-04-09,106723540000
2012-04-10,104843199999
2012-04-11,106495620000
2012-04-12,106979949999
2012-04-13,106153740000
2012-04-16,106638070000
2012-04-17,107521260000
2012-04-18,107293339999
2012-04-19,108689350000
2012-04-20,110341769999
2012-04-23,109885930000
2012-04-24,112535500000
2012-04-25,112478519999
2012-04-26,114358860000
2012-04-27,114615269999
2012-04-30,115042620000
2012-05-01,115555440000
2012-05-02,115669400000
2012-05-03,115783360000
2012-05-04,114700740000
2012-05-07,115469970000
2012-05-08,115526949999
2012-05-09,114672250000
2012-05-10,115526949999
2012-05-11,117264839999
2012-05-14,116495610000
2012-05-15,116951449999
2012-05-16,116467120000
2012-05-17,117863130000
2012-05-18,118318970000
2012-05-21,117777660000
2012-05-22,117920110000
2012-05-23,117606720000
2012-05-24,117920110000
2012-05-25,118091050000
2012-05-29,118945750000
2012-05-30,118005580000
2012-05-31,118632360000
2012-06-01,116894470000
2012-06-04,117777660000
2012-06-05,117378800000
2012-06-06,119002730000
2012-06-07,118632360000
2012-06-08,120911560000
2012-06-11,121253440000
2012-06-12,122336060000
2012-06-13,122478510000
2012-06-14,124643750000
2012-06-15,124073949999
2012-06-18,124843180000
2012-06-19,124586769999
2012-06-20,123361699999
2012-06-21,123447170000
2012-06-22,125213550000
2012-06-25,124358850000
2012-06-26,124900160000
2012-06-27,124729220000
2012-06-28,125270530000
2012-06-29,126609560000
2012-07-02,128365010000
2012-07-03,128422150000
2012-07-05,128250730000
2012-07-06,126907940000
2012-07-09,127822180000
2012-07-10,127707900000
2012-07-11,128279300000
2012-07-12,127622190000
2012-07-13,129164970000
2012-07-16,129336390000
2012-07-17,130450619999
2012-07-18,131107730000
2012-07-19,127250780000
2012-07-20,127107930000
2012-07-23,126707950000
2012-07-24,125050890000
2012-07-25,124908040000
2012-07-26,127022220000
2012-07-27,128279300000
2012-07-30,128422150000
2012-07-31,128964980000
2012-08-01,129164970000
2012-08-02,127479340000
2012-08-03,127022220000
2012-08-06,127679330000
2012-08-07,127050790000
2012-08-08,126222260000
2012-08-09,126679380000
2012-08-10,127422200000
2012-08-13,126479390000
2012-08-14,126650810000
2012-08-15,126250830000
2012-08-16,126050840000
2012-08-17,125879420000
2012-08-20,124850900000
2012-08-21,122536730000
2012-08-22,121765340000
2012-08-23,120708250000
2012-08-24,123336690000
2012-08-27,122165320000
2012-08-28,121908190000
2012-08-29,123108130000
2012-08-30,122193890000
2012-08-31,122679580000
2012-09-04,124850900000
2012-09-05,125136599999
2012-09-06,126136550000
2012-09-07,124908040000
2012-09-10,125879420000
2012-09-11,126393680000
2012-09-12,128250730000
2012-09-13,130222060000
2012-09-14,127222210000
2012-09-17,127365060000
2012-09-18,128307869999
2012-09-19,129336390000
2012-09-20,129964930000
2012-09-21,130393480000
2012-09-24,130507760000
2012-09-25,130336340000
2012-09-26,130250630000
2012-09-27,130736320000
2012-09-28,130193490000
2012-10-01,131065202256
2012-10-02,131208255304
2012-10-03,132409900904
2012-10-04,135213740638
2012-10-05,134612917838
2012-10-08,133239608581
2012-10-09,131923520542
2012-10-10,130979370428
2012-10-11,129319955075
2012-10-12,127660539722
2012-10-15,127317212408
2012-10-16,126115566808
2012-10-17,127946645818
2012-10-18,130979370428
2012-10-19,129205512637
2012-10-22,128089698865
2012-10-23,126086956198
2012-10-24,126544725951
2012-10-25,126601947170
2012-10-26,127975256427
2012-10-31,127717760941
2012-11-01,129148291418
2012-11-02,127374433627
2012-11-05,126458894122
2012-11-06,126745000217
2012-11-07,123569222560
2012-11-08,121909807207
2012-11-09,121995639035
2012-11-12,121766754159
2012-11-13,121709532940
2012-11-14,120851214654
2012-11-15,119306241740
2012-11-16,118447923454
2012-11-19,122482019397
2012-11-20,122510630007
2012-11-21,123483390731
2012-11-23,125200027303
2012-11-26,123883939264
2012-11-27,122968399759
2012-11-28,124627815112
2012-11-29,125915292541
2012-11-30,126230009246
2012-12-03,126172788027
2012-12-04,124942531817
2012-12-05,126172788027
2012-12-06,127174159360
2012-12-07,127059716922
2012-12-10,125972513760
2012-12-11,127145548751
2012-12-12,128146920084
2012-12-13,127374433627
2012-12-14,126487504732
2012-12-17,126230009246
2012-12-18,125514744008
2012-12-19,124112824141
2012-12-20,125343080350
2012-12-21,124656425722
2012-12-24,124570593893
2012-12-26,124313098407
2012-12-27,124398930236
2012-12-28,122739514883
2012-12-31,124011820000
2013-01-02,126877820000
2013-01-03,126275960000
2013-01-04,126963799999
2013-01-07,128081540000
2013-01-08,123524600000
2013-01-09,123238000000
2013-01-10,124928940000
2013-01-11,124097799999
2013-01-14,122062940000
2013-01-15,120286020000
2013-01-16,118967660000
2013-01-17,120744580000
2013-01-18,121919640000
2013-01-22,123066040000
2013-01-23,122636140000
2013-01-24,122062940000
2013-01-25,122292220000
2013-01-28,122578820000
2013-01-29,124671000000
2013-01-30,124986260000
2013-01-31,124986260000
2013-02-01,127708960000
2013-02-04,127594320000
2013-02-05,127708960000
2013-02-06,128253500000
2013-02-07,127422360000
2013-02-08,127107100000
2013-02-11,127021120000
2013-02-12,127365040000
2013-02-13,127594320000
2013-02-14,127049780000
2013-02-15,127250400000
2013-02-19,127537000000
2013-02-20,128740720000
2013-02-21,129313920000
2013-02-22,130116400000
2013-02-25,131033520000
2013-02-26,132179920000
2013-02-27,132839100000
2013-02-28,133354980000
2013-03-01,133899520000
2013-03-04,135017260000
2013-03-05,136679540000
2013-03-06,135504480000
2013-03-07,136077679999
2013-03-08,137453360000
2013-03-11,137023460000
2013-03-12,138599760000
2013-03-13,137396040000
2013-03-14,138943680000
2013-03-15,137625320000
2013-03-18,139717500000
2013-03-19,140290700000
2013-03-20,139287600000
2013-03-21,139860800000
2013-03-22,140491320000
2013-03-25,140892560000
2013-03-26,141809680000
2013-03-27,140262040000
2013-03-28,140863900000
2013-04-01,141015300000
2013-04-02,141817500000
2013-04-03,140356350000
2013-04-04,141244500000
2013-04-05,141989400000
2013-04-08,141616950000
2013-04-09,141416400000
2013-04-10,142848900000
2013-04-11,144711150000
2013-04-12,145713900000
2013-04-15,145083600000
2013-04-16,144567900000
2013-04-17,141932100000
2013-04-18,145857150000
2013-04-19,149696250000
2013-04-22,149524350000
2013-04-23,149896800000
2013-04-24,148407000000
2013-04-25,152475300000
2013-04-26,153649950000
2013-04-29,153162900000
2013-04-30,154452150000
2013-05-01,150126000000
2013-05-02,150498450000
2013-05-03,150928200000
2013-05-06,149123250000
2013-05-07,151615800000
2013-05-08,152160150000
2013-05-09,151014150000
2013-05-10,151529850000
2013-05-13,150555750000
2013-05-14,152332050000
2013-05-15,153564000000
2013-05-16,152418000000
2013-05-17,152847750000
2013-05-20,151100100000
2013-05-21,149180550000
2013-05-22,147461550000
2013-05-23,148664850000
2013-05-24,147232350000
2013-05-28,145599300000
2013-05-29,142018050000
2013-05-30,140614200000
2013-05-31,138895200000
2013-06-03,139410900000
2013-06-04,139926600000
2013-06-05,138379500000
2013-06-06,143164050000
2013-06-07,143937600000
2013-06-10,144768450000
2013-06-11,143765700000
2013-06-12,142963500000
2013-06-13,145083600000
2013-06-14,146315550000
2013-06-17,145284150000
2013-06-18,147690750000
2013-06-19,143393250000
2013-06-20,140270400000
2013-06-21,141874800000
2013-06-24,140728800000
2013-06-25,144510600000
2013-06-26,145140900000
2013-06-27,146115000000
2013-06-28,144224100000
2013-07-01,144331760000
2013-07-02,145105580000
2013-07-03,146194660000
2013-07-05,147025800000
2013-07-08,146653220000
2013-07-09,146051360000
2013-07-10,144847640000
2013-07-11,146767860000
2013-07-12,144475060000
2013-07-15,143185360000
2013-07-16,144102480000
2013-07-17,145420840000
2013-07-18,143214020000
2013-07-19,143156700000
2013-07-22,144073820000
2013-07-23,144331760000
2013-07-24,144389080000
2013-07-25,145334860000
2013-07-26,146223320000
2013-07-29,147570340000
2013-07-30,144503720000
2013-07-31,141809680000
2013-08-01,143328660000
2013-08-02,144016500000
2013-08-05,143901860000
2013-08-06,143557940000
2013-08-07,143099380000
2013-08-08,142210920000
2013-08-09,141351120000
2013-08-12,142296900000
2013-08-13,140863900000
2013-08-14,140118740000
2013-08-15,139115640000
2013-08-16,136736860000
2013-08-19,136135000000
2013-08-20,137310059999
2013-08-21,135475820000
2013-08-22,134759320000
2013-08-23,136450260000
2013-08-26,134530040000
2013-08-27,134558700000
2013-08-28,133440960000
2013-08-29,137052120000
2013-08-30,135791080000
2013-09-03,131864660000
2013-09-04,134071480000
2013-09-05,133670240000
2013-09-06,132810440000
2013-09-09,131578059999
2013-09-10,133183020000
2013-09-11,133326320000
2013-09-12,135705100000
2013-09-13,136880160000
2013-09-16,138427800000
2013-09-17,139201620000
2013-09-18,139631520000
2013-09-19,139029660000
2013-09-20,136937480000
2013-09-23,137510680000
2013-09-24,135475820000
2013-09-25,134558700000
2013-09-26,136622220000
2013-09-27,134702000000
2013-09-30,133831560000
2013-10-01,134720330000
2013-10-02,134146930000
2013-10-03,134777670000
2013-10-04,135035700000
2013-10-07,135580430000
2013-10-08,132025349999
2013-10-09,132455400000
2013-10-10,134347620000
2013-10-11,135007030000
2013-10-14,134204270000
2013-10-15,132799440000
2013-10-16,135465750000
2013-10-17,140196300000
2013-10-18,143378670000
2013-10-21,145012860000
2013-10-22,146618380000
2013-10-23,145700940000
2013-10-24,144554140000
2013-10-25,145385570000
2013-10-28,144984190000
2013-10-29,146475030000
2013-10-30,144869510000
2013-10-31,144812170000
2013-11-01,144754830000
2013-11-04,146446360000
2013-11-05,143636700000
2013-11-06,145098870000
2013-11-07,143837390000
2013-11-08,143923400000
2013-11-11,143235320000
2013-11-12,143808720000
2013-11-13,143321330000
2013-11-14,144124090000
2013-11-15,144238770000
2013-11-18,145528920000
2013-11-19,145586260000
2013-11-20,144496800000
2013-11-21,144439460000
2013-11-22,143980740000
2013-11-25,143378670000
