,PLD
2009-04-13,2714547039
2009-04-14,2421003944
2009-04-15,2721812957
2009-04-16,2749423446
2009-04-17,2697108835
2009-04-20,2329453374
2009-04-21,2586666879
2009-04-22,2503835411
2009-04-23,2540165002
2009-04-24,2702921570
2009-04-27,2551790471
2009-04-28,2617183735
2009-04-29,2716000223
2009-04-30,2774127568
2009-05-01,2604105082
2009-05-04,2865678138
2009-05-05,2746517079
2009-05-06,2867131321
2009-05-07,2573588226
2009-05-08,2843880383
2009-05-11,2697108835
2009-05-12,2666591979
2009-05-13,2397753006
2009-05-14,2543071370
2009-05-15,2371595700
2009-05-18,2657872877
2009-05-19,2609917817
2009-05-20,2575041410
2009-05-21,2567775491
2009-05-22,2457333535
2009-05-26,2548884104
2009-05-27,2447161249
2009-05-28,2553243655
2009-05-29,2593932797
2009-06-01,2787206221
2009-06-02,2807550792
2009-06-03,2782846670
2009-06-04,2929618218
2009-06-05,2936884136
2009-06-08,2957228707
2009-06-09,2910726830
2009-06-10,2778487119
2009-06-11,2740704345
2009-06-12,2848239934
2009-06-15,2650606959
2009-06-16,2611371001
2009-06-17,2580854144
2009-06-18,2657872877
2009-06-19,2711640672
2009-06-22,2473318555
2009-06-23,2486397208
2009-06-24,2537258635
2009-06-25,2593932797
2009-06-26,2675311081
2009-06-29,2710187488
2009-06-30,2733695860
2009-07-01,2719162655
2009-07-02,2549124157
2009-07-06,2639230028
2009-07-07,2514244465
2009-07-08,2477911452
2009-07-09,2438671799
2009-07-10,2413965350
2009-07-13,2554937438
2009-07-14,2547670836
2009-07-15,2576737246
2009-07-16,2621790182
2009-07-17,2527324349
2009-07-20,2642136669
2009-07-21,2576737246
2009-07-22,2589817131
2009-07-23,2701722809
2009-07-24,2770028873
2009-07-27,2836881616
2009-07-28,2742415783
2009-07-29,2697362848
2009-07-30,2820895090
2009-07-31,2879027910
2009-08-03,2972040422
2009-08-04,3131905677
2009-08-05,3293224253
2009-08-06,3332463906
2009-08-07,3455996149
2009-08-10,3348450432
2009-08-11,3118825793
2009-08-12,3162425408
2009-08-13,3213291625
2009-08-14,3227824830
2009-08-17,3014186717
2009-08-18,3117372472
2009-08-19,3065052934
2009-08-20,3187131856
2009-08-21,3303397496
2009-08-24,3290317612
2009-08-25,3326650624
2009-08-26,3341183829
2009-08-27,3383330124
2009-08-28,3403676611
2009-08-31,3317930701
2009-09-01,3086852742
2009-09-02,2998200191
2009-09-03,3006920114
2009-09-04,3028719922
2009-09-08,3140625600
2009-09-09,3252531279
2009-09-10,3312117419
2009-09-11,3236544753
2009-09-14,3354263713
2009-09-15,3429836380
2009-09-16,3636207891
2009-09-17,3560635225
2009-09-18,3611501442
2009-09-21,3533022135
2009-09-22,3647834455
2009-09-23,3496689123
2009-09-24,3291770932
2009-09-25,3278691048
2009-09-28,3429836380
2009-09-29,3364436957
2009-09-30,2980278875
2009-10-01,2755621688
2009-10-02,2754323091
2009-10-05,2814058528
2009-10-06,2793280985
2009-10-07,2799773967
2009-10-08,2868599580
2009-10-09,2881585544
2009-10-12,2951709753
2009-10-13,2916647649
2009-10-14,3024431155
2009-10-15,2969890104
2009-10-16,2934827999
2009-10-19,2994563436
2009-10-20,2910154666
2009-10-21,2875092562
2009-10-22,3084166592
2009-10-23,3012743787
2009-10-26,3037417119
2009-10-27,2993264840
2009-10-28,2786788003
2009-10-29,2908856070
2009-10-30,2854315019
2009-11-02,2840030458
2009-11-03,2911453263
2009-11-04,2810162739
2009-11-05,2889377123
2009-11-06,2842627650
2009-11-09,3056896066
2009-11-10,3076375013
2009-11-11,3195845888
2009-11-12,3124423082
2009-11-13,3185457116
2009-11-16,3273761675
2009-11-17,3233505185
2009-11-18,3286747640
2009-11-19,3133513257
2009-11-20,3121825889
2009-11-23,3133513257
2009-11-24,3056896066
2009-11-25,3051701681
2009-11-27,2949112560
2009-11-30,3058194663
2009-12-01,3071180627
2009-12-02,3146499222
2009-12-03,3158186590
2009-12-04,3251685535
2009-12-07,3207533256
2009-12-08,3175068344
2009-12-09,3141304836
2009-12-10,3123124486
2009-12-11,3223116413
2009-12-14,3304927990
2009-12-15,3291942026
2009-12-16,3360767638
2009-12-17,3297136411
2009-12-18,3295837815
2009-12-21,3295837815
2009-12-22,3337392902
2009-12-23,3376350796
2009-12-24,3477641319
2009-12-28,3494523073
2009-12-29,3406218514
2009-12-30,3380246585
2009-12-31,3798416274
2010-01-04,3771656394
2010-01-05,3826662814
2010-01-06,3792469634
2010-01-07,3823689494
2010-01-08,3813282874
2010-01-11,3817742854
2010-01-12,3733003234
2010-01-13,3834096114
2010-01-14,3819229514
2010-01-15,3801389594
2010-01-19,3875722593
2010-01-20,3785036334
2010-01-21,3605150475
2010-01-22,3520410856
2010-01-25,3523384176
2010-01-26,3605150475
2010-01-27,3664616875
2010-01-28,3570957295
2010-01-29,3567983976
2010-02-01,3655696915
2010-02-02,3670563515
2010-02-03,3547170736
2010-02-04,3389584777
2010-02-05,3441617876
2010-02-08,3347958297
2010-02-09,3343498317
2010-02-10,3333091697
2010-02-11,3291465217
2010-02-12,3364311557
2010-02-16,3463917776
2010-02-17,3487704336
2010-02-18,3554604036
2010-02-19,3532304136
2010-02-22,3563523996
2010-02-23,3520410856
2010-02-24,3556090696
2010-02-25,3609610455
2010-02-26,3618530415
2010-03-01,3636370335
2010-03-02,3663130215
2010-03-03,3634883675
2010-03-04,3649750275
2010-03-05,3777603034
2010-03-08,3837069434
2010-03-09,3866802633
2010-03-10,3954515573
2010-03-11,4002088693
2010-03-12,4054121792
2010-03-15,4068988392
2010-03-16,4159674652
2010-03-17,4248874251
2010-03-18,4251847571
2010-03-19,4171567931
2010-03-22,4176027911
2010-03-23,4232520991
2010-03-24,4278607451
2010-03-25,4294960711
2010-03-26,4290500731
2010-03-29,4236980971
2010-03-30,4128454792
2010-03-31,4489174309
2010-04-01,4489174309
2010-04-05,4573222727
2010-04-06,4719895456
2010-04-07,4536966547
2010-04-08,4536966547
2010-04-09,4597942850
2010-04-12,4578166751
2010-04-13,4660567161
2010-04-14,4673751226
2010-04-15,4518838456
2010-04-16,4426549998
2010-04-19,4477638252
2010-04-20,4569926710
2010-04-21,4564982686
2010-04-22,4594646833
2010-04-23,4665511185
2010-04-26,4673751226
2010-04-27,4538614555
2010-04-28,4589702809
2010-04-29,4761095660
2010-04-30,4591350817
2010-05-03,4759447652
2010-05-04,4619366956
2010-05-05,4604534882
2010-05-06,4380405769
2010-05-07,4197476859
2010-05-10,4543558579
2010-05-11,4553446628
2010-05-12,4759447652
2010-05-13,4665511185
2010-05-14,4385349793
2010-05-17,4373813736
2010-05-18,4317781457
2010-05-19,4321077474
2010-05-20,4096948360
2010-05-21,4213956941
2010-05-24,4042564090
2010-05-25,4035972057
2010-05-26,4063988196
2010-05-27,4307893408
2010-05-28,4273285236
2010-06-01,4138148565
2010-06-02,4227141007
2010-06-03,4215604950
2010-06-04,3979939778
2010-06-07,3965107705
2010-06-08,4073876245
2010-06-09,4148036614
2010-06-10,4358981662
2010-06-11,4419957965
2010-06-14,4467750203
2010-06-15,4563334678
2010-06-16,4467750203
2010-06-17,4439734063
2010-06-18,4400181867
2010-06-21,4372165728
2010-06-22,4169460720
2010-06-23,4185940802
2010-06-24,4077172262
2010-06-25,4190884827
2010-06-28,4133204540
2010-06-29,3988179819
2010-06-30,3959498846
2010-07-01,3909399746
2010-07-02,3799181727
2010-07-06,3714013257
2010-07-07,3961168816
2010-07-08,4069716865
2010-07-09,4101446295
2010-07-12,4123155905
2010-07-13,4225024074
2010-07-14,4153215365
2010-07-15,4068046895
2010-07-16,3840930977
2010-07-19,3974528576
2010-07-20,4014607855
2010-07-21,3757432477
2010-07-22,3832581127
2010-07-23,3907729776
2010-07-26,4094766415
2010-07-27,4123155905
2010-07-28,4104786235
2010-07-29,4044667315
2010-07-30,4168245095
2010-08-02,4351941793
2010-08-03,4295162814
2010-08-04,4335242094
2010-08-05,4311862514
2010-08-06,4280133084
2010-08-09,4361961613
2010-08-10,4275123174
2010-08-11,4086416565
2010-08-12,3999578126
2010-08-13,4039657405
2010-08-16,4044667315
2010-08-17,4123155905
2010-08-18,4136515665
2010-08-19,3981208456
2010-08-20,3994568216
2010-08-23,3929439386
2010-08-24,3902719866
2010-08-25,4011267915
2010-08-26,3926099446
2010-08-27,3987888336
2010-08-30,3946139086
2010-08-31,3972858606
2010-09-01,4091426475
2010-09-02,4199974524
2010-09-03,4301842694
2010-09-07,4184944794
2010-09-08,4218344194
2010-09-09,4183274824
2010-09-10,4241723774
2010-09-13,4335242094
2010-09-14,4345261913
2010-09-15,4395361013
2010-09-16,4360291643
2010-09-17,4291822874
2010-09-20,4428760413
2010-09-21,4303512664
2010-09-22,4251743594
2010-09-23,4174924975
2010-09-24,4318542394
2010-09-27,4251743594
2010-09-28,4355281733
2010-09-29,4382001253
2010-09-30,4287822333
2010-10-01,4308880773
2010-10-04,4375295852
2010-10-05,4389874772
2010-10-06,4308880773
2010-10-07,4344518133
2010-10-08,4320219933
2010-10-11,4365576573
2010-10-12,4333178973
2010-10-13,4406073572
2010-10-14,4357477173
2010-10-15,4362336813
2010-10-18,4375295852
2010-10-19,4289442213
2010-10-20,4506506132
2010-10-21,4504886252
2010-10-22,4514605532
2010-10-25,4524324812
2010-10-26,4449810332
2010-10-27,4461149492
2010-10-28,4487067572
2010-10-29,4566441691
2010-11-01,4619897731
2010-11-02,4627997131
2010-11-03,4655535091
2010-11-04,4835341770
2010-11-05,4883938169
2010-11-08,4937394209
2010-11-09,4739768850
2010-11-10,4845061050
2010-11-11,4840201410
2010-11-12,4725189930
2010-11-15,4692792331
2010-11-16,4498406732
2010-11-17,4593979651
2010-11-18,4644195931
2010-11-19,4739768850
2010-11-22,4721950170
2010-11-23,4687932691
2010-11-24,4820762850
2010-11-26,4820762850
2010-11-29,4775406210
2010-11-30,4728429690
2010-12-01,4801324290
2010-12-02,4939014089
2010-12-03,4982750849
2010-12-06,5073464128
2010-12-07,5104241848
2010-12-08,5057265328
2010-12-09,5086423168
2010-12-10,5144738848
2010-12-13,5154458128
2010-12-14,5018388209
2010-12-15,4926055049
2010-12-16,4935774329
2010-12-17,4964932169
2010-12-20,5076703888
2010-12-21,5110721368
2010-12-22,5112341248
2010-12-23,5042686408
2010-12-27,5112341248
2010-12-28,5086423168
2010-12-29,5099382208
2010-12-30,5123680408
2010-12-31,5330450968
2011-01-03,5431310967
2011-01-04,5421224967
2011-01-05,5513679967
2011-01-06,5506955967
2011-01-07,5463249967
2011-01-10,5495188967
2011-01-11,5451482967
2011-01-12,5456525967
2011-01-13,5429629967
2011-01-14,5463249967
2011-01-18,5584281966
2011-01-19,5491826967
2011-01-20,5569152966
2011-01-21,5599410966
2011-01-24,5597729966
2011-01-25,5577557966
2011-01-26,5523765967
2011-01-27,5717080965
2011-01-28,5535532967
2011-01-31,5639754966
2011-02-01,5584281966
2011-02-02,5538894967
2011-02-03,5562428966
2011-02-04,5564109966
2011-02-07,5631349966
2011-02-08,5664969966
2011-02-09,5663288966
2011-02-10,5686822966
2011-02-11,5765829965
2011-02-14,5791044965
2011-02-15,5829707965
2011-02-16,5925524964
2011-02-17,6024703964
2011-02-18,5950739964
2011-02-22,5890223964
2011-02-23,5883499965
2011-02-24,5853241965
2011-02-25,5996126964
2011-02-28,6115477963
2011-03-01,5910395964
2011-03-02,5821302965
2011-03-03,6036470964
2011-03-04,5989402964
2011-03-07,5908714964
2011-03-08,6041513964
2011-03-09,5991083964
2011-03-10,5828026965
2011-03-11,5875094965
2011-03-14,5730528965
2011-03-15,5616220966
2011-03-16,5607815966
2011-03-17,5622944966
2011-03-18,5612858966
2011-03-21,5775915965
2011-03-22,5738933965
2011-03-23,5705313966
2011-03-24,5806173965
2011-03-25,5846517965
2011-03-28,5826345965
2011-03-29,5853241965
2011-03-30,5992764964
2011-03-31,11069983248
2011-04-01,11091526167
2011-04-04,11134612007
2011-04-05,11094603727
2011-04-06,11128456887
2011-04-07,10909950129
2011-04-08,10789925289
2011-04-11,10845321369
2011-04-12,10823778449
2011-04-13,10752994570
2011-04-14,11014587168
2011-04-15,11205395887
2011-04-18,11023819848
2011-04-19,11116146647
2011-04-20,10983811568
2011-04-21,11060750568
2011-04-25,11171542727
2011-04-26,11239249046
2011-04-27,11156154927
2011-04-28,11368506566
2011-04-29,11202318327
2011-05-02,11190008087
2011-05-03,11100758847
2011-05-04,10977656448
2011-05-05,11057673008
2011-05-06,10934570608
2011-05-09,10909950129
2011-05-10,11260791966
2011-05-11,10962268648
2011-05-12,10888407209
2011-05-13,10725296530
2011-05-16,10700676050
2011-05-17,10725296530
2011-05-18,10860709169
2011-05-19,10999199368
2011-05-20,10866864289
2011-05-23,10746839450
2011-05-24,10793002849
2011-05-25,10900717449
2011-05-26,11128456887
2011-05-27,11230016367
2011-05-31,11383894366
2011-06-01,10968423768
2011-06-02,10485246851
2011-06-03,10463703932
2011-06-06,10128249894
2011-06-07,10497557091
2011-06-08,10371377132
2011-06-09,10054388454
2011-06-10,9875889975
2011-06-13,10103629414
2011-06-14,10291360573
2011-06-15,10134405014
2011-06-16,10208266453
2011-06-17,10371377132
2011-06-20,10485246851
2011-06-21,10543720491
2011-06-22,10546798051
2011-06-23,10411385412
2011-06-24,10512944891
2011-06-27,10577573651
2011-06-28,10596039011
2011-06-29,10894562329
2011-06-30,16423895040
2011-07-01,16588867200
2011-07-05,16588867200
2011-07-06,16497216000
2011-07-07,17074618560
2011-07-08,16854655680
2011-07-11,16368904320
2011-07-12,16345991520
2011-07-13,15965639040
2011-07-14,15855657600
2011-07-15,15942726240
2011-07-18,15764006400
2011-07-19,16080203040
2011-07-20,16093950719
2011-07-21,16254340320
2011-07-22,16428477600
2011-07-25,16245175200
2011-07-26,16414729920
2011-07-27,15695268000
2011-07-28,16171854240
2011-07-29,16327661280
2011-08-01,15754841280
2011-08-02,14962058400
2011-08-03,14778756000
2011-08-04,13651446240
2011-08-05,13179442560
2011-08-08,11589294240
2011-08-09,12643283040
2011-08-10,12097958400
2011-08-11,12698273760
2011-08-12,12721186560
2011-08-15,13472726400
2011-08-16,13335249600
2011-08-17,13449813600
2011-08-18,12689108640
2011-08-19,12198774720
2011-08-22,12001724640
2011-08-23,11932986240
2011-08-24,11777179200
2011-08-25,11456400000
2011-08-26,11520555840
2011-08-29,12111706080
2011-08-30,12253765440
2011-08-31,12478310880
2011-09-01,12565379520
2011-09-02,11983394400
2011-09-06,11731353600
2011-09-07,12427902720
2011-09-08,12290425920
2011-09-09,11754266400
2011-09-12,11717605920
2011-09-13,11868830400
2011-09-14,12171279360
2011-09-15,12547049280
2011-09-16,12977809920
2011-09-19,12789924960
2011-09-20,12954897120
2011-09-21,12230852640
2011-09-22,11515973280
2011-09-23,11690110560
2011-09-26,11937568800
2011-09-27,12042967680
2011-09-28,11479312800
2011-09-29,11653450080
2011-09-30,8985449451
2011-10-03,8385184374
2011-10-04,8722370312
2011-10-05,8600094093
2011-10-06,9070672271
2011-10-07,8714959632
2011-10-10,9107725670
2011-10-11,9063261591
2011-10-12,9218885870
2011-10-13,9159600430
2011-10-14,9552366468
2011-10-17,9393036849
2011-10-18,10000712606
2011-10-19,9715401427
2011-10-20,9759865507
2011-10-21,10226738344
2011-10-24,10604683022
2011-10-25,10171158245
2011-10-26,10267497084
2011-10-27,10978922360
2011-10-28,11090082560
2011-10-31,11027091780
2011-11-01,10286023784
2011-11-02,10474996123
2011-11-03,10838119441
2011-11-04,10845530121
2011-11-07,10897404881
2011-11-08,11012270420
2011-11-09,10245265044
2011-11-10,10093346105
2011-11-11,10552808263
2011-11-14,10363835924
2011-11-15,10423121363
2011-11-16,10345309224
2011-11-17,10171158245
2011-11-18,10204506304
2011-11-21,9711696087
2011-11-22,9515313068
2011-11-23,9233707230
2011-11-25,9341162089
2011-11-28,9693169387
2011-11-29,9656115987
2011-11-30,10308255824
2011-12-01,10189684945
2011-12-02,10300845144
2011-12-05,10560218943
2011-12-06,10512049523
2011-12-07,10686200502
2011-12-08,10352719904
2011-12-09,10634325742
2011-12-12,10211916984
2011-12-13,10041471345
2011-12-14,9993301926
2011-12-15,10093346105
2011-12-16,10193390284
2011-12-19,9948837846
2011-12-20,10467585443
2011-12-21,10471290783
2011-12-22,10667673802
2011-12-23,10715843222
2011-12-27,10745485942
2011-12-28,10552808263
2011-12-29,10586156322
2011-12-30,10593567002
2012-01-03,13427095720
2012-01-04,13087285500
2012-01-05,13427095720
2012-01-06,13220454370
2012-01-09,13101061590
2012-01-10,13459239930
2012-01-11,13601592860
2012-01-12,13647513160
2012-01-13,13578632710
2012-01-17,14024059620
2012-01-18,14111308190
2012-01-19,14373053900
2012-01-20,14593471340
2012-01-23,14607247430
2012-01-24,14777152540
2012-01-25,14864401109
2012-01-26,14947057649
2012-01-27,14933281560
2012-01-30,14510814800
2012-01-31,14561327130
2012-02-01,14942465620
2012-02-02,15066450430
2012-02-03,15227171479
2012-02-06,15144514939
2012-02-07,15286867870
2012-02-08,15695558540
2012-02-09,15668006359
2012-02-10,15185843210
2012-02-13,15498101250
2012-02-14,15332788170
2012-02-15,15273091780
2012-02-16,15548613580
2012-02-17,15612902000
2012-02-21,15456772979
2012-02-22,15112370729
2012-02-23,15456772979
2012-02-24,15557797640
2012-02-27,15562389670
2012-02-28,15424628770
2012-02-29,15456772979
2012-03-01,15521061399
2012-03-02,15493509220
2012-03-05,15828727410
2012-03-06,15470549069
2012-03-07,15709334630
2012-03-08,15429220800
2012-03-09,15677190420
2012-03-12,15608309970
2012-03-13,16035368760
2012-03-14,15994040490
2012-03-15,16072105000
2012-03-16,16191497780
2012-03-19,16292522439
2012-03-20,16200681840
2012-03-21,16264970260
2012-03-22,16085881090
2012-03-23,16163945600
2012-03-26,16398139130
2012-03-27,16278746350
2012-03-28,16095065149
2012-03-29,16214457930
2012-03-30,16540492060
2012-04-02,16670577427
2012-04-03,16624589627
2012-04-04,16426842088
2012-04-05,16316471369
2012-04-09,16054340910
2012-04-10,15235758073
2012-04-11,15350727573
2012-04-12,15580666572
2012-04-13,15396715373
2012-04-16,15640450711
2012-04-17,15948568970
2012-04-18,15718629971
2012-04-19,15801408011
2012-04-20,15994556770
2012-04-23,15405912933
2012-04-24,15585265352
2012-04-25,15948568970
2012-04-26,16104927489
2012-04-27,16279681129
2012-04-30,16445237208
2012-05-01,16528015248
2012-05-02,16509620128
2012-05-03,16486626228
2012-05-04,16114125049
2012-05-07,16293477469
2012-05-08,16109526269
2012-05-09,15907179950
2012-05-10,15911778730
2012-05-11,15925575070
2012-05-14,15525481212
2012-05-15,15396715373
2012-05-16,15221961733
2012-05-17,14734491055
2012-05-18,14224026478
2012-05-21,14808071535
2012-05-22,14624120336
2012-05-23,14697700816
2012-05-24,14614922776
2012-05-25,14486156937
2012-05-29,14863256895
2012-05-30,14619521556
2012-05-31,14706898376
2012-06-01,14053871618
2012-06-04,13989488699
2012-06-05,14329798417
2012-06-06,14716095936
2012-06-07,14587330096
2012-06-08,14656311796
2012-06-11,14366588657
2012-06-12,14725293495
2012-06-13,14601126436
2012-06-14,14605725216
2012-06-15,14601126436
2012-06-18,14647114236
2012-06-19,14844861775
2012-06-20,14927639815
2012-06-21,14536743516
2012-06-22,14504552056
2012-06-25,14210230138
2012-06-26,14334397197
2012-06-27,14329798417
2012-06-28,14513749616
2012-06-29,15281745873
2012-07-02,15343634583
2012-07-03,15417247222
2012-07-05,15228614833
2012-07-06,15219413253
2012-07-09,15044583234
2012-07-10,14883555585
2012-07-11,15007776914
2012-07-12,14943365855
2012-07-13,15085990344
2012-07-16,15039982444
2012-07-17,15205610883
2012-07-18,15205610883
2012-07-19,15035381654
2012-07-20,14773136625
2012-07-23,14460282907
2012-07-24,14423476587
2012-07-25,14575302656
2012-07-26,14837547685
2012-07-27,14961769014
2012-07-30,14842148475
2012-07-31,14874354005
2012-08-01,14901958745
2012-08-02,14883555585
2012-08-03,15486259072
2012-08-06,15610480402
2012-08-07,15532266972
2012-08-08,15385041693
2012-08-09,15297626683
2012-08-10,15274622733
2012-08-13,15164203774
2012-08-14,15270021943
2012-08-15,15325231423
2012-08-16,15523065392
2012-08-17,15550670132
2012-08-20,15523065392
2012-08-21,15490859862
2012-08-22,15288425103
2012-08-23,15141199824
2012-08-24,15380440903
2012-08-27,15523065392
2012-08-28,15601278822
2012-08-29,15757705681
2012-08-30,15674891461
2012-08-31,15720899361
2012-09-04,15854322271
2012-09-05,15909531750
2012-09-06,16268393369
2012-09-07,16438622598
2012-09-10,16438622598
2012-09-11,16645658147
2012-09-12,16595049457
2012-09-13,16981515816
2012-09-14,16972314236
2012-09-17,16871096856
2012-09-18,16664061307
2012-09-19,16447824178
2012-09-20,16245389419
2012-09-21,16098164140
2012-09-24,16033753080
2012-09-25,15766907261
2012-09-26,15619681982
2012-09-27,15992345970
2012-09-28,16116567299
2012-10-01,15847805378
2012-10-02,15966961810
2012-10-03,15957795930
2012-10-04,16021957086
2012-10-05,15994459448
2012-10-08,15966961810
2012-10-09,15856971258
2012-10-10,15962378870
2012-10-11,15962378870
2012-10-12,15966961810
2012-10-15,16241938190
2012-10-16,16484833992
2012-10-17,16562743967
2012-10-18,16672734519
2012-10-19,16301516406
2012-10-22,16113615879
2012-10-23,15934881232
2012-10-24,15834056559
2012-10-25,15710317188
2012-10-26,15540748420
2012-10-31,15714900128
2012-11-01,15701151309
2012-11-02,15751563645
2012-11-05,15664487792
2012-11-06,15765312464
2012-11-07,15650738973
2012-11-08,15394094351
2012-11-09,15302435558
2012-11-12,15279520859
2012-11-13,15293269678
2012-11-14,15054956815
2012-11-15,14940383324
2012-11-16,14977046841
2012-11-19,15279520859
2012-11-20,15307018497
2012-11-21,15536165481
2012-11-23,15623241335
2012-11-26,15719483068
2012-11-27,15559080179
2012-11-28,15517833722
2012-11-29,15591160757
2012-11-30,15554497239
2012-12-03,15563663119
2012-12-04,15701151309
2012-12-05,15719483068
2012-12-06,15999042387
2012-12-07,16150279397
2012-12-10,16122781759
2012-12-11,16145696457
2012-12-12,16164028216
2012-12-13,16049454724
2012-12-14,16086118241
2012-12-17,16150279397
2012-12-18,16420672837
2012-12-19,16333596983
2012-12-20,16764393312
2012-12-21,16709398036
2012-12-24,16736895674
2012-12-26,16530663389
2012-12-27,16626905122
2012-12-28,16393175199
2012-12-31,16838967320
2013-01-02,17235829800
2013-01-03,17258903200
2013-01-04,17401958280
2013-01-07,17517325280
2013-01-08,17461949120
2013-01-09,17637306960
2013-01-10,17554242720
2013-01-11,17664995040
2013-01-14,17674224400
2013-01-15,17752673960
2013-01-16,17743444600
2013-01-17,17868040960
2013-01-18,18227986000
2013-01-22,18144921760
2013-01-23,18292591520
2013-01-24,18541784240
2013-01-25,18754059520
2013-01-28,18887885240
2013-01-29,18800206320
2013-01-30,18481793400
2013-01-31,18412573200
2013-02-01,18680224640
2013-02-04,18578701680
2013-02-05,18587931040
2013-02-06,18417187880
2013-02-07,18191068560
2013-02-08,18214141960
2013-02-11,18149536440
2013-02-12,18274132800
2013-02-13,18214141960
2013-02-14,18094160280
2013-02-15,17923417120
2013-02-19,18301820880
2013-02-20,18080316240
2013-02-21,17895729040
2013-02-22,18191068560
2013-02-25,17683453760
2013-02-26,17706527160
2013-02-27,17835738200
2013-02-28,17969563920
2013-03-01,18131077720
2013-03-04,18371041080
2013-03-05,18472564040
2013-03-06,18389499800
2013-03-07,18204912600
2013-03-08,18094160280
2013-03-11,18052628160
2013-03-12,17909573080
2013-03-13,18006481360
2013-03-14,17960334560
2013-03-15,17900343720
2013-03-18,17789591400
2013-03-19,17683453760
2013-03-20,17872655640
2013-03-21,17775747360
2013-03-22,17946490520
2013-03-25,17997252000
2013-03-26,18523325520
2013-03-27,18394114480
2013-03-28,18449490640
2013-04-01,19402397360
2013-04-02,19509324399
2013-04-03,19266308400
2013-04-04,19276029040
2013-04-05,19125359121
2013-04-08,19465581519
2013-04-09,19368375120
2013-04-10,19567648239
2013-04-11,19995356397
2013-04-12,19980775437
2013-04-15,19723178478
2013-04-16,20126585037
2013-04-17,19932172237
2013-04-18,19742619758
2013-04-19,20214070796
2013-04-22,20175188236
2013-04-23,20384181996
2013-04-24,20743845674
2013-04-25,20146026317
2013-04-26,20218931116
2013-04-29,20277254956
2013-04-30,20389042316
2013-05-01,20369601036
2013-05-02,20598036075
2013-05-03,20773007594
2013-05-06,20831331434
2013-05-07,20889655274
2013-05-08,20952839433
2013-05-09,20855633034
2013-05-10,21054906153
2013-05-13,21016023593
2013-05-14,21079207753
2013-05-15,21307642792
2013-05-16,21322223752
2013-05-17,21322223752
2013-05-20,21472893671
2013-05-21,21759652550
2013-05-22,21142391913
2013-05-23,20598036075
2013-05-24,20632058315
2013-05-28,20627197995
2013-05-29,20345299436
2013-05-30,19975915117
2013-05-31,19587089519
2013-06-03,19645413359
2013-06-04,19159381361
2013-06-05,18887203442
2013-06-06,19081616241
2013-06-07,18969828881
2013-06-10,18542120723
2013-06-11,18206758645
2013-06-12,18041507765
2013-06-13,18600444563
2013-06-14,18702511283
2013-06-17,18692790643
2013-06-18,18634466803
2013-06-19,17963742646
2013-06-20,17302739128
2013-06-21,17672123447
2013-06-24,17419386808
2013-06-25,17944301366
2013-06-26,18046368085
2013-06-27,18478936563
2013-06-28,18333126964
2013-07-01,18709446730
2013-07-02,18918602110
2013-07-03,18654667940
2013-07-05,18674587500
2013-07-08,18719406510
2013-07-09,19082938480
2013-07-10,19053059140
2013-07-11,19541088360
2013-07-12,19401651440
2013-07-15,19556028030
2013-07-16,19570967700
2013-07-17,19904620330
2013-07-18,20138675160
2013-07-19,20098836040
2013-07-22,20138675160
2013-07-23,20054017030
2013-07-24,19849841540
2013-07-25,19675545390
2013-07-26,19745263850
2013-07-29,19481329680
2013-07-30,19371772100
2013-07-31,19102858040
2013-08-01,19102858040
2013-08-02,18998280350
2013-08-05,19018199910
2013-08-06,19102858040
2013-08-07,18973380900
2013-08-08,18809044530
2013-08-09,19077958590
2013-08-12,18764225520
2013-08-13,18495311460
2013-08-14,18410653330
2013-08-15,18007282240
2013-08-16,17469454120
2013-08-19,17320057420
2013-08-20,17583991590
2013-08-21,17643750270
2013-08-22,17638770380
2013-08-23,17967443120
2013-08-26,17872825210
2013-08-27,17837965980
2013-08-28,17758287740
2013-08-29,17698529060
2013-08-30,17549132360
2013-09-03,17579011700
2013-09-04,17723428510
2013-09-05,17768247520
2013-09-06,18201497950
2013-09-09,18719406510
2013-09-10,18570009810
2013-09-11,18639728270
2013-09-12,18455472340
2013-09-13,18410653330
2013-09-16,18584949480
2013-09-17,18699486950
2013-09-18,19501249240
2013-09-19,19366792210
2013-09-20,18968401010
2013-09-23,18998280350
2013-09-24,18848883650
2013-09-25,18918602110
2013-09-26,19172576500
2013-09-27,19072978700
2013-09-30,18286179044
2013-10-01,18602128443
2013-10-02,18835444922
2013-10-03,18577824643
2013-10-04,18519495523
2013-10-07,18344508164
2013-10-08,18232710684
2013-10-09,18184103085
2013-10-10,18752812002
2013-10-11,19005571521
2013-10-14,18942381642
2013-10-15,18961824681
2013-10-16,19433318400
2013-10-17,19462482959
2013-10-18,19355546240
2013-10-21,19394432320
2013-10-22,19773571598
2013-10-23,19506229799
2013-10-24,19647191839
2013-10-25,19890229838
2013-10-28,19729824758
2013-10-29,19656913359
2013-10-30,19462482959
2013-10-31,19418736120
2013-11-01,19720103238
2013-11-04,19870786798
2013-11-05,19399293080
2013-11-06,19389571560
2013-11-07,19073622161
2013-11-08,18932660122
2013-11-11,18966685441
2013-11-12,18747951242
2013-11-13,18850027202
2013-11-14,18952103162
2013-11-15,19044457601
2013-11-18,18918077842
2013-11-19,18772255042
2013-11-20,18514634763
2013-11-21,18723647442
2013-11-22,18684761363
2013-11-25,18645875283
