,RF
2009-04-14,4143480000
2009-04-15,4380000000
2009-04-16,5869200000
2009-04-17,6333480000
2009-04-20,5080800000
2009-04-21,5378640000
2009-04-22,5080800000
2009-04-23,5098320000
2009-04-24,4870560000
2009-04-27,4301160000
2009-04-28,4125960000
2009-04-29,4082160000
2009-04-30,3933240000
2009-05-01,3845639999
2009-05-04,4844280000
2009-05-05,4809240000
2009-05-06,5107080000
2009-05-07,4581480000
2009-05-08,5720280000
2009-05-11,5185920000
2009-05-12,4686600000
2009-05-13,4117200000
2009-05-14,4362480000
2009-05-15,4248599999
2009-05-18,4756680000
2009-05-19,4590240000
2009-05-20,4283639999
2009-05-21,3591599999
2009-05-22,3539040000
2009-05-26,3355080000
2009-05-27,3468960000
2009-05-28,3521519999
2009-05-29,3670440000
2009-06-01,3495240000
2009-06-02,3504000000
2009-06-03,3539040000
2009-06-04,3574080000
2009-06-05,3504000000
2009-06-08,3565320000
2009-06-09,3556559999
2009-06-10,3504000000
2009-06-11,3828120000
2009-06-12,3906960000
2009-06-15,3793080000
2009-06-16,3723000000
2009-06-17,3495240000
2009-06-18,3530280000
2009-06-19,3617880000
2009-06-22,3363840000
2009-06-23,3293760000
2009-06-24,3337560000
2009-06-25,3468960000
2009-06-26,3460200000
2009-06-29,3565320000
2009-06-30,4803560000
2009-07-01,4720330000
2009-07-02,4458750000
2009-07-06,4565760000
2009-07-07,4553870000
2009-07-08,4470640000
2009-07-09,4565760000
2009-07-10,4637100000
2009-07-13,4839230000
2009-07-14,4863010000
2009-07-15,5005690000
2009-07-16,5017580000
2009-07-17,4815450000
2009-07-20,4803560000
2009-07-21,4066380000
2009-07-22,4161500000
2009-07-23,4351740000
2009-07-24,4387410000
2009-07-27,4779779999
2009-07-28,4648990000
2009-07-29,4625210000
2009-07-30,5029470000
2009-07-31,5255380000
2009-08-03,5279160000
2009-08-04,5445620000
2009-08-05,5623970000
2009-08-06,5469400000
2009-08-07,5861770000
2009-08-10,5909330000
2009-08-11,5659640000
2009-08-12,5730980000
2009-08-13,6182800000
2009-08-14,6705960000
2009-08-17,6242250000
2009-08-18,6468160000
2009-08-19,6551390000
2009-08-20,6527610000
2009-08-21,6967540000
2009-08-24,6777300000
2009-08-25,6931870000
2009-08-26,6943760000
2009-08-27,7038880000
2009-08-28,7098330000
2009-08-31,6967540000
2009-09-01,6587060000
2009-09-02,6170910000
2009-09-03,6218470000
2009-09-04,6575170000
2009-09-08,6658400000
2009-09-09,6729740000
2009-09-10,6658400000
2009-09-11,6551390000
2009-09-14,6563279999
2009-09-15,7205340000
2009-09-16,7597710000
2009-09-17,7455029999
2009-09-18,7288570000
2009-09-21,7764170000
2009-09-22,8097090000
2009-09-23,7811730000
2009-09-24,7573930000
2009-09-25,7562040000
2009-09-28,7823620000
2009-09-29,7669050000
2009-09-30,7396110000
2009-10-01,7110270000
2009-10-02,6895890000
2009-10-05,7098360000
2009-10-06,7026900000
2009-10-07,7146000000
2009-10-08,7074540000
2009-10-09,7086450000
2009-10-12,7146000000
2009-10-13,7098360000
2009-10-14,7253190000
2009-10-15,7253190000
2009-10-16,6943530000
2009-10-19,6788700000
2009-10-20,6919710000
2009-10-21,6800610000
2009-10-22,6919710000
2009-10-23,6586230000
2009-10-26,6074100000
2009-10-27,6038370000
2009-10-28,5740620000
2009-10-29,6169380000
2009-10-30,5764440000
2009-11-02,5692980000
2009-11-03,5764440000
2009-11-04,5561970000
2009-11-05,5728710000
2009-11-06,5657250000
2009-11-09,5907360000
2009-11-10,5752530000
2009-11-11,5740620000
2009-11-12,5681069999
2009-11-13,5752530000
2009-11-16,5871630000
2009-11-17,6169380000
2009-11-18,6419490000
2009-11-19,6371850000
2009-11-20,6490950000
2009-11-23,6776790000
2009-11-24,6836340000
2009-11-25,6907800000
2009-11-27,6645780000
2009-11-30,6979260000
2009-12-01,6883980000
2009-12-02,6967350000
2009-12-03,6550500000
2009-12-04,6800610000
2009-12-07,6717240000
2009-12-08,6776790000
2009-12-09,6621960000
2009-12-10,6586230000
2009-12-11,6645780000
2009-12-14,6645780000
2009-12-15,6359940000
2009-12-16,6348030000
2009-12-17,6348030000
2009-12-18,6490950000
2009-12-21,6526680000
2009-12-22,6598140000
2009-12-23,6407580000
2009-12-24,6467130000
2009-12-28,6371850000
2009-12-29,6383760000
2009-12-30,6336120000
2009-12-31,6316260000
2010-01-04,6471480000
2010-01-05,6686400000
2010-01-06,6769980000
2010-01-07,7366980000
2010-01-08,7378920000
2010-01-11,7546080000
2010-01-12,7462500000
2010-01-13,7593840000
2010-01-14,7820700000
2010-01-15,7784879999
2010-01-19,7772940000
2010-01-20,8035620000
2010-01-21,8190840000
2010-01-22,7880400000
2010-01-25,7820700000
2010-01-26,7259520000
2010-01-27,7366980000
2010-01-28,7677420000
2010-01-29,7581900000
2010-02-01,7928160000
2010-02-02,7856520000
2010-02-03,7629660000
2010-02-04,7307280000
2010-02-05,7378920000
2010-02-08,7438620000
2010-02-09,7510260000
2010-02-10,7593840000
2010-02-11,7617720000
2010-02-12,7581900000
2010-02-16,7904280000
2010-02-17,7713240000
2010-02-18,7665480000
2010-02-19,7844580000
2010-02-22,8131140000
2010-02-23,7796820000
2010-02-24,7928160000
2010-02-25,7808760000
2010-02-26,8059500000
2010-03-01,7940100000
2010-03-02,7892340000
2010-03-03,7904280000
2010-03-04,7963980000
2010-03-05,8166960000
2010-03-08,8334120000
2010-03-09,8250540000
2010-03-10,8704260000
2010-03-11,8811720000
2010-03-12,8763960000
2010-03-15,8632620000
2010-03-16,8966940000
2010-03-17,9193800000
2010-03-18,8955000000
2010-03-19,8811720000
2010-03-22,9098280000
2010-03-23,9229620000
2010-03-24,9372900000
2010-03-25,9181860000
2010-03-26,9110220000
2010-03-29,9122160000
2010-03-30,9098280000
2010-03-31,9420000000
2010-04-01,9324000000
2010-04-05,9828000000
2010-04-06,10260000000
2010-04-07,10044000000
2010-04-08,10320000000
2010-04-09,10308000000
2010-04-12,10488000000
2010-04-13,10008000000
2010-04-14,10584000000
2010-04-15,10236000000
2010-04-16,9960000000
2010-04-19,9996000000
2010-04-20,10560000000
2010-04-21,10547999999
2010-04-22,10668000000
2010-04-23,10740000000
2010-04-26,10428000000
2010-04-27,10116000000
2010-04-28,10188000000
2010-04-29,10380000000
2010-04-30,10608000000
2010-05-03,10608000000
2010-05-04,10296000000
2010-05-05,10404000000
2010-05-06,9852000000
2010-05-07,9588000000
2010-05-10,10212000000
2010-05-11,10404000000
2010-05-12,10572000000
2010-05-13,10488000000
2010-05-14,9912000000
2010-05-17,9924000000
2010-05-18,9504000000
2010-05-19,9384000000
2010-05-20,8700000000
2010-05-21,8964000000
2010-05-24,8640000000
2010-05-25,8940000000
2010-05-26,8880000000
2010-05-27,9456000000
2010-05-28,9156000000
2010-06-01,8856000000
2010-06-02,9228000000
2010-06-03,9168000000
2010-06-04,8556000000
2010-06-07,8292000000
2010-06-08,8520000000
2010-06-09,8148000000
2010-06-10,8592000000
2010-06-11,8472000000
2010-06-14,8592000000
2010-06-15,8808000000
2010-06-16,8592000000
2010-06-17,8580000000
2010-06-18,8580000000
2010-06-21,8604000000
2010-06-22,8400000000
2010-06-23,8484000000
2010-06-24,8172000000
2010-06-25,8388000000
2010-06-28,8496000000
2010-06-29,8112000000
2010-06-30,8271060000
2010-07-01,8032230000
2010-07-02,7843680000
2010-07-06,8057370000
2010-07-07,8321340000
2010-07-08,8585310000
2010-07-09,8987550000
2010-07-12,9100680000
2010-07-13,9276660000
2010-07-14,8987550000
2010-07-15,8824140000
2010-07-16,8233350000
2010-07-19,8396760000
2010-07-20,8245919999
2010-07-21,7793400000
2010-07-22,8296200000
2010-07-23,8359050000
2010-07-26,8912130000
2010-07-27,9062970000
2010-07-28,9150960000
2010-07-29,9289230000
2010-07-30,9213810000
2010-08-02,9678900000
2010-08-03,9528060000
2010-08-04,9553200000
2010-08-05,9389790000
2010-08-06,9301800000
2010-08-09,9540630000
2010-08-10,9641190000
2010-08-11,9012690000
2010-08-12,8974980000
2010-08-13,8987550000
2010-08-16,9025260000
2010-08-17,8987550000
2010-08-18,9062970000
2010-08-19,8723580000
2010-08-20,8572740000
2010-08-23,8597880000
2010-08-24,8245919999
2010-08-25,8145360000
2010-08-26,7981950000
2010-08-27,8296200000
2010-08-30,8044800000
2010-08-31,8082510000
2010-09-01,8610450000
2010-09-02,8711010000
2010-09-03,8660730000
2010-09-07,8258490000
2010-09-08,8648160000
2010-09-09,8685870000
2010-09-10,8660730000
2010-09-13,9150960000
2010-09-14,8974980000
2010-09-15,8786430000
2010-09-16,8736150000
2010-09-17,8585310000
2010-09-20,8874420000
2010-09-21,8912130000
2010-09-22,8685870000
2010-09-23,8497320000
2010-09-24,8736150000
2010-09-27,8761290000
2010-09-28,8924700000
2010-09-29,9062970000
2010-09-30,9138390000
2010-10-01,9025260000
2010-10-04,9100680000
2010-10-05,9477780000
2010-10-06,9427500000
2010-10-07,9251520000
2010-10-08,9326940000
2010-10-11,9201240000
2010-10-12,9389790000
2010-10-13,9176100000
2010-10-14,9012690000
2010-10-15,8874420000
2010-10-18,9238950000
2010-10-19,9226380000
2010-10-20,9150960000
2010-10-21,9150960000
2010-10-22,8974980000
2010-10-25,8836710000
2010-10-26,8145360000
2010-10-27,8007090000
2010-10-28,7906530000
2010-10-29,7919100000
2010-11-01,7831110000
2010-11-02,7692840000
2010-11-03,7919100000
2010-11-04,8220780000
2010-11-05,8107650000
2010-11-08,7969380000
2010-11-09,7793400000
2010-11-10,7856250000
2010-11-11,8057370000
2010-11-12,7730550000
2010-11-15,7793400000
2010-11-16,7441440000
2010-11-17,6963780000
2010-11-18,6674669999
2010-11-19,6913500000
2010-11-22,6724950000
2010-11-23,6548970000
2010-11-24,6586680000
2010-11-26,6599250000
2010-11-29,6750090000
2010-11-30,6762660000
2010-12-01,7127190000
2010-12-02,7617419999
2010-12-03,7642560000
2010-12-06,7629990000
2010-12-07,7554570000
2010-12-08,7956810000
2010-12-09,8170500000
2010-12-10,8120220000
2010-12-13,8233350000
2010-12-14,7805970000
2010-12-15,7931669999
2010-12-16,7705410000
2010-12-17,7843680000
2010-12-20,7931669999
2010-12-21,8107650000
2010-12-22,8685870000
2010-12-23,8484750000
2010-12-27,8497320000
2010-12-28,8535030000
2010-12-29,8635590000
2010-12-30,8698440000
2010-12-31,8799000000
2011-01-03,8886990000
2011-01-04,8836710000
2011-01-05,9062970000
2011-01-06,8974980000
2011-01-07,8824140000
2011-01-10,8861850000
2011-01-11,9075540000
2011-01-12,9138390000
2011-01-13,9100680000
2011-01-14,9389790000
2011-01-18,9490350000
2011-01-19,8962410000
2011-01-20,9088110000
2011-01-21,9301800000
2011-01-24,9176100000
2011-01-25,8824140000
2011-01-26,8761290000
2011-01-27,8987550000
2011-01-28,8648160000
2011-01-31,8924700000
2011-02-01,9201240000
2011-02-02,9113250000
2011-02-03,9465210000
2011-02-04,9854880000
2011-02-07,9792030000
2011-02-08,9804600000
2011-02-09,9565770000
2011-02-10,9716610000
2011-02-11,10081140000
2011-02-14,9942870000
2011-02-15,9854880000
2011-02-16,9754320000
2011-02-17,9678900000
2011-02-18,9792030000
2011-02-22,9276660000
2011-02-23,9276660000
2011-02-24,9314370000
2011-02-25,9502920000
2011-02-28,9603480000
2011-03-01,9339510000
2011-03-02,9389790000
2011-03-03,9628620000
2011-03-04,9402360000
2011-03-07,9314370000
2011-03-08,9603480000
2011-03-09,9716610000
2011-03-10,9226380000
2011-03-11,9402360000
2011-03-14,9276660000
2011-03-15,9213810000
2011-03-16,9050400000
2011-03-17,9238950000
2011-03-18,8924700000
2011-03-21,9113250000
2011-03-22,9176100000
2011-03-23,9012690000
2011-03-24,8962410000
2011-03-25,9025260000
2011-03-28,8974980000
2011-03-29,8987550000
2011-03-30,9088110000
2011-03-31,9133080000
2011-04-01,9170820000
2011-04-04,9183400000
2011-04-05,9045020000
2011-04-06,9334360000
2011-04-07,9221140000
2011-04-08,9145660000
2011-04-11,9133080000
2011-04-12,9145660000
2011-04-13,9070180000
2011-04-14,9107920000
2011-04-15,9019860000
2011-04-18,8780840000
2011-04-19,9019860000
2011-04-20,8881480000
2011-04-21,9019860000
2011-04-25,8994700000
2011-04-26,9233720000
2011-04-27,9284040000
2011-04-28,9359520000
2011-04-29,9233720000
2011-05-02,9246300000
2011-05-03,9271460000
2011-05-04,9271460000
2011-05-05,8944380000
2011-05-06,8919220000
2011-05-09,8956960000
2011-05-10,8969540000
2011-05-11,8969540000
2011-05-12,9019860000
2011-05-13,8868900000
2011-05-16,8969540000
2011-05-17,9120500000
2011-05-18,8969540000
2011-05-19,8931800000
2011-05-20,8743100000
2011-05-23,8592140000
2011-05-24,8516659999
2011-05-25,8554400000
2011-05-26,8730520000
2011-05-27,8780840000
2011-05-31,8881480000
2011-06-01,8227320000
2011-06-02,8227320000
2011-06-03,8000880000
2011-06-06,7610900000
2011-06-07,7636060000
2011-06-08,7711540000
2011-06-09,7698960000
2011-06-10,7724120000
2011-06-13,7610900000
2011-06-14,7875080000
2011-06-15,7736700000
2011-06-16,7749280000
2011-06-17,7887659999
2011-06-20,7787020000
2011-06-21,7925400000
2011-06-22,7812180000
2011-06-23,7761860000
2011-06-24,7472520000
2011-06-27,7472520000
2011-06-28,7472520000
2011-06-29,7724120000
2011-06-30,7805800000
2011-07-01,7931700000
2011-07-05,7768030000
2011-07-06,7579179999
2011-07-07,7768030000
2011-07-08,7742850000
2011-07-11,7428100000
2011-07-12,7554000000
2011-07-13,7491050000
2011-07-14,7415510000
2011-07-15,7541410000
2011-07-18,7352560000
2011-07-19,7428100000
2011-07-20,7566590000
2011-07-21,7843570000
2011-07-22,7805800000
2011-07-25,7818390000
2011-07-26,8082780000
2011-07-27,7717670000
2011-07-28,7768030000
2011-07-29,7667310000
2011-08-01,7440690000
2011-08-02,7176300000
2011-08-03,7264429999
2011-08-04,6723060000
2011-08-05,6420900000
2011-08-08,5552190000
2011-08-09,6018020000
2011-08-10,5325570000
2011-08-11,5665500000
2011-08-12,5413700000
2011-08-15,5728450000
2011-08-16,5527010000
2011-08-17,5715860000
2011-08-18,5275210000
2011-08-19,4859740000
2011-08-22,4884920000
2011-08-23,5073770000
2011-08-24,5237440000
2011-08-25,5098950000
2011-08-26,5187080000
2011-08-29,5602550000
2011-08-30,5640320000
2011-08-31,5715860000
2011-09-01,5426289999
2011-09-02,5199670000
2011-09-06,4897510000
2011-09-07,5501830000
2011-09-08,5262620000
2011-09-09,4998230000
2011-09-12,5023410000
2011-09-13,4910100000
2011-09-14,4821970000
2011-09-15,4947870000
2011-09-16,5036000000
2011-09-19,4796790000
2011-09-20,4759020000
2011-09-21,4557580000
2011-09-22,4305780000
2011-09-23,4318370000
2011-09-26,4532400000
2011-09-27,4544990000
2011-09-28,4318370000
2011-09-29,4469450000
2011-09-30,3206790000
2011-10-03,2908260000
2011-10-04,3071970000
2011-10-05,3206790000
2011-10-06,3524580000
2011-10-07,3274200000
2011-10-10,3466800000
2011-10-11,3495690000
2011-10-12,3678660000
2011-10-13,3543840000
2011-10-14,3563100000
2011-10-17,3331980000
2011-10-18,3688290000
2011-10-19,3582360000
2011-10-20,3553470000
2011-10-21,3640140000
2011-10-24,3755700000
2011-10-25,3572730000
2011-10-26,3697920000
2011-10-27,4083120000
2011-10-28,4112009999
2011-10-31,3784590000
2011-11-01,3563100000
2011-11-02,3736440000
2011-11-03,3842370000
2011-11-04,3871259999
2011-11-07,4006080000
2011-11-08,4217940000
2011-11-09,3929040000
2011-11-10,3986819999
2011-11-11,4015710000
2011-11-14,3871259999
2011-11-15,3890520000
2011-11-16,3890520000
2011-11-17,3794220000
2011-11-18,3948299999
2011-11-21,3823110000
2011-11-22,3755700000
2011-11-23,3543840000
2011-11-25,3553470000
2011-11-28,3640140000
2011-11-29,3457170000
2011-11-30,3957930000
2011-12-01,3967560000
2011-12-02,4063859999
2011-12-05,4150529999
2011-12-06,4006080000
2011-12-07,3996450000
2011-12-08,3852000000
2011-12-09,3967560000
2011-12-12,3852000000
2011-12-13,3880890000
2011-12-14,3832740000
2011-12-15,3823110000
2011-12-16,3842370000
2011-12-19,3678660000
2011-12-20,3948299999
2011-12-21,4063859999
2011-12-22,4237200000
2011-12-23,4237200000
2011-12-27,4198680000
2011-12-28,4083120000
2011-12-29,4198680000
2011-12-30,4140900000
2012-01-03,5576700000
2012-01-04,5563880000
2012-01-05,5794639999
2012-01-06,5653620000
2012-01-09,5807460000
2012-01-10,6025400000
2012-01-11,6153600000
2012-01-12,6012580000
2012-01-13,6140780000
2012-01-17,6153600000
2012-01-18,6294620000
2012-01-19,6333080000
2012-01-20,6294620000
2012-01-23,6307440000
2012-01-24,6704860000
2012-01-25,6820240000
2012-01-26,6627940000
2012-01-27,6807419999
2012-01-30,6627940000
2012-01-31,6692040000
2012-02-01,6820240000
2012-02-02,6974080000
2012-02-03,7230480000
2012-02-06,7166380000
2012-02-07,7166380000
2012-02-08,7076639999
2012-02-09,7281760000
2012-02-10,7268940000
2012-02-13,7371500000
2012-02-14,7243300000
2012-02-15,7409960000
2012-02-16,7576620000
2012-02-17,7692000000
2012-02-21,7666360000
2012-02-22,7435600000
2012-02-23,7576620000
2012-02-24,7435600000
2012-02-27,7474060000
2012-02-28,7474060000
2012-02-29,7384320000
2012-03-01,7499700000
2012-03-02,7640720000
2012-03-05,7602260000
2012-03-06,7371500000
2012-03-07,7474060000
2012-03-08,7422780000
2012-03-09,7435600000
2012-03-12,7217660000
2012-03-13,7409960000
2012-03-14,7909940000
2012-03-15,8256080000
2012-03-16,8217620000
2012-03-19,8140700000
2012-03-20,8281720000
2012-03-21,8448380000
2012-03-22,8256080000
2012-03-23,8243260000
2012-03-26,8474020000
2012-03-27,8435560000
2012-03-28,8397100000
2012-03-29,8358639999
2012-03-30,8448380000
2012-04-02,9304120000
2012-04-03,9403100000
2012-04-04,9148580000
2012-04-05,9092020000
2012-04-09,8795080000
2012-04-10,8597120000
2012-04-11,8752660000
2012-04-12,8908200000
2012-04-13,8639540000
2012-04-16,8780940000
2012-04-17,8894060000
2012-04-18,8780940000
2012-04-19,8653680000
2012-04-20,8582980000
2012-04-23,8611260000
2012-04-24,9120300000
2012-04-25,9403100000
2012-04-26,9544500000
2012-04-27,9728320000
2012-04-30,9530360000
2012-05-01,9671760000
2012-05-02,9629340000
2012-05-03,9869720000
2012-05-04,9473800000
2012-05-07,9487940000
2012-05-08,9473800000
2012-05-09,9275840000
2012-05-10,9431380000
2012-05-11,9417240000
2012-05-14,9134440000
2012-05-15,8950620000
2012-05-16,8865780000
2012-05-17,8752660000
2012-05-18,8667820000
2012-05-21,8766800000
2012-05-22,8894060000
2012-05-23,8922340000
2012-05-24,8950620000
2012-05-25,8936480000
2012-05-29,9120300000
2012-05-30,8766800000
2012-05-31,8894060000
2012-06-01,8314320000
2012-06-04,7847700000
2012-06-05,7989100000
2012-06-06,8413300000
2012-06-07,8611260000
2012-06-08,8696100000
2012-06-11,8484000000
2012-06-12,8752660000
2012-06-13,8752660000
2012-06-14,8950620000
2012-06-15,9120300000
2012-06-18,9374820000
2012-06-19,9516220000
2012-06-20,9530360000
2012-06-21,9205140000
2012-06-22,9431380000
2012-06-25,9049600000
2012-06-26,8993040000
2012-06-27,9063740000
2012-06-28,9247560000
2012-06-29,9544500000
2012-07-02,9685900000
2012-07-03,9700040000
2012-07-05,9530360000
2012-07-06,9445520000
2012-07-09,9374820000
2012-07-10,9092020000
2012-07-11,9275840000
2012-07-12,9148580000
2012-07-13,9473800000
2012-07-16,9417240000
2012-07-17,9685900000
2012-07-18,9502080000
2012-07-19,9403100000
2012-07-20,9063740000
2012-07-23,9035460000
2012-07-24,9403100000
2012-07-25,9770740000
2012-07-26,9996980000
2012-07-27,10039400000
2012-07-30,9968700000
2012-07-31,9841440000
2012-08-01,9700040000
2012-08-02,9502080000
2012-08-03,9799020000
2012-08-06,9898000000
2012-08-07,9841440000
2012-08-08,9784880000
2012-08-09,9855580000
2012-08-10,9898000000
2012-08-13,9883860000
2012-08-14,9968700000
2012-08-15,9968700000
2012-08-16,10095960000
2012-08-17,10124240000
2012-08-20,10081820000
2012-08-21,9940420000
2012-08-22,10025260000
2012-08-23,9912140000
2012-08-24,10152520000
2012-08-27,10039400000
2012-08-28,10053540000
2012-08-29,9968700000
2012-08-30,9940420000
2012-08-31,9841440000
2012-09-04,9912140000
2012-09-05,9883860000
2012-09-06,10209080000
2012-09-07,10421180000
2012-09-10,10491880000
2012-09-11,10364620000
2012-09-12,10308060000
2012-09-13,10732260000
2012-09-14,10774680000
2012-09-17,10449460000
2012-09-18,10293920000
2012-09-19,10817100000
2012-09-20,10718120000
2012-09-21,10633280000
2012-09-24,10520160000
2012-09-25,10194940000
2012-09-26,10110100000
2012-09-27,10293920000
2012-09-28,10180800000
2012-10-01,10074690000
2012-10-02,10131210000
2012-10-03,10343160000
2012-10-04,10611630000
2012-10-05,10696410000
2012-10-08,10597500000
2012-10-09,10498590000
2012-10-10,10668150000
2012-10-11,10767060000
2012-10-12,10286640000
2012-10-15,10442070000
2012-10-16,10046430000
2012-10-17,10145340000
2012-10-18,10201860000
2012-10-19,10074690000
2012-10-22,10004040000
2012-10-23,9241020000
2012-10-24,9127980000
2012-10-25,9339930000
2012-10-26,9297540000
2012-10-31,9212760000
2012-11-01,9438840000
2012-11-02,9410580000
2012-11-05,9297540000
2012-11-06,9608400000
2012-11-07,9226890000
2012-11-08,9014940000
2012-11-09,9113850000
2012-11-12,9226890000
2012-11-13,9113850000
2012-11-14,8831250000
2012-11-15,8901900000
2012-11-16,8930160000
2012-11-19,9142110000
2012-11-20,9339930000
2012-11-21,9297540000
2012-11-23,9452970000
2012-11-26,9396450000
2012-11-27,9311670000
2012-11-28,9354060000
2012-11-29,9424710000
2012-11-30,9424710000
2012-12-03,9297540000
2012-12-04,9113850000
2012-12-05,9283410000
2012-12-06,9241020000
2012-12-07,9382320000
2012-12-10,9481230000
2012-12-11,9551880000
2012-12-12,9580140000
2012-12-13,9509490000
2012-12-14,9467100000
2012-12-17,9763830000
2012-12-18,9961650000
2012-12-19,9961650000
2012-12-20,10145340000
2012-12-21,10046430000
2012-12-24,9876870000
2012-12-26,9919260000
2012-12-27,9876870000
2012-12-28,9792090000
2012-12-31,10074690000
2013-01-02,10329030000
2013-01-03,10357290000
2013-01-04,10724670000
2013-01-07,10540980000
2013-01-08,10456200000
2013-01-09,10314900000
2013-01-10,10385550000
2013-01-11,10230120000
2013-01-14,10159470000
2013-01-15,10300770000
2013-01-16,10427940000
2013-01-17,10526850000
2013-01-18,10498590000
2013-01-22,10964880000
2013-01-23,10823580000
2013-01-24,10837710000
2013-01-25,10865970000
2013-01-28,10894230000
2013-01-29,10894230000
2013-01-30,11035530000
2013-01-31,10993140000
2013-02-01,11134440000
2013-02-04,11035530000
2013-02-05,11205090000
2013-02-06,11219220000
2013-02-07,11247480000
2013-02-08,11205090000
2013-02-11,11219220000
2013-02-12,11205090000
2013-02-13,11092050000
2013-02-14,11176830000
2013-02-15,11092050000
2013-02-19,11247480000
2013-02-20,10894230000
2013-02-21,10724670000
2013-02-22,10979010000
2013-02-25,10569240000
2013-02-26,10597500000
2013-02-27,10767060000
2013-02-28,10809450000
2013-03-01,10894230000
2013-03-04,11092050000
2013-03-05,11190960000
2013-03-06,11360519999
2013-03-07,11614860000
2013-03-08,11515950000
2013-03-11,11742030000
2013-03-12,11487690000
2013-03-13,11657250000
2013-03-14,11742030000
2013-03-15,11812680000
2013-03-18,11685510000
2013-03-19,11713769999
2013-03-20,11869200000
2013-03-21,11614860000
2013-03-22,11600730000
2013-03-25,11699640000
2013-03-26,11727900000
2013-03-27,11614860000
2013-03-28,11572470000
2013-04-01,11236020000
2013-04-02,11264039999
2013-04-03,11025870000
2013-04-04,11165970000
2013-04-05,11193990000
2013-04-08,11264039999
2013-04-09,11320080000
2013-04-10,11530230000
2013-04-11,11516220000
2013-04-12,11362110000
2013-04-15,10927800000
2013-04-16,11165970000
2013-04-17,10913790000
2013-04-18,10745670000
2013-04-19,10969830000
2013-04-22,10829730000
2013-04-23,11222010000
2013-04-24,11516220000
2013-04-25,11656320000
2013-04-26,11726369999
2013-04-29,11796420000
2013-04-30,11894490000
2013-05-01,11810430000
2013-05-02,11852460000
2013-05-03,12020580000
2013-05-06,12202710000
2013-05-07,12230730000
2013-05-08,12342810000
2013-05-09,12342810000
2013-05-10,12342810000
2013-05-13,12384840000
2013-05-14,12609000000
2013-05-15,12805140000
2013-05-16,12538949999
2013-05-17,12679050000
2013-05-20,12819150000
2013-05-21,12833160000
2013-05-22,12637020000
2013-05-23,12594990000
2013-05-24,12749100000
2013-05-28,12931230000
2013-05-29,12973260000
2013-05-30,13141380000
2013-05-31,12791130000
2013-06-03,12777119999
2013-06-04,12580980000
2013-06-05,12440880000
2013-06-06,12651030000
2013-06-07,12903210000
2013-06-10,13113360000
2013-06-11,12917220000
2013-06-12,12707070000
2013-06-13,12847170000
2013-06-14,12580980000
2013-06-17,12566970000
2013-06-18,12763110000
2013-06-19,12707070000
2013-06-20,12693060000
2013-06-21,12749100000
2013-06-24,12749100000
2013-06-25,12987270000
2013-06-26,13351530000
2013-06-27,13603710000
2013-06-28,13351530000
2013-07-01,13519120000
2013-07-02,13630160000
2013-07-03,13713440000
2013-07-05,14129840000
2013-07-08,14088200000
2013-07-09,14157599999
2013-07-10,14060440000
2013-07-11,13713440000
2013-07-12,13880000000
2013-07-15,13782840000
2013-07-16,13519120000
2013-07-17,13852240000
2013-07-18,14199240000
2013-07-19,14199240000
2013-07-22,14462960000
2013-07-23,14462960000
2013-07-24,14185360000
2013-07-25,14129840000
2013-07-26,14199240000
2013-07-29,13963280000
2013-07-30,13935519999
2013-07-31,13893880000
2013-08-01,14240880000
2013-08-02,14213120000
2013-08-05,14227000000
2013-08-06,13907760000
2013-08-07,13755080000
2013-08-08,13782840000
2013-08-09,13768960000
2013-08-12,13671800000
2013-08-13,13713440000
2013-08-14,13810599999
2013-08-15,13616280000
2013-08-16,13657920000
2013-08-19,13435840000
2013-08-20,13685680000
2013-08-21,13657920000
2013-08-22,13963280000
2013-08-23,13796720000
2013-08-26,13616280000
2013-08-27,13130480000
2013-08-28,13102720000
2013-08-29,13172120000
2013-08-30,13047200000
2013-09-03,12977800000
2013-09-04,13172120000
2013-09-05,13283160000
2013-09-06,13255400000
2013-09-09,13241519999
2013-09-10,13408080000
2013-09-11,13255400000
2013-09-12,13158240000
2013-09-13,13213760000
2013-09-16,13310920000
2013-09-17,13380320000
2013-09-18,13338680000
2013-09-19,12783480000
2013-09-20,12894519999
2013-09-23,12589160000
2013-09-24,12755720000
2013-09-25,12839000000
2013-09-26,12741840000
2013-09-27,12908400000
2013-09-30,12760280000
2013-10-01,12953200000
2013-10-02,12856740000
2013-10-03,12815400000
2013-10-04,12994540000
2013-10-07,12774060000
2013-10-08,12705160000
2013-10-09,12787840000
2013-10-10,13049660000
2013-10-11,13215020000
2013-10-14,13394160000
2013-10-15,13187460000
2013-10-16,13518180000
2013-10-17,13697320000
2013-10-18,13931580000
2013-10-21,13835119999
2013-10-22,13339040000
2013-10-23,13215020000
2013-10-24,13146119999
2013-10-25,13077220000
2013-10-28,13173680000
2013-10-29,13091000000
2013-10-30,13146119999
2013-10-31,13270140000
2013-11-01,13159900000
2013-11-04,13022099999
2013-11-05,13146119999
2013-11-06,13022099999
2013-11-07,12760280000
2013-11-08,13476840000
2013-11-11,13504400000
2013-11-12,13283920000
2013-11-13,13325260000
2013-11-14,13518180000
2013-11-15,13573300000
2013-11-18,13311480000
2013-11-19,13201240000
2013-11-20,13242580000
2013-11-21,13421720000
2013-11-22,13587080000
2013-11-25,13531960000
2013-11-26,13449280000
