,SLG
2023-06-02,1523704540
2023-06-05,1496140680
2023-06-06,1599985920
2023-06-07,1701908100
2023-06-08,1721138700
2023-06-09,1724343800
2023-06-12,1714728500
2023-06-13,1703190140
2023-06-14,1669857100
2023-06-15,1708959320
2023-06-16,1703831160
2023-06-20,1661523840
2023-06-21,1666652000
2023-06-22,1605114080
2023-06-23,1509602100
2023-06-26,1807676400
2023-06-27,1969213440
2023-06-28,1826907000
2023-06-29,1851265760
2023-06-30,1926625700
2023-07-03,1958682700
2023-07-05,1937525080
2023-07-06,1909956060
2023-07-07,2017667580
2023-07-10,2024720120
2023-07-11,2084346139
2023-07-12,2036260640
2023-07-13,2071523340
2023-07-14,2042030900
2023-07-17,2021514420
2023-07-18,2181158280
2023-07-19,2304257160
2023-07-20,2154871540
2023-07-21,2250401400
2023-07-24,2322850220
2023-07-25,2265147620
2023-07-26,2354907220
2023-07-27,2282458400
2023-07-28,2383758520
2023-07-31,2417738940
2023-08-01,2352342660
2023-08-02,2355548360
2023-08-03,2369012300
2023-08-04,2343366700
2023-08-07,2438896560
2023-08-08,2399787020
2023-08-09,2265788760
2023-08-10,2242707720
2023-08-11,2235655180
2023-08-14,2176670300
2023-08-15,2066394219
2023-08-16,2063188520
2023-08-17,2050365720
2023-08-18,2068317639
2023-08-21,2097810080
2023-08-22,2103580340
2023-08-23,2252324820
2023-08-24,2269635600
2023-08-25,2264506480
2023-08-28,2381835100
2023-08-29,2495316880
2023-08-30,2470312420
2023-08-31,2517115640
2023-09-01,2507498540
2023-09-05,2444666820
2023-09-06,2488905480
2023-09-07,2536990980
2023-09-08,2590205600
2023-09-11,2600463840
2023-09-12,2623544880
2023-09-13,2526732740
2023-09-14,2591487880
2023-09-15,2649831620
2023-09-18,2614568920
2023-09-19,2624827160
2023-09-20,2658807580
2023-09-21,2400428160
2023-09-22,2365165460
2023-09-25,2344648980
2023-09-26,2247836840
2023-09-27,2270917880
2023-09-28,2358112920
2023-09-29,2391452200
2023-10-02,2302415400
2023-10-03,2195727450
2023-10-04,2246196600
2023-10-05,2200838250
2023-10-06,2152924500
2023-10-09,2213615250
2023-10-10,2206587900
2023-10-11,2258973600
2023-10-12,2231503050
2023-10-13,2195727450
2023-10-16,2285166450
2023-10-17,2317108950
2023-10-18,2257057050
2023-10-19,2028987600
2023-10-20,2057097000
2023-10-23,1977879600
2023-10-24,2014932900
2023-10-25,1872469350
2023-10-26,1910800350
2023-10-27,1868636250
2023-10-30,1895467950
2023-10-31,1871191650
2023-11-01,1873747050
2023-11-02,2105649600
2023-11-03,2197644000
2023-11-06,2187422400
2023-11-07,2099261100
2023-11-08,2059013549
2023-11-09,1954881000
2023-11-10,1981712700
2023-11-13,1891634850
2023-11-14,2221920300
2023-11-15,2252585100
2023-11-16,2143980600
2023-11-17,2185505850
2023-11-20,2212337550
2023-11-21,2124815099
2023-11-22,2154202200
2023-11-24,2154841050
2023-11-27,2198282850
2023-11-28,2322219750
2023-11-29,2373966600
2023-11-30,2336274450
2023-12-01,2568177000
2023-12-04,2697224700
2023-12-05,2582870550
2023-12-06,2631423150
2023-12-07,2720223300
2023-12-08,2714473650
2023-12-11,2695308150
2023-12-12,2618007300
2023-12-13,2904212100
2023-12-14,3066480000
2023-12-15,2995567650
2023-12-18,2923377600
2023-12-19,2927210700
2023-12-20,2938071150
2023-12-21,2968097100
2023-12-22,2939348850
2023-12-26,3051786450
2023-12-27,2982151800
2023-12-28,2996845350
2023-12-29,2885685450
2024-01-02,2953941760
2024-01-03,2832361840
2024-01-04,2855519920
2024-01-05,2848443840
2024-01-08,2941076160
2024-01-09,2928210560
2024-01-10,2971953600
2024-01-11,2890257040
2024-01-12,2919847920
2024-01-16,2868385520
2024-01-17,2766104000
2024-01-18,2730723600
2024-01-19,2895403280
2024-01-22,2998328080
2024-01-23,2939789600
2024-01-24,2934000080
2024-01-25,3021486160
2024-01-26,3039498000
2024-01-29,3083241040
2024-01-30,3024059280
2024-01-31,2891543600
2024-02-01,2968093920
2024-02-02,2920491200
2024-02-05,2811776880
2024-02-06,2751308560
2024-02-07,2750022000
2024-02-08,2878678000
2024-02-09,2863239280
2024-02-12,2928853840
2024-02-13,2780256160
2024-02-14,2781542720
2024-02-15,2944935840
2024-02-16,3018269760
2024-02-20,2968093920
2024-02-21,2980316240
2024-02-22,3007977280
2024-02-23,2997041520
2024-02-26,3017626480
2024-02-27,3021486160
2024-02-28,2958444720
2024-02-29,3118621440
2024-03-01,3119264720
2024-03-04,3105755840
2024-03-05,3187452400
2024-03-06,3251780400
2024-03-07,3255640080
2024-03-08,3329617280
2024-03-11,3239558080
2024-03-12,3298739840
2024-03-13,3290377200
2024-03-14,3175230080
2024-03-15,3249850560
2024-03-18,3283301120
2024-03-19,3318038240
2024-03-20,3406810880
2024-03-21,3523244560
2024-03-22,3405524320
2024-03-25,3381722960
2024-03-26,3260143040
2024-03-27,3456986720
2024-03-28,3546402640
2024-04-01,3404881040
2024-04-02,3307102480
2024-04-03,3327687440
2024-04-04,3291020480
2024-04-05,3327687440
2024-04-08,3465349360
2024-04-09,3539969840
2024-04-10,3298739840
2024-04-11,3398448240
2024-04-12,3292950320
2024-04-15,3195815040
2024-04-16,3108328960
2024-04-17,3195171760
2024-04-18,3121194560
2024-04-19,3189382240
2024-04-22,3266575840
2024-04-23,3371430480
2024-04-24,3355348480
2024-04-25,3273008640
2024-04-26,3255640080
2024-04-29,3316751680
2024-04-30,3205464240
2024-05-01,3195171760
2024-05-02,3352132080
2024-05-03,3310962160
2024-05-06,3382366240
2024-05-07,3299383120
2024-05-08,3276225040
2024-05-09,3372717040
2024-05-10,3361138000
2024-05-13,3409384000
2024-05-14,3523244560
2024-05-15,3474355280
2024-05-16,3420319760
2024-05-17,3408740720
2024-05-20,3382366240
2024-05-21,3405524320
2024-05-22,3316751680
2024-05-23,3224762640
2024-05-24,3260143040
2024-05-28,3227335760
2024-05-29,3152715280
2024-05-30,3317394960
2024-05-31,3407454160
2024-06-03,3411313840
2024-06-04,3437045040
2024-06-05,3458916560
2024-06-06,3487864160
2024-06-07,3476928400
2024-06-10,3435758480
2024-06-11,3383652800
2024-06-12,3574706960
2024-06-13,3652543840
2024-06-14,3662193040
2024-06-17,3662836320
2024-06-18,3691140640
2024-06-20,3629385760
2024-06-21,3550262320
2024-06-24,3594648640
2024-06-25,3581783040
2024-06-26,3545759360
2024-06-27,3593362080
2024-06-28,3643537920
2024-07-01,3537396720
2024-07-02,3574706960
2024-07-03,3630029040
2024-07-05,3538040000
2024-07-08,3594648640
2024-07-09,3658976640
2024-07-10,3681491440
2024-07-11,3916288640
2024-07-12,3970324160
2024-07-15,4085771906
2024-07-16,4069683656
2024-07-17,3969292978
2024-07-18,3912662339
2024-07-19,3910731749
2024-07-22,3984094168
2024-07-23,4040081277
2024-07-24,3951917668
2024-07-25,4064535416
2024-07-26,4157847265
2024-07-29,4218982614
2024-07-30,4303285043
2024-07-31,4288483853
2024-08-01,4272395603
2024-08-02,4052951877
2024-08-05,3823211670
2024-08-06,4007261247
2024-08-07,3957709438
2024-08-08,4009835367
2024-08-09,4019488317
