,WU
2015-12-24,9333250000
2015-12-28,9202080000
2015-12-29,9297935000
2015-12-30,9202080000
2015-12-31,8955000000
2016-01-04,8810000000
2016-01-05,8775000000
2016-01-06,8574999999
2016-01-07,8525000000
2016-01-08,8455000000
2016-01-11,8435000000
2016-01-12,8515000000
2016-01-13,8295000000
2016-01-14,8564999999
2016-01-15,8320000000
2016-01-19,8220000000
2016-01-20,8250000000
2016-01-21,8455000000
2016-01-22,8705000000
2016-01-25,8470000000
2016-01-26,8650000000
2016-01-27,8425000000
2016-01-28,8560000000
2016-01-29,8920000000
2016-02-01,8820000000
2016-02-02,8539999999
2016-02-03,8640000000
2016-02-04,8775000000
2016-02-05,8780000000
2016-02-08,8705000000
2016-02-09,8500000000
2016-02-10,8505000000
2016-02-11,8439999999
2016-02-12,8780000000
2016-02-16,9200000000
2016-02-17,9245000000
2016-02-18,9105000000
2016-02-19,9095000000
2016-02-22,9180000000
2016-02-23,8975000000
2016-02-24,9065000000
2016-02-25,9175000000
2016-02-26,9230000000
2016-02-29,9130000000
2016-03-01,9310000000
2016-03-02,9230000000
2016-03-03,9545000000
2016-03-04,9625000000
2016-03-07,9760000000
2016-03-08,9555000000
2016-03-09,9610000000
2016-03-10,9380000000
2016-03-11,9555000000
2016-03-14,9550000000
2016-03-15,9240000000
2016-03-16,9325000000
2016-03-17,9500000000
2016-03-18,9565000000
2016-03-21,9550000000
2016-03-22,9450000000
2016-03-23,9400000000
2016-03-24,9390000000
2016-03-28,9425000000
2016-03-29,9570000000
2016-03-30,9665000000
2016-03-31,9457887000
2016-04-01,9555947000
2016-04-04,9506917000
2016-04-05,9457887000
2016-04-06,9658910000
2016-04-07,9531432000
2016-04-08,9609880000
2016-04-11,9668716000
2016-04-12,9752067000
2016-04-13,9835418000
2016-04-14,9781485000
2016-04-15,9801097000
2016-04-18,9859933000
2016-04-19,9864836000
2016-04-20,9894254000
2016-04-21,9840321000
2016-04-22,9840321000
2016-04-25,9791291000
2016-04-26,9908963000
2016-04-27,10060956000
2016-04-28,9864836000
2016-04-29,9806000000
2016-05-02,9855030000
2016-05-03,9722649000
2016-05-04,9320603000
2016-05-05,9237252000
2016-05-06,9315700000
2016-05-09,9340215000
2016-05-10,9492208000
2016-05-11,9389245000
2016-05-12,9438275000
2016-05-13,9403954000
2016-05-16,9423566000
2016-05-17,9340215000
2016-05-18,9354924000
2016-05-19,9261767000
2016-05-20,9438275000
2016-05-23,9310797000
2016-05-24,9443178000
2016-05-25,9511820000
2016-05-26,9448081000
2016-05-27,9546141000
2016-05-31,9536335000
2016-06-01,9541238000
2016-06-02,9551044000
2016-06-03,9526529000
2016-06-06,9609880000
2016-06-07,9619686000
2016-06-08,9693231000
2016-06-09,9629492000
2016-06-10,9492208000
2016-06-13,9345118000
2016-06-14,9276476000
2016-06-15,9247058000
2016-06-16,9217640000
2016-06-17,9325506000
2016-06-20,9315700000
2016-06-21,9286282000
2016-06-22,9359827000
2016-06-23,9502014000
2016-06-24,9124483000
2016-06-27,8879333000
2016-06-28,9168610000
2016-06-29,9227446000
2016-06-30,9340660000
2016-07-01,9428320000
2016-07-05,9316310000
2016-07-06,9340660000
2016-07-07,9253000000
2016-07-08,9530590000
2016-07-11,9545200000
2016-07-12,9730260000
2016-07-13,9686430000
2016-07-14,9759480000
2016-07-15,9803310000
2016-07-18,9803310000
2016-07-19,9788700000
2016-07-20,9827660000
2016-07-21,9822790000
2016-07-22,9866620000
2016-07-25,9842270000
2016-07-26,9939670000
2016-07-27,9929930000
2016-07-28,9837400000
2016-07-29,9740000000
2016-08-01,9720520000
2016-08-02,9559810000
2016-08-03,9701040000
2016-08-04,10076030000
2016-08-05,10227000000
2016-08-08,10153950000
2016-08-09,10202650000
2016-08-10,10197780000
2016-08-11,10265960000
2016-08-12,10212390000
2016-08-15,10231870000
2016-08-16,10144210000
2016-08-17,10241610000
2016-08-18,10265960000
2016-08-19,10324400000
2016-08-22,10426670000
2016-08-23,10407190000
2016-08-24,10441280000
2016-08-25,10460760000
2016-08-26,10524070000
2016-08-29,10451020000
2016-08-30,10499720000
2016-08-31,10480240000
2016-09-01,10431540000
2016-09-02,10524070000
2016-09-06,10597120000
2016-09-07,10601990000
2016-09-08,10377970000
2016-09-09,10105250000
2016-09-12,10212390000
2016-09-13,10017590000
2016-09-14,9886100000
2016-09-15,9895840000
2016-09-16,9900710000
2016-09-19,9740000000
2016-09-20,9657210000
2016-09-21,9832530000
2016-09-22,9895840000
2016-09-23,9886100000
2016-09-26,9871490000
2016-09-27,9866620000
2016-09-28,9983500000
2016-09-29,9978630000
2016-09-30,9990322036
2016-10-03,9889555099
2016-10-04,9755199183
2016-10-05,9740803907
2016-10-06,9788788162
2016-10-07,9798385013
2016-10-10,9736005481
2016-10-11,9558463735
2016-10-12,9625641693
2016-10-13,9558463735
2016-10-14,9654432246
2016-10-17,9520076330
2016-10-18,9491285777
2016-10-19,9596851140
2016-10-20,9592052714
2016-10-21,9596851140
2016-10-24,9759997609
2016-10-25,9769594460
2016-10-26,9496084203
2016-10-27,9548866884
2016-10-28,9563262161
2016-10-31,9630440118
2016-11-01,9472092075
2016-11-02,9548866884
2016-11-03,9491285777
2016-11-04,9419309393
2016-11-07,9769594460
2016-11-08,9798385013
2016-11-09,9534471607
2016-11-10,9568060586
2016-11-11,9798385013
2016-11-14,9875159823
2016-11-15,9875159823
2016-11-16,9860764546
2016-11-17,9899151950
2016-11-18,9827175567
2016-11-21,10100685824
2016-11-22,10206251187
2016-11-23,10302219698
2016-11-25,10307018124
2016-11-28,10172662208
2016-11-29,10153468506
2016-11-30,10091088973
2016-12-01,9951934632
2016-12-02,9822377141
2016-12-05,10023911015
2016-12-06,10378994507
2016-12-07,10618915786
2016-12-08,10623714211
2016-12-09,10561334679
2016-12-12,10450970891
2016-12-13,10455769317
2016-12-14,10335808677
2016-12-15,10239840166
2016-12-16,10196654336
2016-12-19,10374196082
2016-12-20,10412583486
2016-12-21,10393389784
2016-12-22,10460567742
2016-12-23,10484559870
2016-12-27,10570931530
2016-12-28,10426978763
2016-12-29,10474963019
2016-12-30,10422180338
2017-01-03,10541206000
2017-01-04,10752318000
2017-01-05,10704338000
2017-01-06,10829086000
2017-01-09,10819490000
2017-01-10,10665954000
2017-01-11,10709136000
2017-01-12,10613176000
2017-01-13,10637166000
2017-01-17,10560398000
2017-01-18,10483630000
2017-01-19,10138174000
2017-01-20,10066204000
2017-01-23,9941456000
2017-01-24,9797516000
2017-01-25,9634384000
2017-01-26,9399282000
2017-01-27,9399282000
2017-01-30,9408878000
2017-01-31,9394484000
2017-02-01,9375292000
2017-02-02,9466454000
2017-02-03,9581606000
2017-02-06,9514434000
2017-02-07,9519232000
2017-02-08,9552818000
2017-02-09,9778324000
2017-02-10,9471252000
2017-02-13,9370494000
2017-02-14,9442464000
2017-02-15,9399282000
2017-02-16,9380090000
2017-02-17,9509636000
2017-02-21,9504838000
2017-02-22,9591202000
2017-02-23,9557616000
2017-02-24,9677566000
2017-02-27,9658374000
2017-02-28,9423272000
2017-03-01,9552818000
2017-03-02,9562414000
2017-03-03,9576808000
2017-03-06,9548020000
2017-03-07,9548020000
2017-03-08,9514434000
2017-03-09,9437666000
2017-03-10,9437666000
2017-03-13,9394484000
2017-03-14,9725546000
2017-03-15,9682364000
2017-03-16,9696758000
2017-03-17,9787920000
2017-03-20,9696758000
2017-03-21,9639182000
2017-03-22,9658374000
2017-03-23,9658374000
2017-03-24,9715950000
2017-03-27,9610394000
2017-03-28,9667970000
2017-03-29,9715950000
2017-03-30,9831102000
2017-03-31,9552290000
2017-04-03,9280038000
2017-04-04,9251874000
2017-04-05,9228404000
2017-04-06,9195546000
2017-04-07,9087584000
2017-04-10,9115748000
2017-04-11,9162688000
2017-04-12,9115748000
2017-04-13,9082890000
2017-04-17,9148606000
2017-04-18,9233098000
2017-04-19,9284732000
2017-04-20,9383306000
2017-04-21,9275344000
2017-04-24,9425552000
2017-04-25,9444328000
2017-04-26,9434940000
2017-04-27,9378612000
2017-04-28,9322284000
2017-05-01,9373918000
2017-05-02,9449022000
2017-05-03,9040644000
2017-05-04,9106360000
2017-05-05,9101666000
2017-05-08,9181464000
2017-05-09,9148606000
2017-05-10,9219016000
2017-05-11,9134524000
2017-05-12,9050032000
2017-05-15,9111054000
2017-05-16,8989010000
2017-05-17,8871660000
2017-05-18,8848190000
2017-05-19,8923294000
2017-05-22,8974928000
2017-05-23,8834108000
2017-05-24,9045338000
2017-05-25,9064114000
2017-05-26,8951458000
2017-05-30,9003092000
2017-05-31,8927988000
2017-06-01,9125136000
2017-06-02,9050032000
2017-06-05,9106360000
2017-06-06,9021868000
2017-06-07,8979622000
2017-06-08,8890436000
2017-06-09,8923294000
2017-06-12,9040644000
2017-06-13,9129830000
2017-06-14,9026562000
2017-06-15,8913906000
2017-06-16,8956152000
2017-06-19,8965540000
2017-06-20,8895130000
2017-06-21,8843496000
2017-06-22,8815332000
2017-06-23,8998398000
2017-06-26,8923294000
2017-06-27,8862272000
2017-06-28,8904518000
2017-06-29,8852884000
2017-06-30,8816340000
2017-07-03,8862620000
2017-07-05,8649732000
2017-07-06,8547915999
2017-07-07,8631220000
2017-07-10,8654360000
2017-07-11,8696012000
2017-07-12,8797828000
2017-07-13,8765432000
2017-07-14,8802456000
2017-07-17,8793200000
2017-07-18,8774688000
2017-07-19,8876504000
2017-07-20,8830224000
2017-07-21,8834852000
2017-07-24,8867248000
2017-07-25,9015344000
2017-07-26,9015344000
2017-07-27,9117160000
2017-07-28,9094020000
2017-07-31,9140300000
2017-08-01,9131044000
2017-08-02,9019972000
2017-08-03,9061624000
2017-08-04,9126416000
2017-08-07,8969064000
2017-08-08,8932040000
2017-08-09,8922784000
2017-08-10,8751548000
2017-08-11,8746920000
2017-08-14,8857992000
2017-08-15,8895016000
2017-08-16,8969064000
2017-08-17,8793200000
2017-08-18,8737664000
2017-08-21,8737664000
2017-08-22,8807084000
2017-08-23,8779316000
2017-08-24,8783944000
2017-08-25,8793200000
2017-08-28,8811712000
2017-08-29,8825596000
2017-08-30,8760804000
2017-08-31,8756176000
2017-09-01,8696012000
2017-09-05,8645104000
2017-09-06,8566428000
2017-09-07,8580312000
2017-09-08,8649732000
2017-09-11,8742292000
2017-09-12,8895016000
2017-09-13,8844108000
2017-09-14,8765432000
2017-09-15,8751548000
2017-09-18,8839480000
2017-09-19,8816340000
2017-09-20,8770060000
2017-09-21,8751548000
2017-09-22,8788572000
2017-09-25,8807084000
2017-09-26,8668244000
2017-09-27,8793200000
2017-09-28,8820968000
2017-09-29,8885760000
2017-10-02,8916240000
2017-10-03,8907048000
2017-10-04,8920836000
2017-10-05,9031140000
2017-10-06,8971392000
2017-10-09,8971392000
2017-10-10,9008160000
2017-10-11,9072504000
2017-10-12,9072504000
2017-10-13,9095484000
2017-10-16,9081696000
2017-10-17,9054120000
2017-10-18,9095484000
2017-10-19,9127656000
2017-10-20,9334476000
2017-10-23,9283920000
2017-10-24,9237960000
2017-10-25,9205788000
2017-10-26,9306900000
2017-10-27,9311496000
2017-10-30,9063312000
2017-10-31,9127656000
2017-11-01,9182808000
2017-11-02,9228768000
2017-11-03,8962200000
2017-11-06,8930028000
2017-11-07,8805936000
2017-11-08,9077100000
2017-11-09,9228768000
2017-11-10,9256344000
2017-11-13,8971392000
2017-11-14,9031140000
2017-11-15,9008160000
2017-11-16,9086292000
2017-11-17,9044928000
2017-11-20,9044928000
2017-11-21,9054120000
2017-11-22,8985180000
2017-11-24,9031140000
2017-11-27,8953008000
2017-11-28,9049524000
2017-11-29,9054120000
2017-11-30,9049524000
2017-12-01,9058716000
2017-12-04,9058716000
2017-12-05,8985180000
2017-12-06,8916240000
2017-12-07,8971392000
2017-12-08,8911644000
2017-12-11,8975988000
2017-12-12,8962200000
2017-12-13,8902452000
2017-12-14,8893260000
2017-12-15,8953008000
2017-12-18,8989776000
2017-12-19,9003564000
2017-12-20,8948412000
2017-12-21,8851896000
2017-12-22,8769168000
2017-12-26,8681844000
2017-12-27,8640480000
2017-12-28,8764572000
2017-12-29,8736996000
2018-01-02,8782524000
2018-01-03,8777921000
2018-01-04,8952835000
2018-01-05,9482180000
2018-01-08,9891847000
2018-01-09,9684712000
2018-01-10,9772169000
2018-01-11,9749154000
2018-01-12,9721536000
2018-01-16,9491386000
2018-01-17,9316472000
2018-01-18,9293457000
2018-01-19,9316472000
2018-01-22,9459165000
2018-01-23,9542019000
2018-01-24,9445356000
2018-01-25,9574240000
2018-01-26,9739948000
2018-01-29,9588049000
2018-01-30,9482180000
2018-01-31,9569637000
2018-02-01,9523607000
2018-02-02,9334884000
2018-02-05,8994262000
2018-02-06,9118543000
2018-02-07,8971247000
2018-02-08,8658243000
2018-02-09,8911408000
2018-02-12,9100131000
2018-02-13,9090925000
2018-02-14,9344090000
2018-02-15,9298060000
2018-02-16,9325678000
2018-02-20,9321075000
2018-02-21,9247427000
2018-02-22,9247427000
2018-02-23,9316472000
2018-02-26,9344090000
2018-02-27,9201397000
2018-02-28,9123146000
2018-03-01,9049498000
2018-03-02,9146161000
2018-03-05,9159970000
2018-03-06,9159970000
2018-03-07,9187588000
2018-03-08,9049498000
2018-03-09,9284251000
2018-03-12,9265839000
2018-03-13,9376311000
2018-03-14,9348693000
2018-03-15,9215206000
2018-03-16,9224412000
2018-03-19,9040292000
2018-03-20,9090925000
2018-03-21,9058704000
2018-03-22,8906805000
2018-03-23,8745700000
2018-03-26,8842363000
2018-03-27,8695067000
2018-03-28,8846966000
2018-03-29,8851569000
2018-04-02,8654796000
2018-04-03,8545068000
2018-04-04,8727948000
2018-04-05,8723376000
2018-04-06,8526779999
2018-04-09,8554212000
2018-04-10,8705088000
2018-04-11,8650224000
2018-04-12,8691372000
2018-04-13,8631936000
2018-04-16,8750808000
2018-04-17,8874252000
2018-04-18,8855964000
2018-04-19,8874252000
2018-04-20,8723376000
2018-04-23,8750808000
2018-04-24,8695944000
2018-04-25,8755380000
2018-04-26,8951976000
2018-04-27,8842248000
2018-04-30,9029700000
2018-05-01,9102852000
2018-05-02,8801100000
2018-05-03,8869680000
2018-05-04,8965692000
2018-05-07,9043416000
2018-05-08,9015984000
2018-05-09,9107424000
2018-05-10,9171432000
2018-05-11,9089136000
2018-05-14,9029700000
2018-05-15,9157716000
2018-05-16,9153144000
2018-05-17,9194292000
2018-05-18,9185148000
2018-05-21,9208008000
2018-05-22,9235440000
2018-05-23,9198864000
2018-05-24,9171432000
2018-05-25,9144000000
2018-05-29,9006840000
2018-05-30,9121140000
2018-05-31,9093708000
2018-06-01,9171432000
2018-06-04,9308592000
2018-06-05,9427464000
2018-06-06,9578340000
2018-06-07,9500616000
2018-06-08,9514332000
2018-06-11,9550908000
2018-06-12,9646920000
2018-06-13,9587484000
2018-06-14,9445752000
2018-06-15,9459468000
2018-06-18,9491472000
2018-06-19,9601200000
2018-06-20,9683496000
2018-06-21,9637776000
2018-06-22,9665208000
2018-06-25,9500616000
2018-06-26,9427464000
2018-06-27,9285732000
2018-06-28,9281160000
2018-06-29,9294876000
2018-07-02,9132592000
2018-07-03,8985148000
2018-07-05,9070040000
2018-07-06,9047700000
2018-07-09,9070040000
2018-07-10,9132592000
2018-07-11,9070040000
2018-07-12,9119188000
2018-07-13,9096848000
2018-07-16,9056636000
2018-07-17,9114720000
2018-07-18,9007488000
2018-07-19,9065572000
2018-07-20,9061104000
2018-07-23,9029828000
2018-07-24,9034296000
2018-07-25,9110252000
2018-07-26,9114720000
2018-07-27,9052168000
2018-07-30,8985148000
2018-07-31,9007488000
2018-08-01,9003020000
2018-08-02,9199612000
2018-08-03,8667920000
2018-08-06,8524943999
2018-08-07,8565156000
2018-08-08,8556219999
2018-08-09,8453456000
2018-08-10,8417712000
2018-08-13,8377500000
2018-08-14,8404307999
2018-08-15,8444519999
2018-08-16,8426648000
2018-08-17,8448988000
2018-08-20,8475795999
2018-08-21,8440052000
2018-08-22,8475795999
2018-08-23,8440052000
2018-08-24,8408776000
2018-08-27,8417712000
2018-08-28,8404307999
2018-08-29,8440052000
2018-08-30,8399840000
2018-08-31,8453456000
2018-09-04,8426648000
2018-09-05,8359628000
2018-09-06,8471328000
2018-09-07,8440052000
2018-09-10,8551752000
2018-09-11,8560688000
2018-09-12,8623240000
2018-09-13,8373031999
2018-09-14,8368564000
2018-09-17,8274736000
2018-09-18,8337288000
2018-09-19,8310480000
2018-09-20,8364095999
2018-09-21,8502604000
2018-09-24,8390904000
2018-09-25,8386436000
2018-09-26,8516007999
2018-09-27,8462392000
2018-09-28,8516007999
2018-10-01,8419529000
2018-10-02,8366381000
2018-10-03,8450531999
2018-10-04,8237940000
2018-10-05,8047493000
2018-10-08,7981058000
2018-10-09,8047493000
2018-10-10,7865904000
2018-10-11,7826043000
2018-10-12,7932339000
2018-10-15,7989916000
2018-10-16,8149359999
2018-10-17,8158218000
2018-10-18,8122786000
2018-10-19,8051922000
2018-10-22,7976629000
2018-10-23,7945626000
2018-10-24,7826043000
2018-10-25,7941197000
2018-10-26,7803898000
2018-10-29,7790611000
2018-10-30,7914623000
2018-10-31,7989916000
2018-11-01,8003203000
2018-11-02,7932339000
2018-11-05,8167076000
2018-11-06,8184792000
2018-11-07,8189220999
2018-11-08,8401812999
2018-11-09,8335378000
2018-11-12,8220223999
2018-11-13,8366381000
2018-11-14,8357523000
2018-11-15,8308804000
2018-11-16,8366381000
2018-11-19,8286659000
2018-11-20,8246798000
2018-11-21,8162647000
2018-11-23,8175934000
2018-11-26,8206937000
2018-11-27,8260084999
2018-11-28,8348665000
2018-11-29,8273372000
2018-11-30,8295517000
2018-12-03,8291087999
2018-12-04,8131644000
2018-12-06,8189220999
2018-12-07,8038634999
2018-12-10,8105070000
2018-12-11,8136073000
2018-12-12,8211366000
2018-12-13,8282230000
2018-12-14,8051922000
2018-12-17,7892478000
2018-12-18,7817184999
2018-12-19,7746320999
2018-12-20,7542587000
2018-12-21,7454006999
2018-12-24,7329995000
2018-12-26,7533729000
2018-12-27,7569161000
2018-12-28,7547016000
2018-12-31,7467161999
2019-01-02,7502178000
2019-01-03,7383999000
2019-01-04,7480293000
2019-01-07,7458408000
2019-01-08,7471539000
2019-01-09,7580964000
2019-01-10,7620357000
2019-01-11,7668504000
2019-01-14,7659750000
2019-01-15,7747290000
2019-01-16,7769175000
2019-01-17,7847961000
2019-01-18,7992402000
2019-01-22,7917993000
2019-01-23,7909239000
2019-01-24,7957386000
2019-01-25,7979271000
2019-01-28,7953009000
2019-01-29,7935501000
2019-01-30,8014286999
2019-01-31,7988025000
2019-02-01,8088696000
2019-02-04,8058057000
2019-02-05,8101827000
2019-02-06,8141220000
2019-02-07,8018664000
2019-02-08,7882977000
2019-02-11,7817322000
2019-02-12,7874222999
2019-02-13,7856715000
2019-02-14,7769175000
2019-02-15,7791060000
2019-02-19,7808568000
2019-02-20,7808568000
2019-02-21,7716651000
2019-02-22,7804190999
2019-02-25,7751667000
2019-02-26,7760421000
2019-02-27,7791060000
2019-02-28,7821699000
2019-03-01,7970517000
2019-03-04,7979271000
2019-03-05,7909239000
2019-03-06,7939878000
2019-03-07,7751667000
2019-03-08,7847961000
2019-03-11,7948632000
2019-03-12,7957386000
2019-03-13,8053679999
2019-03-14,7961763000
2019-03-15,8031795000
2019-03-18,7957386000
2019-03-19,7909239000
2019-03-20,7878600000
2019-03-21,8018664000
2019-03-22,7988025000
2019-03-25,7966140000
2019-03-26,8128089000
2019-03-27,8128089000
2019-03-28,8154351000
2019-03-29,8084318999
2019-04-01,8023800000
2019-04-02,8139900000
2019-04-03,8200100000
2019-04-04,8178600000
2019-04-05,8337700000
2019-04-08,8376400000
2019-04-09,8333400000
2019-04-10,8329100000
2019-04-11,8243100000
2019-04-12,8217300000
2019-04-15,8243100000
2019-04-16,8273199999
2019-04-17,8299000000
2019-04-18,8299000000
2019-04-22,8286100000
2019-04-23,8346300000
2019-04-24,8359200000
2019-04-25,8247400000
2019-04-26,8466700000
2019-04-29,8346300000
2019-04-30,8359200000
2019-05-01,8307600000
2019-05-02,8286100000
2019-05-03,8299000000
2019-05-06,8264599999
2019-05-07,8256000000
2019-05-08,8256000000
2019-05-09,8256000000
2019-05-10,8341999999
2019-05-13,8195799999
2019-05-14,8307600000
2019-05-15,8359200000
2019-05-16,8428000000
2019-05-17,8307600000
2019-05-20,8268900000
2019-05-21,8346300000
2019-05-22,8372099999
2019-05-23,8372099999
2019-05-24,8324800000
2019-05-28,8316200000
2019-05-29,8324800000
2019-05-30,8303299999
2019-05-31,8341999999
2019-06-03,8337700000
2019-06-04,8759100000
2019-06-05,8535500000
2019-06-06,8582800000
2019-06-07,8664500000
2019-06-10,8608600000
2019-06-11,8552700000
2019-06-12,8660200000
2019-06-13,8625800000
2019-06-14,8638700000
2019-06-17,8625800000
2019-06-18,8415100000
2019-06-19,8475300000
2019-06-20,8552700000
2019-06-21,8638700000
2019-06-24,8574200000
2019-06-25,8574200000
2019-06-26,8428000000
2019-06-27,8462400000
2019-06-28,8552700000
2019-07-01,8457534000
2019-07-02,8533728000
2019-07-03,8571825000
2019-07-05,8614155000
2019-07-08,8614155000
2019-07-09,8741145000
2019-07-10,8698815000
2019-07-11,8639553000
2019-07-12,8677650000
2019-07-15,8791941000
2019-07-16,8690349000
2019-07-17,8631087000
2019-07-18,8681883000
2019-07-19,8635320000
2019-07-22,8635320000
2019-07-23,8745378000
2019-07-24,8838504000
2019-07-25,8821572000
2019-07-26,8918931000
2019-07-29,8948562000
2019-07-30,8846970000
2019-07-31,8889300000
2019-08-01,8927397000
2019-08-02,9236406000
2019-08-05,8910465000
2019-08-06,9050154000
2019-08-07,9058620000
2019-08-08,9147513000
2019-08-09,9139047000
2019-08-12,9016290000
2019-08-13,9062853000
2019-08-14,8791941000
2019-08-15,8838504000
2019-08-16,8927397000
2019-08-19,9054387000
2019-08-20,9054387000
2019-08-21,9215241000
2019-08-22,9270270000
2019-08-23,9050154000
2019-08-26,9168678000
2019-08-27,9257571000
2019-08-28,9299901000
2019-08-29,9363396000
2019-08-30,9363396000
2019-09-03,9287202000
2019-09-04,9426891000
2019-09-05,9566580000
2019-09-06,9672405000
2019-09-09,9862890000
2019-09-10,9829026000
2019-09-11,10049142000
2019-09-12,10057608000
2019-09-13,9888288000
2019-09-16,9634308000
2019-09-17,9676638000
2019-09-18,9655473000
2019-09-19,9613143000
2019-09-20,9528483000
2019-09-23,9481920000
2019-09-24,9274503000
2019-09-25,9456522000
2019-09-26,9498852000
2019-09-27,9757065000
2019-09-30,9719815000
2019-10-01,9740790000
2019-10-02,9552015000
2019-10-03,9606550000
2019-10-04,9778545000
2019-10-07,9782740000
2019-10-08,9715620000
2019-10-09,9807910000
2019-10-10,9883420000
2019-10-11,9954735000
2019-10-14,9967320000
2019-10-15,10055415000
2019-10-16,10051220000
2019-10-17,10042830000
2019-10-18,10080585000
2019-10-21,10214825000
2019-10-22,10168680000
2019-10-23,10286140000
2019-10-24,10391015000
2019-10-25,10411990000
2019-10-28,10495890000
2019-10-29,10500085000
2019-10-30,10571400000
2019-10-31,10512670000
2019-11-01,11108360000
2019-11-04,11162895000
2019-11-05,11120945000
2019-11-06,11523665000
2019-11-07,11687270000
2019-11-08,11691465000
2019-11-11,11477520000
2019-11-12,11179675000
2019-11-13,11074800000
2019-11-14,11108360000
2019-11-15,11242600000
2019-11-18,11360060000
2019-11-19,11473325000
2019-11-20,11313915000
2019-11-21,11339085000
2019-11-22,11326500000
2019-11-25,11485910000
2019-11-26,11481715000
2019-11-27,11443960000
2019-11-29,11276160000
2019-12-02,11288745000
2019-12-03,11221625000
2019-12-04,11225820000
2019-12-05,11259380000
2019-12-06,11267770000
2019-12-09,11297135000
2019-12-10,11246795000
2019-12-11,11154505000
2019-12-12,11347475000
2019-12-13,11422985000
2019-12-16,11381035000
2019-12-17,11267770000
2019-12-18,11271965000
2019-12-19,11397815000
2019-12-20,11506885000
2019-12-23,11385230000
2019-12-24,11355865000
2019-12-26,11448155000
2019-12-27,11481715000
2019-12-30,11234210000
2019-12-31,11094954000
2020-01-02,10850517000
2020-01-03,10813230000
2020-01-06,10709655000
2020-01-07,10759371000
2020-01-08,10854660000
2020-01-09,11045238000
2020-01-10,10879518000
2020-01-13,10978950000
2020-01-14,11049381000
2020-01-15,11215101000
2020-01-16,11430537000
2020-01-17,11505111000
2020-01-21,11318676000
2020-01-22,11426394000
2020-01-23,11496825000
2020-01-24,11227530000
2020-01-27,11248245000
2020-01-28,11389107000
2020-01-29,11397393000
2020-01-30,11434680000
2020-01-31,11144670000
2020-02-03,11223387000
2020-02-04,11376678000
2020-02-05,11567256000
2020-02-06,11587971000
2020-02-07,11455395000
2020-02-10,11724690000
2020-02-11,11699832000
2020-02-12,10825659000
2020-02-13,10796658000
2020-02-14,10871232000
2020-02-18,10684797000
2020-02-19,10862946000
2020-02-20,10978950000
2020-02-21,10676511000
2020-02-24,10403073000
2020-02-25,9968058000
2020-02-26,9864483000
2020-02-27,9408753000
2020-02-28,9276177000
2020-03-02,9731907000
2020-03-03,9549615000
2020-03-04,9901770000
2020-03-05,9272034000
2020-03-06,9259605000
2020-03-09,8356431000
2020-03-10,9073170000
2020-03-11,9002739000
2020-03-12,8567724000
2020-03-13,9168459000
2020-03-16,8634012000
2020-03-17,9346608000
2020-03-18,8928165000
2020-03-19,8315001000
2020-03-20,7610691000
2020-03-23,7685265000
2020-03-24,7917273000
2020-03-25,7971131999
2020-03-26,8600868000
2020-03-27,8178281999
2020-03-30,7834413000
2020-03-31,7460495000
2020-04-01,7242400000
2020-04-02,7345275000
2020-04-03,7291780000
2020-04-06,7909030000
2020-04-07,8180620000
2020-04-08,8336990000
2020-04-09,8308185000
2020-04-13,8205310000
2020-04-14,8295840000
2020-04-15,7871995000
2020-04-16,7892570000
2020-04-17,8201195000
2020-04-20,7954294999
2020-04-21,7690935000
2020-04-22,7781465000
2020-04-23,7834960000
2020-04-24,7612750000
2020-04-27,7871995000
2020-04-28,7871995000
2020-04-29,8213540000
2020-04-30,7847305000
2020-05-01,7620980000
2020-05-04,7756775000
2020-05-05,7966640000
2020-05-06,8011905000
2020-05-07,8003675000
2020-05-08,8201195000
2020-05-11,7946064999
2020-05-12,7765005000
2020-05-13,7538680000
2020-05-14,7563370000
2020-05-15,7641555000
2020-05-18,7983099999
2020-05-19,7719740000
2020-05-20,7871995000
2020-05-21,7773235000
2020-05-22,7822615000
2020-05-26,8155930000
2020-05-27,8349335000
2020-05-28,8386370000
2020-05-29,8238230000
2020-06-01,8522165000
2020-06-02,9485075000
2020-06-03,9423350000
2020-06-04,9670250000
2020-06-05,10102325000
2020-06-08,10213430000
2020-06-09,10036485000
2020-06-10,9756665000
2020-06-11,9258750000
2020-06-12,9266980000
2020-06-15,9098265000
2020-06-16,9048885000
2020-06-17,8999505000
2020-06-18,8921320000
2020-06-19,8892515000
2020-06-22,8950125000
2020-06-23,8917205000
2020-06-24,8620925000
2020-06-25,8711455000
2020-06-26,8686765000
2020-06-29,8764950000
2020-06-30,8898792000
2020-07-01,8927604000
2020-07-02,8869980000
2020-07-06,8898792000
2020-07-07,8639484000
2020-07-08,8668296000
2020-07-09,8532468000
2020-07-10,8779428000
2020-07-13,8837052000
2020-07-14,8874096000
2020-07-15,9108708000
2020-07-16,9034620000
2020-07-17,9051084000
2020-07-20,9014040000
2020-07-21,8989344000
2020-07-22,9330972000
2020-07-23,9351552000
2020-07-24,9248652000
2020-07-27,9363900000
2020-07-28,9244536000
2020-07-29,9940140000
2020-07-30,9973068000
2020-07-31,9993648000
2020-08-03,9964836000
2020-08-04,9956604000
2020-08-05,9417408000
2020-08-06,9368016000
2020-08-07,9577932000
2020-08-10,9623208000
2020-08-11,9561468000
2020-08-12,9619092000
