,CL
2009-04-14,28645728000
2009-04-15,29025804000
2009-04-16,29615922000
2009-04-17,30416082000
2009-04-20,30246048000
2009-04-21,30306060000
2009-04-22,29625924000
2009-04-23,29495898000
2009-04-24,29585916000
2009-04-27,29695938000
2009-04-28,29495898000
2009-04-29,29865972000
2009-04-30,29505900000
2009-05-01,30706140000
2009-05-04,31146228000
2009-05-05,30786156000
2009-05-06,30686136000
2009-05-07,30946188000
2009-05-08,30916182000
2009-05-11,31106220000
2009-05-12,31736346000
2009-05-13,32076414000
2009-05-14,31726344000
2009-05-15,31756350000
2009-05-18,32246448000
2009-05-19,32116422000
2009-05-20,31956390000
2009-05-21,31956390000
2009-05-22,32066412000
2009-05-26,32386476000
2009-05-27,31756350000
2009-05-28,31996398000
2009-05-29,32986595999
2009-06-01,34716942000
2009-06-02,35127024000
2009-06-03,35427084000
2009-06-04,35667132000
2009-06-05,35457090000
2009-06-08,35447088000
2009-06-09,35097018000
2009-06-10,35187036000
2009-06-11,35137026000
2009-06-12,35697138000
2009-06-15,34986996000
2009-06-16,34306859999
2009-06-17,34766952000
2009-06-18,35417082000
2009-06-19,35297058000
2009-06-22,35287056000
2009-06-23,35187036000
2009-06-24,35107020000
2009-06-25,35727144000
2009-06-26,35887176000
2009-06-29,35877174000
2009-06-30,35306334000
2009-07-01,36005074000
2009-07-02,35975128000
2009-07-06,37123058000
2009-07-07,36494192000
2009-07-08,36603994000
2009-07-09,36464246000
2009-07-10,35555884000
2009-07-13,36354444000
2009-07-14,36603994000
2009-07-15,36484210000
2009-07-16,36703814000
2009-07-17,36693832000
2009-07-20,36643922000
2009-07-21,36833580000
2009-07-22,36653904000
2009-07-23,37222878000
2009-07-24,37482410000
2009-07-27,37482410000
2009-07-28,37622158000
2009-07-29,37861726000
2009-07-30,35855344000
2009-07-31,36154804000
2009-08-03,36005074000
2009-08-04,36045002000
2009-08-05,35735560000
2009-08-06,35685650000
2009-08-07,35446082000
2009-08-10,35585830000
2009-08-11,35825398000
2009-08-12,35845362000
2009-08-13,35955164000
2009-08-14,35815416000
2009-08-17,35605794000
2009-08-18,35575848000
2009-08-19,35925218000
2009-08-20,36324498000
2009-08-21,36514156000
2009-08-24,36344462000
2009-08-25,36484210000
2009-08-26,36584030000
2009-08-27,36554084000
2009-08-28,36314516000
2009-08-31,36284570000
2009-09-01,35825398000
2009-09-02,35935200000
2009-09-03,35525938000
2009-09-04,35476028000
2009-09-08,35685650000
2009-09-09,35955164000
2009-09-10,36554084000
2009-09-11,37552284000
2009-09-14,37462446000
2009-09-15,37162986000
2009-09-16,37682050000
2009-09-17,37562266000
2009-09-18,37981510000
2009-09-21,37781870000
2009-09-22,37761906000
2009-09-23,38111276000
2009-09-24,38121258000
2009-09-25,38181150000
2009-09-28,38121258000
2009-09-29,38211096000
2009-09-30,37941672000
2009-10-01,37712868000
2009-10-02,38220216000
2009-10-05,38230164000
2009-10-06,38757408000
2009-10-07,38677824000
2009-10-08,39155328000
2009-10-09,39155328000
2009-10-12,39602988000
2009-10-13,39125484000
2009-10-14,39125484000
2009-10-15,39185172000
2009-10-16,39423924000
2009-10-19,39533352000
2009-10-20,39513456000
2009-10-21,39254808000
2009-10-22,39483612000
2009-10-23,38657928000
2009-10-26,38508708000
2009-10-27,38727564000
2009-10-28,38638032000
2009-10-29,39264756000
2009-10-30,39115536000
2009-11-02,39145380000
2009-11-03,38578344000
2009-11-04,38966316000
2009-11-05,39593040000
2009-11-06,39732312000
2009-11-09,40408776000
2009-11-10,40528152000
2009-11-11,40647528000
2009-11-12,40040700000
2009-11-13,40538100000
2009-11-16,40985760000
2009-11-17,41204616000
2009-11-18,42716712000
2009-11-19,41990508000
2009-11-20,41771652000
2009-11-23,42070092000
2009-11-24,42308844000
2009-11-25,42010404000
2009-11-27,41602536000
2009-11-30,41881080000
2009-12-01,42657024000
2009-12-02,42935568000
2009-12-03,42597336000
2009-12-04,42388428000
2009-12-07,41274252000
2009-12-08,40786800000
2009-12-09,41035500000
2009-12-10,41194668000
2009-12-11,41741808000
2009-12-14,42030300000
2009-12-15,42030300000
2009-12-16,42089988000
2009-12-17,41224512000
2009-12-18,41095188000
2009-12-21,41403576000
2009-12-22,41403576000
2009-12-23,41503056000
2009-12-24,41353836000
2009-12-28,41264304000
2009-12-29,41214564000
2009-12-30,41214564000
2009-12-31,40552518000
2010-01-04,40907982000
2010-01-05,41233824000
2010-01-06,41144958000
2010-01-07,40977100000
2010-01-08,40236550000
2010-01-11,40058818000
2010-01-12,39831716000
2010-01-13,40019322000
2010-01-14,39703354000
2010-01-15,39496000000
2010-01-19,39792220000
2010-01-20,39110914000
2010-01-21,39041796000
2010-01-22,39851464000
2010-01-25,39732976000
2010-01-26,39683606000
2010-01-27,39693480000
2010-01-28,39496000000
2010-01-29,39515748000
2010-02-01,39466378000
2010-02-02,40019322000
2010-02-03,39900834000
2010-02-04,39338016000
2010-02-05,39130662000
2010-02-08,39051670000
2010-02-09,39584866000
2010-02-10,39407134000
2010-02-11,39663858000
2010-02-12,39328142000
2010-02-16,39802094000
2010-02-17,40088440000
2010-02-18,40700628000
2010-02-19,40364912000
2010-02-22,40522896000
2010-02-23,40434030000
2010-02-24,40957352000
2010-02-25,41036344000
2010-02-26,40947478000
2010-03-01,41362186000
2010-03-02,41401682000
2010-03-03,41401682000
2010-03-04,41549792000
2010-03-05,41579414000
2010-03-08,41451052000
2010-03-09,41717650000
2010-03-10,41263446000
2010-03-11,41510296000
2010-03-12,41539918000
2010-03-15,41658406000
2010-03-16,41776894000
2010-03-17,41786768000
2010-03-18,41855886000
2010-03-19,41885508000
2010-03-22,41944752000
2010-03-23,42132358000
2010-03-24,41638658000
2010-03-25,41184454000
2010-03-26,41688028000
2010-03-29,41954626000
2010-03-30,42191602000
2010-03-31,42489074385
2010-04-01,42768148765
2010-04-05,42668479344
2010-04-06,42319636368
2010-04-07,42419305790
2010-04-08,42140231410
2010-04-09,42000694220
2010-04-12,42249867773
2010-04-13,42140231410
2010-04-14,42180099178
2010-04-15,41990727277
2010-04-16,41990727277
2010-04-19,41930925625
2010-04-20,42130264468
2010-04-21,42210000005
2010-04-22,41851190087
2010-04-23,41502347112
2010-04-26,41960826451
2010-04-27,41661818187
2010-04-28,42359504137
2010-04-29,42259834716
2010-04-30,41910991740
2010-05-03,42000694220
2010-05-04,41303008269
2010-05-05,41223272732
2010-05-06,40754826451
2010-05-07,39977404963
2010-05-10,41452512401
2010-05-11,41283074385
2010-05-12,41641884302
2010-05-13,41432578517
2010-05-14,41243206616
2010-05-17,41771454550
2010-05-18,41432578517
2010-05-19,40934231410
2010-05-20,40017272732
2010-05-21,39668429757
2010-05-24,39239851244
2010-05-25,39040512401
2010-05-26,38861107442
2010-05-27,39259785128
2010-05-28,38920909095
2010-06-01,38332859508
2010-06-02,38980710748
2010-06-03,39309619839
2010-06-04,38492330583
2010-06-07,38691669426
2010-06-08,39249818186
2010-06-09,39229884302
2010-06-10,39608628104
2010-06-11,39439190087
2010-06-14,39528892566
2010-06-15,40276413228
2010-06-16,40186710748
2010-06-17,40316280996
2010-06-18,40166776864
2010-06-21,40445851244
2010-06-22,40336214881
2010-06-23,40037206616
2010-06-24,40027239674
2010-06-25,39389355376
2010-06-28,39489024798
2010-06-29,38871074385
2010-06-30,38277360000
2010-07-01,38316240000
2010-07-02,38257920000
2010-07-06,38287080000
2010-07-07,39356280000
2010-07-08,39832560000
2010-07-09,39920040000
2010-07-12,40260240000
2010-07-13,40406040000
2010-07-14,40493520000
2010-07-15,40386600000
2010-07-16,40260240000
2010-07-19,40396320000
2010-07-20,40814280000
2010-07-21,40357440000
2010-07-22,40133880000
2010-07-23,40571280000
2010-07-26,40697640000
2010-07-27,41115600000
2010-07-28,40755960000
2010-07-29,37966320000
2010-07-30,38384280000
2010-08-02,38034360000
2010-08-03,37976040000
2010-08-04,37937160000
2010-08-05,37490040000
2010-08-06,37179000000
2010-08-09,37072080000
2010-08-10,37898280000
2010-08-11,37169280000
2010-08-12,37431720000
2010-08-13,37130400000
2010-08-16,37023480000
2010-08-17,37159560000
2010-08-18,37324800000
2010-08-19,37305360000
2010-08-20,36955440000
2010-08-23,36702720000
2010-08-24,36683280000
2010-08-25,36586080000
2010-08-26,35964000000
2010-08-27,36090360000
2010-08-30,35895960000
2010-08-31,35886240000
2010-09-01,36411120000
2010-09-02,36372240000
2010-09-03,36381960000
2010-09-07,36333360000
2010-09-08,36255600000
2010-09-09,36236160000
2010-09-10,36537480000
2010-09-13,36479160000
2010-09-14,36654120000
2010-09-15,37072080000
2010-09-16,37217880000
2010-09-17,37606680000
2010-09-20,38034360000
2010-09-21,38180160000
2010-09-22,38131560000
2010-09-23,37937160000
2010-09-24,38160720000
2010-09-27,38355120000
2010-09-28,38306520000
2010-09-29,38063520000
2010-09-30,37008090000
2010-10-01,36873270000
2010-10-04,36796230000
2010-10-05,36073980000
2010-10-06,35611740000
2010-10-07,35515440000
2010-10-08,36064350000
2010-10-11,36045090000
2010-10-12,36083610000
2010-10-13,36468810000
2010-10-14,36516960000
2010-10-15,36545850000
2010-10-18,36950310000
2010-10-19,36719190000
2010-10-20,37162170000
2010-10-21,36931050000
2010-10-22,36998460000
2010-10-25,37017720000
2010-10-26,36815490000
2010-10-27,36353250000
2010-10-28,36073980000
2010-10-29,37133280000
2010-11-01,37200690000
2010-11-02,37585890000
2010-11-03,37778490000
2010-11-04,37768860000
2010-11-05,37354770000
2010-11-08,37325880000
2010-11-09,37075500000
2010-11-10,37046610000
2010-11-11,36959940000
2010-11-12,36873270000
2010-11-15,37739970000
2010-11-16,36988830000
2010-11-17,37258470000
2010-11-18,37662930000
2010-11-19,37817010000
2010-11-22,37749600000
2010-11-23,37441440000
2010-11-24,37547370000
2010-11-26,37268100000
2010-11-29,37171800000
2010-11-30,36863640000
2010-12-01,37191060000
2010-12-02,37441440000
2010-12-03,37537740000
2010-12-06,37431810000
2010-12-07,37643670000
2010-12-08,37865160000
2010-12-09,37653300000
2010-12-10,37662930000
2010-12-13,38211840000
2010-12-14,38895570000
2010-12-15,39001500000
2010-12-16,39088170000
2010-12-17,39001500000
2010-12-20,38731860000
2010-12-21,38471850000
2010-12-22,38962980000
2010-12-23,38780010000
2010-12-27,38722230000
2010-12-28,38895570000
2010-12-29,38741490000
2010-12-30,38664450000
2010-12-31,39659492000
2011-01-03,39363452000
2011-01-04,39314112000
2011-01-05,39067412000
2011-01-06,38840448000
2011-01-07,38652956000
2011-01-10,38435860000
2011-01-11,38593748000
2011-01-12,38692428000
2011-01-13,38643088000
2011-01-14,38643088000
2011-01-18,38682560000
2011-01-19,38978600000
2011-01-20,38978600000
2011-01-21,38978600000
2011-01-24,39393056000
2011-01-25,39531208000
2011-01-26,39472000000
2011-01-27,38189160000
2011-01-28,37991800000
2011-01-31,37883252000
2011-02-01,37853648000
2011-02-02,37528004000
2011-02-03,37458928000
2011-02-04,37616816000
2011-02-07,37636552000
2011-02-08,38761504000
2011-02-09,38643088000
2011-02-10,38356916000
2011-02-11,38939128000
2011-02-14,38978600000
2011-02-15,38603616000
2011-02-16,38751636000
2011-02-17,38682560000
2011-02-18,38692428000
2011-02-22,38781240000
2011-02-23,38672692000
2011-02-24,38317444000
2011-02-25,38544408000
2011-02-28,38741768000
2011-03-01,38307576000
2011-03-02,38139820000
2011-03-03,38524672000
2011-03-04,38238500000
2011-03-07,38258236000
2011-03-08,38583880000
2011-03-09,38978600000
2011-03-10,38968732000
2011-03-11,39067412000
2011-03-14,38623352000
2011-03-15,38129952000
2011-03-16,37824044000
2011-03-17,37843780000
2011-03-18,37972064000
2011-03-21,38692428000
2011-03-22,38692428000
2011-03-23,38623352000
2011-03-24,39620020000
2011-03-25,39541076000
2011-03-28,39718700000
2011-03-29,39679228000
2011-03-30,40073948000
2011-03-31,39532020000
2011-04-01,39414540000
2011-04-04,39659290000
2011-04-05,39571180000
2011-04-06,39913830000
2011-04-07,39923620000
2011-04-08,39786560000
2011-04-11,39952990000
2011-04-12,40403330000
2011-04-13,39952990000
2011-04-14,40060680000
2011-04-15,40050890000
2011-04-18,39825720000
2011-04-19,39855090000
2011-04-20,39786560000
2011-04-21,39473280000
2011-04-25,39111050000
2011-04-26,39434120000
2011-04-27,39678870000
2011-04-28,40618710000
2011-04-29,41294220000
2011-05-02,41392120000
2011-05-03,41460650000
2011-05-04,41920780000
2011-05-05,41558550000
2011-05-06,41548760000
2011-05-09,41597710000
2011-05-10,41832670000
2011-05-11,41646660000
2011-05-12,42694190000
2011-05-13,42371120000
2011-05-16,42077420000
2011-05-17,42234060000
2011-05-18,42204690000
2011-05-19,42537550000
2011-05-20,42371120000
2011-05-23,42136160000
2011-05-24,41901200000
2011-05-25,41646660000
2011-05-26,41764140000
2011-05-27,41959940000
2011-05-31,42850830000
2011-06-01,42547340000
2011-06-02,41842460000
2011-06-03,41176740000
2011-06-06,41323590000
2011-06-07,41069050000
2011-06-08,41225690000
2011-06-09,41656450000
2011-06-10,41460650000
2011-06-13,41773930000
2011-06-14,42390700000
2011-06-15,41979520000
2011-06-16,42380910000
2011-06-17,43017260000
2011-06-20,43624240000
2011-06-21,43526340000
2011-06-22,42850830000
2011-06-23,42204690000
2011-06-24,41832670000
2011-06-27,41813090000
2011-06-28,42008890000
2011-06-29,42459230000
2011-06-30,42547314000
2011-07-01,43063216000
2011-07-05,42819866000
2011-07-06,43034014000
2011-07-07,43209226000
2011-07-08,43034014000
2011-07-11,42975610000
2011-07-12,42810132000
2011-07-13,42780930000
2011-07-14,42381836000
2011-07-15,43316300000
2011-07-18,42829600000
2011-07-19,43082684000
2011-07-20,43102152000
2011-07-21,43316300000
2011-07-22,42644654000
2011-07-25,42235826000
2011-07-26,42294230000
2011-07-27,41612850000
2011-07-28,41311096000
2011-07-29,41067746000
2011-08-01,40892534000
2011-08-02,41262426000
2011-08-03,41038544000
2011-08-04,40191686000
2011-08-05,40950938000
2011-08-08,40298760000
2011-08-09,40542110000
2011-08-10,39023606000
2011-08-11,40970406000
2011-08-12,41534978000
2011-08-15,41982742000
2011-08-16,41963274000
2011-08-17,42011944000
2011-08-18,41388968000
2011-08-19,41369500000
2011-08-22,41466840000
2011-08-23,42342900000
2011-08-24,42488910000
2011-08-25,42274762000
2011-08-26,42751728000
2011-08-29,43695926000
2011-08-30,44114488000
2011-08-31,43793266000
2011-09-01,43754330000
2011-09-02,43082684000
2011-09-06,43316300000
2011-09-07,44688794000
2011-09-08,44026882000
2011-09-09,43296832000
2011-09-12,42693324000
2011-09-13,43540182000
2011-09-14,44484380000
2011-09-15,44912676000
2011-09-16,45574588000
2011-09-19,45418844000
2011-09-20,45730332000
2011-09-21,43803000000
2011-09-22,42547314000
2011-09-23,43277364000
2011-09-26,44241030000
2011-09-27,44328636000
2011-09-28,43189758000
2011-09-29,43579118000
2011-09-30,42894516000
2011-10-03,42710710000
2011-10-04,42768754000
2011-10-05,43291150000
2011-10-06,43629740000
2011-10-07,43736154000
2011-10-10,44374638000
2011-10-11,43707132000
2011-10-12,44123114000
2011-10-13,44074744000
2011-10-14,44664858000
2011-10-17,43987678000
2011-10-18,44664858000
2011-10-19,44587466000
2011-10-20,44316594000
2011-10-21,45429104000
2011-10-24,44132788000
2011-10-25,43523326000
2011-10-26,43794198000
2011-10-27,44181158000
2011-10-28,44123114000
2011-10-31,43716806000
2011-11-01,42613970000
2011-11-02,42536578000
2011-11-03,42817124000
2011-11-04,42594622000
2011-11-07,42788102000
2011-11-08,43262128000
2011-11-09,42304402000
2011-11-10,42633318000
2011-11-11,43136366000
2011-11-14,42875168000
2011-11-15,42942886000
2011-11-16,42875168000
2011-11-17,42584948000
2011-11-18,42865494000
2011-11-21,42294728000
2011-11-22,42662340000
2011-11-23,41830376000
2011-11-25,41956138000
2011-11-28,42701036000
2011-11-29,43387890000
2011-11-30,44258550000
2011-12-01,43591044000
2011-12-02,43629740000
2011-12-05,43736154000
2011-12-06,43794198000
2011-12-07,44113440000
2011-12-08,43803872000
2011-12-09,43755502000
2011-12-12,43639414000
2011-12-13,43387890000
2011-12-14,43194410000
2011-12-15,43813546000
2011-12-16,43484630000
2011-12-19,43494304000
2011-12-20,44287572000
2011-12-21,44974426000
2011-12-22,44703554000
2011-12-23,45032470000
2011-12-27,45148558000
2011-12-28,44858338000
2011-12-29,45090514000
2011-12-30,44693880000
2012-01-03,43727508000
2012-01-04,43497060000
2012-01-05,43276214000
2012-01-06,43112980000
2012-01-09,43103378000
2012-01-10,42949746000
2012-01-11,42488850000
2012-01-12,42517656000
2012-01-13,42498452000
2012-01-17,43084174000
2012-01-18,43362632000
2012-01-19,43199398000
2012-01-20,42728900000
2012-01-23,42431238000
2012-01-24,42373626000
2012-01-25,42940144000
2012-01-26,43861936000
2012-01-27,43401040000
2012-01-30,42968950000
2012-01-31,43554672000
2012-02-01,43756314000
2012-02-02,43641090000
2012-02-03,43948354000
2012-02-06,43804324000
2012-02-07,43948354000
2012-02-08,43919548000
2012-02-09,44053976000
2012-02-10,43775518000
2012-02-13,43996364000
2012-02-14,44121190000
2012-02-15,44246016000
2012-02-16,44802932000
2012-02-17,44774126000
2012-02-21,44831738000
2012-02-22,44716514000
2012-02-23,44812534000
2012-02-24,44793330000
2012-02-27,44361240000
2012-02-28,44639698000
2012-02-29,44735718000
2012-03-01,44582086000
2012-03-02,44745320000
2012-03-05,44822136000
2012-03-06,44812534000
2012-03-07,44572484000
2012-03-08,45100594000
2012-03-09,45119798000
2012-03-12,45359848000
2012-03-13,45724724000
2012-03-14,45676714000
2012-03-15,45811142000
2012-03-16,45503878000
2012-03-19,45791938000
2012-03-20,45916764000
2012-03-21,46176018000
2012-03-22,46224028000
2012-03-23,46060794000
2012-03-26,46483282000
2012-03-27,46435272000
2012-03-28,46118406000
2012-03-29,46425670000
2012-03-30,46944178000
2012-04-02,46985412000
2012-04-03,46889952000
2012-04-04,46708578000
2012-04-05,46851768000
2012-04-09,46317192000
2012-04-10,45906714000
2012-04-11,46078542000
2012-04-12,46508112000
2012-04-13,46403106000
2012-04-16,46622664000
2012-04-17,47061780000
2012-04-18,47014050000
2012-04-19,46861314000
2012-04-20,47195424000
2012-04-23,46641756000
2012-04-24,46975866000
2012-04-25,47529534000
2012-04-26,47481804000
2012-04-27,46956774000
2012-04-30,47224062000
2012-05-01,47300430000
2012-05-02,47901828000
2012-05-03,47730000000
2012-05-04,47319522000
2012-05-07,47539080000
2012-05-08,47338614000
2012-05-09,47290884000
2012-05-10,47558172000
2012-05-11,47405436000
2012-05-14,47252700000
2012-05-15,48226392000
2012-05-16,48360036000
2012-05-17,47644086000
2012-05-18,47147694000
2012-05-21,47233608000
2012-05-22,47348160000
2012-05-23,46966320000
2012-05-24,47319522000
2012-05-25,47157240000
2012-05-29,47424528000
2012-05-30,47176332000
2012-05-31,46918590000
2012-06-01,46049904000
2012-06-04,46384014000
2012-06-05,46422198000
2012-06-06,46937682000
2012-06-07,47138148000
2012-06-08,47815914000
2012-06-11,47730000000
2012-06-12,47758638000
2012-06-13,47835006000
2012-06-14,48360036000
2012-06-15,48465042000
2012-06-18,48531864000
2012-06-19,48350490000
2012-06-20,48083202000
2012-06-21,47472258000
2012-06-22,47682270000
2012-06-25,47405436000
2012-06-26,47777730000
2012-06-27,48445950000
2012-06-28,48684600000
2012-06-29,49686930000
2012-07-02,49256628000
2012-07-03,49684038000
2012-07-05,49693536000
2012-07-06,49522572000
2012-07-09,49513074000
2012-07-10,49342110000
2012-07-11,49313616000
2012-07-12,49209138000
2012-07-13,50082954000
2012-07-16,49570062000
2012-07-17,49940484000
2012-07-18,49997472000
2012-07-19,50158938000
2012-07-20,49342110000
2012-07-23,48810222000
2012-07-24,48487290000
2012-07-25,48563274000
2012-07-26,50519862000
2012-07-27,50899782000
2012-07-30,51042252000
2012-07-31,50985264000
2012-08-01,50624340000
2012-08-02,50044962000
2012-08-03,50557854000
2012-08-06,50510364000
2012-08-07,49807512000
2012-08-08,49997472000
2012-08-09,49845504000
2012-08-10,50044962000
2012-08-13,50130444000
2012-08-14,50063958000
2012-08-15,50101950000
2012-08-16,50263416000
2012-08-17,50424882000
2012-08-20,50320404000
2012-08-21,50196930000
2012-08-22,50044962000
2012-08-23,49731528000
2012-08-24,50234922000
2012-08-27,50244420000
2012-08-28,50510364000
2012-08-29,50538858000
2012-08-30,50253918000
2012-08-31,50491368000
2012-09-04,50918778000
2012-09-05,50576850000
2012-09-06,51051750000
2012-09-07,50481870000
2012-09-10,49247130000
2012-09-11,48829218000
2012-09-12,48734238000
2012-09-13,49646046000
2012-09-14,49275624000
2012-09-17,49930986000
2012-09-18,50339400000
2012-09-19,50291910000
2012-09-20,50709822000
2012-09-21,50595846000
2012-09-24,50785806000
2012-09-25,50643336000
2012-09-26,50700324000
2012-09-27,50985264000
2012-09-28,50918778000
2012-10-01,50976000000
2012-10-02,50938240000
2012-10-03,50994880000
2012-10-04,51193120000
2012-10-05,51193120000
2012-10-08,51212000000
2012-10-09,50702240000
2012-10-10,50834400000
2012-10-11,50994880000
2012-10-12,50928800000
2012-10-15,51193120000
2012-10-16,51259200000
2012-10-17,52193760000
2012-10-18,52212640000
2012-10-19,50853280000
2012-10-22,50834400000
2012-10-23,50286880000
2012-10-24,50296320000
2012-10-25,49371200000
2012-10-26,49031360000
2012-10-31,49541120000
2012-11-01,49975360000
2012-11-02,49541120000
2012-11-05,49673280000
2012-11-06,49862080000
2012-11-07,49550560000
2012-11-08,49125760000
2012-11-09,49031360000
2012-11-12,49239040000
2012-11-13,49220160000
2012-11-14,48870880000
2012-11-15,48984160000
2012-11-16,49626080000
2012-11-19,50466240000
2012-11-20,50466240000
2012-11-21,50409600000
2012-11-23,50976000000
2012-11-26,50909920000
2012-11-27,50806080000
2012-11-28,50862720000
2012-11-29,50976000000
2012-11-30,51212000000
2012-12-03,51023200000
2012-12-04,50777760000
2012-12-05,50607840000
2012-12-06,50334080000
2012-12-07,51155360000
2012-12-10,50400160000
2012-12-11,50919360000
2012-12-12,50504000000
2012-12-13,50107520000
2012-12-14,49956480000
2012-12-17,50135840000
2012-12-18,50626720000
2012-12-19,50050880000
2012-12-20,49928160000
2012-12-21,49607200000
2012-12-24,49588320000
2012-12-26,49427840000
2012-12-27,49692160000
2012-12-28,49106880000
2012-12-31,48956082000
2013-01-02,49789656000
2013-01-03,49948878000
2013-01-04,50529570000
2013-01-07,49677264000
2013-01-08,49789656000
2013-01-09,49705362000
2013-01-10,50295420000
2013-01-11,50154930000
2013-01-14,50538936000
2013-01-15,50454642000
2013-01-16,50501472000
2013-01-17,51016602000
2013-01-18,51044700000
2013-01-22,50791818000
2013-01-23,50960406000
2013-01-24,51409974000
2013-01-25,51578562000
2013-01-28,51578562000
2013-01-29,51943836000
2013-01-30,51915738000
2013-01-31,50286054000
2013-02-01,51438072000
2013-02-04,50922942000
2013-02-05,51260118000
2013-02-06,51428706000
2013-02-07,51606660000
2013-02-08,50810550000
2013-02-11,50707524000
2013-02-12,50604498000
2013-02-13,50529570000
2013-02-14,50735622000
2013-02-15,51522366000
2013-02-19,52412136000
2013-02-20,52505796000
2013-02-21,52964730000
2013-02-22,53376834000
2013-02-25,53386200000
2013-02-26,53348736000
2013-02-27,53601618000
2013-02-28,53582886000
2013-03-01,53442396000
2013-03-04,53779572000
2013-03-05,54191676000
2013-03-06,54023088000
2013-03-07,54051186000
2013-03-08,54201042000
2013-03-11,54154212000
2013-03-12,53882598000
2013-03-13,53807670000
2013-03-14,53311272000
2013-03-15,52487064000
2013-03-18,52571358000
2013-03-19,52702482000
2013-03-20,53667180000
2013-03-21,53255076000
2013-03-22,53582886000
2013-03-25,53573520000
2013-03-26,54940956000
2013-03-27,54659976000
2013-03-28,55278132000
2013-04-01,54922266000
2013-04-02,55472795000
2013-04-03,54735646000
2013-04-04,54623674000
2013-04-05,54455716000
2013-04-08,54922266000
2013-04-09,54707653000
2013-04-10,55183534000
2013-04-11,55444802000
2013-04-12,55230189000
2013-04-15,54530364000
2013-04-16,55678077000
2013-04-17,54987583000
2013-04-18,55323499000
2013-04-19,55855366000
2013-04-22,56181951000
2013-04-23,56648501000
2013-04-24,55006245000
2013-04-25,55715401000
2013-04-26,55519450000
2013-04-29,55696739000
2013-04-30,55715401000
2013-05-01,55584767000
2013-05-02,56331247000
2013-05-03,56517867000
2013-05-06,56079310000
2013-05-07,56144627000
2013-05-08,56228606000
2013-05-09,56079310000
2013-05-10,56321916000
2013-05-13,56415226000
2013-05-14,57553608000
2013-05-15,58113468000
2013-05-16,58206778000
2013-05-17,57889524000
2013-05-20,57432305000
2013-05-21,57460298000
2013-05-22,57301671000
2013-05-23,56891107000
2013-05-24,57077727000
2013-05-28,57506953000
2013-05-29,55594098000
2013-05-30,55640753000
2013-05-31,53970504000
2013-06-03,54679660000
2013-06-04,54931597000
2013-06-05,54026490000
2013-06-06,54157124000
2013-06-07,55146210000
2013-06-10,54884942000
2013-06-11,54698322000
2013-06-12,54269096000
2013-06-13,54549026000
2013-06-14,54884942000
2013-06-17,55650084000
2013-06-18,55706070000
2013-06-19,54119800000
2013-06-20,52132297000
2013-06-21,53009411000
2013-06-24,52393565000
2013-06-25,52458882000
2013-06-26,53186700000
2013-06-27,53550609000
2013-06-28,53457299000
2013-07-01,53783395000
2013-07-02,53569932000
2013-07-03,53662742000
2013-07-05,53699866000
2013-07-08,54368098000
2013-07-09,54739338000
2013-07-10,54405222000
2013-07-11,54711495000
2013-07-12,54887834000
2013-07-15,54590842000
2013-07-16,54275288000
2013-07-17,54163916000
2013-07-18,54572280000
2013-07-19,54646528000
2013-07-22,54433065000
2013-07-23,54210321000
2013-07-24,54266007000
2013-07-25,55333322000
2013-07-26,55918025000
2013-07-29,55760248000
2013-07-30,55908744000
2013-07-31,55565347000
2013-08-01,56205736000
2013-08-02,56177893000
2013-08-05,56595538000
2013-08-06,56604819000
2013-08-07,56558414000
2013-08-08,56530571000
2013-08-09,56317108000
2013-08-12,56576976000
2013-08-13,56688348000
2013-08-14,56307827000
2013-08-15,55509661000
2013-08-16,55194107000
2013-08-19,54897115000
2013-08-20,54841429000
2013-08-21,54303131000
2013-08-22,54247445000
2013-08-23,54785743000
2013-08-26,54033982000
2013-08-27,53495684000
2013-08-28,53152287000
2013-08-29,53133725000
2013-08-30,53616337000
2013-09-03,53319345000
2013-09-04,53644180000
2013-09-05,53393593000
2013-09-06,53829800000
2013-09-09,54358817000
2013-09-10,54377379000
2013-09-11,54989925000
2013-09-12,55017768000
2013-09-13,55156983000
2013-09-16,55704562000
2013-09-17,55500380000
2013-09-18,56790439000
2013-09-19,56586257000
2013-09-20,56094364000
2013-09-23,55871620000
2013-09-24,55565347000
2013-09-25,55073454000
2013-09-26,56047959000
2013-09-27,55621033000
2013-09-30,54894010000
2013-10-01,55625313000
2013-10-02,55014351000
2013-10-03,54819954000
2013-10-04,54921781000
2013-10-07,54810697000
2013-10-08,54579272000
2013-10-09,55384631000
2013-10-10,56273303000
2013-10-11,56884265000
2013-10-14,56958321000
2013-10-15,56680611000
2013-10-16,57652596000
2013-10-17,58698637000
2013-10-18,58143217000
2013-10-21,57634082000
2013-10-22,58754179000
2013-10-23,58754179000
2013-10-24,58356128000
2013-10-25,58874520000
2013-10-28,59948332000
2013-10-29,61040658000
2013-10-30,60374154000
2013-10-31,59920561000
2013-11-01,60531523000
2013-11-04,60846261000
2013-11-05,60503752000
2013-11-06,61105457000
2013-11-07,59985360000
2013-11-08,60013131000
2013-11-11,59818734000
2013-11-12,59911304000
2013-11-13,60253813000
2013-11-14,60725919999
2013-11-15,60892546000
2013-11-18,60337126000
2013-11-19,60429696000
2013-11-20,60411182000
2013-11-21,61077686000
2013-11-22,61336882000
2013-11-25,61049915000
2013-11-26,61105457000
