,RL
2009-04-14,4969920000
2009-04-15,4880640000
2009-04-16,4944128000
2009-04-17,5068128000
2009-04-20,4713984000
2009-04-21,4938176000
2009-04-22,5294304000
2009-04-23,5126656000
2009-04-24,5325056000
2009-04-27,5185184000
2009-04-28,5266528000
2009-04-29,5229824000
2009-04-30,5340928000
2009-05-01,5351840000
2009-05-04,5293312000
2009-05-05,5404416000
2009-05-06,5346880000
2009-05-07,5158400000
2009-05-08,5118720000
2009-05-11,4898496000
2009-05-12,4852864000
2009-05-13,4510624000
2009-05-14,4577088000
2009-05-15,4635616000
2009-05-18,4946112000
2009-05-19,5011584000
2009-05-20,4963968000
2009-05-21,4855840000
2009-05-22,4961984000
2009-05-26,5394496000
2009-05-27,5359776000
2009-05-28,5273472000
2009-05-29,5338944000
2009-06-01,5811136000
2009-06-02,5813120000
2009-06-03,5808160000
2009-06-04,5640512000
2009-06-05,5593888000
2009-06-08,5541312000
2009-06-09,5617696000
2009-06-10,5548256000
2009-06-11,5408384000
2009-06-12,5302240000
2009-06-15,5366720000
2009-06-16,5156416000
2009-06-17,5082016000
2009-06-18,5041344000
2009-06-19,5186176000
2009-06-22,5071104000
2009-06-23,4951072000
2009-06-24,5058208000
2009-06-25,5375648000
2009-06-26,5339936000
2009-06-29,5380522000
2009-06-30,5321876000
2009-07-01,5331816000
2009-07-02,5129040000
2009-07-06,5027652000
2009-07-07,4906384000
2009-07-08,5027652000
2009-07-09,4993856000
2009-07-10,5023676000
2009-07-13,5081328000
2009-07-14,5182716000
2009-07-15,5395432000
2009-07-16,5464018000
2009-07-17,5519682000
2009-07-20,5609142000
2009-07-21,5670770000
2009-07-22,5778122000
2009-07-23,6085268000
2009-07-24,6115088000
2009-07-27,6164788000
2009-07-28,6116082000
2009-07-29,6104154000
2009-07-30,6267170000
2009-07-31,6267170000
2009-08-03,6419252000
2009-08-04,6340726000
2009-08-05,6790014000
2009-08-06,6839714000
2009-08-07,7066346000
2009-08-10,6783055999
2009-08-11,6826792000
2009-08-12,6799954000
2009-08-13,6653836000
2009-08-14,6506723999
2009-08-17,6399372000
2009-08-18,6637932000
2009-08-19,6675704000
2009-08-20,6659800000
2009-08-21,6662782000
2009-08-24,6582268000
2009-08-25,6712482000
2009-08-26,6776098000
2009-08-27,6871522000
2009-08-28,6830768000
2009-08-31,6598172000
2009-09-01,6428198000
2009-09-02,6377504000
2009-09-03,6554436000
2009-09-04,6634950000
2009-09-08,6825798000
2009-09-09,6882455999
2009-09-10,6869534000
2009-09-11,6908300000
2009-09-14,6906312000
2009-09-15,6919234000
2009-09-16,7398342000
2009-09-17,7506688000
2009-09-18,7504700000
2009-09-21,7588196000
2009-09-22,7693560000
2009-09-23,7519610000
2009-09-24,7317828000
2009-09-25,7178668000
2009-09-28,7333924000
2009-09-29,7645144000
2009-09-30,7570056000
2009-10-01,7292428000
2009-10-02,7240064000
2009-10-05,7484100000
2009-10-06,7392215999
2009-10-07,7434700000
2009-10-08,7469279999
2009-10-09,7529547999
2009-10-12,7404072000
2009-10-13,7511764000
2009-10-14,7697508000
2009-10-15,7676760000
2009-10-16,7598708000
2009-10-19,7815079999
2009-10-20,7728136000
2009-10-21,7503860000
2009-10-22,7785440000
2009-10-23,7711340000
2009-10-26,7735052000
2009-10-27,7403084000
2009-10-28,7095815999
2009-10-29,7502872000
2009-10-30,7352696000
2009-11-02,7578947999
2009-11-03,7752836000
2009-11-04,7439640000
2009-11-05,7678736000
2009-11-06,7705411999
2009-11-09,8069984000
2009-11-10,7967232000
2009-11-11,8053188000
2009-11-12,7817056000
2009-11-13,7986992000
2009-11-16,8080852000
2009-11-17,7931664000
2009-11-18,7850647999
2009-11-19,7776547999
2009-11-20,7762715999
2009-11-23,7796308000
2009-11-24,7668856000
2009-11-25,7821008000
2009-11-27,7618468000
2009-11-30,7592779999
2009-12-01,7785440000
2009-12-02,8020584000
2009-12-03,7921784000
2009-12-04,8058128000
2009-12-07,7928700000
2009-12-08,7835828000
2009-12-09,7821008000
2009-12-10,7915856000
2009-12-11,8022560000
2009-12-14,8088756000
2009-12-15,7898072000
2009-12-16,7887204000
2009-12-17,7797296000
2009-12-18,7875347999
2009-12-21,8007740000
2009-12-22,8040344000
2009-12-23,8090732000
2009-12-24,8142108000
2009-12-28,8066498000
2009-12-29,8100903000
2009-12-30,8113682000
2009-12-31,7960334000
2010-01-04,8017348000
2010-01-05,8331908000
2010-01-06,8268996000
2010-01-07,8428241999
2010-01-08,8490171000
2010-01-11,8410548000
2010-01-12,8239505999
2010-01-13,8424310000
2010-01-14,8366313000
2010-01-15,8240489000
2010-01-19,8332891000
2010-01-20,8493120000
2010-01-21,8304384000
2010-01-22,8064532000
2010-01-25,8136291000
2010-01-26,8116630999
2010-01-27,8159883000
2010-01-28,8052736000
2010-01-29,8060600000
2010-02-01,8172662000
2010-02-02,8421361000
2010-02-03,7717533000
2010-02-04,7582862000
2010-02-05,7534695000
2010-02-08,7631029000
2010-02-09,7725397000
2010-02-10,7666416999
2010-02-11,7768649000
2010-02-12,7735227000
2010-02-16,7836476000
2010-02-17,7893490000
2010-02-18,7920030999
2010-02-19,7922979999
2010-02-22,7992773000
2010-02-23,7891524000
2010-02-24,7878745000
2010-02-25,7828612000
2010-02-26,7857119000
2010-03-01,7938708000
2010-03-02,7925929000
2010-03-03,7898404999
2010-03-04,7961316999
2010-03-05,8122529000
2010-03-08,8137274000
2010-03-09,8152019000
2010-03-10,8095004999
2010-03-11,8126461000
2010-03-12,8076328000
2010-03-15,7974096000
2010-03-16,7998671000
2010-03-17,8059616999
2010-03-18,8190355999
2010-03-19,8145138000
2010-03-22,8243438000
2010-03-23,8345670000
2010-03-24,8327976000
2010-03-25,8321095000
2010-03-26,8460680999
2010-03-29,8423327000
2010-03-30,8431191000
2010-03-31,8359432000
2010-04-01,8505899000
2010-04-05,8567208000
2010-04-06,8562348000
2010-04-07,8637192000
2010-04-08,8635248000
2010-04-09,8721756000
2010-04-12,8696484000
2010-04-13,8785908000
2010-04-14,8862696000
2010-04-15,8808264000
2010-04-16,8748972000
2010-04-19,8821872000
2010-04-20,8880192000
2010-04-21,9029880000
2010-04-22,9228168000
2010-04-23,9234000000
2010-04-26,9184428000
2010-04-27,8944344000
2010-04-28,8976420000
2010-04-29,9122220000
2010-04-30,8738280000
2010-05-03,8978364000
2010-05-04,8811180000
2010-05-05,8690652000
2010-05-06,8289216000
2010-05-07,8042327999
2010-05-10,8708148000
2010-05-11,8653716000
2010-05-12,8934624000
2010-05-13,8765496000
2010-05-14,8681904000
2010-05-17,8454456000
2010-05-18,8337816000
2010-05-19,8563319999
2010-05-20,8262972000
2010-05-21,8191044000
2010-05-24,8254224000
2010-05-25,8320319999
2010-05-26,8284356000
2010-05-27,8580816000
2010-05-28,8442792000
2010-06-01,8218260000
2010-06-02,8343648000
2010-06-03,8392248000
2010-06-04,7949016000
2010-06-07,7639919999
2010-06-08,7718652000
2010-06-09,7802244000
2010-06-10,8087040000
2010-06-11,8111340000
2010-06-14,8181324000
2010-06-15,8013168000
2010-06-16,7787664000
2010-06-17,7858619999
2010-06-18,7819740000
2010-06-21,7764336000
2010-06-22,7599096000
2010-06-23,7662276000
2010-06-24,7437744000
2010-06-25,7510644000
2010-06-28,7488288000
2010-06-29,7134480000
2010-06-30,7091711999
2010-07-01,7187940000
2010-07-02,7107264000
2010-07-06,6869315000
2010-07-07,7158679999
2010-07-08,7374510000
2010-07-09,7368780000
2010-07-12,7269460000
2010-07-13,7418440000
2010-07-14,7371645000
2010-07-15,7370690000
2010-07-16,7057450000
2010-07-19,6961950000
2010-07-20,7104245000
2010-07-21,7001105000
2010-07-22,7302885000
2010-07-23,7565510000
2010-07-26,7828135000
2010-07-27,7651460000
2010-07-28,7499615000
2010-07-29,7477650000
2010-07-30,7545455000
2010-08-02,7796620000
2010-08-03,7574105000
2010-08-04,8162385000
2010-08-05,8049695000
2010-08-06,8192945000
2010-08-09,8265525000
2010-08-10,8100309999
2010-08-11,7809035000
2010-08-12,7770835000
2010-08-13,7674380000
2010-08-16,7618990000
2010-08-17,7874929999
2010-08-18,7939870000
2010-08-19,7899760000
2010-08-20,7930320000
2010-08-23,7917905000
2010-08-24,7692525000
2010-08-25,7768924999
2010-08-26,7366870000
2010-08-27,7470010000
2010-08-30,7206429999
2010-08-31,7233169999
2010-09-01,7529220000
2010-09-02,7631405000
2010-09-03,7744095000
2010-09-07,7658145000
2010-09-08,7771790000
2010-09-09,7779429999
2010-09-10,7787070000
2010-09-13,7958015000
2010-09-14,8127049999
2010-09-15,8196765000
2010-09-16,8250245000
2010-09-17,8372485000
2010-09-20,8577809999
2010-09-21,8517645000
2010-09-22,8387765000
2010-09-23,8216820000
2010-09-24,8524330000
2010-09-27,8499500000
2010-09-28,8699095000
2010-09-29,8603595000
2010-09-30,8581630000
2010-10-01,8624605000
2010-10-04,8714375000
2010-10-05,8877680000
2010-10-06,8750665000
2010-10-07,8698140000
2010-10-08,8872905000
2010-10-11,8950260000
2010-10-12,8950260000
2010-10-13,9015200000
2010-10-14,8983685000
2010-10-15,9098285000
2010-10-18,9135530000
2010-10-19,8894870000
2010-10-20,8940710000
2010-10-21,8895825000
2010-10-22,8979865000
2010-10-25,9056265000
2010-10-26,9214795000
2010-10-27,9007560000
2010-10-28,8969360000
2010-10-29,9252040000
2010-11-01,9211930000
2010-11-02,9263500000
2010-11-03,9228165000
2010-11-04,9486015000
2010-11-05,9513710000
2010-11-08,9652185000
2010-11-09,9637860000
2010-11-10,10340740000
2010-11-11,10170750000
2010-11-12,9904305000
2010-11-15,9965425000
2010-11-16,9783975000
2010-11-17,10067610000
2010-11-18,10147830000
2010-11-19,10233780000
2010-11-22,10292990000
2010-11-23,10176480000
2010-11-24,10487810000
2010-11-26,10487810000
2010-11-29,10380850000
2010-11-30,10432420000
2010-12-01,10561345000
2010-12-02,10796275000
2010-12-03,10707460000
2010-12-06,10624375000
2010-12-07,10681675000
2010-12-08,10768580000
2010-12-09,10793410000
2010-12-10,10790545000
2010-12-13,10671170000
2010-12-14,10678810000
2010-12-15,10688360000
2010-12-16,10816330000
2010-12-17,10902280000
2010-12-20,10847845000
2010-12-21,11013060000
2010-12-22,10865035000
2010-12-23,10662575000
2010-12-27,10774310000
2010-12-28,10722740000
2010-12-29,10651115000
2010-12-30,10750435000
2010-12-31,10592860000
2011-01-03,10699902000
2011-01-04,10380888000
2011-01-05,10375140000
2011-01-06,10340652000
2011-01-07,10227608000
2011-01-10,10307122000
2011-01-11,10322450000
2011-01-12,10407712000
2011-01-13,10395258000
2011-01-14,10538958000
2011-01-18,10495848000
2011-01-19,10125102000
2011-01-20,10059000000
2011-01-21,9958410000
2011-01-24,10035050000
2011-01-25,10006310000
2011-01-26,10162464000
2011-01-27,10101152000
2011-01-28,9961284000
2011-01-31,10267844000
2011-02-01,10241978000
2011-02-02,10233356000
2011-02-03,10402922000
2011-02-04,10783248000
2011-02-07,10905872000
2011-02-08,11090766000
2011-02-09,12008530000
2011-02-10,12164684000
2011-02-11,12154146000
2011-02-14,12114868000
2011-02-15,11978832000
2011-02-16,12028648000
2011-02-17,11967336000
2011-02-18,12260484000
2011-02-22,11858124000
2011-02-23,11697180000
2011-02-24,11859082000
2011-02-25,12002782000
2011-02-28,12138818000
2011-03-01,11888780000
2011-03-02,11906982000
2011-03-03,12114868000
2011-03-04,12002782000
2011-03-07,11938596000
2011-03-08,12128280000
2011-03-09,12145524000
2011-03-10,12023858000
2011-03-11,12188634000
2011-03-14,11852376000
2011-03-15,11801602000
2011-03-16,11609044000
2011-03-17,11657902000
2011-03-18,11236382000
2011-03-21,11472050000
2011-03-22,11351342000
2011-03-23,11446184000
2011-03-24,11461512000
2011-03-25,11544858000
2011-03-28,11441394000
2011-03-29,11833216000
2011-03-30,11960630000
2011-03-31,11845670000
2011-04-01,12131154000
2011-04-04,12019200000
2011-04-05,12074601000
2011-04-06,11783511000
2011-04-07,11838912000
2011-04-08,11606040000
2011-04-11,11688672000
2011-04-12,11672709000
2011-04-13,12055820999
2011-04-14,12019200000
2011-04-15,12113100000
2011-04-18,11960982000
2011-04-19,12065211000
2011-04-20,12373203000
2011-04-21,12488700000
2011-04-25,12417336000
2011-04-26,12299961000
2011-04-27,12423909000
2011-04-28,12353484000
2011-04-29,12279303000
2011-05-02,12140331000
2011-05-03,11996664000
2011-05-04,12044553000
2011-05-05,12208878000
2011-05-06,12170379000
2011-05-09,12165684000
2011-05-10,12459591000
2011-05-11,12382593000
2011-05-12,12637062000
2011-05-13,12517809000
2011-05-16,12418275000
2011-05-17,12334704000
2011-05-18,12583539000
2011-05-19,12779790000
2011-05-20,12226719000
2011-05-23,12077418000
2011-05-24,12149720999
2011-05-25,10770330000
2011-05-26,11110248000
2011-05-27,11871777000
2011-05-31,11903703000
2011-06-01,11404155000
2011-06-02,11346876000
2011-06-03,11525286000
2011-06-06,11394765000
2011-06-07,11462373000
2011-06-08,11220111000
2011-06-09,11439837000
2011-06-10,11233257000
2011-06-13,11311194000
2011-06-14,11500872000
2011-06-15,11321523000
2011-06-16,11480214000
2011-06-17,11647356000
2011-06-20,11846424000
2011-06-21,12003237000
2011-06-22,11943141000
2011-06-23,12014505000
2011-06-24,11791962000
2011-06-27,11851119000
2011-06-28,12197610000
2011-06-29,12303717000
2011-06-30,12452079000
2011-07-01,12610770000
2011-07-05,12496788000
2011-07-06,12532746000
2011-07-07,12833318000
2011-07-08,12687642000
2011-07-11,12382460000
2011-07-12,12358488000
2011-07-13,12400900000
2011-07-14,12448844000
2011-07-15,12425794000
2011-07-18,12404588000
2011-07-19,12716223999
2011-07-20,12742039999
2011-07-21,12916298000
2011-07-22,12851757999
2011-07-25,12772466000
2011-07-26,12668280000
2011-07-27,12265366000
2011-07-28,12500476000
2011-07-29,12453454000
2011-08-01,12488489999
2011-08-02,11672520000
2011-08-03,11941744000
2011-08-04,11088894000
2011-08-05,11480744000
2011-08-08,10525552000
2011-08-09,11050170000
2011-08-10,11550816000
2011-08-11,12036710000
2011-08-12,12694096000
2011-08-15,12971618000
2011-08-16,12685798000
2011-08-17,12330828000
2011-08-18,11703868000
2011-08-19,11167264000
2011-08-22,11166342000
2011-08-23,12033022000
2011-08-24,12247848000
2011-08-25,11917772000
2011-08-26,12138130000
2011-08-29,12502320000
2011-08-30,12522604000
2011-08-31,12641542000
2011-09-01,12516150000
2011-09-02,12154726000
2011-09-06,12081888000
2011-09-07,12612960000
2011-09-08,12660904000
2011-09-09,12352956000
2011-09-12,12442389999
2011-09-13,12768778000
2011-09-14,13204884000
2011-09-15,13632692000
2011-09-16,13587514000
2011-09-19,13877944000
2011-09-20,13993194000
2011-09-21,13537726000
2011-09-22,13249139999
2011-09-23,13510066000
2011-09-26,13536804000
2011-09-27,13716594000
2011-09-28,13236232000
2011-09-29,12889560000
2011-09-30,11958339999
2011-10-03,11586774000
2011-10-04,12140896000
2011-10-05,12251536000
2011-10-06,13026938000
2011-10-07,13004810000
2011-10-10,13352404000
2011-10-11,13210416000
2011-10-12,13355170000
2011-10-13,13438150000
2011-10-14,13665884000
2011-10-17,13301694000
2011-10-18,13675104000
2011-10-19,13251906000
2011-10-20,13394816000
2011-10-21,13898228000
2011-10-24,14526110000
2011-10-25,14162842000
2011-10-26,14128728000
2011-10-27,14684694000
2011-10-28,14942854000
2011-10-31,14640438000
2011-11-01,14503982000
2011-11-02,14709588000
2011-11-03,14511357999
2011-11-04,14506748000
2011-11-07,14504904000
2011-11-08,14664410000
2011-11-09,13824468000
2011-11-10,13942484000
2011-11-11,14337100000
2011-11-14,14393342000
2011-11-15,14328802000
2011-11-16,14014400000
2011-11-17,13665884000
2011-11-18,13481484000
2011-11-21,13188288000
2011-11-22,13108996000
2011-11-23,13073038000
2011-11-25,12797360000
2011-11-28,13400348000
2011-11-29,12968852000
2011-11-30,13079492000
2011-12-01,13214104000
2011-12-02,13342262000
2011-12-05,13843830000
2011-12-06,13888086000
2011-12-07,13770070000
2011-12-08,13492548000
2011-12-09,13569996000
2011-12-12,13387439999
2011-12-13,13001122000
2011-12-14,12804736000
2011-12-15,12918142000
2011-12-16,12827786000
2011-12-19,12537356000
2011-12-20,12659060000
2011-12-21,12596364000
2011-12-22,12536434000
2011-12-23,12843460000
2011-12-27,12967007999
2011-12-28,12789984000
2011-12-29,12760480000
2011-12-30,12730976000
2012-01-03,12642464000
2012-01-04,13173536000
2012-01-05,13107152000
2012-01-06,12972539999
2012-01-09,13494392000
2012-01-10,13582904000
2012-01-11,13326588000
2012-01-12,13317368000
2012-01-13,13246373999
2012-01-17,13109918000
2012-01-18,13434462000
2012-01-19,13522973999
2012-01-20,13547868000
2012-01-23,13458434000
2012-01-24,13897306000
2012-01-25,13989506000
2012-01-26,13855816000
2012-01-27,13970144000
2012-01-30,13922200000
2012-01-31,14014400000
2012-02-01,14190502000
2012-02-02,14106600000
2012-02-03,14380434000
2012-02-06,14513202000
2012-02-07,14481854000
2012-02-08,15811378000
2012-02-09,15908188000
2012-02-10,15913720000
2012-02-13,15892514000
2012-02-14,16114716000
2012-02-15,15915564000
2012-02-16,16082446000
2012-02-17,16086134000
2012-02-21,15911876000
2012-02-22,15813222000
2012-02-23,15972728000
2012-02-24,15980104000
2012-02-27,16085212000
2012-02-28,16107339999
2012-02-29,16017906000
2012-03-01,16403302000
2012-03-02,16283442000
2012-03-05,16299116000
2012-03-06,15721022000
2012-03-07,15797548000
2012-03-08,16022516000
2012-03-09,16263157999
2012-03-12,16378407999
2012-03-13,16584014000
2012-03-14,16460466000
2012-03-15,16416210000
2012-03-16,16388550000
2012-03-19,16282520000
2012-03-20,16318478000
2012-03-21,16280676000
2012-03-22,16181100000
2012-03-23,16057552000
2012-03-26,16332307999
2012-03-27,16239186000
2012-03-28,16116560000
2012-03-29,16111950000
2012-03-30,16073226000
2012-04-02,16161738000
2012-04-03,16189398000
2012-04-04,16042800000
2012-04-05,16417132000
2012-04-09,16268689999
2012-04-10,15655560000
2012-04-11,15752370000
2012-04-12,15839960000
2012-04-13,15905422000
2012-04-16,15738539999
2012-04-17,15935848000
2012-04-18,15978260000
2012-04-19,15614070000
2012-04-20,15791094000
2012-04-23,15490522000
2012-04-24,15139239999
2012-04-25,15445344000
2012-04-26,15777264000
2012-04-27,15969039999
2012-04-30,15883294000
2012-05-01,15883294000
2012-05-02,16319400000
2012-05-03,16084289999
2012-05-04,15539388000
2012-05-07,15555062000
2012-05-08,15063636000
2012-05-09,14838668000
2012-05-10,14610934000
2012-05-11,14804554000
2012-05-14,14527954000
2012-05-15,13971066000
2012-05-16,13826312000
2012-05-17,13304460000
2012-05-18,13047222000
2012-05-21,13488860000
2012-05-22,13854894000
2012-05-23,13819857999
2012-05-24,13708296000
2012-05-25,13815248000
2012-05-29,14017166000
2012-05-30,13709218000
2012-05-31,13719360000
2012-06-01,13058286000
2012-06-04,13171692000
2012-06-05,13202118000
2012-06-06,13389284000
2012-06-07,13301694000
2012-06-08,13373610000
2012-06-11,12997434000
2012-06-12,13153252000
2012-06-13,12892326000
2012-06-14,13158784000
2012-06-15,13459356000
2012-06-18,13384673999
2012-06-19,13589357999
2012-06-20,13613330000
2012-06-21,13212260000
2012-06-22,13167082000
2012-06-25,12990057999
2012-06-26,13000200000
2012-06-27,12723600000
2012-06-28,12594520000
2012-06-29,12913532000
2012-07-02,12825824000
2012-07-03,13199241000
2012-07-05,13474967000
2012-07-06,13185545999
2012-07-09,13002033000
2012-07-10,13119809999
2012-07-11,12670614000
2012-07-12,12496231000
2012-07-13,12873300000
2012-07-16,12964600000
2012-07-17,12966426000
2012-07-18,13191024000
2012-07-19,13901338000
2012-07-20,13611004000
2012-07-23,13444838000
2012-07-24,13244891000
2012-07-25,13063204000
2012-07-26,13470402000
2012-07-27,13526095000
2012-07-30,13431143000
2012-07-31,13178242000
2012-08-01,12994729000
2012-08-02,12792956000
2012-08-03,13299670999
2012-08-06,13700478000
2012-08-07,13971639000
2012-08-08,13818255000
2012-08-09,13551659000
2012-08-10,13709608000
2012-08-13,13969813000
2012-08-14,13897686000
2012-08-15,13924163000
2012-08-16,13914120000
2012-08-17,14588827000
2012-08-20,14348708000
2012-08-21,14278406999
2012-08-22,14428139000
2012-08-23,14286624000
2012-08-24,14569654000
2012-08-27,14480180000
2012-08-28,14522178000
2012-08-29,14547742000
2012-08-30,14410792000
2012-08-31,14484745000
2012-09-04,14335926000
2012-09-05,14133240000
2012-09-06,14503005000
2012-09-07,14706604000
2012-09-10,14636303000
2012-09-11,14262886000
2012-09-12,14479267000
2012-09-13,14627173000
2012-09-14,14873683000
2012-09-17,14868205000
2012-09-18,14515787000
2012-09-19,14520352000
2012-09-20,14194411000
2012-09-21,14229105000
2012-09-24,14029158000
2012-09-25,13831037000
2012-09-26,13778083000
2012-09-27,13874861000
2012-09-28,13807299000
2012-10-01,13825336000
2012-10-02,14013913000
2012-10-03,14079505000
2012-10-04,14395622000
2012-10-05,14354627000
2012-10-08,14238930000
2012-10-09,14049442000
2012-10-10,14209778000
2012-10-11,14169694000
2012-10-12,14106835000
2012-10-15,14558691000
2012-10-16,14925824000
2012-10-17,14851122000
2012-10-18,14958619999
2012-10-19,14751823000
2012-10-22,14484900000
2012-10-23,14142364000
2012-10-24,14076772000
2012-10-25,14006625000
2012-10-26,13894572000
2012-10-31,14001159000
2012-11-01,14488544000
2012-11-02,14644325000
2012-11-05,14688053000
2012-11-06,14616084000
2012-11-07,14203401000
2012-11-08,13692330000
2012-11-09,13780697000
2012-11-12,13837178999
2012-11-13,13893661000
2012-11-14,13585743000
2012-11-15,13651335000
2012-11-16,13790718000
2012-11-19,14260794000
2012-11-20,14258061000
2012-11-21,14257150000
2012-11-23,14566890000
2012-11-26,14482167000
2012-11-27,14495832000
2012-11-28,14808305000
2012-11-29,14612440000
2012-11-30,14310899000
2012-12-03,14344606000
2012-12-04,14075861000
2012-12-05,13914614000
2012-12-06,14007536000
2012-12-07,14152385000
2012-12-10,13845378000
2012-12-11,14043976000
2012-12-12,13710550000
2012-12-13,13552947000
2012-12-14,13673199000
2012-12-17,13992960000
2012-12-18,13900038000
2012-12-19,13965630000
2012-12-20,13788896000
2012-12-21,13779786000
2012-12-24,13763388000
2012-12-26,13303333000
2012-12-27,13513774000
2012-12-28,13392611000
2012-12-31,13552767999
2013-01-02,13749840000
2013-01-03,14211784000
2013-01-04,14408855999
2013-01-07,14601408000
2013-01-08,14667400000
2013-01-09,14968432000
2013-01-10,15140192000
2013-01-11,15000072000
2013-01-14,15037136000
2013-01-15,15092279999
2013-01-16,15074200000
2013-01-17,15192624000
2013-01-18,15160079999
2013-01-22,14944928000
2013-01-23,14842776000
2013-01-24,14950352000
2013-01-25,15375232000
2013-01-28,15262232000
2013-01-29,15182679999
2013-01-30,15134767999
2013-01-31,15049792000
2013-02-01,14603216000
2013-02-04,14679152000
2013-02-05,14907864000
2013-02-06,15786552000
2013-02-07,16096624000
2013-02-08,16051424000
2013-02-11,16001704000
2013-02-12,15981816000
2013-02-13,15876952000
2013-02-14,15807344000
2013-02-15,15916728000
2013-02-19,16004416000
2013-02-20,15685304000
2013-02-21,15424048000
2013-02-22,15469248000
2013-02-25,15266752000
2013-02-26,15378848000
2013-02-27,15667224000
2013-02-28,15681688000
2013-03-01,15744967999
2013-03-04,15765760000
2013-03-05,16008936000
2013-03-06,16038767999
2013-03-07,16017072000
2013-03-08,16042384000
2013-03-11,15955600000
2013-03-12,15766664000
2013-03-13,15641912000
2013-03-14,15653664000
2013-03-15,15485520000
2013-03-18,15297488000
2013-03-19,15114879999
2013-03-20,15414104000
2013-03-21,15240536000
2013-03-22,15224264000
2013-03-25,15136576000
2013-03-26,15148328000
2013-03-27,15341784000
2013-03-28,15305624000
2013-04-01,15140900000
2013-04-02,15248044000
2013-04-03,15320684000
2013-04-04,15401496000
2013-04-05,15320684000
2013-04-08,15399680000
2013-04-09,15443264000
2013-04-10,15672080000
2013-04-11,15889092000
2013-04-12,15801016000
2013-04-15,15513180000
2013-04-16,15552224000
2013-04-17,15306156000
2013-04-18,15195380000
2013-04-19,15357911999
2013-04-22,15066444000
2013-04-23,15504100000
2013-04-24,15566752000
2013-04-25,15924504000
2013-04-26,15944480000
2013-04-29,16071600000
2013-04-30,16487464000
2013-05-01,16214156000
2013-05-02,16120632000
2013-05-03,16276808000
2013-05-06,16427535999
2013-05-07,16798908000
2013-05-08,16831596000
2013-05-09,16672696000
2013-05-10,16798000000
2013-05-13,16688132000
2013-05-14,16938740000
2013-05-15,16953268000
2013-05-16,16779840000
2013-05-17,16980508000
2013-05-20,16950544000
2013-05-21,17212048000
2013-05-22,17075848000
2013-05-23,16679052000
2013-05-24,16432076000
2013-05-28,16205076000
2013-05-29,16101564000
2013-05-30,15941756000
2013-05-31,15898172000
2013-06-03,15949020000
2013-06-04,16009856000
2013-06-05,15775592000
2013-06-06,15852772000
2013-06-07,15975352000
2013-06-10,15962640000
2013-06-11,15779224000
2013-06-12,15659368000
2013-06-13,15838244000
2013-06-14,15722020000
2013-06-17,15989880000
2013-06-18,16244120000
2013-06-19,16145148000
2013-06-20,15465964000
2013-06-21,15353372000
2013-06-24,15307064000
2013-06-25,15459608000
2013-06-26,15469596000
2013-06-27,15767420000
2013-06-28,15775592000
2013-07-01,15724176000
2013-07-02,15609367999
2013-07-03,15620216000
2013-07-05,15732312000
2013-07-08,15906784000
2013-07-09,16057752000
2013-07-10,16273808000
2013-07-11,16564896000
2013-07-12,16488960000
2013-07-15,16430200000
2013-07-16,16286464000
2013-07-17,16139112000
2013-07-18,16270192000
2013-07-19,16201488000
2013-07-22,16316296000
2013-07-23,16284655999
2013-07-24,16193352000
2013-07-25,16205104000
2013-07-26,16360592000
2013-07-29,16298216000
2013-07-30,16420255999
2013-07-31,16458224000
2013-08-01,16903896000
2013-08-02,16997912000
2013-08-05,17022320000
2013-08-06,17131704000
2013-08-07,15650952000
2013-08-08,16064079999
2013-08-09,16177079999
2013-08-12,16098432000
2013-08-13,16139112000
2013-08-14,15979104000
2013-08-15,15769376000
2013-08-16,15556032000
2013-08-19,15388792000
2013-08-20,15546088000
2013-08-21,15536144000
2013-08-22,15581344000
2013-08-23,15517160000
2013-08-26,15386984000
2013-08-27,14986512000
2013-08-28,14965720000
2013-08-29,15019055999
2013-08-30,14953064000
2013-09-03,15107648000
2013-09-04,15066967999
2013-09-05,15006400000
2013-09-06,14932272000
2013-09-09,14982896000
2013-09-10,14738816000
2013-09-11,14816560000
2013-09-12,14740624000
2013-09-13,15038040000
2013-09-16,15115784000
2013-09-17,15067872000
2013-09-18,15198048000
2013-09-19,15215224000
2013-09-20,15126632000
2013-09-23,14916000000
2013-09-24,14932272000
2013-09-25,14735200000
2013-09-26,14963912000
2013-09-27,14972952000
2013-09-30,14842173000
2013-10-01,14860193000
2013-10-02,14777301000
2013-10-03,14819648000
2013-10-04,15018769000
2013-10-07,14807935000
2013-10-08,14515110000
2013-10-09,14632240000
2013-10-10,14743963999
2013-10-11,14536734000
2013-10-14,14515110000
2013-10-15,14301573000
2013-10-16,14297068000
2013-10-17,14567368000
2013-10-18,14767390000
2013-10-21,14741261000
2013-10-22,15004353000
2013-10-23,14795321000
2013-10-24,14839469999
2013-10-25,14825054000
2013-10-28,14871005000
2013-10-29,14921461000
2013-10-30,15030482000
2013-10-31,14924163999
2013-11-01,15208880000
2013-11-04,15280059000
2013-11-05,15424219000
2013-11-06,16264852000
2013-11-07,15570181000
2013-11-08,15625141999
2013-11-11,15544953000
2013-11-12,15451249000
2013-11-13,15863907000
2013-11-14,15917966999
2013-11-15,15848590000
2013-11-18,15593607000
2013-11-19,15610726000
2013-11-20,15497200000
2013-11-21,15495398000
2013-11-22,15769302000
2013-11-25,15813451000
2013-11-26,15799936000
