,CSGP
2024-01-03,33571512000
2024-01-04,33023952000
2024-01-05,32991504000
2024-01-08,33624240000
2024-01-09,33956832000
2024-01-10,33547175999
2024-01-11,33303816000
2024-01-12,33827040000
2024-01-16,33161856000
2024-01-17,33133464000
2024-01-18,33190248000
2024-01-19,33393048000
2024-01-22,33782424000
2024-01-23,34013616000
2024-01-24,33973056000
2024-01-25,34317816000
2024-01-26,34512504000
2024-01-29,34999224000
2024-01-30,34573344000
2024-01-31,33859488000
2024-02-01,34313759999
2024-02-02,34046064000
2024-02-05,33161856000
2024-02-06,34021728000
2024-02-07,34528728000
2024-02-08,33165912000
2024-02-09,33717528000
2024-02-12,33616128000
2024-02-13,33113184000
2024-02-14,33388991999
2024-02-15,33648575999
2024-02-16,33015840000
2024-02-20,32950943999
2024-02-21,34062288000
2024-02-22,33449832000
2024-02-23,34390824000
2024-02-26,34062288000
2024-02-27,34431384000
2024-02-28,35023560000
2024-02-29,35299368000
2024-03-01,35802312000
2024-03-04,35932104000
2024-03-05,35429160000
2024-03-06,35563008000
2024-03-07,34617960000
2024-03-08,34926216000
2024-03-11,35210136000
2024-03-12,35339928000
2024-03-13,35615736000
2024-03-14,35640072000
2024-03-15,38605008000
2024-03-18,38998440000
2024-03-19,38166960000
2024-03-20,39063336000
2024-03-21,39639288000
2024-03-22,38824032000
2024-03-25,38864592000
2024-03-26,38605008000
2024-03-27,39026832000
2024-03-28,39180960000
2024-04-01,38337312000
2024-04-02,37789752000
2024-04-03,37870872000
2024-04-04,37238136000
2024-04-05,38430600000
2024-04-08,38215632000
2024-04-09,38811864000
2024-04-10,36767640000
2024-04-11,37635624000
2024-04-12,36641904000
2024-04-15,35502168000
2024-04-16,34999224000
2024-04-17,34662576000
2024-04-18,34143408000
2024-04-19,34175856000
2024-04-22,34601736000
2024-04-23,34321872000
2024-04-24,37294920000
2024-04-25,36641904000
2024-04-26,37578840000
2024-04-29,37518000000
2024-04-30,37124568000
2024-05-01,36650016000
2024-05-02,36406656000
2024-05-03,37002888000
2024-05-06,37031280000
2024-05-07,37501776000
2024-05-08,36633792000
2024-05-09,37047504000
2024-05-10,36455328000
2024-05-13,35928048000
2024-05-14,35603568000
2024-05-15,35887488000
2024-05-16,35745528000
2024-05-17,35490000000
2024-05-20,35498112000
2024-05-21,35226360000
2024-05-22,35364264000
2024-05-23,34755864000
2024-05-24,34853208000
2024-05-28,33770256000
2024-05-29,32500728000
2024-05-30,32062680000
2024-05-31,31705752000
2024-06-03,31657080000
2024-06-04,31888272000
2024-06-05,31661136000
2024-06-06,31251480000
2024-06-07,30910775999
2024-06-10,31000008000
2024-06-11,31113575999
2024-06-12,31490784000
2024-06-13,30501120000
2024-06-14,29986008000
2024-06-17,29689920000
2024-06-18,29499288000
2024-06-20,29637191999
2024-06-21,29990064000
2024-06-24,30160416000
2024-06-25,29973840000
2024-06-26,29547959999
2024-06-27,30119856000
2024-06-28,30071184000
2024-07-01,29965728000
2024-07-02,30103632000
2024-07-03,29945448000
2024-07-05,29669640000
2024-07-08,29458728000
2024-07-09,29036904000
2024-07-10,29138304000
2024-07-11,30501120000
2024-07-12,30740424000
2024-07-15,30829656000
2024-07-16,31219032000
2024-07-17,30793152000
2024-07-18,30529512000
2024-07-19,30176640000
2024-07-22,30657060000
2024-07-23,30385040000
2024-07-24,30998099999
2024-07-25,31603040000
2024-07-26,31875060000
2024-07-29,31988740000
2024-07-30,31862880000
2024-07-31,31676120000
2024-08-01,31318840000
2024-08-02,30559620000
2024-08-05,29516200000
2024-08-06,29865360000
2024-08-07,30019640000
2024-08-08,30023700000
2024-08-09,29995280000
