,AYI
2011-05-19,2552125000
2011-05-20,2534700000
2011-05-23,2490925000
2011-05-24,2462025000
2011-05-25,2500275000
2011-05-26,2504100000
2011-05-27,2540650000
2011-05-31,2511552000
2011-06-01,2411848000
2011-06-02,2412672000
2011-06-03,2371060000
2011-06-06,2342220000
2011-06-07,2349636000
2011-06-08,2340572000
2011-06-09,2348812000
2011-06-10,2308024000
2011-06-13,2315028000
2011-06-14,2358288000
2011-06-15,2311320000
2011-06-16,2305140000
2011-06-17,2316264000
2011-06-20,2341396000
2011-06-21,2383420000
2011-06-22,2281244000
2011-06-23,2281656000
2011-06-24,2252404000
2011-06-27,2291956000
2011-06-28,2301844000
2011-06-29,2276712000
2011-06-30,2298136000
2011-07-01,2299372000
2011-07-05,2289896000
2011-07-06,2282892000
2011-07-07,2326152000
2011-07-08,2329036000
2011-07-11,2273828000
2011-07-12,2249108000
2011-07-13,2237572000
2011-07-14,2153112000
2011-07-15,2155996000
2011-07-18,2090488000
2011-07-19,2092960000
2011-07-20,2081836000
2011-07-21,2131688000
2011-07-22,2131688000
2011-07-25,2121800000
2011-07-26,2078952000
2011-07-27,2032808000
2011-07-28,1998612000
2011-07-29,2006028000
2011-08-01,1988312000
2011-08-02,1920332000
2011-08-03,1936400000
2011-08-04,1799204000
2011-08-05,1762124000
2011-08-08,1619160000
2011-08-09,1719275999
2011-08-10,1617100000
2011-08-11,1725044000
2011-08-12,1752648000
2011-08-15,1829280000
2011-08-16,1795496000
2011-08-17,1776956000
2011-08-18,1708564000
2011-08-19,1695791999
2011-08-22,1715156000
2011-08-23,1762536000
2011-08-24,1828044000
2011-08-25,1795908000
2011-08-26,1844112000
2011-08-29,1922804000
2011-08-30,1902204000
2011-08-31,1896848000
2011-09-01,1839168000
2011-09-02,1735344000
2011-09-06,1735344000
2011-09-07,1816508000
2011-09-08,1777368000
2011-09-09,1699912000
2011-09-12,1698264000
2011-09-13,1752648000
2011-09-14,1793848000
2011-09-15,1820628000
2011-09-16,1785608000
2011-09-19,1742760000
2011-09-20,1695791999
2011-09-21,1610096000
2011-09-22,1518220000
2011-09-23,1527696000
2011-09-26,1548296000
2011-09-27,1559420000
2011-09-28,1507508000
2011-09-29,1528108000
2011-09-30,1484848000
2011-10-03,1399564000
2011-10-04,1554475999
2011-10-05,1645940000
2011-10-06,1802912000
2011-10-07,1726691999
2011-10-10,1784784000
2011-10-11,1819391999
2011-10-12,1882840000
2011-10-13,1861416000
2011-10-14,1882428000
2011-10-17,1815272000
2011-10-18,1871304000
2011-10-19,1832164000
2011-10-20,1796320000
2011-10-21,1816920000
2011-10-24,1907148000
2011-10-25,1855236000
2011-10-26,1886136000
2011-10-27,2033220000
2011-10-28,1997788000
2011-10-31,1907560000
2011-11-01,1823512000
2011-11-02,1872540000
2011-11-03,1952056000
2011-11-04,1902204000
2011-11-07,1870891999
2011-11-08,1888196000
2011-11-09,1789728000
2011-11-10,1823924000
2011-11-11,1900968000
2011-11-14,1870480000
2011-11-15,1914975999
2011-11-16,1905500000
2011-11-17,1851940000
2011-11-18,1859356000
2011-11-21,1813212000
2011-11-22,1814860000
2011-11-23,1763360000
2011-11-25,1769952000
2011-11-28,1881604000
2011-11-29,1921568000
2011-11-30,2080350000
2011-12-01,2047644000
2011-12-02,2061720000
2011-12-05,2116368000
2011-12-06,2121336000
2011-12-07,2117610000
2011-12-08,2072484000
2011-12-09,2126304000
2011-12-12,2084904000
2011-12-13,2054682000
2011-12-14,2008728000
2011-12-15,2025288000
2011-12-16,2044332000
2011-12-19,1986371999
2011-12-20,2085318000
2011-12-21,2125476000
2011-12-22,2153214000
2011-12-23,2169774000
2011-12-27,2162322000
2011-12-28,2119680000
2011-12-29,2178054000
2011-12-30,2194200000
2012-01-03,2194614000
2012-01-04,2240568000
2012-01-05,2178468000
2012-01-06,2083248000
2012-01-09,2274516000
2012-01-10,2397888000
2012-01-11,2412378000
2012-01-12,2399958000
2012-01-13,2359386000
2012-01-17,2392092000
2012-01-18,2409480000
2012-01-19,2390850000
2012-01-20,2364768000
2012-01-23,2384640000
2012-01-24,2401614000
2012-01-25,2415690000
2012-01-26,2401614000
2012-01-27,2410308000
2012-01-30,2435148000
2012-01-31,2410722000
2012-02-01,2464542000
2012-02-02,2458332000
2012-02-03,2496420000
2012-02-06,2459160000
2012-02-07,2483586000
2012-02-08,2500974000
2012-02-09,2538234000
2012-02-10,2488554000
2012-02-13,2521260000
2012-02-14,2503872000
2012-02-15,2452122000
2012-02-16,2534922000
2012-02-17,2545686000
2012-02-21,2567628000
2012-02-22,2577978000
2012-02-23,2630970000
2012-02-24,2643804000
2012-02-27,2624346000
2012-02-28,2583774000
2012-02-29,2587104000
2012-03-01,2545920000
2012-03-02,2484352000
2012-03-05,2530112000
2012-03-06,2466880000
2012-03-07,2501408000
2012-03-08,2562560000
2012-03-09,2609568000
2012-03-12,2632032000
2012-03-13,2694016000
2012-03-14,2644512000
2012-03-15,2669888000
2012-03-16,2647424000
2012-03-19,2642016000
2012-03-20,2603744000
2012-03-21,2602496000
2012-03-22,2577952000
2012-03-23,2607488000
2012-03-26,2648672000
2012-03-27,2665311999
2012-03-28,2649920000
2012-03-29,2628704000
2012-03-30,2613728000
2012-04-02,2649088000
2012-04-03,2647840000
2012-04-04,2392000000
2012-04-05,2347904000
2012-04-09,2260128000
2012-04-10,2206464000
2012-04-11,2250976000
2012-04-12,2306304000
2012-04-13,2249312000
2012-04-16,2285920000
2012-04-17,2356640000
2012-04-18,2355392000
2012-04-19,2288000000
2012-04-20,2278432000
2012-04-23,2231424000
2012-04-24,2275104000
2012-04-25,2312128000
2012-04-26,2317952000
2012-04-27,2389920000
2012-04-30,2311712000
2012-05-01,2359968000
2012-05-02,2357472000
2012-05-03,2297984000
2012-05-04,2241408000
2012-05-07,2255552000
2012-05-08,2237664000
2012-05-09,2265536000
2012-05-10,2261376000
2012-05-11,2265120000
2012-05-14,2197728000
2012-05-15,2182336000
2012-05-16,2171104000
2012-05-17,2099967999
2012-05-18,2070432000
2012-05-21,2215616000
2012-05-22,2228512000
2012-05-23,2273440000
2012-05-24,2232672000
2012-05-25,2243904000
2012-05-29,2325440000
2012-05-30,2252224000
2012-05-31,2267200000
2012-06-01,2146144000
2012-06-04,2094560000
2012-06-05,2139072000
2012-06-06,2258464000
2012-06-07,2224768000
2012-06-08,2268032000
2012-06-11,2212288000
2012-06-12,2252224000
2012-06-13,2250144000
2012-06-14,2244736000
2012-06-15,2258880000
2012-06-18,2278016000
2012-06-19,2316704000
2012-06-20,2272608000
2012-06-21,2168192000
2012-06-22,2150304000
2012-06-25,2106624000
2012-06-26,2109952000
2012-06-27,2087904000
2012-06-28,2034240000
2012-06-29,2117855999
2012-07-02,2453152000
2012-07-03,2481024000
2012-07-05,2527616000
2012-07-06,2493088000
2012-07-09,2470624000
2012-07-10,2406560000
2012-07-11,2414880000
2012-07-12,2431104000
2012-07-13,2461056000
2012-07-16,2459808000
2012-07-17,2473120000
2012-07-18,2552160000
2012-07-19,2513888000
2012-07-20,2485600000
2012-07-23,2501408000
2012-07-24,2459392000
2012-07-25,2448160000
2012-07-26,2473952000
2012-07-27,2502656000
2012-07-30,2471872000
2012-07-31,2410304000
2012-08-01,2389504000
2012-08-02,2418624000
2012-08-03,2520128000
2012-08-06,2529696000
2012-08-07,2569632000
2012-08-08,2599584000
2012-08-09,2612064000
2012-08-10,2635360000
2012-08-13,2628704000
2012-08-14,2620800000
2012-08-15,2648672000
2012-08-16,2687360000
2012-08-17,2699424000
2012-08-20,2688192000
2012-08-21,2703168000
2012-08-22,2667392000
2012-08-23,2647840000
2012-08-24,2659904000
2012-08-27,2659072000
2012-08-28,2661984000
2012-08-29,2675711999
2012-08-30,2610816000
2012-08-31,2681888000
2012-09-04,2735810000
2012-09-05,2724942000
2012-09-06,2849088000
2012-09-07,2882110000
2012-09-10,2862464000
2012-09-11,2870406000
2012-09-12,2846580000
2012-09-13,2842400000
2012-09-14,2861627999
2012-09-17,2819410000
2012-09-18,2768832000
2012-09-19,2768832000
2012-09-20,2757546000
2012-09-21,2754202000
2012-09-24,2732466000
2012-09-25,2645940000
2012-09-26,2638834000
2012-09-27,2651374000
2012-09-28,2645522000
2012-10-01,2637580000
2012-10-02,2512598000
2012-10-03,2502148000
2012-10-04,2516778000
2012-10-05,2549800000
2012-10-08,2579060000
2012-10-09,2550636000
2012-10-10,2563176000
2012-10-11,2570700000
2012-10-12,2573626000
2012-10-15,2576552000
2012-10-16,2612918000
2012-10-17,2657644000
2012-10-18,2707386000
2012-10-19,2648448000
2012-10-22,2655554000
2012-10-23,2614172000
2012-10-24,2659316000
2012-10-25,2687322000
2012-10-26,2688575999
2012-10-31,2704460000
2012-11-01,2762562000
2012-11-02,2670184000
2012-11-05,2742498000
2012-11-06,2799346000
2012-11-07,2669348000
2012-11-08,2609574000
2012-11-09,2635072000
2012-11-12,2611246000
2012-11-13,2633400000
2012-11-14,2603304000
2012-11-15,2608320000
2012-11-16,2581150000
2012-11-19,2615426000
2012-11-20,2659316000
2012-11-21,2681888000
2012-11-23,2737900000
2012-11-26,2719090000
2012-11-27,2699862000
2012-11-28,2671438000
2012-11-29,2752530000
2012-11-30,2784915000
2012-12-03,2769338000
2012-12-04,2739026000
2012-12-05,2733974000
2012-12-06,2752077000
2012-12-07,2771864000
2012-12-10,2826594000
2012-12-11,2844696999
2012-12-12,2832909000
2012-12-13,2813543000
2012-12-14,2790388000
2012-12-17,2840065999
2012-12-18,2847223000
2012-12-19,2832909000
2012-12-20,2853117000
2012-12-21,2804281000
2012-12-24,2791230000
2012-12-26,2766390999
2012-12-27,2782809999
2012-12-28,2786599000
2012-12-31,2851433000
2013-01-02,2912057000
2013-01-03,2918793000
2013-01-04,2914162000
2013-01-07,2903637000
2013-01-08,2755865999
2013-01-09,2769338000
2013-01-10,2757971000
2013-01-11,2783652000
2013-01-14,2783231000
2013-01-15,2819437000
2013-01-16,2836277000
2013-01-17,2879640000
2013-01-18,2872483000
2013-01-22,2906584000
2013-01-23,2916267000
2013-01-24,2910373000
2013-01-25,2962156000
2013-01-28,2965945000
2013-01-29,2970155000
2013-01-30,2904058000
2013-01-31,2896480000
2013-02-01,2925529000
2013-02-04,2899006000
2013-02-05,2931423000
2013-02-06,2926371000
2013-02-07,2903637000
2013-02-08,2950789000
2013-02-11,2957525000
2013-02-12,2947421000
2013-02-13,2994994000
2013-02-14,3006782000
2013-02-15,3014781000
2013-02-19,3070353000
2013-02-20,3064459000
2013-02-21,3010150000
2013-02-22,3036673000
2013-02-25,2931002000
2013-02-26,2980259000
2013-02-27,3031200000
2013-02-28,2875086000
2013-03-01,2863269999
2013-03-04,2837950000
2013-03-05,2974256000
2013-03-06,2983540000
2013-03-07,3016878000
2013-03-08,3033758000
2013-03-11,3037978000
2013-03-12,3013924000
2013-03-13,3026161999
2013-03-14,3060344000
2013-03-15,3003374000
2013-03-18,3005906000
2013-03-19,2990292000
2013-03-20,3035024000
2013-03-21,2988182000
2013-03-22,3007594000
2013-03-25,2960330000
2013-03-26,2940074000
2013-03-27,2931634000
2013-03-28,2926569999
2013-04-01,2908424000
2013-04-02,2880150000
2013-04-03,3031648000
2013-04-04,3070894000
2013-04-05,3050216000
2013-04-08,3089040000
2013-04-09,3098324000
2013-04-10,3120690000
2013-04-11,3085664000
2013-04-12,3069628000
2013-04-15,2922350000
2013-04-16,2996200000
2013-04-17,2958219999
2013-04-18,2993668000
2013-04-19,3008438000
2013-04-22,2997466000
2013-04-23,3024052000
2013-04-24,3056124000
2013-04-25,3089884000
2013-04-26,3069206000
2013-04-29,3054014000
2013-04-30,3078911999
2013-05-01,2978476000
2013-05-02,2994090000
2013-05-03,3102122000
2013-05-06,3100856000
2013-05-07,3130396000
2013-05-08,3154872000
2013-05-09,3180614000
2013-05-10,3173440000
2013-05-13,3112250000
2013-05-14,3243069999
2013-05-15,3249822000
2013-05-16,3241803999
2013-05-17,3271766000
2013-05-20,3261638000
2013-05-21,3263326000
2013-05-22,3221126000
2013-05-23,3201292000
2013-05-24,3175128000
2013-05-28,3189898000
2013-05-29,3135460000
2013-05-30,3166266000
2013-05-31,3182967999
2013-06-03,3174488000
2013-06-04,3149048000
2013-06-05,3111736000
2013-06-06,3135903999
2013-06-07,3203744000
2013-06-10,3213920000
2013-06-11,3177456000
2013-06-12,3176184000
2013-06-13,3241480000
2013-06-14,3215616000
2013-06-17,3258864000
2013-06-18,3322888000
2013-06-19,3290664000
2013-06-20,3216888000
2013-06-21,3185936000
2013-06-24,3162192000
2013-06-25,3175336000
2013-06-26,3165584000
2013-06-27,3227488000
2013-06-28,3202048000
2013-07-01,3219432000
2013-07-02,3450936000
2013-07-03,3470439999
2013-07-05,3572624000
2013-07-08,3578984000
2013-07-09,3625200000
2013-07-10,3593400000
2013-07-11,3645976000
2013-07-12,3618839999
2013-07-15,3643432000
2013-07-16,3603152000
2013-07-17,3603152000
2013-07-18,3745192000
2013-07-19,3705336000
2013-07-22,3712120000
2013-07-23,3745616000
2013-07-24,3702792000
2013-07-25,3691344000
2013-07-26,3687103999
2013-07-29,3666328000
2013-07-30,3656152000
2013-07-31,3667600000
2013-08-01,3739680000
2013-08-02,3743496000
2013-08-05,3701944000
2013-08-06,3634952000
2013-08-07,3611208000
2013-08-08,3671839999
2013-08-09,3679472000
2013-08-12,3726112000
2013-08-13,3739256000
2013-08-14,3672688000
2013-08-15,3618839999
2013-08-16,3584496000
2013-08-19,3575167999
2013-08-20,3643008000
2013-08-21,3626472000
2013-08-22,3687528000
2013-08-23,3678624000
2013-08-26,3726960000
2013-08-27,3601880000
2013-08-28,3655303999
2013-08-29,3723992000
2013-08-30,3625200000
2013-09-03,3596718000
2013-09-04,3689586000
2013-09-05,3741984000
2013-09-06,3729204000
2013-09-09,3848909999
2013-09-10,3937944000
2013-09-11,3922181999
2013-09-12,3884268000
2013-09-13,3863394000
2013-09-16,3845502000
2013-09-17,3967764000
2013-09-18,3989490000
2013-09-19,3968616000
2013-09-20,3894066000
2013-09-23,3908550000
2013-09-24,3881286000
2013-09-25,3877026000
2013-09-26,3925590000
2013-09-27,3882990000
2013-09-30,3920052000
2013-10-01,4213566000
2013-10-02,4008234000
2013-10-03,3954984000
2013-10-04,4087470000
2013-10-07,4103658000
2013-10-08,4038480000
2013-10-09,3968190000
2013-10-10,4093859999
2013-10-11,4166706000
2013-10-14,4217826000
2013-10-15,4142850000
2013-10-16,4147962000
2013-10-17,4168836000
2013-10-18,4289820000
2013-10-21,4372464000
2013-10-22,4405692000
2013-10-23,4409100000
2013-10-24,4419324000
2013-10-25,4401432000
2013-10-28,4376724000
2013-10-29,4404414000
2013-10-30,4338810000
2013-10-31,4281726000
2013-11-01,4247220000
2013-11-04,4259574000
2013-11-05,4216548000
2013-11-06,4277892000
2013-11-07,4260000000
2013-11-08,4331142000
2013-11-11,4390782000
2013-11-12,4398450000
2013-11-13,4476834000
2013-11-14,4465758000
2013-11-15,4481946000
2013-11-18,4455534000
2013-11-19,4372464000
2013-11-20,4263408000
2013-11-21,4328586000
2013-11-22,4330290000
2013-11-25,4315380000
2013-11-26,4367352000
2013-11-27,4400580000
2013-11-29,4367778000
2013-12-02,4380580000
2013-12-03,4313384000
2013-12-04,4307820000
2013-12-05,4336068000
2013-12-06,4385716000
2013-12-09,4407116000
2013-12-10,4351904000
2013-12-11,4275292000
2013-12-12,4331788000
2013-12-13,4327508000
2013-12-16,4435364000
2013-12-17,4476880000
2013-12-18,4576604000
2013-12-19,4533376000
2013-12-20,4601000000
2013-12-23,4639520000
2013-12-24,4692592000
2013-12-26,4710568000
2013-12-27,4716132000
2013-12-30,4695588000
2013-12-31,4678896000
2014-01-02,4607420000
2014-01-03,4628820000
2014-01-06,4548784000
2014-01-07,4684032000
2014-01-08,4709284000
2014-01-09,5285800000
2014-01-10,5677848000
2014-01-13,5555012000
2014-01-14,5567852000
2014-01-15,5711659999
2014-01-16,5707808000
2014-01-17,5645320000
2014-01-21,5595244000
2014-01-22,5622208000
2014-01-23,5562288000
2014-01-24,5331168000
2014-01-27,5365836000
2014-01-28,5453148000
2014-01-29,5455288000
2014-01-30,5437312000
2014-01-31,5437312000
2014-02-03,5333736000
2014-02-04,5428324000
2014-02-05,5429608000
2014-02-06,5471124000
2014-02-07,5547308000
2014-02-10,5486532000
2014-02-11,5515636000
2014-02-12,5628628000
2014-02-13,5692400000
2014-02-14,5660300000
2014-02-18,5754032000
2014-02-19,5717224000
2014-02-20,5824652000
2014-02-21,5796832000
2014-02-24,5834068000
2014-02-25,5877296000
2014-02-26,6009120000
2014-02-27,6076744000
2014-02-28,6036940000
2014-03-03,6001416000
2014-03-04,6136664000
2014-03-05,6148220000
2014-03-06,6143940000
2014-03-07,6142656000
2014-03-10,6089156000
2014-03-11,5992000000
2014-03-12,5959900000
2014-03-13,6024528000
2014-03-14,5971028000
2014-03-17,6070752000
2014-03-18,6132384000
2014-03-19,6055344000
2014-03-20,6058768000
2014-03-21,5970172000
2014-03-24,5966320000
2014-03-25,5968888000
2014-03-26,5744616000
2014-03-27,5484820000
2014-03-28,5573416000
2014-03-31,5673996000
2014-04-01,5712088000
2014-04-02,5895700000
2014-04-03,5719364000
2014-04-04,5624775999
2014-04-07,5442020000
2014-04-08,5429608000
2014-04-09,5433032000
2014-04-10,5238720000
2014-04-11,5288368000
2014-04-14,5242572000
2014-04-15,5287940000
2014-04-16,5403928000
2014-04-17,5392372000
2014-04-21,5462564000
2014-04-22,5424472000
2014-04-23,5450152000
2014-04-24,5370972000
2014-04-25,5303348000
2014-04-28,5249848000
2014-04-29,5303348000
2014-04-30,5331596000
2014-05-01,5291364000
2014-05-02,5296500000
2014-05-05,5321752000
2014-05-06,5247708000
2014-05-07,5213468000
2014-05-08,5103472000
2014-05-09,5133004000
2014-05-12,5236580000
2014-05-13,5238720000
2014-05-14,5176660000
2014-05-15,5128724000
2014-05-16,5202340000
2014-05-19,5221600000
2014-05-20,5159540000
2014-05-21,5245568000
2014-05-22,5294360000
2014-05-23,5335020000
2014-05-27,5403500000
2014-05-28,5340584000
2014-05-29,5374396000
2014-05-30,5371828000
2014-06-02,5386524000
2014-06-03,5357352000
2014-06-04,5357352000
2014-06-05,5492058000
2014-06-06,5612178000
2014-06-09,5689398000
2014-06-10,5626335000
2014-06-11,5625048000
2014-06-12,5500638000
2014-06-13,5531097000
2014-06-16,5556837000
2014-06-17,5660654999
2014-06-18,5694546000
2014-06-19,5774769000
2014-06-20,5808660000
2014-06-23,5776914000
2014-06-24,5752032000
2014-06-25,5839977000
2014-06-26,5882877000
2014-06-27,5847699000
2014-06-30,5930925000
2014-07-01,5045898000
2014-07-02,5126979000
2014-07-03,5099952000
2014-07-07,5123547000
2014-07-08,4966104000
2014-07-09,4950660000
2014-07-10,4871295000
2014-07-11,4897464000
2014-07-14,4868292000
2014-07-15,4851132000
2014-07-16,4866576000
2014-07-17,4779060000
2014-07-18,4918485000
2014-07-21,4825821000
2014-07-22,4906044000
2014-07-23,4890600000
2014-07-24,4830111000
2014-07-25,4842981000
2014-07-28,4782063000
2014-07-29,4712565000
2014-07-30,4693689000
2014-07-31,4601883000
2014-08-01,4611750000
2014-08-04,4679103000
2014-08-05,4721145000
2014-08-06,4723719000
2014-08-07,4751175000
2014-08-08,4828395000
2014-08-11,4904328000
2014-08-12,4893174000
2014-08-13,4974684000
2014-08-14,5019729000
2014-08-15,5032599000
2014-08-18,5144997000
2014-08-19,5192616000
2014-08-20,5208489000
2014-08-21,5256966000
2014-08-22,5212350000
2014-08-25,5237232000
2014-08-26,5269836000
2014-08-27,5302440000
2014-08-28,5307588000
2014-08-29,5314452000
2014-09-02,5378010000
2014-09-03,5280830000
2014-09-04,5295020000
2014-09-05,5292440000
2014-09-08,5264060000
2014-09-09,5264060000
2014-09-10,5270510000
2014-09-11,5290720000
2014-09-12,5289000000
2014-09-15,5344040000
2014-09-16,5338880000
2014-09-17,5351780000
2014-09-18,5401660000
2014-09-19,5374140000
2014-09-22,5230090000
2014-09-23,5259330000
2014-09-24,5294160000
2014-09-25,5200420000
2014-09-26,5221060000
2014-09-29,5158280000
2014-09-30,5061530000
2014-10-01,5616660000
2014-10-02,5719860000
2014-10-03,5759849999
2014-10-06,5719860000
2014-10-07,5653210000
2014-10-08,5675140000
2014-10-09,5546570000
2014-10-10,5445520000
2014-10-13,5322540000
2014-10-14,5358660000
2014-10-15,5359090000
2014-10-16,5448960000
2014-10-17,5528940000
2014-10-20,5594300000
2014-10-21,5780920000
2014-10-22,5661809999
2014-10-23,5742220000
2014-10-24,5786080000
2014-10-27,5832090000
2014-10-28,5951630000
2014-10-29,5932280000
2014-10-30,5947760000
2014-10-31,5995490000
2014-11-03,5945610000
2014-11-04,5946470000
2014-11-05,5972269999
2014-11-06,6051390000
2014-11-07,6036769999
2014-11-10,6014840000
2014-11-11,5973559999
2014-11-12,5964530000
2014-11-13,5935290000
2014-11-14,5946470000
2014-11-17,5909059999
2014-11-18,5960660000
2014-11-19,5969260000
2014-11-20,6085790000
2014-11-21,6087510000
2014-11-24,6127930000
2014-11-25,6082780000
2014-11-26,6066010000
2014-11-28,5942599999
2014-12-01,5905993000
2014-12-02,5955558000
2014-12-03,6023225000
2014-12-04,6065894000
2014-12-05,6043913000
2014-12-08,5934008000
2014-12-09,5933576999
2014-12-10,5735317000
2014-12-11,5678425000
2014-12-12,5599551999
2014-12-15,5567226999
2014-12-16,5532316000
2014-12-17,5731438000
2014-12-18,5912026999
2014-12-19,5921078000
2014-12-22,6036155000
2014-12-23,6011588000
2014-12-24,6031414000
2014-12-26,6019346000
2014-12-29,6028828000
2014-12-30,6085719999
2014-12-31,6037017000
2015-01-02,6028828000
2015-01-05,5884012000
2015-01-06,5810311000
2015-01-07,5913319999
2015-01-08,6120200000
2015-01-09,6529650000
2015-01-12,6598179000
2015-01-13,6592576000
2015-01-14,6502497000
2015-01-15,6416297000
2015-01-16,6492583999
2015-01-20,6465000000
2015-01-21,6464138000
2015-01-22,6493015000
2015-01-23,6545597000
2015-01-26,6641279000
2015-01-27,6606799000
2015-01-28,6537408000
2015-01-29,6547751999
2015-01-30,6460258999
2015-02-02,6531374000
2015-02-03,6649468000
2015-02-04,6593007000
2015-02-05,6639986000
2015-02-06,6647744000
2015-02-09,6795576999
2015-02-10,6918412000
2015-02-11,6934358999
2015-02-12,7008922000
2015-02-13,7042540000
2015-02-17,7046419000
2015-02-18,6974011000
2015-02-19,6907206000
2015-02-20,6903758000
2015-02-23,6929618000
2015-02-24,6956771000
2015-02-25,6896000000
2015-02-26,6863675000
2015-02-27,6830488000
2015-03-02,6955200000
2015-03-03,6908112000
2015-03-04,6897312000
2015-03-05,6909839999
2015-03-06,6850224000
2015-03-09,6924528000
2015-03-10,6872256000
2015-03-11,6951312000
2015-03-12,6961247999
2015-03-13,6886943999
2015-03-16,6994943999
2015-03-17,6965568000
2015-03-18,7219152000
2015-03-19,7164720000
2015-03-20,7264943999
2015-03-23,7129728000
2015-03-24,7091712000
2015-03-25,6987168000
2015-03-26,7167312000
2015-03-27,7257600000
2015-03-30,7455024000
2015-03-31,7264512000
2015-04-01,7261488000
2015-04-02,7198847999
2015-04-06,7303392000
2015-04-07,7245936000
2015-04-08,7299072000
2015-04-09,7226496000
2015-04-10,7214400000
2015-04-13,7197552000
2015-04-14,7164720000
2015-04-15,7293888000
2015-04-16,7233408000
2015-04-17,7154784000
2015-04-20,7242047999
2015-04-21,7267104000
2015-04-22,7235136000
2015-04-23,7248096000
2015-04-24,7246368000
2015-04-27,7233408000
2015-04-28,7153920000
2015-04-29,7302096000
2015-04-30,7212239999
2015-05-01,7359552000
2015-05-04,7481376000
2015-05-05,7357824000
2015-05-06,7381584000
2015-05-07,7403616000
2015-05-08,7528032000
2015-05-11,7575552000
2015-05-12,7659792000
2015-05-13,7775568000
2015-05-14,7825680000
2015-05-15,7906464000
2015-05-18,7791984000
2015-05-19,7841664000
2015-05-20,7884000000
2015-05-21,7881408000
2015-05-22,7848576000
2015-05-26,7786368000
2015-05-27,7743600000
2015-05-28,7715520000
2015-05-29,7624368000
2015-06-01,7663247999
2015-06-02,7711632000
2015-06-03,7763472000
2015-06-04,7706447999
2015-06-05,7775568000
2015-06-08,7667568000
2015-06-09,7737984000
2015-06-10,7762608000
2015-06-11,7851168000
2015-06-12,7843824000
2015-06-15,7930224000
2015-06-16,7913808000
2015-06-17,7926336000
2015-06-18,7987680000
2015-06-19,8033472000
2015-06-22,8008416000
2015-06-23,8000208000
2015-06-24,7820496000
2015-06-25,7883136000
2015-06-26,7874064000
2015-06-29,7744464000
2015-06-30,7775136000
2015-07-01,8117280000
2015-07-02,8164800000
2015-07-06,8079264000
2015-07-07,8170847999
2015-07-08,8091360000
2015-07-09,8113392000
2015-07-10,8269776000
2015-07-13,8362656000
2015-07-14,8499600000
2015-07-15,8385552000
2015-07-16,8369568000
2015-07-17,8376047999
2015-07-20,8413200000
2015-07-21,8306064000
2015-07-22,8307360000
2015-07-23,8274528000
2015-07-24,8290943999
2015-07-27,8274960000
2015-07-28,8326800000
2015-07-29,8491824000
2015-07-30,8549280000
2015-07-31,8691408000
2015-08-03,8681040000
2015-08-04,8832240000
2015-08-05,8941104000
2015-08-06,8869824000
2015-08-07,8923824000
2015-08-10,9072432000
2015-08-11,9121680000
2015-08-12,8996400000
2015-08-13,9047808000
2015-08-14,9110016000
2015-08-17,9079776000
2015-08-18,9052128000
2015-08-19,8965296000
2015-08-20,8685792000
2015-08-21,8518608000
2015-08-24,8121600000
2015-08-25,8050752000
2015-08-26,8180352000
2015-08-27,8452512000
2015-08-28,8554896000
2015-08-31,8437871000
2015-09-01,8312734000
2015-09-02,8428778000
2015-09-03,8484634999
2015-09-04,8472944000
2015-09-08,8737074000
2015-09-09,8652206000
2015-09-10,8233495000
2015-09-11,8236526000
2015-09-14,8220938000
2015-09-15,8361230000
2015-09-16,8417953000
2015-09-17,8443933000
2015-09-18,8285455000
2015-09-21,8379416000
2015-09-22,8142132000
2015-09-23,7834269000
2015-09-24,7515148000
2015-09-25,7627728000
2015-09-28,7364464000
2015-09-29,7355371000
2015-09-30,7602614000
2015-10-01,7590923000
2015-10-02,7715194000
2015-10-05,7787072000
2015-10-06,7636388000
2015-10-07,7918704000
2015-10-08,8485934000
2015-10-09,8725383000
2015-10-12,8566905000
2015-10-13,8542657000
2015-10-14,8461685999
2015-10-15,8642247000
2015-10-16,8612370000
2015-10-19,8721919000
2015-10-20,8678186000
2015-10-21,8934955000
2015-10-22,9090835000
2015-10-23,9049700000
2015-10-26,8997740000
2015-10-27,9052298000
2015-10-28,9232426000
2015-10-29,9175703000
2015-10-30,9465380000
2015-11-02,9478370000
2015-11-03,9273994000
2015-11-04,9396100000
2015-11-05,9313830000
2015-11-06,9119413000
2015-11-09,9172239000
2015-11-10,9188693000
2015-11-11,9195188000
2015-11-12,9060525000
2015-11-13,9170507000
2015-11-16,9451091000
2015-11-17,9333315000
2015-11-18,9752459000
2015-11-19,9759820000
2015-11-20,9801388000
2015-11-23,9886689000
2015-11-24,9792728000
2015-11-25,9942979000
2015-11-27,10027847000
2015-11-30,10043280000
2015-12-01,10145070000
2015-12-02,9993690000
2015-12-03,9810120000
2015-12-04,9862320000
2015-12-07,9901905000
2015-12-08,10048500000
2015-12-09,10008480000
2015-12-10,10094610000
2015-12-11,10181610000
2015-12-14,10134195000
2015-12-15,10150725000
2015-12-16,10215540000
2015-12-17,10122450000
2015-12-18,10123755000
2015-12-21,10140720000
2015-12-22,10353435000
2015-12-23,10446090000
2015-12-24,10443480000
2015-12-28,10420860000
2015-12-29,10299930000
2015-12-30,10262955000
2015-12-31,10170300000
2016-01-04,10144635000
2016-01-05,10273395000
2016-01-06,10002390000
