,BK
2023-03-07,39765330000
2023-03-08,40006332000
2023-03-09,38560320000
2023-03-10,38006015400
2023-03-13,35443360800
2023-03-14,36736738200
2023-03-15,35354993400
2023-03-16,35668296000
2023-03-17,34206217200
2023-03-20,34760521800
2023-03-21,36262767600
2023-03-22,35306793000
2023-03-23,34736421600
2023-03-24,34342785000
2023-03-27,35057757600
2023-03-28,35274659400
2023-03-29,36198500400
2023-03-30,36069966000
2023-03-31,35793905920
2023-04-03,35565467700
2023-04-04,35195240240
2023-04-05,35352783840
2023-04-06,35329152300
2023-04-10,35628485140
2023-04-11,36030221320
2023-04-12,36101115940
2023-04-13,36392571600
2023-04-14,36518606480
2023-04-17,34840767140
2023-04-18,35360661020
2023-04-19,35636362320
2023-04-20,35321275120
2023-04-21,34698977900
2023-04-24,34541434300
2023-04-25,33470137820
2023-04-26,32918735220
2023-04-27,33092033180
2023-04-28,33548909620
2023-05-01,33194436520
2023-05-02,32776945980
2023-05-03,32131017220
2023-05-04,31571737440
2023-05-05,32430350060
2023-05-08,32690297000
2023-05-09,32721805720
2023-05-10,32312192360
2023-05-11,32044368240
2023-05-12,31626877700
2023-05-15,32060122600
2023-05-16,31248773060
2023-05-17,32028613879
2023-05-18,32359455440
2023-05-19,32209789020
2023-05-22,32493367500
2023-05-23,32406718520
2023-05-24,31839561560
2023-05-25,31808052840
2023-05-26,32123140040
2023-05-30,32052245420
2023-05-31,31666263600
2023-06-01,32493367500
2023-06-02,33667067320
2023-06-05,33493769360
2023-06-06,34194838379
2023-06-07,34431153780
2023-06-08,34541434300
2023-06-09,34998310740
2023-06-12,34439030960
2023-06-13,34769872520
2023-06-14,34793504060
2023-06-15,35344906660
2023-06-16,35171608700
2023-06-20,34943170480
2023-06-21,34659592000
2023-06-22,34068803500
2023-06-23,33745839120
2023-06-26,33895505540
2023-06-27,34533557120
2023-06-28,34312996080
2023-06-29,34817135600
2023-06-30,34628234760
2023-07-03,35056031910
2023-07-05,34597122240
2023-07-06,34083765660
2023-07-07,34519340940
2023-07-10,34309331430
2023-07-11,34729350450
2023-07-12,35172703860
2023-07-13,35437160280
2023-07-14,33080386890
2023-07-17,33865978020
2023-07-18,35258263290
2023-07-19,35468272800
2023-07-20,35491607190
2023-07-21,35001585000
2023-07-24,35398269630
2023-07-25,34846022400
2023-07-26,35483829060
2023-07-27,35110478820
2023-07-28,34986028740
2023-07-31,35281597680
2023-08-01,35126035080
2023-08-02,35180481990
2023-08-03,35437160280
2023-08-04,35304932070
2023-08-07,36036076290
2023-08-08,35561610360
2023-08-09,35211594510
2023-08-10,35693838570
2023-08-11,35787176130
2023-08-14,35141591340
2023-08-15,34534897200
2023-08-16,34317109559
2023-08-17,34301553300
2023-08-18,34239328260
2023-08-21,34037096880
2023-08-22,33298174530
2023-08-23,33858199890
2023-08-24,33889312410
2023-08-25,34013762489
2023-08-28,34418225250
2023-08-29,34488228420
2023-08-30,34604900370
2023-08-31,34900469310
2023-09-01,35328266460
2023-09-05,35157147600
2023-09-06,34752684840
2023-09-07,34884913050
2023-09-08,34830466140
2023-09-11,34939359960
2023-09-12,35297153940
2023-09-13,35211594510
2023-09-14,35639391660
2023-09-15,35164925730
2023-09-18,34846022400
2023-09-19,34317109559
2023-09-20,33990428100
2023-09-21,33570409079
2023-09-22,33212615100
2023-09-25,33360399570
2023-09-26,32862599250
2023-09-27,32800374210
2023-09-28,33197058840
2023-09-29,33173724450
2023-10-02,32273832220
2023-10-03,31698472720
2023-10-04,31637101040
2023-10-05,31982316740
2023-10-06,32335203900
2023-10-09,32166431780
2023-10-10,32450275799
2023-10-11,32335203900
2023-10-12,31644772500
2023-10-13,31591072280
2023-10-16,32097388640
2023-10-17,33324822240
2023-10-18,33102349900
2023-10-19,32365889740
2023-10-20,31959302359
2023-10-23,31828887540
2023-10-24,32043688420
2023-10-25,32105060100
2023-10-26,32312189519
2023-10-27,31936287980
2023-10-30,32480961640
2023-10-31,32603705000
2023-11-01,33117692820
2023-11-02,33938539040
2023-11-03,34713356500
2023-11-06,34513898540
2023-11-07,34207040140
2023-11-08,34498555620
2023-11-09,34552255840
2023-11-10,35027886360
2023-11-13,34828428400
2023-11-14,35633931700
2023-11-15,35725989220
2023-11-16,35656946080
2023-11-17,36209291200
2023-11-20,36147919520
2023-11-21,36002161780
2023-11-22,36224634120
2023-11-24,36324363100
2023-11-27,36055862000
2023-11-28,36132576600
2023-11-29,36477792300
2023-11-30,37068494720
2023-12-01,37367681660
2023-12-04,37344667280
2023-12-05,37152880780
2023-12-06,36454777920
2023-12-07,37152880780
2023-12-08,37636182760
2023-12-11,38012084300
2023-12-12,38288256860
2023-12-13,39086088700
2023-12-14,39600076520
2023-12-15,39607747980
2023-12-18,39454318780
2023-12-19,39669119660
2023-12-20,39047731400
2023-12-21,39431304400
2023-12-22,39485004620
2023-12-26,39868577620
2023-12-27,39945292220
2023-12-28,40060364120
2023-12-29,39929949300
2024-01-02,39648360060
2024-01-03,39209336600
2024-01-04,39368293370
2024-01-05,39655929430
2024-01-08,39890579900
2024-01-09,40079814150
2024-01-10,39913288010
2024-01-11,39913288010
2024-01-12,41517994450
2024-01-16,41926740430
2024-01-17,41525563820
2024-01-18,41359037680
2024-01-19,41661812480
2024-01-22,41502855710
2024-01-23,41487716970
2024-01-24,41563410670
2024-01-25,41888893580
2024-01-26,41881324210
2024-01-29,42312778300
2024-01-30,42418749480
2024-01-31,41979726020
2024-02-01,42010003500
2024-02-02,42108405310
2024-02-05,41639104370
2024-02-06,41676951220
2024-02-07,41835907990
2024-02-08,41714798070
2024-02-09,41798061140
2024-02-12,42100835940
2024-02-13,40791334930
2024-02-14,41237927760
2024-02-15,41851046730
2024-02-16,41745075550
2024-02-20,41533133190
2024-02-21,41722367440
2024-02-22,41904032320
2024-02-23,42115974680
2024-02-26,41843477360
2024-02-27,42047850350
2024-02-28,42115974680
2024-02-29,42456596330
2024-03-01,42002434130
2024-03-04,42002434130
2024-03-05,42305208930
2024-03-06,42221945860
2024-03-07,42184099010
2024-03-08,41987295390
2024-03-11,42093266570
2024-03-12,41722367440
2024-03-13,41843477360
2024-03-14,41215219650
2024-03-15,41184942170
2024-03-18,41586118780
2024-03-19,41813199880
2024-03-20,42502012550
2024-03-21,43357351360
2024-03-22,42744232390
2024-03-25,42797217980
2024-03-26,42850203570
2024-03-27,43092423410
2024-03-28,43614709940
2024-04-01,42543651840
2024-04-02,42610873200
2024-04-03,43066484640
2024-04-04,42401740080
2024-04-05,42379332960
2024-04-08,42588466080
2024-04-09,42722908800
2024-04-10,41587614720
2024-04-11,41356074480
2024-04-12,41117065200
2024-04-15,41146941360
2024-04-16,40332816000
2024-04-17,40676391840
2024-04-18,41266446000
2024-04-19,42043226160
2024-04-22,42693032640
2024-04-23,42902165760
2024-04-24,43283086800
2024-04-25,42707970720
2024-04-26,42812537280
2024-04-29,42820006320
2024-04-30,42192606960
2024-05-01,42170199840
2024-05-02,42274766400
2024-05-03,42573528000
2024-05-06,42932041920
2024-05-07,42872289600
2024-05-08,42954449040
2024-05-09,43581848400
2024-05-10,43649069760
2024-05-13,43208396400
2024-05-14,43581848400
2024-05-15,43917955200
2024-05-16,43895548080
2024-05-17,44440788000
2024-05-20,44029990800
2024-05-21,44127088320
2024-05-22,44044928880
2024-05-23,43566910320
2024-05-24,44134557360
2024-05-28,43499688960
2024-05-29,43141175040
2024-05-30,43634131680
2024-05-31,44522947440
2024-06-03,44493071280
2024-06-04,43970238480
2024-06-05,43985176560
2024-06-06,44747018640
2024-06-07,45045780240
2024-06-10,45366948960
2024-06-11,43888079040
2024-06-12,43776043440
2024-06-13,43693884000
2024-06-14,43335370080
2024-06-17,43447405680
2024-06-18,43828326720
2024-06-20,43947831360
2024-06-21,43932893280
2024-06-24,44425849920
2024-06-25,43910486160
2024-06-26,43820857680
2024-06-27,44470664160
2024-06-28,44732080560
2024-07-01,44896399440
2024-07-02,45187692000
2024-07-03,45165284880
2024-07-05,44724611520
2024-07-08,44470664160
2024-07-09,44971089840
2024-07-10,45337072800
2024-07-11,45912188880
2024-07-12,48317219760
2024-07-15,49079061839
2024-07-16,48563698080
2024-07-17,47869077360
2024-07-18,47413465920
2024-07-19,46823411760
2024-07-22,47249147040
2024-07-23,47525501520
2024-07-24,47727165600
2024-07-25,48406848240
2024-07-26,48810176399
2024-07-29,48242529360
2024-07-30,48728016959
2024-07-31,48601043279
2024-08-01,48279874560
2024-08-02,47144580480
2024-08-05,45874843680
2024-08-06,46449959760
2024-08-07,46083976800
2024-08-08,47361182640
2024-08-09,47637537120
