,EA
2009-04-14,6062710000
2009-04-15,6188680000
2009-04-16,6137000000
2009-04-17,6014260000
2009-04-20,5736480000
2009-04-21,6198370000
2009-04-22,6217750000
2009-04-23,6262970000
2009-04-24,6450310000
2009-04-27,6450310000
2009-04-28,6563360000
2009-04-29,6605350000
2009-04-30,6573050000
2009-05-01,6460000000
2009-05-04,6795920000
2009-05-05,6905740000
2009-05-06,6563360000
2009-05-07,6285580000
2009-05-08,6518140000
2009-05-11,6514910000
2009-05-12,6495530000
2009-05-13,6292040000
2009-05-14,6485839999
2009-05-15,6792690000
2009-05-18,6954190000
2009-05-19,7128610000
2009-05-20,7131839999
2009-05-21,7109230000
2009-05-22,7073700000
2009-05-26,7248120000
2009-05-27,7151220000
2009-05-28,7209360000
2009-05-29,7425769999
2009-06-01,7577580000
2009-06-02,7461300000
2009-06-03,7419310000
2009-06-04,7470990000
2009-06-05,7429000000
2009-06-08,7160910000
2009-06-09,7106000000
2009-06-10,7093080000
2009-06-11,7064010000
2009-06-12,7083390000
2009-06-15,6902510000
2009-06-16,6718400000
2009-06-17,6728089999
2009-06-18,6627960000
2009-06-19,6692560000
2009-06-22,6450310000
2009-06-23,6595660000
2009-06-24,6763620000
2009-06-25,6799150000
2009-06-26,6750700000
2009-06-29,6721630000
2009-06-30,7037280000
2009-07-01,7108560000
2009-07-02,6933600000
2009-07-06,6855840000
2009-07-07,6561000000
2009-07-08,6564240000
2009-07-09,6742440000
2009-07-10,6794280000
2009-07-13,6959520000
2009-07-14,6859080000
2009-07-15,6933600000
2009-07-16,6949800000
2009-07-17,6781320000
2009-07-20,6940080000
2009-07-21,7121520000
2009-07-22,7069680000
2009-07-23,7021080000
2009-07-24,6855840000
2009-07-27,6716520000
2009-07-28,6836400000
2009-07-29,6723000000
2009-07-30,6846120000
2009-07-31,6956280000
2009-08-03,6982200000
2009-08-04,7092360000
2009-08-05,6609600000
2009-08-06,6703560000
2009-08-07,6710040000
2009-08-10,6719759999
2009-08-11,6590160000
2009-08-12,6836400000
2009-08-13,6820200000
2009-08-14,6897960000
2009-08-17,6340680000
2009-08-18,6318000000
2009-08-19,6185160000
2009-08-20,6237000000
2009-08-21,6298560000
2009-08-24,6301800000
2009-08-25,6107400000
2009-08-26,6188400000
2009-08-27,6156000000
2009-08-28,6078240000
2009-08-31,5903280000
2009-09-01,5773680000
2009-09-02,5900040000
2009-09-03,5861160000
2009-09-04,5997240000
2009-09-08,6133320000
2009-09-09,6003720000
2009-09-10,5848200000
2009-09-11,5890320000
2009-09-14,5867640000
2009-09-15,5848200000
2009-09-16,6107400000
2009-09-17,6071759999
2009-09-18,6062040000
2009-09-21,5942160000
2009-09-22,6000480000
2009-09-23,6424919999
2009-09-24,6249960000
2009-09-25,6305040000
2009-09-28,6246720000
2009-09-29,6201360000
2009-09-30,6191250000
2009-10-01,5999500000
2009-10-02,5954000000
2009-10-05,6067750000
2009-10-06,6246500000
2009-10-07,6500000000
2009-10-08,6704750000
2009-10-09,6633250000
2009-10-12,6688499999
2009-10-13,6750250000
2009-10-14,6795750000
2009-10-15,6613750000
2009-10-16,6682000000
2009-10-19,6769749999
2009-10-20,6490250000
2009-10-21,6412250000
2009-10-22,6487000000
2009-10-23,6405750000
2009-10-26,6327750000
2009-10-27,6158750000
2009-10-28,6019000000
2009-10-29,6077500000
2009-10-30,5927999999
2009-11-02,5853250000
2009-11-03,5775250000
2009-11-04,5762250000
2009-11-05,5902000000
2009-11-06,6175000000
2009-11-09,6347250000
2009-11-10,5944250000
2009-11-11,5996250000
2009-11-12,5921500000
2009-11-13,5902000000
2009-11-16,5866250000
2009-11-17,5801250000
2009-11-18,5742750000
2009-11-19,5664750000
2009-11-20,5622500000
2009-11-23,5606250000
2009-11-24,5544500000
2009-11-25,5690750000
2009-11-27,5528250000
2009-11-30,5489250000
2009-12-01,5518500000
2009-12-02,5476250000
2009-12-03,5378750000
2009-12-04,5265000000
2009-12-07,5265000000
2009-12-08,5317000000
2009-12-09,5317000000
2009-12-10,5343000000
2009-12-11,5235750000
2009-12-14,5339750000
2009-12-15,5349500000
2009-12-16,5456750000
2009-12-17,5365750000
2009-12-18,5434000000
2009-12-21,5479500000
2009-12-22,5547750000
2009-12-23,5755750000
2009-12-24,5843500000
2009-12-28,5817500000
2009-12-29,5824000000
2009-12-30,5921500000
2009-12-31,5822000000
2010-01-04,5953200000
2010-01-05,6120480000
2010-01-06,5963040000
2010-01-07,5917120000
2010-01-08,6035200000
2010-01-11,5992560000
2010-01-12,5526800000
2010-01-13,5631760000
2010-01-14,5635040000
2010-01-15,5585840000
2010-01-19,5631760000
2010-01-20,5644880000
2010-01-21,5700640000
2010-01-22,5500560000
2010-01-25,5520239999
2010-01-26,5490719999
2010-01-27,5618640000
2010-01-28,5500560000
2010-01-29,5339840000
2010-02-01,5490719999
2010-02-02,5598960000
2010-02-03,5664560000
2010-02-04,5569440000
2010-02-05,5661280000
2010-02-08,5736719999
2010-02-09,5234880000
2010-02-10,5228320000
2010-02-11,5287360000
2010-02-12,5267680000
2010-02-16,5349680000
2010-02-17,5454640000
2010-02-18,5441520000
2010-02-19,5494000000
2010-02-22,5441520000
2010-02-23,5349680000
2010-02-24,5418560000
2010-02-25,5431680000
2010-02-26,5438239999
2010-03-01,5533360000
2010-03-02,5490719999
2010-03-03,5513680000
2010-03-04,5516960000
2010-03-05,5615360000
2010-03-08,5667840000
2010-03-09,5766239999
2010-03-10,5867920000
2010-03-11,5871200000
2010-03-12,5828560000
2010-03-15,5861360000
2010-03-16,5877760000
2010-03-17,5949920000
2010-03-18,6077840000
2010-03-19,6041760000
2010-03-22,6087680000
2010-03-23,6074560000
2010-03-24,6077840000
2010-03-25,6087680000
2010-03-26,6182800000
2010-03-29,6127040000
2010-03-30,6163120000
2010-03-31,6120480000
2010-04-01,6179520000
2010-04-05,6264800000
2010-04-06,6268080000
2010-04-07,6291040000
2010-04-08,6294320000
2010-04-09,6350080000
2010-04-12,6363200000
2010-04-13,6336960000
2010-04-14,6474719999
2010-04-15,6379600000
2010-04-16,6418960000
2010-04-19,6464880000
2010-04-20,6550160000
2010-04-21,6478000000
2010-04-22,6507520000
2010-04-23,6550160000
2010-04-26,6527200000
2010-04-27,6484560000
2010-04-28,6438640000
2010-04-29,6494400000
2010-04-30,6353360000
2010-05-03,6468160000
2010-05-04,6254960000
2010-05-05,6330400000
2010-05-06,5963040000
2010-05-07,5782640000
2010-05-10,5982719999
2010-05-11,6166400000
2010-05-12,5808880000
2010-05-13,5933520000
2010-05-14,5713760000
2010-05-17,5825280000
2010-05-18,5753120000
2010-05-19,5615360000
2010-05-20,5369360000
2010-05-21,5477600000
2010-05-24,5339840000
2010-05-25,5326719999
2010-05-26,5333280000
2010-05-27,5484160000
2010-05-28,5415280000
2010-06-01,5277520000
2010-06-02,5369360000
2010-06-03,5487440000
2010-06-04,5185680000
2010-06-07,5038080000
2010-06-08,5080720000
2010-06-09,4988880000
2010-06-10,5221760000
2010-06-11,5352960000
2010-06-14,5366080000
2010-06-15,5349680000
2010-06-16,5251280000
2010-06-17,5303760000
2010-06-18,5257840000
2010-06-21,5175840000
2010-06-22,5024960000
2010-06-23,5015120000
2010-06-24,4933120000
2010-06-25,4965920000
2010-06-28,4949520000
2010-06-29,4805200000
2010-06-30,4737600000
2010-07-01,4714570000
2010-07-02,4803400000
2010-07-06,4747470000
2010-07-07,4918550000
2010-07-08,4856040000
2010-07-09,4882360000
2010-07-12,4872490000
2010-07-13,4981060000
2010-07-14,5060020000
2010-07-15,5096210000
2010-07-16,4865910000
2010-07-19,4964610000
2010-07-20,5053440000
2010-07-21,4892230000
2010-07-22,5129110000
2010-07-23,5224520000
2010-07-26,5392310000
2010-07-27,5435080000
2010-07-28,5316640000
2010-07-29,5267290000
2010-07-30,5240970000
2010-08-02,5428500000
2010-08-03,5323220000
2010-08-04,5718020000
2010-08-05,5668670000
2010-08-06,5616030000
2010-08-09,5642350000
2010-08-10,5497590000
2010-08-11,5290319999
2010-08-12,5185040000
2010-08-13,5155430000
2010-08-16,5280450000
2010-08-17,5313350000
2010-08-18,5372569999
2010-08-19,5287030000
2010-08-20,5194910000
2010-08-23,5086340000
2010-08-24,4944870000
2010-08-25,5033700000
2010-08-26,5023830000
2010-08-27,5115950000
2010-08-30,5027120000
2010-08-31,5010670000
2010-09-01,5300190000
2010-09-02,5382440000
2010-09-03,5415340000
2010-09-07,5283740000
2010-09-08,5346250000
2010-09-09,5356120000
2010-09-10,5342959999
2010-09-13,5438370000
2010-09-14,5497590000
2010-09-15,5474560000
2010-09-16,5389020000
2010-09-17,5349540000
2010-09-20,5379150000
2010-09-21,5359410000
2010-09-22,5313350000
2010-09-23,5316640000
2010-09-24,5415340000
2010-09-27,5451530000
2010-09-28,5444950000
2010-09-29,5339670000
2010-09-30,5461400000
2010-10-01,5458080000
2010-10-04,5630720000
2010-10-05,5916240000
2010-10-06,5780120000
2010-10-07,5836559999
2010-10-08,5859800000
2010-10-11,5863120000
2010-10-12,5514520000
2010-10-13,5564320000
2010-10-14,5484640000
2010-10-15,5298720000
2010-10-18,5235640000
2010-10-19,5172560000
2010-10-20,5112800000
2010-10-21,5169240000
2010-10-22,5182520000
2010-10-25,5185840000
2010-10-26,5248920000
2010-10-27,5242280000
2010-10-28,5189160000
2010-10-29,5255560000
2010-11-01,5245600000
2010-11-02,5378400000
2010-11-03,5146000000
2010-11-04,5262200000
2010-11-05,5424880000
2010-11-08,5487960000
2010-11-09,5424880000
2010-11-10,5371760000
2010-11-11,5312000000
2010-11-12,5255560000
2010-11-15,5205760000
2010-11-16,5109480000
2010-11-17,5119440000
2010-11-18,5159280000
2010-11-19,5096200000
2010-11-22,5116120000
2010-11-23,4930200000
2010-11-24,4973360000
2010-11-26,4920240000
2010-11-29,4983320000
2010-11-30,4950120000
2010-12-01,4996600000
2010-12-02,5006560000
2010-12-03,5039760000
2010-12-06,5122760000
2010-12-07,5149320000
2010-12-08,5229000000
2010-12-09,5229000000
2010-12-10,5252240000
2010-12-13,5232320000
2010-12-14,5242280000
2010-12-15,5215720000
2010-12-16,5268840000
2010-12-17,5282120000
2010-12-20,5262200000
2010-12-21,5288760000
2010-12-22,5305360000
2010-12-23,5292080000
2010-12-27,5355160000
2010-12-28,5361800000
2010-12-29,5494600000
2010-12-30,5517840000
2010-12-31,5405400000
2011-01-03,5405400000
2011-01-04,5405400000
2011-01-05,5372400000
2011-01-06,5355900000
2011-01-07,5296500000
2011-01-10,5283300000
2011-01-11,5280000000
2011-01-12,5289900000
2011-01-13,5293200000
2011-01-14,5263500000
2011-01-18,5280000000
2011-01-19,5227200000
2011-01-20,5200800000
2011-01-21,4992900000
2011-01-24,5045700000
2011-01-25,5075400000
2011-01-26,5062200000
2011-01-27,4976400000
2011-01-28,4950000000
2011-01-31,5144700000
2011-02-01,5154600000
2011-02-02,5969700000
2011-02-03,5976300000
2011-02-04,6015900000
2011-02-07,6032400000
2011-02-08,6039000000
2011-02-09,5949900000
2011-02-10,6006000000
2011-02-11,6009300000
2011-02-14,6072000000
2011-02-15,6114900000
2011-02-16,6246900000
2011-02-17,6388800000
2011-02-18,6362400000
2011-02-22,6227100000
2011-02-23,6223800000
2011-02-24,6204000000
2011-02-25,6329400000
2011-02-28,6204000000
2011-03-01,6072000000
2011-03-02,6174300000
2011-03-03,6256800000
2011-03-04,6200700000
2011-03-07,6088500000
2011-03-08,6187500000
2011-03-09,6144600000
2011-03-10,6114900000
2011-03-11,6118200000
2011-03-14,6138000000
2011-03-15,6062100000
2011-03-16,6009300000
2011-03-17,6161100000
2011-03-18,6134700000
2011-03-21,6250200000
2011-03-22,6210600000
2011-03-23,6303000000
2011-03-24,6547200000
2011-03-25,6501000000
2011-03-28,6504300000
2011-03-29,6487800000
2011-03-30,6494400000
2011-03-31,6464430000
2011-04-01,6530630000
2011-04-04,6517390000
2011-04-05,6629930000
2011-04-06,6702750000
2011-04-07,6702750000
2011-04-08,6573660000
2011-04-11,6570350000
2011-04-12,6533939999
2011-04-13,6583590000
2011-04-14,6603450000
2011-04-15,6663030000
2011-04-18,6576970000
2011-04-19,6616689999
2011-04-20,6785500000
2011-04-21,6755710000
2011-04-25,6798740000
2011-04-26,6696130000
2011-04-27,6699439999
2011-04-28,6782189999
2011-04-29,6679580000
2011-05-02,6719300000
2011-05-03,6672960000
2011-05-04,6593520000
2011-05-05,7176080000
2011-05-06,7199250000
2011-05-09,7295240000
2011-05-10,7533560000
2011-05-11,7483910000
2011-05-12,7573280000
2011-05-13,7844700000
2011-05-16,7649410000
2011-05-17,7738780000
2011-05-18,7851320000
2011-05-19,7871180000
2011-05-20,7824840000
2011-05-23,7728850000
2011-05-24,7675890000
2011-05-25,7861250000
2011-05-26,7801670000
2011-05-27,7910900000
2011-05-31,8079710000
2011-06-01,8083020000
2011-06-02,8023439999
2011-06-03,7953930000
2011-06-06,7877800000
2011-06-07,7728850000
2011-06-08,7520320000
2011-06-09,7646100000
2011-06-10,7550110000
2011-06-13,7543490000
2011-06-14,7679200000
2011-06-15,7520320000
2011-06-16,7421020000
2011-06-17,7361439999
2011-06-20,7401160000
2011-06-21,7507080000
2011-06-22,7460740000
2011-06-23,7248900000
2011-06-24,7205870000
2011-06-27,7186010000
2011-06-28,7464050000
2011-06-29,7814910000
2011-06-30,7811600000
2011-07-01,8006890000
2011-07-05,8049920000
2011-07-06,8059850000
2011-07-07,8218729999
2011-07-08,8291550000
2011-07-11,8073090000
2011-07-12,8000270000
2011-07-13,7914210000
2011-07-14,7781810000
2011-07-15,7811600000
2011-07-18,7814910000
2011-07-19,7977100000
2011-07-20,7947310000
2011-07-21,7907590000
2011-07-22,7920830000
2011-07-25,7967170000
2011-07-26,7881110000
2011-07-27,7603070000
2011-07-28,7467360000
2011-07-29,7364750000
2011-08-01,7265450000
2011-08-02,7020510000
2011-08-03,7063540000
2011-08-04,6669650000
2011-08-05,6620000000
2011-08-08,6007650000
2011-08-09,6156600000
2011-08-10,5832220000
2011-08-11,6338650000
2011-08-12,6596830000
2011-08-15,6706060000
2011-08-16,6626620000
2011-08-17,6590210000
2011-08-18,6245970000
2011-08-19,6391610000
2011-08-22,6487600000
2011-08-23,6722610000
2011-08-24,6732540000
2011-08-25,6752400000
2011-08-26,7116500000
2011-08-29,7374680000
2011-08-30,7467360000
2011-08-31,7473979999
2011-09-01,7268760000
2011-09-02,7278689999
2011-09-06,7245590000
2011-09-07,7464050000
2011-09-08,7308479999
2011-09-09,7070160000
2011-09-12,7305170000
2011-09-13,7318410000
2011-09-14,7507080000
2011-09-15,7603070000
2011-09-16,7616310000
2011-09-19,7569970000
2011-09-20,7583210000
2011-09-21,7265450000
2011-09-22,6871560000
2011-09-23,7033750000
2011-09-26,7202560000
2011-09-27,7255520000
2011-09-28,6954310000
2011-09-29,6825220000
2011-09-30,6789400000
2011-10-03,6560320000
2011-10-04,6729640000
2011-10-05,6958720000
2011-10-06,7489920000
2011-10-07,7430160000
2011-10-10,7831880000
2011-10-11,7805320000
2011-10-12,7878360000
2011-10-13,7911559999
2011-10-14,8147280000
2011-10-17,7911559999
2011-10-18,8137320000
2011-10-19,7841840000
2011-10-20,7772120000
2011-10-21,7828559999
2011-10-24,8280080000
2011-10-25,8124040000
2011-10-26,8097480000
2011-10-27,8134000000
2011-10-28,8001200000
2011-10-31,7752200000
2011-11-01,7456720000
2011-11-02,7795360000
2011-11-03,8094160000
2011-11-04,8366400000
2011-11-07,8130679999
2011-11-08,8047679999
2011-11-09,7645960000
2011-11-10,7825240000
2011-11-11,7934800000
2011-11-14,7885000000
2011-11-15,7904920000
2011-11-16,7655920000
2011-11-17,7410240000
2011-11-18,7300679999
2011-11-21,7181160000
2011-11-22,7257520000
2011-11-23,6952080000
2011-11-25,6915559999
2011-11-28,7333880000
2011-11-29,7201080000
2011-11-30,7699080000
2011-12-01,7745559999
2011-12-02,7636000000
2011-12-05,7546360000
2011-12-06,7685800000
2011-12-07,7499880000
2011-12-08,7134679999
2011-12-09,7300679999
2011-12-12,7197760000
2011-12-13,6925520000
2011-12-14,6752880000
2011-12-15,6945440000
2011-12-16,6716360000
2011-12-19,6590200000
2011-12-20,6829240000
2011-12-21,6739600000
2011-12-22,6739600000
2011-12-23,6875720000
2011-12-27,6975320000
2011-12-28,6819280000
2011-12-29,6925520000
2011-12-30,6839200000
2012-01-03,6752100000
2012-01-04,6431930000
2012-01-05,6508010000
2012-01-06,6235390000
2012-01-09,6156140000
2012-01-10,6168820000
2012-01-11,6143460000
2012-01-12,6184670000
2012-01-13,5718680000
2012-01-17,5623579999
2012-01-18,5788420000
2012-01-19,5560180000
2012-01-20,5683810000
2012-01-23,5699660000
2012-01-24,5686980000
2012-01-25,5718680000
2012-01-26,5598220000
2012-01-27,5750380000
2012-01-30,5715510000
2012-01-31,5889859999
2012-02-01,5845480000
2012-02-02,6203690000
2012-02-03,6099079999
2012-02-06,6023000000
2012-02-07,5861329999
2012-02-08,5782079999
2012-02-09,5664790000
2012-02-10,5522140000
2012-02-13,5544329999
2012-02-14,5598220000
2012-02-15,5626750000
2012-02-16,5633090000
2012-02-17,5537990000
2012-02-21,5458740000
2012-02-22,5430210000
2012-02-23,5449230000
2012-02-24,5366810000
2012-02-27,5328770000
2012-02-28,5297070000
2012-02-29,5179780000
2012-03-01,5290730000
2012-03-02,5319260000
2012-03-05,5227329999
2012-03-06,5211480000
2012-03-07,5233670000
2012-03-08,5515800000
2012-03-09,5471420000
2012-03-12,5338280000
2012-03-13,5477760000
2012-03-14,5230500000
2012-03-15,5297070000
2012-03-16,5534820000
2012-03-19,5442890000
2012-03-20,5392170000
2012-03-21,5363640000
2012-03-22,5376320000
2012-03-23,5344620000
2012-03-26,5389000000
2012-03-27,5395340000
2012-03-28,5322430000
2012-03-29,5227329999
2012-03-30,5227329999
2012-04-02,5297070000
2012-04-03,5278050000
2012-04-04,5154420000
2012-04-05,5157590000
2012-04-09,5040300000
2012-04-10,4929350000
2012-04-11,5037130000
2012-04-12,5236840000
2012-04-13,5129060000
2012-04-16,4821570000
2012-04-17,4843760000
2012-04-18,4777190000
2012-04-19,4678920000
2012-04-20,4732810000
2012-04-23,4713790000
2012-04-24,4716960000
2012-04-25,4758170000
2012-04-26,5049810000
2012-04-27,4856440000
2012-04-30,4875460000
2012-05-01,4926180000
2012-05-02,5030790000
2012-05-03,4967390000
2012-05-04,4793040000
2012-05-07,4796210000
2012-05-08,4590160000
2012-05-09,4476040000
2012-05-10,4663070000
2012-05-11,4618690000
2012-05-14,4558460000
2012-05-15,4536270000
2012-05-16,4567970000
2012-05-17,4514080000
2012-05-18,4469700000
2012-05-21,4558460000
2012-05-22,4520420000
2012-05-23,4656730000
2012-05-24,4507740000
2012-05-25,4507740000
2012-05-29,4558460000
2012-05-30,4485550000
2012-05-31,4317540000
2012-06-01,4159039999
2012-06-04,4143190000
2012-06-05,4165380000
2012-06-06,4346070000
2012-06-07,4254140000
2012-06-08,4269990000
2012-06-11,4063940000
2012-06-12,4054429999
2012-06-13,3895929999
2012-06-14,3905440000
2012-06-15,3943480000
2012-06-18,3940310000
2012-06-19,4016390000
2012-06-20,4013220000
2012-06-21,3804000000
2012-06-22,3886420000
2012-06-25,3842039999
2012-06-26,3794490000
2012-06-27,3838870000
2012-06-28,3769130000
2012-06-29,3914950000
2012-07-02,3880480000
2012-07-03,3978440000
2012-07-05,3915240000
2012-07-06,3798320000
2012-07-09,3773040000
2012-07-10,3662440000
2012-07-11,3690880000
2012-07-12,3662440000
2012-07-13,3700360000
2012-07-16,3643480000
2012-07-17,3589760000
2012-07-18,3634000000
2012-07-19,3877320000
2012-07-20,3785680000
2012-07-23,3735120000
2012-07-24,3646639999
2012-07-25,3637160000
2012-07-26,3460200000
2012-07-27,3605560000
2012-07-30,3548680000
2012-07-31,3482320000
2012-08-01,3690880000
2012-08-02,3592919999
2012-08-03,3782520000
2012-08-06,3855200000
2012-08-07,4041639999
2012-08-08,4089040000
2012-08-09,4145919999
2012-08-10,4133280000
2012-08-13,4066919999
2012-08-14,4016360000
2012-08-15,4136440000
2012-08-16,4363960000
2012-08-17,4351320000
2012-08-20,4284960000
2012-08-21,4284960000
2012-08-22,4247040000
2012-08-23,4187000000
2012-08-24,4212280000
2012-08-27,4085880000
2012-08-28,4054280000
2012-08-29,4060600000
2012-08-30,4108000000
2012-08-31,4212280000
2012-09-04,4117480000
2012-09-05,4152240000
2012-09-06,4307080000
2012-09-07,4436640000
2012-09-10,4373440000
2012-09-11,4363960000
2012-09-12,4420840000
2012-09-13,4499840000
2012-09-14,4582000000
2012-09-17,4490360000
2012-09-18,4424000000
2012-09-19,4401880000
2012-09-20,4259680000
2012-09-21,4183840000
2012-09-24,4205960000
2012-09-25,4006880000
2012-09-26,3981600000
2012-09-27,4038480000
2012-09-28,4010040000
2012-10-01,3705000000
2012-10-02,3795000000
2012-10-03,3855000000
2012-10-04,3909000000
2012-10-05,3885000000
2012-10-08,3894000000
2012-10-09,3903000000
2012-10-10,3867000000
2012-10-11,3915000000
2012-10-12,4023000000
2012-10-15,4107000000
2012-10-16,4194000000
2012-10-17,4161000000
2012-10-18,4149000000
2012-10-19,3924000000
2012-10-22,3915000000
2012-10-23,3831000000
2012-10-24,3726000000
2012-10-25,3663000000
2012-10-26,3573000000
2012-10-31,3705000000
2012-11-01,3900000000
2012-11-02,3897000000
2012-11-05,3960000000
2012-11-06,4128000000
2012-11-07,4032000000
2012-11-08,3873000000
2012-11-09,3867000000
2012-11-12,3906000000
2012-11-13,3894000000
2012-11-14,3825000000
2012-11-15,3915000000
2012-11-16,3915000000
2012-11-19,4113000000
2012-11-20,4158000000
2012-11-21,4191000000
2012-11-23,4311000000
2012-11-26,4380000000
2012-11-27,4422000000
2012-11-28,4509000000
2012-11-29,4509000000
2012-11-30,4443000000
2012-12-03,4359000000
2012-12-04,4332000000
2012-12-05,4389000000
2012-12-06,4446000000
2012-12-07,4452000000
2012-12-10,4446000000
2012-12-11,4545000000
2012-12-12,4599000000
2012-12-13,4575000000
2012-12-14,4590000000
2012-12-17,4626000000
2012-12-18,4473000000
2012-12-19,4320000000
2012-12-20,4182000000
2012-12-21,4167000000
2012-12-24,4233000000
2012-12-26,4248000000
2012-12-27,4206000000
2012-12-28,4176000000
2012-12-31,4370520000
2013-01-02,4379550000
2013-01-03,4436740000
2013-01-04,4478880000
2013-01-07,4349450000
2013-01-08,4144770000
2013-01-09,4123700000
2013-01-10,4214000000
2013-01-11,4286240000
2013-01-14,4343430000
2013-01-15,4397610000
2013-01-16,4394600000
2013-01-17,4367510000
2013-01-18,4352460000
2013-01-22,4343430000
2013-01-23,4229050000
2013-01-24,4292260000
2013-01-25,4445770000
2013-01-28,4527040000
2013-01-29,4499950000
2013-01-30,4539080000
2013-01-31,4734730000
2013-02-01,4873190000
2013-02-04,4816000000
2013-02-05,5083890000
2013-02-06,5080880000
2013-02-07,5077870000
2013-02-08,5228370000
2013-02-11,5240410000
2013-02-12,5279540000
2013-02-13,5168170000
2013-02-14,5162150000
2013-02-15,5107970000
2013-02-19,5294590000
2013-02-20,5261480000
2013-02-21,5309640000
2013-02-22,5360810000
2013-02-25,5327700000
2013-02-26,5324690000
2013-02-27,5454120000
2013-02-28,5276530000
2013-03-01,5430040000
2013-03-04,5478200000
2013-03-05,5571510000
2013-03-06,5604620000
2013-03-07,5631710000
2013-03-08,5592579999
2013-03-11,5758130000
2013-03-12,5794250000
2013-03-13,5700940000
2013-03-14,5821340000
2013-03-15,5682880000
2013-03-18,5631710000
2013-03-19,5162150000
2013-03-20,5219340000
2013-03-21,5327700000
2013-03-22,5408970000
2013-03-25,5285560000
2013-03-26,5348770000
2013-03-27,5354790000
2013-03-28,5327700000
2013-04-01,5447680000
2013-04-02,5335200000
2013-04-03,5240960000
2013-04-04,5244000000
2013-04-05,5274400000
2013-04-08,5250080000
2013-04-09,5304800000
2013-04-10,5411200000
2013-04-11,5359520000
2013-04-12,5344319999
2013-04-15,5140640000
2013-04-16,5280480000
2013-04-17,5171040000
2013-04-18,5149760000
2013-04-19,5195360000
2013-04-22,5253120000
2013-04-23,5295680000
2013-04-24,5411200000
2013-04-25,5453760000
2013-04-26,5435520000
2013-04-29,5402080000
2013-04-30,5353440000
2013-05-01,5259200000
2013-05-02,5332160000
2013-05-03,5459840000
2013-05-06,5560160000
2013-05-07,5596640000
2013-05-08,6554240000
2013-05-09,6578560000
2013-05-10,6833920000
2013-05-13,6608960000
2013-05-14,6812640000
2013-05-15,6882560000
2013-05-16,6694080000
2013-05-17,6751840000
2013-05-20,6624160000
2013-05-21,6678880000
2013-05-22,6612000000
2013-05-23,6885600000
2013-05-24,6922080000
2013-05-28,7071040000
2013-05-29,7040640000
2013-05-30,7098400000
2013-05-31,6988960000
2013-06-03,6988960000
2013-06-04,6906880000
2013-06-05,6955520000
2013-06-06,7077120000
2013-06-07,7177440000
2013-06-10,6952480000
2013-06-11,6870400000
2013-06-12,6548160000
2013-06-13,6532960000
2013-06-14,6630240000
2013-06-17,6818720000
2013-06-18,7001120000
2013-06-19,6943360000
2013-06-20,6733600000
2013-06-21,6681920000
2013-06-24,6569440000
2013-06-25,6621120000
2013-06-26,6624160000
2013-06-27,6751840000
2013-06-28,6988960000
2013-07-01,7110269662
2013-07-02,7214561796
2013-07-03,7150146066
2013-07-05,7309651684
2013-07-08,7220696628
2013-07-09,7229898875
2013-07-10,7331123594
2013-07-11,7444617976
2013-07-12,7459955055
2013-07-15,7420078650
2013-07-16,7420078650
2013-07-17,7303516853
2013-07-18,7410876403
2013-07-19,7444617976
2013-07-22,7364865167
2013-07-23,7309651684
2013-07-24,7794303369
2013-07-25,7558112358
2013-07-26,7920067414
2013-07-29,7815775280
2013-07-30,7996752808
2013-07-31,8012089886
2013-08-01,8137853931
2013-08-02,8150123594
2013-08-05,8137853931
2013-08-06,8110247190
2013-08-07,8079573032
2013-08-08,8171595504
2013-08-09,8174662920
2013-08-12,8183865167
2013-08-13,8143988763
2013-08-14,8177730336
2013-08-15,8122516853
2013-08-16,8248280897
2013-08-19,8150123594
2013-08-20,8205337077
2013-08-21,8177730336
2013-08-22,8521280897
2013-08-23,8579561796
2013-08-26,8545820223
2013-08-27,8278955055
2013-08-28,8321898875
2013-08-29,8456865167
2013-08-30,8171595504
2013-09-03,8392449437
2013-09-04,8585696628
2013-09-05,8490606740
2013-09-06,8208404493
2013-09-09,8315764044
2013-09-10,8266685392
2013-09-11,8193067414
2013-09-12,8094910111
2013-09-13,8180797751
2013-09-16,8269752808
2013-09-17,8466067414
2013-09-18,8239078650
2013-09-19,8275887639
2013-09-20,8140921347
2013-09-23,8033561796
2013-09-24,8143988763
2013-09-25,8159325841
2013-09-26,8021292133
2013-09-27,7959943819
2013-09-30,7869400000
2013-10-01,8137360000
2013-10-02,7890960000
2013-10-03,7724639999
2013-10-04,7934080000
2013-10-07,7777000000
2013-10-08,7413560000
2013-10-09,7438200000
2013-10-10,7767760000
2013-10-11,7613760000
2013-10-14,7573720000
2013-10-15,7382760000
2013-10-16,7456680000
2013-10-17,7555240000
2013-10-18,7709240000
2013-10-21,7546000000
2013-10-22,7770840000
2013-10-23,7579880000
2013-10-24,7619919999
2013-10-25,7623000000
2013-10-28,7647639999
2013-10-29,7432040000
2013-10-30,8008000000
2013-10-31,8085000000
2013-11-01,7894040000
2013-11-04,7924840000
2013-11-05,7872480000
2013-11-06,7927919999
2013-11-07,7801639999
2013-11-08,7915600000
2013-11-11,8004919999
2013-11-12,8143520000
2013-11-13,8137360000
2013-11-14,7995680000
2013-11-15,7410480000
2013-11-18,7428960000
2013-11-19,7182560000
2013-11-20,7084000000
2013-11-21,7204120000
2013-11-22,7127120000
2013-11-25,7016240000
2013-11-26,6936160000
