,USB
2023-03-07,69859200000
2023-03-08,69690680000
2023-03-09,64803599999
2023-03-10,62229839999
2023-03-13,55979280000
2023-03-14,57465320000
2023-03-15,54294080000
2023-03-16,55703520000
2023-03-17,50479400000
2023-03-20,52777400000
2023-03-21,57480640000
2023-03-22,53298280000
2023-03-23,53711920000
2023-03-24,53466800000
2023-03-27,53420839999
2023-03-28,54477920000
2023-03-29,55489040000
2023-03-30,54309400000
2023-03-31,55264649999
2023-04-03,54636120000
2023-04-04,53746980000
2023-04-05,53823630000
2023-04-06,54804750000
2023-04-10,54590130000
2023-04-11,54467490000
2023-04-12,54268200000
2023-04-13,54237540000
2023-04-14,53609010000
2023-04-17,54559470000
2023-04-18,53946270000
2023-04-19,55203330000
2023-04-20,53287080000
2023-04-21,51386160000
2023-04-24,50267070000
2023-04-25,48703410000
2023-04-26,48320160000
2023-04-27,49929810000
2023-04-28,52551240000
2023-05-01,50497020000
2023-05-02,46955790000
2023-05-03,45683400000
2023-05-04,44426340000
2023-05-05,47124420000
2023-05-08,45591420000
2023-05-09,45852030000
2023-05-10,45146850000
2023-05-11,44334360000
2023-05-12,44656290000
2023-05-15,45453450000
2023-05-16,43966440000
2023-05-17,46679850000
2023-05-18,46741170000
2023-05-19,46158630000
2023-05-22,47385030000
2023-05-23,47737620000
2023-05-24,47231730000
2023-05-25,46771830000
2023-05-26,47017110000
2023-05-30,47001780000
2023-05-31,45836700000
2023-06-01,46787160000
2023-06-02,48657420000
2023-06-05,47860260000
2023-06-06,50021790000
2023-06-07,50987580000
2023-06-08,50680980000
2023-06-09,50374380000
2023-06-12,49301279999
2023-06-13,50129100000
2023-06-14,49209300000
2023-06-15,51033570000
2023-06-16,51278850000
2023-06-20,51478140000
2023-06-21,51248190000
2023-06-22,49408589999
2023-06-23,48872040000
2023-06-26,49546560000
2023-06-27,49899149999
2023-06-28,49546560000
2023-06-29,50221080000
2023-06-30,51145920000
2023-07-03,51981840000
2023-07-05,51904440000
2023-07-06,51068520000
2023-07-07,51919920000
2023-07-10,52229520000
2023-07-11,54056160000
2023-07-12,54350280000
2023-07-13,55433880000
2023-07-14,54690840000
2023-07-17,54582480000
2023-07-18,56579399999
2023-07-19,60232679999
2023-07-20,60588720000
2023-07-21,59474160000
2023-07-24,60774480000
2023-07-25,58607280000
2023-07-26,60201720000
2023-07-27,60093360000
2023-07-28,61207920000
2023-07-31,61424640000
2023-08-01,59923080000
2023-08-02,59489640000
2023-08-03,61068600000
2023-08-04,61703280000
2023-08-07,62105759999
2023-08-08,62276039999
2023-08-09,61378200000
2023-08-10,61130520000
2023-08-11,61084080000
2023-08-14,59938560000
2023-08-15,58266720000
2023-08-16,57353399999
2023-08-17,56981880000
2023-08-18,57028320000
2023-08-21,56904480000
2023-08-22,55480320000
2023-08-23,56115000000
2023-08-24,55929240000
2023-08-25,54969480000
2023-08-28,55758960000
2023-08-29,56471039999
2023-08-30,56316240000
2023-08-31,56548440000
2023-09-01,57384360000
2023-09-05,56532960000
2023-09-06,55913759999
2023-09-07,55155240000
2023-09-08,55898280000
2023-09-11,56037600000
2023-09-12,57276000000
2023-09-13,54412200000
2023-09-14,55294560000
2023-09-15,54412200000
2023-09-18,53793000000
2023-09-19,53545320000
2023-09-20,53266679999
2023-09-21,51780600000
2023-09-22,51672240000
2023-09-25,51997320000
2023-09-26,51114960000
2023-09-27,50340960000
2023-09-28,50263560000
2023-09-29,51176880000
2023-10-02,50041980000
2023-10-03,48796380000
2023-10-04,48640680000
2023-10-05,49621590000
2023-10-06,49606020000
2023-10-09,49839570000
2023-10-10,50742630000
2023-10-11,50618070000
2023-10-12,50228820000
2023-10-13,50088690000
2023-10-16,50789339999
2023-10-17,54323730000
2023-10-18,51957089999
2023-10-19,50991750000
2023-10-20,48158010000
2023-10-23,48671820000
2023-10-24,48874230000
2023-10-25,48718530000
2023-10-26,49465890000
2023-10-27,47706480000
2023-10-30,48749670000
2023-10-31,49637160000
2023-11-01,49606020000
2023-11-02,53467380000
2023-11-03,55257930000
2023-11-06,54915390000
2023-11-07,54199170000
2023-11-08,53732070000
2023-11-09,52797869999
2023-11-10,53249400000
2023-11-13,52938000000
2023-11-14,56285550000
2023-11-15,57889260000
2023-11-16,58107240000
2023-11-17,58605480000
2023-11-20,58589910000
2023-11-21,57624570000
2023-11-22,57344310000
2023-11-24,57920400000
2023-11-27,57282030000
2023-11-28,57671280000
2023-11-29,58839030000
2023-11-30,59352839999
2023-12-01,61314660000
2023-12-04,61485930000
2023-12-05,61345800000
2023-12-06,60847560000
2023-12-07,61859609999
2023-12-08,62949510000
2023-12-11,63105210000
2023-12-12,62980650000
2023-12-13,66156930000
2023-12-14,70578810000
2023-12-15,70080570000
2023-12-18,68585849999
2023-12-19,68834970000
2023-12-20,66110220000
2023-12-21,67433670000
2023-12-22,67745070000
2023-12-26,68616990000
2023-12-27,68414580000
2023-12-28,67931910000
2023-12-29,67386960000
2024-01-02,68455689999
2024-01-03,66647250000
2024-01-04,67364390000
2024-01-05,68299790000
2024-01-08,68533640000
2024-01-09,67754140000
2024-01-10,67660600000
2024-01-11,66756380000
2024-01-12,65711850000
2024-01-16,64511420000
2024-01-17,63638380000
2024-01-18,62593850000
2024-01-19,65493590000
2024-01-22,65135020000
2024-01-23,65431230000
2024-01-24,66226319999
2024-01-25,66740790000
2024-01-26,66475760000
2024-01-29,66959050000
2024-01-30,67567060000
2024-01-31,64760860000
2024-02-01,63747510000
2024-02-02,63669560000
2024-02-05,62515900000
2024-02-06,62515900000
2024-02-07,62219689999
2024-02-08,62936829999
2024-02-09,62640620000
2024-02-12,64028130000
2024-02-13,62250870000
2024-02-14,63139500000
2024-02-15,64776449999
2024-02-16,64682910000
2024-02-20,64137260000
2024-02-21,63638380000
2024-02-22,64464650000
2024-02-23,64480240000
2024-02-26,63669560000
2024-02-27,64495829999
2024-02-28,64261980000
2024-02-29,65415640000
2024-03-01,64573780000
2024-03-04,66569300000
2024-03-05,67426750000
2024-03-06,67177310000
2024-03-07,67567060000
2024-03-08,67442340000
2024-03-11,67847680000
2024-03-12,67364390000
2024-03-13,67769730000
2024-03-14,66023650000
2024-03-15,65602720000
2024-03-18,66210730000
2024-03-19,65820980000
2024-03-20,67754140000
2024-03-21,69297550000
2024-03-22,67956810000
2024-03-25,67894449999
2024-03-26,67863270000
2024-03-27,68596000000
2024-03-28,69687300000
2024-04-01,68518050000
2024-04-02,67395569999
2024-04-03,67208490000
2024-04-04,66912280000
2024-04-05,67083770000
2024-04-08,68159480000
2024-04-09,68502460000
2024-04-10,65524770000
2024-04-11,65353280000
2024-04-12,64823220000
2024-04-15,64604960000
2024-04-16,63919000000
2024-04-17,61611680000
2024-04-18,61486960000
2024-04-19,63061550000
2024-04-22,63996949999
2024-04-23,63872230000
2024-04-24,64869990000
2024-04-25,63903410000
2024-04-26,64106079999
2024-04-29,64371110000
2024-04-30,63342170000
2024-05-01,63996949999
2024-05-02,63872230000
2024-05-03,64558189999
2024-05-06,65197380000
2024-05-07,64823220000
2024-05-08,64994710000
2024-05-09,64760860000
2024-05-10,65244150000
2024-05-13,64682910000
2024-05-14,65400050000
2024-05-15,65820980000
2024-05-16,64932350000
2024-05-17,64589370000
2024-05-20,63747510000
2024-05-21,64199620000
2024-05-22,63560430000
2024-05-23,62391180000
2024-05-24,63186270000
2024-05-28,62001430000
2024-05-29,60863360000
2024-05-30,61393420000
2024-05-31,63217449999
2024-06-03,61939069999
2024-06-04,60738640000
2024-06-05,60925720000
2024-06-06,60832180000
2024-06-07,60832180000
2024-06-10,60411250000
2024-06-11,59943550000
2024-06-12,61237520000
2024-06-13,61206340000
2024-06-14,60535970000
2024-06-17,60941310000
2024-06-18,61253110000
2024-06-20,61237520000
2024-06-21,61892300000
2024-06-24,63217449999
2024-06-25,62391180000
2024-06-26,61907890000
2024-06-27,61861120000
2024-06-28,61892300000
2024-07-01,61175160000
2024-07-02,62313230000
2024-07-03,61596090000
2024-07-05,60863360000
2024-07-08,61518140000
2024-07-09,62157329999
2024-07-10,63607199999
2024-07-11,65368870000
2024-07-12,65633900000
2024-07-15,66066000000
2024-07-16,67532400000
2024-07-17,70605600000
2024-07-18,69279600000
2024-07-19,69825600000
2024-07-22,70262400000
2024-07-23,71058000000
2024-07-24,69841200000
2024-07-25,70340400000
2024-07-26,70917600000
2024-07-29,70777200000
2024-07-30,70933200000
2024-07-31,70012800000
2024-08-01,67828799999
2024-08-02,66066000000
2024-08-05,63647999999
2024-08-06,65005200000
2024-08-07,64568400000
2024-08-08,65145600000
2024-08-09,65629200000
