,FFIV
2009-08-10,2820289420
2009-08-11,2847762320
2009-08-12,2887009320
2009-08-13,2845407500
2009-08-14,2814794840
2009-08-17,2700193600
2009-08-18,2742580360
2009-08-19,2754354460
2009-08-20,2791246640
2009-08-21,2748859880
2009-08-24,2685279740
2009-08-25,2687634560
2009-08-26,2672720700
2009-08-27,2704903240
2009-08-28,2757494220
2009-08-31,2708043000
2009-09-01,2664871300
2009-09-02,2781042420
2009-09-03,2910557520
2009-09-04,2927826200
2009-09-08,2941955119
2009-09-09,3048706960
2009-09-10,3095018420
2009-09-11,3058911180
2009-09-14,3063620820
2009-09-15,3065975640
2009-09-16,3044782260
2009-09-17,3033793100
2009-09-18,3052631660
2009-09-21,3078534680
2009-09-22,3086384080
2009-09-23,3060481060
2009-09-24,3013384660
2009-09-25,3022019000
2009-09-28,3079319619
2009-09-29,3021234060
2009-09-30,3127044780
2009-10-01,3041826300
2009-10-02,3044193480
2009-10-05,3095482379
2009-10-06,3156240000
2009-10-07,3205950780
2009-10-08,3208317959
2009-10-09,3258028740
2009-10-12,3288802080
2009-10-13,3365340900
2009-10-14,3467129640
2009-10-15,3438723480
2009-10-16,3363762780
2009-10-19,3389012700
2009-10-20,3324309780
2009-10-21,3276966180
2009-10-22,3787488000
2009-10-23,3804847320
2009-10-26,3761449020
2009-10-27,3628097879
2009-10-28,3577598040
2009-10-29,3668339940
2009-10-30,3542090340
2009-11-02,3534199740
2009-11-03,3610738560
2009-11-04,3577598040
2009-11-05,3723574140
2009-11-06,3718050720
2009-11-09,3778019280
2009-11-10,3733042860
2009-11-11,3774073980
2009-11-12,3730675680
2009-11-13,3886909560
2009-11-16,3935831280
2009-11-17,3926362560
2009-11-18,3890065800
2009-11-19,3816683220
2009-11-20,3701480459
2009-11-23,3808792620
2009-11-24,3789855180
2009-11-25,3823784760
2009-11-27,3766183379
2009-11-30,3710949180
2009-12-01,3877440840
2009-12-02,3879808020
2009-12-03,3880597080
2009-12-04,3995799840
2009-12-07,4081018320
2009-12-08,4047877800
2009-12-09,4109424480
2009-12-10,4147299360
2009-12-11,3949245300
2009-12-14,4064448060
2009-12-15,4025784120
2009-12-16,3969760860
2009-12-17,3946878120
2009-12-18,3941354700
2009-12-21,4090487040
2009-12-22,4131518160
2009-12-23,4149666540
2009-12-24,4138619700
2009-12-28,4129940040
2009-12-29,4107846360
2009-12-30,4179650820
2009-12-31,4205500180
2010-01-04,4285688119
2010-01-05,4169772880
2010-01-06,4188827440
2010-01-07,4146748619
2010-01-08,4204706240
2010-01-11,4164215300
2010-01-12,4050681880
2010-01-13,4159451660
2010-01-14,4139603160
2010-01-15,4080057660
2010-01-19,4154688020
2010-01-20,4208675940
2010-01-21,4335706340
2010-01-22,4150718320
2010-01-25,4245991119
2010-01-26,4159451660
2010-01-27,4099112220
2010-01-28,4026863680
2010-01-29,3924445420
2010-02-01,4000663660
2010-02-02,4007809119
2010-02-03,4006221240
2010-02-04,3839493840
2010-02-05,3845051420
2010-02-08,3852196880
2010-02-09,3989548500
2010-02-10,3966524240
2010-02-11,4264251740
2010-02-12,4235669900
2010-02-16,4253136580
2010-02-17,4269015380
2010-02-18,4341263920
2010-02-19,4361906360
2010-02-22,4358730600
2010-02-23,4313476020
2010-02-24,4411924580
2010-02-25,4396045780
2010-02-26,4430185200
2010-03-01,4628670200
2010-03-02,4739027860
2010-03-03,4868440080
2010-03-04,4819215800
2010-03-05,4860500680
2010-03-08,4833506720
2010-03-09,4895434040
2010-03-10,4975621980
2010-03-11,5060573560
2010-03-12,5009761400
2010-03-15,5007379580
2010-03-16,4962918940
2010-03-17,5128852400
2010-03-18,5105828140
2010-03-19,4902579500
2010-03-22,4984355320
2010-03-23,5049458400
2010-03-24,5080422060
2010-03-25,4974034100
2010-03-26,4966888640
2010-03-29,4971652280
2010-03-30,4959743180
2010-03-31,4922018320
2010-04-01,4962748960
2010-04-05,5214320560
2010-04-06,5200743680
2010-04-07,5156019840
2010-04-08,5104906880
2010-04-09,5171992640
2010-04-12,5110497360
2010-04-13,5207931439
2010-04-14,5378041760
2010-04-15,5361270320
2010-04-16,5290990000
2010-04-19,5251856640
2010-04-20,5267829439
2010-04-21,5347693439
2010-04-22,5733436560
2010-04-23,5692705920
2010-04-26,5623224240
2010-04-27,5559333040
2010-04-28,5556138479
2010-04-29,5621626960
2010-04-30,5465093520
2010-05-03,5676733120
2010-05-04,5536971120
2010-05-05,5528984720
2010-05-06,5250259360
2010-05-07,5057787120
2010-05-10,5476274479
2010-05-11,5573708560
2010-05-12,5818092400
2010-05-13,5645586160
2010-05-14,5590480000
2010-05-17,5559333040
2010-05-18,5500233680
2010-05-19,5482663600
2010-05-20,5169596720
2010-05-21,5342901600
2010-05-24,5376444479
2010-05-25,5477871760
2010-05-26,5485858160
2010-05-27,5847642080
2010-05-28,5616835120
2010-06-01,5411584640
2010-06-02,5532977920
2010-06-03,5747013439
2010-06-04,5511414640
2010-06-07,5354881200
2010-06-08,5337311120
2010-06-09,5335713840
2010-06-10,5438738400
2010-06-11,5586486800
2010-06-14,5628016080
2010-06-15,5827676080
2010-06-16,5965042160
2010-06-17,5863614880
2010-06-18,5894761840
2010-06-21,5927506080
2010-06-22,5843648880
2010-06-23,5938687040
2010-06-24,5748610720
2010-06-25,5741422960
2010-06-28,5870802640
2010-06-29,5517803760
2010-06-30,5504662459
2010-07-01,5587348800
2010-07-02,5511084700
2010-07-06,5630698920
2010-07-07,6030483360
2010-07-08,6063397340
2010-07-09,6039313940
2010-07-12,6154914260
2010-07-13,6170167080
2010-07-14,6251247860
2010-07-15,6317878600
2010-07-16,6130830860
2010-07-19,6121197500
2010-07-20,6164547620
2010-07-21,5869124580
2010-07-22,6695185200
2010-07-23,7001044379
2010-07-26,7022719440
2010-07-27,6911133020
2010-07-28,6886246840
2010-07-29,6946455340
2010-07-30,7050816740
2010-08-02,7112630800
2010-08-03,7111828020
2010-08-04,7210569959
2010-08-05,7140728100
2010-08-06,7102997440
2010-08-09,7338211980
2010-08-10,7404039940
2010-08-11,6969735959
2010-08-12,6644610060
2010-08-13,6733718640
2010-08-16,6734521420
2010-08-17,7057238980
2010-08-18,7133503080
2010-08-19,7123066940
2010-08-20,7308509120
2010-08-23,7166417060
2010-08-24,6925583060
2010-08-25,6975355420
2010-08-26,7037169480
2010-08-27,7146347560
2010-08-30,7164008720
2010-08-31,7018705540
2010-09-01,7284425720
2010-09-02,7314128580
2010-09-03,7530076400
2010-09-07,7507598560
2010-09-08,7735588080
2010-09-09,7685012940
2010-09-10,7558173700
2010-09-13,7937085860
2010-09-14,7920227480
2010-09-15,7958760920
2010-09-16,8069544560
2010-09-17,8106472440
2010-09-20,8400289920
2010-09-21,8299139640
2010-09-22,8067136220
2010-09-23,8227692220
2010-09-24,8274253459
2010-09-27,8287097940
2010-09-28,8353728680
2010-09-29,8381825980
2010-09-30,8371653640
2010-10-01,8329718760
2010-10-04,8539393160
2010-10-05,8991806000
2010-10-06,7866015760
2010-10-07,7982143120
2010-10-08,7636180360
2010-10-11,7353119920
2010-10-12,7710372840
2010-10-13,7801500560
2010-10-14,7714405040
2010-10-15,7838596800
2010-10-18,7513601480
2010-10-19,7337797560
2010-10-20,7413602920
2010-10-21,7485376079
2010-10-22,7939401800
2010-10-25,8131334520
2010-10-26,8269235760
2010-10-27,9482121520
2010-10-28,9417606320
2010-10-29,9491798800
2010-11-01,9384542280
2010-11-02,9463573400
2010-11-03,9912760480
2010-11-04,9749053160
2010-11-05,9919212000
2010-11-08,9904696080
2010-11-09,9711150480
2010-11-10,9910341160
2010-11-11,9975662800
2010-11-12,9988565840
2010-11-15,9640990200
2010-11-16,9350671800
2010-11-17,9274866440
2010-11-18,9718408440
2010-11-19,9894212360
2010-11-22,10639766140
2010-11-23,10414366159
2010-11-24,10689362200
2010-11-26,10890165760
2010-11-29,10820811920
2010-11-30,10635330720
2010-12-01,11206290240
2010-12-02,11060324600
2010-12-03,11232096320
2010-12-06,11274031200
2010-12-07,11097420840
2010-12-08,11061937479
2010-12-09,11203064479
2010-12-10,11539349960
2010-12-13,11214354640
2010-12-14,10778070600
2010-12-15,10514364720
2010-12-16,10811941080
2010-12-17,10968390440
2010-12-20,10935326400
2010-12-21,11019196159
2010-12-22,10981293479
2010-12-23,10935326400
2010-12-27,10878875600
2010-12-28,10756296720
2010-12-29,10780489920
2010-12-30,10678072040
2010-12-31,10518099440
2011-01-03,10855072970
2011-01-04,10672444630
2011-01-05,11094267610
2011-01-06,11157298630
2011-01-07,11179925150
2011-01-10,11530636210
2011-01-11,11527403850
2011-01-12,11524171490
2011-01-13,11632455550
2011-01-14,11650233529
2011-01-18,11457100020
2011-01-19,11214673020
2011-01-20,8820302350
2011-01-21,8886565730
2011-01-24,8611007040
2011-01-25,8689391770
2011-01-26,8792827290
2011-01-27,8964950460
2011-01-28,8855050220
2011-01-31,8758079420
2011-02-01,8885757640
2011-02-02,9172629590
2011-02-03,9552431890
2011-02-04,9991224760
2011-02-07,10038902070
2011-02-08,9981527680
2011-02-09,9992840940
2011-02-10,10262743000
2011-02-11,10232035580
2011-02-14,10377491779
2011-02-15,10211833330
2011-02-16,10156075120
2011-02-17,9933850370
2011-02-18,9765767650
2011-02-22,9301923990
2011-02-23,9049799910
2011-02-24,9459501540
2011-02-25,9711625620
2011-02-28,9536270090
2011-03-01,9162124420
2011-03-02,9147578800
2011-03-03,9240509150
2011-03-04,9197680380
2011-03-07,8783938300
2011-03-08,8938283490
2011-03-09,8741109530
2011-03-10,8893838540
2011-03-11,8969799000
2011-03-14,8805756730
2011-03-15,8943132030
2011-03-16,8618279850
2011-03-17,8352418240
2011-03-18,7832008280
2011-03-21,7725340400
2011-03-22,7407761030
2011-03-23,7730997030
2011-03-24,7667157920
2011-03-25,7730997030
2011-03-28,7576651840
2011-03-29,7870796600
2011-03-30,8137466300
2011-03-31,8294425619
2011-04-01,7565822960
2011-04-04,7613533900
2011-04-05,7548841100
2011-04-06,7632941740
2011-04-07,7650732260
2011-04-08,7696825880
2011-04-11,7641837000
2011-04-12,7582804820
2011-04-13,7819742200
2011-04-14,7776883220
2011-04-15,7657201540
2011-04-18,7563396980
2011-04-19,7514068720
2011-04-20,8065574840
2011-04-21,8642149420
2011-04-25,8548344859
2011-04-26,8407638020
2011-04-27,8521659080
2011-04-28,8311407480
2011-04-29,8196577760
2011-05-02,8101964540
2011-05-03,8131076300
2011-05-04,8063957520
2011-05-05,8126224340
2011-05-06,8159379400
2011-05-09,8359118420
2011-05-10,8441601740
2011-05-11,8394699460
2011-05-12,8552388160
2011-05-13,8461818240
2011-05-16,8493355980
2011-05-17,8397125440
2011-05-18,8775578320
2011-05-19,8748083880
2011-05-20,8649427360
2011-05-23,8471522160
2011-05-24,8279061080
2011-05-25,8433515140
2011-05-26,8666409220
2011-05-27,9125728100
2011-05-31,9184760280
2011-06-01,8846902132
2011-06-02,9021410960
2011-06-03,8871000200
2011-06-06,8657513960
2011-06-07,9057800660
2011-06-08,8979360640
2011-06-09,8808733380
2011-06-10,8522467740
2011-06-13,8433515140
2011-06-14,8623550240
2011-06-15,8378526260
2011-06-16,8093877940
2011-06-17,7860175200
2011-06-20,7939423880
2011-06-21,8329198000
2011-06-22,8475565460
2011-06-23,8702798920
2011-06-24,8579882600
2011-06-27,8858061640
2011-06-28,8796603480
2011-06-29,8988255900
2011-06-30,8739738000
2011-07-01,8970419520
2011-07-05,8998164720
2011-07-06,9181283040
2011-07-07,9325558080
2011-07-08,9228846240
2011-07-11,8940296160
2011-07-12,8751628800
2011-07-13,8935539840
2011-07-14,8796021120
2011-07-15,9032251680
2011-07-18,8864195040
2011-07-19,9405622800
2011-07-20,8834071680
2011-07-21,7837622640
2011-07-22,8022326400
2011-07-25,7729020000
2011-07-26,7872502320
2011-07-27,7522912800
2011-07-28,7472575080
2011-07-29,7410346560
2011-08-01,7411139280
2011-08-02,7149541680
2011-08-03,7400437560
2011-08-04,6858613440
2011-08-05,6574819680
2011-08-08,5966010720
2011-08-09,6065893440
2011-08-10,5781306960
2011-08-11,6034184640
2011-08-12,6492376800
2011-08-15,6631102800
2011-08-16,6442435440
2011-08-17,6240291840
2011-08-18,5652093600
2011-08-19,5495135039
2011-08-22,5489586000
2011-08-23,5861371680
2011-08-24,5823321119
2011-08-25,5685387840
2011-08-26,5984243280
2011-08-29,6240291840
2011-08-30,6288647760
2011-08-31,6466217039
2011-09-01,6272793360
2011-09-02,6049246320
2011-09-06,6027050160
2011-09-07,6335418240
2011-09-08,6218095680
2011-09-09,5913691200
2011-09-12,6145165440
2011-09-13,6365541600
2011-09-14,6597015840
2011-09-15,6700862160
2011-09-16,6636651840
2011-09-19,6570856080
2011-09-20,6196692240
2011-09-21,6078576960
2011-09-22,5881982400
2011-09-23,5896251360
2011-09-26,6134067360
2011-09-27,6174496080
2011-09-28,6012781200
2011-09-29,5925582000
2011-09-30,5632275600
2011-10-03,5583126960
2011-10-04,6153885360
2011-10-05,6545489039
2011-10-06,6797574000
2011-10-07,6738912720
2011-10-10,6921238320
2011-10-11,6901420320
2011-10-12,6960081600
2011-10-13,6932336400
2011-10-14,7140029039
2011-10-17,6899834880
2011-10-18,7015572000
2011-10-19,6853857119
2011-10-20,6874467840
2011-10-21,7048866240
2011-10-24,7405590240
2011-10-25,7036182720
2011-10-26,8027082720
2011-10-27,8380635840
2011-10-28,8532045360
2011-10-31,8240324400
2011-11-01,7971592320
2011-11-02,8294229360
2011-11-03,8477347680
2011-11-04,8689796640
2011-11-07,8605768320
2011-11-08,8689003920
2011-11-09,8384599440
2011-11-10,8481311280
2011-11-11,8814253680
2011-11-14,8769068640
2011-11-15,8926819920
2011-11-16,8756385120
2011-11-17,8490031200
2011-11-18,8417893680
2011-11-21,8143612560
2011-11-22,8176114080
2011-11-23,7889942160
2011-11-25,7738532640
2011-11-28,8296607520
2011-11-29,8197517520
2011-11-30,8960114160
2011-12-01,8804741040
2011-12-02,8911758240
2011-12-05,9168599520
2011-12-06,9062375040
2011-12-07,9077436720
2011-12-08,8806326480
2011-12-09,9095669280
2011-12-12,8907001920
2011-12-13,8715163680
2011-12-14,8295814800
2011-12-15,8346548880
2011-12-16,8310083760
2011-12-19,8123794560
2011-12-20,8671564080
2011-12-21,8096049360
2011-12-22,8282338560
2011-12-23,8433748080
2011-12-27,8445638880
2011-12-28,8381428560
2011-12-29,8482104000
2011-12-30,8412344640
2012-01-03,8385786640
2012-01-04,8257553919
2012-01-05,8329585880
2012-01-06,8447528320
2012-01-09,8745946440
2012-01-10,8676289160
2012-01-11,8764152320
2012-01-12,8771276360
2012-01-13,8452277680
2012-01-17,8415074360
2012-01-18,8585259759
2012-01-19,9498720000
2012-01-20,9520092120
2012-01-23,9579459120
2012-01-24,9744103600
2012-01-25,9695026880
2012-01-26,9563627920
2012-01-27,9511384960
2012-01-30,9506635600
2012-01-31,9478139440
2012-02-01,9690277520
2012-02-02,9539881120
2012-02-03,9876294120
2012-02-06,9894500000
2012-02-07,10005318400
2012-02-08,9926162400
2012-02-09,9953867000
2012-02-10,9816135560
2012-02-13,9894500000
2012-02-14,9956241680
2012-02-15,10030648320
2012-02-16,10088432200
2012-02-17,9888167520
2012-02-21,9927745520
2012-02-22,10019566480
2012-02-23,10187377200
2012-02-24,10090806880
2012-02-27,10154923240
2012-02-28,10054395120
2012-02-29,9891333760
2012-03-01,10078933480
2012-03-02,10053603560
2012-03-05,9854130440
2012-03-06,9598456560
2012-03-07,9874711000
2012-03-08,9835924560
2012-03-09,9942785160
2012-03-12,9961782600
2012-03-13,10505584320
2012-03-14,10437510160
2012-03-15,10473130360
2012-03-16,10441467960
2012-03-19,10506375880
2012-03-20,10251493560
2012-03-21,10397932160
2012-03-22,10485795320
2012-03-23,10458882280
2012-03-26,10670228800
2012-03-27,10615611160
2012-03-28,10610861800
2012-03-29,10674978160
2012-03-30,10682893760
2012-04-02,10814589100
2012-04-03,10925378100
2012-04-04,10771064850
2012-04-05,10756820550
2012-04-09,10515458800
2012-04-10,10153020500
2012-04-11,9705907750
2012-04-12,9824610250
2012-04-13,9663966200
2012-04-16,9657635400
2012-04-17,9792956250
2012-04-18,9829358350
2012-04-19,10602507300
2012-04-20,10416540050
2012-04-23,10354814750
2012-04-24,10230572800
2012-04-25,10344527200
2012-04-26,10557400350
2012-04-27,10771064850
2012-04-30,10598550550
2012-05-01,10578766800
2012-05-02,10782935100
2012-05-03,10780561050
2012-05-04,10437906500
2012-05-07,10414957350
2012-05-08,10198127450
2012-05-09,10239277649
2012-05-10,9819070800
2012-05-11,9963887850
2012-05-14,9933816550
2012-05-15,9803243800
2012-05-16,9358505100
2012-05-17,9216853450
2012-05-18,8919464120
2012-05-21,9292823050
2012-05-22,9222392900
2012-05-23,9325268400
2012-05-24,8590895600
2012-05-25,8628880400
2012-05-29,8581399400
2012-05-30,8510177900
2012-05-31,8188889800
2012-06-01,7700626850
2012-06-04,7716453850
2012-06-05,7983930150
2012-06-06,8172271450
2012-06-07,8036159250
2012-06-08,8103424000
2012-06-11,7922996200
2012-06-12,8036950600
2012-06-13,8000548500
2012-06-14,7953858850
2012-06-15,8084431600
2012-06-18,8127955849
2012-06-19,7944362650
2012-06-20,8012418750
2012-06-21,7556601150
2012-06-22,7858105500
2012-06-25,7594585950
2012-06-26,7578758950
2012-06-27,7739403000
2012-06-28,7388043600
2012-06-29,7878680600
2012-07-02,7740829800
2012-07-03,7948547200
2012-07-05,8011731200
2012-07-06,7462820200
2012-07-09,7315127600
2012-07-10,7215612800
2012-07-11,7302490799
2012-07-12,7382260600
2012-07-13,7217982200
2012-07-16,7274847800
2012-07-17,7247204800
2012-07-18,7786638200
2012-07-19,8115195000
2012-07-20,7589978000
2012-07-23,7391738200
2012-07-24,7063971200
2012-07-25,7264580400
2012-07-26,7467559000
2012-07-27,7720295000
2012-07-30,7525214400
2012-07-31,7375152400
2012-08-01,7417011800
2012-08-02,7150059400
2012-08-03,7327764400
2012-08-06,7671327400
2012-08-07,8025947600
2012-08-08,7984878000
2012-08-09,8151525799
2012-08-10,8074125400
2012-08-13,7954865600
2012-08-14,7660270200
2012-08-15,7841924200
2012-08-16,8217869000
2012-08-17,8179168800
2012-08-20,8030686400
2012-08-21,8080443800
2012-08-22,7916165400
2012-08-23,7820599600
2012-08-24,7791377000
2012-08-27,7936700200
2012-08-28,7963553400
2012-08-29,8063068200
2012-08-30,7691862200
2012-08-31,7699760200
2012-09-04,7461240600
2012-09-05,7462820200
2012-09-06,7822969000
2012-09-07,7919324600
2012-09-10,7631837400
2012-09-11,7527583800
2012-09-12,7658690600
2012-09-13,7928802200
2012-09-14,8187856600
2012-09-17,8250250799
2012-09-18,8578807600
2012-09-19,8732818600
2012-09-20,8637252800
2012-09-21,8520362400
2012-09-24,8611189400
2012-09-25,8455598800
2012-09-26,8299218400
2012-09-27,8410975100
2012-09-28,8264467200
2012-10-01,8248420410
2012-10-02,8428059330
2012-10-03,8430423000
2012-10-04,8464302270
2012-10-05,8149146270
2012-10-08,8184601320
2012-10-09,8042781120
2012-10-10,7781989530
2012-10-11,7783565310
2012-10-12,7664042397
2012-10-15,7745746590
2012-10-16,7972800730
2012-10-17,7668533370
2012-10-18,7646472450
2012-10-19,7551137760
2012-10-22,7561380330
2012-10-23,7527501060
2012-10-24,7352959788
2012-10-25,6539487000
2012-10-26,6443364420
2012-10-31,6507183510
2012-11-01,6783732900
2012-11-02,6507183510
2012-11-05,6707307570
2012-11-06,6907431630
2012-11-07,6961008150
2012-11-08,6835733640
2012-11-09,6927916770
2012-11-12,6786884460
2012-11-13,6818400060
2012-11-14,6894037500
2012-11-15,6910583189
2012-11-16,6826129260
2012-11-19,6939735120
2012-11-20,6892146564
2012-11-21,7094949450
2012-11-23,7261194240
2012-11-26,7296649290
2012-11-27,7235193870
2012-11-28,7277739930
2012-11-29,7403802330
2012-11-30,7380953520
2012-12-03,7401438660
2012-12-04,7325801220
2012-12-05,7324225439
2012-12-06,7289495248
2012-12-07,7277739930
2012-12-10,7388044530
2012-12-11,7478651880
2012-12-12,7421923800
2012-12-13,7384892970
2012-12-14,7123289853
2012-12-17,7295861400
2012-12-18,7665381810
2012-12-19,7598411160
2012-12-20,7668533370
2012-12-21,7678775939
2012-12-24,7578713910
2012-12-26,7670109150
2012-12-27,7652775570
2012-12-28,7574774460
2012-12-31,7636087150
2013-01-02,7947347110
2013-01-03,7643947250
2013-01-04,7665955530
2013-01-07,7564222255
2013-01-08,7467881010
2013-01-09,7518971660
2013-01-10,7522901709
2013-01-11,7694251890
2013-01-14,7639231190
2013-01-15,7658881440
2013-01-16,7649449319
2013-01-17,7743770520
2013-01-18,7615650890
2013-01-22,7599930690
2013-01-23,7766564810
2013-01-24,8113195220
2013-01-25,8286903430
2013-01-28,8304981660
2013-01-29,8238170810
2013-01-30,8249174950
2013-01-31,8243672880
2013-02-01,8328561959
2013-02-04,8308125700
2013-02-05,8351356250
2013-02-06,8462183660
2013-02-07,8253105000
2013-02-08,8272755250
2013-02-11,8136775520
2013-02-12,8029092150
2013-02-13,8039310280
2013-02-14,7930054890
2013-02-15,7995293720
2013-02-19,8144635620
2013-02-20,8033022200
2013-02-21,7917478730
2013-02-22,7943417060
2013-02-25,7380633900
2013-02-26,7438798640
2013-02-27,7313037040
2013-02-28,7422292430
2013-03-01,7355481580
2013-03-04,7282382650
2013-03-05,7343691430
2013-03-06,7318539110
2013-03-07,7406572230
2013-03-08,7389280010
2013-03-11,7446658740
2013-03-12,7346049459
2013-03-13,7293386790
2013-03-14,7177057310
2013-03-15,7145616910
2013-03-18,7092954240
2013-03-19,7050509700
2013-03-20,7148760950
2013-03-21,6997847030
2013-03-22,6839073010
2013-03-25,6876015480
2013-03-26,6883089569
2013-03-27,6973480720
2013-03-28,7001777080
2013-04-01,6902341560
2013-04-02,7053092280
2013-04-03,7107268320
2013-04-04,7099416720
2013-04-05,5748156359
2013-04-08,5713609320
2013-04-09,5688484200
2013-04-10,5763074400
2013-04-11,5959364400
2013-04-12,5887129680
2013-04-15,5731668000
2013-04-16,5805473040
2013-04-17,5770140840
2013-04-18,5695550640
2013-04-19,5604472080
2013-04-22,5608397880
2013-04-23,5679062280
2013-04-24,5680632600
2013-04-25,5880063240
2013-04-26,5825887200
2013-04-29,5964075359
2013-04-30,6000977880
2013-05-01,5819605920
2013-05-02,5849442000
2013-05-03,5917750920
2013-05-06,6086560320
2013-05-07,6042591359
2013-05-08,6179209200
2013-05-09,6216111720
2013-05-10,6280494840
2013-05-13,6150943440
2013-05-14,6191771760
2013-05-15,6274213560
2013-05-16,6485421600
2013-05-17,6487777080
2013-05-20,6507406080
2013-05-21,6490132560
2013-05-22,6439882320
2013-05-23,6377069520
2013-05-24,6403764960
2013-05-28,6569433720
2013-05-29,6539597640
2013-05-30,6604765920
2013-05-31,6533316359
2013-06-03,6215326560
2013-06-04,6070857119
2013-06-05,6032384280
2013-06-06,6202764000
2013-06-07,6129744119
2013-06-10,6082634520
2013-06-11,5915395440
2013-06-12,5818035600
2013-06-13,5886344520
2013-06-14,5809398840
2013-06-17,5851797480
2013-06-18,5971926960
2013-06-19,5845516200
2013-06-20,5678277119
2013-06-21,5568354720
2013-06-24,5340658320
2013-06-25,5378346000
2013-06-26,5384627280
2013-06-27,5500045800
2013-06-28,5401900800
2013-07-01,5454152330
2013-07-02,5401655820
2013-07-03,5431429959
2013-07-05,5421244070
2013-07-08,5368747560
2013-07-09,5434564080
2013-07-10,5637498350
2013-07-11,5961879770
2013-07-12,6251785870
2013-07-15,6378717730
2013-07-16,6301931790
2013-07-17,6338757700
2013-07-18,6404574220
2013-07-19,6290962370
2013-07-22,6294880020
2013-07-23,6261188230
2013-07-24,6379501260
2013-07-25,6839433370
2013-07-26,6867640450
2013-07-29,6801040400
2013-07-30,6886445170
2013-07-31,6879393400
2013-08-01,6976551120
2013-08-02,6930322850
2013-08-05,6952261690
2013-08-06,6931106379
2013-08-07,6924838140
2013-08-08,7069007660
2013-08-09,7042367640
2013-08-12,7263323100
2013-08-13,7286829000
2013-08-14,7247652500
2013-08-15,6991438190
2013-08-16,6855103970
2013-08-19,6714852100
2013-08-20,6801823930
2013-08-21,6689779140
2013-08-22,6870774570
2013-08-23,6824546300
2013-08-26,6727388580
2013-08-27,6490762520
2013-08-28,6520536660
2013-08-29,6591054360
2013-08-30,6533073140
2013-09-03,6661572060
2013-09-04,6691346200
2013-09-05,6779101560
2013-09-06,6807308640
2013-09-09,6929539320
2013-09-10,7048635879
2013-09-11,7210043060
2013-09-12,7101132390
2013-09-13,7209259530
2013-09-16,7120720640
2013-09-17,7179642096
2013-09-18,7282284525
2013-09-19,7294664300
2013-09-20,7335251154
2013-09-23,6986737010
2013-09-24,6822195709
2013-09-25,6894280470
2013-09-26,6902899300
2013-09-27,6801040400
2013-09-30,6644799904
2013-10-01,6889658860
2013-10-02,6960127440
2013-10-03,6849391100
2013-10-04,7088674520
2013-10-07,7125844760
2013-10-08,6875720020
2013-10-09,6806800200
2013-10-10,6909018360
2013-10-11,7008139000
2013-10-14,6985681979
2013-10-15,6779696900
2013-10-16,6854811760
2013-10-17,6653627836
2013-10-18,6799830780
2013-10-21,6977938180
2013-10-22,7019754700
2013-10-23,6683673780
2013-10-24,6594000576
2013-10-25,6404819542
2013-10-28,6526474640
2013-10-29,6517182080
2013-10-30,6465298620
2013-10-31,6313907330
2013-11-01,6150900340
2013-11-04,6160192900
2013-11-05,6174906120
2013-11-06,6287965600
2013-11-07,6225240820
2013-11-08,6351464760
2013-11-11,6416512680
2013-11-12,6514858940
2013-11-13,6554352320
2013-11-14,6508663900
2013-11-15,6552803560
2013-11-18,6496273820
2013-11-19,6351464760
2013-11-20,6315843280
2013-11-21,6420539456
2013-11-22,6422707720
2013-11-25,6264734200
2013-11-26,6337525920
2013-11-27,6379342440
2013-11-29,6370049880
2013-12-02,6353787900
2013-12-03,6356111040
2013-12-04,6412640780
2013-12-05,6311197000
2013-12-06,6473042420
2013-12-09,6596168840
2013-12-10,6560547360
2013-12-11,6523377120
2013-12-12,6349141620
2013-12-13,6308873860
2013-12-16,6461426720
2013-12-17,6524151500
2013-12-18,6513310180
2013-12-19,6580681240
2013-12-20,6822287800
2013-12-23,6931475380
2013-12-24,6926054720
2013-12-26,6913664640
2013-12-27,6909018360
2013-12-30,6960901820
2013-12-31,6860656880
2014-01-02,6711906120
2014-01-03,6646969240
2014-01-06,6628092240
2014-01-07,6768537120
2014-01-08,6748149960
2014-01-09,6649234480
2014-01-10,6683968160
2014-01-13,6947491080
2014-01-14,7137016160
2014-01-15,7362030000
2014-01-16,7380907000
2014-01-17,7318235360
2014-01-21,7414885600
2014-01-22,7360519840
2014-01-23,7738814920
2014-01-24,7921544280
2014-01-27,8041602000
2014-01-28,8286247920
2014-01-29,8115599840
2014-01-30,8302104600
2014-01-31,8080866160
2014-02-03,7923054440
2014-02-04,8039336760
2014-02-05,7849056600
2014-02-06,8009133559
2014-02-07,8100498240
2014-02-10,8268126000
2014-02-11,8476528080
2014-02-12,8422917400
2014-02-13,8437263920
2014-02-14,8450100280
2014-02-18,8465956960
2014-02-19,8279452200
2014-02-20,8345144160
2014-02-21,8327022240
2014-02-24,8450100280
2014-02-25,8322491760
2014-02-26,8599606120
2014-02-27,8646421080
2014-02-28,8482568720
2014-03-03,8394979440
2014-03-04,8541464960
2014-03-05,8657747280
2014-03-06,8666053160
2014-03-07,8666808240
2014-03-10,8454630760
2014-03-11,8451610440
2014-03-12,8428202960
2014-03-13,8117110000
2014-03-14,8114844760
2014-03-17,8333817960
2014-03-18,8364776240
2014-03-19,8567137680
2014-03-20,8614707720
2014-03-21,8519567640
2014-03-24,8145047960
2014-03-25,8217535640
2014-03-26,7901912200
2014-03-27,8027255480
