,NAVI
2023-07-24,2330400000
2023-07-25,2320800000
2023-07-26,2239200000
2023-07-27,2252400000
2023-07-28,2270400000
2023-07-31,2284800000
2023-08-01,2264400000
2023-08-02,2212800000
2023-08-03,2203200000
2023-08-04,2196000000
2023-08-07,2232000000
2023-08-08,2209200000
2023-08-09,2167200000
2023-08-10,2131200000
2023-08-11,2138400000
2023-08-14,2124000000
2023-08-15,2084400000
2023-08-16,2074800000
2023-08-17,2089200000
2023-08-18,2108400000
2023-08-21,2098799999
2023-08-22,2076000000
2023-08-23,2107199999
2023-08-24,2113200000
2023-08-25,2095200000
2023-08-28,2096399999
2023-08-29,2127600000
2023-08-30,2117999999
2023-08-31,2117999999
2023-09-01,2179200000
2023-09-05,2131200000
2023-09-06,2100000000
2023-09-07,2046000000
2023-09-08,2043600000
2023-09-11,2072400000
2023-09-12,2083200000
2023-09-13,2079599999
2023-09-14,2127600000
2023-09-15,2145599999
2023-09-18,2060400000
2023-09-19,2053200000
2023-09-20,2042400000
2023-09-21,2016000000
2023-09-22,2012400000
2023-09-25,2036399999
2023-09-26,2018400000
2023-09-27,2032800000
2023-09-28,2072400000
2023-09-29,2066399999
2023-10-02,1935248502
2023-10-03,1878496347
2023-10-04,1894386950
2023-10-05,1944328847
2023-10-06,1977245097
2023-10-09,2015836563
2023-10-10,2010161347
2023-10-11,2013566477
2023-10-12,2026051951
2023-10-13,1963624580
2023-10-16,1987460485
2023-10-17,2005621175
2023-10-18,1971569882
2023-10-19,1943193804
2023-10-20,1910277554
2023-10-23,1936383545
2023-10-24,1942058761
2023-10-25,1831959579
2023-10-26,1820609148
2023-10-27,1787692898
2023-10-30,1804718544
2023-10-31,1805853588
2023-11-01,1805853588
2023-11-02,1883036519
2023-11-03,1934113459
2023-11-06,1940923718
2023-11-07,1939788674
2023-11-08,1930708330
2023-11-09,1850120269
2023-11-10,1877361303
2023-11-13,1872821131
2023-11-14,1959084407
2023-11-15,1962489537
2023-11-16,1878496347
2023-11-17,1886441648
2023-11-20,1920492942
2023-11-21,1878496347
2023-11-22,1902332252
2023-11-24,1911412597
2023-11-27,1900062166
2023-11-28,1921627985
2023-11-29,1934113459
2023-11-30,1944328847
2023-12-01,2009026304
2023-12-04,2029457080
2023-12-05,2024916908
2023-12-06,2016971606
2023-12-07,2060103244
2023-12-08,2097559667
2023-12-11,2103234882
2023-12-12,2111180184
2023-12-13,2145231477
2023-12-14,2221279366
2023-12-15,2180417814
2023-12-18,2130475917
2023-12-19,2156581909
2023-12-20,2116855400
2023-12-21,2184957986
2023-12-22,2171337469
2023-12-26,2162257124
2023-12-27,2141826348
2023-12-28,2144096434
2023-12-29,2113450270
2024-01-02,2089369999
2024-01-03,2022699999
2024-01-04,2039650000
2024-01-05,2059990000
2024-01-08,2038520000
2024-01-09,2005750000
2024-01-10,1972980000
2024-01-11,1967330000
2024-01-12,1957160000
2024-01-16,1949250000
2024-01-17,1915350000
2024-01-18,1904050000
2024-01-19,1939080000
2024-01-22,1978630000
2024-01-23,1974109999
2024-01-24,1998970000
2024-01-25,2015920000
2024-01-26,2047560000
2024-01-29,2053210000
2024-01-30,2028350000
2024-01-31,1945859999
2024-02-01,1858850000
2024-02-02,1828340000
2024-02-05,1812520000
2024-02-06,1803480000
2024-02-07,1794440000
2024-02-08,1820430000
2024-02-09,1829470000
2024-02-12,1867890000
2024-02-13,1804610000
2024-02-14,1828340000
2024-02-15,1864500000
2024-02-16,1840770000
2024-02-20,1836250000
2024-02-21,1822690000
2024-02-22,1829470000
2024-02-23,1839640000
2024-02-26,1820430000
2024-02-27,1801220000
2024-02-28,1779750000
2024-02-29,1837380000
2024-03-01,1859980000
2024-03-04,1855460000
2024-03-05,1846420000
2024-03-06,1849810000
2024-03-07,1858850000
2024-03-08,1858850000
2024-03-11,1871279999
2024-03-12,1890490000
2024-03-13,1908570000
2024-03-14,1857720000
2024-03-15,1873539999
2024-03-18,1837380000
2024-03-19,1871279999
2024-03-20,1913090000
2024-03-21,1918740000
2024-03-22,1900660000
2024-03-25,1937949999
2024-03-26,1927779999
2024-03-27,1945859999
2024-03-28,1966199999
2024-04-01,1924390000
2024-04-02,1884840000
2024-04-03,1946990000
2024-04-04,1906310000
2024-04-05,1924390000
2024-04-08,1934560000
2024-04-09,1934560000
2024-04-10,1882580000
2024-04-11,1881449999
2024-04-12,1857720000
2024-04-15,1824949999
2024-04-16,1837380000
2024-04-17,1819300000
2024-04-18,1837380000
2024-04-19,1831730000
2024-04-22,1873539999
2024-04-23,1875800000
2024-04-24,1818170000
2024-04-25,1780880000
2024-04-26,1776360000
2024-04-29,1757150000
2024-04-30,1697260000
2024-05-01,1742460000
2024-05-02,1744720000
2024-05-03,1805740000
2024-05-06,1780880000
2024-05-07,1748110000
2024-05-08,1748110000
2024-05-09,1743590000
2024-05-10,1749240000
2024-05-13,1768450000
2024-05-14,1774100000
2024-05-15,1762800000
2024-05-16,1756020000
2024-05-17,1742460000
2024-05-20,1707430000
2024-05-21,1748110000
2024-05-22,1723250000
2024-05-23,1688220000
2024-05-24,1708560000
2024-05-28,1678050000
2024-05-29,1665620000
2024-05-30,1708560000
2024-05-31,1702910000
2024-06-03,1691610000
2024-06-04,1664490000
2024-06-05,1650930000
2024-06-06,1653190000
2024-06-07,1626070000
2024-06-10,1630590000
2024-06-11,1580870000
2024-06-12,1635110000
2024-06-13,1646410000
2024-06-14,1611380000
2024-06-17,1612510000
2024-06-18,1611380000
2024-06-20,1635110000
2024-06-21,1641890000
2024-06-24,1641890000
2024-06-25,1615900000
2024-06-26,1607990000
2024-06-27,1604600000
2024-06-28,1645280000
2024-07-01,1607990000
2024-07-02,1628330000
2024-07-03,1629460000
2024-07-05,1619290000
2024-07-08,1606860000
2024-07-09,1593300000
2024-07-10,1591040000
2024-07-11,1675790000
2024-07-12,1667880000
2024-07-15,1719860000
2024-07-16,1774100000
2024-07-17,1763930000
2024-07-18,1734550000
2024-07-19,1740200000
2024-07-22,1713840000
2024-07-23,1724940000
2024-07-24,1741590000
2024-07-25,1731600000
2024-07-26,1770450000
2024-07-29,1787100000
2024-07-30,1822620000
2024-07-31,1821510000
2024-08-01,1752690000
2024-08-02,1702740000
2024-08-05,1605060000
2024-08-06,1591740000
2024-08-07,1571760000
2024-08-08,1619490000
2024-08-09,1626150000
