,ITT
2023-05-15,6765864000
2023-05-16,6666984000
2023-05-17,6699120000
2023-05-18,6790584000
2023-05-19,6765864000
2023-05-22,6807064000
2023-05-23,6629080000
2023-05-24,6516192000
2023-05-25,6484056000
2023-05-26,6578816000
2023-05-30,6489000000
2023-05-31,6275584000
2023-06-01,6467576000
2023-06-02,6833432000
2023-06-05,6739496000
2023-06-06,6898528000
2023-06-07,7139960000
2023-06-08,7128424000
2023-06-09,7085576000
2023-06-12,7141608000
2023-06-13,7270976000
2023-06-14,7212472000
2023-06-15,7317120000
2023-06-16,7350903999
2023-06-20,7266856000
2023-06-21,7287456000
2023-06-22,7195167999
2023-06-23,7174567999
2023-06-26,7266856000
2023-06-27,7459672000
2023-06-28,7477800000
2023-06-29,7610464000
2023-06-30,7680503999
2023-07-03,7613133000
2023-07-05,7548274000
2023-07-06,7587682000
2023-07-07,7681276000
2023-07-10,7833161000
2023-07-11,7921008000
2023-07-12,7981762000
2023-07-13,8042515999
2023-07-14,7975194000
2023-07-17,7985046000
2023-07-18,8076998000
2023-07-19,8035948000
2023-07-20,8055652000
2023-07-21,8049905000
2023-07-24,7996540000
2023-07-25,8003108000
2023-07-26,7938249000
2023-07-27,7976015000
2023-07-28,8121332000
2023-07-31,8177160000
2023-08-01,8225599000
2023-08-02,8068788000
2023-08-03,8356959000
2023-08-04,8306878000
2023-08-07,8390620000
2023-08-08,8278964000
2023-08-09,8173055000
2023-08-10,8083565999
2023-08-11,8087671000
2023-08-14,8051546999
2023-08-15,7957953000
2023-08-16,7868464000
2023-08-17,7836445000
2023-08-18,7827414000
2023-08-21,7848760000
2023-08-22,7863538000
2023-08-23,8021170000
2023-08-24,7966163000
2023-08-25,8074535000
2023-08-28,8154993000
2023-08-29,8335613000
2023-08-30,8368453000
2023-08-31,8397188000
2023-09-01,8489140000
2023-09-05,8249408000
2023-09-06,8278143000
2023-09-07,8229704000
2023-09-08,8239556000
2023-09-11,8294563000
2023-09-12,8315088000
2023-09-13,8214105000
2023-09-14,8257618000
2023-09-15,8159919000
2023-09-18,8113943000
2023-09-19,8060578000
2023-09-20,7969446999
2023-09-21,7809352000
2023-09-22,7840550000
2023-09-25,7971910000
2023-09-26,7801963000
2023-09-27,7949743000
2023-09-28,8114764000
2023-09-29,8038411000
2023-10-02,7935786000
2023-10-03,7868464000
2023-10-04,7914440000
2023-10-05,7921008000
2023-10-06,8049905000
2023-10-09,8135289000
2023-10-10,8161561000
2023-10-11,8297026000
2023-10-12,8233809000
2023-10-13,8085208000
2023-10-16,8180444000
2023-10-17,8248587000
2023-10-18,7841371000
2023-10-19,7764196999
2023-10-20,7805246999
2023-10-23,7672245000
2023-10-24,7734640999
2023-10-25,7600818000
2023-10-26,7660751000
2023-10-27,7578651000
2023-10-30,7563873000
2023-10-31,7664035000
2023-11-01,7714937000
2023-11-02,8190296000
2023-11-03,8309340999
2023-11-06,8280606000
2023-11-07,8239556000
2023-11-08,8266649000
2023-11-09,8254334000
2023-11-10,8440701000
2023-11-13,8463689000
2023-11-14,8783879000
2023-11-15,8822466000
2023-11-16,8852843000
2023-11-17,8872547000
2023-11-20,8860232000
2023-11-21,8847917000
2023-11-22,8932480000
2023-11-24,8990771000
2023-11-27,8996518000
2023-11-28,8816719000
2023-11-29,8815077000
2023-11-30,8888967000
2023-12-01,9049883000
2023-12-04,9132804000
2023-12-05,9072050000
2023-12-06,9101606000
2023-12-07,9201768000
2023-12-08,9337233000
2023-12-11,9306035000
2023-12-12,9337233000
2023-12-13,9266627000
2023-12-14,9546588000
2023-12-15,9504717000
2023-12-18,9430827000
2023-12-19,9595027000
2023-12-20,9496507000
2023-12-21,9661528000
2023-12-22,9774005000
2023-12-26,9845432000
2023-12-27,9894692000
2023-12-28,9874988000
2023-12-29,9796172000
2024-01-02,9611646000
2024-01-03,9347784000
2024-01-04,9418476000
2024-01-05,9512184000
2024-01-08,9541776000
2024-01-09,9544242000
2024-01-10,9582054000
2024-01-11,9644526000
2024-01-12,9660966000
2024-01-16,9697134000
2024-01-17,9656034000
2024-01-18,9743166000
2024-01-19,9803994000
2024-01-22,9985656000
2024-01-23,9969216000
2024-01-24,9800706000
2024-01-25,9869754000
2024-01-26,9859890000
2024-01-29,10060458000
2024-01-30,10132794000
2024-01-31,9928116000
2024-02-01,10199376000
2024-02-02,10390902000
2024-02-05,10290618000
2024-02-06,10274178000
2024-02-07,10336650000
2024-02-08,9850848000
2024-02-09,10061280000
2024-02-12,10110600000
2024-02-13,9832764000
2024-02-14,10119642000
2024-02-15,10268424000
2024-02-16,10169784000
2024-02-20,10058814000
2024-02-21,10110600000
2024-02-22,10291440000
2024-02-23,10330074000
2024-02-26,10338294000
2024-02-27,10275822000
2024-02-28,10325142000
2024-02-29,10368708000
2024-03-01,10411452000
2024-03-04,10522422000
2024-03-05,10384326000
2024-03-06,10462416000
2024-03-07,10514202000
2024-03-08,10445976000
2024-03-11,10397478000
2024-03-12,10462416000
2024-03-13,10483788000
2024-03-14,10431180000
2024-03-15,10439400000
2024-03-18,10396656000
2024-03-19,10658873999
2024-03-20,10780530000
2024-03-21,11046857999
2024-03-22,10927668000
2024-03-25,11004114000
2024-03-26,11267976000
2024-03-27,11249070000
2024-03-28,11181666000
2024-04-01,11016444000
2024-04-02,10700796000
2024-04-03,10866018000
2024-04-04,10814232000
2024-04-05,10898898000
2024-04-08,10925202000
2024-04-09,10854510000
2024-04-10,10663806000
2024-04-11,10758336000
2024-04-12,10582428000
2024-04-15,10506804000
2024-04-16,10486254000
2024-04-17,10284864000
2024-04-18,10287330000
2024-04-19,10271712000
2024-04-22,10336650000
2024-04-23,10648188000
2024-04-24,10725456000
2024-04-25,10698330000
2024-04-26,10784640000
2024-04-29,10898076000
2024-04-30,10631748000
2024-05-01,10626816000
2024-05-02,10233078000
2024-05-03,10547082000
2024-05-06,10803546000
2024-05-07,11066586000
2024-05-08,11211257999
2024-05-09,11331270000
2024-05-10,11343600000
2024-05-13,11224410000
2024-05-14,11304144000
2024-05-15,11443884000
2024-05-16,11383878000
2024-05-17,11455392000
2024-05-20,11480052000
2024-05-21,11439773999
2024-05-22,11397030000
2024-05-23,11222766000
2024-05-24,11308254000
2024-05-28,10956438000
2024-05-29,10722168000
2024-05-30,10804368000
2024-05-31,10922736000
2024-06-03,10619418000
2024-06-04,10480500000
2024-06-05,10635857999
2024-06-06,10547082000
2024-06-07,10542150000
2024-06-10,10479678000
2024-06-11,10454196000
2024-06-12,10686000000
2024-06-13,10670382000
2024-06-14,10424604000
2024-06-17,10556946000
2024-06-18,10764090000
2024-06-20,10679423999
2024-06-21,10681890000
2024-06-24,10750116000
2024-06-25,10568454000
2024-06-26,10476390000
2024-06-27,10484610000
2024-06-28,10618596000
2024-07-01,10365420000
2024-07-02,10423782000
2024-07-03,10505160000
2024-07-05,10434468000
2024-07-08,10430358000
2024-07-09,10354734000
2024-07-10,10612020000
2024-07-11,10870950000
2024-07-12,11093712000
2024-07-15,11281128000
2024-07-16,11731584000
2024-07-17,11595954000
2024-07-18,11372370000
2024-07-19,11277840000
2024-07-22,11551566000
2024-07-23,11653494000
2024-07-24,11247426000
2024-07-25,11405250000
2024-07-26,11564718000
2024-07-29,11549700000
2024-07-30,11547240000
2024-07-31,11599720000
2024-08-01,11416040000
2024-08-02,10637860000
2024-08-05,10254100000
2024-08-06,10574720000
2024-08-07,10450900000
2024-08-08,10894520000
2024-08-09,10978160000
