,HLT
2023-03-20,36715980000
2023-03-21,37468760000
2023-03-22,36612240000
2023-03-23,36088220000
2023-03-24,35066780000
2023-03-27,35191800000
2023-03-28,35247660000
2023-03-29,36152060000
2023-03-30,36564360000
2023-03-31,37189680000
2023-04-03,36846480000
2023-04-04,36696000000
2023-04-05,36825360000
2023-04-06,37126320000
2023-04-10,37224000000
2023-04-11,37422000000
2023-04-12,36527040000
2023-04-13,37596240000
2023-04-14,38097840000
2023-04-17,38319600000
2023-04-18,38813280000
2023-04-19,38805360000
2023-04-20,38810640000
2023-04-21,39077280000
2023-04-24,39190800000
2023-04-25,38631120000
2023-04-26,37313760000
2023-04-27,37419360000
2023-04-28,38021280000
2023-05-01,38134800000
2023-05-02,38533440000
2023-05-03,38472720000
2023-05-04,37651680000
2023-05-05,38177040000
2023-05-08,38425200000
2023-05-09,38470080000
2023-05-10,37596240000
2023-05-11,37408800000
2023-05-12,37377120000
2023-05-15,37820640000
2023-05-16,37612080000
2023-05-17,38068800000
2023-05-18,38610000000
2023-05-19,38063520000
2023-05-22,37897200000
2023-05-23,36355440000
2023-05-24,36128400000
2023-05-25,36941520000
2023-05-26,36455760000
2023-05-30,35925120000
2023-05-31,35935680000
2023-06-01,36344880000
2023-06-02,37699200000
2023-06-05,37638480000
2023-06-06,38174400000
2023-06-07,37654320000
2023-06-08,37720320000
2023-06-09,37363920000
2023-06-12,37664880000
2023-06-13,37828560000
2023-06-14,37897200000
2023-06-15,37136880000
2023-06-16,37173840000
2023-06-20,36862320000
2023-06-21,37263600000
2023-06-22,37242480000
2023-06-23,36197040000
2023-06-26,36521760000
2023-06-27,37316400000
2023-06-28,37466880000
2023-06-29,37994880000
2023-06-30,37843000000
2023-07-03,37824800000
2023-07-05,37700000000
2023-07-06,37882000000
2023-07-07,38563200000
2023-07-10,39556400000
2023-07-11,39561600000
2023-07-12,39267800000
2023-07-13,39491400000
2023-07-14,38422800000
2023-07-17,38740000000
2023-07-18,38992200000
2023-07-19,38719200000
2023-07-20,38815400000
2023-07-21,39478400000
2023-07-24,39119600000
2023-07-25,39293800000
2023-07-26,39067600000
2023-07-27,39686400000
2023-07-28,40084200000
2023-07-31,40427400000
2023-08-01,40188200000
2023-08-02,39842400000
2023-08-03,39171600000
2023-08-04,39351000000
2023-08-07,39904800000
2023-08-08,39969800000
2023-08-09,40089400000
2023-08-10,40398800000
2023-08-11,40258400000
2023-08-14,40383200000
2023-08-15,39951600000
2023-08-16,39962000000
2023-08-17,38945400000
2023-08-18,39208000000
2023-08-21,38740000000
2023-08-22,38997400000
2023-08-23,38966200000
2023-08-24,38248600000
2023-08-25,38225200000
2023-08-28,38667200000
2023-08-29,38955800000
2023-08-30,39109200000
2023-08-31,38649000000
2023-09-01,39260000000
2023-09-05,38630800000
2023-09-06,38792000000
2023-09-07,38573600000
2023-09-08,40071200000
2023-09-11,40232400000
2023-09-12,40492400000
2023-09-13,39881400000
2023-09-14,40599000000
2023-09-15,40146600000
2023-09-18,39873600000
2023-09-19,39559000000
2023-09-20,39712400000
2023-09-21,38404600000
2023-09-22,38373400000
2023-09-25,38430600000
2023-09-26,38308400000
2023-09-27,38833600000
2023-09-28,39954200000
2023-09-29,39046800000
2023-10-02,38200320000
2023-10-03,37573120000
2023-10-04,38656000000
2023-10-05,38356480000
2023-10-06,38755840000
2023-10-09,38318080000
2023-10-10,39185920000
2023-10-11,39344640000
2023-10-12,39168000000
2023-10-13,38394880000
2023-10-16,39372800000
2023-10-17,39636480000
2023-10-18,38983680000
2023-10-19,38479360000
2023-10-20,37777920000
2023-10-23,37852160000
2023-10-24,38310400000
2023-10-25,38592000000
2023-10-26,38008320000
2023-10-27,38187520000
2023-10-30,38727680000
2023-10-31,38791680000
2023-11-01,38689280000
2023-11-02,39070720000
2023-11-03,40143360000
2023-11-06,40017920000
2023-11-07,40460800000
2023-11-08,40168960000
2023-11-09,40514560000
2023-11-10,41420800000
2023-11-13,41643520000
2023-11-14,42759680000
2023-11-15,42385920000
2023-11-16,42795520000
2023-11-17,43082240000
2023-11-20,43307520000
2023-11-21,43484160000
2023-11-22,43788800000
2023-11-24,43473920000
2023-11-27,43205120000
2023-11-28,42846720000
2023-11-29,42664960000
2023-11-30,42885120000
2023-12-01,43735040000
2023-12-04,43921920000
2023-12-05,42862080000
2023-12-06,43023360000
2023-12-07,43630080000
2023-12-08,43860480000
2023-12-11,45314560000
2023-12-12,45716480000
2023-12-13,45591040000
2023-12-14,45250560000
2023-12-15,45370880000
2023-12-18,45693440000
2023-12-19,46013440000
2023-12-20,45483520000
2023-12-21,46469120000
2023-12-22,46466560000
2023-12-26,46389760000
2023-12-27,46469120000
2023-12-28,46525440000
2023-12-29,46615040000
2024-01-02,46097920000
2024-01-03,45803520000
2024-01-04,45760000000
2024-01-05,46208000000
2024-01-08,46643200000
2024-01-09,46502400000
2024-01-10,46725120000
2024-01-11,46630400000
2024-01-12,46632960000
2024-01-16,46691840000
2024-01-17,46981120000
2024-01-18,47541760000
2024-01-19,47969280000
2024-01-22,48243200000
2024-01-23,47969280000
2024-01-24,48017920000
2024-01-25,49093120000
2024-01-26,49313280000
2024-01-29,49451520000
2024-01-30,49710080000
2024-01-31,48885760000
2024-02-01,49592320000
2024-02-02,49922560000
2024-02-05,49579520000
2024-02-06,49822720000
2024-02-07,50183680000
2024-02-08,49804800000
2024-02-09,49192960000
2024-02-12,49553920000
2024-02-13,48668160000
2024-02-14,49331200000
2024-02-15,50216960000
2024-02-16,50577920000
2024-02-20,50455040000
2024-02-21,50954240000
2024-02-22,51827200000
2024-02-23,52362240000
2024-02-26,51970560000
2024-02-27,52119040000
2024-02-28,52213760000
2024-02-29,52305920000
2024-03-01,52449280000
2024-03-04,51816960000
2024-03-05,52175360000
2024-03-06,52124160000
2024-03-07,52464640000
2024-03-08,52661760000
2024-03-11,52272640000
2024-03-12,52999680000
2024-03-13,53383680000
2024-03-14,52971520000
2024-03-15,52392960000
2024-03-18,52864000000
2024-03-19,53278720000
2024-03-20,53890560000
2024-03-21,53900800000
2024-03-22,54092800000
2024-03-25,53790720000
2024-03-26,54538240000
2024-03-27,54871040000
2024-03-28,54607360000
2024-04-01,54451200000
2024-04-02,53854720000
2024-04-03,54315520000
2024-04-04,53450240000
2024-04-05,54192640000
2024-04-08,54164480000
2024-04-09,53736960000
2024-04-10,53655040000
2024-04-11,53954560000
2024-04-12,52505600000
2024-04-15,52334080000
2024-04-16,51840000000
2024-04-17,51322880000
2024-04-18,50897920000
2024-04-19,49784320000
2024-04-22,49955840000
2024-04-23,50442240000
2024-04-24,52403200000
2024-04-25,52206080000
2024-04-26,51742720000
2024-04-29,51752960000
2024-04-30,50503680000
2024-05-01,50621440000
2024-05-02,50567680000
2024-05-03,50570240000
2024-05-06,51225600000
2024-05-07,51125760000
2024-05-08,51299840000
2024-05-09,52090880000
2024-05-10,52436160000
2024-05-13,51934680000
2024-05-14,51735600000
2024-05-15,51551640000
2024-05-16,51859080000
2024-05-17,51455880000
2024-05-20,51803640000
2024-05-21,51861600000
2024-05-22,51516360000
2024-05-23,50407560000
2024-05-24,51216480000
2024-05-28,50400000000
2024-05-29,49512960000
2024-05-30,49525560000
2024-05-31,50551200000
2024-06-03,49936320000
2024-06-04,50510880000
2024-06-05,51050160000
2024-06-06,50694840000
2024-06-07,50949360000
2024-06-10,51614640000
2024-06-11,51881760000
2024-06-12,53098920000
2024-06-13,53333280000
2024-06-14,53000640000
2024-06-17,54084240000
2024-06-18,54432000000
2024-06-20,54888120000
2024-06-21,54401760000
2024-06-24,54694080000
2024-06-25,54200160000
2024-06-26,53688600000
2024-06-27,54197640000
2024-06-28,54986400000
2024-07-01,53985960000
2024-07-02,54331200000
2024-07-03,54462240000
2024-07-05,54031320000
2024-07-08,54071640000
2024-07-09,54243000000
2024-07-10,55402200000
2024-07-11,54648720000
2024-07-12,55621440000
2024-07-15,56193480000
2024-07-16,57503880000
2024-07-17,55387080000
2024-07-18,55188000000
2024-07-19,55235880000
2024-07-22,55477800000
2024-07-23,55606320000
2024-07-24,54079200000
2024-07-25,53721360000
2024-07-26,54333720000
2024-07-29,54890640000
2024-07-30,55127520000
2024-07-31,54096840000
2024-08-01,52594920000
2024-08-02,51649920000
2024-08-05,50253180000
2024-08-06,51572880000
2024-08-07,50676480000
2024-08-08,51054960000
2024-08-09,51373680000
