,MOS
2009-04-30,17984070000
2009-05-01,18828810000
2009-05-04,19682442000
2009-05-05,20571642000
2009-05-06,20362680000
2009-05-07,20242638000
2009-05-08,20207070000
2009-05-11,19815822000
2009-05-12,21194082000
2009-05-13,20602764000
2009-05-14,22376718000
2009-05-15,22807980000
2009-05-18,24453000000
2009-05-19,25284402000
2009-05-20,25262172000
2009-05-21,23719410000
2009-05-22,24613056000
2009-05-26,25062102000
2009-05-27,24257376000
2009-05-28,24533028000
2009-05-29,24319620000
2009-06-01,25124519177
2009-06-02,24902060180
2009-06-03,23331499657
2009-06-04,23883197971
2009-06-05,23638493074
2009-06-08,23028955421
2009-06-09,23905443871
2009-06-10,24595066763
2009-06-11,25062230658
2009-06-12,24684050362
2009-06-15,23634043894
2009-06-16,22784250523
2009-06-17,20577457268
2009-06-18,20368345811
2009-06-19,20666440867
2009-06-22,18806683648
2009-06-23,19509654080
2009-06-24,19616434399
2009-06-25,19482959001
2009-06-26,19287195083
2009-06-29,20439532690
2009-06-30,19709867178
2009-07-01,19487408181
2009-07-02,20070250754
2009-07-06,19416221301
2009-07-07,18352867293
2009-07-08,18094814856
2009-07-09,19024693466
2009-07-10,18299477134
2009-07-13,18891218067
2009-07-14,19229355743
2009-07-15,19821096677
2009-07-16,22237001390
2009-07-17,22050135832
2009-07-20,21854371914
2009-07-21,21858821094
2009-07-22,21542929317
2009-07-23,22891030842
2009-07-24,23780866832
2009-07-27,23456076696
2009-07-28,22624080045
2009-07-29,21903312893
2009-07-30,23006709521
2009-07-31,23202473439
2009-08-03,24528329064
2009-08-04,23883197971
2009-08-05,24047817629
2009-08-06,24199089748
2009-08-07,23927689771
2009-08-10,23536161935
2009-08-11,23100142300
2009-08-12,23598450454
2009-08-13,24314768426
2009-08-14,24056715989
2009-08-17,22744207904
2009-08-18,23438279976
2009-08-19,23731925853
2009-08-20,24234683187
2009-08-21,24230234007
2009-08-24,23874299611
2009-08-25,23157981639
2009-08-26,22993361981
2009-08-27,22859886583
2009-08-28,22161365330
2009-08-31,21549762000
2009-09-01,21967686000
2009-09-02,22518990000
2009-09-03,22616802000
2009-09-04,22834656000
2009-09-08,23265918000
2009-09-09,22936914000
2009-09-10,22550112000
2009-09-11,23234796000
2009-09-14,22914684000
2009-09-15,23861682000
2009-09-16,23581584000
2009-09-17,23888358000
2009-09-18,24119550000
2009-09-21,22856886000
2009-09-22,23079186000
2009-09-23,22407840000
2009-09-24,22407840000
2009-09-25,21878766000
2009-09-28,22025484000
2009-09-29,21683142000
2009-09-30,21371922000
2009-10-01,20642778000
2009-10-02,20531628000
2009-10-05,20433816000
2009-10-06,21291894000
2009-10-07,21447504000
2009-10-08,22078836000
2009-10-09,21892104000
2009-10-12,21900996000
2009-10-13,21807630000
2009-10-14,22425624000
2009-10-15,22527882000
2009-10-16,22945806000
2009-10-19,23843898000
2009-10-20,23657166000
2009-10-21,23697180000
2009-10-22,23661612000
2009-10-23,23025834000
2009-10-26,22176648000
2009-10-27,21825414000
2009-10-28,21109608000
2009-10-29,21767616000
2009-10-30,20776158000
2009-11-02,21091824000
2009-11-03,21403044000
2009-11-04,21683142000
2009-11-05,22003254000
2009-11-06,22385610000
2009-11-09,22327812000
2009-11-10,22670154000
2009-11-11,23021388000
2009-11-12,22101066000
2009-11-13,21394152000
2009-11-16,22181094000
2009-11-17,23461542000
2009-11-18,24204024000
2009-11-19,24035076000
2009-11-20,24590826000
2009-11-23,24444108000
2009-11-24,24052860000
2009-11-25,24888708000
2009-11-27,24164010000
2009-11-30,24241140000
2009-12-01,25452084000
2009-12-02,27464388000
2009-12-03,26970216000
2009-12-04,25950708000
2009-12-07,26685288000
2009-12-08,26387004000
2009-12-09,26547276000
2009-12-10,26573988000
2009-12-11,26262348000
2009-12-14,26257896000
2009-12-15,26311320000
2009-12-16,26569536000
2009-12-17,24944556000
2009-12-18,24583944000
2009-12-21,25959612000
2009-12-22,26110980000
2009-12-23,26845560000
2009-12-24,26983572000
2009-12-28,27081516000
2009-12-29,26569536000
2009-12-30,26605152000
2009-12-31,26591796000
2010-01-04,27473292000
2010-01-05,28114380000
2010-01-06,29191763999
2010-01-07,29276352000
2010-01-08,29694840000
2010-01-11,29521212000
2010-01-12,27820548000
2010-01-13,27842808000
2010-01-14,27085968000
2010-01-15,27406512000
2010-01-19,28065408000
2010-01-20,27615756000
2010-01-21,26743164000
2010-01-22,26102076000
2010-01-25,26159952000
2010-01-26,26079816000
2010-01-27,25839408000
2010-01-28,24735312000
2010-01-29,23822652000
2010-02-01,25051404000
2010-02-02,25087020000
2010-02-03,25661328000
2010-02-04,24045252000
2010-02-05,24566136000
2010-02-08,24281208000
2010-02-09,25336332000
2010-02-10,25563384000
2010-02-11,26008584000
2010-02-12,26191116000
2010-02-16,26881176000
2010-02-17,27272952000
2010-02-18,26961312000
2010-02-19,27059256000
2010-02-22,27014736000
2010-02-23,26213376000
2010-02-24,25652424000
2010-02-25,26053104000
2010-02-26,25995228000
2010-03-01,26479030000
2010-03-02,27387646000
2010-03-03,27289658000
2010-03-04,26915522000
2010-03-05,27436640000
2010-03-08,27338652000
2010-03-09,27160492000
2010-03-10,26879890000
2010-03-11,26692822000
2010-03-12,28416520000
2010-03-15,27788506000
2010-03-16,28078016000
2010-03-17,27574714000
2010-03-18,26528024000
2010-03-19,26020268000
2010-03-22,26363226000
2010-03-23,26340956000
2010-03-24,26848712000
2010-03-25,26029176000
2010-03-26,26434490000
2010-03-29,26821988000
2010-03-30,26746270000
2010-03-31,27066958000
2010-04-01,25980182000
2010-04-05,25828746000
2010-04-06,25628316000
2010-04-07,25383346000
2010-04-08,25650586000
2010-04-09,25231910000
2010-04-12,25276450000
2010-04-13,25289812000
2010-04-14,24675160000
2010-04-15,24568264000
2010-04-16,24109502000
2010-04-19,23690826000
2010-04-20,24461368000
2010-04-21,23708642000
2010-04-22,24087232000
2010-04-23,23953612000
2010-04-26,23245426000
2010-04-27,22528332000
2010-04-28,23138530000
2010-04-29,22942554000
2010-04-30,22777756000
2010-05-03,22706492000
2010-05-04,21869140000
2010-05-05,21512820000
2010-05-06,21227764000
2010-05-07,21450464000
2010-05-10,21704342000
2010-05-11,21232218000
2010-05-12,22002760000
2010-05-13,21392562000
2010-05-14,21272304000
2010-05-17,20871444000
2010-05-18,21379200000
2010-05-19,20871444000
2010-05-20,20029638000
2010-05-21,20359234000
2010-05-24,20016276000
2010-05-25,19900472000
2010-05-26,19597600000
2010-05-27,20942708000
2010-05-28,20564118000
2010-06-01,19869294000
2010-06-02,20622020000
2010-06-03,19927196000
2010-06-04,19178924000
2010-06-07,19236826000
2010-06-08,19018580000
2010-06-09,18938408000
2010-06-10,20181074000
2010-06-11,20149896000
2010-06-14,19584238000
2010-06-15,20247884000
2010-06-16,20163258000
2010-06-17,19740128000
2010-06-18,19357084000
2010-06-21,19414986000
2010-06-22,19294728000
2010-06-23,19481796000
2010-06-24,18978494000
2010-06-25,18902776000
2010-06-28,18550910000
2010-06-29,17526490000
2010-06-30,17361692000
2010-07-01,17326060000
2010-07-02,17562122000
2010-07-06,17428502000
2010-07-07,19036396000
2010-07-08,19918288000
2010-07-09,20546302000
2010-07-12,18920592000
2010-07-13,18573180000
2010-07-14,18715708000
2010-07-15,19263550000
2010-07-16,19936104000
2010-07-19,19940558000
2010-07-20,20733370000
2010-07-21,19967282000
2010-07-22,20020730000
2010-07-23,20844720000
2010-07-26,20573026000
2010-07-27,20011822000
2010-07-28,20688830000
2010-07-29,21196586000
2010-07-30,21223310000
2010-08-02,21998306000
2010-08-03,21423740000
2010-08-04,22439252000
2010-08-05,22844566000
2010-08-06,22800026000
2010-08-09,22777756000
2010-08-10,22644136000
2010-08-11,22011668000
2010-08-12,22849020000
2010-08-13,22804480000
2010-08-16,22773302000
2010-08-17,24764240000
2010-08-18,25779752000
2010-08-19,25191824000
2010-08-20,25227456000
2010-08-23,26621558000
2010-08-24,25882194000
2010-08-25,25071566000
2010-08-26,24848866000
2010-08-27,25953458000
2010-08-30,25499150000
2010-08-31,26168226000
2010-09-01,26083467000
2010-09-02,26029935000
2010-09-03,25918410000
2010-09-07,25811346000
2010-09-08,26618787000
2010-09-09,26172687000
2010-09-10,26476035000
2010-09-13,26614326000
2010-09-14,26239602000
2010-09-15,25690899000
2010-09-16,27011355000
2010-09-17,26774922000
2010-09-20,27194256000
2010-09-21,26471574000
2010-09-22,26886447000
2010-09-23,27368235000
2010-09-24,27698349000
2010-09-27,28278279000
2010-09-28,27555597000
2010-09-29,27194256000
2010-09-30,26212836000
2010-10-01,26596482000
2010-10-04,26226219000
2010-10-05,27122880000
2010-10-06,27216561000
2010-10-07,27448533000
2010-10-08,29268621000
2010-10-11,29723642999
2010-10-12,30401715000
2010-10-13,30361566000
2010-10-14,29687955000
2010-10-15,30508779000
2010-10-18,29737026000
2010-10-19,28715457000
2010-10-20,29942232000
2010-10-21,29670111000
2010-10-22,29424755999
2010-10-25,30334800000
2010-10-26,31869384000
2010-10-27,31494659999
2010-10-28,31400979000
2010-10-29,32636676000
2010-11-01,32266413000
2010-11-02,32016597000
2010-11-03,31400979000
2010-11-04,31690944000
2010-11-05,31574958000
2010-11-08,31646334000
2010-11-09,32208420000
2010-11-10,32128122000
2010-11-11,32948946000
2010-11-12,31093170000
2010-11-15,29625501000
2010-11-16,29585351999
2010-11-17,30076062000
2010-11-18,30932574000
2010-11-19,31249305000
2010-11-22,31115475000
2010-11-23,30789822000
2010-11-24,31405440000
2010-11-26,31137780000
2010-11-29,30477551999
2010-11-30,30183268999
2010-12-01,30567086999
2010-12-02,29884247999
2010-12-03,30839329999
2010-12-06,30937515999
2010-12-07,30870571000
2010-12-08,30625106000
2010-12-09,30491215999
2010-12-10,30611717000
2010-12-13,29710190999
2010-12-14,29232650000
2010-12-15,29509356000
2010-12-16,29460263000
2010-12-17,30049379000
2010-12-20,30089546000
2010-12-21,30866108000
2010-12-22,30888422999
2010-12-23,31709615000
2010-12-27,31901524000
2010-12-28,31883672000
2010-12-29,33383240000
2010-12-30,33842929000
2010-12-31,34079468000
2011-01-03,34030375000
2011-01-04,33472500000
2011-01-05,34423119000
2011-01-06,34641806000
2011-01-07,34048227000
2011-01-10,33731354000
2011-01-11,33981282000
2011-01-12,35619203000
2011-01-13,36011947000
2011-01-14,37029511000
2011-01-18,37966741000
2011-01-19,33985745000
2011-01-20,32432621000
2011-01-21,32669160000
2011-01-24,33932189000
2011-01-25,33789372999
2011-01-26,35172903000
2011-01-27,35110421000
2011-01-28,35605814000
2011-01-31,36168152000
2011-02-01,37435644000
2011-02-02,37136623000
2011-02-03,37051826000
2011-02-04,36833139000
2011-02-07,37377625000
2011-02-08,37511515000
2011-02-09,37721276000
2011-02-10,38346096000
2011-02-11,39417216000
2011-02-14,39747478000
2011-02-15,37899796000
2011-02-16,38502301000
2011-02-17,38716525000
2011-02-18,37051826000
2011-02-22,35770945000
2011-02-23,36288653000
2011-02-24,36685860000
2011-02-25,37904259000
2011-02-28,38340610000
2011-03-01,37943136000
2011-03-02,37706438000
2011-03-03,38452260000
2011-03-04,38184300000
2011-03-07,36942752000
2011-03-08,36424696000
2011-03-09,35209944000
2011-03-10,33597718000
2011-03-11,34066648000
2011-03-14,34071114000
2011-03-15,34075580000
2011-03-16,33709368000
2011-03-17,34352472000
2011-03-18,33731698000
2011-03-21,34495384000
2011-03-22,34035385999
2011-03-23,34508782000
2011-03-24,34633830000
2011-03-25,35201012000
2011-03-28,34687422000
2011-03-29,35214410000
2011-03-30,35928970000
2011-03-31,35169750000
2011-04-01,35893242000
2011-04-04,36826636000
2011-04-05,36871296000
2011-04-06,36036154000
2011-04-07,35343924000
2011-04-08,35017906000
2011-04-11,34924120000
2011-04-12,34240822000
2011-04-13,34294414000
2011-04-14,33713833999
2011-04-15,32981409999
2011-04-18,32968011999
2011-04-19,34276550000
2011-04-20,33838882000
2011-04-21,34285482000
2011-04-25,33941600000
2011-04-26,34263152000
2011-04-27,33852280000
2011-04-28,32682188000
2011-04-29,33432476000
2011-05-02,32829566000
2011-05-03,31873842000
2011-05-04,31641609999
2011-05-05,31333456000
2011-05-06,31784522000
2011-05-09,32177530000
2011-05-10,31775590000
2011-05-11,30681420000
2011-05-12,30243752000
2011-05-13,30078509999
2011-05-16,30194626000
2011-05-17,30618896000
2011-05-18,30592100000
2011-05-19,29614046000
2011-05-20,29216572000
2011-05-23,29810550000
2011-05-24,30038316000
2011-05-25,30359868000
2011-05-26,30882390000
2011-05-27,31279864000
2011-05-31,31641609999
2011-06-01,30632294000
2011-06-02,30935982000
2011-06-03,30810933999
2011-06-06,29797152000
2011-06-07,29788220000
2011-06-08,29323756000
2011-06-09,30743944000
2011-06-10,30252683999
2011-06-13,29377348000
2011-06-14,30074044000
2011-06-15,28814632000
2011-06-16,27523958000
2011-06-17,26492312000
2011-06-20,27122018000
2011-06-21,28622594000
2011-06-22,28385896000
2011-06-23,28309974000
2011-06-24,28403760000
2011-06-27,28939680000
2011-06-28,29104922000
2011-06-29,30551906000
2011-06-30,30248218000
2011-07-01,30292878000
2011-07-05,30694818000
2011-07-06,30471518000
2011-07-07,30761807999
2011-07-08,31521028000
2011-07-11,29917733999
2011-07-12,29618511999
2011-07-13,29895404000
2011-07-14,29511328000
2011-07-15,29810550000
2011-07-18,29681035999
2011-07-19,30587633999
2011-07-20,30797535999
2011-07-21,31538892000
2011-07-22,32548207999
2011-07-25,32615198000
2011-07-26,32240054000
2011-07-27,31543357999
2011-07-28,31507630000
2011-07-29,31583552000
2011-08-01,31882774000
2011-08-02,30743944000
2011-08-03,31262000000
2011-08-04,28667254000
2011-08-05,28399294000
2011-08-08,25683966000
2011-08-09,27211338000
2011-08-10,26563768000
2011-08-11,28787835999
2011-08-12,28926282000
2011-08-15,29672104000
2011-08-16,29265698000
2011-08-17,29971326000
2011-08-18,28618128000
2011-08-19,28144732000
2011-08-22,28042014000
2011-08-23,29229970000
2011-08-24,30123170000
2011-08-25,29837346000
2011-08-26,30985107999
2011-08-29,32441024000
2011-08-30,32682188000
2011-08-31,31539041999
2011-09-01,31326210000
2011-09-02,31038000000
2011-09-06,31206491999
2011-09-07,31534608000
2011-09-08,31379418000
2011-09-09,31024698000
2011-09-12,30811865999
2011-09-13,31144415999
2011-09-14,31374984000
2011-09-15,31512437999
2011-09-16,31476965999
2011-09-19,30377334000
2011-09-20,29282136000
2011-09-21,28195806000
2011-09-22,26652774000
2011-09-23,25584180000
2011-09-26,26054184000
2011-09-27,26759190000
2011-09-28,25358046000
2011-09-29,24032280000
2011-09-30,21713298000
2011-10-03,20897442000
2011-10-04,21762072000
2011-10-05,23136612000
2011-10-06,23633220000
2011-10-07,22697646000
2011-10-10,23713032000
2011-10-11,24728418000
2011-10-12,24670776000
2011-10-13,24763890000
2011-10-14,25322574000
2011-10-17,24160866000
2011-10-18,24599832000
2011-10-19,23699730000
2011-10-20,24497850000
2011-10-21,25916730000
2011-10-24,26249280000
2011-10-25,25646256000
2011-10-26,26360130000
2011-10-27,27406554000
2011-10-28,27473064000
2011-10-31,25965504000
2011-11-01,24772758000
2011-11-02,25016628000
2011-11-03,25411254000
2011-11-04,25757106000
2011-11-07,26129562000
2011-11-08,26413338000
2011-11-09,25029930000
2011-11-10,24941250000
2011-11-11,25619652000
2011-11-14,25193988000
2011-11-15,24732852000
2011-11-16,24200772000
2011-11-17,22506984000
2011-11-18,23438124000
2011-11-21,23566710000
2011-11-22,22999158000
2011-11-23,22174434000
2011-11-25,21859620000
2011-11-28,22591230000
2011-11-29,22218774000
2011-11-30,22444104000
2011-12-01,22448358000
2011-12-02,21784734000
2011-12-05,21874068000
2011-12-06,22627026000
2011-12-07,22644042000
2011-12-08,21750702000
2011-12-09,21486954000
2011-12-12,21270000000
2011-12-13,21053046000
2011-12-14,20146944000
2011-12-15,20129928000
2011-12-16,20470248000
2011-12-19,20155452000
2011-12-20,21240222000
2011-12-21,21252984000
2011-12-22,21959148000
2011-12-23,22312230000
2011-12-27,22261182000
2011-12-28,21393366000
2011-12-29,21389112000
2011-12-30,21452922000
2012-01-03,22371786000
2012-01-04,22248420000
2012-01-05,22673820000
2012-01-06,22405818000
2012-01-09,22571724000
2012-01-10,23333190000
2012-01-11,23414016000
2012-01-12,23222586000
2012-01-13,23473572000
2012-01-17,23524620000
2012-01-18,23035410000
2012-01-19,22907790000
2012-01-20,23401254000
2012-01-23,23426778000
2012-01-24,23384238000
2012-01-25,23830908000
2012-01-26,23554398000
2012-01-27,24060624000
2012-01-30,23941512000
2012-01-31,23809638000
2012-02-01,24239292000
2012-02-02,24294594000
2012-02-03,24422214000
2012-02-06,24405198000
2012-02-07,24001068000
2012-02-08,23920242000
2012-02-09,23822400000
2012-02-10,23150268000
2012-02-13,23422524000
2012-02-14,23362968000
2012-02-15,23333190000
2012-02-16,23609700000
2012-02-17,23665002000
2012-02-21,24209514000
2012-02-22,25013520000
2012-02-23,25073076000
2012-02-24,24962472000
2012-02-27,25085838000
2012-02-28,25209204000
2012-02-29,24570914271
2012-03-01,24681536569
2012-03-02,24456037269
2012-03-05,23979510447
2012-03-06,23400870735
2012-03-07,23315776659
2012-03-08,23643388849
2012-03-09,23626370034
2012-03-12,23396616031
2012-03-13,23694445295
2012-03-14,23400870735
2012-03-15,23511493033
2012-03-16,24468801381
2012-03-19,24456037269
2012-03-20,24698555384
2012-03-21,24413490232
2012-03-22,23941218113
2012-03-23,24549640752
2012-03-26,24949582907
2012-03-27,24924054684
2012-03-28,24770885348
2012-03-29,23515747736
2012-03-30,23524257144
2012-04-02,23685935887
2012-04-03,23388106623
2012-04-04,22907325097
2012-04-05,22532911165
2012-04-09,21967035564
2012-04-10,21324575295
2012-04-11,21265009442
2012-04-12,21771319191
2012-04-13,21375631740
2012-04-16,21324575295
2012-04-17,21643678077
2012-04-18,21511782261
2012-04-19,21630913966
2012-04-20,21813866228
2012-04-23,21439452297
2012-04-24,21477744630
2012-04-25,22635024056
2012-04-26,22396760645
2012-04-27,22549929981
2012-04-30,22473345313
2012-05-01,22588222314
2012-05-02,22456326498
2012-05-03,22264864828
2012-05-04,21677715708
2012-05-07,21779828598
2012-05-08,21579857521
2012-05-09,21056528957
2012-05-10,20805501435
2012-05-11,20818265546
2012-05-14,20448106318
2012-05-15,20137512943
2012-05-16,19920523051
2012-05-17,19435486821
2012-05-18,19771608419
2012-05-21,20452361022
2012-05-22,20073692386
2012-05-23,20580002135
2012-05-24,20737426174
2012-05-25,20614039765
2012-05-29,21043764846
2012-05-30,20392795169
2012-05-31,20287840000
2012-06-01,19560235000
2012-06-04,19411310000
2012-06-05,19772985000
2012-06-06,20402725000
2012-06-07,20292095000
2012-06-08,20632495000
2012-06-11,20160190000
2012-06-12,20679300000
2012-06-13,20206995000
2012-06-14,20249545000
2012-06-15,21147350000
2012-06-18,21368610000
2012-06-19,22245140000
2012-06-20,22113235000
2012-06-21,21394140000
2012-06-22,21521790000
2012-06-25,21743050000
2012-06-26,22683405000
2012-06-27,22819565000
2012-06-28,22998275000
2012-06-29,23300380000
2012-07-02,23351440000
2012-07-03,23687585000
2012-07-05,23870550000
2012-07-06,23606740000
2012-07-09,23551425000
2012-07-10,23296125000
2012-07-11,23602485000
2012-07-12,23164220000
2012-07-13,23376970000
2012-07-16,23559935000
2012-07-17,24768355000
2012-07-18,24742825000
2012-07-19,24517310000
2012-07-20,24466250000
2012-07-23,24461995000
2012-07-24,24236480000
2012-07-25,24440720000
2012-07-26,24670490000
2012-07-27,24989615000
2012-07-30,24827925000
2012-07-31,24725805000
2012-08-01,24666235000
2012-08-02,24249245000
2012-08-03,24410935000
2012-08-06,24398170000
2012-08-07,24734315000
2012-08-08,24683255000
2012-08-09,24955575000
2012-08-10,24896005000
2012-08-13,24466250000
2012-08-14,24521565000
2012-08-15,24827925000
2012-08-16,25376820000
2012-08-17,25364055000
2012-08-20,25053440000
2012-08-21,24857710000
2012-08-22,25087480000
2012-08-23,24508800000
2012-08-24,24402425000
2012-08-27,24249245000
2012-08-28,24147125000
2012-08-29,24598155000
2012-08-30,24164145000
2012-08-31,24652287000
2012-09-04,24158475000
2012-09-05,25035417000
2012-09-06,25988985000
2012-09-07,25971957000
2012-09-10,25563285000
2012-09-11,25682481000
2012-09-12,25473888000
2012-09-13,25920873000
2012-09-14,25878303000
2012-09-17,25405776000
2012-09-18,25116300000
2012-09-19,25503687000
2012-09-20,25673967000
2012-09-21,25542000000
2012-09-24,25393005000
2012-09-25,24499035000
2012-09-26,24281928000
2012-09-27,24541605000
2012-09-28,24524577000
2012-10-01,24694857000
2012-10-02,23737032000
2012-10-03,23366673000
2012-10-04,23456070000
2012-10-05,23447556000
2012-10-08,23281533000
2012-10-09,23179365000
2012-10-10,23179365000
2012-10-11,23558238000
2012-10-12,23051655000
2012-10-15,22953744000
2012-10-16,23196393000
2012-10-17,23409243000
2012-10-18,23281533000
2012-10-19,22975029000
2012-10-22,23085711000
2012-10-23,22591899000
2012-10-24,22651497000
2012-10-25,22668525000
2012-10-26,22468446000
2012-10-31,22281138000
2012-11-01,22617441000
2012-11-02,22217283000
2012-11-05,22366278000
2012-11-06,22834548000
2012-11-07,22234311000
2012-11-08,21936321000
2012-11-09,21953349000
2012-11-12,21766041000
2012-11-13,21604275000
2012-11-14,20901870000
2012-11-15,20910384000
2012-11-16,21080664000
2012-11-19,21795840000
2012-11-20,22285395000
2012-11-21,22012947000
2012-11-23,22413105000
2012-11-26,22681296000
2012-11-27,22647240000
2012-11-28,22634469000
2012-11-29,23030370000
2012-11-30,23013342000
2012-12-03,22493988000
2012-12-04,22553586000
2012-12-05,22596156000
2012-12-06,22868604000
2012-12-07,22817520000
2012-12-10,23153823000
2012-12-11,23754060000
2012-12-12,24026508000
2012-12-13,23681691000
2012-12-14,23651892000
2012-12-17,23851971000
2012-12-18,23822172000
2012-12-19,23605065000
2012-12-20,23766831000
2012-12-21,23681691000
2012-12-24,23673177000
2012-12-26,23847714000
2012-12-27,23903055000
2012-12-28,23502897000
2012-12-31,24107391000
2013-01-02,24482007000
2013-01-03,24166989000
2013-01-04,24954534000
2013-01-07,24992847000
2013-01-08,24890679000
2013-01-09,25265295000
2013-01-10,25427061000
2013-01-11,25431318000
2013-01-14,25341921000
2013-01-15,25333407000
2013-01-16,25112043000
2013-01-17,25188669000
2013-01-18,25278066000
2013-01-22,25448346000
2013-01-23,25312122000
2013-01-24,25933644000
2013-01-25,26912754000
2013-01-28,26546652000
2013-01-29,26397657000
2013-01-30,26078382000
2013-01-31,26074125000
2013-02-01,26440227000
2013-02-04,25963443000
2013-02-05,26010270000
2013-02-06,26078382000
2013-02-07,26035812000
2013-02-08,26137980000
2013-02-11,26027298000
2013-02-12,26176293000
2013-02-13,26478540000
2013-02-14,26384886000
2013-02-15,26470026000
2013-02-19,26163522000
2013-02-20,24907707000
2013-02-21,24575661000
2013-02-22,24464979000
2013-02-25,23898798000
2013-02-26,23983938000
2013-02-27,24750198000
2013-02-28,24927332390
2013-03-01,24897525193
2013-03-04,24846427143
2013-03-05,24850685314
2013-03-06,24782554579
2013-03-07,25246695206
2013-03-08,25642705099
2013-03-11,26187750973
2013-03-12,26358077809
2013-03-13,26298463416
2013-03-14,26545437328
2013-03-15,26694473309
2013-03-18,26370852321
2013-03-19,26119620239
2013-03-20,26174976460
2013-03-21,25566058023
2013-03-22,25425538384
2013-03-25,25259469719
2013-03-26,25008237636
2013-03-27,24986946782
2013-03-28,25382956675
2013-04-01,25233920694
2013-04-02,24714423845
2013-04-03,24918816048
2013-04-04,25272244232
2013-04-05,25182822643
2013-04-08,25089142883
2013-04-09,25527734485
2013-04-10,25583090707
2013-04-11,25808773764
2013-04-12,25208371668
2013-04-15,24360995661
2013-04-16,24654809453
2013-04-17,24688874820
2013-04-18,24437642737
2013-04-19,24497257130
2013-04-22,24829394459
2013-04-23,24825136288
2013-04-24,25540508998
2013-04-25,25902453523
2013-04-26,25489410947
2013-04-29,26332528783
2013-04-30,26226074511
2013-05-01,25672512295
2013-05-02,25761933884
2013-05-03,25902453523
2013-05-06,26030198650
2013-05-07,26494339277
2013-05-08,27380038822
2013-05-09,27184162961
2013-05-10,26945705391
2013-05-13,26102587555
2013-05-14,26247365365
2013-05-15,26179234631
2013-05-16,26021682308
2013-05-17,25868388156
2013-05-20,26094071213
2013-05-21,25668254124
2013-05-22,25246695206
2013-05-23,25557541681
2013-05-24,25455345580
2013-05-28,25881162669
2013-05-29,26319754271
2013-05-30,26358077809
2013-05-31,25903238000
2013-06-03,25971382000
2013-06-04,26320620000
2013-06-05,25524187000
2013-06-06,25566777000
2013-06-07,25745655000
2013-06-10,25575295000
2013-06-11,24697941000
2013-06-12,24446660000
2013-06-13,25000330000
2013-06-14,24642574000
2013-06-17,24795898000
2013-06-18,25119582000
2013-06-19,24808675000
2013-06-20,24203897000
2013-06-21,24144271000
2013-06-24,23505421000
2013-06-25,23812069000
2013-06-26,23386169000
2013-06-27,22913420000
2013-06-28,22917679000
2013-07-01,22726024000
2013-07-02,22789909000
2013-07-03,22875089000
2013-07-05,22892125000
2013-07-08,23207291000
2013-07-09,24042055000
2013-07-10,23680040000
2013-07-11,24212415000
2013-07-12,23892990000
2013-07-15,23905767000
2013-07-16,23049708000
2013-07-17,23113593000
2013-07-18,23011377000
2013-07-19,22998600000
2013-07-22,22845276000
2013-07-23,22764355000
2013-07-24,22308642000
2013-07-25,22364009000
2013-07-26,22406599000
2013-07-29,22662139000
2013-07-30,18658679000
2013-07-31,17500231000
2013-08-01,17836692000
2013-08-02,17453382000
2013-08-05,17649296000
2013-08-06,17325612000
2013-08-07,17615224000
2013-08-08,18518132000
2013-08-09,18105009000
2013-08-12,18675715000
2013-08-13,18926996000
2013-08-14,18633125000
2013-08-15,18837557000
2013-08-16,18258333000
2013-08-19,17930390000
2013-08-20,17879282000
2013-08-21,17449123000
2013-08-22,17585411000
2013-08-23,17840951000
2013-08-26,18049642000
2013-08-27,17534303000
2013-08-28,17662073000
2013-08-29,17691886000
2013-08-30,17738735000
2013-09-03,17542821000
2013-09-04,18011311000
2013-09-05,17917613000
2013-09-06,17955944000
2013-09-09,18871629000
2013-09-10,19391227000
2013-09-11,19135687000
2013-09-12,18901442000
2013-09-13,19587141000
2013-09-16,19399745000
2013-09-17,19165500000
2013-09-18,19220867000
2013-09-19,19054766000
2013-09-20,19067543000
2013-09-23,19046248000
2013-09-24,18892924000
2013-09-25,18982363000
2013-09-26,18820521000
2013-09-27,18496837000
2013-09-30,17818894755
2013-10-01,18220668997
2013-10-02,18887531400
2013-10-03,18754987320
2013-10-04,19094631525
2013-10-07,18904099410
2013-10-08,18812975355
2013-10-09,18986939460
2013-10-10,19160903565
2013-10-11,18833685367
2013-10-14,18808833352
2013-10-15,18792265342
2013-10-16,19024217482
2013-10-17,19264453627
2013-10-18,19305873652
2013-10-21,19355577682
2013-10-22,19281021637
2013-10-23,19314157657
2013-10-24,18904099410
2013-10-25,19028359485
2013-10-28,19330725667
2013-10-29,19438417732
2013-10-30,19334867670
2013-10-31,18991081462
2013-11-01,19094631525
2013-11-04,19355577682
2013-11-05,19073921512
2013-11-06,19198181587
2013-11-07,19450843740
2013-11-08,19885754002
2013-11-11,19935458032
2013-11-12,19889896005
2013-11-13,19964452050
2013-11-14,19947884040
2013-11-15,20316522262
2013-11-18,20059718107
2013-11-19,19790487945
2013-11-20,19595813827
2013-11-21,19227175605
2013-11-22,19678653877
2013-11-25,19533683790
2013-11-26,19442559735
2013-11-27,19417707720
2013-11-29,19840191975
2013-12-02,19662085867
2013-12-03,19218891600
2013-12-04,19852617982
2013-12-05,19454985742
2013-12-06,19380429697
2013-12-09,19053211500
2013-12-10,18783981337
2013-12-11,18365639085
2013-12-12,18137828947
2013-12-13,18212384992
