,ANET
2023-09-11,59924640150
2023-09-12,58634270550
2023-09-13,58342696650
2023-09-14,58178298600
2023-09-15,57297373200
2023-09-18,57700613700
2023-09-19,57331493550
2023-09-20,56686308750
2023-09-21,55169504100
2023-09-22,55938762900
2023-09-25,56199318300
2023-09-26,55188115199
2023-09-27,56329596000
2023-09-28,57207419550
2023-09-29,57052327050
2023-10-02,58523849720
2023-10-03,57613942679
2023-10-04,57969180360
2023-10-05,58592404360
2023-10-06,60458960240
2023-10-09,61200596800
2023-10-10,60680204760
2023-10-11,59785878320
2023-10-12,60144232120
2023-10-13,59159538200
2023-10-16,61337706080
2023-10-17,60892100920
2023-10-18,60515050400
2023-10-19,59667465760
2023-10-20,57994109320
2023-10-23,58121870240
2023-10-24,59358969880
2023-10-25,57987877080
2023-10-26,52917949840
2023-10-27,54902918280
2023-10-30,54756460640
2023-10-31,62437696440
2023-11-01,65700274080
2023-11-02,65962028160
2023-11-03,66214433880
2023-11-06,66314149720
2023-11-07,66248711200
2023-11-08,65313875200
2023-11-09,65949563679
2023-11-10,64453826080
2023-11-13,65525771360
2023-11-14,67058902400
2023-11-15,66603948880
2023-11-16,66466839600
2023-11-17,66881283560
2023-11-20,67102528080
2023-11-21,67096295840
2023-11-22,67834816280
2023-11-24,68052944679
2023-11-27,68140196039
2023-11-28,67697707000
2023-11-29,68336511600
2023-11-30,68464272520
2023-12-01,67507623679
2023-12-04,67027741200
2023-12-05,67217824520
2023-12-06,66498000800
2023-12-07,67086947480
2023-12-08,69810436360
2023-12-11,70601930840
2023-12-12,71627134320
2023-12-13,71530534600
2023-12-14,71991720360
2023-12-15,73415787200
2023-12-18,74416061720
2023-12-19,73758560400
2023-12-20,72655453920
2023-12-21,73334768080
2023-12-22,74244675120
2023-12-26,74017198360
2023-12-27,74079520760
2023-12-28,73842695640
2023-12-29,73387742120
2024-01-02,72485689920
2024-01-03,71809540800
2024-01-04,72172657920
2024-01-05,72285349440
2024-01-08,76958917200
2024-01-09,76755446400
2024-01-10,78016965360
2024-01-11,78802675680
2024-01-12,78893454960
2024-01-16,79278484320
2024-01-17,77941837680
2024-01-18,80624521920
2024-01-19,82487062320
2024-01-22,83454331200
2024-01-23,82026905280
2024-01-24,82161509040
2024-01-25,82771921440
2024-01-26,82765660800
2024-01-29,84387166560
2024-01-30,85132182720
2024-01-31,80975117760
2024-02-01,82321155360
2024-02-02,85489039200
2024-02-05,85448345040
2024-02-06,82919046480
2024-02-07,83595195600
2024-02-08,86362398480
2024-02-09,88415888400
2024-02-12,87924428160
2024-02-13,83113126320
2024-02-14,83163211440
2024-02-15,83423028000
2024-02-16,81936126000
2024-02-20,81266237520
2024-02-21,79663513680
2024-02-22,84130480320
2024-02-23,83786145120
2024-02-26,85689379680
2024-02-27,85116531120
2024-02-28,85510951440
2024-02-29,86878901280
2024-03-01,90071827680
2024-03-04,90134434080
2024-03-05,87796085040
2024-03-06,89057604000
2024-03-07,89677407360
2024-03-08,85492169520
2024-03-11,84837932640
2024-03-12,88231199520
2024-03-13,87871212720
2024-03-14,88907348640
2024-03-15,86938377360
2024-03-18,90566418240
2024-03-19,89815141440
2024-03-20,92839030560
2024-03-21,95349547200
2024-03-22,95919265440
2024-03-25,95631276000
2024-03-26,93230320560
2024-03-27,90281559120
2024-03-28,90773019360
2024-04-01,93831342000
2024-04-02,91045357200
2024-04-03,93530831280
2024-04-04,90394250640
2024-04-05,93158323200
2024-04-08,93089456160
2024-04-09,92266182000
2024-04-10,90222083040
2024-04-11,92839030560
2024-04-12,84900539040
2024-04-15,82390022400
2024-04-16,82252288320
2024-04-17,81159806640
2024-04-18,80508700080
2024-04-19,77034044880
2024-04-22,76839965040
2024-04-23,78627377760
2024-04-24,79751162640
2024-04-25,82878352320
2024-04-26,82859570400
2024-04-29,82537147440
2024-04-30,80311489920
2024-05-01,79888896720
2024-05-02,81970559520
2024-05-03,85895980800
2024-05-06,87279582240
2024-05-07,85767637680
2024-05-08,91302043440
2024-05-09,92679384240
2024-05-10,98301438959
2024-05-13,96999225840
2024-05-14,98185617120
2024-05-15,102057822959
2024-05-16,100198412879
2024-05-17,100135806480
2024-05-20,99979290480
2024-05-21,99228013680
2024-05-22,99074628000
2024-05-23,94354105440
2024-05-24,95959959600
2024-05-28,96254209680
2024-05-29,96510895920
2024-05-30,95055297120
2024-05-31,93173974800
2024-06-03,92779554480
2024-06-04,91774721760
2024-06-05,93145801920
2024-06-06,92835900240
2024-06-07,92904767280
2024-06-10,93152062560
2024-06-11,95402762640
2024-06-12,97456252560
2024-06-13,103823323440
2024-06-14,102831012000
2024-06-17,106455922560
2024-06-18,106537310879
2024-06-20,106490356080
2024-06-21,105604475520
2024-06-24,103053264720
2024-06-25,104718594959
2024-06-26,104771810400
2024-06-27,108913223760
2024-06-28,109711455360
2024-07-01,111658514400
2024-07-02,111755554320
2024-07-03,114388153440
2024-07-05,114613536480
2024-07-08,116156784240
2024-07-09,114491454000
2024-07-10,113865390000
2024-07-11,112563176879
2024-07-12,113286280800
2024-07-15,112822993440
2024-07-16,112137453360
2024-07-17,105391613760
2024-07-18,104123834160
2024-07-19,103475857920
2024-07-22,107132071680
2024-07-23,108512542800
2024-07-24,102007737840
2024-07-25,98329611840
2024-07-26,99922944720
2024-07-29,100560061050
2024-07-30,97695879620
2024-07-31,108716547050
2024-08-01,106235093040
2024-08-02,100180470739
2024-08-05,98797005230
2024-08-06,101498056940
2024-08-07,99549911630
2024-08-08,104936329500
2024-08-09,105347290910
