,WB
2023-07-25,3358390080
2023-07-26,3419709000
2023-07-27,3365465340
2023-07-28,3622533120
2023-07-31,3714511500
2023-08-01,3573006300
2023-08-02,3384332700
2023-08-03,3488103180
2023-08-04,3403200060
2023-08-07,3287637480
2023-08-08,3247544340
2023-08-09,3280562220
2023-08-10,3346597980
2023-08-11,3228676980
2023-08-14,3216884880
2023-08-15,3174433320
2023-08-16,3110755980
2023-08-17,3117831240
2023-08-18,2983401300
2023-08-21,3044720220
2023-08-22,3103680720
2023-08-23,3131981760
2023-08-24,3231035400
2023-08-25,2945666580
2023-08-28,3179150160
2023-08-29,3143773860
2023-08-30,3098963880
2023-08-31,3042361800
2023-09-01,3202734360
2023-09-05,3082454940
2023-09-06,3131981760
2023-09-07,2952741840
2023-09-08,2907931860
2023-09-11,2905573440
2023-09-12,2853688200
2023-09-13,2832462420
2023-09-14,2837179260
2023-09-15,2820670320
2023-09-18,2820670320
2023-09-19,2823028740
2023-09-20,2813595060
2023-09-21,2780577180
2023-09-22,2898498180
2023-09-25,2896139760
2023-09-26,2858405040
2023-09-27,2886706080
2023-09-28,2948025000
2023-09-29,2957458680
2023-10-02,2972792380
2023-10-03,2885357310
2023-10-04,2880631090
2023-10-05,2779017360
2023-10-06,2930256400
2023-10-09,3015328360
2023-10-10,3112215870
2023-10-11,3121668310
2023-10-12,2963339940
2023-10-13,2897172860
2023-10-16,2916077740
2023-10-17,2906625300
2023-10-18,2845184440
2023-10-19,2767201810
2023-10-20,2719939610
2023-10-23,2715213390
2023-10-24,2880631090
2023-10-25,2828642670
2023-10-26,2826279560
2023-10-27,2845184440
2023-10-30,2854636880
2023-10-31,2795559130
2023-11-01,2731755160
2023-11-02,2783743580
2023-11-03,2868815540
2023-11-06,2916077740
2023-11-07,2868815540
2023-11-08,2849910660
2023-11-09,2686856070
2023-11-10,2658498750
2023-11-13,2620688990
2023-11-14,2743570710
2023-11-15,2885357310
2023-11-16,2764838700
2023-11-17,2764838700
2023-11-20,2890083530
2023-11-21,2809737790
2023-11-22,2838095110
2023-11-24,2892446640
2023-11-27,2831005780
2023-11-28,2762475590
2023-11-29,2675040520
2023-11-30,2389104210
2023-12-01,2344205120
2023-12-04,2273311820
2023-12-05,2200055410
2023-12-06,2249680720
2023-12-07,2278038040
2023-12-08,2261496270
2023-12-11,2261496270
2023-12-12,2275674930
2023-12-13,2320574020
2023-12-14,2358383780
2023-12-15,2360746890
2023-12-18,2351294450
2023-12-19,2417461530
2023-12-20,2370199330
2023-12-21,2481265500
2023-12-22,2464723730
2023-12-26,2467086840
2023-12-27,2476539280
2023-12-28,2566337460
2023-12-29,2587605450
2024-01-02,2488354830
2024-01-03,2493081050
2024-01-04,2462360620
2024-01-05,2389104210
2024-01-08,2346568230
2024-01-09,2273311820
2024-01-10,2256770050
2024-01-11,2157519430
2024-01-12,2133888329
2024-01-16,2034637709
2024-01-17,1954291970
2024-01-18,1944839530
2024-01-19,1918845319
2024-01-22,1977923069
2024-01-23,2044090150
2024-01-24,2048816370
2024-01-25,2013369720
2024-01-26,1966107520
2024-01-29,1951928860
2024-01-30,1914119100
2024-01-31,1914119100
2024-02-01,2013369720
2024-02-02,1994464840
2024-02-05,1968470630
2024-02-06,2136251439
2024-02-07,2112620340
2024-02-08,2112620340
2024-02-09,2081899910
2024-02-12,2183513640
2024-02-13,2072447470
2024-02-14,2195329190
2024-02-15,2214234070
2024-02-16,2197692300
2024-02-20,2200055410
2024-02-21,2200055410
2024-02-22,2178787420
2024-02-23,2176424310
2024-02-26,2181150530
2024-02-27,2285127370
2024-02-28,2157519430
2024-02-29,2155156320
2024-03-01,2159882540
2024-03-04,1963744410
2024-03-05,1966107520
2024-03-06,2072447470
2024-03-07,2126799000
2024-03-08,2129162110
2024-03-11,2185876750
2024-03-12,2287490480
2024-03-13,2292216700
2024-03-14,2247317610
2024-03-15,2341842010
2024-03-18,2228412730
2024-03-19,2200055410
2024-03-20,2228412730
2024-03-21,2145703880
2024-03-22,2034637709
2024-03-25,2105531010
2024-03-26,2157519430
2024-03-27,2244954500
2024-03-28,2148066990
2024-04-01,2223686510
2024-04-02,2230775840
2024-04-03,2233138950
2024-04-04,2133888329
2024-04-05,2074810579
2024-04-08,2074810579
2024-04-09,2150430100
2024-04-10,2112620340
2024-04-11,1937750199
2024-04-12,1803052930
2024-04-15,1814868480
2024-04-16,1819594700
2024-04-17,1836136470
2024-04-18,1904666660
2024-04-19,1866856900
2024-04-22,1911755990
2024-04-23,1921208430
2024-04-24,2015732829
2024-04-25,1992101730
2024-04-26,2079536800
2024-04-29,2098441680
2024-04-30,2037000819
2024-05-01,2027548380
2024-05-02,2195329190
2024-05-03,2285127370
2024-05-06,2353657560
2024-05-07,2320574020
2024-05-08,2230775840
2024-05-09,2287490480
2024-05-10,2280401150
2024-05-13,2311121580
2024-05-14,2296942920
2024-05-15,2273311820
2024-05-16,2372562440
2024-05-17,2282764260
2024-05-20,2215455840
2024-05-21,2146814580
2024-05-22,2099475779
2024-05-23,2080540259
2024-05-24,2075806380
2024-05-28,2104209660
2024-05-29,2042669220
2024-05-30,2132612940
2024-05-31,2094741900
2024-06-03,2014265940
2024-06-04,2016632880
2024-06-05,1981128779
2024-06-06,1990596540
2024-06-07,1912487520
2024-06-10,1990596540
2024-06-11,1974027960
2024-06-12,1957459380
2024-06-13,1988229600
2024-06-14,1917221400
2024-06-17,1921955279
2024-06-18,1943257740
2024-06-20,1957459380
2024-06-21,1938523860
2024-06-24,1950358560
2024-06-25,1910120580
2024-06-26,1905386700
2024-06-27,1827277680
2024-06-28,1817809920
2024-07-01,1834378500
2024-07-02,1910120580
2024-07-03,1969294080
2024-07-05,1945624680
2024-07-08,1910120580
2024-07-09,1957459380
2024-07-10,1966927140
2024-07-11,2033201460
2024-07-12,2011899000
2024-07-15,1912487520
2024-07-16,1950358560
2024-07-17,1879350360
2024-07-18,1869882600
2024-07-19,1810709100
2024-07-22,1881717300
2024-07-23,1839112380
2024-07-24,1822543800
2024-07-25,1817809920
2024-07-26,1824910740
2024-07-29,1820176860
2024-07-30,1813076040
2024-07-31,1827277680
2024-08-01,1798874400
2024-08-02,1768104180
2024-08-05,1768104180
2024-08-06,1853314020
2024-08-07,1796507460
2024-08-08,1855680960
2024-08-09,1855680960
