,PCH
2009-10-28,1120351984
2009-10-29,1152191472
2009-10-30,1110800137
2009-11-02,1116770041
2009-11-03,1134679753
2009-11-04,1127515868
2009-11-05,1162937299
2009-11-06,1141047651
2009-11-09,1183632966
2009-11-10,1167713222
2009-11-11,1191194844
2009-11-12,1165325260
2009-11-13,1174479113
2009-11-16,1200746691
2009-11-17,1171693158
2009-11-18,1176867075
2009-11-19,1150599497
2009-11-20,1162539305
2009-11-23,1183632966
2009-11-24,1174479113
2009-11-25,1166519241
2009-11-27,1135873734
2009-11-30,1171693158
2009-12-01,1175275100
2009-12-02,1211890512
2009-12-03,1203930640
2009-12-04,1259251750
2009-12-07,1265619648
2009-12-08,1255669808
2009-12-09,1276763468
2009-12-10,1253281846
2009-12-11,1273977513
2009-12-14,1280345411
2009-12-15,1267211622
2009-12-16,1257261782
2009-12-17,1236168121
2009-12-18,1248107929
2009-12-21,1248107929
2009-12-22,1255669808
2009-12-23,1271191558
2009-12-24,1285917321
2009-12-28,1300643084
2009-12-29,1300245091
2009-12-30,1289897257
2009-12-31,1271597560
2010-01-04,1281968180
2010-01-05,1287153490
2010-01-06,1303507160
2010-01-07,1307096990
2010-01-08,1303507160
2010-01-11,1294333150
2010-01-12,1283164790
2010-01-13,1306698120
2010-01-14,1287153490
2010-01-15,1280372700
2010-01-19,1313877780
2010-01-20,1289147840
2010-01-21,1246468750
2010-01-22,1233306040
2010-01-25,1244873270
2010-01-26,1245671010
2010-01-27,1263221290
2010-01-28,1245272140
2010-01-29,1224530900
2010-02-01,1253249540
2010-02-02,1273990780
2010-02-03,1258434850
2010-02-04,1220941070
2010-02-05,1222137680
2010-02-08,1208974970
2010-02-09,1217351240
2010-02-10,1230513950
2010-02-11,1250457450
2010-02-12,1262822420
2010-02-16,1286754620
2010-02-17,1297922980
2010-02-18,1321456310
2010-02-19,1317467610
2010-02-22,1311085690
2010-02-23,1291541060
2010-02-24,1302310550
2010-02-25,1311085690
2010-02-26,1317068740
2010-03-01,1339804330
2010-03-02,1344191900
2010-03-03,1331428060
2010-03-04,1328635970
2010-03-05,1360146700
2010-03-08,1366528620
2010-03-09,1368124100
2010-03-10,1379292460
2010-03-11,1398837090
2010-03-12,1390859690
2010-03-15,1363736530
2010-03-16,1394848390
2010-03-17,1433139910
2010-03-18,1418780590
2010-03-19,1410005450
2010-03-22,1432741040
2010-03-23,1435533130
2010-03-24,1427156860
2010-03-25,1430347820
2010-03-26,1423168160
2010-03-29,1427156860
2010-03-30,1437926350
2010-03-31,1400618880
2010-04-01,1421004600
2010-04-05,1468971000
2010-04-06,1505745240
2010-04-07,1472568480
2010-04-08,1443788640
2010-04-09,1486158960
2010-04-12,1483760640
2010-04-13,1518536280
2010-04-14,1522133760
2010-04-15,1502147760
2010-04-16,1481762040
2010-04-19,1497351120
2010-04-20,1506544680
2010-04-21,1550513880
2010-04-22,1606074960
2010-04-23,1630058160
2010-04-26,1641650040
2010-04-27,1550114160
2010-04-28,1520534880
2010-04-29,1576095960
2010-04-30,1497351120
2010-05-03,1556509680
2010-05-04,1524532080
2010-05-05,1482161760
2010-05-06,1416607680
2010-05-07,1383031200
2010-05-10,1468971000
2010-05-11,1477764840
2010-05-12,1513739640
2010-05-13,1482161760
2010-05-14,1454181360
2010-05-17,1467372120
2010-05-18,1430597880
2010-05-19,1418206559
2010-05-20,1369440720
2010-05-21,1400618880
2010-05-24,1365043800
2010-05-25,1366642680
2010-05-26,1355050800
2010-05-27,1420205160
2010-05-28,1392624480
2010-06-01,1349454720
2010-06-02,1389826440
2010-06-03,1390226160
2010-06-04,1333066200
2010-06-07,1354651080
2010-06-08,1387428120
2010-06-09,1387028400
2010-06-10,1469370720
2010-06-11,1497351120
2010-06-14,1533325920
2010-06-15,1552912200
2010-06-16,1546916400
2010-06-17,1574097360
2010-06-18,1584090360
2010-06-21,1550114160
2010-06-22,1509742440
2010-06-23,1518936000
2010-06-24,1481762040
2010-06-25,1520135160
2010-06-28,1516937400
2010-06-29,1456579680
2010-06-30,1429199999
2010-07-01,1390800000
2010-07-02,1375200000
2010-07-06,1338800000
2010-07-07,1391200000
2010-07-08,1400800000
2010-07-09,1423600000
2010-07-12,1427200000
2010-07-13,1469199999
2010-07-14,1453200000
2010-07-15,1442400000
2010-07-16,1388800000
2010-07-19,1403600000
2010-07-20,1438400000
2010-07-21,1385200000
2010-07-22,1424400000
2010-07-23,1465600000
2010-07-26,1512400000
2010-07-27,1513600000
2010-07-28,1498400000
2010-07-29,1491600000
2010-07-30,1482400000
2010-08-02,1517600000
2010-08-03,1492000000
2010-08-04,1507600000
2010-08-05,1488000000
2010-08-06,1494000000
2010-08-09,1496800000
2010-08-10,1469199999
2010-08-11,1405600000
2010-08-12,1404800000
2010-08-13,1399199999
2010-08-16,1402400000
2010-08-17,1428400000
2010-08-18,1411600000
2010-08-19,1372000000
2010-08-20,1362400000
2010-08-23,1346399999
2010-08-24,1328800000
2010-08-25,1340800000
2010-08-26,1329199999
2010-08-27,1355200000
2010-08-30,1340000000
2010-08-31,1340000000
2010-09-01,1334400000
2010-09-02,1329199999
2010-09-03,1332000000
2010-09-07,1319199999
2010-09-08,1327200000
2010-09-09,1320400000
2010-09-10,1323200000
2010-09-13,1359199999
2010-09-14,1363200000
2010-09-15,1362000000
2010-09-16,1340000000
2010-09-17,1358800000
2010-09-20,1376399999
2010-09-21,1358800000
2010-09-22,1338000000
2010-09-23,1310000000
2010-09-24,1362400000
2010-09-27,1344800000
2010-09-28,1369199999
2010-09-29,1354800000
2010-09-30,1360757928
2010-10-01,1362759042
2010-10-04,1358356590
2010-10-05,1398779105
2010-10-06,1378367736
2010-10-07,1397978659
2010-10-08,1403181557
2010-10-11,1399579551
2010-10-12,1408784678
2010-10-13,1448006524
2010-10-14,1433998722
2010-10-15,1422392257
2010-10-18,1427995378
2010-10-19,1413187130
2010-10-20,1442403403
2010-10-21,1429196047
2010-10-22,1417989805
2010-10-25,1424393372
2010-10-26,1401180442
2010-10-27,1378367736
2010-10-28,1352753469
2010-10-29,1362759042
2010-11-01,1351953023
2010-11-02,1373164838
2010-11-03,1372364392
2010-11-04,1411986461
2010-11-05,1436800282
2010-11-08,1415588468
2010-11-09,1370763501
2010-11-10,1385971971
2010-11-11,1383970857
2010-11-12,1356755698
2010-11-15,1333142546
2010-11-16,1283915127
2010-11-17,1281513789
2010-11-18,1281513789
2010-11-19,1275110223
2010-11-22,1274710000
2010-11-23,1263103535
2010-11-24,1287517133
2010-11-26,1283114681
2010-11-29,1291519362
2010-11-30,1267906210
2010-12-01,1302325381
2010-12-02,1304726719
2010-12-03,1304726719
2010-12-06,1303125827
2010-12-07,1303125827
2010-12-08,1292720031
2010-12-09,1267105764
2010-12-10,1284715573
2010-12-13,1281113566
2010-12-14,1285516019
2010-12-15,1280713344
2010-12-16,1287116910
2010-12-17,1295121369
2010-12-20,1298723375
2010-12-21,1301524935
2010-12-22,1300724490
2010-12-23,1304726719
2010-12-27,1310730063
2010-12-28,1316733406
2010-12-29,1307128056
2010-12-30,1310329840
2010-12-31,1304538900
2011-01-03,1321772439
2011-01-04,1307344360
2011-01-05,1323375560
2011-01-06,1332593500
2011-01-07,1335799740
2011-01-10,1337402860
2011-01-11,1347021580
2011-01-12,1355037180
2011-01-13,1355037180
2011-01-14,1366659800
2011-01-18,1389905040
2011-01-19,1369866040
2011-01-20,1377080080
2011-01-21,1383091780
2011-01-24,1436796300
2011-01-25,1451224380
2011-01-26,1491703160
2011-01-27,1502123439
2011-01-28,1472866500
2011-01-31,1488897700
2011-02-01,1512944500
2011-02-02,1501321880
2011-02-03,1472465720
2011-02-04,1466053240
2011-02-07,1482084439
2011-02-08,1515749960
2011-02-09,1507333580
2011-02-10,1530979600
2011-02-11,1540598320
2011-02-14,1527773360
2011-02-15,1540999100
2011-02-16,1546209240
2011-02-17,1566649020
2011-02-18,1563042000
2011-02-22,1513746060
2011-02-23,1482886000
2011-02-24,1496512520
2011-02-25,1544606120
2011-02-28,1538995200
2011-03-01,1498115640
2011-03-02,1490901600
2011-03-03,1513746060
2011-03-04,1497714860
2011-03-07,1478878200
2011-03-08,1514547620
2011-03-09,1509738260
2011-03-10,1470061040
2011-03-11,1518154640
2011-03-14,1536189740
2011-03-15,1531781160
2011-03-16,1501321880
2011-03-17,1500520320
2011-03-18,1508535920
2011-03-21,1531781160
2011-03-22,1515349180
2011-03-23,1518154640
2011-03-24,1551820160
2011-03-25,1547812360
2011-03-28,1566248240
2011-03-29,1585084900
2011-03-30,1591096600
2011-03-31,1614994800
2011-04-01,1629055700
2011-04-04,1629055700
2011-04-05,1627850480
2011-04-06,1626645260
2011-04-07,1627850480
2011-04-08,1588881700
2011-04-11,1596113019
2011-04-12,1557545980
2011-04-13,1548305960
2011-04-14,1557545980
2011-04-15,1567187740
2011-04-18,1544690300
2011-04-19,1552323360
2011-04-20,1563572080
2011-04-21,1565580780
2011-04-25,1566786000
2011-04-26,1597318240
2011-04-27,1564777300
2011-04-28,1557947720
2011-04-29,1553126839
2011-05-02,1528620700
2011-05-03,1517371980
2011-05-04,1485232780
2011-05-05,1487241480
2011-05-06,1477197980
2011-05-09,1492464100
2011-05-10,1533441580
2011-05-11,1508131960
2011-05-12,1520987640
2011-05-13,1489250180
2011-05-16,1476394500
2011-05-17,1471171880
2011-05-18,1484429300
2011-05-19,1480010160
2011-05-20,1449879660
2011-05-23,1433006580
2011-05-24,1434211800
2011-05-25,1425373519
2011-05-26,1422159600
2011-05-27,1443050080
2011-05-31,1446264000
2011-06-01,1373950800
2011-06-02,1328152440
2011-06-03,1392832580
2011-06-06,1381182120
2011-06-07,1414124800
2011-06-08,1414526540
2011-06-09,1409303920
2011-06-10,1359488160
2011-06-13,1371942100
2011-06-14,1405688260
2011-06-15,1372343839
2011-06-16,1390823880
2011-06-17,1372745580
2011-06-20,1402876080
2011-06-21,1427783960
2011-06-22,1420954380
2011-06-23,1401269120
2011-06-24,1401670860
2011-06-27,1410509140
2011-06-28,1422159600
2011-06-29,1415330019
2011-06-30,1417395490
2011-07-01,1451956310
2011-07-05,1452358180
2011-07-06,1478479730
2011-07-07,1486115259
2011-07-08,1476470380
2011-07-11,1451956310
2011-07-12,1459591840
2011-07-13,1452358180
2011-07-14,1405741259
2011-07-15,1419404840
2011-07-18,1402124430
2011-07-19,1427844110
2011-07-20,1424227280
2011-07-21,1434675900
2011-07-22,1421414190
2011-07-25,1404535650
2011-07-26,1383236540
2011-07-27,1338227100
2011-07-28,1345460759
2011-07-29,1335012140
2011-08-01,1315722380
2011-08-02,1314114900
2011-08-03,1320544820
2011-08-04,1283974650
2011-08-05,1282367170
2011-08-08,1170245440
2011-08-09,1321750430
2011-08-10,1262273670
2011-08-11,1343451410
2011-08-12,1335414009
2011-08-15,1369974830
2011-08-16,1346264500
2011-08-17,1351086940
2011-08-18,1280759690
2011-08-19,1255441880
2011-08-22,1258254970
2011-08-23,1308890590
2011-08-24,1341442060
2011-08-25,1298040100
2011-08-26,1325769130
2011-08-29,1374395400
2011-08-30,1348273850
2011-08-31,1348675720
2011-09-01,1315722380
2011-09-02,1261871800
2011-09-06,1258254970
2011-09-07,1294825140
2011-09-08,1275133510
2011-09-09,1231329680
2011-09-12,1224497890
2011-09-13,1243385780
2011-09-14,1282769040
2011-09-15,1290806440
2011-09-16,1321348560
2011-09-19,1305273759
2011-09-20,1326572870
2011-09-21,1272722290
2011-09-22,1240572690
2011-09-23,1240170820
2011-09-26,1248610090
2011-09-27,1284376520
2011-09-28,1249413830
2011-09-29,1304068150
2011-09-30,1266946400
2011-10-03,1197811000
2011-10-04,1284230250
2011-10-05,1293877050
2011-10-06,1346934450
2011-10-07,1307543350
2011-10-10,1372257300
2011-10-11,1338493500
2011-10-12,1371453400
2011-10-13,1354973450
2011-10-14,1385923599
2011-10-17,1340905200
2011-10-18,1396374300
2011-10-19,1367433900
2011-10-20,1343316900
2011-10-21,1364218300
2011-10-24,1355777349
2011-10-25,1292671199
2011-10-26,1275789300
2011-10-27,1374267050
2011-10-28,1349346150
2011-10-31,1305533599
2011-11-01,1240819650
2011-11-02,1259309350
2011-11-03,1290661450
2011-11-04,1294680950
2011-11-07,1295082900
2011-11-08,1326836950
2011-11-09,1268956150
2011-11-10,1266544450
2011-11-11,1305131650
2011-11-14,1270965900
2011-11-15,1291063400
2011-11-16,1275387350
2011-11-17,1252074250
2011-11-18,1262926900
2011-11-21,1230770900
2011-11-22,1216300700
2011-11-23,1200222700
2011-11-25,1200222700
2011-11-28,1232378700
2011-11-29,1229163100
2011-11-30,1292671199
2011-12-01,1265740550
2011-12-02,1256495700
2011-12-05,1215898750
2011-12-06,1229163100
2011-12-07,1235594300
2011-12-08,1208261700
2011-12-09,1234790400
2011-12-12,1219918250
2011-12-13,1209869500
2011-12-14,1199820750
2011-12-15,1221526050
2011-12-16,1201428550
2011-12-19,1183340800
2011-12-20,1235192350
2011-12-21,1240015750
2011-12-22,1257701550
2011-12-23,1258103500
2011-12-27,1262926900
2011-12-28,1246045000
2011-12-29,1261721050
2011-12-30,1250466450
2012-01-03,1266611060
2012-01-04,1251714490
2012-01-05,1258156250
2012-01-06,1267416280
2012-01-09,1254935370
2012-01-10,1271442380
2012-01-11,1292378100
2012-01-12,1320158190
2012-01-13,1338678250
2012-01-17,1335859980
2012-01-18,1335859980
2012-01-19,1357198310
2012-01-20,1385783620
2012-01-23,1351964380
2012-01-24,1348743500
2012-01-25,1351561770
2012-01-26,1348743500
2012-01-27,1331431270
2012-01-30,1328613000
2012-01-31,1229973550
2012-02-01,1224739620
2012-02-02,1227557890
2012-02-03,1250909270
2012-02-06,1254130150
2012-02-07,1254532760
2012-02-08,1262182350
2012-02-09,1260571910
2012-02-10,1250104050
2012-02-13,1262987570
2012-02-14,1252117100
2012-02-15,1232389210
2012-02-16,1256143200
2012-02-17,1252519710
2012-02-21,1249701440
2012-02-22,1222726570
2012-02-23,1248493610
2012-02-24,1240844020
2012-02-27,1253727540
2012-02-28,1233194430
2012-02-29,1240844020
2012-03-01,1244870120
2012-03-02,1244064900
2012-03-05,1246883170
2012-03-06,1221518740
2012-03-07,1210648270
2012-03-08,1223934400
2012-03-09,1248896220
2012-03-12,1247688390
2012-03-13,1283923290
2012-03-14,1260974520
2012-03-15,1256948420
2012-03-16,1262182350
2012-03-19,1268624110
2012-03-20,1255740590
2012-03-21,1258156250
2012-03-22,1256948420
2012-03-23,1262182350
2012-03-26,1271844990
2012-03-27,1270637160
2012-03-28,1269831940
2012-03-29,1262987570
2012-03-30,1261779740
2012-04-02,1268844720
2012-04-03,1259568360
2012-04-04,1246258800
2012-04-05,1230529320
2012-04-09,1217623080
2012-04-10,1199070360
2012-04-11,1209960000
2012-04-12,1224076200
2012-04-13,1209556680
2012-04-16,1226899440
2012-04-17,1237789080
2012-04-18,1241418960
2012-04-19,1230932640
2012-04-20,1253921880
2012-04-23,1230126000
2012-04-24,1253518560
2012-04-25,1269651360
2012-04-26,1273684560
2012-04-27,1274491200
2012-04-30,1262391600
2012-05-01,1253518560
2012-05-02,1250292000
2012-05-03,1246662120
2012-05-04,1241015640
2012-05-07,1245048840
2012-05-08,1243838880
2012-05-09,1230126000
2012-05-10,1228916040
2012-05-11,1223269560
2012-05-14,1220043000
2012-05-15,1218026400
2012-05-16,1208346720
2012-05-17,1191003960
2012-05-18,1166804760
2012-05-21,1193020560
2012-05-22,1196247120
2012-05-23,1189390680
2012-05-24,1182130920
2012-05-25,1168418040
2012-05-29,1179307680
2012-05-30,1145025480
2012-05-31,1155915120
2012-06-01,1148655360
2012-06-04,1155915120
2012-06-05,1164384840
2012-06-06,1175677800
2012-06-07,1168821360
2012-06-08,1182937560
2012-06-11,1161964920
2012-06-12,1178501040
2012-06-13,1157125080
2012-06-14,1170837960
2012-06-15,1171644600
2012-06-18,1181727600
2012-06-19,1207136760
2012-06-20,1205523480
2012-06-21,1195037160
2012-06-22,1205120160
2012-06-25,1193020560
2012-06-26,1189794000
2012-06-27,1241822280
2012-06-28,1247872080
2012-06-29,1288204080
2012-07-02,1312006070
2012-07-03,1339852400
2012-07-05,1353573780
2012-07-06,1351959500
2012-07-09,1364470170
2012-07-10,1360838040
2012-07-11,1377384410
2012-07-12,1376577270
2012-07-13,1397966480
2012-07-16,1408862869
2012-07-17,1414512850
2012-07-18,1419355690
2012-07-19,1413302140
2012-07-20,1414916420
2012-07-23,1414916420
2012-07-24,1428234230
2012-07-25,1442762750
2012-07-26,1438323480
2012-07-27,1429444940
2012-07-30,1412495000
2012-07-31,1396755770
2012-08-01,1384648670
2012-08-02,1375366560
2012-08-03,1388684369
2012-08-06,1375770130
2012-08-07,1376173700
2012-08-08,1363259460
2012-08-09,1349134510
2012-08-10,1349538080
2012-08-13,1350748790
2012-08-14,1368102300
2012-08-15,1400387900
2012-08-16,1433480640
2012-08-17,1435094920
2012-08-20,1434287780
2012-08-21,1443569890
2012-08-22,1441148470
2012-08-23,1426216380
2012-08-24,1423794960
2012-08-27,1427023520
2012-08-28,1448412730
2012-08-29,1453255570
2012-08-30,1455273420
2012-08-31,1455273420
2012-09-04,1473837640
2012-09-05,1483926890
2012-09-06,1485944740
2012-09-07,1499262550
2012-09-10,1511369650
2012-09-11,1509755369
2012-09-12,1512983930
2012-09-13,1524283890
2012-09-14,1544462390
2012-09-17,1517423200
2012-09-18,1520248190
2012-09-19,1528723160
2012-09-20,1519037480
2012-09-21,1533566000
2012-09-24,1535180280
2012-09-25,1533566000
2012-09-26,1527916020
2012-09-27,1530337440
2012-09-28,1508141090
2012-10-01,1505074410
2012-10-02,1514766330
2012-10-03,1526881230
2012-10-04,1531727190
2012-10-05,1539399960
2012-10-08,1531727190
2012-10-09,1518400800
2012-10-10,1527285060
2012-10-11,1536573150
2012-10-12,1531323360
2012-10-15,1540611450
2012-10-16,1549495710
2012-10-17,1549091880
2012-10-18,1546668900
2012-10-19,1533746339
2012-10-22,1566860400
2012-10-23,1558379970
2012-10-24,1566052740
2012-10-25,1555956990
2012-10-26,1557572310
2012-10-31,1553937839
2012-11-01,1564437420
2012-11-02,1548688050
2012-11-05,1561610610
2012-11-06,1569283380
2012-11-07,1548284220
2012-11-08,1538188470
2012-11-09,1534554000
2012-11-12,1542226770
2012-11-13,1545053580
2012-11-14,1516381650
2012-11-15,1520419950
2012-11-16,1522439100
2012-11-19,1543438260
2012-11-20,1571706360
2012-11-21,1571302529
2012-11-23,1575340830
2012-11-26,1561206779
2012-11-27,1551111029
2012-11-28,1566860400
2012-11-29,1574129339
2012-11-30,1572917850
2012-12-03,1575340830
2012-12-04,1568071890
2012-12-05,1545053580
2012-12-06,1550707200
2012-12-07,1572514020
2012-12-10,1574937000
2012-12-11,1574533170
2012-12-12,1572917850
2012-12-13,1551111029
2012-12-14,1539399960
2012-12-17,1553534010
2012-12-18,1574533170
2012-12-19,1556764650
2012-12-20,1577763810
2012-12-21,1564841250
2012-12-24,1563629760
2012-12-26,1551111029
2012-12-27,1568475720
2012-12-28,1555553160
2012-12-31,1583069400
2013-01-02,1613396400
2013-01-03,1619461800
2013-01-04,1626335920
2013-01-07,1619057440
2013-01-08,1618248720
2013-01-09,1638871080
2013-01-10,1640488520
2013-01-11,1646553920
2013-01-14,1648575720
2013-01-15,1663537040
2013-01-16,1684563759
2013-01-17,1724191040
2013-01-18,1720956160
2013-01-22,1753304960
2013-01-23,1785653759
2013-01-24,1780801440
2013-01-25,1788079920
2013-01-28,1767861920
2013-01-29,1796975840
2013-01-30,1754922400
2013-01-31,1754518040
2013-02-01,1769883720
2013-02-04,1764222680
2013-02-05,1768266279
2013-02-06,1783227600
2013-02-07,1780397080
2013-02-08,1800615080
2013-02-11,1802636880
2013-02-12,1817598200
2013-02-13,1827302840
2013-02-14,1832155160
2013-02-15,1827707200
2013-02-19,1839838000
2013-02-20,1809106640
2013-02-21,1784440680
2013-02-22,1812745880
2013-02-25,1767457560
2013-02-26,1787271200
2013-02-27,1810319720
2013-02-28,1779588360
2013-03-01,1788888640
2013-03-04,1809511000
2013-03-05,1836198759
2013-03-06,1786058120
2013-03-07,1802636880
2013-03-08,1803445600
2013-03-11,1812745880
2013-03-12,1798593279
2013-03-13,1800210720
2013-03-14,1811532800
2013-03-15,1801423800
2013-03-18,1796571480
2013-03-19,1800210720
2013-03-20,1821237440
2013-03-21,1813150240
2013-03-22,1821641800
2013-03-25,1829729000
2013-03-26,1845903400
2013-03-27,1837411840
2013-03-28,1854394960
2013-04-01,1842349319
2013-04-02,1859768189
2013-04-03,1818043920
2013-04-04,1832627160
2013-04-05,1854502020
2013-04-08,1875566700
2013-04-09,1860578370
2013-04-10,1875971790
2013-04-11,1880832870
2013-04-12,1871920890
2013-04-15,1826145720
2013-04-16,1862603819
2013-04-17,1818043920
2013-04-18,1814398110
2013-04-19,1840728960
2013-04-22,1856932560
2013-04-23,1928633490
2013-04-24,1920531689
2013-04-25,1949293080
2013-04-26,1933089480
2013-04-29,1924987680
2013-04-30,1918101150
2013-05-01,1878807420
2013-05-02,1909594260
2013-05-03,1915670610
2013-05-06,1927418220
2013-05-07,1957394880
2013-05-08,1953343980
2013-05-09,1995068250
2013-05-10,1998714060
2013-05-13,2006815860
2013-05-14,2016538020
2013-05-15,2044489230
2013-05-16,2045704500
2013-05-17,2067579360
2013-05-20,2064338640
2013-05-21,2065553910
2013-05-22,2023829640
2013-05-23,2011271850
2013-05-24,2006815860
2013-05-28,1990612260
2013-05-29,1903517910
2013-05-30,1833437340
2013-05-31,1840323870
2013-06-03,1837488240
2013-06-04,1800219960
2013-06-05,1781990910
2013-06-06,1820474460
2013-06-07,1801840319
2013-06-10,1769433120
2013-06-11,1750798980
2013-06-12,1701378000
2013-06-13,1734595380
2013-06-14,1723252860
2013-06-17,1699757640
2013-06-18,1717986689
2013-06-19,1640614500
2013-06-20,1617524370
2013-06-21,1656818100
2013-06-24,1651146840
2013-06-25,1682743860
2013-06-26,1645070490
2013-06-27,1664514810
2013-06-28,1638183960
2013-07-01,1637006700
2013-07-02,1646328600
2013-07-03,1642275600
2013-07-05,1633764300
2013-07-08,1633764300
2013-07-09,1664161800
2013-07-10,1649571000
2013-07-11,1682805600
2013-07-12,1684021500
2013-07-15,1671862500
2013-07-16,1684021500
2013-07-17,1679563200
2013-07-18,1726578000
2013-07-19,1729820400
2013-07-22,1712797800
2013-07-23,1703070600
2013-07-24,1759407299
2013-07-25,1793857800
2013-07-26,1785346500
2013-07-29,1772376899
2013-07-30,1771161000
2013-07-31,1784535900
2013-08-01,1791020700
2013-08-02,1783725300
2013-08-05,1783320000
2013-08-06,1766297400
2013-08-07,1753733100
2013-08-08,1754138400
2013-08-09,1779672299
2013-08-12,1765892100
2013-08-13,1719687900
2013-08-14,1721309100
2013-08-15,1658082299
2013-08-16,1620389399
2013-08-19,1591207800
2013-08-20,1630927200
2013-08-21,1645112700
2013-08-22,1641465000
2013-08-23,1642275600
2013-08-26,1626063600
2013-08-27,1613499300
2013-08-28,1604582700
2013-08-29,1621605300
2013-08-30,1562836800
2013-09-03,1540140000
2013-09-04,1558378500
2013-09-05,1554325500
2013-09-06,1559594399
2013-09-09,1576617000
2013-09-10,1592018400
2013-09-11,1590802500
2013-09-12,1585938900
2013-09-13,1596882000
2013-09-16,1604988000
2013-09-17,1595260800
2013-09-18,1634169600
2013-09-19,1653624000
2013-09-20,1649165700
2013-09-23,1624847700
2013-09-24,1623631800
2013-09-25,1602961500
2013-09-26,1620794700
2013-09-27,1610256899
2013-09-30,1608349440
2013-10-01,1635101220
2013-10-02,1612808070
2013-10-03,1590109589
2013-10-04,1574301720
2013-10-07,1551603240
2013-10-08,1547549940
2013-10-09,1547144610
2013-10-10,1620509339
2013-10-11,1671986250
2013-10-14,1690631430
2013-10-15,1693063410
2013-10-16,1729948440
2013-10-17,1755484230
2013-10-18,1768049460
2013-10-21,1743729660
2013-10-22,1739271029
2013-10-23,1709681940
2013-10-24,1721841839
2013-10-25,1725895140
2013-10-28,1724273820
2013-10-29,1697522040
2013-10-30,1659421020
2013-10-31,1654962390
2013-11-01,1671580920
2013-11-04,1657799700
2013-11-05,1626994620
2013-11-06,1630642589
2013-11-07,1608349440
2013-11-08,1621320000
2013-11-11,1622130660
2013-11-12,1624562640
2013-11-13,1610376089
2013-11-14,1584840300
2013-11-15,1590109589
2013-11-18,1578760350
2013-11-19,1568221770
2013-11-20,1567005779
2013-11-21,1595784210
2013-11-22,1594568220
2013-11-25,1571059080
2013-11-26,1590109589
2013-11-27,1629426600
2013-11-29,1615240050
2013-12-02,1617672029
2013-12-03,1614429390
2013-12-04,1606322790
2013-12-05,1611186750
2013-12-06,1640775839
2013-12-09,1633479900
2013-12-10,1614429390
2013-12-11,1601053500
2013-12-12,1588082940
2013-12-13,1605512130
2013-12-16,1643613150
2013-12-17,1650098430
2013-12-18,1683740820
2013-12-19,1652935740
2013-12-20,1680498180
2013-12-23,1681308839
2013-12-24,1705628640
2013-12-26,1677660870
2013-12-27,1689820770
2013-12-30,1696711380
2013-12-31,1693016140
2014-01-02,1680442230
2014-01-03,1687743210
2014-01-06,1688148820
2014-01-07,1699100290
2014-01-08,1682064670
2014-01-09,1668273930
2014-01-10,1678414180
2014-01-13,1656511240
2014-01-14,1656511240
2014-01-15,1650427090
2014-01-16,1645154160
2014-01-17,1644748550
2014-01-21,1657322460
2014-01-22,1685715160
2014-01-23,1675169300
2014-01-24,1651643920
2014-01-27,1650427090
2014-01-28,1651238310
2014-01-29,1604593160
2014-01-30,1640692450
2014-01-31,1622440000
2014-02-03,1556325570
2014-02-04,1557136790
2014-02-05,1538073120
2014-02-06,1550647029
2014-02-07,1547402150
2014-02-10,1563626550
2014-02-11,1588774370
2014-02-12,1584312660
2014-02-13,1612705360
2014-02-14,1618789509
2014-02-18,1617572680
2014-02-19,1623656830
2014-02-20,1639475620
2014-02-21,1626090490
2014-02-24,1632174640
2014-02-25,1617572680
2014-02-26,1626901710
2014-02-27,1602970720
2014-02-28,1607838040
2014-03-03,1595669740
2014-03-04,1628118540
2014-03-05,1611082920
2014-03-06,1623251220
2014-03-07,1609054870
2014-03-10,1594452910
2014-03-11,1579850950
2014-03-12,1564032160
2014-03-13,1554297520
2014-03-14,1559164840
2014-03-17,1555514350
2014-03-18,1577011680
2014-03-19,1532800190
2014-03-20,1546996540
2014-03-21,1548213370
2014-03-24,1539695560
2014-03-25,1551458250
2014-03-26,1533205800
2014-03-27,1529149700
2014-03-28,1533611410
2014-03-31,1576269290
2014-04-01,1590121230
2014-04-02,1606417630
2014-04-03,1593380510
2014-04-04,1565676630
2014-04-07,1573824830
2014-04-08,1573417420
2014-04-09,1567306270
2014-04-10,1532269010
2014-04-11,1518417070
2014-04-14,1541639440
2014-04-15,1533898650
2014-04-16,1529824550
2014-04-17,1533491240
2014-04-21,1544898720
2014-04-22,1578306340
2014-04-23,1558750660
2014-04-24,1567713679
2014-04-25,1563639580
2014-04-28,1566898860
2014-04-29,1559565480
2014-04-30,1557528429
2014-05-01,1555898790
2014-05-02,1574639650
2014-05-05,1587269360
2014-05-06,1559972890
2014-05-07,1590936050
2014-05-08,1570565550
2014-05-09,1579121160
2014-05-12,1598676840
2014-05-13,1574639650
2014-05-14,1563639580
2014-05-15,1559158070
2014-05-16,1574232240
2014-05-19,1573824830
2014-05-20,1550195050
2014-05-21,1540417210
2014-05-22,1541639440
2014-05-23,1584010080
2014-05-27,1630862230
2014-05-28,1638603020
2014-05-29,1635751150
2014-05-30,1636158559
2014-06-02,1631269640
2014-06-03,1634936330
2014-06-04,1635751150
2014-06-05,1658973520
2014-06-06,1650010500
2014-06-09,1641862300
2014-06-10,1646751220
2014-06-11,1638603020
2014-06-12,1644714170
2014-06-13,1631677050
2014-06-16,1633306690
2014-06-17,1637380790
