,H
2019-02-13,7781829649
2019-02-14,7689630387
2019-02-15,7666315631
2019-02-19,7850714155
2019-02-20,7932315800
2019-02-21,7899463190
2019-02-22,7948212225
2019-02-25,7846475108
2019-02-26,7744737992
2019-02-27,7759574654
2019-02-28,7711885381
2019-03-01,7849654393
2019-03-04,7856012963
2019-03-05,7938674370
2019-03-06,7980005073
2019-03-07,7740498945
2019-03-08,7701287765
2019-03-11,7667375393
2019-03-12,7643000875
2019-03-13,7687510864
2019-03-14,7668435154
2019-03-15,7670554677
2019-03-18,7703407288
2019-03-19,7688570625
2019-03-20,7595311602
2019-03-21,7765933224
2019-03-22,7734140375
2019-03-25,7641941113
2019-03-26,7614387311
2019-03-27,7558219945
2019-03-28,7590012794
2019-03-29,7690690148
2019-04-01,7759652918
2019-04-02,7866079445
2019-04-03,7918765844
2019-04-04,7960914964
2019-04-05,8077878771
2019-04-08,8107383155
2019-04-09,7973559700
2019-04-10,8005171540
2019-04-11,8023084915
2019-04-12,8029407283
2019-04-15,8026246099
2019-04-16,8074717587
2019-04-17,8089469779
2019-04-18,8011493907
2019-04-22,8033622195
2019-04-23,8067341491
2019-04-24,7990419348
2019-04-25,8006225268
2019-04-26,8105275699
2019-04-29,8061019123
2019-04-30,8085254867
2019-05-01,8299161649
2019-05-02,8152693458
2019-05-03,8177982930
2019-05-06,8155854642
2019-05-07,8087362323
2019-05-08,8067341491
2019-05-09,8156908370
2019-05-10,8048374387
2019-05-13,7876616725
2019-05-14,8047320659
2019-05-15,8170606834
2019-05-16,8253851345
2019-05-17,8154800914
2019-05-20,7984096980
2019-05-21,8067341491
2019-05-22,7965129876
2019-05-23,7848166069
2019-05-24,7847112341
2019-05-28,7742793270
2019-05-29,7639527927
2019-05-30,7628990647
2019-05-31,7612130999
2019-06-03,7541531224
2019-06-04,7692214327
2019-06-05,7676408407
2019-06-06,7649011479
2019-06-07,7757545462
2019-06-10,7866079445
2019-06-11,7907174836
2019-06-12,7885046549
2019-06-13,7891368917
2019-06-14,7865025717
2019-06-17,7843951157
2019-06-18,8010440179
2019-06-19,7937732948
2019-06-20,7953538868
2019-06-21,7893476373
2019-06-24,7855542165
2019-06-25,7718557526
2019-06-26,7750169366
2019-06-27,7919819572
2019-06-28,8022031187
2019-07-01,8004623833
2019-07-02,7983754002
2019-07-03,8137147262
2019-07-05,8089146650
2019-07-08,8101668549
2019-07-09,7993145426
2019-07-10,8044276513
2019-07-11,8026537156
2019-07-12,8095407600
2019-07-15,8158017094
2019-07-16,8418889986
2019-07-17,8275931641
2019-07-18,8180973908
2019-07-19,8090190142
2019-07-22,8011928274
2019-07-23,8161147568
2019-07-24,8140277737
2019-07-25,8144451703
2019-07-26,8176799942
2019-07-29,8212278655
2019-07-30,8238365945
2019-07-31,8071407293
2019-08-01,7981667018
2019-08-02,7953492746
2019-08-05,7722881109
2019-08-06,7753142365
2019-08-07,7770881721
2019-08-08,7906535625
2019-08-09,7876274370
2019-08-12,7721837618
2019-08-13,7887752777
2019-08-14,7617488461
2019-08-15,7634184326
2019-08-16,7775055688
2019-08-19,7895057218
2019-08-20,7876274370
2019-08-21,7723924601
2019-08-22,7680097955
2019-08-23,7540270084
2019-08-26,7517313270
2019-08-27,7455747267
2019-08-28,7471399641
2019-08-29,7524617711
2019-08-30,7528791677
2019-09-03,7451573301
2019-09-04,7583053239
2019-09-05,7786534095
2019-09-06,7682184938
2019-09-09,7798012502
2019-09-10,7902361659
2019-09-11,7960797187
2019-09-12,7912796575
2019-09-13,8064102852
2019-09-16,7927405457
2019-09-17,7964971153
2019-09-18,7896100710
2019-09-19,8008797799
2019-09-20,7889839760
2019-09-23,7902361659
2019-09-24,7757316331
2019-09-25,7781316637
2019-09-26,7622705918
2019-09-27,7603923070
2019-09-30,7565909000
2019-10-01,7504288999
2019-10-02,7431372000
2019-10-03,7405697000
2019-10-04,7429318000
2019-10-07,7307105000
2019-10-08,7220837000
2019-10-09,7219810000
2019-10-10,7190027000
2019-10-11,7363590000
2019-10-14,7222891000
2019-10-15,7245485000
2019-10-16,7185919000
2019-10-17,7181811000
2019-10-18,7189000000
2019-10-21,7325591000
2019-10-22,7249593000
2019-10-23,7414940000
2019-10-24,7451912000
2019-10-25,7552558000
2019-10-28,7508397000
2019-10-29,7491965000
2019-10-30,7514559000
2019-10-31,7675797999
2019-11-01,7736391000
2019-11-04,7927413000
2019-11-05,8012654000
2019-11-06,8032166999
2019-11-07,7988006000
2019-11-08,7986979000
2019-11-11,7845253000
2019-11-12,7821632000
2019-11-13,7782606000
2019-11-14,7900711000
2019-11-15,8006491999
2019-11-18,8077355000
2019-11-19,8162596000
2019-11-20,8036275000
2019-11-21,7950007000
2019-11-22,8074274000
2019-11-25,8194433000
2019-11-26,8241675000
2019-11-27,8331024000
2019-11-29,8298160000
2019-12-02,8305349000
2019-12-03,8147191000
2019-12-04,8169785000
2019-12-05,8207784000
2019-12-06,8310484000
2019-12-09,8228324000
2019-12-10,8211891999
2019-12-11,8326916000
2019-12-12,8472750000
2019-12-13,8572369000
2019-12-16,8727446000
2019-12-17,8765445000
2019-12-18,8805498000
2019-12-19,9001655000
2019-12-20,9116679000
2019-12-23,9189596000
2019-12-24,9216298000
2019-12-26,9314890000
2019-12-27,9312836000
2019-12-30,9254297000
2019-12-31,9058950966
2020-01-02,9004421554
2020-01-03,8977156848
2020-01-06,8844872535
2020-01-07,8738843123
2020-01-08,8850931358
2020-01-09,8820637241
2020-01-10,8690372535
2020-01-13,8740862731
2020-01-14,8761058809
2020-01-15,8707539202
2020-01-16,8842852927
2020-01-17,8905460770
2020-01-21,8661088221
2020-01-22,8684313712
2020-01-23,8663107829
2020-01-24,8502549006
2020-01-27,8442970575
2020-01-28,8559098025
2020-01-29,8617666653
2020-01-30,8676235280
2020-01-31,8536882339
2020-02-03,8679264692
2020-02-04,8889303907
2020-02-05,9102372534
2020-02-06,8984225476
2020-02-07,8887284299
2020-02-10,8956960770
2020-02-11,8934745084
2020-02-12,8985235280
2020-02-13,8861029398
2020-02-14,8880215672
2020-02-18,8954941162
2020-02-19,9082176456
2020-02-20,9377039201
2020-02-21,9265960769
2020-02-24,8663107829
2020-02-25,8093578418
2020-02-26,8022892144
2020-02-27,7757313713
2020-02-28,7735098027
2020-03-02,7779529399
2020-03-03,7528088223
2020-03-04,7624019596
2020-03-05,7034294106
2020-03-06,6989862734
2020-03-09,6437499990
2020-03-10,6751549009
2020-03-11,6160813715
2020-03-12,5277235285
2020-03-13,5558970579
2020-03-16,5009637247
2020-03-17,4557245090
2020-03-18,3691843131
2020-03-19,4018009797
2020-03-20,4717803914
2020-03-23,4795558816
2020-03-24,4913705874
2020-03-25,5236843129
2020-03-26,5169186266
2020-03-27,4962176462
2020-03-30,4902598031
2020-03-31,4850996051
2020-04-01,4419571350
2020-04-02,4066127170
2020-04-03,4042834287
2020-04-06,4704149615
2020-04-07,4945180317
2020-04-08,5205452965
2020-04-09,5383694156
2020-04-13,5241911391
2020-04-14,5540667932
2020-04-15,5478891156
2020-04-16,5463700145
2020-04-17,5778660432
2020-04-20,5541680666
2020-04-21,5605482911
2020-04-22,5470789284
2020-04-23,5396859699
2020-04-24,5330019252
2020-04-27,5643966804
2020-04-28,5642954070
2020-04-29,5948799750
2020-04-30,5697641709
2020-05-01,5218618508
2020-05-04,5249000529
2020-05-05,5181147348
2020-05-06,5083924880
2020-05-07,5104179561
2020-05-08,5376605018
2020-05-11,5061644731
2020-05-12,4761875456
2020-05-13,4491475467
2020-05-14,4728455232
2020-05-15,4767951860
2020-05-18,5432305390
2020-05-19,5449521869
2020-05-20,5461674677
2020-05-21,5412050709
2020-05-22,5341159326
2020-05-26,5725998262
2020-05-27,5763469421
2020-05-28,5621686656
2020-05-29,5579151826
2020-06-01,5690552570
2020-06-02,5812080655
2020-06-03,6066276899
2020-06-04,6200970526
2020-06-05,6429848419
2020-06-08,6835954770
2020-06-09,6377186249
2020-06-10,6058175027
2020-06-11,5493069432
2020-06-12,5663208751
2020-06-15,5615610251
2020-06-16,5735112868
2020-06-17,5557884411
2020-06-18,5628775794
2020-06-19,5371541348
2020-06-22,5399897901
2020-06-23,5379643220
2020-06-24,5055568327
2020-06-25,4979613274
2020-06-26,4790232009
2020-06-29,5115319636
2020-06-30,5092261048
2020-07-01,5178330284
2020-07-02,5223896350
2020-07-06,5299839794
2020-07-07,5046694982
2020-07-08,5122638425
2020-07-09,4950499953
2020-07-10,5048720140
2020-07-13,4976827013
2020-07-14,4989990544
2020-07-15,5475016004
2020-07-16,5487166955
2020-07-17,5328192013
2020-07-20,5147952907
2020-07-21,5231996984
2020-07-22,5281613368
2020-07-23,5201619607
2020-07-24,5097323944
2020-07-27,5008216970
2020-07-28,4987965385
2020-07-29,5072009463
2020-07-30,4973789276
2020-07-31,4860380400
2020-08-03,4858355241
2020-08-04,4985940227
2020-08-05,4939361581
2020-08-06,5107449737
2020-08-07,5177317705
2020-08-10,5504380803
2020-08-11,5593487777
2020-08-12,5511468857
2020-08-13,5522607229
2020-08-14,5676519275
2020-08-17,5537795918
2020-08-18,5461852474
2020-08-19,5446663785
2020-08-20,5449701523
2020-08-21,5532733022
2020-08-24,5815242632
2020-08-25,5831443900
2020-08-26,5536783339
2020-08-27,5777777200
2020-08-28,5990418843
2020-08-31,5720060183
2020-09-01,5744362085
2020-09-02,5816255212
2020-09-03,5884098021
2020-09-04,6074462920
2020-09-08,5875997387
2020-09-09,5797016206
2020-09-10,5734236292
2020-09-11,5580324246
2020-09-14,5985355946
2020-09-15,6062311969
2020-09-16,6188884376
2020-09-17,6024846537
2020-09-18,5773726883
2020-09-21,5404135457
2020-09-22,5403122878
2020-09-23,5309965587
2020-09-24,5313003324
2020-09-25,5406160615
2020-09-28,5517544333
2020-09-29,5391984506
2020-09-30,5406381000
2020-10-01,5433732000
2020-10-02,5437784000
2020-10-05,5547188000
2020-10-06,5603916000
2020-10-07,5789295000
2020-10-08,5977713000
2020-10-09,5816646000
2020-10-12,5854127000
2020-10-13,5612020000
2020-10-14,5497551000
2020-10-15,5572513000
2020-10-16,5602903000
2020-10-19,5489447000
2020-10-20,5635319000
2020-10-21,5613033000
2020-10-22,5952388000
2020-10-23,5974674000
2020-10-26,5679891000
2020-10-27,5525915000
2020-10-28,5353705000
2020-10-29,5528954000
2020-10-30,5585682000
2020-11-02,5632280000
2020-11-03,5908829000
2020-11-04,5815633000
2020-11-05,5752827000
2020-11-06,5709268000
2020-11-09,6840789000
2020-11-10,6713151000
2020-11-11,6599695000
2020-11-12,6670604999
2020-11-13,6998817000
2020-11-16,7236872000
2020-11-17,7132533000
2020-11-18,7084922000
2020-11-19,7101129999
2020-11-20,6992739000
2020-11-23,7253079999
2020-11-24,7501265000
2020-11-25,7429342000
2020-11-27,7448589000
2020-11-30,7290561000
2020-12-01,7413134000
2020-12-02,7459732000
2020-12-03,7554954000
2020-12-04,7669422999
2020-12-07,7484044000
2020-12-08,7475940000
2020-12-09,7483031000
2020-12-10,7561032000
2020-12-11,7453654000
2020-12-14,7191286999
2020-12-15,7395913000
2020-12-16,7375653000
2020-12-17,7409082000
2020-12-18,7383757000
2020-12-21,7329054999
2020-12-22,7224715999
2020-12-23,7385783000
2020-12-24,7376665999
2020-12-28,7418199000
2020-12-29,7388822000
2020-12-30,7459732000
2020-12-31,7538300673
2021-01-04,7208341385
2021-01-05,7264180649
2021-01-06,7512919190
2021-01-07,7567743194
2021-01-08,7546422748
2021-01-11,7441851035
2021-01-12,7474339334
2021-01-13,7316974135
2021-01-14,7381950733
2021-01-15,7202249828
2021-01-19,7242860202
2021-01-20,7296668948
2021-01-21,7362660806
2021-01-22,7213417681
2021-01-25,7164685232
2021-01-26,7142349527
2021-01-27,6695635413
2021-01-28,6951480769
2021-01-29,6666192892
2021-02-01,6796146088
2021-02-02,7049960926
2021-02-03,7175853085
2021-02-04,7309867320
2021-02-05,7506827633
2021-02-08,7489568224
2021-02-09,7428652663
2021-02-10,7471293556
2021-02-11,7512919190
2021-02-12,7755566174
2021-02-16,7988060565
2021-02-17,7963694341
2021-02-18,7975877453
2021-02-19,8351523413
2021-02-22,8490613944
2021-02-23,8773871302
2021-02-24,9254088975
2021-02-25,8844939457
2021-02-26,8929205983
2021-03-01,8947480651
2021-03-02,8932251761
2021-03-03,8942404354
2021-03-04,8613460325
2021-03-05,8756611893
2021-03-08,8879458275
2021-03-09,8712955741
2021-03-10,8614475584
2021-03-11,8756611893
2021-03-12,8771840784
2021-03-15,9041899771
2021-03-16,8756611893
2021-03-17,9091647479
2021-03-18,8841893679
2021-03-19,8832756345
2021-03-22,8682497961
2021-03-23,8102784872
2021-03-24,8168776730
2021-03-25,8371828600
2021-03-26,8432744161
2021-03-29,8267256887
2021-03-30,8455079866
2021-03-31,8427028527
2021-04-01,8521794385
2021-04-05,8731705858
2021-04-06,8775522330
2021-04-07,8634902024
2021-04-08,8600256441
2021-04-09,8577838711
2021-04-12,8608408343
2021-04-13,8522813373
2021-04-14,8569686809
2021-04-15,8525870336
2021-04-16,8576819723
2021-04-19,8391363956
2021-04-20,8139673987
2021-04-21,8340414570
2021-04-22,8366908251
2021-04-23,8478996901
2021-04-26,8462693097
2021-04-27,8554401993
2021-04-28,8480015889
2021-04-29,8543193128
2021-04-30,8389325981
2021-05-03,8351623435
2021-05-04,8221193005
2021-05-05,8152920827
2021-05-06,8036756226
2021-05-07,8199794263
2021-05-10,8024528373
2021-05-11,7989882790
2021-05-12,7677053557
2021-05-13,7795256134
2021-05-14,8073439784
2021-05-17,7929762514
2021-05-18,7849262484
2021-05-19,7773857392
2021-05-20,7766724478
2021-05-21,7803408036
2021-05-24,7836015643
2021-05-25,7847224508
2021-05-26,7994977729
2021-05-27,8002110643
2021-05-28,7956256195
2021-06-01,8145787913
2021-06-02,8082610674
2021-06-03,8004148619
2021-06-04,8050003067
2021-06-07,8074458772
2021-06-08,8436199416
2021-06-09,8257876563
2021-06-10,8242591747
2021-06-11,8341433557
2021-06-14,8383212054
2021-06-15,8355699386
2021-06-16,8487148803
2021-06-17,8419895612
2021-06-18,8153939815
2021-06-21,8438237392
2021-06-22,8361813312
2021-06-23,8343471533
2021-06-24,8277237330
2021-06-25,8262971502
2021-06-28,7910401747
2021-06-29,7814616901
2021-06-30,7942472154
2021-07-01,8039655933
2021-07-02,8107173084
2021-07-06,8003851383
2021-07-07,7941449167
2021-07-08,7858587209
2021-07-09,8127632827
2021-07-12,8089782303
2021-07-13,7905644617
2021-07-14,7941449167
2021-07-15,7936334232
2021-07-16,7726621868
2021-07-19,7367553382
2021-07-20,7582380681
2021-07-21,7938380206
2021-07-22,7917920463
2021-07-23,7925081373
2021-07-26,8043747881
2021-07-27,8066253598
2021-07-28,8089782303
2021-07-29,8288241808
2021-07-30,8170598287
2021-08-02,7914851502
2021-08-03,7754242521
2021-08-04,7457576250
2021-08-05,7661150691
2021-08-06,7721506932
2021-08-09,7567035874
2021-08-10,7627392115
2021-08-11,7548622106
2021-08-12,7416656765
2021-08-13,7379829227
2021-08-16,7391082086
2021-08-17,7304128179
2021-08-18,7202852452
2021-08-19,7095438803
2021-08-20,7177277774
2021-08-23,7312312076
2021-08-24,7646828871
2021-08-25,7681610434
2021-08-26,7483150929
2021-08-27,7626369128
2021-08-30,7516909504
2021-08-31,7528162363
2021-09-01,7501564697
2021-09-02,7548622106
2021-09-03,7326633896
2021-09-07,7353231562
2021-09-08,7251955835
2021-09-09,7379829227
2021-09-10,7383921176
2021-09-13,7598748475
2021-09-14,7679564459
2021-09-15,7720483945
2021-09-16,7733782778
2021-09-17,7711277061
2021-09-20,7620231205
2021-09-21,7537369247
2021-09-22,7715369009
2021-09-23,7877000978
2021-09-24,8159345428
2021-09-27,8215609721
2021-09-28,8202310888
2021-09-29,8043747881
2021-09-30,8488709999
2021-10-01,9010584000
2021-10-04,8880666000
2021-10-05,9038109000
2021-10-06,8969847000
2021-10-07,9005079000
2021-10-08,9223077000
2021-10-11,9305652000
2021-10-12,9471903000
2021-10-13,9359601000
2021-10-14,9382722000
2021-10-15,9468600000
2021-10-18,9457590000
2021-10-19,9360702000
2021-10-20,9133896000
2021-10-21,9236289000
2021-10-22,9107472000
2021-10-25,9146007000
2021-10-26,9142704000
2021-10-27,9432267000
2021-10-28,9402540000
2021-10-29,9380520000
2021-11-01,9437772000
2021-11-02,9190047000
2021-11-03,9328773000
2021-11-04,9777981000
2021-11-05,10074150000
2021-11-08,10000383000
2021-11-09,9902394000
2021-11-10,9696507000
2021-11-11,9473004000
2021-11-12,9325470000
2021-11-15,9264915000
2021-11-16,9212067000
2021-11-17,9356298000
2021-11-18,9271521000
2021-11-19,9316662000
2021-11-22,9250602000
2021-11-23,9260511000
2021-11-24,9123987000
2021-11-26,8602113000
2021-11-29,8849838000
2021-11-30,8672577000
2021-12-01,8569083000
2021-12-02,9171330000
2021-12-03,8848737000
2021-12-06,9285834000
2021-12-07,9450984000
2021-12-08,9409146000
2021-12-09,9453186000
2021-12-10,9515943000
2021-12-13,9097563000
2021-12-14,9185643000
2021-12-15,9078846000
2021-12-16,8969847000
2021-12-17,9204360000
2021-12-20,9165825000
2021-12-21,9744951000
2021-12-22,10075251000
2021-12-23,10307562000
2021-12-27,10536570000
2021-12-28,10561893000
2021-12-29,10500237000
2021-12-30,10460601000
2021-12-31,10448821517
2022-01-03,10397612485
2022-01-04,10387806501
2022-01-05,10167716621
2022-01-06,10302821300
2022-01-07,10562135118
2022-01-10,10351851223
2022-01-11,10430299101
2022-01-12,10342045239
2022-01-13,10323522823
2022-01-14,10044597035
2022-01-18,9789641432
2022-01-19,9472581258
2022-01-20,9634924783
2022-01-21,9480208135
2022-01-24,9566282890
2022-01-25,9554297798
2022-01-26,9844119125
2022-01-27,9450790181
2022-01-28,9767850354
2022-01-31,9981402911
2022-02-01,10121955359
2022-02-02,10121955359
2022-02-03,10089268743
2022-02-04,10147015098
2022-02-07,10419403563
2022-02-08,10712493551
2022-02-09,10716851766
2022-02-10,10966359600
2022-02-11,10703777120
2022-02-14,10691792028
2022-02-15,11566703777
2022-02-16,11612465039
2022-02-17,11124344910
2022-02-18,11004493986
2022-02-22,10736463736
2022-02-23,10282119776
2022-02-24,10420493117
2022-02-25,10783314552
2022-02-28,10580657534
2022-03-01,10021716404
2022-03-02,10413955793
2022-03-03,10088179189
2022-03-04,9870268417
2022-03-07,8959401390
2022-03-08,9218715209
2022-03-09,9679596492
2022-03-10,9899686371
2022-03-11,9855014663
2022-03-14,9732984631
2022-03-15,9882253510
2022-03-16,10247254053
2022-03-17,10213477883
2022-03-18,10269045130
2022-03-21,10072925435
2022-03-22,10246164499
2022-03-23,10151373313
2022-03-24,10357298993
2022-03-25,10370373639
2022-03-28,10271224238
2022-03-29,10717941320
2022-03-30,10512015641
2022-03-31,10495042675
2022-04-01,10419174897
2022-04-04,10463156218
2022-04-05,10430170227
2022-04-06,9841920062
2022-04-07,9771549948
2022-04-08,9636307387
2022-04-11,9504363424
2022-04-12,9678089642
2022-04-13,10327913656
2022-04-14,10665470294
2022-04-18,10608294576
2022-04-19,10955747011
2022-04-20,10887575964
2022-04-21,10672067492
2022-04-22,10424672562
2022-04-25,10722646011
2022-04-26,10546720727
2022-04-27,10637981968
2022-04-28,10789717525
2022-04-29,10441165557
2022-05-02,10363098713
2022-05-03,9835322863
2022-05-04,9919986906
2022-05-05,9507662023
2022-05-06,9401007321
2022-05-09,8773173966
2022-05-10,9328438141
2022-05-11,9163508188
2022-05-12,8822652952
2022-05-13,9192096047
2022-05-16,8912814660
2022-05-17,9095337141
2022-05-18,8689609457
2022-05-19,9045858155
2022-05-20,8867733806
2022-05-23,9067848815
2022-05-24,8889724466
2022-05-25,9092038542
2022-05-26,9516458288
2022-05-27,9715473764
2022-05-31,9718772363
2022-06-01,9781445745
2022-06-02,9996954217
2022-06-03,10133296312
2022-06-06,10458758086
2022-06-07,10346605718
2022-06-08,10274036538
2022-06-09,9932081769
2022-06-10,9310845613
2022-06-13,8659922065
2022-06-14,8732491244
2022-06-15,9009573565
2022-06-16,8390536475
2022-06-17,8346555154
2022-06-21,8251995315
2022-06-22,8028790112
2022-06-23,7829774635
2022-06-24,8390536475
2022-06-27,8486195848
2022-06-28,8316867763
2022-06-29,8276185041
2022-06-30,8061916251
2022-07-01,8199353870
2022-07-05,8197172321
2022-07-06,7981198918
2022-07-07,8155722880
2022-07-08,8112091890
2022-07-11,8089185620
2022-07-12,8100093367
2022-07-13,8136088934
2022-07-14,8041191530
2022-07-15,8215715492
2022-07-18,8325883743
2022-07-19,8660751594
2022-07-20,8784009142
2022-07-21,8752376674
2022-07-22,8679294765
2022-07-25,8789463016
2022-07-26,8636754549
2022-07-27,9059975156
2022-07-28,9029433463
2022-07-29,9026161139
2022-08-01,9117786218
2022-08-02,9094879948
2022-08-03,9232317568
2022-08-04,9343576594
2022-08-05,9246497640
2022-08-08,9292310180
2022-08-09,9543188375
2022-08-10,9608634860
2022-08-11,9822426713
2022-08-12,10090757304
2022-08-15,10114754349
2022-08-16,10376540291
2022-08-17,10337272400
2022-08-18,10414717408
2022-08-19,9998041450
2022-08-22,9822426713
2022-08-23,9999132224
2022-08-24,10203107105
2022-08-25,10319820004
2022-08-26,9932594964
2022-08-29,9860603830
2022-08-30,9755889453
2022-08-31,9775523399
2022-09-01,9635904229
2022-09-02,9612997959
2022-09-06,9567185419
2022-09-07,9812609740
2022-09-08,9931504189
2022-09-09,10138751394
2022-09-12,10264190491
2022-09-13,9874783902
2022-09-14,10170383862
2022-09-15,10192199357
2022-09-16,9713349237
2022-09-19,9792975795
2022-09-20,9736255507
2022-09-21,9299945603
2022-09-22,8842910979
2022-09-23,8595305108
2022-09-26,8522223199
2022-09-27,8788372241
2022-09-28,9100333822
2022-09-29,8872361897
2022-09-30,8678912000
2022-10-03,8834352000
2022-10-04,9226704000
2022-10-05,9192400000
2022-10-06,8965136000
2022-10-07,8874016000
2022-10-10,8782896000
2022-10-11,8644608000
2022-10-12,8812912000
2022-10-13,8886880000
2022-10-14,8916896000
2022-10-17,9183824000
2022-10-18,9317824000
2022-10-19,9283520000
2022-10-20,9117360000
2022-10-21,9496848000
2022-10-24,9438960000
2022-10-25,9620128000
2022-10-26,9591184000
2022-10-27,9755200000
2022-10-28,9941728000
2022-10-31,10099312000
2022-11-01,10067152000
2022-11-02,9859184000
2022-11-03,9670512000
2022-11-04,9861328000
2022-11-07,9657648000
2022-11-08,9770208000
2022-11-09,9630848000
2022-11-10,10095024000
2022-11-11,10302992000
2022-11-14,9833456000
2022-11-15,9909568000
2022-11-16,10090736000
2022-11-17,10111104000
2022-11-18,10269760000
2022-11-21,10201152000
2022-11-22,10403760000
2022-11-23,10321216000
2022-11-25,10312640000
2022-11-28,10111104000
2022-11-29,10512032000
2022-11-30,10754304000
2022-12-01,10819696000
2022-12-02,10680336000
2022-12-05,10497024000
2022-12-06,10339440000
2022-12-07,10236528000
2022-12-08,10415552000
2022-12-09,10576352000
2022-12-12,10733936000
2022-12-13,10829344000
2022-12-14,10679264000
2022-12-15,10394112000
2022-12-16,10281552000
2022-12-19,10111104000
2022-12-20,10098240000
2022-12-21,9851680000
2022-12-22,9701600000
2022-12-23,9764848000
2022-12-27,9649072000
2022-12-28,9442176000
2022-12-29,9589040000
2022-12-30,9696240000
2023-01-03,9447352968
2023-01-04,9750561931
2023-01-05,9785670337
2023-01-06,10130371054
2023-01-09,10287826937
2023-01-10,10451666166
2023-01-11,10907011557
2023-01-12,11019784013
2023-01-13,11164473203
2023-01-17,11169792658
2023-01-18,11114470321
2023-01-19,11175112114
2023-01-20,11607051901
2023-01-23,11768763348
2023-01-24,11896430280
2023-01-25,11927283122
2023-01-26,11893238606
2023-01-27,11941113706
2023-01-30,11587901861
2023-01-31,11609179683
2023-02-01,11667693693
2023-02-02,11747485526
2023-02-03,11703865991
2023-02-06,11769827239
2023-02-07,12062397291
2023-02-08,11868769111
2023-02-09,11893238606
2023-02-10,11642160307
2023-02-13,11849619071
2023-02-14,12352839562
2023-02-15,12473059256
2023-02-16,12446461978
2023-02-17,12100697371
2023-02-21,11996436043
2023-02-22,11985797132
2023-02-23,12162403055
2023-02-24,12302836680
2023-02-27,12376245166
2023-02-28,12366670146
2023-03-01,12479442603
2023-03-02,12735840358
2023-03-03,13064582708
2023-03-06,13122032827
2023-03-07,12912446280
2023-03-08,12747543160
2023-03-09,11947497053
2023-03-10,11778338368
2023-03-13,11466618275
2023-03-14,11740038288
2023-03-15,11269798422
2023-03-16,11450659909
2023-03-17,11292140135
2023-03-20,11643224198
2023-03-21,11884727478
2023-03-22,11558112910
2023-03-23,11321929086
2023-03-24,11021911796
2023-03-27,11085745262
2023-03-28,11137875925
2023-03-29,11501726682
2023-03-30,11700674317
2023-03-31,11797590635
2023-04-03,11621349680
2023-04-04,11611851665
2023-04-05,11359626585
2023-04-06,11409227333
2023-04-10,11509484164
2023-04-11,11734270532
2023-04-12,11536922875
2023-04-13,11845080713
2023-04-14,11816586666
2023-04-17,11989661616
2023-04-18,12340032856
2023-04-19,12329479505
2023-04-20,12293598113
2023-04-21,12389633604
2023-04-24,12439234352
2023-04-25,12200728628
2023-04-26,11689946459
2023-04-27,11752211228
2023-04-28,12062479735
2023-05-01,12188064607
2023-05-02,12560597884
2023-05-03,12474060409
2023-05-04,12257716721
2023-05-05,12273546747
2023-05-08,12429736336
2023-05-09,12566929894
2023-05-10,12082531101
2023-05-11,11872519425
2023-05-12,11983329606
2023-05-15,12023432338
2023-05-16,11840859373
2023-05-17,11892570791
2023-05-18,12156404556
2023-05-19,11986495611
2023-05-22,11731104526
2023-05-23,11489432798
2023-05-24,11471492102
2023-05-25,11569638262
2023-05-26,11631903031
2023-05-30,11473602772
2023-05-31,11342741224
2023-06-01,11597076974
2023-06-02,12144795870
2023-06-05,12075143756
2023-06-06,12382246258
2023-06-07,12302040794
2023-06-08,12245052701
2023-06-09,12200728628
2023-06-12,12273546747
2023-06-13,12312594145
2023-06-14,12335811516
2023-06-15,11895736796
2023-06-16,11943226874
2023-06-20,11547476226
2023-06-21,11836638032
2023-06-22,11655120402
2023-06-23,11349073235
2023-06-26,11383899292
2023-06-27,11637179706
2023-06-28,11657231072
2023-06-29,11852468058
2023-06-30,11954798943
2023-07-03,11880720506
2023-07-05,11796208487
2023-07-06,11851506475
2023-07-07,12062264843
2023-07-10,12495258521
2023-07-11,12469174565
2023-07-12,12380489113
2023-07-13,12405529711
2023-07-14,12207291642
2023-07-17,12426396876
2023-07-18,12617331438
2023-07-19,12591247481
2023-07-20,12573510391
2023-07-21,12632981812
2023-07-24,12542209643
2023-07-25,12639241961
2023-07-26,12570380316
2023-07-27,12760271519
2023-07-28,13060758698
2023-07-31,13182831615
2023-08-01,13045108324
2023-08-02,12764444952
2023-08-03,11684569153
2023-08-04,11709609751
2023-08-07,12030964096
2023-08-08,12049744544
2023-08-09,12052874619
2023-08-10,12249025972
2023-08-11,12238592389
2023-08-14,12222942015
2023-08-15,11978796183
2023-08-16,11976709466
2023-08-17,11703349602
2023-08-18,11759690948
2023-08-21,11746127291
2023-08-22,11696046094
2023-08-23,11698132811
2023-08-24,11592753626
2023-08-25,11551019296
2023-08-28,11774297964
2023-08-29,12046614469
2023-08-30,12030964096
2023-08-31,11728390200
2023-09-01,11977752824
2023-09-05,11629271165
2023-09-06,11724216767
2023-09-07,11525978698
2023-09-08,11673092212
2023-09-11,11439379962
2023-09-12,11315220329
2023-09-13,10910397324
2023-09-14,11202537637
2023-09-15,11216101295
2023-09-18,11124285768
2023-09-19,11013689792
2023-09-20,11044990540
2023-09-21,10754936944
2023-09-22,10738243211
2023-09-25,10778934184
2023-09-26,10688162015
2023-09-27,10798757991
2023-09-28,11280789507
2023-09-29,11067944422
