,STZ
2023-03-31,41398860300
2023-04-03,41312723400
2023-04-04,39995012100
2023-04-05,40583308800
2023-04-06,41169772800
2023-04-10,41162442000
2023-04-11,41814883200
2023-04-12,41495993400
2023-04-13,41455674000
2023-04-14,41827712100
2023-04-17,42093453600
2023-04-18,41666434500
2023-04-19,41761734900
2023-04-20,41593126500
2023-04-21,41499658800
2023-04-24,41122122600
2023-04-25,41516153100
2023-04-26,41316388800
2023-04-27,41888191200
2023-04-28,42054966900
2023-05-01,42194252100
2023-05-02,41888191200
2023-05-03,41327385000
2023-05-04,40761080700
2023-05-05,40949848800
2023-05-08,41822214000
2023-05-09,41320054200
2023-05-10,41453841300
2023-05-11,41211924900
2023-05-12,41739742500
2023-05-15,42212579100
2023-05-16,41545476300
2023-05-17,42284054400
2023-05-18,42546130500
2023-05-19,43121598300
2023-05-22,43152754200
2023-05-23,43235225700
2023-05-24,42573621000
2023-05-25,42544297800
2023-05-26,42679917600
2023-05-30,43445986200
2023-05-31,44584509060
2023-06-01,44534964600
2023-06-02,45034079160
2023-06-05,44804706660
2023-06-06,44498265000
2023-06-07,44648733360
2023-06-08,44848746180
2023-06-09,44334951780
2023-06-12,44854251120
2023-06-13,45399240180
2023-06-14,45325840980
2023-06-15,45725866620
2023-06-16,45146012940
2023-06-20,44725802520
2023-06-21,45191887440
2023-06-22,45006554460
2023-06-23,44476245240
2023-06-26,44483585160
2023-06-27,45322171020
2023-06-28,45283636440
2023-06-29,45296481300
2023-06-30,45164362740
2023-07-03,45410250060
2023-07-05,46057998000
2023-07-06,46349759820
2023-07-07,46514908020
2023-07-10,46190116560
2023-07-11,46327740060
2023-07-12,46039648200
2023-07-13,46379119500
2023-07-14,46878234060
2023-07-17,46711250880
2023-07-18,46669046340
2023-07-19,49164619140
2023-07-20,49397661600
2023-07-21,49452711000
2023-07-24,49775667480
2023-07-25,49797687240
2023-07-26,49948155600
2023-07-27,49649053860
2023-07-28,50003205000
2023-07-31,50058254400
2023-08-01,49549964939
2023-08-02,49458215939
2023-08-03,49311417540
2023-08-04,49181133960
2023-08-07,49660063740
2023-08-08,49726123020
2023-08-09,49645383900
2023-08-10,49289397780
2023-08-11,49118744640
2023-08-14,49113239699
2023-08-15,48755418600
2023-08-16,48226944360
2023-08-17,47225045280
2023-08-18,47171830860
2023-08-21,47524147020
2023-08-22,47217705360
2023-08-23,48085650900
2023-08-24,47392028460
2023-08-25,47615896020
2023-08-28,48058126199
2023-08-29,47942522460
2023-08-30,47867288280
2023-08-31,47819274000
2023-09-01,47621067000
2023-09-05,47257687500
2023-09-06,47498105250
2023-09-07,47635749000
2023-09-08,47569680000
2023-09-11,47624737500
2023-09-12,47839461750
2023-09-13,47749534500
2023-09-14,48239546250
2023-09-15,47778898499
2023-09-18,47843132250
2023-09-19,47716500000
2023-09-20,48065197499
2023-09-21,47068656750
2023-09-22,46987905749
2023-09-25,47064986250
2023-09-26,46505235000
2023-09-27,45989529750
2023-09-28,46176725250
2023-09-29,46125338250
2023-10-02,45631656000
2023-10-03,45574763250
2023-10-04,45763794000
2023-10-05,44290088250
2023-10-06,43423850250
2023-10-09,43144892250
2023-10-10,43660597500
2023-10-11,43862475000
2023-10-12,41915274750
2023-10-13,42520907250
2023-10-16,43089834750
2023-10-17,43642245000
2023-10-18,42840240750
2023-10-19,42798030000
2023-10-20,42282324750
2023-10-23,42552106500
2023-10-24,43067811750
2023-10-25,42948520500
2023-10-26,42464014500
2023-10-27,42141010500
2023-10-30,42963202500
2023-10-31,42972378750
2023-11-01,42983390250
2023-11-02,43678950000
2023-11-03,44354322000
2023-11-06,44332299000
2023-11-07,44508483000
2023-11-08,44321287500
2023-11-09,43853298750
2023-11-10,43921203000
2023-11-13,44201996250
2023-11-14,44392862250
2023-11-15,43961578500
2023-11-16,43420179750
2023-11-17,43243995750
2023-11-20,43486248750
2023-11-21,42994401750
2023-11-22,43869816000
2023-11-24,43746854250
2023-11-27,43677114750
2023-11-28,44370839250
2023-11-29,43669773750
2023-11-30,43989468840
2023-12-01,44256526200
2023-12-04,43956543960
2023-12-05,43288900560
2023-12-06,43003551600
2023-12-07,43142567760
2023-12-08,42882827040
2023-12-11,43113301200
2023-12-12,43137080280
2023-12-13,44373592440
2023-12-14,44088243480
2023-12-15,43252317360
2023-12-18,43696803240
2023-12-19,44099218440
2023-12-20,42998064120
2023-12-21,43144396920
2023-12-22,43512058080
2023-12-26,43715094840
2023-12-27,43921789920
2023-12-28,44294938560
2023-12-29,44219943000
2024-01-02,44611383240
2024-01-03,44159580720
2024-01-04,44326034280
2024-01-05,45277197480
2024-01-08,45729000000
2024-01-09,46376522640
2024-01-10,46601509320
2024-01-11,47086236720
2024-01-12,47247202800
2024-01-16,46713088080
2024-01-17,46215556560
2024-01-18,46396643400
2024-01-19,46451518200
2024-01-22,46027153080
2024-01-23,46275918840
2024-01-24,45255247560
2024-01-25,45767412360
2024-01-26,45637542000
2024-01-29,45875332800
2024-01-30,45441821880
2024-01-31,44829053280
2024-02-01,46219214880
2024-02-02,45836920440
2024-02-05,45191226960
2024-02-06,45482063400
2024-02-07,44708328720
2024-02-08,44457733800
2024-02-09,44366275800
2024-02-12,45194885280
2024-02-13,44737595280
2024-02-14,44558337600
2024-02-15,44796128400
2024-02-16,44602237440
2024-02-20,44861978160
2024-02-21,44925998760
2024-02-22,44942461200
2024-02-23,45222322680
2024-02-26,45147327120
2024-02-27,45196714440
2024-02-28,45260735040
2024-02-29,45458284320
2024-03-01,45729000000
2024-03-04,45368655480
2024-03-05,45388776240
2024-03-06,45436334400
2024-03-07,46698454800
2024-03-08,47135624040
2024-03-11,47920333680
2024-03-12,47898383760
2024-03-13,48234949200
2024-03-14,47709980280
2024-03-15,48955638240
2024-03-18,48719676600
2024-03-19,49158675000
2024-03-20,49112946000
2024-03-21,49268424600
2024-03-22,49065387840
2024-03-25,49467803040
2024-03-26,49257449640
2024-03-27,49760468640
2024-03-28,49709252160
2024-04-01,48655656000
2024-04-02,48913567560
2024-04-03,48829426200
2024-04-04,48346527960
2024-04-05,48587977080
2024-04-08,48655656000
2024-04-09,48101420520
2024-04-10,48458106720
2024-04-11,49083679439
2024-04-12,47967891840
2024-04-15,47287444320
2024-04-16,47152086479
2024-04-17,47066115960
2024-04-18,47316710880
2024-04-19,47686201200
2024-04-22,47510601840
2024-04-23,47861800560
2024-04-24,47841679800
2024-04-25,47870946360
2024-04-26,47565476640
2024-04-29,47775830040
2024-04-30,46361889360
2024-05-01,46451518200
2024-05-02,46475297280
2024-05-03,46841129280
2024-05-06,47066115960
2024-05-07,47281956840
2024-05-08,47258177760
2024-05-09,47686201200
2024-05-10,47914846200
2024-05-13,47333173320
2024-05-14,46458834840
2024-05-15,46147877640
2024-05-16,46714917240
2024-05-17,46722233880
2024-05-20,45831432960
2024-05-21,45908257680
2024-05-22,45535109040
2024-05-23,44836369920
2024-05-24,45456455160
2024-05-28,44904048840
2024-05-29,44626016520
2024-05-30,45105256440
2024-05-31,45771070680
2024-06-03,45787533120
2024-06-04,45791191440
2024-06-05,45734487480
2024-06-06,45749120760
2024-06-07,45899111880
2024-06-10,46036298880
2024-06-11,45917403480
2024-06-12,46188119160
2024-06-13,46574071920
2024-06-14,46369206000
2024-06-17,47986183439
2024-06-18,48225803399
2024-06-20,48075812280
2024-06-21,48198366000
2024-06-24,48496519080
2024-06-25,47865458880
2024-06-26,47753880120
2024-06-27,46810033560
2024-06-28,47060628479
2024-07-01,46841098140
2024-07-02,47325428040
2024-07-03,45759123420
2024-07-05,47361981240
2024-07-08,46393321440
2024-07-09,46073480940
2024-07-10,46254419280
2024-07-11,47404017420
2024-07-12,47486262120
2024-07-15,45605599980
2024-07-16,45342416940
2024-07-17,45368004180
2024-07-18,45373487160
2024-07-19,44859914700
2024-07-22,44450518860
2024-07-23,44956780680
2024-07-24,45121270080
2024-07-25,45578185080
2024-07-26,46327525680
2024-07-29,44991506220
2024-07-30,44466967800
2024-07-31,44806912560
2024-08-01,44845293420
2024-08-02,45132236040
2024-08-05,43209537720
2024-08-06,43593346320
2024-08-07,43463582460
2024-08-08,43840080420
2024-08-09,44121540060
