,PAYC
2023-08-07,16949085750
2023-08-08,16859457000
2023-08-09,16588836000
2023-08-10,16856565750
2023-08-11,16884900000
2023-08-14,17015006250
2023-08-15,16882586999
2023-08-16,16816088250
2023-08-17,16214129999
2023-08-18,16267329000
2023-08-21,16402061249
2023-08-22,16587679500
2023-08-23,16761732750
2023-08-24,16455838500
2023-08-25,16560501750
2023-08-28,16633361249
2023-08-29,16945038000
2023-08-30,16980889500
2023-08-31,17049122999
2023-09-01,17104056750
2023-09-05,17007489000
2023-09-06,16950820500
2023-09-07,16688295000
2023-09-08,16440225750
2023-09-11,16535058750
2023-09-12,16430395500
2023-09-13,16156304999
2023-09-14,16210660499
2023-09-15,16070724000
2023-09-18,15965482500
2023-09-19,16012320750
2023-09-20,15524856000
2023-09-21,15132224250
2023-09-22,14870277000
2023-09-25,14937354000
2023-09-26,14664420000
2023-09-27,14865651000
2023-09-28,14887624499
2023-09-29,14992287749
2023-10-02,14881829160
2023-10-03,14967672660
2023-10-04,14946497930
2023-10-05,15028335400
2023-10-06,15467854119
2023-10-09,15777463010
2023-10-10,15737975000
2023-10-11,15914812609
2023-10-12,15368275660
2023-10-13,15163968130
2023-10-16,15459269770
2023-10-17,15751137670
2023-10-18,15350534670
2023-10-19,15194299500
2023-10-20,14827461609
2023-10-23,14745051849
2023-10-24,14962522050
2023-10-25,14197370320
2023-10-26,14017671260
2023-10-27,13754417860
2023-10-30,13738393740
2023-10-31,14019388130
2023-11-01,8623838010
2023-11-02,9308869140
2023-11-03,9100555580
2023-11-06,9207573810
2023-11-07,9605315360
2023-11-08,9587002080
2023-11-09,9600737040
2023-11-10,9795315640
2023-11-13,9843388000
2023-11-14,10088328120
2023-11-15,10135828190
2023-11-16,9937815850
2023-11-17,10158147500
2023-11-20,10440858760
2023-11-21,10193629480
2023-11-22,10158147500
2023-11-24,10214804210
2023-11-27,10078599190
2023-11-28,10201641540
2023-11-29,10375045410
2023-11-30,10396220140
2023-12-01,10630286750
2023-12-04,10656039800
2023-12-05,10422545480
2023-12-06,10616551790
2023-12-07,10602244540
2023-12-08,10677214530
2023-12-11,10829443670
2023-12-12,10841461760
2023-12-13,11339926350
2023-12-14,11658119590
2023-12-15,11604324330
2023-12-18,11652968980
2023-12-19,11902487420
2023-12-20,11676432870
2023-12-21,11823511400
2023-12-22,11766282400
2023-12-26,11807487280
2023-12-27,11771433010
2023-12-28,11878451240
2023-12-29,11830378880
2024-01-02,11569311600
2024-01-03,10995369700
2024-01-04,11111289000
2024-01-05,11148043900
2024-01-08,11543300440
2024-01-09,11479968920
2024-01-10,11422292000
2024-01-11,11325598340
2024-01-12,11171793220
2024-01-16,11011768040
2024-01-17,10867575740
2024-01-18,11062659440
2024-01-19,10946740140
2024-01-22,11038344660
2024-01-23,11153698500
2024-01-24,10937127320
2024-01-25,10900937880
2024-01-26,10959180260
2024-01-29,11078492320
2024-01-30,11055873920
2024-01-31,10757311040
2024-02-01,10897545120
2024-02-02,11025904540
2024-02-05,10982929580
2024-02-06,11176882360
2024-02-07,11254350380
2024-02-08,11068879500
2024-02-09,10743740000
2024-02-12,10839868200
2024-02-13,10572405620
2024-02-14,10701330500
2024-02-15,10991411480
2024-02-16,10790107720
2024-02-20,10746567300
2024-02-21,10292502920
2024-02-22,10274973660
2024-02-23,10442349820
2024-02-26,10182803680
2024-02-27,10353572600
2024-02-28,10381845600
2024-02-29,10313424940
2024-03-01,10446873500
2024-03-04,10068015300
2024-03-05,9832783940
2024-03-06,9945310480
2024-03-07,10273277280
2024-03-08,10247266120
2024-03-11,10432737000
2024-03-12,10565054640
2024-03-13,10644784500
2024-03-14,10732430800
2024-03-15,10726776200
2024-03-18,10834779060
2024-03-19,10719990680
2024-03-20,10819511640
2024-03-21,10943347380
2024-03-22,10883408620
2024-03-25,10814987960
2024-03-26,10777667600
2024-03-27,11152002120
2024-03-28,11253219460
2024-04-01,11211940880
2024-04-02,11177447820
2024-04-03,11241910260
2024-04-04,11181971500
2024-04-05,11212506340
2024-04-08,11414375560
2024-04-09,11751389720
2024-04-10,11496367260
2024-04-11,11564787920
2024-04-12,11196108000
2024-04-15,10898110580
2024-04-16,10752221900
2024-04-17,10566185560
2024-04-18,10453659020
2024-04-19,10362054500
2024-04-22,10557703660
2024-04-23,10635737140
2024-04-24,10625558860
2024-04-25,10550352680
2024-04-26,10680973940
2024-04-29,10924121740
2024-04-30,10629517080
2024-05-01,10531127040
2024-05-02,9427349120
2024-05-03,9685764340
2024-05-06,9863884240
2024-05-07,9978672620
2024-05-08,9741744880
2024-05-09,9815254680
2024-05-10,9804510940
2024-05-13,9843527680
2024-05-14,9867842460
2024-05-15,10034087700
2024-05-16,10238784220
2024-05-17,10307204880
2024-05-20,10194678340
2024-05-21,10159619820
2024-05-22,10216165820
2024-05-23,9863884240
2024-05-24,9651271280
2024-05-28,9431307340
2024-05-29,9250360140
2024-05-30,8987986700
2024-05-31,8217264720
2024-06-03,8207651900
2024-06-04,8291339980
2024-06-05,8160718720
2024-06-06,8213306500
2024-06-07,8217830180
2024-06-10,8272679800
2024-06-11,8108130939
2024-06-12,8151671360
2024-06-13,7972420540
2024-06-14,8073637880
2024-06-17,8079857939
2024-06-18,7998997160
2024-06-20,8237621280
2024-06-21,8334880400
2024-06-24,8199170000
2024-06-25,8003520840
2024-06-26,7972986000
2024-06-27,8017091880
2024-06-28,8088339840
2024-07-01,8046495800
2024-07-02,8039144819
2024-07-03,8092298060
2024-07-05,8027270160
2024-07-08,7936231100
2024-07-09,7925487360
2024-07-10,7932272880
2024-07-11,8169766079
2024-07-12,8393122780
2024-07-15,8827396060
2024-07-16,9105602380
2024-07-17,9085811280
2024-07-18,8752755340
2024-07-19,8939922600
2024-07-22,9046794540
2024-07-23,9353839320
2024-07-24,8967064680
2024-07-25,9210777940
2024-07-26,9275240380
2024-07-29,9270947730
2024-07-30,9340946970
2024-07-31,9415462290
2024-08-01,9448768380
2024-08-02,9275463810
2024-08-05,8923209570
2024-08-06,8941838400
2024-08-07,8622325740
2024-08-08,8992079790
2024-08-09,8921516040
