,VO
2013-05-07,14839916197
2013-05-08,14910743770
2013-05-09,14859932685
2013-05-10,14966174044
2013-05-13,14930760258
2013-05-14,15100130540
2013-05-15,15187895141
2013-05-16,15089352432
2013-05-17,15251024065
2013-05-20,15234087036
2013-05-21,15260262444
2013-05-22,15044700266
2013-05-23,15016985129
2013-05-24,14955395935
2013-05-28,15043160536
2013-05-29,14926141068
2013-05-30,15004667290
2013-05-31,14819899710
2013-06-03,14806042141
2013-06-04,14716737810
2013-06-05,14518112661
2013-06-06,14676704834
2013-06-07,14869171064
2013-06-10,14863012145
2013-06-11,14695181592
2013-06-12,14553526447
2013-06-13,14822979169
2013-06-14,14764469435
2013-06-17,14873790254
2013-06-18,14986190532
2013-06-19,14778327004
2013-06-20,14384156165
2013-06-21,14385695895
2013-06-24,14219405072
2013-06-25,14385695895
2013-06-26,14525811310
2013-06-27,14695181592
2013-06-28,14648989697
2013-07-01,14767548895
2013-07-02,14724436459
2013-07-03,14725976189
2013-07-05,14879949173
2013-07-08,14939998637
2013-07-09,15043160536
2013-07-10,15070875673
2013-07-11,15291057041
2013-07-12,15341868125
2013-07-15,15378821641
2013-07-16,15275659742
2013-07-17,15326470827
2013-07-18,15438871105
2013-07-19,15469665702
2013-07-22,15506619218
2013-07-23,15451188944
2013-07-24,15352646234
2013-07-25,15451188944
2013-07-26,15426553266
2013-07-29,15369583262
2013-07-30,15435791646
2013-07-31,15486602730
2013-08-01,15760674642
2013-08-02,15766833561
2013-08-05,15754515722
2013-08-06,15645194904
2013-08-07,15538953545
2013-08-08,15648274363
2013-08-09,15643655174
2013-08-12,15635956525
2013-08-13,15640575714
2013-08-14,15525095976
2013-08-15,15292596770
2013-08-16,15238706226
2013-08-19,15124766218
2013-08-20,15297215960
2013-08-21,15194054061
2013-08-22,15366503803
2013-08-23,15395758670
2013-08-26,15369583262
2013-08-27,15084733242
2013-08-28,15107829190
2013-08-29,15184815682
2013-08-30,15083193512
2013-09-03,15149401895
2013-09-04,15297215960
2013-09-05,15341868125
2013-09-06,15351106504
2013-09-09,15560509763
2013-09-10,15705244368
2013-09-11,15748356803
2013-09-12,15674449771
2013-09-13,15712943017
2013-09-16,15823803565
2013-09-17,15908488706
2013-09-18,16071700069
2013-09-19,16054763041
2013-09-20,15917727085
2013-09-23,15819184376
2013-09-24,15843820053
2013-09-25,15816104916
2013-09-26,15880773569
2013-09-27,15808406267
2013-09-30,15779151400
2013-10-01,15940823033
2013-10-02,15931584654
2013-10-03,15808406267
2013-10-04,15948521682
2013-10-07,15779151400
2013-10-08,15523556246
2013-10-09,15509698678
2013-10-10,15831502214
2013-10-11,15933124384
2013-10-14,15993173848
2013-10-15,15840740593
2013-10-16,16074779529
2013-10-17,16216434674
2013-10-18,16325755493
2013-10-21,16299580086
2013-10-22,16395043336
2013-10-23,16299580086
2013-10-24,16344232251
2013-10-25,16398122796
2013-10-28,16387344687
2013-10-29,16484347667
2013-10-30,16348851441
2013-10-31,16307278735
2013-11-01,16333454142
2013-11-04,16444314691
2013-11-05,16358089820
2013-11-06,16362709009
2013-11-07,16096335747
2013-11-08,16313437654
2013-11-11,16361169279
2013-11-12,16336533602
2013-11-13,16499744965
2013-11-14,16553635509
2013-11-15,16650638489
2013-11-18,16518221723
2013-11-19,16425837933
2013-11-20,16385804957
2013-11-21,16570572538
2013-11-22,16616764433
2013-11-25,16612145243
2013-11-26,16635241191
2013-11-27,16682972816
2013-11-29,16642939840
2013-12-02,16609065784
2013-12-03,16567493078
2013-12-04,16544397130
2013-12-05,16518221723
2013-12-06,16661416598
2013-12-09,16695290655
2013-12-10,16650638489
2013-12-11,16419679013
2013-12-12,16416599554
2013-12-13,16445854421
2013-12-16,16556714969
2013-12-17,16552095780
2013-12-18,16753800389
2013-12-19,16696830384
2013-12-20,16838485530
2013-12-23,16935488510
2013-12-24,16804611473
2013-12-26,16849263639
2013-12-27,16826167691
2013-12-30,16856962288
2013-12-31,16940107699
2014-01-02,16769197687
2014-01-03,16775356606
2014-01-06,16704529034
2014-01-07,16836945800
2014-01-08,16896995264
2014-01-09,16920091211
2014-01-10,16992458514
2014-01-13,16767657957
2014-01-14,16984759865
2014-01-15,17032491490
2014-01-16,17010935272
2014-01-17,16961663917
2014-01-21,17020173651
2014-01-22,17104858792
2014-01-23,16940107699
2014-01-24,16515142263
2014-01-27,16421218743
2014-01-28,16573651997
2014-01-29,16427377662
2014-01-30,16618304163
2014-01-31,16535158751
2014-02-03,16105574126
2014-02-04,16268785489
2014-02-05,16228752513
2014-02-06,16467410638
2014-02-07,16666035788
2014-02-10,16710687953
2014-02-11,16855422558
2014-02-12,16921630941
2014-02-13,17041729869
2014-02-14,17107938252
2014-02-18,17217259070
2014-02-19,17160289066
2014-02-20,17308103131
2014-02-21,17325040159
2014-02-24,17412804760
2014-02-25,17417423950
2014-02-26,17466695304
2014-02-27,17532903688
2014-02-28,17537522877
2014-03-03,17414344490
2014-03-04,17685336942
2014-03-05,17656082075
2014-03-06,17671479373
2014-03-07,17660701264
2014-03-10,17605270990
2014-03-11,17522125579
2014-03-12,17519046119
2014-03-13,17311182591
2014-03-14,17343516917
2014-03-17,17460536385
2014-03-18,17620668288
2014-03-19,17509807740
2014-03-20,17568317474
2014-03-21,17511347470
2014-03-24,17368152595
2014-03-25,17385089623
2014-03-26,17203401502
2014-03-27,17192623393
2014-03-28,17288086643
2014-03-31,17488251522
2014-04-01,17666860184
2014-04-02,17717671268
2014-04-03,17626827208
2014-04-04,17397407462
2014-04-07,17106398522
2014-04-08,17220338530
2014-04-09,17415884220
2014-04-10,17010935272
2014-04-11,16789214175
2014-04-14,16906233643
2014-04-15,17014014732
2014-04-16,17209560421
2014-04-17,17255752316
2014-04-21,17300404482
2014-04-22,17414344490
2014-04-23,17369692325
2014-04-24,17349675837
2014-04-25,17154130147
2014-04-28,17144891768
2014-04-29,17234196099
2014-04-30,17338897728
2014-05-01,17371232054
2014-05-02,17383549893
2014-05-05,17403566381
2014-05-06,17260371506
2014-05-07,17325040159
2014-05-08,17268070155
2014-05-09,17308103131
2014-05-12,17526744768
2014-05-13,17494410442
2014-05-14,17405106111
2014-05-15,17249593397
2014-05-16,17341977187
2014-05-19,17422043139
2014-05-20,17257292046
2014-05-21,17363533405
2014-05-22,17449758276
2014-05-23,17545221526
2014-05-27,17663780724
2014-05-28,17643764236
2014-05-29,17729989107
2014-05-30,17742306946
2014-06-02,17782339922
2014-06-03,17796197490
2014-06-04,17865485333
2014-06-05,17999441829
2014-06-06,18094905079
2014-06-09,18108762648
2014-06-10,18053332374
2014-06-11,17993282910
2014-06-12,17871644252
2014-06-13,17942471825
2014-06-16,17956329394
2014-06-17,18036395345
2014-06-18,18150335353
2014-06-19,18150335353
2014-06-20,18224242386
2014-06-23,18213464277
2014-06-24,18111842107
2014-06-25,18176510761
2014-06-26,18171891571
2014-06-27,18230401305
2014-06-30,18271974011
2014-07-01,18395152398
2014-07-02,18353579692
2014-07-03,18450582672
2014-07-07,18318165906
2014-07-08,18207305358
2014-07-09,18282752120
2014-07-10,18191908059
2014-07-11,18193447789
2014-07-14,18264275362
2014-07-15,18207305358
2014-07-16,18239639684
2014-07-17,18005600748
2014-07-18,18216543737
2014-07-21,18164192922
2014-07-22,18270434281
2014-07-23,18268894551
2014-07-24,18322785096
2014-07-25,18238099954
2014-07-28,18230401305
2014-07-29,18158034003
2014-07-30,18158034003
2014-07-31,17819293438
2014-08-01,17771561813
2014-08-04,17902438849
2014-08-05,17770022083
2014-08-06,17754624785
2014-08-07,17645303966
2014-08-08,17856246954
2014-08-11,17925534797
2014-08-12,17877803172
2014-08-13,18007140478
2014-08-14,18097984539
2014-08-15,18099524269
2014-08-18,18278132930
2014-08-19,18367437261
2014-08-20,18447503213
2014-08-21,18461360781
2014-08-22,18459821051
2014-08-25,18547585652
2014-08-26,18572221330
2014-08-27,18579919979
2014-08-28,18573761059
2014-08-29,18656906471
2014-09-02,18684621608
2014-09-03,18678462689
2014-09-04,18638429713
2014-09-05,18729273773
2014-09-08,18696939447
2014-09-09,18544506192
2014-09-10,18586078898
2014-09-11,18615333765
2014-09-12,18467519700
2014-09-15,18376675640
2014-09-16,18495234838
2014-09-17,18496774567
2014-09-18,18564522680
2014-09-19,18512171866
2014-09-22,18308927527
2014-09-23,18185749140
2014-09-24,18319705636
2014-09-25,18061031023
2014-09-26,18190368329
2014-09-29,18174971031
2014-09-30,18062570753
2014-10-01,17808515329
2014-10-02,17822372898
2014-10-03,18002521289
2014-10-06,17967107502
2014-10-07,17682257482
2014-10-08,17956329394
2014-10-09,17562158555
2014-10-10,17271149615
2014-10-13,16953965268
2014-10-14,17084842304
2014-10-15,17055587437
2014-10-16,17177226095
2014-10-17,17366612865
2014-10-20,17566777744
2014-10-21,17965567773
2014-10-22,17765402893
2014-10-23,18013299398
2014-10-24,18161113462
2014-10-27,18138017515
2014-10-28,18409009967
2014-10-29,18327404285
2014-10-30,18435185374
2014-10-31,18676922959
2014-11-03,18695399717
2014-11-04,18593777547
2014-11-05,18709257285
2014-11-06,18833975402
2014-11-07,18832435673
2014-11-10,18877087838
2014-11-11,18884786487
2014-11-12,18907882435
2014-11-13,18872468648
2014-11-14,18878627568
2014-11-17,18878627568
2014-11-18,19006425144
2014-11-19,18981789467
2014-11-20,19060315689
2014-11-21,19171176237
2014-11-24,19252781919
2014-11-25,19220447592
2014-11-26,19255861379
2014-11-28,19206590024
2014-12-01,18998726495
2014-12-02,19092650016
2014-12-03,19229685971
2014-12-04,19208129754
2014-12-05,19240464080
2014-12-08,19083411636
2014-12-09,19115745963
2014-12-10,18792402697
2014-12-11,18892485136
2014-12-12,18606095386
2014-12-15,18504473217
2014-12-16,18395152398
2014-12-17,18803180806
2014-12-18,19178874887
2014-12-19,19275877866
2014-12-22,19117285693
2014-12-23,19189652995
2014-12-24,19198891374
2014-12-26,19254321649
2014-12-29,19298973814
2014-12-30,19189652995
2014-12-31,19024901903
2015-01-02,19027981362
2015-01-05,18692320257
2015-01-06,18489075918
2015-01-07,18724654584
2015-01-08,19060315689
2015-01-09,18923279733
2015-01-12,18755449181
2015-01-13,18729273773
2015-01-14,18626111874
2015-01-15,18433645644
2015-01-16,18703098366
2015-01-20,18667684580
2015-01-21,18807799995
2015-01-22,19080332177
2015-01-23,18995647036
2015-01-26,19128063802
2015-01-27,18992567576
2015-01-28,18758528640
2015-01-29,18909422165
2015-01-30,18643048902
2015-02-02,18830895943
2015-02-03,19132682991
2015-02-04,19047997850
2015-02-05,19282036786
2015-02-06,19200431104
2015-02-09,19108047314
2015-02-10,19318990302
2015-02-11,19306672463
2015-02-12,19509916802
2015-02-13,19611538972
2015-02-17,19634634919
2015-02-18,19703922762
2015-02-19,19699303572
2015-02-20,19833260069
2015-02-23,19822481960
2015-02-24,19839418988
2015-02-25,19877912234
2015-02-26,19807084661
2015-02-27,19767051685
2015-03-02,19907167101
2015-03-03,19827101149
2015-03-04,19716240601
2015-03-05,19799386012
2015-03-06,19520694911
2015-03-09,19571505996
2015-03-10,19305132733
2015-03-11,19339006790
2015-03-12,19594601943
2015-03-13,19480661935
2015-03-16,19730098169
2015-03-17,19705462492
2015-03-18,19941041157
2015-03-19,19887150613
2015-03-20,20058060625
2015-03-23,20018027649
2015-03-24,19917945210
2015-03-25,19608459512
2015-03-26,19576125185
2015-03-27,19705462492
2015-03-30,19951819266
2015-03-31,20432214976
2015-04-01,19751654387
2015-04-02,19862514936
2015-04-06,19988772782
2015-04-07,19908706831
2015-04-08,20028805758
2015-04-09,20082696303
2015-04-10,20122729278
2015-04-13,20022646839
2015-04-14,20044203057
2015-04-15,20150444416
2015-04-16,20115030629
2015-04-17,19907167101
2015-04-20,20036504407
2015-04-21,20039583867
2015-04-22,20095014141
2015-04-23,20167381444
2015-04-24,20111951170
2015-04-27,19979534403
2015-04-28,19974915214
2015-04-29,19904087641
2015-04-30,19737796818
2015-05-01,19977994674
2015-05-04,20034964678
2015-05-05,19780909254
2015-05-06,19740876278
2015-05-07,19810164121
2015-05-08,20007249540
2015-05-11,19961057645
2015-05-12,19907167101
2015-05-13,19888690343
2015-05-14,20059600355
2015-05-15,20095014141
2015-05-18,20207414420
2015-05-19,20167381444
2015-05-20,20173540363
2015-05-21,20219732258
2015-05-22,20190477391
2015-05-26,19973375484
2015-05-27,20135047117
2015-05-28,20088855222
2015-05-29,19959517915
2015-06-01,20005709811
2015-06-02,19999550891
2015-06-03,20036504407
2015-06-04,19860975206
2015-06-05,19888690343
2015-06-08,19756273577
2015-06-09,19733177629
2015-06-10,19933342508
2015-06-11,20010329000
2015-06-12,19904087641
2015-06-15,19790147633
2015-06-16,19901008182
2015-06-17,19964137105
2015-06-18,20168921174
2015-06-19,20127348468
2015-06-22,20218192529
2015-06-23,20201255500
2015-06-24,20024186569
2015-06-25,19961057645
2015-06-26,19956438456
2015-06-29,19522234641
2015-06-30,19620777351
2015-07-01,19708541952
2015-07-02,19697763843
2015-07-06,19619237621
2015-07-07,19756273577
2015-07-08,19385198685
2015-07-09,19437549500
2015-07-10,19656191137
2015-07-13,19862514936
2015-07-14,19945660347
2015-07-15,19851736827
2015-07-16,19950279536
2015-07-17,19848657367
2015-07-20,19820942230
2015-07-21,19725478980
2015-07-22,19759353036
2015-07-23,19688525464
2015-07-24,19511456532
2015-07-27,19346705439
2015-07-28,19582284105
2015-07-29,19754733847
2015-07-30,19807084661
2015-07-31,19850197097
2015-08-03,19757813306
2015-08-04,19750114657
2015-08-05,19813243581
2015-08-06,19637714379
2015-08-07,19619237621
2015-08-10,19893309532
2015-08-11,19728558439
2015-08-12,19760892766
2015-08-13,19754733847
2015-08-14,19844038177
2015-08-17,19987233053
2015-08-18,19945660347
2015-08-19,19785528444
2015-08-20,19339006790
2015-08-21,18793942427
2015-08-24,18048713184
2015-08-25,17876263442
2015-08-26,18439804563
2015-08-27,18938677032
2015-08-28,18961772979
2015-08-31,18827816483
2015-09-01,18291990499
2015-09-02,18587618628
2015-09-03,18664605120
2015-09-04,18413629156
2015-09-08,18880167298
2015-09-09,18632270793
2015-09-10,18695399717
2015-09-11,18761608100
2015-09-14,18683081878
2015-09-15,18910961894
2015-09-16,19092650016
2015-09-17,19088030826
2015-09-18,18784704048
2015-09-21,18818578104
2015-09-22,18512171866
2015-09-23,18279672660
2015-09-24,18194987519
2015-09-25,18179590220
2015-09-28,17622208018
2015-09-29,17588333962
2015-09-30,17964028043
2015-10-01,17979425341
2015-10-02,18262735632
2015-10-05,18575300789
2015-10-06,18458281321
2015-10-07,18659985930
2015-10-08,18858611080
2015-10-09,18875548108
2015-10-12,18863230269
2015-10-13,18687701068
2015-10-14,18616873495
2015-10-15,18853991890
2015-10-16,18860150810
2015-10-19,18849372701
2015-10-20,18870928919
2015-10-21,18681542148
2015-10-22,18914041354
2015-10-23,18977170278
2015-10-26,18927898923
2015-10-27,18843213781
2015-10-28,19098808935
2015-10-29,19040299201
2015-10-30,19037219741
2015-11-02,19272798407
2015-11-03,19257401108
2015-11-04,19212748943
2015-11-05,19183494076
2015-11-06,19163477588
2015-11-09,18963312709
2015-11-10,19037219741
2015-11-11,18929438652
2015-11-12,18623032414
2015-11-13,18421327805
2015-11-16,18673843499
2015-11-17,18639969443
2015-11-18,18932518112
2015-11-19,18912501624
2015-11-20,18983329197
2015-11-23,19015663524
2015-11-24,19077252717
2015-11-25,19121904882
2015-11-27,19154239209
2015-11-30,19094189745
2015-12-01,19275877866
2015-12-02,19029521092
2015-12-03,18749290261
2015-12-04,19054156770
2015-12-07,18884786487
2015-12-08,18790862967
2015-12-09,18612254305
2015-12-10,18644588632
2015-12-11,18281212390
2015-12-14,18233480765
2015-12-15,18458281321
2015-12-16,18729273773
2015-12-17,18429026454
2015-12-18,18173431301
2015-12-21,18310467257
2015-12-22,18469059430
2015-12-23,18661525660
2015-12-24,18644588632
2015-12-28,18599936467
2015-12-29,18761608100
2015-12-30,18607635116
2015-12-31,18493695108
2016-01-04,18251957523
2016-01-05,18270434281
2016-01-06,17933233446
2016-01-07,17529824228
2016-01-08,17303483941
2016-01-11,17220338530
2016-01-12,17298864752
2016-01-13,16815389582
2016-01-14,16997077703
2016-01-15,16692211195
2016-01-19,16582890376
2016-01-20,16453553070
2016-01-21,16518221723
2016-01-22,16876978776
2016-01-25,16573651997
2016-01-26,16870819856
2016-01-27,16690671465
2016-01-28,16646019300
2016-01-29,17086382034
2016-02-01,17146431498
2016-02-02,16746101739
2016-02-03,16880058235
2016-02-04,16978600945
2016-02-05,16612145243
2016-02-08,16194878457
2016-02-09,16170242779
2016-02-10,16247229271
2016-02-11,15999332767
2016-02-12,16362709009
2016-02-16,16726085251
2016-02-17,17038650409
2016-02-18,16983220135
2016-02-19,16986299594
2016-02-22,17277308534
2016-02-23,17075603925
2016-02-24,17181845284
2016-02-25,17388169083
2016-02-26,17454377466
2016-02-29,17320420970
2016-03-01,17728449377
2016-03-02,17853167494
2016-03-03,18020998047
2016-03-04,18061031023
2016-03-07,18131858595
2016-03-08,17831611277
2016-03-09,17928614256
2016-03-10,17939392365
2016-03-11,18316626176
2016-03-14,18275053470
2016-03-15,18093365349
2016-03-16,18262735632
2016-03-17,18402851047
2016-03-18,18495234838
2016-03-21,18490615648
2016-03-22,18507552676
2016-03-23,18316626176
2016-03-24,18290450769
2016-03-28,18353579692
2016-03-29,18569141870
2016-03-30,18616873495
2016-03-31,18666144850
2016-04-01,18741591612
2016-04-04,18612254305
2016-04-05,18410549696
2016-04-06,18618413225
2016-04-07,18398231858
2016-04-08,18462900511
2016-04-11,18412089426
2016-04-12,18555284301
2016-04-13,18804720535
2016-04-14,18736972422
2016-04-15,18770846479
2016-04-18,18881707027
2016-04-19,18955614060
2016-04-20,18974090818
2016-04-21,18857071350
2016-04-22,18946375681
2016-04-25,18874008378
2016-04-26,19000266225
2016-04-27,19123444612
2016-04-28,18895564596
2016-04-29,18763147830
2016-05-02,18906342705
2016-05-03,18696939447
2016-05-04,18569141870
2016-05-05,18547585652
2016-05-06,18601476197
2016-05-09,18632270793
2016-05-10,18864769999
2016-05-11,18673843499
2016-05-12,18650747551
2016-05-13,18512171866
2016-05-16,18686161338
2016-05-17,18552204842
2016-05-18,18512171866
2016-05-19,18452122402
2016-05-20,18618413225
2016-05-23,18601476197
2016-05-24,18863230269
2016-05-25,18969471628
2016-05-26,18977170278
2016-05-27,19077252717
2016-05-31,19108047314
2016-06-01,19155778939
2016-06-02,19272798407
2016-06-03,19185033806
2016-06-06,19289735435
2016-06-07,19385198685
2016-06-08,19449867338
2016-06-09,19406754903
2016-06-10,19118825423
2016-06-13,18940216761
2016-06-14,18812419185
2016-06-15,18838594592
2016-06-16,18835515132
2016-06-17,18852452160
2016-06-20,19040299201
2016-06-21,19072633528
2016-06-22,19047997850
2016-06-23,19340546520
2016-06-24,18529108894
2016-06-27,18016378857
2016-06-28,18387453749
2016-06-29,18732353233
2016-06-30,19035680011
2016-07-01,19080332177
2016-07-05,18837054862
2016-07-06,18946375681
2016-07-07,18974090818
2016-07-08,19349784899
2016-07-11,19425231661
2016-07-12,19633095189
2016-07-13,19609999242
2016-07-14,19671588435
2016-07-15,19654651407
2016-07-18,19696224113
2016-07-19,19637714379
2016-07-20,19762432496
2016-07-21,19694684383
2016-07-22,19831720339
2016-07-25,19796306552
2016-07-26,19907167101
2016-07-27,19791687363
2016-07-28,19874832774
2016-07-29,19905627371
2016-08-01,19811703851
2016-08-02,19605380052
2016-08-03,19710081681
2016-08-04,19714700871
2016-08-05,19879451964
2016-08-08,19888690343
2016-08-09,19856356016
2016-08-10,19804005202
2016-08-11,19931802778
2016-08-12,19919484940
2016-08-15,20039583867
2016-08-16,19877912234
2016-08-17,19873293044
2016-08-18,19999550891
2016-08-19,20019567379
2016-08-22,20047282516
2016-08-23,20118110089
2016-08-24,19974915214
2016-08-25,19982613863
2016-08-26,19928723319
2016-08-29,20045742786
2016-08-30,20002630351
2016-08-31,19927183589
2016-09-01,19948739807
2016-09-02,20079616843
2016-09-06,20110411440
2016-09-07,20170460904
2016-09-08,20070378464
2016-09-09,19508377072
2016-09-12,19797846282
2016-09-13,19468344096
2016-09-14,19443708419
2016-09-15,19650032218
2016-09-16,19556108697
2016-09-19,19614618431
2016-09-20,19469883826
2016-09-21,19754733847
2016-09-22,19917945210
2016-09-23,19833260069
2016-09-26,19708541952
2016-09-27,19796306552
2016-09-28,19941041157
2016-09-29,19767051685
2016-09-30,19930263048
2016-10-03,19836339528
2016-10-04,19703922762
2016-10-05,19797846282
2016-10-06,19787068173
2016-10-07,19670048706
2016-10-10,19759353036
2016-10-11,19457565988
2016-10-12,19482201665
2016-10-13,19405215173
2016-10-14,19375960306
2016-10-17,19322069762
2016-10-18,19456026258
2016-10-19,19545330588
2016-10-20,19496059234
2016-10-21,19483741395
2016-10-24,19562267617
2016-10-25,19412913822
2016-10-26,19357483548
2016-10-27,19203510564
2016-10-28,19246623000
2016-10-31,19318990302
2016-11-01,19160398128
2016-11-02,18969471628
2016-11-03,18914041354
2016-11-04,18927898923
2016-11-07,19332847871
2016-11-08,19417533012
2016-11-09,19589982754
2016-11-10,19643873298
2016-11-11,19682366544
2016-11-14,19862514936
2016-11-15,20018027649
2016-11-16,19970296024
2016-11-17,20113490899
2016-11-18,20071918194
2016-11-21,20228970637
2016-11-22,20305957129
2016-11-23,20364466863
2016-11-25,20421436867
2016-11-28,20270543343
2016-11-29,20279781722
2016-11-30,20225891178
2016-12-01,20058060625
2016-12-02,20085775762
2016-12-05,20287480371
2016-12-06,20412198488
2016-12-07,20684730670
2016-12-08,20812528247
2016-12-09,20815607706
2016-12-12,20700127968
2016-12-13,20777114460
2016-12-14,20555393364
2016-12-15,20620062017
2016-12-16,20541535795
2016-12-19,20581568771
2016-12-20,20669333372
2016-12-21,20627760666
2016-12-22,20416817678
2016-12-23,20469168492
2016-12-27,20533837146
2016-12-28,20310576319
2016-12-29,20330592807
2016-12-30,20267463883
2017-01-03,20433754706
2017-01-04,20698588239
2017-01-05,20620062017
2017-01-06,20673952561
2017-01-09,20563092013
2017-01-10,20607744178
2017-01-11,20663174452
2017-01-12,20629300396
2017-01-13,20689349860
2017-01-17,20613903097
2017-01-18,20712445807
2017-01-19,20586187960
2017-01-20,20678571751
2017-01-23,20623141476
2017-01-24,20871037981
2017-01-25,21051186372
2017-01-26,20974199880
2017-01-27,20928007985
2017-01-30,20815607706
2017-01-31,20866418791
2017-02-01,20831005005
2017-02-02,20881816090
2017-02-03,21048106912
2017-02-06,20984977989
2017-02-07,20963421771
2017-02-08,21023471235
2017-02-09,21182063408
2017-02-10,21280606118
2017-02-13,21354513150
2017-02-14,21406863965
2017-02-15,21493088836
2017-02-16,21433039372
2017-02-17,21476151808
2017-02-21,21619346683
2017-02-22,21560836949
2017-02-23,21502327215
2017-02-24,21560836949
2017-02-27,21620886413
2017-02-28,21502327215
2017-03-01,21754842909
2017-03-02,21574694518
2017-03-03,21580853437
2017-03-06,21473072348
2017-03-07,21369910449
2017-03-08,21325258284
2017-03-09,21300622606
2017-03-10,21417642074
2017-03-13,21471532618
2017-03-14,21374529638
2017-03-15,21623965872
2017-03-16,21580853437
2017-03-17,21585472626
2017-03-20,21522343703
2017-03-21,21175904489
2017-03-22,21248271792
2017-03-23,21254430711
2017-03-24,21271367739
2017-03-27,21231334763
2017-03-28,21389926937
2017-03-29,21402244776
2017-03-30,21445357211
2017-03-31,21439198292
2017-04-03,21349893961
2017-04-04,21303702066
2017-04-05,21219016925
2017-04-06,21356052880
2017-04-07,21337576122
2017-04-10,21388387207
2017-04-11,21408403695
2017-04-12,21245192332
2017-04-13,21112775566
2017-04-17,21308321255
2017-04-18,21255970441
2017-04-19,21296003417
2017-04-20,21482310727
2017-04-21,21416102344
2017-04-24,21662459118
2017-04-25,21781018316
2017-04-26,21782558046
2017-04-27,21807193723
2017-04-28,21690174256
2017-05-01,21713270203
2017-05-02,21708651014
2017-05-03,21614727493
2017-05-04,21636283711
2017-05-05,21793336155
2017-05-08,21740985340
2017-05-09,21728667502
2017-05-10,21834908861
2017-05-11,21724048312
2017-05-12,21619346683
2017-05-15,21788716965
2017-05-16,21748683990
2017-05-17,21368370719
2017-05-18,21429959913
2017-05-19,21610108304
2017-05-22,21757922369
2017-05-23,21762541558
2017-05-24,21805653994
2017-05-25,21927292651
2017-05-26,21902656974
2017-05-30,21861084268
2017-05-31,21887259675
2017-06-01,22145934288
2017-06-02,22170569966
2017-06-05,22104361583
2017-06-06,22025835361
2017-06-07,22059709417
2017-06-08,22096662933
2017-06-09,22081265635
2017-06-12,22090504014
2017-06-13,22255255107
2017-06-14,22178268615
2017-06-15,22128997260
2017-06-16,22128997260
2017-06-19,22255255107
2017-06-20,22050471038
2017-06-21,22024295631
2017-06-22,22039692929
2017-06-23,22041232659
2017-06-26,22107441042
2017-06-27,21888799405
2017-06-28,22092043744
2017-06-29,21904196703
2017-06-30,21944229679
2017-07-03,22033534010
2017-07-05,22015057252
2017-07-06,21782558046
2017-07-07,21971944816
2017-07-10,21976564006
2017-07-11,21979643466
2017-07-12,22145934288
2017-07-13,22179808345
2017-07-14,22278351054
2017-07-17,22324542950
2017-07-18,22278351054
2017-07-19,22427704849
2017-07-20,22404608901
2017-07-21,22409228091
2017-07-24,22421545930
2017-07-25,22498532422
2017-07-26,22452340526
2017-07-27,22375354034
2017-07-28,22356877276
2017-07-31,22339940248
2017-08-01,22392291063
2017-08-02,22287589434
2017-08-03,22216761861
2017-08-04,22255255107
2017-08-07,22289129163
2017-08-08,22199824833
2017-08-09,22141315099
2017-08-10,21810273183
2017-08-11,21845686969
2017-08-14,22070487526
2017-08-15,22015057252
2017-08-16,22099742393
2017-08-17,21762541558
2017-08-18,21708651014
2017-08-21,21733286691
2017-08-22,21948848869
2017-08-23,21916514542
2017-08-24,21921133732
2017-08-25,21988881845
2017-08-28,21976564006
2017-08-29,21928832381
2017-08-30,22048931308
2017-08-31,22204444022
2017-09-01,22301447002
2017-09-05,22113599962
2017-09-06,22152093208
2017-09-07,22136695909
2017-09-08,22152093208
2017-09-11,22379973224
2017-09-12,22476976204
2017-09-13,22427704849
2017-09-14,22403069172
2017-09-15,22450800797
2017-09-18,22500072151
2017-09-19,22463118635
2017-09-20,22467737825
2017-09-21,22420006200
2017-09-22,22472357014
2017-09-25,22455419986
2017-09-26,22483135123
2017-09-27,22515469450
2017-09-28,22541644857
2017-09-29,22634028648
2017-10-02,22734111087
2017-10-03,22763365954
2017-10-04,22837272986
2017-10-05,22918878668
2017-10-06,22877305962
2017-10-09,22804938660
2017-10-10,22848051095
2017-10-11,22851130555
2017-10-12,22881925152
2017-10-13,22921958128
2017-10-16,22934275966
2017-10-17,22929656777
2017-10-18,22945054075
2017-10-19,22971229482
2017-10-20,23131361386
2017-10-23,23051295434
2017-10-24,23071311922
2017-10-25,22880385422
2017-10-26,22952752724
2017-10-27,22989706241
2017-10-30,22863448394
2017-10-31,22961991103
2017-11-01,22934275966
2017-11-02,22883464882
2017-11-03,22929656777
2017-11-06,23032818676
2017-11-07,22965070563
2017-11-08,23020500837
2017-11-09,22923497857
2017-11-10,22934275966
2017-11-13,22982007591
2017-11-14,22995865160
2017-11-15,22877305962
2017-11-16,23066692733
2017-11-17,23143679225
2017-11-20,23203728688
2017-11-21,23306890588
2017-11-22,23299191938
2017-11-24,23339224914
2017-11-27,23283794640
2017-11-28,23523992495
2017-11-29,23548628172
2017-11-30,23685664128
2017-12-01,23628694124
2017-12-04,23617916015
2017-12-05,23477800600
2017-12-06,23411592217
2017-12-07,23574803580
2017-12-08,23722617644
2017-12-11,23730316294
2017-12-12,23690283318
2017-12-13,23674886019
2017-12-14,23537850064
2017-12-15,23747253322
2017-12-18,23947418201
2017-12-19,23859653600
