,WRB
2023-04-27,10436389920
2023-04-28,10639537920
2023-05-01,10785804480
2023-05-02,10544735520
2023-05-03,10490562720
2023-05-04,10466184960
2023-05-05,10590782400
2023-05-08,10601616960
2023-05-09,10644955200
2023-05-10,10653081120
2023-05-11,10631412000
2023-05-12,10639537920
2023-05-15,10658498400
2023-05-16,10520357760
2023-05-17,10371382560
2023-05-18,10390343040
2023-05-19,10409303520
2023-05-22,10539318240
2023-05-23,10430972640
2023-05-24,10257619680
2023-05-25,10130313600
2023-05-26,10138439520
2023-05-30,10263036960
2023-05-31,10054471680
2023-06-01,10276580160
2023-06-02,10409303520
2023-06-05,10368673920
2023-06-06,10393051680
2023-06-07,10420138080
2023-06-08,10347004800
2023-06-09,10328044320
2023-06-12,10319918400
2023-06-13,10319918400
2023-06-14,10208864160
2023-06-15,10544735520
2023-06-16,10704545280
2023-06-20,10555570080
2023-06-21,10634120640
2023-06-22,10558278720
2023-06-23,10512231840
2023-06-26,10593491040
2023-06-27,10604325600
2023-06-28,10495980000
2023-06-29,10674750240
2023-06-30,10689574610
2023-07-03,10711109890
2023-07-05,10711109890
2023-07-06,10689574610
2023-07-07,10743412810
2023-07-10,10676115060
2023-07-11,10748796630
2023-07-12,10700342250
2023-07-13,10581898210
2023-07-14,10576514390
2023-07-17,10861856850
2023-07-18,10867240670
2023-07-19,10880700220
2023-07-20,11061058190
2023-07-21,11050290550
2023-07-24,11004528080
2023-07-25,10899543590
2023-07-26,11085285380
2023-07-27,11217188970
2023-07-28,11195653690
2023-07-31,11071825830
2023-08-01,11071825830
2023-08-02,11244108070
2023-08-03,11187577960
2023-08-04,11109512570
2023-08-07,11308713910
2023-08-08,11249491890
2023-08-09,11262951440
2023-08-10,11362552110
2023-08-11,11475612330
2023-08-14,11448693230
2023-08-15,11260259530
2023-08-16,11238724250
2023-08-17,11098744930
2023-08-18,11114896390
2023-08-21,11001836170
2023-08-22,10896851680
2023-08-23,10942614150
2023-08-24,10913003140
2023-08-25,10934538420
2023-08-28,10996452350
2023-08-29,11082593470
2023-08-30,11066442010
2023-08-31,11101436840
2023-09-01,11203729420
2023-09-05,11082593470
2023-09-06,11042214820
2023-09-07,11087977290
2023-09-08,11114896390
2023-09-11,11166042680
2023-09-12,11354476380
2023-09-13,11335633010
2023-09-14,11594056370
2023-09-15,11507915250
2023-09-18,11666737940
2023-09-19,11739419510
2023-09-20,11782490070
2023-09-21,11688273220
2023-09-22,11647894570
2023-09-25,11647894570
2023-09-26,11561753450
2023-09-27,11548293900
2023-09-28,11674813670
2023-09-29,11394855030
2023-10-02,11286773350
2023-10-03,11200676390
2023-10-04,11380941900
2023-10-05,11520849460
2023-10-06,11464348330
2023-10-09,11440133560
2023-10-10,11335202890
2023-10-11,11504706280
2023-10-12,11380941900
2023-10-13,11450895680
2023-10-16,11660757020
2023-10-17,11854475180
2023-10-18,11701114970
2023-10-19,11523539990
2023-10-20,11351346070
2023-10-23,11281392290
2023-10-24,11975549030
2023-10-25,12029359630
2023-10-26,12026669100
2023-10-27,11717258150
2023-10-30,11964786910
2023-10-31,12093932350
2023-11-01,12185410370
2023-11-02,12163886130
2023-11-03,12174648250
2023-11-06,12231149380
2023-11-07,12249983090
2023-11-08,12180029310
2023-11-09,12091241820
2023-11-10,12223077790
2023-11-13,12336080050
2023-11-14,12282269450
2023-11-15,12293031570
2023-11-16,12513655030
2023-11-17,12594370930
2023-11-20,12492130790
2023-11-21,12761183790
2023-11-22,12747731140
2023-11-24,12884948170
2023-11-27,12879567110
2023-11-28,12761183790
2023-11-29,12658943650
2023-11-30,13014093610
2023-12-01,13140548520
2023-12-04,13210502300
2023-12-05,13132476930
2023-12-06,12927996650
2023-12-07,12718135310
2023-12-08,12793470150
2023-12-11,13032927320
2023-12-12,13145929580
2023-12-13,13057142090
2023-12-14,12766564850
2023-12-15,12594370930
2023-12-18,12685848950
2023-12-19,12583608810
2023-12-20,12432939130
2023-12-21,12513655030
2023-12-22,12594370930
2023-12-26,12572846690
2023-12-27,12564775100
2023-12-28,12632038350
2023-12-29,12685848950
2024-01-02,12900949100
2024-01-03,12973366070
2024-01-04,13083332580
2024-01-05,13295219270
2024-01-08,12984094510
2024-01-09,12914359650
2024-01-10,12874128000
2024-01-11,13032372490
2024-01-12,13018961940
2024-01-16,13107471570
2024-01-17,13182570650
2024-01-18,13300583490
2024-01-19,13466874310
2024-01-22,13783363290
2024-01-23,13729721090
2024-01-24,13890647690
2024-01-25,14888392610
2024-01-26,14566539410
2024-01-29,14518261430
2024-01-30,14596042620
2024-01-31,14641638490
2024-02-01,14354652720
2024-02-02,14459255010
2024-02-05,14550446750
2024-02-06,14392202260
2024-02-07,14365381160
2024-02-08,14282235750
2024-02-09,14389520150
2024-02-12,14432433910
2024-02-13,14472665560
2024-02-14,14647002710
2024-02-15,14711373350
2024-02-16,14770379770
2024-02-20,14657731150
2024-02-21,14925942150
2024-02-22,15325576540
2024-02-23,15253159570
2024-02-26,15229020580
2024-02-27,15178060490
2024-02-28,15119054070
2024-02-29,14947399030
2024-03-01,14786472430
2024-03-04,14950081140
2024-03-05,15027862330
2024-03-06,15151239390
2024-03-07,15054683430
2024-03-08,15092232970
2024-03-11,15188788930
2024-03-12,15312165990
2024-03-13,15285344890
2024-03-14,15239749020
2024-03-15,15290709110
2024-03-18,15196835260
2024-03-19,15376536630
2024-03-20,15440907270
2024-03-21,15344351310
2024-03-22,15419450390
2024-03-25,15505277910
2024-03-26,15473092590
2024-03-27,15765442580
2024-03-28,15813720560
2024-04-01,23347923098
2024-04-02,23283879421
2024-04-03,23227841203
2024-04-04,23111762038
2024-04-05,23283879421
2024-04-08,23171802985
2024-04-09,22347240640
2024-04-10,22395273398
2024-04-11,21930956738
2024-04-12,21922951278
2024-04-15,21882923980
2024-04-16,21914945819
2024-04-17,21538689215
2024-04-18,21610738352
2024-04-19,21986994956
2024-04-22,22263183314
2024-04-23,21102391663
2024-04-24,20774167817
2024-04-25,20790178737
2024-04-26,20453949431
2024-04-29,20650083192
2024-04-30,20538006757
2024-05-01,20754154168
2024-05-02,21082378014
2024-05-03,20962296119
2024-05-06,21002323418
2024-05-07,20962296119
2024-05-08,20962296119
2024-05-09,21026339796
2024-05-10,21278511776
2024-05-13,20978307039
2024-05-14,21034345256
2024-05-15,20914263361
2024-05-16,20970301579
2024-05-17,21162432611
2024-05-20,20994317958
2024-05-21,21142418962
2024-05-22,21370574562
2024-05-23,21042350716
2024-05-24,21158429881
2024-05-28,20966298849
2024-05-29,20802186926
2024-05-30,21214468099
2024-05-31,21622746541
2024-06-03,21366571832
2024-06-04,21438620969
2024-06-05,21306530885
2024-06-06,21242487207
2024-06-07,21402596401
2024-06-10,21286517235
2024-06-11,20938279740
2024-06-12,20858225144
2024-06-13,20886244252
2024-06-14,20854222414
2024-06-17,21274509046
2024-06-18,21394590941
2024-06-20,21622746541
2024-06-21,21478648267
2024-06-24,21570711053
2024-06-25,21590724703
2024-06-26,21162432611
2024-06-27,21182446260
2024-06-28,20970301579
2024-07-01,21086380744
2024-07-02,21138416232
2024-07-03,21126408042
2024-07-05,20986312498
2024-07-08,21246489937
2024-07-09,21014331607
2024-07-10,21250492667
2024-07-11,20930274281
2024-07-12,21394590941
2024-07-15,21622746541
2024-07-16,21786858464
2024-07-17,22331229721
2024-07-18,22499344374
2024-07-19,20630069543
2024-07-22,20742145979
2024-07-23,20898252442
2024-07-24,20930274281
2024-07-25,21210940465
2024-07-26,21857738725
2024-07-29,21809228856
2024-07-30,22419644714
2024-07-31,22286242573
2024-08-01,22140712965
2024-08-02,22306455019
2024-08-05,22124543008
2024-08-06,22274115106
2024-08-07,22629854149
2024-08-08,22924955856
2024-08-09,23094740399
