,R
2009-04-17,1397521400
2009-04-20,1315769160
2009-04-21,1341731020
2009-04-22,1416302320
2009-04-23,1420721360
2009-04-24,1485349820
2009-04-27,1422930880
2009-04-28,1399730920
2009-04-29,1452207020
2009-04-30,1529540220
2009-05-01,1585330600
2009-05-04,1658244760
2009-05-05,1632835280
2009-05-06,1692492320
2009-05-07,1631730520
2009-05-08,1653825720
2009-05-11,1509102160
2009-05-12,1511311680
2009-05-13,1416854700
2009-05-14,1438949900
2009-05-15,1445026080
2009-05-18,1479273640
2009-05-19,1517387860
2009-05-20,1518492620
2009-05-21,1453864160
2009-05-22,1440607040
2009-05-26,1483140300
2009-05-27,1459387960
2009-05-28,1483140300
2009-05-29,1556606840
2009-06-01,1632835280
2009-06-02,1633940040
2009-06-03,1574835380
2009-06-04,1665425700
2009-06-05,1633940040
2009-06-08,1658797140
2009-06-09,1675368540
2009-06-10,1662111420
2009-06-11,1717901800
2009-06-12,1678682820
2009-06-15,1594721060
2009-06-16,1572625860
2009-06-17,1553844940
2009-06-18,1588644880
2009-06-19,1620682920
2009-06-22,1507997400
2009-06-23,1491978380
2009-06-24,1495845040
2009-06-25,1590854400
2009-06-26,1566549680
2009-06-29,1579806800
2009-06-30,1543724720
2009-07-01,1567499850
2009-07-02,1462446950
2009-07-06,1439777640
2009-07-07,1375640080
2009-07-08,1370110980
2009-07-09,1383380820
2009-07-10,1391674470
2009-07-13,1408261770
2009-07-14,1399415210
2009-07-15,1441436370
2009-07-16,1479034250
2009-07-17,1498939010
2009-07-20,1532113610
2009-07-21,1498939010
2009-07-22,1522161230
2009-07-23,1724526290
2009-07-24,1783134750
2009-07-27,1867729980
2009-07-28,1870494530
2009-07-29,1843401940
2009-07-30,1902010400
2009-07-31,1942372830
2009-08-03,2010933669
2009-08-04,2074518320
2009-08-05,2067330490
2009-08-06,2018674410
2009-08-07,2144737890
2009-08-10,2162431010
2009-08-11,2188970690
2009-08-12,2218827830
2009-08-13,2216063280
2009-08-14,2170171750
2009-08-17,2089446890
2009-08-18,2094975990
2009-08-19,2144184980
2009-08-20,2133679690
2009-08-21,2206110900
2009-08-24,2182335770
2009-08-25,2224356930
2009-08-26,2161878100
2009-08-27,2169618840
2009-08-28,2161325190
2009-08-31,2101058000
2009-09-01,2035261710
2009-09-02,2063460120
2009-09-03,2073965410
2009-09-04,2107692919
2009-09-08,2145290799
2009-09-09,2239838410
2009-09-10,2325539460
2009-09-11,2350420410
2009-09-14,2367560620
2009-09-15,2351526230
2009-09-16,2303975970
2009-09-17,2270248460
2009-09-18,2277436290
2009-09-21,2286282850
2009-09-22,2285729940
2009-09-23,2227121480
2009-09-24,2133126780
2009-09-25,2139761700
2009-09-28,2183994500
2009-09-29,2202240530
2009-09-30,2161541340
2009-10-01,2059717580
2009-10-02,2021533670
2009-10-05,2091814199
2009-10-06,2093474370
2009-10-07,2102328610
2009-10-08,2116716750
2009-10-09,2139959130
2009-10-12,2350800720
2009-10-13,2302102400
2009-10-14,2433809220
2009-10-15,2417207520
2009-10-16,2476420250
2009-10-19,2501876190
2009-10-20,2559428750
2009-10-21,2505196530
2009-10-22,2464799060
2009-10-23,2462032110
2009-10-26,2447643970
2009-10-27,2370169370
2009-10-28,2268899000
2009-10-29,2308189690
2009-10-30,2243996450
2009-11-02,2251190520
2009-11-03,2300995620
2009-11-04,2279413410
2009-11-05,2341393090
2009-11-06,2338626140
2009-11-09,2408353280
2009-11-10,2412780400
2009-11-11,2462032110
2009-11-12,2379577000
2009-11-13,2398392260
2009-11-16,2428828710
2009-11-17,2387877850
2009-11-18,2395071920
2009-11-19,2336412580
2009-11-20,2277753240
2009-11-23,2321471050
2009-11-24,2299335450
2009-11-25,2302102400
2009-11-27,2246763400
2009-11-30,2243443060
2009-12-01,2276646460
2009-12-02,2292141380
2009-12-03,2257277810
2009-12-04,2353567670
2009-12-07,2325898170
2009-12-08,2299888840
2009-12-09,2303209180
2009-12-10,2300442230
2009-12-11,2307636300
2009-12-14,2379023610
2009-12-15,2379577000
2009-12-16,2371829540
2009-12-17,2367402420
2009-12-18,2382897340
2009-12-21,2432702440
2009-12-22,2391751580
2009-12-23,2397285480
2009-12-24,2405032940
2009-12-28,2376256660
2009-12-29,2365188860
2009-12-30,2336965970
2009-12-31,2168794430
2010-01-04,2188812450
2010-01-05,2149303200
2010-01-06,2119802960
2010-01-07,2080820500
2010-01-08,2125070860
2010-01-11,2164580110
2010-01-12,2057114949
2010-01-13,2118749380
2010-01-14,2136133449
2010-01-15,2100838520
2010-01-19,2113481479
2010-01-20,2086615190
2010-01-21,2036043350
2010-01-22,1971774970
2010-01-25,1955444479
2010-01-26,1944381889
2010-01-27,1959658800
2010-01-28,1923837080
2010-01-29,1917515600
2010-02-01,1954390900
2010-02-02,1967033860
2010-02-03,1814791550
2010-02-04,1714701449
2010-02-05,1745782060
2010-02-08,1721022930
2010-02-09,1759478600
2010-02-10,1749469590
2010-02-11,1793193160
2010-02-12,1798987850
2010-02-16,1827961300
2010-02-17,1824800560
2010-02-18,1827434509
2010-02-19,1835863150
2010-02-22,1850086479
2010-02-23,1813737970
2010-02-24,1836389940
2010-02-25,1830068460
2010-02-26,1859041910
2010-03-01,1859041910
2010-03-02,1847979320
2010-03-03,1849559690
2010-03-04,1859041910
2010-03-05,1891702889
2010-03-08,1896970790
2010-03-09,1928578190
2010-03-10,1919095970
2010-03-11,1894336840
2010-03-12,1938587199
2010-03-15,1947015840
2010-03-16,1985471509
2010-03-17,2027614710
2010-03-18,2029721870
2010-03-19,2038150509
2010-03-22,2042364830
2010-03-23,2048686310
2010-03-24,2030248660
2010-03-25,2015498540
2010-03-26,2031302240
2010-03-29,2047105940
2010-03-30,2055007790
2010-03-31,2017225440
2010-04-01,2039604360
2010-04-05,2061983279
2010-04-06,2162948640
2010-04-07,2171796120
2010-04-08,2177520960
2010-04-09,2208747360
2010-04-12,2223319680
2010-04-13,2235289800
2010-04-14,2275884120
2010-04-15,2286813360
2010-04-16,2256107400
2010-04-19,2256627840
2010-04-20,2270679720
2010-04-21,2380492560
2010-04-22,2485621440
2010-04-23,2464283400
2010-04-26,2479376160
2010-04-27,2435138760
2010-04-28,2438781840
2010-04-29,2470008240
2010-04-30,2421086880
2010-05-03,2488223640
2010-05-04,2390380920
2010-05-05,2408596320
2010-05-06,2353950120
2010-05-07,2209788240
2010-05-10,2332091640
2010-05-11,2396105760
2010-05-12,2456476800
2010-05-13,2418484680
2010-05-14,2341459560
2010-05-17,2371645080
2010-05-18,2353950120
2010-05-19,2341980000
2010-05-20,2200420320
2010-05-21,2262873120
2010-05-24,2264954880
2010-05-25,2263914000
2010-05-26,2297222160
2010-05-27,2366440680
2010-05-28,2338857360
2010-06-01,2262352680
2010-06-02,2315958000
2010-06-03,2337296040
2010-06-04,2168673480
2010-06-07,2090607480
2010-06-08,2115588600
2010-06-09,2149417200
2010-06-10,2269118400
2010-06-11,2284211160
2010-06-14,2282649840
2010-06-15,2363838480
2010-06-16,2315958000
2010-06-17,2323244160
2010-06-18,2315437560
2010-06-21,2300865240
2010-06-22,2203542960
2010-06-23,2214992640
2010-06-24,2189491080
2010-06-25,2214472200
2010-06-28,2187929760
2010-06-29,2101016279
2010-06-30,2068184069
2010-07-01,2066127710
2010-07-02,1996725560
2010-07-06,1973077420
2010-07-07,2065613620
2010-07-08,2106740819
2010-07-09,2113938079
2010-07-12,2099543560
2010-07-13,2140670760
2010-07-14,2139642579
2010-07-15,2116508530
2010-07-16,2047620470
2010-07-19,2080522230
2010-07-20,2136558040
2010-07-21,2124219880
2010-07-22,2220354710
2010-07-23,2223439250
2010-07-26,2233721050
2010-07-27,2259939640
2010-07-28,2245545120
2010-07-29,2252742380
2010-07-30,2245031030
2010-08-02,2264052360
2010-08-03,2217784260
2010-08-04,2270735530
2010-08-05,2271249620
2010-08-06,2237319680
2010-08-09,2275876430
2010-08-10,2217784260
2010-08-11,2104170370
2010-08-12,2094402660
2010-08-13,2073324970
2010-08-16,2074353150
2010-08-17,2114452170
2010-08-18,2115994439
2010-08-19,2038366850
2010-08-20,2021401880
2010-08-23,1979246500
2010-08-24,1948915189
2010-08-25,1957140630
2010-08-26,1956112449
2010-08-27,2015232800
2010-08-30,1969992880
2010-08-31,1972563329
2010-09-01,2033225949
2010-09-02,2082064500
2010-09-03,2107254910
2010-09-07,2064071350
2010-09-08,2102628100
2010-09-09,2137072130
2010-09-10,2137072130
2010-09-13,2171002070
2010-09-14,2179741600
2010-09-15,2173058430
2010-09-16,2156607550
2010-09-17,2164318900
2010-09-20,2202875650
2010-09-21,2239890130
2010-09-22,2229608330
2010-09-23,2162776630
2010-09-24,2223953340
2010-09-27,2201333380
2010-09-28,2217784260
2010-09-29,2207502460
2010-09-30,2188744356
2010-10-01,2175438920
2010-10-04,2142687075
2010-10-05,2215866978
2010-10-06,2216378725
2010-10-07,2208190764
2010-10-08,2242477851
2010-10-11,2270623968
2010-10-12,2262947754
2010-10-13,2344827365
2010-10-14,2325380958
2010-10-15,2322310472
2010-10-18,2339709890
2010-10-19,2304911055
2010-10-20,2360691540
2010-10-21,2285464647
2010-10-22,2296211346
2010-10-25,2286488142
2010-10-26,2256806783
2010-10-27,2232754647
2010-10-28,2232242900
2010-10-29,2238895618
2010-11-01,2250665812
2010-11-02,2272670958
2010-11-03,2286488142
2010-11-04,2315146006
2010-11-05,2314634259
2010-11-08,2306446297
2010-11-09,2271647463
2010-11-10,2281370667
2010-11-11,2275229696
2010-11-12,2227637172
2010-11-15,2229684162
2010-11-16,2182603386
2010-11-17,2203585036
2010-11-18,2232754647
2010-11-19,2241966104
2010-11-22,2230707657
2010-11-23,2198979308
2010-11-24,2268065230
2010-11-26,2245548337
2010-11-29,2248618822
2010-11-30,2206143774
2010-12-01,2274206201
2010-12-02,2313099016
2010-12-03,2313099016
2010-12-06,2321798725
2010-12-07,2344315618
2010-12-08,2337662899
2010-12-09,2393443384
2010-12-10,2439500666
2010-12-13,2384743676
2010-12-14,2407260569
2010-12-15,2521892024
2010-12-16,2560273092
2010-12-17,2590466199
2010-12-20,2607353869
2010-12-21,2627312024
2010-12-22,2622194548
2010-12-23,2606842121
2010-12-27,2620659305
2010-12-28,2629870762
2010-12-29,2630894257
2010-12-30,2648293674
2010-12-31,2664952640
2011-01-03,2661408820
2011-01-04,2630020700
2011-01-05,2631539480
2011-01-06,2640145900
2011-01-07,2627995660
2011-01-10,2655333700
2011-01-11,2609770300
2011-01-12,2621414280
2011-01-13,2607745260
2011-01-14,2603695180
2011-01-18,2581419740
2011-01-19,2558131780
2011-01-20,2518137240
2011-01-21,2505480740
2011-01-24,2512568380
2011-01-25,2476623920
2011-01-26,2503961960
2011-01-27,2501936920
2011-01-28,2416378980
2011-01-31,2434098080
2011-02-01,2505480740
2011-02-02,2467511240
2011-02-03,2568763240
2011-02-04,2551044140
2011-02-07,2533325040
2011-02-08,2521174800
2011-02-09,2497380580
2011-02-10,2521681060
2011-02-11,2496368060
2011-02-14,2479155220
2011-02-15,2451310920
2011-02-16,2493330500
2011-02-17,2504974480
2011-02-18,2501430660
2011-02-22,2422454100
2011-02-23,2372840620
2011-02-24,2371828100
2011-02-25,2403216220
2011-02-28,2421441580
2011-03-01,2354109000
2011-03-02,2372334360
2011-03-03,2464473680
2011-03-04,2433085560
2011-03-07,2380940780
2011-03-08,2453335960
2011-03-09,2448273360
2011-03-10,2403722480
2011-03-11,2422454100
2011-03-14,2389547200
2011-03-15,2421441580
2011-03-16,2388028420
2011-03-17,2390053460
2011-03-18,2420429060
2011-03-21,2500924400
2011-03-22,2466498720
2011-03-23,2472067580
2011-03-24,2489280420
2011-03-25,2513580900
2011-03-28,2498393100
2011-03-29,2523706100
2011-03-30,2540412680
2011-03-31,2557627600
2011-04-01,2560660360
2011-04-04,2548529320
2011-04-05,2583911520
2011-04-06,2592504340
2011-04-07,2572285940
2011-04-08,2513147120
2011-04-11,2525783620
2011-04-12,2557627600
2011-04-13,2536903740
2011-04-14,2534376440
2011-04-15,2575824160
2011-04-18,2506576140
2011-04-19,2521739940
2011-04-20,2557122140
2011-04-21,2584416980
2011-04-25,2550551160
2011-04-26,2676916160
2011-04-27,2709265600
2011-04-28,2732011300
2011-04-29,2704211000
2011-05-02,2710276520
2011-05-03,2698650940
2011-05-04,2654170460
2011-05-05,2657708680
2011-05-06,2655181380
2011-05-09,2676410700
2011-05-10,2710781980
2011-05-11,2696629100
2011-05-12,2703705540
2011-05-13,2782557300
2011-05-16,2759811600
2011-05-17,2747680560
2011-05-18,2792161040
2011-05-19,2791655580
2011-05-20,2762338900
2011-05-23,2737571360
2011-05-24,2705221920
2011-05-25,2739087740
2011-05-26,2769920800
2011-05-27,2752229700
2011-05-31,2780030000
2011-06-01,2671861560
2011-06-02,2692079960
2011-06-03,2632941140
2011-06-06,2588966120
2011-06-07,2562682200
2011-06-08,2550045700
2011-06-09,2591998880
2011-06-10,2550045700
2011-06-13,2572791400
2011-06-14,2609184520
2011-06-15,2568747720
2011-06-16,2575318700
2011-06-17,2603119000
2011-06-20,2659225060
2011-06-21,2726956700
2011-06-22,2703200080
2011-06-23,2720891180
2011-06-24,2666301500
2011-06-27,2689047200
2011-06-28,2753746080
2011-06-29,2780030000
2011-06-30,2906478990
2011-07-01,2995948440
2011-07-05,2949935580
2011-07-06,2962716930
2011-07-07,3034292490
2011-07-08,2969363232
2011-07-11,2941755516
2011-07-12,2892163878
2011-07-13,2904945228
2011-07-14,2894208894
2011-07-15,2915170308
2011-07-18,2895231402
2011-07-19,2942778024
2011-07-20,2967829470
2011-07-21,3003617250
2011-07-22,2997482202
2011-07-25,2994925932
2011-07-26,2947379310
2011-07-27,2959138152
2011-07-28,2921305356
2011-07-29,2879382528
2011-08-01,2856376098
2011-08-02,2697887358
2011-08-03,2666189610
2011-08-04,2502077076
2011-08-05,2477536884
2011-08-08,2180498310
2011-08-09,2303199270
2011-08-10,2226511170
2011-08-11,2331318240
2011-08-12,2362504734
2011-08-15,2399315022
2011-08-16,2338987050
2011-08-17,2348189622
2011-08-18,2164649436
2011-08-19,2088983844
2011-08-22,2076202494
2011-08-23,2150334324
2011-08-24,2197880946
2011-08-25,2165160690
2011-08-26,2268945252
2011-08-29,2323649430
2011-08-30,2386022418
2011-08-31,2406983832
2011-09-01,2357903448
2011-09-02,2267411490
2011-09-06,2199414708
2011-09-07,2303199270
2011-09-08,2264855220
2011-09-09,2185610850
2011-09-12,2174874516
2011-09-13,2249006346
2011-09-14,2302176762
2011-09-15,2338987050
2011-09-16,2317514382
2011-09-19,2284282872
2011-09-20,2213218566
2011-09-21,2081826288
2011-09-22,1993379346
2011-09-23,1989289313
2011-09-26,2012806997
2011-09-27,2073134969
2011-09-28,1981620504
2011-09-29,2016897030
2011-09-30,1918409414
2011-10-03,1813052885
2011-10-04,1916363656
2011-10-05,1971599118
2011-10-06,2024277382
2011-10-07,1993591015
2011-10-10,2094856028
2011-10-11,2114802167
2011-10-12,2212998543
2011-10-13,2226295969
2011-10-14,2299943251
2011-10-17,2206349830
2011-10-18,2328072421
2011-10-19,2316820753
2011-10-20,2357735910
2011-10-21,2408368417
2011-10-24,2465138197
2011-10-25,2396093870
2011-10-26,2500938959
2011-10-27,2624707308
2011-10-28,2649256402
2011-10-31,2605272609
2011-11-01,2512702066
2011-11-02,2561800255
2011-11-03,2634424658
2011-11-04,2634936097
2011-11-07,2611409882
2011-11-08,2643119129
2011-11-09,2538274039
2011-11-10,2565891770
2011-11-11,2716254972
2011-11-14,2710117698
2011-11-15,2738246868
2011-11-16,2680965649
2011-11-17,2614478519
2011-11-18,2615501398
2011-11-21,2562823134
2011-11-22,2513724945
2011-11-23,2430360313
2011-11-25,2390468036
2011-11-28,2464626757
2011-11-29,2502473277
2011-11-30,2673805496
2011-12-01,2662042389
2011-12-02,2702957546
2011-12-05,2742338384
2011-12-06,2708583380
2011-12-07,2713186335
2011-12-08,2647722084
2011-12-09,2711652016
2011-12-12,2690171559
2011-12-13,2635447537
2011-12-14,2560265936
2011-12-15,2572029044
2011-12-16,2596066698
2011-12-19,2542876995
2011-12-20,2656927994
2011-12-21,2699888909
2011-12-22,2731598155
2011-12-23,2745918460
2011-12-27,2757681568
2011-12-28,2695285954
2011-12-29,2734666792
2011-12-30,2717789290
2012-01-03,2788256682
2012-01-04,2786718475
2012-01-05,2815944409
2012-01-06,2802100545
2012-01-09,2802613281
2012-01-10,2879523635
2012-01-11,2868756185
2012-01-12,2852861379
2012-01-13,2822609973
2012-01-17,2822609973
2012-01-18,2874909013
2012-01-19,2901058534
2012-01-20,2845170343
2012-01-23,2822097237
2012-01-24,2796460453
2012-01-25,2871832599
2012-01-26,2896956648
2012-01-27,2931822675
2012-01-30,2918491547
2012-01-31,2885676463
2012-02-01,2919517018
2012-02-02,2718524628
2012-02-03,2698015200
2012-02-06,2691862372
2012-02-07,2720575571
2012-02-08,2747237827
2012-02-09,2776463761
2012-02-10,2758518012
2012-02-13,2812355259
2012-02-14,2774925554
2012-02-15,2743135941
2012-02-16,2764670840
2012-02-17,2753390655
2012-02-21,2708782650
2012-02-22,2665200116
2012-02-23,2715960949
2012-02-24,2682633130
2012-02-27,2661610966
2012-02-28,2687760486
2012-02-29,2729292077
2012-03-01,2779027439
2012-03-02,2744161412
2012-03-05,2704680764
2012-03-06,2659047288
2012-03-07,2673916623
2012-03-08,2714422742
2012-03-09,2743135941
2012-03-12,2746212355
2012-03-13,2815431673
2012-03-14,2776976497
2012-03-15,2846195815
2012-03-16,2839017515
2012-03-19,2848246757
2012-03-20,2801075074
2012-03-21,2806715167
2012-03-22,2758005276
2012-03-23,2779540175
2012-03-26,2757492540
2012-03-27,2720575571
2012-03-28,2707757178
2012-03-29,2703142557
2012-03-30,2707244443
2012-04-02,2755540587
2012-04-03,2726400362
2012-04-04,2731001450
2012-04-05,2729978986
2012-04-09,2653805415
2012-04-10,2562806116
2012-04-11,2576609380
2012-04-12,2607283302
2012-04-13,2542868067
2012-04-16,2553092707
2012-04-17,2569963364
2012-04-18,2536733283
2012-04-19,2506570594
2012-04-20,2515261538
2012-04-23,2473340512
2012-04-24,2474874208
2012-04-25,2504014433
2012-04-26,2506570594
2012-04-27,2516284002
2012-04-30,2490722401
2012-05-01,2521907554
2012-05-02,2551559011
2012-05-03,2493789793
2012-05-04,2416082526
2012-05-07,2382852445
2012-05-08,2396655709
2012-05-09,2358313308
2012-05-10,2325083226
2012-05-11,2311791194
2012-05-14,2270892632
2012-05-15,2262201688
2012-05-16,2227437911
2012-05-17,2152286804
2012-05-18,2101163602
2012-05-21,2171202388
2012-05-22,2168134996
2012-05-23,2218235734
2012-05-24,2253510744
2012-05-25,2228460375
2012-05-29,2264246616
2012-05-30,2195230293
2012-05-31,2209033558
2012-06-01,2131326291
2012-06-04,2122635347
2012-06-05,2129792595
2012-06-06,2190117973
2012-06-07,2185005653
2012-06-08,2193185365
2012-06-11,2144618323
2012-06-12,2156376660
2012-06-13,2107809618
2012-06-14,2103208530
2012-06-15,2154331732
2012-06-18,2162511444
2012-06-19,2175292245
2012-06-20,2168134996
2012-06-21,2083270481
2012-06-22,1811806278
2012-06-25,1755570756
2012-06-26,1768351557
2012-06-27,1777042501
2012-06-28,1788289605
2012-06-29,1840946504
2012-07-02,1778953110
2012-07-03,1776434060
2012-07-05,1767365480
2012-07-06,1729579730
2012-07-09,1732098780
2012-07-10,1692801600
2012-07-11,1684236830
2012-07-12,1682725400
2012-07-13,1747716890
2012-07-16,1733610209
2012-07-17,1755274040
2012-07-18,1779960730
2012-07-19,1803135990
2012-07-20,1770388340
2012-07-23,1746205459
2012-07-24,1849990320
2012-07-25,1889287500
2012-07-26,1919012290
2012-07-27,1984507590
2012-07-30,1978965680
2012-07-31,1987026640
2012-08-01,1951256129
2012-08-02,1938660879
2012-08-03,1984003780
2012-08-06,1997102840
2012-08-07,2013728570
2012-08-08,2031865730
2012-08-09,2043453360
2012-08-10,2057056230
2012-08-13,2068643860
2012-08-14,2060079090
2012-08-15,2079223870
2012-08-16,2095849600
2012-08-17,2145726790
2012-08-20,2113482950
2012-08-21,2113986760
2012-08-22,2075193390
2012-08-23,2046476219
2012-08-24,2039926690
2012-08-27,2046476219
2012-08-28,2037407640
2012-08-29,2023300959
2012-08-30,2005667610
2012-08-31,2015743810
2012-09-04,2015743810
2012-09-05,2005667610
2012-09-06,2066628620
2012-09-07,2099376270
2012-09-10,2135146780
2012-09-11,2154291560
2012-09-12,2149757270
2012-09-13,2167390620
2012-09-14,2165879190
2012-09-17,2100383890
2012-09-18,2079223870
2012-09-19,2103910560
2012-09-20,2041438120
2012-09-21,2015743810
2012-09-24,2026827629
2012-09-25,1967881860
2012-09-26,1949744700
2012-09-27,1968385670
2012-09-28,1967881860
2012-10-01,1995932157
2012-10-02,1976628155
2012-10-03,1991868156
2012-10-04,2111248166
2012-10-05,2134616168
2012-10-08,2139696168
2012-10-09,2137156168
2012-10-10,2131568167
2012-10-11,2153920169
2012-10-12,2148332169
2012-10-15,2178304171
2012-10-16,2239264176
2012-10-17,2259076177
2012-10-18,2252472177
2012-10-19,2210816174
2012-10-22,2206244173
2012-10-23,2327656183
2012-10-24,2265172178
2012-10-25,2259076177
2012-10-26,2275840179
2012-10-31,2292096180
2012-11-01,2356612185
2012-11-02,2323592182
2012-11-05,2301748181
2012-11-06,2413508190
2012-11-07,2345436184
2012-11-08,2311908182
2012-11-09,2294636180
2012-11-12,2316480182
2012-11-13,2310892181
2012-11-14,2235708176
2012-11-15,2223516175
2012-11-16,2246376176
2012-11-19,2304796181
2012-11-20,2307844181
2012-11-21,2316480182
2012-11-23,2337816184
2012-11-26,2342896184
2012-11-27,2353564185
2012-11-28,2367280186
2012-11-29,2415540190
2012-11-30,2391156188
2012-12-03,2407920189
2012-12-04,2422652190
2012-12-05,2441448192
2012-12-06,2460244193
2012-12-07,2468372194
2012-12-10,2506472197
2012-12-11,2495296196
2012-12-12,2501900197
2012-12-13,2502916197
2012-12-14,2519680198
2012-12-17,2480056195
2012-12-18,2587752203
2012-12-19,2582164203
2012-12-20,2580132203
2012-12-21,2561336201
2012-12-24,2562860201
2012-12-26,2525776198
2012-12-27,2495296196
2012-12-28,2473452194
2012-12-31,2544332940
2013-01-02,2603444220
2013-01-03,2647777680
2013-01-04,2646248940
2013-01-07,2631980700
2013-01-08,2618731620
2013-01-09,2650835160
2013-01-10,2711475180
2013-01-11,2706888960
2013-01-14,2714532660
2013-01-15,2768038560
2013-01-16,2770586460
2013-01-17,2792498400
2013-01-18,2802690000
2013-01-22,2821034880
2013-01-23,2812372020
2013-01-24,2869444980
2013-01-25,2852628840
2013-01-28,2829188160
2013-01-29,2826640260
2013-01-30,2764981080
2013-01-31,2893395240
2013-02-01,2950468200
2013-02-04,2890847340
2013-02-05,2998878300
2013-02-06,3001935780
2013-02-07,2972380140
2013-02-08,2966265180
2013-02-11,2922950880
2013-02-12,2946901140
2013-02-13,2939257440
2013-02-14,2958111900
2013-02-15,2926008360
2013-02-19,2934671220
2013-02-20,2878107840
2013-02-21,2832755220
2013-02-22,2855686320
2013-02-25,2772624780
2013-02-26,2757846960
2013-02-27,2840908500
2013-02-28,2863839600
2013-03-01,2824601940
2013-03-04,2832245640
2013-03-05,2889318600
2013-03-06,2953016100
2013-03-07,2968813080
2013-03-08,2998878300
2013-03-11,3022828560
2013-03-12,2986648380
2013-03-13,3075824880
2013-03-14,3129840360
2013-03-15,3108438000
2013-03-18,3098246400
2013-03-19,3049836300
2013-03-20,3036587220
2013-03-21,2966265180
2013-03-22,3061556640
2013-03-25,3063085380
2013-03-26,3067162020
2013-03-27,3026905200
2013-03-28,3044740500
2013-04-01,3018278150
2013-04-02,2999243500
2013-04-03,2979179950
2013-04-04,2958087500
2013-04-05,2975064350
2013-04-08,3045029550
2013-04-09,3027538250
2013-04-10,3162324150
2013-04-11,3114994750
2013-04-12,3157179650
2013-04-15,2923619350
2013-04-16,3016734800
2013-04-17,2912301450
2013-04-18,2885035600
2013-04-19,2940081750
2013-04-22,2946255150
2013-04-23,2742532950
2013-04-24,2929278300
2013-04-25,2938538400
2013-04-26,2925677150
2013-04-29,2958087500
2013-04-30,2987411150
2013-05-01,2915902600
2013-05-02,2920532650
2013-05-03,3007474700
2013-05-06,3073838750
2013-05-07,3132486050
2013-05-08,3138145000
2013-05-09,3127856000
2013-05-10,3148434000
2013-05-13,3101104600
2013-05-14,3165925300
2013-05-15,3204509050
2013-05-16,3144832850
2013-05-17,3216341400
2013-05-20,3279618750
2013-05-21,3293508900
2013-05-22,3231260450
2013-05-23,3245665050
2013-05-24,3219942550
2013-05-28,3269844200
2013-05-29,3248751750
2013-05-30,3259040750
2013-05-31,3243092800
2013-06-03,3216341400
2013-06-04,3177243200
2013-06-05,3098017900
2013-06-06,3146376200
2013-06-07,3229717100
2013-06-10,3224058150
2013-06-11,3165410850
2013-06-12,3156150750
2013-06-13,3205023500
2013-06-14,3194220050
2013-06-17,3180844350
2013-06-18,3196792300
2013-06-19,3164896400
2013-06-20,3091844500
2013-06-21,3111908050
2013-06-24,3027538250
2013-06-25,3105220200
2013-06-26,3124769300
2013-06-27,3163353050
2013-06-28,3127341550
2013-07-01,3135245520
2013-07-02,3109869400
2013-07-03,3097440280
2013-07-05,3119709120
2013-07-08,3113494560
2013-07-09,3143013720
2013-07-10,3119709120
2013-07-11,3154407080
2013-07-12,3149746160
2013-07-15,3178229560
2013-07-16,3127477320
2013-07-17,3155442840
2013-07-18,3218624200
2013-07-19,3245553960
2013-07-22,3264197640
2013-07-23,3242964560
2013-07-24,3193248080
2013-07-25,3192730200
2013-07-26,3192212320
2013-07-29,3135245520
2013-07-30,3153889200
2013-07-31,3202569920
2013-08-01,3349129960
2013-08-02,3355344520
2013-08-05,3313914120
2013-08-06,3220177840
2013-08-07,3158032240
2013-08-08,3156478600
2013-08-09,3140424320
2013-08-12,3138352800
2013-08-13,3099511800
2013-08-14,3099511800
2013-08-15,3054456240
2013-08-16,3049795320
2013-08-19,3003186120
2013-08-20,3043062880
2013-08-21,3011472200
2013-08-22,3082421760
2013-08-23,3071028400
2013-08-26,3053938360
2013-08-27,2956576920
2013-08-28,2914628640
2013-08-29,2936897480
2013-08-30,2879930680
2013-09-03,2872162480
2013-09-04,2912557120
2013-09-05,2926022000
2013-09-06,2950880240
2013-09-09,2989721240
2013-09-10,3045652280
2013-09-11,3120227000
2013-09-12,3085529040
2013-09-13,3079314480
2013-09-16,3128513080
2013-09-17,3112976680
2013-09-18,3162175280
2013-09-19,3180818960
2013-09-20,3127995200
2013-09-23,3086564800
2013-09-24,3069474760
2013-09-25,3085011160
2013-09-26,3104172720
2013-09-27,3091743600
2013-09-30,3146191373
2013-10-01,3213120402
2013-10-02,3202580397
2013-10-03,3127746365
2013-10-04,3158312378
2013-10-07,3100342353
2013-10-08,3033940324
2013-10-09,3026562320
2013-10-10,3129327365
2013-10-11,3141975371
2013-10-14,3178338387
2013-10-15,3132489367
2013-10-16,3155150377
2013-10-17,3199418396
2013-10-18,3269509426
2013-10-21,3255280420
2013-10-22,3332749454
2013-10-23,3376490473
2013-10-24,3440257501
2013-10-25,3443419502
2013-10-28,3488214522
2013-10-29,3504551529
2013-10-30,3469769514
2013-10-31,3469242514
2013-11-01,3492957524
2013-11-04,3530901541
2013-11-05,3501916528
2013-11-06,3490322523
2013-11-07,3397570482
2013-11-08,3403367485
2013-11-11,3436041499
2013-11-12,3448162504
2013-11-13,3477674517
2013-11-14,3484525520
2013-11-15,3585709564
2013-11-18,3592033567
2013-11-19,3583601564
2013-11-20,3573061559
2013-11-21,3629450584
2013-11-22,3636828587
2013-11-25,3624707581
2013-11-26,3634720586
2013-11-27,3665286599
2013-11-29,3680569606
2013-12-02,3667921600
