,NWSA
2022-09-20,9568198000
2022-09-21,9306613000
2022-09-22,9120597000
2022-09-23,8911329000
2022-09-26,8742752000
2022-09-27,8690435000
2022-09-28,8940394000
2022-09-29,8748565000
2022-09-30,8703360000
2022-10-03,9002880000
2022-10-04,9434880000
2022-10-05,9296640000
2022-10-06,9146880000
2022-10-07,8956800000
2022-10-10,8933760000
2022-10-11,8904960000
2022-10-12,8939520000
2022-10-13,9181440000
2022-10-14,8985600000
2022-10-17,9290880000
2022-10-18,9360000000
2022-10-19,9555840000
2022-10-20,9613440000
2022-10-21,9907200000
2022-10-24,9745920000
2022-10-25,9889920000
2022-10-26,9792000000
2022-10-27,9642240000
2022-10-28,9740160000
2022-10-31,9717120000
2022-11-01,9786240000
2022-11-02,9486720000
2022-11-03,9480960000
2022-11-04,9607680000
2022-11-07,9630720000
2022-11-08,9843840000
2022-11-09,9308160000
2022-11-10,9964800000
2022-11-11,10402560000
2022-11-14,10471680000
2022-11-15,10454400000
2022-11-16,10316160000
2022-11-17,10333440000
2022-11-18,10270079999
2022-11-21,10068480000
2022-11-22,10270079999
2022-11-23,10500480000
2022-11-25,10540800000
2022-11-28,10477440000
2022-11-29,10690560000
2022-11-30,11030400000
2022-12-01,11036160000
2022-12-02,11013120000
2022-12-05,10782720000
2022-12-06,10644480000
2022-12-07,10483200000
2022-12-08,10454400000
2022-12-09,10396800000
2022-12-12,10477440000
2022-12-13,10771200000
2022-12-14,10759680000
2022-12-15,10241280000
2022-12-16,10270079999
2022-12-19,10039680000
2022-12-20,10085760000
2022-12-21,10212480000
2022-12-22,10258560000
2022-12-23,10546560000
2022-12-27,10529280000
2022-12-28,10339200000
2022-12-29,10494720000
2022-12-30,10483200000
2023-01-03,10529820000
2023-01-04,10921092000
2023-01-05,10748472000
2023-01-06,10932600000
2023-01-09,10972878000
2023-01-10,11157006000
2023-01-11,11110974000
2023-01-12,11133990000
2023-01-13,11197284000
2023-01-17,11087958000
2023-01-18,10857798000
2023-01-19,10765734000
2023-01-20,11082204000
2023-01-23,11249070000
2023-01-24,11237562000
2023-01-25,11876256000
2023-01-26,11922288000
2023-01-27,11807208000
2023-01-30,11605818000
2023-01-31,11657604000
2023-02-01,11922288000
2023-02-02,12353838000
2023-02-03,12181218000
2023-02-06,11951058000
2023-02-07,12031614000
2023-02-08,12014352000
2023-02-09,11847486000
2023-02-10,10736964000
2023-02-13,10857798000
2023-02-14,10829028000
2023-02-15,11013156000
2023-02-16,10759980000
2023-02-17,10932600000
2023-02-21,10506804000
2023-02-22,10173072000
2023-02-23,10069500000
2023-02-24,10034976000
2023-02-27,9937158000
2023-02-28,9868110000
2023-03-01,9735768000
2023-03-02,9931404000
2023-03-03,9931404000
2023-03-06,9799062000
2023-03-07,9701244000
2023-03-08,9649458000
2023-03-09,9373266000
2023-03-10,9212154000
2023-03-13,8976240000
2023-03-14,9154614000
2023-03-15,9160368000
2023-03-16,9344496000
2023-03-17,9154614000
2023-03-20,9246678000
2023-03-21,9327234000
2023-03-22,9108582000
2023-03-23,9309972000
2023-03-24,9332988000
2023-03-27,9488346000
2023-03-28,9551640000
2023-03-29,9741522000
2023-03-30,9764538000
2023-03-31,9895710000
2023-04-03,9981660000
2023-04-04,9924360000
2023-04-05,9924360000
2023-04-06,9895710000
2023-04-10,9970200000
2023-04-11,10084800000
2023-04-12,9912900000
2023-04-13,10096260000
2023-04-14,9970200000
2023-04-17,9924360000
2023-04-18,9895710000
2023-04-19,9970200000
2023-04-20,9895710000
2023-04-21,9901440000
2023-04-24,9884250000
2023-04-25,9683700000
2023-04-26,9540450000
2023-04-27,9826950000
2023-04-28,10090530000
2023-05-01,9953010000
2023-05-02,9729540000
2023-05-03,9758190000
2023-05-04,9580560000
2023-05-05,9809760000
2023-05-08,9821220000
2023-05-09,9700890000
2023-05-10,9546180000
2023-05-11,9592020000
2023-05-12,10405680000
2023-05-15,10755210000
2023-05-16,10526010000
2023-05-17,10726560000
2023-05-18,10755210000
2023-05-19,10646339999
2023-05-22,10617690000
2023-05-23,10526010000
2023-05-24,10440060000
2023-05-25,10445790000
2023-05-26,10623420000
2023-05-30,10760940000
2023-05-31,10491630000
2023-06-01,10709370000
2023-06-02,10772400000
2023-06-05,10674990000
2023-06-06,10858350000
2023-06-07,11133390000
2023-06-08,11001600000
2023-06-09,11007330000
2023-06-12,10887000000
2023-06-13,11121930000
2023-06-14,11035980000
2023-06-15,11179230000
2023-06-16,11213610000
2023-06-20,10938570000
2023-06-21,11041710000
2023-06-22,10795320000
2023-06-23,10749480000
2023-06-26,10852620000
2023-06-27,11018790000
2023-06-28,11190690000
2023-06-29,11190690000
2023-06-30,11159850000
2023-07-03,11188465000
2023-07-05,11159850000
2023-07-06,11154127000
2023-07-07,11280033000
2023-07-10,11199911000
2023-07-11,11400216000
2023-07-12,11537568000
2023-07-13,11634858999
2023-07-14,11566183000
2023-07-17,11674920000
2023-07-18,11783657000
2023-07-19,11531845000
2023-07-20,11377324000
2023-07-21,11245695000
2023-07-24,11068282000
2023-07-25,11039667000
2023-07-26,10988160000
2023-07-27,11028221000
2023-07-28,11091174000
2023-07-31,11342986000
2023-08-01,11337263000
2023-08-02,11251418000
2023-08-03,11280033000
2023-08-04,11377324000
2023-08-07,11566183000
2023-08-08,11663474000
2023-08-09,11640582000
2023-08-10,11623413000
2023-08-11,12155652000
2023-08-14,12373126000
2023-08-15,11966793000
2023-08-16,12081253000
2023-08-17,11892394000
2023-08-18,11880948000
2023-08-21,11783657000
2023-08-22,11823718000
2023-08-23,11943901000
2023-08-24,11812272000
2023-08-25,11869502000
2023-08-28,11955347000
2023-08-29,12144206000
2023-08-30,12207158999
2023-08-31,12298727000
2023-09-01,12178544000
2023-09-05,12127037000
2023-09-06,12138483000
2023-09-07,12018300000
2023-09-08,12052638000
2023-09-11,12041192000
2023-09-12,11915286000
2023-09-13,11611967000
2023-09-14,11737873000
2023-09-15,11606244000
2023-09-18,11400216000
2023-09-19,11417385000
2023-09-20,11257141000
2023-09-21,11400216000
2023-09-22,11262864000
2023-09-25,11325817000
2023-09-26,11211357000
2023-09-27,11245695000
2023-09-28,11434554000
2023-09-29,11480338000
2023-10-02,11438000000
2023-10-03,11112017000
2023-10-04,11335058000
2023-10-05,11266430000
2023-10-06,11529504000
2023-10-09,11569537000
2023-10-10,11804016000
2023-10-11,11952710000
2023-10-12,11901239000
2023-10-13,11958429000
2023-10-16,12518891000
2023-10-17,12713337000
2023-10-18,12518891000
2023-10-19,12364478000
2023-10-20,12129999000
2023-10-23,12067090000
2023-10-24,12272974000
2023-10-25,11752545000
2023-10-26,11723950000
2023-10-27,11563818000
2023-10-30,11792578000
2023-10-31,11826892000
2023-11-01,11884082000
2023-11-02,12152875000
2023-11-03,12541767000
2023-11-06,12387354000
2023-11-07,12255817000
2023-11-08,12244379000
2023-11-09,12175751000
2023-11-10,11964148000
2023-11-13,11695355000
2023-11-14,11987024000
2023-11-15,11941272000
2023-11-16,12049933000
2023-11-17,12027057000
2023-11-20,12170032000
2023-11-21,12267255000
2023-11-22,12553205000
2023-11-24,12587519000
2023-11-27,12804841000
2023-11-28,12770526999
2023-11-29,12776246000
2023-11-30,12604676000
2023-12-01,12667585000
2023-12-04,12616114000
2023-12-05,12450263000
2023-12-06,12461701000
2023-12-07,12553205000
2023-12-08,12547486000
2023-12-11,12621833000
2023-12-12,12581800000
2023-12-13,12970692000
2023-12-14,13325270000
2023-12-15,13382460000
2023-12-18,13353865000
2023-12-19,13576906000
2023-12-20,13393898000
2023-12-21,13554030000
2023-12-22,13611220000
2023-12-26,13799947000
2023-12-27,13965798000
2023-12-28,14085897000
2023-12-29,14040145000
2024-01-02,13965798000
2024-01-03,13897170000
2024-01-04,13862856000
2024-01-05,13971517000
2024-01-08,14091616000
2024-01-09,13868575000
2024-01-10,13834261000
2024-01-11,13851418000
2024-01-12,13862856000
2024-01-16,13582625000
2024-01-17,13428212000
2024-01-18,13485401999
2024-01-19,13742757000
2024-01-22,13868575000
2024-01-23,13902889000
2024-01-24,14085897000
2024-01-25,14125930000
2024-01-26,14148806000
2024-01-29,14348971000
2024-01-30,14183120000
2024-01-31,14091616000
2024-02-01,14165963000
2024-02-02,14125930000
2024-02-05,13811385000
2024-02-06,14114492000
2024-02-07,13880013000
2024-02-08,14777896000
2024-02-09,14892276000
2024-02-12,14909433000
2024-02-13,14732144000
2024-02-14,14875119000
2024-02-15,15155350000
2024-02-16,15006656000
2024-02-20,15012375000
2024-02-21,14915151999
2024-02-22,15161069000
2024-02-23,15115317000
2024-02-26,15075284000
2024-02-27,15115317000
2024-02-28,15058126999
2024-02-29,15372672000
2024-03-01,15058126999
2024-03-04,14829367000
2024-03-05,14795053000
2024-03-06,14886557000
2024-03-07,14949466000
2024-03-08,15063846000
2024-03-11,15143912000
2024-03-12,15058126999
2024-03-13,15069565000
2024-03-14,14920871000
2024-03-15,14589169000
2024-03-18,14554855000
2024-03-19,14720706000
2024-03-20,14817929000
2024-03-21,14989499000
2024-03-22,14812210000
2024-03-25,14886557000
2024-03-26,14909433000
2024-03-27,15035251000
2024-03-28,14972342000
2024-04-01,14760739000
2024-04-02,14589169000
2024-04-03,14726425000
2024-04-04,14612045000
2024-04-05,14674954000
2024-04-08,14720706000
2024-04-09,14589169000
2024-04-10,14200276999
2024-04-11,14251748000
2024-04-12,13931484000
2024-04-15,13885732000
2024-04-16,13782790000
2024-04-17,13811385000
2024-04-18,13742757000
2024-04-19,13737038000
2024-04-22,13971517000
2024-04-23,14074459000
2024-04-24,14045864000
2024-04-25,13845699000
2024-04-26,13851418000
2024-04-29,13828542000
2024-04-30,13611220000
2024-05-01,13634096000
2024-05-02,13725600000
2024-05-03,13994393000
2024-05-06,14023760000
2024-05-07,13943820000
2024-05-08,13783940000
2024-05-09,14149380000
2024-05-10,14292130000
2024-05-13,14537660000
2024-05-14,14600470000
2024-05-15,14840290000
2024-05-16,15017300000
2024-05-17,15011590000
2024-05-20,15085820000
2024-05-21,15011590000
2024-05-22,14817450000
2024-05-23,14777480000
2024-05-24,15268540000
2024-05-28,15205730000
2024-05-29,15205730000
2024-05-30,15371320000
2024-05-31,15525490000
2024-06-03,15582590000
2024-06-04,15548330000
2024-06-05,15925190000
2024-06-06,15822410000
2024-06-07,15525490000
2024-06-10,15536910000
2024-06-11,15616850000
2024-06-12,15731050000
2024-06-13,15525490000
2024-06-14,15462679999
2024-06-17,15337060000
2024-06-18,15422710000
2024-06-20,15359900000
2024-06-21,15331350000
2024-06-24,15708210000
2024-06-25,15913770000
2024-06-26,15913770000
2024-06-27,15810990000
2024-06-28,15742470000
2024-07-01,15582590000
2024-07-02,15776730000
2024-07-03,15793860000
2024-07-05,15691080000
2024-07-08,15559750000
2024-07-09,15828120000
2024-07-10,15868090000
2024-07-11,15896640000
2024-07-12,15839540000
2024-07-15,15816700000
2024-07-16,16239240000
2024-07-17,15982290000
2024-07-18,15862380000
2024-07-19,15628270000
2024-07-22,15833830000
2024-07-23,16045100000
2024-07-24,15594010000
2024-07-25,15502650000
2024-07-26,15696790000
2024-07-29,15810990000
2024-07-30,15656820000
2024-07-31,15748179999
2024-08-01,15514070000
2024-08-02,15017300000
2024-08-05,14509110000
2024-08-06,14880260000
2024-08-07,14868840000
2024-08-08,15291380000
2024-08-09,15839540000
