,KO
2023-03-07,259603260000
2023-03-08,259733040000
2023-03-09,257223960000
2023-03-10,256142460000
2023-03-13,258738060000
2023-03-14,259689780000
2023-03-15,261420180000
2023-03-16,260857800000
2023-03-17,259646520000
2023-03-20,262155600000
2023-03-21,260944320000
2023-03-22,259776300000
2023-03-23,259213920000
2023-03-24,263453400000
2023-03-27,265400100000
2023-03-28,265702920000
2023-03-29,267606360000
2023-03-30,267563100000
2023-03-31,268279750000
2023-04-03,269880000000
2023-04-04,269058250000
2023-04-05,271610000000
2023-04-06,271783000000
2023-04-10,271134250000
2023-04-11,270658500000
2023-04-12,271134250000
2023-04-13,273123750000
2023-04-14,272691250000
2023-04-17,274464500000
2023-04-18,274897000000
2023-04-19,275416000000
2023-04-20,276627000000
2023-04-21,277016250000
2023-04-24,276583750000
2023-04-25,276151250000
2023-04-26,274853750000
2023-04-27,275416000000
2023-04-28,277448750000
2023-05-01,278097500000
2023-05-02,276843250000
2023-05-03,275286250000
2023-05-04,275589000000
2023-05-05,276886500000
2023-05-08,276454000000
2023-05-09,274161750000
2023-05-10,274637500000
2023-05-11,276194500000
2023-05-12,277275750000
2023-05-15,276540500000
2023-05-16,273426500000
2023-05-17,273123750000
2023-05-18,271610000000
2023-05-19,271739750000
2023-05-22,266030750000
2023-05-23,265555000000
2023-05-24,263306000000
2023-05-25,261273250000
2023-05-26,260624500000
2023-05-30,258548500000
2023-05-31,258029500000
2023-06-01,259500000000
2023-06-02,264517000000
2023-06-05,262743750000
2023-06-06,260840750000
2023-06-07,260451500000
2023-06-08,261100250000
2023-06-09,261532750000
2023-06-12,260408250000
2023-06-13,261446250000
2023-06-14,263219500000
2023-06-15,264819750000
2023-06-16,266722750000
2023-06-20,264949500000
2023-06-21,265684750000
2023-06-22,267501250000
2023-06-23,264690000000
2023-06-26,264776500000
2023-06-27,264214250000
2023-06-28,261749000000
2023-06-29,259586500000
2023-06-30,260391280000
2023-07-03,261947920000
2023-07-05,263893720000
2023-07-06,261861440000
2023-07-07,258402240000
2023-07-10,256456440000
2023-07-11,257364480000
2023-07-12,258748160000
2023-07-13,260953400000
2023-07-14,263331600000
2023-07-17,262942440000
2023-07-18,261904680000
2023-07-19,266531360000
2023-07-20,269774360000
2023-07-21,269990560000
2023-07-24,270077040000
2023-07-25,269169000000
2023-07-26,272628200000
2023-07-27,269990560000
2023-07-28,270163520000
2023-07-31,267785320000
2023-08-01,267093480000
2023-08-02,267915040000
2023-08-03,266531360000
2023-08-04,262510040000
2023-08-07,264585560000
2023-08-08,263418080000
2023-08-09,264023440000
2023-08-10,263418080000
2023-08-11,264499080000
2023-08-14,263245120000
2023-08-15,261472280000
2023-08-16,261515520000
2023-08-17,262077640000
2023-08-18,263547800000
2023-08-21,261299320000
2023-08-22,259699440000
2023-08-23,260607480000
2023-08-24,259915640000
2023-08-25,261126360000
2023-08-28,261861440000
2023-08-29,261602000000
2023-08-30,261472280000
2023-08-31,258704920000
2023-09-01,256456440000
2023-09-05,254337680000
2023-09-06,254164720000
2023-09-07,252218920000
2023-09-08,252218920000
2023-09-11,254597120000
2023-09-12,252089200000
2023-09-13,252694560000
2023-09-14,252781040000
2023-09-15,250532560000
2023-09-18,252089200000
2023-09-19,251570320000
2023-09-20,252694560000
2023-09-21,248802960000
2023-09-22,249062400000
2023-09-25,246468000000
2023-09-26,244435720000
2023-09-27,241927800000
2023-09-28,241322440000
2023-09-29,241665660000
2023-10-02,239507160000
2023-10-03,236916960000
2023-10-04,237607680000
2023-10-05,226124460000
2023-10-06,229405380000
2023-10-09,228282960000
2023-10-10,233247510000
2023-10-11,231866070000
2023-10-12,227980770000
2023-10-13,228326130000
2023-10-16,230657310000
2023-10-17,233420190000
2023-10-18,233333850000
2023-10-19,234628950000
2023-10-20,235578690000
2023-10-23,233463360000
2023-10-24,240197880000
2023-10-25,242270040000
2023-10-26,240802260000
2023-10-27,238471080000
2023-10-30,242399550000
2023-10-31,243867330000
2023-11-01,243651480000
2023-11-02,246457530000
2023-11-03,244946580000
2023-11-06,245939490000
2023-11-07,246846060000
2023-11-08,246457530000
2023-11-09,244601220000
2023-11-10,244860240000
2023-11-13,245766810000
2023-11-14,246500700000
2023-11-15,246975570000
2023-11-16,246716550000
2023-11-17,247191420000
2023-11-20,247795800000
2023-11-21,250515510000
2023-11-22,252199140000
2023-11-24,252846690000
2023-11-27,252371820000
2023-11-28,252889860000
2023-11-29,251378910000
2023-11-30,252285480000
2023-12-01,253148880000
2023-12-04,252846690000
2023-12-05,253235220000
2023-12-06,252976200000
2023-12-07,253580580000
2023-12-08,253019370000
2023-12-11,254875680000
2023-12-12,256516140000
2023-12-13,258717810000
2023-12-14,254875680000
2023-12-15,252976200000
2023-12-18,254789340000
2023-12-19,253969110000
2023-12-20,248702370000
2023-12-21,250342830000
2023-12-22,251767440000
2023-12-26,252803520000
2023-12-27,253451070000
2023-12-28,253623750000
2023-12-29,254400810000
2024-01-02,257824200000
2024-01-03,258427600000
2024-01-04,257565600000
2024-01-05,257177700000
2024-01-08,259074100000
2024-01-09,258600000000
2024-01-10,259462000000
2024-01-11,257781100000
2024-01-12,260280900000
2024-01-16,258556900000
2024-01-17,258556900000
2024-01-18,259289600000
2024-01-19,257867300000
2024-01-22,256746700000
2024-01-23,257953500000
2024-01-24,253902100000
2024-01-25,254979600000
2024-01-26,255884700000
2024-01-29,257436300000
2024-01-30,258169000000
2024-01-31,256401900000
2024-02-01,262823800000
2024-02-02,260927400000
2024-02-05,258772400000
2024-02-06,258341400000
2024-02-07,258556900000
2024-02-08,257867300000
2024-02-09,256703600000
2024-02-12,257307000000
2024-02-13,255798500000
2024-02-14,255539900000
2024-02-15,256014000000
2024-02-16,255970900000
2024-02-20,261617000000
2024-02-21,263944400000
2024-02-22,263556500000
2024-02-23,263772000000
2024-02-26,261660100000
2024-02-27,260065400000
2024-02-28,260324000000
2024-02-29,258686200000
2024-03-01,256574300000
2024-03-04,257781100000
2024-03-05,256531200000
2024-03-06,256660500000
2024-03-07,256186400000
2024-03-08,256531200000
2024-03-11,259634400000
2024-03-12,260755000000
2024-03-13,263427200000
2024-03-14,260755000000
2024-03-15,258082800000
2024-03-18,259160300000
2024-03-19,259591300000
2024-03-20,261832500000
2024-03-21,260625700000
2024-03-22,260711900000
2024-03-25,260324000000
2024-03-26,260927400000
2024-03-27,263039300000
2024-03-28,263685800000
2024-04-01,261470120000
2024-04-02,259186350000
2024-04-03,257807470000
2024-04-04,255523700000
2024-04-05,256428590000
2024-04-08,255394430000
2024-04-09,257333480000
2024-04-10,253886280000
2024-04-11,254446450000
2024-04-12,251128520000
2024-04-15,250525260000
2024-04-16,250180540000
2024-04-17,252119590000
2024-04-18,253843190000
2024-04-19,259272530000
2024-04-22,260909950000
2024-04-23,261297760000
2024-04-24,265218950000
2024-04-25,266037660000
2024-04-26,266037660000
2024-04-29,267330360000
2024-04-30,266166930000
2024-05-01,266856370000
2024-05-02,267114910000
2024-05-03,267890530000
2024-05-06,268666150000
2024-05-07,269829580000
2024-05-08,270820650000
2024-05-09,270949920000
2024-05-10,272587340000
2024-05-13,273966220000
2024-05-14,271897900000
2024-05-15,272027170000
2024-05-16,272845880000
2024-05-17,271596270000
2024-05-20,269614130000
2024-05-21,271079190000
2024-05-22,271467000000
2024-05-23,267545810000
2024-05-24,267158000000
2024-05-28,266382380000
2024-05-29,265865300000
2024-05-30,267028730000
2024-05-31,271165370000
2024-06-03,271165370000
2024-06-04,275517460000
2024-06-05,275431280000
2024-06-06,276422350000
2024-06-07,275388190000
2024-06-10,274009310000
2024-06-11,273836950000
2024-06-12,270949920000
2024-06-13,271423910000
2024-06-14,269527950000
2024-06-17,269829580000
2024-06-18,269872670000
2024-06-20,267933620000
2024-06-21,270475930000
2024-06-24,275646730000
2024-06-25,275086560000
2024-06-26,275991450000
2024-06-27,275388190000
2024-06-28,274267850000
2024-07-01,272673520000
2024-07-02,272113350000
2024-07-03,272888970000
2024-07-05,274741840000
2024-07-08,271294640000
2024-07-09,270131210000
2024-07-10,270734470000
2024-07-11,271897900000
2024-07-12,274483300000
2024-07-15,273233690000
2024-07-16,276939430000
2024-07-17,280989890000
2024-07-18,280903710000
2024-07-19,281334610000
2024-07-22,279093930000
2024-07-23,279912640000
2024-07-24,283575290000
2024-07-25,284695630000
2024-07-26,288918450000
2024-07-29,287970470000
2024-07-30,291633120000
2024-07-31,287582660000
2024-08-01,292839640000
2024-08-02,298742970000
2024-08-05,293442900000
2024-08-06,293227450000
2024-08-07,294994140000
2024-08-08,296157570000
2024-08-09,295942120000
