,NOW
2021-10-05,126050579999
2021-10-06,125242640000
2021-10-07,126946079999
2021-10-08,122898420000
2021-10-11,122554150000
2021-10-12,125196870000
2021-10-13,127242590000
2021-10-14,129952970000
2021-10-15,131972819999
2021-10-18,132577780000
2021-10-19,135369750000
2021-10-20,135540890000
2021-10-21,136581660000
2021-10-22,136643350000
2021-10-25,137081150000
2021-10-26,134665290000
2021-10-27,132287240000
2021-10-28,136852300000
2021-10-29,138854240000
2021-11-01,135714020000
2021-11-02,136631410000
2021-11-03,136846329999
2021-11-04,139644270000
2021-11-05,137709990000
2021-11-08,137763720000
2021-11-09,137562730000
2021-11-10,133511090000
2021-11-11,135170750000
2021-11-12,137588600000
2021-11-15,135831430000
2021-11-16,137817450000
2021-11-17,136301069999
2021-11-18,134492160000
2021-11-19,134518030000
2021-11-22,130619620000
2021-11-23,126745090000
2021-11-24,129212689999
2021-11-26,129260449999
2021-11-29,133891180000
2021-11-30,128892300000
2021-12-01,119314430000
2021-12-02,124050630000
2021-12-03,122008890000
2021-12-06,122691460000
2021-12-07,132014610000
2021-12-08,132496189999
2021-12-09,127787850000
2021-12-10,128753000000
2021-12-13,130532060000
2021-12-14,124313310000
2021-12-15,128760960000
2021-12-16,121187020000
2021-12-17,122510370000
2021-12-20,120468630000
2021-12-21,125632680000
2021-12-22,128142069999
2021-12-23,129065430000
2021-12-27,131992720000
2021-12-28,130146000000
2021-12-29,130261420000
2021-12-30,130253460000
2021-12-31,129822000000
2022-01-03,126028000000
2022-01-04,120788000000
2022-01-05,114552000000
2022-01-06,114808000000
2022-01-07,113278000000
2022-01-10,114400000000
2022-01-11,115688000000
2022-01-12,114678000000
2022-01-13,104252000000
2022-01-14,106204000000
2022-01-18,104468000000
2022-01-19,104258000000
2022-01-20,103000000000
2022-01-21,101548000000
2022-01-24,105168000000
2022-01-25,99016000000
2022-01-26,96884000000
2022-01-27,105738000000
2022-01-28,112216000000
2022-01-31,117156000000
2022-02-01,117308000000
2022-02-02,116230000000
2022-02-03,112170000000
2022-02-04,115504000000
2022-02-07,114640000000
2022-02-08,118254000000
2022-02-09,122794000000
2022-02-10,122092000000
2022-02-11,116744000000
2022-02-14,115916000000
2022-02-15,118332000000
2022-02-16,118178000000
2022-02-17,113150000000
2022-02-18,111202000000
2022-02-22,110030000000
2022-02-23,104940000000
2022-02-24,114790000000
2022-02-25,116046000000
2022-02-28,115983999999
2022-03-01,114214000000
2022-03-02,117411999999
2022-03-03,112461999999
2022-03-04,109414000000
2022-03-07,103924000000
2022-03-08,103640000000
2022-03-09,111916000000
2022-03-10,106718000000
2022-03-11,102430000000
2022-03-14,99020000000
2022-03-15,102844000000
2022-03-16,109480000000
2022-03-17,113335999999
2022-03-18,115976000000
2022-03-21,113959999999
2022-03-22,117732000000
2022-03-23,113592000000
2022-03-24,116218000000
2022-03-25,112374000000
2022-03-28,116552000000
2022-03-29,119550000000
2022-03-30,114798000000
2022-03-31,111934890000
2022-04-01,110286690000
2022-04-04,115538820000
2022-04-05,111197220000
2022-04-06,106117950000
2022-04-07,106485780000
2022-04-08,103635600000
2022-04-11,102795420000
2022-04-12,102552210000
2022-04-13,105740070000
2022-04-14,101973330000
2022-04-18,100003530000
2022-04-19,103394400000
2022-04-20,101549220000
2022-04-21,98825670000
2022-04-22,94751400000
2022-04-25,94926270000
2022-04-26,91656000000
2022-04-27,93724290000
2022-04-28,101308020000
2022-04-29,96098100000
2022-05-02,97384500000
2022-05-03,96853860000
2022-05-04,100391460000
2022-05-05,94335330000
2022-05-06,91804740000
2022-05-09,85599870000
2022-05-10,86896320000
2022-05-11,84492360000
2022-05-12,87020940000
2022-05-13,90982650000
2022-05-16,87018930000
2022-05-17,87002850000
2022-05-18,82862250000
2022-05-19,85778760000
2022-05-20,87039030000
2022-05-23,86454120000
2022-05-24,84349650000
2022-05-25,90910290000
2022-05-26,91428870000
2022-05-27,95734290000
2022-05-31,93961470000
2022-06-01,95501130000
2022-06-02,101464800000
2022-06-03,98988480000
2022-06-06,99000540000
2022-06-07,101792430000
2022-06-08,101589420000
2022-06-09,98936220000
2022-06-10,95103150000
2022-06-13,88514370000
2022-06-14,89394750000
2022-06-15,93655950000
2022-06-16,86044080000
2022-06-17,89201790000
2022-06-21,91509270000
2022-06-22,92188650000
2022-06-23,97591530000
2022-06-24,101322090000
2022-06-27,99836700000
2022-06-28,95161440000
2022-06-29,96035790000
2022-06-30,96055040000
2022-07-01,97840720000
2022-07-05,100177860000
2022-07-06,99648620000
2022-07-07,100404100000
2022-07-08,99818300000
2022-07-11,99060800000
2022-07-12,86443880000
2022-07-13,85399540000
2022-07-14,85035940000
2022-07-15,87995240000
2022-07-18,86201480000
2022-07-19,88059880000
2022-07-20,92283700000
2022-07-21,92978580000
2022-07-22,90247540000
2022-07-25,88880000000
2022-07-26,85409640000
2022-07-27,90617200000
2022-07-28,88173000000
2022-07-29,90225320000
2022-08-01,91661540000
2022-08-02,91796880000
2022-08-03,95232900000
2022-08-04,99586000000
2022-08-05,99959700000
2022-08-08,99979900000
2022-08-09,98466920000
2022-08-10,104272400000
2022-08-11,100888900000
2022-08-12,102315020000
2022-08-15,101822140000
2022-08-16,100341480000
2022-08-17,98729520000
2022-08-18,98899200000
2022-08-19,96204520000
2022-08-22,92861420000
2022-08-23,92917980000
2022-08-24,92419040000
2022-08-25,94138060000
2022-08-26,89827380000
2022-08-29,88027560000
2022-08-30,88241680000
2022-08-31,87793240000
2022-09-01,86973120000
2022-09-02,87771020000
2022-09-06,86954940000
2022-09-07,89720320000
2022-09-08,91055540000
2022-09-09,94946060000
2022-09-12,96210580000
2022-09-13,91380760000
2022-09-14,92412980000
2022-09-15,87981100000
2022-09-16,86011600000
2022-09-19,85860100000
2022-09-20,83062400000
2022-09-21,81088860000
2022-09-22,78167940000
2022-09-23,76162080000
2022-09-26,74760200000
2022-09-27,76547900000
2022-09-28,78547700000
2022-09-29,77871000000
2022-09-30,76654830000
2022-10-03,79517130000
2022-10-04,83544650000
2022-10-05,85377740000
2022-10-06,84941290000
2022-10-07,81445630000
2022-10-10,77501340000
2022-10-11,75373900000
2022-10-12,74933390000
2022-10-13,73465700000
2022-10-14,69377280000
2022-10-17,70767830000
2022-10-18,72428370000
2022-10-19,72154320000
2022-10-20,72320780000
2022-10-21,73216010000
2022-10-24,74411680000
2022-10-25,76461980000
2022-10-26,74381230000
2022-10-27,84381010000
2022-10-28,85341200000
2022-10-31,85410220000
2022-11-01,84967680000
2022-11-02,79714040000
2022-11-03,78268680000
2022-11-04,73435250000
2022-11-07,73729600000
2022-11-08,75341420000
2022-11-09,73337810000
2022-11-10,82024180000
2022-11-11,83211730000
2022-11-14,81281200000
2022-11-15,85154440000
2022-11-16,83676600000
2022-11-17,81317740000
2022-11-18,81074140000
2022-11-21,78638140000
2022-11-22,81256840000
2022-11-23,83102110000
2022-11-25,82663630000
2022-11-28,81591790000
2022-11-29,80560550000
2022-11-30,84508900000
2022-12-01,86396800000
2022-12-02,83812610000
2022-12-05,79628780000
2022-12-06,78997450000
2022-12-07,78869560000
2022-12-08,80434690000
2022-12-09,79896740000
2022-12-12,81532920000
2022-12-13,84482510000
2022-12-14,84933170000
2022-12-15,81329920000
2022-12-16,80057110000
2022-12-19,77606900000
2022-12-20,78453410000
2022-12-21,79557730000
2022-12-22,77127820000
2022-12-23,77517580000
2022-12-27,77269920000
2022-12-28,76338150000
2022-12-29,79139550000
2022-12-30,78818810000
2023-01-03,78404917500
2023-01-04,80103182250
2023-01-05,74503993200
2023-01-06,74546704050
2023-01-09,76993425600
2023-01-10,77457143400
2023-01-11,80088945300
2023-01-12,84050885100
2023-01-13,84382402650
2023-01-17,85063742400
2023-01-18,84648837000
2023-01-19,87136235550
2023-01-20,89861594550
2023-01-23,89985659400
2023-01-24,90182942850
2023-01-25,91273086450
2023-01-26,94181491950
2023-01-27,93325241100
2023-01-30,90012099450
2023-01-31,92566615050
2023-02-01,96365846850
2023-02-02,99916948950
2023-02-03,96042464700
2023-02-06,92584919700
2023-02-07,94220135100
2023-02-08,94366572300
2023-02-09,94228270500
2023-02-10,93223548600
2023-02-13,93768620400
2023-02-14,93831669750
2023-02-15,94352335350
2023-02-16,92273740650
2023-02-17,89288048850
2023-02-21,87833846100
2023-02-22,89456858400
2023-02-23,89837188350
2023-02-24,86558622150
2023-02-27,87164709450
2023-02-28,87896895450
2023-03-01,87239961900
2023-03-02,88683995400
2023-03-03,90298872300
2023-03-06,90713777700
2023-03-07,90467681850
2023-03-08,90906993450
2023-03-09,87150472500
2023-03-10,84421045800
2023-03-13,84390538050
2023-03-14,86345067900
2023-03-15,85881350100
2023-03-16,89975490150
2023-03-17,89692785000
2023-03-20,88502982750
2023-03-21,90599882100
2023-03-22,88169431350
2023-03-23,89584990950
2023-03-24,88045366500
2023-03-27,87721984350
2023-03-28,87268435800
2023-03-29,89172119400
2023-03-30,89414147550
2023-03-31,94812639120
2023-04-03,94765714290
2023-04-04,97124197050
2023-04-05,95345133930
2023-04-06,96528455730
2023-04-10,96428485440
2023-04-11,95853146220
2023-04-12,96181620030
2023-04-13,98644153500
2023-04-14,94467843630
2023-04-17,96002081550
2023-04-18,97111955790
2023-04-19,97030347390
2023-04-20,95418581490
2023-04-21,96565179510
2023-04-24,96501933000
2023-04-25,90234407880
2023-04-26,92631654630
2023-04-27,92694901140
2023-04-28,93731327820
2023-05-01,91893098610
2023-05-02,90520037280
2023-05-03,89173498680
2023-05-04,87833080710
2023-05-05,88708330800
2023-05-08,89563178790
2023-05-09,90052829190
2023-05-10,92654096940
2023-05-11,92333783970
2023-05-12,92870359200
2023-05-15,94490285940
2023-05-16,95530793040
2023-05-17,100566031320
2023-05-18,104085393570
2023-05-19,104111916300
2023-05-22,104334299190
2023-05-23,102039062940
2023-05-24,102530753550
2023-05-25,108494287380
2023-05-26,109653126660
2023-05-30,112032011520
2023-05-31,111146560380
2023-06-01,110775242160
2023-06-02,111840231779
2023-06-05,113580530910
2023-06-06,113394871799
2023-06-07,107788374720
2023-06-08,109220602140
2023-06-09,108953334630
2023-06-12,111466873350
2023-06-13,113174529120
2023-06-14,115743153509
2023-06-15,117183541770
2023-06-16,115369795080
2023-06-20,114147709290
2023-06-21,111558682799
2023-06-22,112185027270
2023-06-23,110781362790
2023-06-26,109757177370
2023-06-27,110163179160
2023-06-28,111940202069
2023-06-29,111819829680
2023-06-30,114902634080
2023-07-03,115086651680
2023-07-05,115677552640
2023-07-06,113647225120
2023-07-07,113064502720
2023-07-10,115644838400
2023-07-11,114794268160
2023-07-12,114773821760
2023-07-13,118067736800
2023-07-14,118666816320
2023-07-17,121120384320
2023-07-18,122091588320
2023-07-19,123342908000
2023-07-20,118360120320
2023-07-21,119002137280
2023-07-24,118188370560
2023-07-25,119075744320
2023-07-26,118030933280
2023-07-27,114477348960
2023-07-28,116450426560
2023-07-31,119202512000
2023-08-01,120713500960
2023-08-02,115147990879
2023-08-03,114581625600
2023-08-04,112788476320
2023-08-07,113455028960
2023-08-08,113033833120
2023-08-09,112522673120
2023-08-10,113477520000
2023-08-11,113976412160
2023-08-14,115769561440
2023-08-15,114418054400
2023-08-16,112352968000
2023-08-17,111154808960
2023-08-18,110717256000
2023-08-21,113416180800
2023-08-22,114871964480
2023-08-23,116135552000
2023-08-24,112361146560
2023-08-25,115246133600
2023-08-28,116198935839
2023-08-29,118358075680
2023-08-30,120273903360
2023-08-31,120394537120
2023-09-01,120813688320
2023-09-05,122097722240
2023-09-06,122373748640
2023-09-07,122539364480
2023-09-08,122692712480
2023-09-11,123892916160
2023-09-12,120396581760
2023-09-13,120915920320
2023-09-14,120656251040
2023-09-15,118503245120
2023-09-18,118284468640
2023-09-19,117020881120
2023-09-20,116656935199
2023-09-21,112359101920
2023-09-22,113291457760
2023-09-25,114393518720
2023-09-26,111357228320
2023-09-27,111715040320
2023-09-28,113174913280
2023-09-29,114287197440
2023-10-02,113822150000
2023-10-03,110954200000
2023-10-04,112471200000
2023-10-05,112169849999
2023-10-06,114947600000
2023-10-09,115708149999
2023-10-10,114451499999
2023-10-11,114527349999
2023-10-12,114830750000
2023-10-13,112680300000
2023-10-16,113084150000
2023-10-17,116536350000
2023-10-18,112889399999
2023-10-19,114795900000
2023-10-20,111214550000
2023-10-23,110982900000
2023-10-24,113649950000
2023-10-25,108684849999
2023-10-26,112944750000
2023-10-27,113572050000
2023-10-30,116550700000
2023-10-31,119279250000
2023-11-01,121663400000
2023-11-02,122883149999
2023-11-03,124385800000
2023-11-06,124896250000
2023-11-07,125851550000
2023-11-08,128192650000
2023-11-09,127050800000
2023-11-10,130125800000
2023-11-13,130874050000
2023-11-14,134104849999
2023-11-15,133434500000
2023-11-16,133717400000
2023-11-17,134143800000
2023-11-20,136718599999
2023-11-21,137022000000
2023-11-22,137280300000
2023-11-24,138149500000
2023-11-27,137462750000
2023-11-28,136374200000
2023-11-29,139180650000
2023-11-30,140576700000
2023-12-01,141611950000
2023-12-04,140962100000
2023-12-05,141085100000
2023-12-06,140677150000
2023-12-07,140974400000
2023-12-08,143311400000
2023-12-11,144549600000
2023-12-12,146878400000
2023-12-13,146706200000
2023-12-14,139479950000
2023-12-15,143139200000
2023-12-18,144262600000
2023-12-19,145080550000
2023-12-20,142229000000
2023-12-21,143655800000
2023-12-22,142997750000
2023-12-26,143752150000
2023-12-27,144270800000
2023-12-28,144004300000
2023-12-29,144830450000
2024-01-02,141015852160
2024-01-03,138509432400
2024-01-04,137805911960
2024-01-05,138685825280
2024-01-08,142808496080
2024-01-09,143302806360
2024-01-10,146508644400
2024-01-11,149002757680
2024-01-12,149560651440
2024-01-16,149228376480
2024-01-17,149224274320
2024-01-18,153002363680
2024-01-19,153648453880
2024-01-22,154333514600
2024-01-23,154532469360
2024-01-24,156583549360
2024-01-25,157254252520
2024-01-26,157818299520
2024-01-29,161469221920
2024-01-30,161159508840
2024-01-31,156989663200
2024-02-01,158138268000
2024-02-02,160250880400
2024-02-05,160976962720
2024-02-06,159461214600
2024-02-07,162115312120
2024-02-08,163965386280
2024-02-09,166740497520
2024-02-12,161491783800
2024-02-13,158704366080
2024-02-14,162445536000
2024-02-15,159984240000
2024-02-16,156907620000
2024-02-20,154413506720
2024-02-21,153408477520
2024-02-22,157771124680
2024-02-23,158132114760
2024-02-26,159914503280
2024-02-27,157346551120
2024-02-28,155839007320
2024-02-29,158208004720
2024-03-01,158677702040
2024-03-04,159182267720
2024-03-05,151810686200
2024-03-06,151997334480
2024-03-07,157539352640
2024-03-08,155406229440
2024-03-11,155213427920
2024-03-12,161945072480
2024-03-13,159344303040
2024-03-14,159879634920
2024-03-15,152581892280
2024-03-18,155020626400
2024-03-19,155254449520
2024-03-20,157432696480
2024-03-21,158585403440
2024-03-22,158784358200
2024-03-25,158884861120
2024-03-26,159690935560
2024-03-27,155676972000
2024-03-28,156374339200
2024-04-01,157598833960
2024-04-02,155266756000
2024-04-03,155709789280
2024-04-04,155379565400
2024-04-05,160702118000
2024-04-08,161132844800
2024-04-09,160439579760
2024-04-10,157767022520
2024-04-11,158208004720
2024-04-12,157668570680
2024-04-15,150920517480
2024-04-16,152760336240
2024-04-17,151051786600
2024-04-18,150007786880
2024-04-19,146428652280
2024-04-22,148077720600
2024-04-23,151974772600
2024-04-24,153070049320
2024-04-25,146908605000
2024-04-26,148405893400
2024-04-29,147915685280
2024-04-30,142207529640
2024-05-01,140624095880
2024-05-02,142697737760
2024-05-03,146990648200
2024-05-06,149023268480
2024-05-07,146309689640
2024-05-08,147889021240
2024-05-09,148280777520
2024-05-10,149685767320
2024-05-13,149753452960
2024-05-14,148010034960
2024-05-15,155998991560
2024-05-16,155473915080
2024-05-17,156917875400
2024-05-20,158790511440
2024-05-21,159379171400
2024-05-22,158103399640
2024-05-23,155502630200
2024-05-24,151474309080
2024-05-28,149495016880
2024-05-29,149958560960
2024-05-30,131943925320
2024-05-31,134741598439
2024-06-03,135393841880
2024-06-04,137832576000
2024-06-05,144418593880
2024-06-06,144223741280
2024-06-07,143331521480
2024-06-10,145452338200
2024-06-11,146045100320
2024-06-12,147985422000
2024-06-13,145577454080
2024-06-14,149437586640
2024-06-17,148805854000
2024-06-18,149763708360
2024-06-20,150612855480
2024-06-21,153693577640
2024-06-24,151695825720
2024-06-25,154817569480
2024-06-26,154632972280
2024-06-27,158780256040
2024-06-28,161352310360
2024-07-01,161822007680
2024-07-02,162878313880
2024-07-03,161198479360
2024-07-05,165413448760
2024-07-08,157153749600
2024-07-09,152602403080
2024-07-10,152426010200
2024-07-11,153654607120
2024-07-12,155572366920
2024-07-15,157492177800
2024-07-16,156044115320
2024-07-17,150973845560
2024-07-18,151527637160
2024-07-19,154077129600
2024-07-22,155839000000
2024-07-23,157424594880
2024-07-24,150299030280
2024-07-25,170435690760
2024-07-26,170193030840
2024-07-29,164321894640
2024-07-30,164268427200
2024-07-31,167474417160
2024-08-01,166855428720
2024-08-02,162590372160
2024-08-05,160663487880
2024-08-06,163065409800
2024-08-07,159637324320
2024-08-08,163721414160
2024-08-09,166793735520
